year,state,county,subgroup_type,subgroup,share_transit_commuter,share_transit_commuter_quality,share_transportation_cost,share_transportation_cost_quality
2015,01,013,race-ethnicity,White neighborhoods,0.009798567591763653,1,0.45724261414503137,1
2015,01,013,race-ethnicity,Mixed neighborhoods,0.01,1,0.47000000000000003,1
2015,01,015,all,All,0.003945608362492802,1,0.33637352172565005,1
2015,01,015,race-ethnicity,Neighborhoods of color,0.014897301651228354,1,0.29264397905759165,1
2015,01,015,race-ethnicity,White neighborhoods,0.0012497767192616851,1,0.34690890145876757,1
2015,01,015,race-ethnicity,Mixed neighborhoods,0.00942709912094574,1,0.315651712640194,1
2015,01,017,all,All,0.0038137375788786535,1,0.4170784071951839,1
2015,01,017,race-ethnicity,Neighborhoods of color,0.0014150076569678408,1,0.44150995405819304,1
2015,01,017,race-ethnicity,White neighborhoods,0,1,0.42884387006636393,1
2015,01,017,race-ethnicity,Mixed neighborhoods,0.01,1,0.38639908256880734,1
2015,01,019,all,All,0.003042206064905125,1,0.3968868593722291,1
2015,01,019,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,019,race-ethnicity,White neighborhoods,0.003042206064905125,1,0.3968868593722291,1
2015,01,019,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,021,all,All,0.0037408388249060786,1,0.316243764242163,1
2015,01,021,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,021,race-ethnicity,White neighborhoods,0.0037408388249060786,1,0.316243764242163,1
2015,01,021,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,023,all,All,0.013454708520179373,1,0.4491121076233183,1
2015,01,023,race-ethnicity,Neighborhoods of color,0.01,1,0.45,1
2015,01,023,race-ethnicity,White neighborhoods,0.015571304599363612,1,0.4432860862019092,1
2015,01,023,race-ethnicity,Mixed neighborhoods,0.01,1,0.47,1
2015,01,025,all,All,0.014619621700270216,1,0.44742673040947833,1
2015,01,025,race-ethnicity,Neighborhoods of color,0.02,1,0.4600000000000001,1
2015,01,025,race-ethnicity,White neighborhoods,0.016452544207867195,1,0.4649079754601228,1
2015,01,025,race-ethnicity,Mixed neighborhoods,0.013324844819353811,1,0.438580296036925,1
2015,01,027,all,All,0.0061598080826720785,1,0.41627606569477765,1
2015,01,027,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,027,race-ethnicity,White neighborhoods,0.0061598080826720785,1,0.41627606569477765,1
2015,01,027,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,029,all,All,0.002716412742382271,1,0.40141447368421046,1
2015,01,029,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,029,race-ethnicity,White neighborhoods,0.002716412742382271,1,0.40141447368421046,1
2015,01,029,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,031,all,All,0.0053950939457202505,1,0.32259655532359083,1
2015,01,031,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,031,race-ethnicity,White neighborhoods,0.00500555478405777,1,0.33666921260935984,1
2015,01,031,race-ethnicity,Mixed neighborhoods,0.0065741908364859184,1,0.28,1
2015,01,033,all,All,0.0015681859124482072,1,0.3295347685101783,1
2015,01,033,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,033,race-ethnicity,White neighborhoods,0.0012086776859504132,1,0.33207315927873776,1
2015,01,033,race-ethnicity,Mixed neighborhoods,0.01,1,0.27,1
2015,01,035,all,All,0.013254643962848298,1,0.5423548761609907,1
2015,01,035,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,035,race-ethnicity,White neighborhoods,0.01,1,0.57,1
2015,01,035,race-ethnicity,Mixed neighborhoods,0.013717948717948718,1,0.538419540229885,1
2015,01,037,all,All,0.01,1,0.43306067415730337,1
2015,01,037,race-ethnicity,Neighborhoods of color,0.01,1,0.42,1
2015,01,037,race-ethnicity,White neighborhoods,0.01,1,0.4398226466575716,1
2015,01,037,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,039,all,All,0.00880125760920463,1,0.4051548598568466,1
2015,01,039,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,039,race-ethnicity,White neighborhoods,0.009244782063574009,1,0.408758758020503,1
2015,01,039,race-ethnicity,Mixed neighborhoods,0.004474820143884892,1,0.36999999999999994,1
2015,01,041,all,All,0.01,1,0.41977521827976966,1
2015,01,041,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,041,race-ethnicity,White neighborhoods,0.01,1,0.4176249039200616,1
2015,01,041,race-ethnicity,Mixed neighborhoods,0.01,1,0.4254459459459459,1
2015,01,043,all,All,5.187458049669192e-4,1,0.37572665963499213,1
2015,01,043,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,043,race-ethnicity,White neighborhoods,5.187458049669192e-4,1,0.37572665963499213,1
2015,01,043,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,045,all,All,0.008390998001892944,1,0.3204422126406562,1
2015,01,045,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,045,race-ethnicity,White neighborhoods,0.008066228513650152,1,0.3265868301314459,1
2015,01,045,race-ethnicity,Mixed neighborhoods,0.009999999999999998,1,0.29,1
2015,01,047,all,All,0.011188691890574544,1,0.4635295192834949,1
2015,01,047,race-ethnicity,Neighborhoods of color,0.012570405952717339,1,0.4454638786851276,1
2015,01,047,race-ethnicity,White neighborhoods,0.007037319116527037,1,0.5092536176694592,1
2015,01,047,race-ethnicity,Mixed neighborhoods,0.01,1,0.48615772870662455,1
2015,01,049,all,All,0.003095990085155719,1,0.3964438491984168,1
2015,01,049,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,049,race-ethnicity,White neighborhoods,0.0033896524555720913,1,0.4008491639674341,1
2015,01,049,race-ethnicity,Mixed neighborhoods,0,1,0.35,1
2015,01,051,all,All,0,1,0.32380440473281913,1
2015,01,051,race-ethnicity,Neighborhoods of color,0,1,0.32,1
2015,01,051,race-ethnicity,White neighborhoods,0,1,0.32913231064237786,1
2015,01,051,race-ethnicity,Mixed neighborhoods,0,1,0.28,1
2015,01,053,all,All,0.01042023574200161,1,0.4299956072918955,1
2015,01,053,race-ethnicity,Neighborhoods of color,0.006800567107750473,1,0.4031994328922496,1
2015,01,053,race-ethnicity,White neighborhoods,0.0121086503880371,1,0.43258754495551766,1
2015,01,053,race-ethnicity,Mixed neighborhoods,0,1,0.46,1
2015,01,055,all,All,0.00503345948520013,1,0.3569322539412015,1
2015,01,055,race-ethnicity,Neighborhoods of color,0.016904109589041098,1,0.31148173515981736,1
2015,01,055,race-ethnicity,White neighborhoods,0.0023715340802403454,1,0.3684975276960631,1
2015,01,055,race-ethnicity,Mixed neighborhoods,0.014308555399719494,1,0.30911079943899017,1
2015,01,057,all,All,0.01,1,0.42394628392781014,1
2015,01,057,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,057,race-ethnicity,White neighborhoods,0.01,1,0.42394628392781014,1
2015,01,057,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,059,all,All,0.00907178631051753,1,0.4088105175292154,1
2015,01,059,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,059,race-ethnicity,White neighborhoods,0.008884653961885655,1,0.420667001003009,1
2015,01,059,race-ethnicity,Mixed neighborhoods,0.01,1,0.35,1
2015,01,061,all,All,0.01,1,0.3730686256276734,1
2015,01,061,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,061,race-ethnicity,White neighborhoods,0.01,1,0.3730686256276734,1
2015,01,061,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,063,all,All,0.013508278662917839,1,0.6314651671352702,1
2015,01,063,race-ethnicity,Neighborhoods of color,0.013508278662917839,1,0.6314651671352702,1
2015,01,063,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,01,063,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,065,all,All,0.009999999999999998,1,0.35984815252235525,1
2015,01,065,race-ethnicity,Neighborhoods of color,0.01,1,0.34803915662650603,1
2015,01,065,race-ethnicity,White neighborhoods,0.01,1,0.37,1
2015,01,065,race-ethnicity,Mixed neighborhoods,0.01,1,0.37986068111455107,1
2015,01,067,all,All,0.004854946330142152,1,0.38676530316217,1
2015,01,067,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,067,race-ethnicity,White neighborhoods,0.005220691032554424,1,0.3863870581186339,1
2015,01,067,race-ethnicity,Mixed neighborhoods,0.00388447270800212,1,0.38776894541600426,1
2015,01,069,all,All,0.0016600760262264968,1,0.3400186238742761,1
2015,01,069,race-ethnicity,Neighborhoods of color,0,1,0.3127924647775843,1
2015,01,069,race-ethnicity,White neighborhoods,0.002253038329697725,1,0.3497652435857484,1
2015,01,069,race-ethnicity,Mixed neighborhoods,0,1,0.31263565891472866,1
2015,01,071,all,All,0.00495325730507562,1,0.39008369634379136,1
2015,01,071,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,071,race-ethnicity,White neighborhoods,0.00495325730507562,1,0.39008369634379136,1
2015,01,071,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,073,all,All,0.005388975545071645,1,0.2661443917694086,1
2015,01,073,race-ethnicity,Neighborhoods of color,0.011955176761506352,1,0.24978751478306763,1
2015,01,073,race-ethnicity,White neighborhoods,0.0013277785557578305,1,0.27872629105789737,1
2015,01,073,race-ethnicity,Mixed neighborhoods,4.0893676441252746e-4,1,0.26801516058248553,1
2015,01,075,all,All,0.01,1,0.4090860215053763,1
2015,01,075,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,075,race-ethnicity,White neighborhoods,0.01,1,0.4090860215053763,1
2015,01,075,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,077,all,All,0.001138765150730343,1,0.33163679685072,1
2015,01,077,race-ethnicity,Neighborhoods of color,0,1,0.28,1
2015,01,077,race-ethnicity,White neighborhoods,0.0011539470921688012,1,0.33232521520050384,1
2015,01,077,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,079,all,All,5.281820196498486e-4,1,0.35081184900642687,1
2015,01,079,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,079,race-ethnicity,White neighborhoods,6.620983424391148e-4,1,0.350314843967034,1
2015,01,079,race-ethnicity,Mixed neighborhoods,0,1,0.3527720964207451,1
2015,01,081,all,All,0.0013429885781252734,1,0.31705095240594006,1
2015,01,081,race-ethnicity,Neighborhoods of color,0,1,0.29,1
2015,01,081,race-ethnicity,White neighborhoods,0.0018079495149288876,1,0.32192074032212487,1
2015,01,081,race-ethnicity,Mixed neighborhoods,0,1,0.30610323886639673,1
2015,01,083,all,All,0,1,0.2957911402228914,1
2015,01,083,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,083,race-ethnicity,White neighborhoods,0,1,0.296411149825784,1
2015,01,083,race-ethnicity,Mixed neighborhoods,0,1,0.28,1
2015,01,085,all,All,0.01,1,0.34103689864549275,1
2015,01,085,race-ethnicity,Neighborhoods of color,0.01,1,0.34103689864549275,1
2015,01,085,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,01,085,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,087,all,All,0.00728305656136846,1,0.43972031464602324,1
2015,01,087,race-ethnicity,Neighborhoods of color,0.008725504861630515,1,0.43570381451009726,1
2015,01,087,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,01,087,race-ethnicity,Mixed neighborhoods,0,1,0.4600000000000001,1
2015,01,089,all,All,0.003609500097991537,1,0.26460785238845297,1
2015,01,089,race-ethnicity,Neighborhoods of color,0.00823738310381565,1,0.2409063646766366,1
2015,01,089,race-ethnicity,White neighborhoods,0.0022136935156207107,1,0.2752697523746773,1
2015,01,089,race-ethnicity,Mixed neighborhoods,0.004069478908188586,1,0.24727281239758417,1
2015,01,091,all,All,0.007842048061828281,1,0.4358024393189229,1
2015,01,091,race-ethnicity,Neighborhoods of color,0.01,1,0.41363388722418953,1
2015,01,091,race-ethnicity,White neighborhoods,0,1,0.44,1
2015,01,091,race-ethnicity,Mixed neighborhoods,0.01,1,0.4619730782855119,1
2015,01,093,all,All,0.010000000000000002,1,0.43810681138901997,1
2015,01,093,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,093,race-ethnicity,White neighborhoods,0.010000000000000002,1,0.43810681138901997,1
2015,01,093,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,095,all,All,5.434750882928111e-4,1,0.3783523539885,1
2015,01,095,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,095,race-ethnicity,White neighborhoods,5.85460948308389e-4,1,0.37977015469752223,1
2015,01,095,race-ethnicity,Mixed neighborhoods,0,1,0.36,1
2015,01,097,all,All,0.013182932523931821,1,0.3063896023036813,1
2015,01,097,race-ethnicity,Neighborhoods of color,0.0216405656074198,1,0.28713471187471495,1
2015,01,097,race-ethnicity,White neighborhoods,0.007835464824941718,1,0.32035697945489,1
2015,01,097,race-ethnicity,Mixed neighborhoods,0.020036200279134685,1,0.28360781577110955,1
2015,01,099,all,All,0.016068284558648584,1,0.5150808945990959,1
2015,01,099,race-ethnicity,Neighborhoods of color,0.01475238922675934,1,0.5106950477845351,1
2015,01,099,race-ethnicity,White neighborhoods,0.019999999999999997,1,0.520313630880579,1
2015,01,099,race-ethnicity,Mixed neighborhoods,0.012478479196556671,1,0.5124784791965566,1
2015,01,101,all,All,0.013941495778045841,1,0.2781795335745878,1
2015,01,101,race-ethnicity,Neighborhoods of color,0.019145831705602002,1,0.26416028595984065,1
2015,01,101,race-ethnicity,White neighborhoods,0.006915204678362572,1,0.2961496913580247,1
2015,01,101,race-ethnicity,Mixed neighborhoods,0.00712806301050175,1,0.2982518961493582,1
2015,01,103,all,All,0,1,0.31931566994700983,1
2015,01,103,race-ethnicity,Neighborhoods of color,0,1,0.2869467554076539,1
2015,01,103,race-ethnicity,White neighborhoods,0,1,0.3306973160755308,1
2015,01,103,race-ethnicity,Mixed neighborhoods,0,1,0.2789517021015116,1
2015,01,105,all,All,0.013927536231884058,1,0.5406811594202898,1
2015,01,105,race-ethnicity,Neighborhoods of color,0.014503157195081422,1,0.5319873712196743,1
2015,01,105,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,01,105,race-ethnicity,Mixed neighborhoods,0.01,1,0.6,1
2015,01,107,all,All,0.007560177917320775,1,0.36666405023547877,1
2015,01,107,race-ethnicity,Neighborhoods of color,0.009999999999999998,1,0.36,1
2015,01,107,race-ethnicity,White neighborhoods,0.005593100189035917,1,0.3720368620037807,1
2015,01,107,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,109,all,All,0.005958861254497106,1,0.41847254809948375,1
2015,01,109,race-ethnicity,Neighborhoods of color,0.01,1,0.38,1
2015,01,109,race-ethnicity,White neighborhoods,0.0035956866633614277,1,0.4249950421417947,1
2015,01,109,race-ethnicity,Mixed neighborhoods,0.01,1,0.4352464637805401,1
2015,01,111,all,All,0.0024251261918115537,1,0.3987044307347168,1
2015,01,111,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,111,race-ethnicity,White neighborhoods,0.0024251261918115537,1,0.3987044307347168,1
2015,01,111,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,113,all,All,0.016677307675014613,1,0.3279470347556315,1
2015,01,113,race-ethnicity,Neighborhoods of color,0.025572377158034534,1,0.30282470119521915,1
2015,01,113,race-ethnicity,White neighborhoods,0.01276353024407499,1,0.3320206933144676,1
2015,01,113,race-ethnicity,Mixed neighborhoods,0.01,1,0.37,1
2015,01,115,all,All,0,1,0.3085721879983739,1
2015,01,115,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,115,race-ethnicity,White neighborhoods,0,1,0.3085721879983739,1
2015,01,115,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,117,all,All,0,1,0.2950640771043505,1
2015,01,117,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,117,race-ethnicity,White neighborhoods,0,1,0.2976078788728446,1
2015,01,117,race-ethnicity,Mixed neighborhoods,0,1,0.25190294957183634,1
2015,01,119,all,All,0.018870197300103846,1,0.6719356178608514,1
2015,01,119,race-ethnicity,Neighborhoods of color,0.018870197300103846,1,0.6719356178608514,1
2015,01,119,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,01,119,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,121,all,All,0.0024185336048879835,1,0.39745576629327906,1
2015,01,121,race-ethnicity,Neighborhoods of color,0.004656066367092983,1,0.356066367092983,1
2015,01,121,race-ethnicity,White neighborhoods,9.220875587435073e-4,1,0.40662329953005194,1
2015,01,121,race-ethnicity,Mixed neighborhoods,0.005277777777777778,1,0.38956950456950457,1
2015,01,123,all,All,0.002952275929669791,1,0.36947313606567417,1
2015,01,123,race-ethnicity,Neighborhoods of color,0.01,1,0.38000000000000006,1
2015,01,123,race-ethnicity,White neighborhoods,0.003302899247156815,1,0.3723009770943457,1
2015,01,123,race-ethnicity,Mixed neighborhoods,0,1,0.35590706556333546,1
2015,01,125,all,All,0.0036682675616248116,1,0.32053581761370226,1
2015,01,125,race-ethnicity,Neighborhoods of color,0.008282417289220918,1,0.29365461579509067,1
2015,01,125,race-ethnicity,White neighborhoods,0.0013809674217128416,1,0.33618536233191953,1
2015,01,125,race-ethnicity,Mixed neighborhoods,0.006950672645739911,1,0.29091418671015085,1
2015,01,127,all,All,9.178970392938052e-4,1,0.3091598312631825,1
2015,01,127,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,127,race-ethnicity,White neighborhoods,9.178970392938052e-4,1,0.3091598312631825,1
2015,01,127,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,129,all,All,0.01,1,0.37849828795043206,1
2015,01,129,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,129,race-ethnicity,White neighborhoods,0.01,1,0.38163133229189916,1
2015,01,129,race-ethnicity,Mixed neighborhoods,0.01,1,0.37,1
2015,01,131,all,All,0.02,1,0.5554931043455634,1
2015,01,131,race-ethnicity,Neighborhoods of color,0.02,1,0.5554931043455634,1
2015,01,131,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,01,131,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,01,133,all,All,0.008880501807357008,1,0.4414650223261748,1
2015,01,133,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,01,133,race-ethnicity,White neighborhoods,0.008880501807357008,1,0.4414650223261748,1
2015,01,133,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,013,all,All,0.18,2,0.15,2
2015,02,013,race-ethnicity,Neighborhoods of color,0.18,2,0.15,2
2015,02,013,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,013,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,016,all,All,0.24319859402460456,1,0.06840070298769772,1
2015,02,016,race-ethnicity,Neighborhoods of color,0.24319859402460456,1,0.06840070298769772,1
2015,02,016,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,016,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,020,all,All,0.031151033990967438,1,0.20637081055383882,1
2015,02,020,race-ethnicity,Neighborhoods of color,0.05046417973717677,1,0.18289105553200508,1
2015,02,020,race-ethnicity,White neighborhoods,0.019322850936174616,1,0.22356491155477398,1
2015,02,020,race-ethnicity,Mixed neighborhoods,0.039367142013332204,1,0.1935127837313307,1
2015,02,050,all,All,0.12041889483065955,1,0.25346033868092693,1
2015,02,050,race-ethnicity,Neighborhoods of color,0.12041889483065955,1,0.25346033868092693,1
2015,02,050,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,050,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,060,all,All,0.05,1,0.23999999999999996,1
2015,02,060,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,02,060,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,060,race-ethnicity,Mixed neighborhoods,0.05,1,0.23999999999999996,1
2015,02,068,all,All,0.11,1,0.20000000000000004,1
2015,02,068,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,02,068,race-ethnicity,White neighborhoods,0.11,1,0.20000000000000004,1
2015,02,068,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,070,all,All,0.130533728687917,1,0.22999999999999998,1
2015,02,070,race-ethnicity,Neighborhoods of color,0.130533728687917,1,0.22999999999999998,1
2015,02,070,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,070,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,090,all,All,0.032815468495306616,1,0.21809931988083864,1
2015,02,090,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,02,090,race-ethnicity,White neighborhoods,0.030227543233214315,1,0.22527655254498358,1
2015,02,090,race-ethnicity,Mixed neighborhoods,0.04335233751425314,1,0.1888768529076397,1
2015,02,100,all,All,0.04,2,0.28,2
2015,02,100,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,02,100,race-ethnicity,White neighborhoods,0.04,2,0.28,2
2015,02,100,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,105,all,All,0.09937219730941704,1,0.288744394618834,1
2015,02,105,race-ethnicity,Neighborhoods of color,0.08,2,0.25,2
2015,02,105,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,105,race-ethnicity,Mixed neighborhoods,0.1,1,0.29,1
2015,02,110,all,All,0.03689450222882615,1,0.18834984315667824,1
2015,02,110,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,02,110,race-ethnicity,White neighborhoods,0.0397184081917617,1,0.18767395857575053,1
2015,02,110,race-ethnicity,Mixed neighborhoods,0.03,1,0.18999999999999997,1
2015,02,122,all,All,0.03562764719571794,1,0.2548047474982546,1
2015,02,122,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,02,122,race-ethnicity,White neighborhoods,0.0340955826351866,1,0.25510567402894135,1
2015,02,122,race-ethnicity,Mixed neighborhoods,0.10310272536687633,1,0.24155136268343816,1
2015,02,130,all,All,0.02763432694133283,1,0.23118283652933355,1
2015,02,130,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,02,130,race-ethnicity,White neighborhoods,0.03,1,0.25388414055080727,1
2015,02,130,race-ethnicity,Mixed neighborhoods,0.026058209427396395,1,0.2160582094273964,1
2015,02,150,all,All,0.030535285121258464,1,0.22994537906925935,1
2015,02,150,race-ethnicity,Neighborhoods of color,0.01,1,0.23999999999999996,1
2015,02,150,race-ethnicity,White neighborhoods,0.020298507462686566,1,0.2311727078891258,1
2015,02,150,race-ethnicity,Mixed neighborhoods,0.07138810198300283,1,0.22,1
2015,02,158,all,All,0.16000000000000003,1,0.28,1
2015,02,158,race-ethnicity,Neighborhoods of color,0.16000000000000003,1,0.28,1
2015,02,158,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,158,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,164,all,All,0.13,2,0.28,2
2015,02,164,race-ethnicity,Neighborhoods of color,0.13,2,0.28,2
2015,02,164,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,164,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,170,all,All,0.024961090745385557,1,0.24069489999356874,1
2015,02,170,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,02,170,race-ethnicity,White neighborhoods,0.024961090745385557,1,0.24069489999356874,1
2015,02,170,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,180,all,All,0.13272136752136754,1,0.21465982905982905,1
2015,02,180,race-ethnicity,Neighborhoods of color,0.13272136752136754,1,0.21465982905982905,1
2015,02,180,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,180,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,185,all,All,0.11226299694189602,1,0.19709480122324158,1
2015,02,185,race-ethnicity,Neighborhoods of color,0.11226299694189602,1,0.19709480122324158,1
2015,02,185,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,185,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,188,all,All,0.13170257488176562,1,0.1847871781397793,1
2015,02,188,race-ethnicity,Neighborhoods of color,0.13170257488176562,1,0.1847871781397793,1
2015,02,188,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,02,188,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,195,all,All,0.02,1,0.22999999999999998,1
2015,02,195,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,02,195,race-ethnicity,White neighborhoods,0.02,1,0.22999999999999998,1
2015,02,195,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,02,198,all,All,0.07991181657848324,1,0.2851322751322752,1
2015,02,198,race-ethnicity,Neighborhoods of color,0.08,1,0.23,1
2015,02,198,race-ethnicity,White neighborhoods,0.0702829162132753,1,0.28056583242655064,1
2015,02,198,race-ethnicity,Mixed neighborhoods,0.09,1,0.32,1
2015,02,220,all,All,0.027799539170506916,1,0.22389976958525346,1
2015,02,220,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,02,220,race-ethnicity,White neighborhoods,0.027799539170506916,1,0.22389976958525346,1
