year,state,county,subgroup_type,subgroup,mean_tcost,mean_transit,mean_tcost_quality,mean_transit_quality
2016,01,063,All,All,0,4.618260244428469,1,1
2016,01,063,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,063,race-ethnicity,Predominantly People of Color,0,4.618260244428469,1,1
2016,01,063,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,01,065,All,All,14.018189884649512,27.24267968056788,1,1
2016,01,065,race-ethnicity,No Predominant Racial Group,10.581196581196581,31.752136752136753,1,1
2016,01,065,race-ethnicity,Predominantly People of Color,15.572809278350515,25.202963917525775,1,1
2016,01,065,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,01,067,All,All,6.274796747967479,21.100813008130082,1,1
2016,01,067,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,067,race-ethnicity,Predominantly People of Color,6.099520383693045,19.965227817745802,1,1
2016,01,067,race-ethnicity,Predominantly White,6.419386745796241,22.037586547972303,1,1
2016,01,069,All,All,13.329106156678257,8.862855389650235,1,1
2016,01,069,race-ethnicity,No Predominant Racial Group,13.542974079126877,18.145975443383357,1,1
2016,01,069,race-ethnicity,Predominantly People of Color,18.239665096807954,8.078754578754578,1,1
2016,01,069,race-ethnicity,Predominantly White,9.705724679303083,8.1338311315336,1,1
2016,01,071,All,All,4.390723270440252,8.42944182389937,1,1
2016,01,071,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,071,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,01,071,race-ethnicity,Predominantly White,4.390723270440252,8.42944182389937,2,2
2016,01,073,All,All,44.37679474733023,42.24665321138419,1,1
2016,01,073,race-ethnicity,No Predominant Racial Group,36.28779042858465,30.840136998981766,1,1
2016,01,073,race-ethnicity,Predominantly People of Color,50.52389623187164,49.63668301878709,1,1
2016,01,073,race-ethnicity,Predominantly White,34.78221153846154,31.585625,1,1
2016,01,075,All,All,1,0,1,1
2016,01,075,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,075,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,01,075,race-ethnicity,Predominantly White,1,0,1,1
2016,01,077,All,All,20.358546168958743,19.94440078585462,1,1
2016,01,077,race-ethnicity,No Predominant Racial Group,36,27,1,1
2016,01,077,race-ethnicity,Predominantly People of Color,33,58,1,1
2016,01,077,race-ethnicity,Predominantly White,19.53087576798917,18.36155368114131,1,1
2016,01,079,All,All,11.091687379177023,25.938690969345483,1,1
2016,01,079,race-ethnicity,No Predominant Racial Group,13,31,2,2
2016,01,079,race-ethnicity,Predominantly People of Color,8,32,2,2
2016,01,079,race-ethnicity,Predominantly White,10.88454830833624,24.548657132891524,2,2
2016,01,081,All,All,26.050044729779508,33.37925590696206,1,1
2016,01,081,race-ethnicity,No Predominant Racial Group,24.500642673521853,27.83483290488432,1,1
2016,01,081,race-ethnicity,Predominantly People of Color,21.655654383735705,21.710292249047015,1,1
2016,01,081,race-ethnicity,Predominantly White,28.408173076923077,40.28298076923077,1,1
2016,01,083,All,All,39.157803132856316,37.67501450396442,1,1
2016,01,083,race-ethnicity,No Predominant Racial Group,33.504672897196265,34.56697819314642,1,1
2016,01,083,race-ethnicity,Predominantly People of Color,49,17,1,1
2016,01,083,race-ethnicity,Predominantly White,39.70701945149209,39.42672465869276,1,1
2016,01,085,All,All,18.388917929952953,39.86670151594355,1,1
2016,01,085,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,085,race-ethnicity,Predominantly People of Color,18.388917929952953,39.86670151594355,1,1
2016,01,085,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,01,087,All,All,1.0304925723221268,1.2068021892103205,1,1
2016,01,087,race-ethnicity,No Predominant Racial Group,1,9,1,1
2016,01,087,race-ethnicity,Predominantly People of Color,1.035214446952596,0,1,1
2016,01,087,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,01,089,All,All,56.30061723489364,59.21603221277385,1,1
2016,01,089,race-ethnicity,No Predominant Racial Group,62.96584066697545,64.91685965724872,1,1
2016,01,089,race-ethnicity,Predominantly People of Color,65.64256213317876,67.89558727628433,1,1
2016,01,089,race-ethnicity,Predominantly White,44.121342737722046,48.17770376175549,1,1
2016,01,091,All,All,0.38822679667750093,1.6695557963163596,1,1
2016,01,091,race-ethnicity,No Predominant Racial Group,0,0,1,1
2016,01,091,race-ethnicity,Predominantly People of Color,0.4308617234468938,1.8529058116232464,1,1
2016,01,091,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,01,093,All,All,1.146163215590743,5.018879415347137,1,1
2016,01,093,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,093,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,01,093,race-ethnicity,Predominantly White,1.146163215590743,5.018879415347137,1,1
2016,01,095,All,All,6.211439888164026,5.5740913327120225,1,1
2016,01,095,race-ethnicity,No Predominant Racial Group,9,11,1,1
2016,01,095,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,01,095,race-ethnicity,Predominantly White,5.829116439263479,4.830176182275798,1,1
2016,01,097,All,All,24.188939309374167,34.16227037783008,1,1
2016,01,097,race-ethnicity,No Predominant Racial Group,29.02152199762188,33.52140309155767,1,1
2016,01,097,race-ethnicity,Predominantly People of Color,29.415903261267864,44.33099513165472,1,1
2016,01,097,race-ethnicity,Predominantly White,14.04667577413479,19.28225561627201,1,1
2016,01,099,All,All,0,0.7281408534765742,1,1
2016,01,099,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,099,race-ethnicity,Predominantly People of Color,0,1.0066006600660067,1,1
2016,01,099,race-ethnicity,Predominantly White,0,0,1,1
2016,01,101,All,All,31.102116123202048,37.39728142179381,1,1
2016,01,101,race-ethnicity,No Predominant Racial Group,26.36708636283029,28.379499911331795,1,1
2016,01,101,race-ethnicity,Predominantly People of Color,32.92889955083707,40.6096876276031,1,1
2016,01,101,race-ethnicity,Predominantly White,24.25244913338357,28.28937452901281,1,1
2016,01,103,All,All,21.403685827117158,28.441860465116278,1,1
2016,01,103,race-ethnicity,No Predominant Racial Group,30.7156432748538,26.49890350877193,2,2
2016,01,103,race-ethnicity,Predominantly People of Color,25.64893001735107,41.844997108155006,2,2
2016,01,103,race-ethnicity,Predominantly White,16.66810966810967,25.864935064935064,2,2
2016,01,105,All,All,0,0,1,1
2016,01,105,race-ethnicity,No Predominant Racial Group,0,0,1,1
2016,01,105,race-ethnicity,Predominantly People of Color,0,0,1,1
2016,01,105,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,01,107,All,All,11.995946493717065,18.00243210376976,1,1
2016,01,107,race-ethnicity,No Predominant Racial Group,9.67639902676399,18.956204379562045,1,1
2016,01,107,race-ethnicity,Predominantly People of Color,13.589958158995817,20.359832635983263,1,1
2016,01,107,race-ethnicity,Predominantly White,12,10,1,1
2016,01,109,All,All,1.5091240875912408,2.781021897810219,1,1
2016,01,109,race-ethnicity,No Predominant Racial Group,1.9106047326906224,2.503067484662577,1,1
2016,01,109,race-ethnicity,Predominantly People of Color,1.4029982363315696,1.18342151675485,1,1
2016,01,109,race-ethnicity,Predominantly White,1,12.009367681498828,1,1
2016,01,111,All,All,3.153197158081705,3.25044404973357,1,1
2016,01,111,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,111,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,01,111,race-ethnicity,Predominantly White,3.153197158081705,3.25044404973357,2,2
2016,01,113,All,All,20.051059879313012,35.75305585641343,1,1
2016,01,113,race-ethnicity,No Predominant Racial Group,12.336041358936484,28.48966026587888,1,1
2016,01,113,race-ethnicity,Predominantly People of Color,24.793510324483776,40.99901671583088,1,1
2016,01,113,race-ethnicity,Predominantly White,18.096209912536445,32.75461613216715,1,1
2016,01,115,All,All,22.216695395222853,19.81556266929328,1,1
2016,01,115,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,115,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,01,115,race-ethnicity,Predominantly White,22.216695395222853,19.81556266929328,1,1
2016,01,117,All,All,27.647322500600335,25.561914672216442,1,1
2016,01,117,race-ethnicity,No Predominant Racial Group,42.88976857490865,33.593179049939096,1,1
2016,01,117,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,01,117,race-ethnicity,Predominantly White,25.34079808312598,24.34660399963137,1,1
2016,01,119,All,All,0,0,1,1
2016,01,119,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,119,race-ethnicity,Predominantly People of Color,0,0,1,1
2016,01,119,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,01,121,All,All,4.879592850049653,9.4272591857001,1,1
2016,01,121,race-ethnicity,No Predominant Racial Group,5.657114946271573,4.87365678931944,1,1
2016,01,121,race-ethnicity,Predominantly People of Color,5.767329132331556,12.683955404750364,1,1
2016,01,121,race-ethnicity,Predominantly White,3.4356605065023955,11.91375770020534,1,1
2016,01,123,All,All,5.7293859649122805,5.1019736842105265,1,1
2016,01,123,race-ethnicity,No Predominant Racial Group,5,8,1,1
2016,01,123,race-ethnicity,Predominantly People of Color,7.576413959085439,3.4163658243080626,1,1
2016,01,123,race-ethnicity,Predominantly White,4.5877533419577405,5.5864596808969385,1,1
2016,01,125,All,All,28.576041448607914,36.12329914172074,1,1
2016,01,125,race-ethnicity,No Predominant Racial Group,34.1627847453289,37.56974660865114,1,1
2016,01,125,race-ethnicity,Predominantly People of Color,30.705013358478705,34.5979883702656,1,1
2016,01,125,race-ethnicity,Predominantly White,24.57354605114279,36.58203213396696,1,1
2016,01,127,All,All,23.52081447963801,21.925188536953243,1,1
2016,01,127,race-ethnicity,No Predominant Racial Group,26.66771159874608,18.33385579937304,1,1
2016,01,127,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,01,127,race-ethnicity,Predominantly White,23.185747663551403,22.307576769025367,1,1
2016,01,129,All,All,5.3676108374384235,25.90948275862069,1,1
2016,01,129,race-ethnicity,No Predominant Racial Group,5.26432664756447,27.201289398280803,1,1
2016,01,129,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,01,129,race-ethnicity,Predominantly White,6,18,1,1
2016,01,131,All,All,0,3.658991910392035,1,1
2016,01,131,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,131,race-ethnicity,Predominantly People of Color,0,3.658991910392035,2,2
2016,01,131,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,01,133,All,All,1.2250206440957887,6.495871180842279,1,1
2016,01,133,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,01,133,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,01,133,race-ethnicity,Predominantly White,1.2250206440957887,6.495871180842279,2,2
2016,02,013,All,All,60,23,1,1
2016,02,013,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,013,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,013,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,016,All,All,85.24365482233503,74.80203045685279,1,1
2016,02,016,race-ethnicity,No Predominant Racial Group,82,73,2,2
2016,02,016,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,016,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,020,All,All,88.06676362953927,76.1526226893122,1,1
2016,02,020,race-ethnicity,No Predominant Racial Group,90.77116634799235,80.64634799235182,3,3
2016,02,020,race-ethnicity,Predominantly People of Color,86,76,3,3
2016,02,020,race-ethnicity,Predominantly White,83.09671098670398,67.95269419174248,3,3
2016,02,050,All,All,27.73784817039869,6.386673948661933,1,1
2016,02,050,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,050,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,050,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,060,All,All,87,51,1,1
2016,02,060,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,060,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,060,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,068,All,All,85,62,1,1
2016,02,068,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,068,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,068,race-ethnicity,Predominantly White,85,62,1,1
2016,02,070,All,All,35.030973451327434,15.876106194690266,1,1
2016,02,070,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,070,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,070,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,090,All,All,77.27833929404447,54.54392784947908,1,1
2016,02,090,race-ethnicity,No Predominant Racial Group,82.34849823321555,64.30962897526501,3,3
2016,02,090,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,090,race-ethnicity,Predominantly White,73.5904049522827,47.909466082022185,3,3
2016,02,100,All,All,25,0,1,1
2016,02,100,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,100,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,100,race-ethnicity,Predominantly White,25,0,3,3
2016,02,105,All,All,30.757322175732217,20.10041841004184,1,1
2016,02,105,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,105,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,105,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,110,All,All,86.0545364402578,81.28309370352008,1,1
2016,02,110,race-ethnicity,No Predominant Racial Group,86.3108407079646,84.50442477876106,3,3
2016,02,110,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,110,race-ethnicity,Predominantly White,85.84636118598382,78.66666666666667,3,3
2016,02,122,All,All,54.61352300018474,35.03196009606503,1,1
2016,02,122,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,122,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,122,race-ethnicity,Predominantly White,54.13200306983883,34.283576362240986,3,3
2016,02,130,All,All,60.952100840336136,27.76638655462185,1,1
2016,02,130,race-ethnicity,No Predominant Racial Group,63.0224171539961,32.2046783625731,3,3
2016,02,130,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,130,race-ethnicity,Predominantly White,48,0,3,3
2016,02,150,All,All,69.46943231441048,59.61244541484716,1,1
2016,02,150,race-ethnicity,No Predominant Racial Group,71.04194260485652,55.041942604856516,3,3
2016,02,150,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,150,race-ethnicity,Predominantly White,77,77,3,3
2016,02,158,All,All,3,0,1,1
2016,02,158,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,158,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,158,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,164,All,All,21,18,1,1
2016,02,164,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,164,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,164,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,170,All,All,74.20163670512477,35.323852964851085,1,1
2016,02,170,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,170,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,170,race-ethnicity,Predominantly White,74.20163670512477,35.323852964851085,3,3
2016,02,180,All,All,24,8.746294681778553,1,1
2016,02,180,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,180,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,180,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,185,All,All,69.9921875,36.296875,3,3
2016,02,185,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,185,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,185,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,188,All,All,43.07383627608347,34.16211878009631,1,1
2016,02,188,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,188,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,188,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,195,All,All,50,34,1,1
2016,02,195,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,195,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,195,race-ethnicity,Predominantly White,50,34,3,3
2016,02,198,All,All,27.694050991501417,46.17847025495751,1,1
2016,02,198,race-ethnicity,No Predominant Racial Group,27,0,3,3
2016,02,198,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,198,race-ethnicity,Predominantly White,32,77,3,3
2016,02,220,All,All,68.6510989010989,59.260989010989015,1,1
2016,02,220,race-ethnicity,No Predominant Racial Group,68.6510989010989,59.260989010989015,3,3
2016,02,220,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,220,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,230,All,All,61,31,1,1
2016,02,230,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,02,230,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,230,race-ethnicity,Predominantly White,61,31,3,3
2016,02,240,All,All,51.24710424710425,30.85135135135135,1,1
2016,02,240,race-ethnicity,No Predominant Racial Group,55,21,3,3
2016,02,240,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,240,race-ethnicity,Predominantly White,47,42,3,3
2016,02,261,All,All,80.52096569250318,54.099110546378654,1,1
2016,02,261,race-ethnicity,No Predominant Racial Group,80,50,3,3
2016,02,261,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,261,race-ethnicity,Predominantly White,81,61,3,3
2016,02,275,All,All,31,26,1,1
2016,02,275,race-ethnicity,No Predominant Racial Group,31,26,3,3
2016,02,275,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,275,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,282,All,All,71,30,1,1
2016,02,282,race-ethnicity,No Predominant Racial Group,71,30,3,3
2016,02,282,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,02,282,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,02,290,All,All,8.434782608695652,0,1,1
2016,02,290,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
