year,state,county,subgroup_type,subgroup,index_transit_trips,index_transit_trips_quality
2015,01,035,race-ethnicity,Mixed Race and Ethnicity Tracts,62.02,1
2015,01,037,race-ethnicity,All,45.93,1
2015,01,037,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,037,race-ethnicity,Majority White-NH Tracts,45.09,1
2015,01,037,race-ethnicity,Mixed Race and Ethnicity Tracts,41.76,1
2015,01,039,race-ethnicity,All,55.22,1
2015,01,039,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,039,race-ethnicity,Majority White-NH Tracts,58.09,1
2015,01,039,race-ethnicity,Mixed Race and Ethnicity Tracts,30.64,1
2015,01,041,race-ethnicity,All,72.44,1
2015,01,041,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,041,race-ethnicity,Majority White-NH Tracts,74.33,1
2015,01,041,race-ethnicity,Mixed Race and Ethnicity Tracts,57.98,1
2015,01,043,race-ethnicity,All,18.17,1
2015,01,043,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,043,race-ethnicity,Majority White-NH Tracts,19.35,1
2015,01,043,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,045,race-ethnicity,All,49.65,1
2015,01,045,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,045,race-ethnicity,Majority White-NH Tracts,52.13,1
2015,01,045,race-ethnicity,Mixed Race and Ethnicity Tracts,32.02,1
2015,01,047,race-ethnicity,All,70.97,1
2015,01,047,race-ethnicity,Majority Non-White Tracts,48.39,1
2015,01,047,race-ethnicity,Majority White-NH Tracts,55.96,1
2015,01,047,race-ethnicity,Mixed Race and Ethnicity Tracts,54.68,1
2015,01,049,race-ethnicity,All,28.04,1
2015,01,049,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,049,race-ethnicity,Majority White-NH Tracts,29.63,1
2015,01,049,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,051,race-ethnicity,All,20.91,1
2015,01,051,race-ethnicity,Majority Non-White Tracts,3.9,1
2015,01,051,race-ethnicity,Majority White-NH Tracts,22.79,1
2015,01,051,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,053,race-ethnicity,All,65.72,1
2015,01,053,race-ethnicity,Majority Non-White Tracts,31.92,1
2015,01,053,race-ethnicity,Majority White-NH Tracts,72.13,1
2015,01,053,race-ethnicity,Mixed Race and Ethnicity Tracts,12.39,1
2015,01,055,race-ethnicity,All,27.66,1
2015,01,055,race-ethnicity,Majority Non-White Tracts,29.03,1
2015,01,055,race-ethnicity,Majority White-NH Tracts,22.04,1
2015,01,055,race-ethnicity,Mixed Race and Ethnicity Tracts,45.96,1
2015,01,057,race-ethnicity,All,49.59,1
2015,01,057,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,057,race-ethnicity,Majority White-NH Tracts,51.51,1
2015,01,057,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,059,race-ethnicity,All,54.42,1
2015,01,059,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,059,race-ethnicity,Majority White-NH Tracts,56.55,1
2015,01,059,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,061,race-ethnicity,All,64.67,1
2015,01,061,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,061,race-ethnicity,Majority White-NH Tracts,66.8,1
2015,01,061,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,063,race-ethnicity,All,77.98,1
2015,01,063,race-ethnicity,Majority Non-White Tracts,51.1,1
2015,01,063,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,01,063,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,065,race-ethnicity,All,50.73,1
2015,01,065,race-ethnicity,Majority Non-White Tracts,30.73,1
2015,01,065,race-ethnicity,Majority White-NH Tracts,43.21,1
2015,01,065,race-ethnicity,Mixed Race and Ethnicity Tracts,42.55,1
2015,01,067,race-ethnicity,All,40.23,1
2015,01,067,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,067,race-ethnicity,Majority White-NH Tracts,38.51,1
2015,01,067,race-ethnicity,Mixed Race and Ethnicity Tracts,37.55,1
2015,01,069,race-ethnicity,All,24.98,1
2015,01,069,race-ethnicity,Majority Non-White Tracts,8.66,1
2015,01,069,race-ethnicity,Majority White-NH Tracts,30.65,1
2015,01,069,race-ethnicity,Mixed Race and Ethnicity Tracts,11.38,1
2015,01,071,race-ethnicity,All,34.18,1
2015,01,071,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,071,race-ethnicity,Majority White-NH Tracts,35.43,1
2015,01,071,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,073,race-ethnicity,All,40.45,1
2015,01,073,race-ethnicity,Majority Non-White Tracts,39.73,1
2015,01,073,race-ethnicity,Majority White-NH Tracts,20.1,1
2015,01,073,race-ethnicity,Mixed Race and Ethnicity Tracts,14.79,1
2015,01,075,race-ethnicity,All,66.93,1
2015,01,075,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,075,race-ethnicity,Majority White-NH Tracts,68.83,1
2015,01,075,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,077,race-ethnicity,All,21.71,1
2015,01,077,race-ethnicity,Majority Non-White Tracts,10.7,1
2015,01,077,race-ethnicity,Majority White-NH Tracts,23.28,1
2015,01,077,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,079,race-ethnicity,All,25.14,1
2015,01,079,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,079,race-ethnicity,Majority White-NH Tracts,25.61,1
2015,01,079,race-ethnicity,Mixed Race and Ethnicity Tracts,23.09,1
2015,01,081,race-ethnicity,All,18.68,1
2015,01,081,race-ethnicity,Majority Non-White Tracts,3.9,1
2015,01,081,race-ethnicity,Majority White-NH Tracts,23.94,1
2015,01,081,race-ethnicity,Mixed Race and Ethnicity Tracts,4.31,1
2015,01,083,race-ethnicity,All,7.03,1
2015,01,083,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,083,race-ethnicity,Majority White-NH Tracts,7.73,1
2015,01,083,race-ethnicity,Mixed Race and Ethnicity Tracts,4.31,1
2015,01,085,race-ethnicity,All,57.48,1
2015,01,085,race-ethnicity,Majority Non-White Tracts,34.13,1
2015,01,085,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,01,085,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,087,race-ethnicity,All,54.74,1
2015,01,087,race-ethnicity,Majority Non-White Tracts,34.8,1
2015,01,087,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,01,087,race-ethnicity,Mixed Race and Ethnicity Tracts,30.32,1
2015,01,089,race-ethnicity,All,35.71,1
2015,01,089,race-ethnicity,Majority Non-White Tracts,32.43,1
2015,01,089,race-ethnicity,Majority White-NH Tracts,30.03,1
2015,01,089,race-ethnicity,Mixed Race and Ethnicity Tracts,39.57,1
2015,01,091,race-ethnicity,All,67.22,1
2015,01,091,race-ethnicity,Majority Non-White Tracts,48.73,1
2015,01,091,race-ethnicity,Majority White-NH Tracts,43.21,1
2015,01,091,race-ethnicity,Mixed Race and Ethnicity Tracts,56.17,1
2015,01,093,race-ethnicity,All,57.45,1
2015,01,093,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,093,race-ethnicity,Majority White-NH Tracts,59.46,1
2015,01,093,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,095,race-ethnicity,All,13.84,1
2015,01,095,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,095,race-ethnicity,Majority White-NH Tracts,14.87,1
2015,01,095,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,097,race-ethnicity,All,72.6,1
2015,01,097,race-ethnicity,Majority Non-White Tracts,60.27,1
2015,01,097,race-ethnicity,Majority White-NH Tracts,59.82,1
2015,01,097,race-ethnicity,Mixed Race and Ethnicity Tracts,68.19,1
2015,01,099,race-ethnicity,All,76.96,1
2015,01,099,race-ethnicity,Majority Non-White Tracts,49.75,1
2015,01,099,race-ethnicity,Majority White-NH Tracts,82.83,1
2015,01,099,race-ethnicity,Mixed Race and Ethnicity Tracts,57.77,1
2015,01,101,race-ethnicity,All,67.47,1
2015,01,101,race-ethnicity,Majority Non-White Tracts,50.76,1
2015,01,101,race-ethnicity,Majority White-NH Tracts,47.71,1
2015,01,101,race-ethnicity,Mixed Race and Ethnicity Tracts,38.83,1
2015,01,103,race-ethnicity,All,11.2,1
2015,01,103,race-ethnicity,Majority Non-White Tracts,3.9,1
2015,01,103,race-ethnicity,Majority White-NH Tracts,11.85,1
2015,01,103,race-ethnicity,Mixed Race and Ethnicity Tracts,12.39,1
2015,01,105,race-ethnicity,All,76.77,1
2015,01,105,race-ethnicity,Majority Non-White Tracts,51.44,1
2015,01,105,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,01,105,race-ethnicity,Mixed Race and Ethnicity Tracts,50.05,1
2015,01,107,race-ethnicity,All,59.93,1
2015,01,107,race-ethnicity,Majority Non-White Tracts,42.87,1
2015,01,107,race-ethnicity,Majority White-NH Tracts,53.41,1
2015,01,107,race-ethnicity,Mixed Race and Ethnicity Tracts,57.13,1
2015,01,109,race-ethnicity,All,52.74,1
2015,01,109,race-ethnicity,Majority Non-White Tracts,39.3,1
2015,01,109,race-ethnicity,Majority White-NH Tracts,41.81,1
2015,01,109,race-ethnicity,Mixed Race and Ethnicity Tracts,57.87,1
2015,01,111,race-ethnicity,All,38.77,1
2015,01,111,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,111,race-ethnicity,Majority White-NH Tracts,40.47,1
2015,01,111,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,113,race-ethnicity,All,78.04,1
2015,01,113,race-ethnicity,Majority Non-White Tracts,60.61,1
2015,01,113,race-ethnicity,Majority White-NH Tracts,73.77,1
2015,01,113,race-ethnicity,Mixed Race and Ethnicity Tracts,61.49,1
2015,01,115,race-ethnicity,All,15.25,1
2015,01,115,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,115,race-ethnicity,Majority White-NH Tracts,16.4,1
2015,01,115,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,117,race-ethnicity,All,7.51,1
2015,01,117,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,117,race-ethnicity,Majority White-NH Tracts,8.38,1
2015,01,117,race-ethnicity,Mixed Race and Ethnicity Tracts,4.31,1
2015,01,119,race-ethnicity,All,78.77,1
2015,01,119,race-ethnicity,Majority Non-White Tracts,52.12,1
2015,01,119,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,01,119,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,121,race-ethnicity,All,29.82,1
2015,01,121,race-ethnicity,Majority Non-White Tracts,21.05,1
2015,01,121,race-ethnicity,Majority White-NH Tracts,23.54,1
2015,01,121,race-ethnicity,Mixed Race and Ethnicity Tracts,35.96,1
2015,01,123,race-ethnicity,All,38.32,1
2015,01,123,race-ethnicity,Majority Non-White Tracts,29.37,1
2015,01,123,race-ethnicity,Majority White-NH Tracts,41.06,1
2015,01,123,race-ethnicity,Mixed Race and Ethnicity Tracts,24.57,1
2015,01,125,race-ethnicity,All,28.13,1
2015,01,125,race-ethnicity,Majority Non-White Tracts,26.15,1
2015,01,125,race-ethnicity,Majority White-NH Tracts,19.09,1
2015,01,125,race-ethnicity,Mixed Race and Ethnicity Tracts,36.28,1
2015,01,127,race-ethnicity,All,24.92,1
2015,01,127,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,127,race-ethnicity,Majority White-NH Tracts,26.36,1
2015,01,127,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,129,race-ethnicity,All,64.42,1
2015,01,129,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,129,race-ethnicity,Majority White-NH Tracts,68.34,1
2015,01,129,race-ethnicity,Mixed Race and Ethnicity Tracts,47.87,1
2015,01,131,race-ethnicity,All,83.42,1
2015,01,131,race-ethnicity,Majority Non-White Tracts,56.03,1
2015,01,131,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,01,131,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,01,133,race-ethnicity,All,47.36,1
2015,01,133,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,01,133,race-ethnicity,Majority White-NH Tracts,49.44,1
2015,01,133,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,013,race-ethnicity,All,99.49,1
2015,02,013,race-ethnicity,Majority Non-White Tracts,97.62,1
2015,02,013,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,013,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,016,race-ethnicity,All,99.59,1
2015,02,016,race-ethnicity,Majority Non-White Tracts,98.3,1
2015,02,016,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,016,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,020,race-ethnicity,All,94.65,1
2015,02,020,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,020,race-ethnicity,Majority White-NH Tracts,92.67,1
2015,02,020,race-ethnicity,Mixed Race and Ethnicity Tracts,87.13,1
2015,02,050,race-ethnicity,All,98.95,1
2015,02,050,race-ethnicity,Majority Non-White Tracts,93.38,1
2015,02,050,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,050,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,060,race-ethnicity,All,96.85,1
2015,02,060,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,060,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,060,race-ethnicity,Mixed Race and Ethnicity Tracts,88.03,1
2015,02,068,race-ethnicity,All,98.7,1
2015,02,068,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,068,race-ethnicity,Majority White-NH Tracts,99.15,1
2015,02,068,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,070,race-ethnicity,All,99.01,1
2015,02,070,race-ethnicity,Majority Non-White Tracts,96.26,1
2015,02,070,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,070,race-ethnicity,Mixed Race and Ethnicity Tracts,95.53,1
2015,02,090,race-ethnicity,All,88,1
2015,02,090,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,090,race-ethnicity,Majority White-NH Tracts,89.59,1
2015,02,090,race-ethnicity,Mixed Race and Ethnicity Tracts,60.32,1
2015,02,100,race-ethnicity,All,95.58,1
2015,02,100,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,100,race-ethnicity,Majority White-NH Tracts,96.4,1
2015,02,100,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,105,race-ethnicity,All,98.44,1
2015,02,105,race-ethnicity,Majority Non-White Tracts,88.62,3
2015,02,105,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,105,race-ethnicity,Mixed Race and Ethnicity Tracts,94.47,1
2015,02,110,race-ethnicity,All,96.28,1
2015,02,110,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,110,race-ethnicity,Majority White-NH Tracts,97.25,1
2015,02,110,race-ethnicity,Mixed Race and Ethnicity Tracts,83.83,1
2015,02,122,race-ethnicity,All,94.59,1
2015,02,122,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,122,race-ethnicity,Majority White-NH Tracts,95.22,1
2015,02,122,race-ethnicity,Mixed Race and Ethnicity Tracts,94.79,1
2015,02,130,race-ethnicity,All,96.66,1
2015,02,130,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,130,race-ethnicity,Majority White-NH Tracts,97.87,1
2015,02,130,race-ethnicity,Mixed Race and Ethnicity Tracts,86.28,1
2015,02,150,race-ethnicity,All,93.22,1
2015,02,150,race-ethnicity,Majority Non-White Tracts,35.74,1
2015,02,150,race-ethnicity,Majority White-NH Tracts,89.36,1
2015,02,150,race-ethnicity,Mixed Race and Ethnicity Tracts,90.96,1
2015,02,158,race-ethnicity,All,99.36,1
2015,02,158,race-ethnicity,Majority Non-White Tracts,96.43,1
2015,02,158,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,158,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,164,race-ethnicity,All,99.05,1
2015,02,164,race-ethnicity,Majority Non-White Tracts,94.57,1
2015,02,164,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,164,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,170,race-ethnicity,All,14.8,1
2015,02,170,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,170,race-ethnicity,Majority White-NH Tracts,15.88,1
2015,02,170,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,180,race-ethnicity,All,99.08,1
2015,02,180,race-ethnicity,Majority Non-White Tracts,96.94,1
2015,02,180,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,180,race-ethnicity,Mixed Race and Ethnicity Tracts,93.83,1
2015,02,185,race-ethnicity,All,98.79,1
2015,02,185,race-ethnicity,Majority Non-White Tracts,93.04,1
2015,02,185,race-ethnicity,Majority White-NH Tracts,NA,3
2015,02,185,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,188,race-ethnicity,All,99.11,1
2015,02,188,race-ethnicity,Majority Non-White Tracts,94.74,1
2015,02,188,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,188,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,195,race-ethnicity,All,87.01,1
2015,02,195,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,195,race-ethnicity,Majority White-NH Tracts,88.26,1
2015,02,195,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,198,race-ethnicity,All,97.99,1
2015,02,198,race-ethnicity,Majority Non-White Tracts,87.61,1
2015,02,198,race-ethnicity,Majority White-NH Tracts,98.59,1
2015,02,198,race-ethnicity,Mixed Race and Ethnicity Tracts,93.4,1
2015,02,220,race-ethnicity,All,34.98,1
2015,02,220,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,220,race-ethnicity,Majority White-NH Tracts,36.28,1
2015,02,220,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,230,race-ethnicity,All,97.45,1
2015,02,230,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,230,race-ethnicity,Majority White-NH Tracts,98.07,1
2015,02,230,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,240,race-ethnicity,All,98.54,1
2015,02,240,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,240,race-ethnicity,Majority White-NH Tracts,99.25,1
2015,02,240,race-ethnicity,Mixed Race and Ethnicity Tracts,92.55,1
2015,02,261,race-ethnicity,All,98.09,1
2015,02,261,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,261,race-ethnicity,Majority White-NH Tracts,98.69,1
2015,02,261,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,275,race-ethnicity,All,96.5,1
2015,02,275,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,275,race-ethnicity,Majority White-NH Tracts,97.35,1
2015,02,275,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,02,282,race-ethnicity,All,98.92,1
2015,02,282,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,02,282,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,282,race-ethnicity,Mixed Race and Ethnicity Tracts,96.81,1
2015,02,290,race-ethnicity,All,99.3,1
2015,02,290,race-ethnicity,Majority Non-White Tracts,95.76,1
2015,02,290,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,02,290,race-ethnicity,Mixed Race and Ethnicity Tracts,97.66,1
2015,04,001,race-ethnicity,All,89.78,1
2015,04,001,race-ethnicity,Majority Non-White Tracts,65.53,1
2015,04,001,race-ethnicity,Majority White-NH Tracts,89.98,1
2015,04,001,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,04,003,race-ethnicity,All,77.28,1
2015,04,003,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,04,003,race-ethnicity,Majority White-NH Tracts,79.17,1
2015,04,003,race-ethnicity,Mixed Race and Ethnicity Tracts,69.36,1
2015,04,005,race-ethnicity,All,88.06,1
2015,04,005,race-ethnicity,Majority Non-White Tracts,69.27,1
2015,04,005,race-ethnicity,Majority White-NH Tracts,89.29,1
2015,04,005,race-ethnicity,Mixed Race and Ethnicity Tracts,64.26,1
2015,04,007,race-ethnicity,All,60.22,1
2015,04,007,race-ethnicity,Majority Non-White Tracts,60.1,1
2015,04,007,race-ethnicity,Majority White-NH Tracts,57.73,1
2015,04,007,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,04,009,race-ethnicity,All,67.09,1
2015,04,009,race-ethnicity,Majority Non-White Tracts,59.59,1
2015,04,009,race-ethnicity,Majority White-NH Tracts,64.83,1
2015,04,009,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,04,011,race-ethnicity,All,86.19,1
2015,04,011,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,04,011,race-ethnicity,Majority White-NH Tracts,87.52,1
2015,04,011,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,04,012,race-ethnicity,All,78.68,1
2015,04,012,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,04,012,race-ethnicity,Majority White-NH Tracts,80.94,1
2015,04,012,race-ethnicity,Mixed Race and Ethnicity Tracts,63.94,1
2015,04,013,race-ethnicity,All,64.61,1
2015,04,013,race-ethnicity,Majority Non-White Tracts,33.96,1
2015,04,013,race-ethnicity,Majority White-NH Tracts,64.87,1
2015,04,013,race-ethnicity,Mixed Race and Ethnicity Tracts,64.89,1
2015,04,015,race-ethnicity,All,36.95,1
2015,04,015,race-ethnicity,Majority Non-White Tracts,37.69,1
2015,04,015,race-ethnicity,Majority White-NH Tracts,38.28,1
2015,04,015,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,04,017,race-ethnicity,All,85.07,1
2015,04,017,race-ethnicity,Majority Non-White Tracts,64.35,1
2015,04,017,race-ethnicity,Majority White-NH Tracts,79.93,1
2015,04,017,race-ethnicity,Mixed Race and Ethnicity Tracts,74.26,1
2015,04,019,race-ethnicity,All,95.83,1
2015,04,019,race-ethnicity,Majority Non-White Tracts,67.74,1
2015,04,019,race-ethnicity,Majority White-NH Tracts,96.5,1
2015,04,019,race-ethnicity,Mixed Race and Ethnicity Tracts,86.91,1
2015,04,021,race-ethnicity,All,2.05,1
2015,04,021,race-ethnicity,Majority Non-White Tracts,3.9,1
2015,04,021,race-ethnicity,Majority White-NH Tracts,2.36,1
2015,04,021,race-ethnicity,Mixed Race and Ethnicity Tracts,4.31,1
2015,04,023,race-ethnicity,All,69.73,1
2015,04,023,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,04,023,race-ethnicity,Majority White-NH Tracts,71.38,1
