year,state,place,subgroup_type,subgroup,share_digital_access,share_digital_access_lb,share_digital_access_ub,share_digital_access_quality
2018,04,12000,all,All,0.9159899255719337,0.9068237349513059,0.9251561161925614,1
2018,04,12000,race-ethnicity,Other Races and Ethnicities,0.9427526117666962,0.8927825354672757,0.9927226880661169,1
2018,04,12000,race-ethnicity,Black,0.8955201098984965,0.78885621450991406,1,2
2018,04,12000,race-ethnicity,Hispanic,0.8307181026832078,0.7839440627092897,0.8774921426571257,1
2018,04,12000,race-ethnicity,White,0.9106673000048034,0.8941145089129322,0.9272200910966746,1
2018,04,23620,all,All,0.8852403348218075,0.8535398436289244,0.9169408260146906,1
2018,04,23620,race-ethnicity,Other Races and Ethnicities,0.8186688991209711,0.714251080289028,0.9230867179529143,2
2018,04,23620,race-ethnicity,Black,0.7566265060240964,0.3920020507562164,1,3
2018,04,23620,race-ethnicity,Hispanic,0.7990875749172556,0.721495280855251,0.8766798689792601,1
2018,04,23620,race-ethnicity,White,0.9047959758900308,0.8643924946510965,0.9451994571289651,1
2018,04,27400,all,All,0.9602686727112402,0.9539145185653709,0.9666228268571093,1
2018,04,27400,race-ethnicity,Other Races and Ethnicities,0.9545933875069785,0.8882883756520139,1,1
2018,04,27400,race-ethnicity,Black,0.9544660533364389,0.8325003902484953,1,2
2018,04,27400,race-ethnicity,Hispanic,0.9397077493714371,0.8927256192542836,0.9866898794885905,1
2018,04,27400,race-ethnicity,White,0.9614553387567027,0.9502988666103594,0.972611810903046,1
2018,04,27820,all,All,0.8014478664653443,0.7881644617875474,0.8147312711431411,1
2018,04,27820,race-ethnicity,Other Races and Ethnicities,0.8560984800904409,0.7921515504824871,0.9200454096983949,1
2018,04,27820,race-ethnicity,Black,0.7435679094945563,0.6381231663964116,0.8490126525927009,2
2018,04,27820,race-ethnicity,Hispanic,0.7198489419329267,0.6828682479616156,0.7568296359042377,1
2018,04,27820,race-ethnicity,White,0.7948503684854628,0.7765369581473145,0.813163778823611,1
2018,04,28380,all,All,0.9297622597522297,0.9083316654967779,0.9511928540076814,1
2018,04,28380,race-ethnicity,Other Races and Ethnicities,0.9235309212214524,0.7820950575209425,1,2
2018,04,28380,race-ethnicity,Black,0.9378076796849361,0.7342729856363777,1,3
2018,04,28380,race-ethnicity,Hispanic,0.9199066874027994,0.8325253962476423,1,1
2018,04,28380,race-ethnicity,White,0.9301877020341829,0.8869908130613592,0.9733845910070066,1
2018,04,46000,all,All,0.8739762338536281,0.8667698421096192,0.881182625597637,1
2018,04,46000,race-ethnicity,Other Races and Ethnicities,0.8991569687528636,0.8436391673631739,0.9546747701425532,1
2018,04,46000,race-ethnicity,Black,0.848194346097282,0.747405469866365,0.9489832223281989,2
2018,04,46000,race-ethnicity,Hispanic,0.8075142975060433,0.7754896401883169,0.8395389548237696,1
2018,04,46000,race-ethnicity,White,0.871063657920754,0.8605534427518291,0.881573873089679,1
2018,04,54050,all,All,0.922434872134282,0.9140378800828696,0.9308318641856944,1
2018,04,54050,race-ethnicity,Other Races and Ethnicities,0.9387018660082617,0.8442953210424617,1,1
2018,04,54050,race-ethnicity,Black,0.8596231991134097,0.6589142412500295,1,3
2018,04,54050,race-ethnicity,Hispanic,0.8886920398313886,0.8299146154576048,0.9474694642051724,1
2018,04,54050,race-ethnicity,White,0.9224163155430711,0.9052722702008128,0.9395603608853295,1
2018,04,55000,all,All,0.8121488475067584,0.8067562701791064,0.8175414248344104,1
2018,04,55000,race-ethnicity,Other Races and Ethnicities,0.8114774881373531,0.7871435765767665,0.8358113996979397,1
2018,04,55000,race-ethnicity,Black,0.7698008252440508,0.7350157587470243,0.8045858917410773,1
2018,04,55000,race-ethnicity,Hispanic,0.7328128328106294,0.7202408089766416,0.7453848566446172,1
2018,04,55000,race-ethnicity,White,0.8163630519576416,0.8087408653587567,0.8239852385565266,1
2018,04,65000,all,All,0.9301773403854656,0.9232998739131146,0.9370548068578166,1
2018,04,65000,race-ethnicity,Other Races and Ethnicities,0.9095594940724,0.8265712703588136,0.9925477177859864,1
2018,04,65000,race-ethnicity,Black,0.9564708635619003,0.738138036458515,1,3
2018,04,65000,race-ethnicity,Hispanic,0.878749404856372,0.7907728256575283,0.9667259840552158,1
2018,04,65000,race-ethnicity,White,0.9320753135737632,0.9192496419427358,0.9449009852047905,1
2018,04,71510,all,All,0.9258680791344108,0.9170218545285369,0.9347143037402847,1
2018,04,71510,race-ethnicity,Other Races and Ethnicities,0.9505087881591119,0.8163900500955382,1,2
2018,04,71510,race-ethnicity,Black,0.9371840242669363,0.7933680055073898,1,2
2018,04,71510,race-ethnicity,Hispanic,0.888955486294254,0.8167310252656387,0.9611799473228693,1
2018,04,71510,race-ethnicity,White,0.9222033139274518,0.9023220359977514,0.9420845918571523,1
2018,04,73000,all,All,0.8749834214638703,0.8566937227558368,0.8932731201719039,1
2018,04,73000,race-ethnicity,Other Races and Ethnicities,0.8428546122846641,0.7799032545480208,0.9058059700213074,1
2018,04,73000,race-ethnicity,Black,0.7350548284400424,0.6327435293409298,0.8373661275391552,2
2018,04,73000,race-ethnicity,Hispanic,0.81344593391499,0.7545579368202061,0.8723339310097737,1
2018,04,73000,race-ethnicity,White,0.9009209299939289,0.8726891923582768,0.9291526676295809,1
2018,04,77000,all,All,0.8524826013217147,0.8450847152523124,0.859880487391117,1
2018,04,77000,race-ethnicity,Other Races and Ethnicities,0.8172224715936595,0.780019569054869,0.85442537413245,1
2018,04,77000,race-ethnicity,Black,0.812956904559958,0.7567967977258216,0.8691170113940944,1
2018,04,77000,race-ethnicity,Hispanic,0.8470148095940992,0.8326755514611397,0.8613540677270587,1
2018,04,77000,race-ethnicity,White,0.8657899794976935,0.8542024502800891,0.8773775087152978,1
2018,04,85540,all,All,0.8431277161574885,0.824850020494094,0.8614054118208829,1
2018,04,85540,race-ethnicity,Other Races and Ethnicities,0.8664473988974846,0.7668717773560195,0.9660230204389497,1
2018,04,85540,race-ethnicity,Black,0.8333947659417619,0.6485009136466657,1,2
2018,04,85540,race-ethnicity,Hispanic,0.8381626074498567,0.8083967109675059,0.8679285039322076,1
2018,04,85540,race-ethnicity,White,0.836133837717369,0.8038667362971199,0.8684009391376181,1
2018,05,23290,all,All,0.8602971845672576,0.8354486055953675,0.8851457635391475,1
2018,05,23290,race-ethnicity,Other Races and Ethnicities,0.8990868001106909,0.7568825127611408,1,2
2018,05,23290,race-ethnicity,Black,0.7426957537982081,0.6254962743164055,0.8598952332800106,2
2018,05,23290,race-ethnicity,Hispanic,0.8913728862138148,0.7546026112462877,1,2
2018,05,23290,race-ethnicity,White,0.8633138529920158,0.8334408050395532,0.8931869009444784,1
2018,05,24550,all,All,0.7846427161468614,0.7637381804239112,0.8055472518698117,1
2018,05,24550,race-ethnicity,Other Races and Ethnicities,0.8149825269478762,0.7366916562304522,0.8932733976653001,1
2018,05,24550,race-ethnicity,Black,0.6565798733286418,0.5692375262650916,0.743922220392192,1
2018,05,24550,race-ethnicity,Hispanic,0.7941300042014285,0.7373481451778711,0.8509118632249859,1
2018,05,24550,race-ethnicity,White,0.792943312557831,0.7597857147898324,0.8261009103258297,1
2018,05,35710,all,All,0.8340551181102362,0.8100142402412465,0.858095995979226,1
2018,05,35710,race-ethnicity,Other Races and Ethnicities,0.8249046592604875,0.669762163909605,0.98004715461137,2
2018,05,35710,race-ethnicity,Black,0.7817066043249562,0.6937028240297449,0.8697103846201674,1
2018,05,35710,race-ethnicity,Hispanic,0.7381165919282511,0.5994656998378017,0.8767674840187005,2
2018,05,35710,race-ethnicity,White,0.8490690842590611,0.821020950416148,0.8771172181019742,1
2018,05,41000,all,All,0.8048854412822357,0.7906605297616576,0.8191103528028139,1
2018,05,41000,race-ethnicity,Other Races and Ethnicities,0.838336875664187,0.7459667688163072,0.9307069825120668,1
2018,05,41000,race-ethnicity,Black,0.7286531256162493,0.6916467019388512,0.7656595492936473,1
2018,05,41000,race-ethnicity,Hispanic,0.6704274702172389,0.5791662317911405,0.7616887086433374,1
2018,05,41000,race-ethnicity,White,0.8625847991225576,0.8370895307601821,0.8880800674849331,1
2018,05,66080,all,All,0.709221501390176,0.6741767944664637,0.7442662083138885,1
2018,05,66080,race-ethnicity,Other Races and Ethnicities,0.7344203707840071,0.6433281747741184,0.825512566793896,1
2018,05,66080,race-ethnicity,Black,0.8401775804661488,0.5525538999220724,1,3
2018,05,66080,race-ethnicity,Hispanic,0.6416541195420008,0.5691025596134318,0.7142056794705697,1
2018,05,66080,race-ethnicity,White,0.6906005221932114,0.6485785511916005,0.7326224931948224,1
2018,06,00562,all,All,0.9198213939040963,0.9070066956633085,0.9326360921448841,1
2018,06,00562,race-ethnicity,Other Races and Ethnicities,0.9296457607433217,0.8789976866432146,0.9802938348434288,1
2018,06,00562,race-ethnicity,Black,0.8679843371247437,0.7009136677232892,1,2
2018,06,00562,race-ethnicity,Hispanic,0.8764909997831273,0.7845000622932211,0.9684819372730334,1
2018,06,00562,race-ethnicity,White,0.9182104532593027,0.8754005477323403,0.9610203587862651,1
2018,06,00884,all,All,0.8771069167448656,0.8609867748823605,0.8932270586073707,1
2018,06,00884,race-ethnicity,Other Races and Ethnicities,0.8847261340928044,0.8498959133160393,0.9195563548695695,1
2018,06,00884,race-ethnicity,Black,0.8190255220417634,0.5612380905366047,1,3
2018,06,00884,race-ethnicity,Hispanic,0.8443506643368172,0.8021215566967859,0.8865797719768483,1
2018,06,00884,race-ethnicity,White,0.856795346377578,0.7887462448102435,0.9248444479449126,1
2018,06,02000,all,All,0.9064947496664153,0.8980823661124819,0.9149071332203486,1
2018,06,02000,race-ethnicity,Other Races and Ethnicities,0.9156587369828987,0.8768443657801177,0.9544731081856797,1
2018,06,02000,race-ethnicity,Black,0.8898929845422117,0.7629519062919018,1,2
2018,06,02000,race-ethnicity,Hispanic,0.891908730264384,0.871060283593529,0.912757176935239,1
2018,06,02000,race-ethnicity,White,0.9029569196235863,0.8827438781339491,0.9231699611132236,1
2018,06,02252,all,All,0.8941724476083246,0.8782580825639793,0.9100868126526699,1
2018,06,02252,race-ethnicity,Other Races and Ethnicities,0.914125299893646,0.8423850983827045,0.9858655014045875,1
2018,06,02252,race-ethnicity,Black,0.8659724705041115,0.7860996584486418,0.9458452825595813,1
2018,06,02252,race-ethnicity,Hispanic,0.8787445350029687,0.829739575019322,0.9277494949866152,1
2018,06,02252,race-ethnicity,White,0.890459587955626,0.8468282923649278,0.9340908835463241,1
2018,06,02364,all,All,0.8819026942774437,0.8621871402379226,0.9016182483169649,1
2018,06,02364,race-ethnicity,Other Races and Ethnicities,0.8955537402263974,0.7387763731909104,1,2
2018,06,02364,race-ethnicity,Black,0.8523028883684621,0.704041058348697,1,2
2018,06,02364,race-ethnicity,Hispanic,0.8814223177943322,0.8008062262760482,0.9620384093126162,1
2018,06,02364,race-ethnicity,White,0.8831792131078373,0.8512145711128749,0.9151438551027996,1
2018,06,03526,all,All,0.8674237934638551,0.8556702779893942,0.879177308938316,1
2018,06,03526,race-ethnicity,Other Races and Ethnicities,0.8984490763607627,0.8520095108372985,0.9448886418842268,1
2018,06,03526,race-ethnicity,Black,0.7479527849502029,0.6820714661308931,0.8138341037695126,1
2018,06,03526,race-ethnicity,Hispanic,0.8536342910242142,0.8341621448143743,0.8731064372340541,1
2018,06,03526,race-ethnicity,White,0.8690531241724668,0.8513228379524664,0.8867834103924672,1
2018,06,04982,all,All,0.8160874658336588,0.7942520236720475,0.83792290799527,1
2018,06,04982,race-ethnicity,Other Races and Ethnicities,0.8115394482147438,0.7585760953960173,0.8645028010334702,1
2018,06,04982,race-ethnicity,Black,0.7553683345320045,0.6442132599994317,0.8665234090645775,2
2018,06,04982,race-ethnicity,Hispanic,0.8011174484926086,0.7610359183410645,0.8411989786441526,1
2018,06,04982,race-ethnicity,White,0.8485424064745231,0.7795169058358211,0.9175679071132251,1
2018,06,06000,all,All,0.9183611167644175,0.9024559275015619,0.934266306027273,1
2018,06,06000,race-ethnicity,Other Races and Ethnicities,0.9109983999033904,0.86198701367605,0.9600097861307307,1
2018,06,06000,race-ethnicity,Black,0.7641364136413641,0.6688434800926901,0.8594293471900382,1
2018,06,06000,race-ethnicity,Hispanic,0.9188328912466843,0.8213857064920895,1,1
2018,06,06000,race-ethnicity,White,0.9433406693481066,0.9169736436311497,0.9697076950650634,1
2018,06,08786,all,All,0.9020376271227826,0.8826762341082722,0.9213990201372929,1
2018,06,08786,race-ethnicity,Other Races and Ethnicities,0.9443117269204225,0.8830286736987663,1,1
2018,06,08786,race-ethnicity,Black,0.9002423263327949,0.5590605987694635,1,3
2018,06,08786,race-ethnicity,Hispanic,0.8530724665210372,0.7921909700260475,0.9139539630160267,1
2018,06,08786,race-ethnicity,White,0.8640053641131253,0.8129321593561435,0.9150785688701072,1
2018,06,08954,all,All,0.873222611845401,0.8576925252747198,0.888752698416082,1
2018,06,08954,race-ethnicity,Other Races and Ethnicities,0.9444084628670121,0.8658567469433912,1,1
2018,06,08954,race-ethnicity,Black,0.939703808180536,0.6758620172253399,1,3
2018,06,08954,race-ethnicity,Hispanic,0.8946748446321946,0.8295806819330858,0.9597690073313035,1
2018,06,08954,race-ethnicity,White,0.8436099267519406,0.8129499498731126,0.8742699036307684,1
2018,06,11194,all,All,0.9535339967125612,0.9404248550228959,0.9666431384022266,1
2018,06,11194,race-ethnicity,Other Races and Ethnicities,0.9516254565048194,0.8491059515534699,1,2
2018,06,11194,race-ethnicity,Black,0.9266528925619835,0.41706963249516443,1,3
2018,06,11194,race-ethnicity,Hispanic,0.9196831879215395,0.8028271370399188,1,2
2018,06,11194,race-ethnicity,White,0.9541403541843392,0.932228938817337,0.9760517695513414,1
2018,06,11530,all,All,0.8798551499220122,0.8622065362158845,0.8975037636281399,1
2018,06,11530,race-ethnicity,Other Races and Ethnicities,0.904485727231536,0.8508033902939101,0.958168064169162,1
2018,06,11530,race-ethnicity,Black,0.8591360591360592,0.7847126996063166,0.9335594186658016,1
2018,06,11530,race-ethnicity,Hispanic,0.8768962804809529,0.838101579665896,0.9156909812960098,1
2018,06,11530,race-ethnicity,White,0.8551899907321594,0.7887507476715372,0.9216292337927816,1
2018,06,13014,all,All,0.9078865705999842,0.8928415283884418,0.9229316128115267,1
2018,06,13014,race-ethnicity,Other Races and Ethnicities,0.9047547846889952,0.8100825146723848,0.9994270547056057,1
2018,06,13014,race-ethnicity,Black,0.7492925863044708,0.497778419968934,1,3
2018,06,13014,race-ethnicity,Hispanic,0.9242886178861789,0.8628373118837571,0.9857399238886007,1
2018,06,13014,race-ethnicity,White,0.9122706734171703,0.8910276680299718,0.9335136788043686,1
2018,06,13210,all,All,0.898869872240262,0.869911762602875,0.9278279818776491,1
2018,06,13210,race-ethnicity,Other Races and Ethnicities,0.889872842870118,0.8233160155746179,0.9564296701656183,1
2018,06,13210,race-ethnicity,Black,0.9115555555555556,0.6579007092198582,1,3
2018,06,13210,race-ethnicity,Hispanic,0.871995499642017,0.823340275374903,0.9206507239091312,1
2018,06,13210,race-ethnicity,White,0.9055147549739618,0.8498302474835432,0.9611992624643804,1
2018,06,13214,all,All,0.9552613962183123,0.9429959981585778,0.9675267942780467,1
2018,06,13214,race-ethnicity,Other Races and Ethnicities,0.9553885888706269,0.9000082437092346,1,1
2018,06,13214,race-ethnicity,Black,0.9873873873873874,0.7648329180244073,1,3
2018,06,13214,race-ethnicity,Hispanic,0.9367611265646731,0.8667466265202852,1,1
2018,06,13214,race-ethnicity,White,0.9522793921620901,0.9044419360510956,1,1
2018,06,13392,all,All,0.9018864214709474,0.893551776128208,0.9102210668136869,1
2018,06,13392,race-ethnicity,Other Races and Ethnicities,0.949762758063702,0.8989065243086021,1,1
2018,06,13392,race-ethnicity,Black,0.9201986754966888,0.7773777652529238,1,2
2018,06,13392,race-ethnicity,Hispanic,0.8855508417637686,0.864012711581156,0.9070889719463813,1
2018,06,13392,race-ethnicity,White,0.8786970458286407,0.8529672891310505,0.904426802526231,1
2018,06,13588,all,All,0.8714032629714114,0.8531093767745791,0.8896971491682436,1
2018,06,13588,race-ethnicity,Other Races and Ethnicities,0.9088743824982357,0.8041240368205055,1,2
2018,06,13588,race-ethnicity,Black,0.7632729544034978,0.5545204459978471,0.9720254628091485,3
2018,06,13588,race-ethnicity,Hispanic,0.810189139719341,0.7220087494969688,0.8983695299417133,1
2018,06,13588,race-ethnicity,White,0.8703097807170206,0.845891091675245,0.894728469758796,1
2018,06,14218,all,All,0.9146578025537685,0.9015643895711101,0.9277512155364269,1
2018,06,14218,race-ethnicity,Other Races and Ethnicities,0.9037095773288285,0.8300111716804803,0.9774079829771767,1
2018,06,14218,race-ethnicity,Black,0.8134585289514867,0.5994006592747977,1,3
2018,06,14218,race-ethnicity,Hispanic,0.9002451929281198,0.8391254327943483,0.9613649530618913,1
2018,06,14218,race-ethnicity,White,0.9233191431853504,0.8947536708201963,0.9518846155505044,1
2018,06,15044,all,All,0.7321326974997673,0.704684478193971,0.7595809168055636,1
2018,06,15044,race-ethnicity,Other Races and Ethnicities,0.700395579555444,0.6253863659890145,0.7754047931218733,1
2018,06,15044,race-ethnicity,Black,0.7210683535406782,0.6572542685913182,0.7848824384900384,1
2018,06,15044,race-ethnicity,Hispanic,0.7319995769050606,0.689221977917402,0.774777175892719,1
2018,06,15044,race-ethnicity,White,0.768589814101859,0.6907386777196057,0.8464409504841122,1
2018,06,16000,all,All,0.9014886508023655,0.8883026283599609,0.9146746732447701,1
2018,06,16000,race-ethnicity,Other Races and Ethnicities,0.8882972011205613,0.8205861163748109,0.9560082858663116,1
2018,06,16000,race-ethnicity,Black,0.8974644128113879,0.6894307942757628,1,3
2018,06,16000,race-ethnicity,Hispanic,0.8272677467324098,0.7765693785986233,0.8779661148661964,1
2018,06,16000,race-ethnicity,White,0.9079744300123532,0.8819379745856718,0.9340108854390347,1
2018,06,16350,all,All,0.9048521400069238,0.8919204399093728,0.9177838401044749,1
2018,06,16350,race-ethnicity,Other Races and Ethnicities,0.9233374571561848,0.8595560746408841,0.9871188396714854,1
2018,06,16350,race-ethnicity,Black,0.9369397217928903,0.8225174564547776,1,2
2018,06,16350,race-ethnicity,Hispanic,0.8583463166457554,0.8237658714943957,0.8929267617971153,1
2018,06,16350,race-ethnicity,White,0.89327603017882,0.8641759747702842,0.9223760855873557,1
2018,06,16532,all,All,0.9010946543480606,0.8848823121327154,0.9173069965634056,1
2018,06,16532,race-ethnicity,Other Races and Ethnicities,0.8520339439655172,0.7790627481209558,0.9250051398100787,1
2018,06,16532,race-ethnicity,Black,0.8661800486618005,0.5867163638246105,1,3
2018,06,16532,race-ethnicity,Hispanic,0.8496820959402291,0.793882156262781,0.90548203561767715,1
2018,06,16532,race-ethnicity,White,0.9203189255127834,0.8958199491129825,0.9448179019125844,1
2018,06,17918,all,All,0.9124266283543012,0.8976621023923977,0.9271911543162046,1
2018,06,17918,race-ethnicity,Other Races and Ethnicities,0.941351701253158,0.9007987932192261,0.98190460928709,1
2018,06,17918,race-ethnicity,Black,0.8295936931473621,0.6175244829232417,1,3
2018,06,17918,race-ethnicity,Hispanic,0.8426730951628201,0.7596587201754328,0.9256874701502075,1
2018,06,17918,race-ethnicity,White,0.8240191804707934,0.7479279897605223,0.9001103711810644,1
2018,06,19766,all,All,0.8544012829650749,0.8353888324411216,0.8734137334890281,1
2018,06,19766,race-ethnicity,Other Races and Ethnicities,0.847589461452726,0.784643843112724,0.910535079792728,1
2018,06,19766,race-ethnicity,Black,0.8518099547511312,0.6496341580822182,1,3
2018,06,19766,race-ethnicity,Hispanic,0.8510019353520297,0.8221417367220452,0.8798621339820143,1
2018,06,19766,race-ethnicity,White,0.8588562410761253,0.8144093094499935,0.9033031727022572,1
2018,06,21712,all,All,0.8999244788043802,0.8844616619990959,0.9153872956096645,1
2018,06,21712,race-ethnicity,Other Races and Ethnicities,0.8975222516237671,0.8023706734615165,0.9926738297860178,1
2018,06,21712,race-ethnicity,Black,0.8633044659534725,0.6971959983091447,1,2
2018,06,21712,race-ethnicity,Hispanic,0.8733975469475435,0.797974808958846,0.948820284936241,1
2018,06,21712,race-ethnicity,White,0.9035154137371553,0.8734382012128465,0.9335926262614639,1
2018,06,22020,all,All,0.942460293784232,0.9328988628599849,0.9520217247084792,1
2018,06,22020,race-ethnicity,Other Races and Ethnicities,0.9550791575081383,0.90963203826534,1,1
2018,06,22020,race-ethnicity,Black,0.9281612195885977,0.829005218619965,1,1
2018,06,22020,race-ethnicity,Hispanic,0.9170970732353331,0.8510610120682902,0.9831331344023759,1
2018,06,22020,race-ethnicity,White,0.9341909363980672,0.9028515139810881,0.9655303588150461,1
2018,06,22230,all,All,0.8042396957908999,0.7861790939010316,0.8223002976807684,1
2018,06,22230,race-ethnicity,Other Races and Ethnicities,0.8439094412632039,0.7944187406154037,0.893400141911004,1
2018,06,22230,race-ethnicity,Black,0.5873015873015873,0.24924012158054712,0.9253630530226274,3
2018,06,22230,race-ethnicity,Hispanic,0.7650776023902065,0.7348186052215728,0.7953365995588402,1
2018,06,22230,race-ethnicity,White,0.7553815261044177,0.7000179441168931,0.8107451080919422,1
2018,06,22804,all,All,0.8727453496261562,0.8575134573299622,0.8879772419223504,1
2018,06,22804,race-ethnicity,Other Races and Ethnicities,0.9193127693354503,0.8445558367184253,0.9940697019524753,1
2018,06,22804,race-ethnicity,Black,0.9017669961066187,0.6637545959103567,1,3
2018,06,22804,race-ethnicity,Hispanic,0.8244249375280323,0.7908949748408038,0.8579549002152608,1
2018,06,22804,race-ethnicity,White,0.856967926855816,0.8292470592412928,0.8846887944703392,1
2018,06,23182,all,All,0.9087530745374827,0.8951723978396515,0.9223337512353137,1
2018,06,23182,race-ethnicity,Other Races and Ethnicities,0.9012574579856901,0.8443443476531969,0.9581705683181835,1
2018,06,23182,race-ethnicity,Black,0.9164376717461904,0.8391233170866531,0.9937520264057276,1
2018,06,23182,race-ethnicity,Hispanic,0.8672211495618595,0.8133537261692964,0.9210885729544226,1
2018,06,23182,race-ethnicity,White,0.9123053333579649,0.8683929490200486,0.9562177176958813,1
2018,06,24638,all,All,0.9597026001484199,0.939015572767602,0.9803896275292378,1
2018,06,24638,race-ethnicity,Other Races and Ethnicities,0.977562028047465,0.8978369502241953,1,1
2018,06,24638,race-ethnicity,Black,0.9353891336270191,0.5259786921610898,1,3
2018,06,24638,race-ethnicity,Hispanic,0.954574951330305,0.8322559266571858,1,2
2018,06,24638,race-ethnicity,White,0.9536763860684317,0.9239108370500867,0.9834419350867768,1
2018,06,24680,all,All,0.8662408461383421,0.8547194524295295,0.8777622398471547,1
2018,06,24680,race-ethnicity,Other Races and Ethnicities,0.8338153992604255,0.791664160347908,0.8759666381729428,1
2018,06,24680,race-ethnicity,Black,0.9083389224234295,0.8019892404069809,1,2
2018,06,24680,race-ethnicity,Hispanic,0.8431692590722669,0.8223866534092306,0.8639518647353033,1
2018,06,24680,race-ethnicity,White,0.9005760850833354,0.8529388039241672,0.9482133662425035,1
