year,state,county,subgroup_type,subgroup,pctl_income_20,pctl_20_quality,pctl_income_50,pctl_50_quality,pctl_income_80,pctl_80_quality
2018,01,011,race-ethnicity,"Black, Non-Hispanic",9551.057296,3,25964.128628265193,3,59660.70056618491,3
2018,01,011,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,011,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,011,race-ethnicity,"White, Non-Hispanic",20882.260088323317,3,47965.735125,3,92483.22720097599,3
2018,01,011,all,All,13285.04778,3,37007.699652,3,78229.40985688432,3
2018,01,013,race-ethnicity,"Black, Non-Hispanic",10266.357845969504,3,29184.843072000003,3,58244.61115,3
2018,01,013,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,013,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,013,race-ethnicity,"White, Non-Hispanic",21413.904875,3,51115.38997425078,3,101427.838432,3
2018,01,013,all,All,17932.3261766936,3,45577.321797,3,95231.118,3
2018,01,015,race-ethnicity,"Black, Non-Hispanic",12098.272912,1,29379.813,1,67452.539825,1
2018,01,015,race-ethnicity,Hispanic,25588.784375,3,42468.926811,3,101639.431912,3
2018,01,015,race-ethnicity,Other Races and Ethnicities,15905.6229,3,35650.88343,3,63260.404992,3
2018,01,015,race-ethnicity,"White, Non-Hispanic",21752.697768000002,1,53062.986944,1,99757.934848,1
2018,01,015,all,All,17729.1975,1,45473.16933,1,91727.788756,1
2018,01,017,race-ethnicity,"Black, Non-Hispanic",12735.076816,3,27967.465362,3,60785.82000000001,3
2018,01,017,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,017,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,017,race-ethnicity,"White, Non-Hispanic",19505.896092,3,50615.92404648958,3,94374.7856145264,3
2018,01,017,all,All,16809.436325,3,42854.0031,3,84694.9092,3
2018,01,019,race-ethnicity,"Black, Non-Hispanic",13474.1901,3,30798.1488,3,62206.467944000004,3
2018,01,019,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,019,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,019,race-ethnicity,"White, Non-Hispanic",19845.05248,3,44955.440562,3,84687.910384,3
2018,01,019,all,All,17402.56269,3,41160.90780632599,3,78548.537716,3
2018,01,021,race-ethnicity,"Black, Non-Hispanic",12735.076816,3,27967.465362,3,60785.81999999999,3
2018,01,021,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,021,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,021,race-ethnicity,"White, Non-Hispanic",19505.896092,3,50609.130064,3,94477.89805359344,3
2018,01,021,all,All,16809.436325,3,42854.0031,3,84694.9092,3
2018,01,023,race-ethnicity,"Black, Non-Hispanic",9528.607825,3,23556.679980153018,3,53491.98895304001,3
2018,01,023,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,023,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,023,race-ethnicity,"White, Non-Hispanic",17302.662334350003,3,44540.853072,3,90165.633,3
2018,01,023,all,All,12585.258294,3,34793.021228,3,75982.275,3
2018,01,025,race-ethnicity,"Black, Non-Hispanic",9528.607825,3,23554.79115,3,53397.97702500804,3
2018,01,025,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,025,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,025,race-ethnicity,"White, Non-Hispanic",17323.816312575,3,44540.853072,3,90140.74975275411,3
2018,01,025,all,All,12585.258294,3,34793.021228,3,75982.275,3
2018,01,027,race-ethnicity,"Black, Non-Hispanic",13438.561461551999,3,30798.148800000003,3,62206.467944000004,3
2018,01,027,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,027,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,027,race-ethnicity,"White, Non-Hispanic",19845.05248,3,44955.440562,3,84687.910384,3
2018,01,027,all,All,17402.56269,3,41167.782826940005,3,78517.32852335679,3
2018,01,029,race-ethnicity,"Black, Non-Hispanic",13450.476999576,3,30880.882207340994,3,62206.467944000004,3
2018,01,029,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,029,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,029,race-ethnicity,"White, Non-Hispanic",19845.05248,3,44957.296326820004,3,84687.910384,3
2018,01,029,all,All,17402.56269,3,41176.982,3,78554.45480938442,3
2018,01,031,race-ethnicity,"Black, Non-Hispanic",10187.8612,2,29184.843072,2,58244.61115,2
2018,01,031,race-ethnicity,Hispanic,26358.50208,3,68986.347147,3,101755.46268,3
2018,01,031,race-ethnicity,Other Races and Ethnicities,15388.426416,3,38497.686,3,94882.897437,3
2018,01,031,race-ethnicity,"White, Non-Hispanic",21413.904875,2,51056.453888,2,101427.838432,2
2018,01,031,all,All,17923.982932,2,45577.321797,2,95231.118,2
2018,01,033,race-ethnicity,"Black, Non-Hispanic",12967.963689865994,3,29785.0518,3,62150.709507,3
2018,01,033,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,033,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,033,race-ethnicity,"White, Non-Hispanic",20095.358997,3,46801.081888,3,90206.877552,3
2018,01,033,all,All,18147.91,3,44282.485012,3,88046.248608,3
2018,01,035,race-ethnicity,"Black, Non-Hispanic",9528.607825,3,23533.188697968402,3,53492.910306176,3
2018,01,035,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,035,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,035,race-ethnicity,"White, Non-Hispanic",17323.9587,3,44540.853072,3,90155.8907948683,3
2018,01,035,all,All,12585.258294,3,34793.021228,3,75982.275,3
2018,01,037,race-ethnicity,"Black, Non-Hispanic",12735.076816,3,27967.465362,3,60785.81999999999,3
2018,01,037,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,037,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,037,race-ethnicity,"White, Non-Hispanic",19505.896092,3,50639.558967404795,3,94462.32215645326,3
2018,01,037,all,All,16809.436325,3,42854.0031,3,84694.9092,3
2018,01,039,race-ethnicity,"Black, Non-Hispanic",10242.4828370755,3,29184.843072,3,58244.61115,3
2018,01,039,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,039,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,039,race-ethnicity,"White, Non-Hispanic",21413.904875,3,51056.453888,3,101427.838432,3
2018,01,039,all,All,17923.982932,3,45577.321797,3,95231.118,3
2018,01,041,race-ethnicity,"Black, Non-Hispanic",10252.199579792501,3,29184.843072000003,3,58200.49285664242,3
2018,01,041,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,041,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,041,race-ethnicity,"White, Non-Hispanic",21413.904875,3,51138.527592362014,3,101457.75478514162,3
2018,01,041,all,All,17925.306578803997,3,45577.321797,3,95231.118,3
2018,01,043,race-ethnicity,"Black, Non-Hispanic",19246.3014982832,3,35263.19062265598,3,69450.17402883995,3
2018,01,043,race-ethnicity,Hispanic,19272.010175,3,41018.881785,3,74631.815334,3
2018,01,043,race-ethnicity,Other Races and Ethnicities,13704.495749999998,3,22816.804032,3,50958.7791,3
2018,01,043,race-ethnicity,"White, Non-Hispanic",19102.114592,1,41919.919888,1,83696.11353,1
2018,01,043,all,All,19102.114592,1,41433.469275,1,83202.034608,1
2018,01,045,race-ethnicity,"Black, Non-Hispanic",11133.8474,3,26766.624775,3,56246.0052,3
2018,01,045,race-ethnicity,Hispanic,17713.39704,3,39915.5656356975,3,59294.52932168401,3
2018,01,045,race-ethnicity,Other Races and Ethnicities,18677.578656,3,38544.02035,3,84348.214244,3
2018,01,045,race-ethnicity,"White, Non-Hispanic",21275.037,3,52183.656410172,3,99018.58751056643,3
2018,01,045,all,All,17402.56269,3,44647.00845,3,90563.68194737937,3
2018,01,047,race-ethnicity,"Black, Non-Hispanic",9117.873,3,21984.2049,3,49236.5142,3
2018,01,047,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,047,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,047,race-ethnicity,"White, Non-Hispanic",20236.064475,3,50834.17328,3,99283.506,3
2018,01,047,all,All,10706.448225,3,29978.458399999996,3,74169.65946867208,3
2018,01,049,race-ethnicity,"Black, Non-Hispanic",NA,3,NA,3,NA,3
2018,01,049,race-ethnicity,Hispanic,12848.342925,3,28974.5742,3,54604.1969,3
2018,01,049,race-ethnicity,Other Races and Ethnicities,13597.6027,3,33432.200999999994,3,67122.72581999999,3
2018,01,049,race-ethnicity,"White, Non-Hispanic",15919.096335999999,2,39983.424249,2,79075.50624,2
2018,01,049,all,All,15196.455,2,38544.02035,2,75912.687508,2
2018,01,051,race-ethnicity,"Black, Non-Hispanic",12430.546377,2,36268.8726,2,81370.821675,2
2018,01,051,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,051,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,051,race-ethnicity,"White, Non-Hispanic",27834.6185,2,63600.754533,2,114978.256434,2
2018,01,051,all,All,21413.904875,2,55727.636979,2,107067.507525,2
2018,01,053,race-ethnicity,"Black, Non-Hispanic",9528.607825,3,23554.79115,3,53377.60534004815,3
2018,01,053,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,053,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,053,race-ethnicity,"White, Non-Hispanic",17297.18956371003,3,44540.853072,3,90153.96209642456,3
2018,01,053,all,All,12585.258294,3,34793.021228,3,75982.275,3
2018,01,055,race-ethnicity,"Black, Non-Hispanic",12841.2108,1,30899.4585,1,62944.02236,1
2018,01,055,race-ethnicity,Hispanic,18977.91998,3,28467.383764,3,41389.249968,3
2018,01,055,race-ethnicity,Other Races and Ethnicities,9700.049675999999,3,27346.595315999995,3,87341.25998399999,3
2018,01,055,race-ethnicity,"White, Non-Hispanic",20163.454432,1,47013.349856,1,89936.383625,1
2018,01,055,all,All,18852.607716,1,43411.20645,1,85749.250224,1
2018,01,057,race-ethnicity,"Black, Non-Hispanic",NA,3,NA,3,NA,3
2018,01,057,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,057,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,057,race-ethnicity,"White, Non-Hispanic",16928.02420934944,3,41013.917746982406,3,84348.214244,3
2018,01,057,all,All,15709.304507999997,3,38902.9248,3,81831.481014,3
2018,01,059,race-ethnicity,"Black, Non-Hispanic",13073.4543,3,29785.0518,3,62150.709507,3
2018,01,059,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,059,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,059,race-ethnicity,"White, Non-Hispanic",20095.358997,3,46801.081888,3,90206.877552,3
2018,01,059,all,All,18147.91,3,44282.485012,3,88067.85236500998,3
2018,01,061,race-ethnicity,"Black, Non-Hispanic",11128.079059197444,3,26766.624775,3,56246.0052,3
2018,01,061,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,061,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,061,race-ethnicity,"White, Non-Hispanic",21275.037,3,52174.76919189122,3,98995.72947480457,3
2018,01,061,all,All,17402.56269,3,44647.00845,3,90576.48485224327,3
2018,01,063,race-ethnicity,"Black, Non-Hispanic",9117.873,3,21990.36768900601,3,49425.408126100934,3
2018,01,063,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,063,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,063,race-ethnicity,"White, Non-Hispanic",20244.87539413201,3,50834.17328,3,99387.49665081123,3
2018,01,063,all,All,10706.448225,3,30006.256136332602,3,74185.01370067458,3
2018,01,065,race-ethnicity,"Black, Non-Hispanic",9117.873,3,21984.2049,3,49236.5142,3
2018,01,065,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,065,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,065,race-ethnicity,"White, Non-Hispanic",20236.064475,3,50831.13651909381,3,99293.52995101924,3
2018,01,065,all,All,10706.448225,3,30021.976907866592,3,74192.68504874497,3
2018,01,067,race-ethnicity,"Black, Non-Hispanic",11133.8474,3,26767.807327157505,3,56246.08829043072,3
2018,01,067,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,067,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,067,race-ethnicity,"White, Non-Hispanic",21284.772008171363,3,52156.22079131722,3,99054.09023647818,3
2018,01,067,all,All,17402.56269,3,44647.00845,3,90476.36868681686,3
2018,01,069,race-ethnicity,"Black, Non-Hispanic",11133.8474,2,26766.624775,2,56246.0052,2
2018,01,069,race-ethnicity,Hispanic,17713.39704,3,39828.7538,3,59164.8648,3
2018,01,069,race-ethnicity,Other Races and Ethnicities,18677.578656,2,38544.02035,2,84348.214244,2
2018,01,069,race-ethnicity,"White, Non-Hispanic",21275.037000000004,2,52174.607388979166,2,98988.31779972218,2
2018,01,069,all,All,17402.56269,2,44647.00845,2,90407.45578570079,2
2018,01,071,race-ethnicity,"Black, Non-Hispanic",NA,3,NA,3,NA,3
2018,01,071,race-ethnicity,Hispanic,12848.342925,3,28974.5742,3,54604.1969,3
2018,01,071,race-ethnicity,Other Races and Ethnicities,13597.6027,3,33432.200999999994,3,67122.72581999999,3
2018,01,071,race-ethnicity,"White, Non-Hispanic",15919.096336000002,2,39983.424249,2,79075.50624,2
2018,01,071,all,All,15196.455,2,38544.02035,2,75912.687508,2
2018,01,073,race-ethnicity,"Black, Non-Hispanic",14398.320171,1,36294.818736,1,75807.898356,1
2018,01,073,race-ethnicity,Hispanic,23301.231,1,40523.88,1,86113.245,1
2018,01,073,race-ethnicity,Other Races and Ethnicities,17830.5072,1,56733.432,1,128236.966602,1
2018,01,073,race-ethnicity,"White, Non-Hispanic",28899.78162,1,69057.952425,1,135694.485477,1
2018,01,073,all,All,20163.454432,1,51792.089391,1,107894.8305,1
2018,01,075,race-ethnicity,"Black, Non-Hispanic",NA,3,NA,3,NA,3
2018,01,075,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,075,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,075,race-ethnicity,"White, Non-Hispanic",16948.93577896464,3,40972.84389517439,3,84348.214244,3
2018,01,075,all,All,15709.304508,3,38902.9248,3,81831.481014,3
2018,01,077,race-ethnicity,"Black, Non-Hispanic",12947.344784,2,29785.0518,2,62150.709507,2
2018,01,077,race-ethnicity,Hispanic,13920.2987,3,26932.007826,3,89724.49618841086,3
2018,01,077,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,077,race-ethnicity,"White, Non-Hispanic",20095.358997,2,46801.081888,2,90206.877552,2
2018,01,077,all,All,18147.91,2,44282.485012,2,88046.248608,2
2018,01,079,race-ethnicity,"Black, Non-Hispanic",13575.499799999998,3,31837.191408,3,69486.93269360655,3
2018,01,079,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,079,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,079,race-ethnicity,"White, Non-Hispanic",24208.758387643527,3,51514.951676,3,98270.409,3
2018,01,079,all,All,20781.5025,3,47757.311324627204,3,95512.575488,3
2018,01,081,race-ethnicity,"Black, Non-Hispanic",8914.253392,1,28266.15275,1,66951.199836,1
2018,01,081,race-ethnicity,Hispanic,18767.334088,3,39612.092699999994,3,95838.97620000035,3
2018,01,081,race-ethnicity,Other Races and Ethnicities,14453.755525,1,47109.5823,1,91178.72999999998,1
2018,01,081,race-ethnicity,"White, Non-Hispanic",20587.990368,1,58297.068228,1,114356.375199,1
2018,01,081,all,All,16060.17655,1,49720.16313,1,103943.7522,1
2018,01,083,race-ethnicity,"Black, Non-Hispanic",25304.565032,2,60920.9711,2,110495.122844,2
2018,01,083,race-ethnicity,Hispanic,28908.519475,3,53533.24954999999,3,91178.72999999998,3
2018,01,083,race-ethnicity,Other Races and Ethnicities,26766.624775,3,74287.781216,3,124197.62300000002,3
2018,01,083,race-ethnicity,"White, Non-Hispanic",27592.833312,2,66864.402,2,124591.284576,2
2018,01,083,all,All,27242.442849,2,66256.5438,2,119562.407256,2
2018,01,085,race-ethnicity,"Black, Non-Hispanic",12461.453522551203,3,36387.6075684,3,81350.66262648003,3
2018,01,085,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,085,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,085,race-ethnicity,"White, Non-Hispanic",27835.81058305,3,63600.754533,3,114978.25643400001,3
2018,01,085,all,All,21424.809678178503,3,55821.469264,3,107067.507525,3
2018,01,087,race-ethnicity,"Black, Non-Hispanic",9551.057296,3,25910.47195,3,59430.02472,3
2018,01,087,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,087,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,087,race-ethnicity,"White, Non-Hispanic",20822.792953079635,3,47965.735125,3,92438.374494352,3
2018,01,087,all,All,13285.04778,3,37007.699652,3,78232.155084,3
2018,01,089,race-ethnicity,"Black, Non-Hispanic",12948.275145,1,38326.085478,1,83715.44898,1
2018,01,089,race-ethnicity,Hispanic,16980.436176,1,40523.88,1,85961.518192,1
2018,01,089,race-ethnicity,Other Races and Ethnicities,24625.7385,1,70437.403362,1,129676.416,1
2018,01,089,race-ethnicity,"White, Non-Hispanic",28589.346597,1,69918.663405,1,135957.6174,1
2018,01,089,all,All,23347.473952,1,59648.23204690717,1,122198.257464,1
2018,01,091,race-ethnicity,"Black, Non-Hispanic",9117.873,3,21984.2049,3,49236.5142,3
2018,01,091,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,091,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,091,race-ethnicity,"White, Non-Hispanic",20236.064475,3,50834.17328,3,99283.506,3
2018,01,091,all,All,10706.448225,3,29978.4584,3,74180.68775251455,3
2018,01,093,race-ethnicity,"Black, Non-Hispanic",10034.435252244482,3,25327.425,3,50715.82834540993,3
2018,01,093,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,093,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,093,race-ethnicity,"White, Non-Hispanic",17558.6961,3,42178.9642660764,3,86191.1207502052,3
2018,01,093,all,All,16284.245463279552,3,40331.689398967996,3,83159.98152,3
2018,01,095,race-ethnicity,"Black, Non-Hispanic",18541.003758516003,3,54825.885844,3,78724.097217,3
2018,01,095,race-ethnicity,Hispanic,13918.28185,3,29521.320812,3,59854.560656,3
2018,01,095,race-ethnicity,Other Races and Ethnicities,27961.4772,3,62150.709507,3,119079.42138,3
2018,01,095,race-ethnicity,"White, Non-Hispanic",21413.904875,1,51820.9439,1,115599.12648,1
2018,01,095,all,All,20565.8691,1,49878.967424,1,112420.227425,1
2018,01,097,race-ethnicity,"Black, Non-Hispanic",12652.282516,1,29521.320812,1,65310.645125,1
2018,01,097,race-ethnicity,Hispanic,18852.607716,1,40064.721644,1,97635.255168,1
2018,01,097,race-ethnicity,Other Races and Ethnicities,18023.432736,1,49641.753,1,82239.33256,1
2018,01,097,race-ethnicity,"White, Non-Hispanic",24988.182400000005,1,58628.73822,1,108763.48884,1
2018,01,097,all,All,18033.1266,1,46095.9135,1,93389.895808,1
2018,01,099,race-ethnicity,"Black, Non-Hispanic",9528.607825,3,23554.79115,3,53398.91302134402,3
2018,01,099,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,099,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,099,race-ethnicity,"White, Non-Hispanic",17319.967565130013,3,44540.853072,3,90156.81717758547,3
2018,01,099,all,All,12585.258294,3,34793.021228,3,75982.275,3
2018,01,101,race-ethnicity,"Black, Non-Hispanic",12875.112317816323,1,35233.478896,1,73332.57536,1
2018,01,101,race-ethnicity,Hispanic,23347.473952,3,46820.073078,3,97635.255168,3
2018,01,101,race-ethnicity,Other Races and Ethnicities,30835.61965,1,67329.008376,1,132042.8908392961,1
2018,01,101,race-ethnicity,"White, Non-Hispanic",27837.572125,1,67023.9592,1,131371.55845,1
2018,01,101,all,All,18235.746,1,46694.947904,1,99424.753488,1
2018,01,103,race-ethnicity,"Black, Non-Hispanic",13575.4998,1,31837.191408,1,69593.4261,1
2018,01,103,race-ethnicity,Hispanic,16060.17655,3,40523.88,3,63260.40499200001,3
2018,01,103,race-ethnicity,Other Races and Ethnicities,20243.450507999998,3,56246.0052,3,101217.25253999999,3
2018,01,103,race-ethnicity,"White, Non-Hispanic",24197.157875,1,51514.951676,1,98270.409,1
2018,01,103,all,All,20717.240232,1,47756.287744,1,95512.575488,1
2018,01,105,race-ethnicity,"Black, Non-Hispanic",9117.873,3,21998.662358003996,3,49384.523888255964,3
2018,01,105,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,105,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,105,race-ethnicity,"White, Non-Hispanic",20235.704840087998,3,50834.17328,3,99359.1059109408,3
2018,01,105,all,All,10706.448225,3,30031.519050588395,3,74187.29780130304,3
2018,01,107,race-ethnicity,"Black, Non-Hispanic",13398.41074443331,3,34266.052704,3,80760.952976,3
2018,01,107,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,107,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,107,race-ethnicity,"White, Non-Hispanic",29832.097878,3,69126.35337351824,3,117519.25200000001,3
2018,01,107,all,All,24992.427705013997,3,61080.13310926879,3,113009.47145100002,3
2018,01,109,race-ethnicity,"Black, Non-Hispanic",9551.057296,3,25910.47195,3,59430.02472,3
2018,01,109,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,109,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,109,race-ethnicity,"White, Non-Hispanic",20820.38151,3,47965.735125,3,92424.677312,3
2018,01,109,all,All,13285.04778,3,37007.699652,3,78232.155084,3
2018,01,111,race-ethnicity,"Black, Non-Hispanic",13459.726288497619,3,30798.1488,3,62206.467944000004,3
2018,01,111,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,111,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,111,race-ethnicity,"White, Non-Hispanic",19845.05248,3,44955.440562,3,84687.910384,3
2018,01,111,all,All,17402.56269,3,41130.92022162201,3,78548.537716,3
2018,01,113,race-ethnicity,"Black, Non-Hispanic",9551.057296,2,25910.47195,2,59430.02472,2
2018,01,113,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,113,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,113,race-ethnicity,"White, Non-Hispanic",20820.38151,2,47965.735125,2,92424.677312,2
2018,01,113,all,All,13285.04778,2,37007.699652,2,78232.155084,2
2018,01,115,race-ethnicity,"Black, Non-Hispanic",25895.539101,3,48180.52965,3,83626.570544,3
2018,01,115,race-ethnicity,Hispanic,16060.17655,3,34182.232956,3,63825.111000000004,3
2018,01,115,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,115,race-ethnicity,"White, Non-Hispanic",22270.0577,2,53533.24954999999,2,97368.399999,2
2018,01,115,all,All,21948.370125,2,52681.044,2,95940.2859,2
2018,01,117,race-ethnicity,"Black, Non-Hispanic",29715.512992000004,1,61446.570416,1,130321.51844800002,1
2018,01,117,race-ethnicity,Hispanic,21413.904875,3,53062.986944,3,103335.894,3
2018,01,117,race-ethnicity,Other Races and Ethnicities,32120.3531,1,77066.758446,1,178290.07416,1
2018,01,117,race-ethnicity,"White, Non-Hispanic",35216.6010324,1,76231.887875,1,139555.175056,1
2018,01,117,all,All,33405.08655,1,74331.781936,1,137963.165296,1
2018,01,119,race-ethnicity,"Black, Non-Hispanic",9117.873,3,21984.2049,3,49269.63704072,3
2018,01,119,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,119,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,119,race-ethnicity,"White, Non-Hispanic",20236.064475,3,50831.458917419004,3,99283.506,3
2018,01,119,all,All,10706.448225,3,30016.297931483008,3,74194.51925076482,3
2018,01,121,race-ethnicity,"Black, Non-Hispanic",13474.1901,2,30798.1488,2,62206.467944000004,2
2018,01,121,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,121,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,121,race-ethnicity,"White, Non-Hispanic",19845.05248,2,44955.440562,2,84687.910384,2
2018,01,121,all,All,17402.56269,2,41119.66628,2,78548.537716,2
2018,01,123,race-ethnicity,"Black, Non-Hispanic",12735.076816,3,27967.465362,3,60785.82,3
2018,01,123,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
