year,state,county,share_debt_coll,county_name,share_debt_coll_ub,share_debt_coll_lb,share_debt_coll_quality,subgroup,subgroup_type
2018,01,017,.4599303,Chambers County,0.5176925,0.4021681,1,Majority white,race-ethnicity
2018,01,019,.3994845,Cherokee County,0.4482837,0.3506854,1,All,race-ethnicity
2018,01,019,,Cherokee County,,,3,Majority non-white,race-ethnicity
2018,01,019,.4005168,Cherokee County,0.4494002,0.3516334,1,Majority white,race-ethnicity
2018,01,021,.4165478,Chilton County,0.4530687,0.3800268,1,Majority white,race-ethnicity
2018,01,021,,Chilton County,,,3,Majority non-white,race-ethnicity
2018,01,021,.4165478,Chilton County,0.4530687,0.3800268,1,All,race-ethnicity
2018,01,023,.5294118,Choctaw County,0.6489305,0.4098931,1,Majority non-white,race-ethnicity
2018,01,023,.2142857,Choctaw County,0.3227293,0.1058422,1,Majority white,race-ethnicity
2018,01,023,.4060914,Choctaw County,0.4748456,0.3373371,1,All,race-ethnicity
2018,01,025,,Clarke County,,,3,Majority non-white,race-ethnicity
2018,01,025,.4462366,Clarke County,0.4968206,0.3956525,1,All,race-ethnicity
2018,01,025,,Clarke County,,,3,Majority white,race-ethnicity
2018,01,027,.3621622,Clay County,0.4316092,0.2927151,1,Majority white,race-ethnicity
2018,01,027,.3908046,Clay County,0.4501145,0.3314946,1,All,race-ethnicity
2018,01,027,,Clay County,,,3,Majority non-white,race-ethnicity
2018,01,029,.3442623,Cleburne County,0.4040020,0.2845227,1,All,race-ethnicity
2018,01,029,,Cleburne County,,,3,Majority non-white,race-ethnicity
2018,01,029,.3429752,Cleburne County,0.4029087,0.2830417,1,Majority white,race-ethnicity
2018,01,031,.2957198,Coffee County,0.3279545,0.2634851,1,Majority white,race-ethnicity
2018,01,031,.3,Coffee County,0.3317755,0.2682245,1,All,race-ethnicity
2018,01,031,,Coffee County,,,3,Majority non-white,race-ethnicity
2018,01,033,.3782267,Colbert County,0.4100873,0.3463661,1,Majority white,race-ethnicity
2018,01,033,.3774835,Colbert County,0.4090666,0.3459003,1,All,race-ethnicity
2018,01,033,,Colbert County,,,3,Majority non-white,race-ethnicity
2018,01,035,.4303797,Conecuh County,0.5078304,0.3529291,1,All,race-ethnicity
2018,01,035,,Conecuh County,,,3,Majority white,race-ethnicity
2018,01,035,.4358974,Conecuh County,0.5261373,0.3456576,1,Majority non-white,race-ethnicity
2018,01,037,.4823529,Coosa County,0.5892131,0.3754928,1,All,race-ethnicity
2018,01,037,,Coosa County,,,3,Majority non-white,race-ethnicity
2018,01,037,.4615385,Coosa County,0.5836755,0.3394014,1,Majority white,race-ethnicity
2018,01,039,.4401295,Covington County,0.4792989,0.4009600,1,Majority white,race-ethnicity
2018,01,039,.4412238,Covington County,0.4803087,0.4021389,1,All,race-ethnicity
2018,01,039,,Covington County,,,3,Majority non-white,race-ethnicity
2018,01,041,.4,Crenshaw County,0.4614705,0.3385295,1,All,race-ethnicity
2018,01,041,.4059829,Crenshaw County,0.4690396,0.3429262,1,Majority white,race-ethnicity
2018,01,041,,Crenshaw County,,,3,Majority non-white,race-ethnicity
2018,01,043,.3618564,Cullman County,0.3872287,0.3364842,1,Majority white,race-ethnicity
2018,01,043,.3585175,Cullman County,0.3836207,0.3334142,1,All,race-ethnicity
2018,01,043,,Cullman County,,,3,Majority non-white,race-ethnicity
2018,01,045,,Dale County,,,3,Majority non-white,race-ethnicity
2018,01,045,.3580902,Dale County,0.3923348,0.3238456,1,All,race-ethnicity
2018,01,045,.3561644,Dale County,0.3909264,0.3214024,1,Majority white,race-ethnicity
2018,01,047,,Dallas County,,,3,Majority white,race-ethnicity
2018,01,047,.5616224,Dallas County,0.6000650,0.5231799,1,All,race-ethnicity
2018,01,047,.5681445,Dallas County,0.6075179,0.5287711,1,Majority non-white,race-ethnicity
2018,01,049,,DeKalb County,,,3,Majority non-white,race-ethnicity
2018,01,049,.3880743,DeKalb County,0.4179513,0.3581972,1,All,race-ethnicity
2018,01,049,.3880743,DeKalb County,0.4179513,0.3581972,1,Majority white,race-ethnicity
2018,01,051,.3106633,Elmore County,0.3369565,0.2843701,1,Majority white,race-ethnicity
2018,01,051,.3207843,Elmore County,0.3464163,0.2951523,1,All,race-ethnicity
2018,01,051,,Elmore County,,,3,Majority non-white,race-ethnicity
2018,01,053,,Escambia County,,,3,Majority non-white,race-ethnicity
2018,01,053,.4217507,Escambia County,0.4716676,0.3718338,1,Majority white,race-ethnicity
2018,01,053,.4471154,Escambia County,0.4861580,0.4080728,1,All,race-ethnicity
2018,01,055,.4001256,Etowah County,0.4241997,0.3760516,1,Majority white,race-ethnicity
2018,01,055,,Etowah County,,,3,Majority non-white,race-ethnicity
2018,01,055,.3997509,Etowah County,0.4237160,0.3757859,1,All,race-ethnicity
2018,01,057,.4172662,Fayette County,0.4753370,0.3591954,1,All,race-ethnicity
2018,01,057,,Fayette County,,,3,Majority non-white,race-ethnicity
2018,01,057,.4172662,Fayette County,0.4753370,0.3591954,1,Majority white,race-ethnicity
2018,01,059,,Franklin County,,,3,Majority non-white,race-ethnicity
2018,01,059,.4401709,Franklin County,0.4851941,0.3951478,1,All,race-ethnicity
2018,01,059,.474359,Franklin County,0.5298566,0.4188614,1,Majority white,race-ethnicity
2018,01,061,.355691,Geneva County,0.3980357,0.3133464,1,Majority white,race-ethnicity
2018,01,061,.3549696,Geneva County,0.3972519,0.3126872,1,All,race-ethnicity
2018,01,061,,Geneva County,,,3,Majority non-white,race-ethnicity
2018,01,063,.5254237,Greene County,0.6159075,0.4349399,1,All,race-ethnicity
2018,01,063,,Greene County,,,3,Majority white,race-ethnicity
2018,01,063,.5254237,Greene County,0.6159075,0.4349399,1,Majority non-white,race-ethnicity
2018,01,065,,Hale County,,,3,Majority white,race-ethnicity
2018,01,065,.4855967,Hale County,0.5485674,0.4226261,1,All,race-ethnicity
2018,01,065,.557971,Hale County,0.6411334,0.4748086,1,Majority non-white,race-ethnicity
2018,01,067,.3254902,Henry County,0.3831141,0.2678663,1,Majority white,race-ethnicity
2018,01,067,,Henry County,,,3,Majority non-white,race-ethnicity
2018,01,067,.3295455,Henry County,0.3863549,0.2727360,1,All,race-ethnicity
2018,01,069,,Houston County,,,3,Majority non-white,race-ethnicity
2018,01,069,.3378723,Houston County,0.3649287,0.3108160,1,Majority white,race-ethnicity
2018,01,069,.3526946,Houston County,0.3756182,0.3297710,1,All,race-ethnicity
2018,01,071,.3522316,Jackson County,0.3847677,0.3196955,1,All,race-ethnicity
2018,01,071,,Jackson County,,,3,Majority non-white,race-ethnicity
2018,01,071,.3522316,Jackson County,0.3847677,0.3196955,1,Majority white,race-ethnicity
2018,01,073,.586866,Jefferson County,0.6019751,0.5717568,1,Majority non-white,race-ethnicity
2018,01,073,.4041579,Jefferson County,0.4135511,0.3947648,1,All,race-ethnicity
2018,01,073,.2557778,Jefferson County,0.2676963,0.2438594,1,Majority white,race-ethnicity
2018,01,075,,Lamar County,,,3,Majority non-white,race-ethnicity
2018,01,075,.3425926,Lamar County,0.4060297,0.2791555,1,All,race-ethnicity
2018,01,075,.3425926,Lamar County,0.4060297,0.2791555,1,Majority white,race-ethnicity
2018,01,077,.3501754,Lauderdale County,0.3749520,0.3253988,1,Majority white,race-ethnicity
2018,01,077,.3512195,Lauderdale County,0.3759265,0.3265125,1,All,race-ethnicity
2018,01,077,,Lauderdale County,,,3,Majority non-white,race-ethnicity
2018,01,079,,Lawrence County,,,3,Majority non-white,race-ethnicity
2018,01,079,.4497258,Lawrence County,0.4914533,0.4079982,1,All,race-ethnicity
2018,01,079,.4433781,Lawrence County,0.4860775,0.4006787,1,Majority white,race-ethnicity
2018,01,081,.3223315,Lee County,0.3466151,0.2980478,1,Majority white,race-ethnicity
2018,01,081,,Lee County,,,3,Majority non-white,race-ethnicity
2018,01,081,.3467153,Lee County,0.3666437,0.3267869,1,All,race-ethnicity
2018,01,083,,Limestone County,,,3,Majority non-white,race-ethnicity
2018,01,083,.3368569,Limestone County,0.3614575,0.3122564,1,All,race-ethnicity
2018,01,083,.3522936,Limestone County,0.3806652,0.3239220,1,Majority white,race-ethnicity
2018,01,085,.5727273,Lowndes County,0.6655959,0.4798586,1,Majority non-white,race-ethnicity
2018,01,085,.5225806,Lowndes County,0.6014707,0.4436905,1,All,race-ethnicity
2018,01,085,,Lowndes County,,,3,Majority white,race-ethnicity
2018,01,087,.3559322,Macon County,0.4791551,0.2327093,1,Majority white,race-ethnicity
2018,01,087,.5204082,Macon County,0.5776126,0.4632036,1,All,race-ethnicity
2018,01,087,.5822222,Macon County,0.6468098,0.5176346,1,Majority non-white,race-ethnicity
2018,01,089,.6086351,Madison County,0.6443595,0.5729106,1,Majority non-white,race-ethnicity
2018,01,089,.266573,Madison County,0.2798387,0.2533073,1,Majority white,race-ethnicity
2018,01,089,.335575,Madison County,0.3475762,0.3235738,1,All,race-ethnicity
2018,01,091,.444795,Marengo County,0.4995872,0.3900027,1,All,race-ethnicity
2018,01,091,.4509804,Marengo County,0.5889056,0.3130551,1,Majority white,race-ethnicity
2018,01,091,,Marengo County,,,3,Majority non-white,race-ethnicity
2018,01,093,.4065934,Marion County,0.4517774,0.3614094,1,Majority white,race-ethnicity
2018,01,093,,Marion County,,,3,Majority non-white,race-ethnicity
2018,01,093,.4065934,Marion County,0.4517774,0.3614094,1,All,race-ethnicity
2018,01,095,,Marshall County,,,3,Majority non-white,race-ethnicity
2018,01,095,.3618785,Marshall County,0.3866387,0.3371182,1,All,race-ethnicity
2018,01,095,.362379,Marshall County,0.3871638,0.3375942,1,Majority white,race-ethnicity
2018,01,097,.4357154,Mobile County,0.4476619,0.4237688,1,All,race-ethnicity
2018,01,097,.6107513,Mobile County,0.6350800,0.5864226,1,Majority non-white,race-ethnicity
2018,01,097,.3512667,Mobile County,0.3663891,0.3361442,1,Majority white,race-ethnicity
2018,01,099,.4263323,Monroe County,0.4806882,0.3719764,1,All,race-ethnicity
2018,01,099,.3739837,Monroe County,0.4598446,0.2881229,1,Majority white,race-ethnicity
2018,01,099,,Monroe County,,,3,Majority non-white,race-ethnicity
2018,01,101,.4803552,Montgomery County,0.4964214,0.4642891,1,All,race-ethnicity
2018,01,101,.6301154,Montgomery County,0.6517951,0.6084358,1,Majority non-white,race-ethnicity
2018,01,101,.3076923,Montgomery County,0.3435627,0.2718220,1,Majority white,race-ethnicity
2018,01,103,,Morgan County,,,3,Majority non-white,race-ethnicity
2018,01,103,.3402878,Morgan County,0.3652053,0.3153702,1,Majority white,race-ethnicity
2018,01,103,.3933842,Morgan County,0.4149890,0.3717794,1,All,race-ethnicity
2018,01,105,.5378152,Perry County,0.6277731,0.4478572,1,Majority non-white,race-ethnicity
2018,01,105,.5378152,Perry County,0.6277731,0.4478572,1,All,race-ethnicity
2018,01,105,,Perry County,,,3,Majority white,race-ethnicity
2018,01,107,.4285714,Pickens County,0.5006672,0.3564757,1,Majority white,race-ethnicity
2018,01,107,.6,Pickens County,0.7080309,0.4919691,1,Majority non-white,race-ethnicity
2018,01,107,.4919614,Pickens County,0.5476145,0.4363084,1,All,race-ethnicity
2018,01,109,.3982684,Pike County,0.4429568,0.3535800,1,All,race-ethnicity
2018,01,109,,Pike County,,,3,Majority non-white,race-ethnicity
2018,01,109,.3013699,Pike County,0.3760570,0.2266828,1,Majority white,race-ethnicity
2018,01,111,.388724,Randolph County,0.4408466,0.3366015,1,Majority white,race-ethnicity
2018,01,111,,Randolph County,,,3,Majority non-white,race-ethnicity
2018,01,111,.388724,Randolph County,0.4408466,0.3366015,1,All,race-ethnicity
2018,01,113,.5163599,Russell County,0.5476961,0.4850237,1,All,race-ethnicity
2018,01,113,.4831461,Russell County,0.5567655,0.4095266,1,Majority white,race-ethnicity
2018,01,113,.5883978,Russell County,0.6391643,0.5376313,1,Majority non-white,race-ethnicity
2018,01,115,.3518931,St. Clair County,0.3774062,0.3263800,1,Majority white,race-ethnicity
2018,01,115,.3518931,St. Clair County,0.3774062,0.3263800,1,All,race-ethnicity
2018,01,115,,St. Clair County,,,3,Majority non-white,race-ethnicity
2018,01,117,.2556732,Shelby County,0.2705483,0.2407981,1,All,race-ethnicity
2018,01,117,.2545066,Shelby County,0.2694318,0.2395813,1,Majority white,race-ethnicity
2018,01,117,,Shelby County,,,3,Majority non-white,race-ethnicity
2018,01,119,.467033,Sumter County,0.5397173,0.3943487,1,All,race-ethnicity
2018,01,119,,Sumter County,,,3,Majority white,race-ethnicity
2018,01,119,.467033,Sumter County,0.5397173,0.3943487,1,Majority non-white,race-ethnicity
2018,01,121,.4993742,Talladega County,0.5340658,0.4646826,1,Majority white,race-ethnicity
2018,01,121,.5281523,Talladega County,0.5557169,0.5005877,1,All,race-ethnicity
2018,01,121,,Talladega County,,,3,Majority non-white,race-ethnicity
2018,01,123,.4077381,Tallapoosa County,0.4449209,0.3705553,1,All,race-ethnicity
2018,01,123,.410084,Tallapoosa County,0.4496384,0.3705297,1,Majority white,race-ethnicity
2018,01,123,,Tallapoosa County,,,3,Majority non-white,race-ethnicity
2018,01,125,.4068787,Tuscaloosa County,0.4242252,0.3895321,1,All,race-ethnicity
2018,01,125,,Tuscaloosa County,,,3,Majority non-white,race-ethnicity
2018,01,125,.3094462,Tuscaloosa County,0.3325794,0.2863131,1,Majority white,race-ethnicity
2018,01,127,.4135922,Walker County,0.4436831,0.3835014,1,All,race-ethnicity
2018,01,127,,Walker County,,,3,Majority non-white,race-ethnicity
2018,01,127,.4127617,Walker County,0.4432462,0.3822772,1,Majority white,race-ethnicity
2018,01,129,.3894737,Washington County,0.4589947,0.3199526,1,Majority white,race-ethnicity
2018,01,129,.4920635,Washington County,0.6165079,0.3676190,1,Majority non-white,race-ethnicity
2018,01,129,.4099617,Washington County,0.4697452,0.3501782,1,All,race-ethnicity
2018,01,131,,Wilcox County,,,3,Majority white,race-ethnicity
2018,01,131,.5,Wilcox County,0.5709103,0.4290897,1,Majority non-white,race-ethnicity
2018,01,131,.502463,Wilcox County,0.5714148,0.4335113,1,All,race-ethnicity
2018,01,133,.4196185,Winston County,0.4701777,0.3690594,1,Majority white,race-ethnicity
2018,01,133,,Winston County,,,3,Majority non-white,race-ethnicity
2018,01,133,.4196185,Winston County,0.4701777,0.3690594,1,All,race-ethnicity
2018,02,013,,Aleutians East Borough,,,3,All,race-ethnicity
2018,02,013,,Aleutians East Borough,,,3,Majority non-white,race-ethnicity
2018,02,013,,Aleutians East Borough,,,3,Majority white,race-ethnicity
2018,02,016,,Aleutians West Census Area,,,3,All,race-ethnicity
2018,02,016,,Aleutians West Census Area,,,3,Majority white,race-ethnicity
2018,02,016,,Aleutians West Census Area,,,3,Majority non-white,race-ethnicity
2018,02,020,.1985294,Anchorage Municipality,0.2178885,0.1791703,1,Majority white,race-ethnicity
2018,02,020,.3067729,Anchorage Municipality,0.3202215,0.2933243,1,All,race-ethnicity
2018,02,020,,Anchorage Municipality,,,3,Majority non-white,race-ethnicity
2018,02,050,,Bethel Census Area,,,3,Majority white,race-ethnicity
2018,02,050,.4581006,Bethel Census Area,0.5312963,0.3849048,1,All,race-ethnicity
2018,02,050,.4581006,Bethel Census Area,0.5312963,0.3849048,1,Majority non-white,race-ethnicity
2018,02,060,,Bristol Bay Borough,,,3,Majority non-white,race-ethnicity
2018,02,060,,Bristol Bay Borough,,,3,Majority white,race-ethnicity
2018,02,060,,Bristol Bay Borough,,,3,All,race-ethnicity
2018,02,068,,Denali Borough,,,3,All,race-ethnicity
2018,02,068,,Denali Borough,,,3,Majority non-white,race-ethnicity
2018,02,068,,Denali Borough,,,3,Majority white,race-ethnicity
2018,02,070,.2941177,Dillingham Census Area,0.4204160,0.1678193,1,Majority non-white,race-ethnicity
2018,02,070,.2941177,Dillingham Census Area,0.4204160,0.1678193,1,All,race-ethnicity
2018,02,070,,Dillingham Census Area,,,3,Majority white,race-ethnicity
2018,02,090,.2557023,Fairbanks North Star Borough,0.2853462,0.2260584,1,Majority white,race-ethnicity
2018,02,090,,Fairbanks North Star Borough,,,3,Majority non-white,race-ethnicity
2018,02,090,.2857143,Fairbanks North Star Borough,0.3091537,0.2622749,1,All,race-ethnicity
2018,02,100,,Haines Borough,,,3,Majority white,race-ethnicity
2018,02,100,,Haines Borough,,,3,All,race-ethnicity
2018,02,100,,Haines Borough,,,3,Majority non-white,race-ethnicity
2018,02,105,,Hoonah-Angoon Census Area,,,,Majority non-white,race-ethnicity
2018,02,105,,Hoonah-Angoon Census Area,,,,Majority white,race-ethnicity
2018,02,105,,Hoonah-Angoon Census Area,,,,All,race-ethnicity
2018,02,110,,Juneau City and Borough,,,3,Majority non-white,race-ethnicity
2018,02,110,.2282398,Juneau City and Borough,0.2644531,0.1920265,1,All,race-ethnicity
2018,02,110,.2248804,Juneau City and Borough,0.2649530,0.1848077,1,Majority white,race-ethnicity
2018,02,122,,Kenai Peninsula Borough,,,3,Majority non-white,race-ethnicity
2018,02,122,.2643948,Kenai Peninsula Borough,0.2940428,0.2347468,1,All,race-ethnicity
2018,02,122,.2638554,Kenai Peninsula Borough,0.2938569,0.2338539,1,Majority white,race-ethnicity
2018,02,130,.2988048,Ketchikan Gateway Borough,0.3555461,0.2420635,1,All,race-ethnicity
2018,02,130,.3127753,Ketchikan Gateway Borough,0.3732213,0.2523293,1,Majority white,race-ethnicity
2018,02,130,,Ketchikan Gateway Borough,,,3,Majority non-white,race-ethnicity
2018,02,150,,Kodiak Island Borough,,,3,Majority white,race-ethnicity
2018,02,150,,Kodiak Island Borough,,,3,Majority non-white,race-ethnicity
2018,02,150,.1780822,Kodiak Island Borough,0.2288692,0.1272952,1,All,race-ethnicity
2018,02,158,.5068493,Kusilvak Census Area,0.6223326,0.3913660,1,Majority non-white,race-ethnicity
2018,02,158,,Kusilvak Census Area,,,3,Majority white,race-ethnicity
2018,02,158,.5068493,Kusilvak Census Area,0.6223326,0.3913660,1,All,race-ethnicity
2018,02,164,,Lake and Peninsula Borough,,,3,Majority non-white,race-ethnicity
2018,02,164,,Lake and Peninsula Borough,,,3,Majority white,race-ethnicity
2018,02,164,,Lake and Peninsula Borough,,,3,All,race-ethnicity
2018,02,170,,Matanuska-Susitna Borough,,,3,Majority non-white,race-ethnicity
2018,02,170,.2716928,Matanuska-Susitna Borough,0.2949530,0.2484325,1,All,race-ethnicity
2018,02,170,.2706693,Matanuska-Susitna Borough,0.2980034,0.2433352,1,Majority white,race-ethnicity
2018,02,180,,Nome Census Area,,,3,Majority white,race-ethnicity
2018,02,180,.3103448,Nome Census Area,0.4081237,0.2125659,1,Majority non-white,race-ethnicity
2018,02,180,.3103448,Nome Census Area,0.4081237,0.2125659,1,All,race-ethnicity
2018,02,185,.4,North Slope Borough,0.4941553,0.3058447,1,All,race-ethnicity
2018,02,185,.3942308,North Slope Borough,0.4886078,0.2998537,1,Majority non-white,race-ethnicity
2018,02,185,,North Slope Borough,,,3,Majority white,race-ethnicity
2018,02,188,.4358974,Northwest Arctic Borough,0.5466571,0.3251377,1,All,race-ethnicity
2018,02,188,.4358974,Northwest Arctic Borough,0.5466571,0.3251377,1,Majority non-white,race-ethnicity
2018,02,188,,Northwest Arctic Borough,,,3,Majority white,race-ethnicity
2018,02,195,,Petersburg Borough,,,3,Majority non-white,race-ethnicity
2018,02,195,,Petersburg Borough,,,3,Majority white,race-ethnicity
2018,02,195,,Petersburg Borough,,,3,All,race-ethnicity
2018,02,198,.2987013,Prince of Wales-Hyder Census Area,0.4016022,0.1958003,1,All,race-ethnicity
2018,02,198,,Prince of Wales-Hyder Census Area,,,3,Majority white,race-ethnicity
2018,02,198,,Prince of Wales-Hyder Census Area,,,3,Majority non-white,race-ethnicity
2018,02,220,,Sitka City and Borough,,,3,Majority non-white,race-ethnicity
2018,02,220,.1884058,Sitka City and Borough,0.2538863,0.1229252,1,Majority white,race-ethnicity
2018,02,220,.1884058,Sitka City and Borough,0.2538863,0.1229252,1,All,race-ethnicity
2018,02,230,,Skagway Municipality,,,,All,race-ethnicity
2018,02,230,,Skagway Municipality,,,,Majority white,race-ethnicity
2018,02,230,,Skagway Municipality,,,,Majority non-white,race-ethnicity
2018,02,240,.1805556,Southeast Fairbanks Census Area,0.2700286,0.0910825,1,Majority white,race-ethnicity
2018,02,240,.2090909,Southeast Fairbanks Census Area,0.2854347,0.1327471,1,All,race-ethnicity
2018,02,240,,Southeast Fairbanks Census Area,,,3,Majority non-white,race-ethnicity
2018,02,261,.239726,Valdez-Cordova Census Area,0.3092148,0.1702372,1,All,race-ethnicity
2018,02,261,,Valdez-Cordova Census Area,,,3,Majority non-white,race-ethnicity
2018,02,261,.25,Valdez-Cordova Census Area,0.3352981,0.1647020,1,Majority white,race-ethnicity
2018,02,275,,Wrangell City and Borough,,,,All,race-ethnicity
2018,02,275,,Wrangell City and Borough,,,,Majority white,race-ethnicity
2018,02,275,,Wrangell City and Borough,,,,Majority non-white,race-ethnicity
2018,02,282,,Yakutat City and Borough,,,3,Majority white,race-ethnicity
2018,02,282,,Yakutat City and Borough,,,3,Majority non-white,race-ethnicity
2018,02,282,,Yakutat City and Borough,,,3,All,race-ethnicity
2018,02,290,.3230769,Yukon-Koyukuk Census Area,0.4376516,0.2085022,1,All,race-ethnicity
2018,02,290,.372549,Yukon-Koyukuk Census Area,0.5065638,0.2385342,1,Majority non-white,race-ethnicity
2018,02,290,,Yukon-Koyukuk Census Area,,,3,Majority white,race-ethnicity
2018,04,001,.6232294,Apache County,0.6589999,0.5874590,1,Majority non-white,race-ethnicity
2018,04,001,.408377,Apache County,0.4782698,0.3384842,1,Majority white,race-ethnicity
2018,04,001,.5702037,Apache County,0.6019866,0.5384207,1,All,race-ethnicity
2018,04,003,.3539823,Cochise County,0.4049636,0.3030010,1,Majority non-white,race-ethnicity
2018,04,003,.3102795,Cochise County,0.3300186,0.2905404,1,All,race-ethnicity
2018,04,003,.2616452,Cochise County,0.2887793,0.2345111,1,Majority white,race-ethnicity
2018,04,005,.3351272,Coconino County,0.3555962,0.3146582,1,All,race-ethnicity
2018,04,005,.5345912,Coconino County,0.5794018,0.4897806,1,Majority non-white,race-ethnicity
2018,04,005,.2697925,Coconino County,0.2939205,0.2456644,1,Majority white,race-ethnicity
2018,04,007,,Gila County,,,3,Majority non-white,race-ethnicity
2018,04,007,.3320707,Gila County,0.3648914,0.2992500,1,All,race-ethnicity
2018,04,007,.2431866,Gila County,0.2817270,0.2046461,1,Majority white,race-ethnicity
2018,04,009,.3356164,Graham County,0.4124769,0.2587560,1,Majority white,race-ethnicity
2018,04,009,.6630435,Graham County,0.7601601,0.5659269,1,Majority non-white,race-ethnicity
2018,04,009,.4199584,Graham County,0.4641122,0.3758046,1,All,race-ethnicity
2018,04,011,,Greenlee County,,,3,Majority white,race-ethnicity
2018,04,011,.5322581,Greenlee County,0.6204376,0.4440786,1,All,race-ethnicity
2018,04,011,,Greenlee County,,,3,Majority non-white,race-ethnicity
2018,04,012,.32,La Paz County,0.4118899,0.2281101,1,Majority white,race-ethnicity
2018,04,012,.365942,La Paz County,0.4228745,0.3090095,1,All,race-ethnicity
2018,04,012,.3902439,La Paz County,0.4651312,0.3153566,1,Majority non-white,race-ethnicity
2018,04,013,.3380988,Maricopa County,0.3417071,0.3344904,1,All,race-ethnicity
2018,04,013,.2467809,Maricopa County,0.2511946,0.2423672,1,Majority white,race-ethnicity
2018,04,013,.5167206,Maricopa County,0.5253186,0.5081226,1,Majority non-white,race-ethnicity
2018,04,015,.3641975,Mohave County,0.3807697,0.3476253,1,Majority white,race-ethnicity
2018,04,015,.3662345,Mohave County,0.3824455,0.3500236,1,All,race-ethnicity
2018,04,015,,Mohave County,,,3,Majority non-white,race-ethnicity
2018,04,017,.4774362,Navajo County,0.5024813,0.4523912,1,All,race-ethnicity
2018,04,017,.3668005,Navajo County,0.4013843,0.3322168,1,Majority white,race-ethnicity
2018,04,017,.6224329,Navajo County,0.6602284,0.5846373,1,Majority non-white,race-ethnicity
2018,04,019,.3235588,Pima County,0.3308018,0.3163157,1,All,race-ethnicity
2018,04,019,.2269413,Pima County,0.2362272,0.2176553,1,Majority white,race-ethnicity
2018,04,019,.4500768,Pima County,0.4656810,0.4344727,1,Majority non-white,race-ethnicity
2018,04,021,.3064564,Pinal County,0.3220450,0.2908678,1,Majority white,race-ethnicity
2018,04,021,.5362595,Pinal County,0.5789991,0.4935200,1,Majority non-white,race-ethnicity
2018,04,021,.3707705,Pinal County,0.3827035,0.3588375,1,All,race-ethnicity
2018,04,023,.3182927,Santa Cruz County,0.3501953,0.2863901,1,All,race-ethnicity
2018,04,023,.1847826,Santa Cruz County,0.2645275,0.1050378,1,Majority white,race-ethnicity
2018,04,023,.3485294,Santa Cruz County,0.3843711,0.3126877,1,Majority non-white,race-ethnicity
2018,04,025,.2608584,Yavapai County,0.2746574,0.2470594,1,All,race-ethnicity
2018,04,025,,Yavapai County,,,3,Majority non-white,race-ethnicity
2018,04,025,.2618796,Yavapai County,0.2758827,0.2478766,1,Majority white,race-ethnicity
2018,04,027,.3484017,Yuma County,0.3651853,0.3316180,1,All,race-ethnicity
2018,04,027,.2134503,Yuma County,0.2569404,0.1699602,1,Majority white,race-ethnicity
2018,04,027,.4024262,Yuma County,0.4245057,0.3803466,1,Majority non-white,race-ethnicity
2018,05,001,,Arkansas County,,,3,Majority non-white,race-ethnicity
2018,05,001,.3456376,Arkansas County,0.3997252,0.2915500,1,Majority white,race-ethnicity
2018,05,001,.3456376,Arkansas County,0.3997252,0.2915500,1,All,race-ethnicity
2018,05,003,.4697406,Ashley County,0.5223292,0.4171521,1,All,race-ethnicity
2018,05,003,.45625,Ashley County,0.5109090,0.4015910,1,Majority white,race-ethnicity
