year,state,county,share_debt_coll,share_debt_coll_ub,share_debt_coll_lb,share_debt_coll_quality,subgroup,subgroup_type
2018,01,131,0.502463,0.5714148,0.4335113,1,All,all
2018,01,131,0.5,0.5709103,0.4290897,1,Majority Non-White,race-ethnicity
2018,01,131,NA,NA,NA,NA,Majority White,race-ethnicity
2018,01,133,0.4196185,0.4701777,0.3690594,1,All,all
2018,01,133,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,01,133,0.4196185,0.4701777,0.3690594,1,Majority White,race-ethnicity
2018,02,013,NA,NA,NA,NA,All,all
2018,02,013,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,013,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,016,NA,NA,NA,NA,All,all
2018,02,016,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,016,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,020,0.3067729,0.3202215,0.2933243,1,All,all
2018,02,020,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,020,0.1985294,0.2178885,0.1791703,1,Majority White,race-ethnicity
2018,02,050,0.4581006,0.5312963,0.3849048,1,All,all
2018,02,050,0.4581006,0.5312963,0.3849048,1,Majority Non-White,race-ethnicity
2018,02,050,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,060,NA,NA,NA,NA,All,all
2018,02,060,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,060,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,068,NA,NA,NA,NA,All,all
2018,02,068,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,068,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,070,0.2941177,0.420416,0.1678193,1,All,all
2018,02,070,0.2941177,0.420416,0.1678193,1,Majority Non-White,race-ethnicity
2018,02,070,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,090,0.2857143,0.3091537,0.2622749,1,All,all
2018,02,090,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,090,0.2557023,0.2853462,0.2260584,1,Majority White,race-ethnicity
2018,02,100,NA,NA,NA,NA,All,all
2018,02,100,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,100,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,105,NA,NA,NA,NA,All,all
2018,02,105,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,105,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,110,0.2282398,0.2644531,0.1920265,1,All,all
2018,02,110,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,110,0.2248804,0.264953,0.1848077,1,Majority White,race-ethnicity
2018,02,122,0.2643948,0.2940428,0.2347468,1,All,all
2018,02,122,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,122,0.2638554,0.2938569,0.2338539,1,Majority White,race-ethnicity
2018,02,130,0.2988048,0.3555461,0.2420635,1,All,all
2018,02,130,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,130,0.3127753,0.3732213,0.2523293,1,Majority White,race-ethnicity
2018,02,150,0.1780822,0.2288692,0.1272952,1,All,all
2018,02,150,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,150,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,158,0.5068493,0.6223326,0.391366,1,All,all
2018,02,158,0.5068493,0.6223326,0.391366,1,Majority Non-White,race-ethnicity
2018,02,158,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,164,NA,NA,NA,NA,All,all
2018,02,164,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,164,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,170,0.2716928,0.294953,0.2484325,1,All,all
2018,02,170,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,170,0.2706693,0.2980034,0.2433352,1,Majority White,race-ethnicity
2018,02,180,0.3103448,0.4081237,0.2125659,1,All,all
2018,02,180,0.3103448,0.4081237,0.2125659,1,Majority Non-White,race-ethnicity
2018,02,180,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,185,0.4,0.4941553,0.3058447,1,All,all
2018,02,185,0.3942308,0.4886078,0.2998537,1,Majority Non-White,race-ethnicity
2018,02,185,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,188,0.4358974,0.5466571,0.3251377,1,All,all
2018,02,188,0.4358974,0.5466571,0.3251377,1,Majority Non-White,race-ethnicity
2018,02,188,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,195,NA,NA,NA,NA,All,all
2018,02,195,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,195,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,198,0.2987013,0.4016022,0.1958003,1,All,all
2018,02,198,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,198,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,220,0.1884058,0.2538863,0.1229252,1,All,all
2018,02,220,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,220,0.1884058,0.2538863,0.1229252,1,Majority White,race-ethnicity
2018,02,230,NA,NA,NA,NA,All,all
2018,02,230,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,230,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,240,0.2090909,0.2854347,0.1327471,1,All,all
2018,02,240,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,240,0.1805556,0.2700286,0.0910825,1,Majority White,race-ethnicity
2018,02,261,0.239726,0.3092148,0.1702372,1,All,all
2018,02,261,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,261,0.25,0.3352981,0.164702,1,Majority White,race-ethnicity
2018,02,275,NA,NA,NA,NA,All,all
2018,02,275,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,275,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,282,NA,NA,NA,NA,All,all
2018,02,282,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,02,282,NA,NA,NA,NA,Majority White,race-ethnicity
2018,02,290,0.3230769,0.4376516,0.2085022,1,All,all
2018,02,290,0.372549,0.5065638,0.2385342,1,Majority Non-White,race-ethnicity
2018,02,290,NA,NA,NA,NA,Majority White,race-ethnicity
2018,04,001,0.5702037,0.6019866,0.5384207,1,All,all
2018,04,001,0.6232294,0.6589999,0.587459,1,Majority Non-White,race-ethnicity
2018,04,001,0.408377,0.4782698,0.3384842,1,Majority White,race-ethnicity
2018,04,003,0.3102795,0.3300186,0.2905404,1,All,all
2018,04,003,0.3539823,0.4049636,0.303001,1,Majority Non-White,race-ethnicity
2018,04,003,0.2616452,0.2887793,0.2345111,1,Majority White,race-ethnicity
2018,04,005,0.3351272,0.3555962,0.3146582,1,All,all
2018,04,005,0.5345912,0.5794018,0.4897806,1,Majority Non-White,race-ethnicity
2018,04,005,0.2697925,0.2939205,0.2456644,1,Majority White,race-ethnicity
2018,04,007,0.3320707,0.3648914,0.29925,1,All,all
2018,04,007,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,04,007,0.2431866,0.281727,0.2046461,1,Majority White,race-ethnicity
2018,04,009,0.4199584,0.4641122,0.3758046,1,All,all
2018,04,009,0.6630435,0.7601601,0.5659269,1,Majority Non-White,race-ethnicity
2018,04,009,0.3356164,0.4124769,0.258756,1,Majority White,race-ethnicity
2018,04,011,0.5322581,0.6204376,0.4440786,1,All,all
2018,04,011,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,04,011,NA,NA,NA,NA,Majority White,race-ethnicity
2018,04,012,0.365942,0.4228745,0.3090095,1,All,all
2018,04,012,0.3902439,0.4651312,0.3153566,1,Majority Non-White,race-ethnicity
2018,04,012,0.32,0.4118899,0.2281101,1,Majority White,race-ethnicity
2018,04,013,0.3380988,0.3417071,0.3344904,1,All,all
2018,04,013,0.5167206,0.5253186,0.5081226,1,Majority Non-White,race-ethnicity
2018,04,013,0.2467809,0.2511946,0.2423672,1,Majority White,race-ethnicity
2018,04,015,0.3662345,0.3824455,0.3500236,1,All,all
2018,04,015,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,04,015,0.3641975,0.3807697,0.3476253,1,Majority White,race-ethnicity
2018,04,017,0.4774362,0.5024813,0.4523912,1,All,all
2018,04,017,0.6224329,0.6602284,0.5846373,1,Majority Non-White,race-ethnicity
2018,04,017,0.3668005,0.4013843,0.3322168,1,Majority White,race-ethnicity
2018,04,019,0.3235588,0.3308018,0.3163157,1,All,all
2018,04,019,0.4500768,0.465681,0.4344727,1,Majority Non-White,race-ethnicity
2018,04,019,0.2269413,0.2362272,0.2176553,1,Majority White,race-ethnicity
2018,04,021,0.3707705,0.3827035,0.3588375,1,All,all
2018,04,021,0.5362595,0.5789991,0.49352,1,Majority Non-White,race-ethnicity
2018,04,021,0.3064564,0.322045,0.2908678,1,Majority White,race-ethnicity
2018,04,023,0.3182927,0.3501953,0.2863901,1,All,all
2018,04,023,0.3485294,0.3843711,0.3126877,1,Majority Non-White,race-ethnicity
2018,04,023,0.1847826,0.2645275,0.1050378,1,Majority White,race-ethnicity
2018,04,025,0.2608584,0.2746574,0.2470594,1,All,all
2018,04,025,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,04,025,0.2618796,0.2758827,0.2478766,1,Majority White,race-ethnicity
2018,04,027,0.3484017,0.3651853,0.331618,1,All,all
2018,04,027,0.4024262,0.4245057,0.3803466,1,Majority Non-White,race-ethnicity
2018,04,027,0.2134503,0.2569404,0.1699602,1,Majority White,race-ethnicity
2018,05,001,0.3456376,0.3997252,0.29155,1,All,all
2018,05,001,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,001,0.3456376,0.3997252,0.29155,1,Majority White,race-ethnicity
2018,05,003,0.4697406,0.5223292,0.4171521,1,All,all
2018,05,003,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,003,0.45625,0.510909,0.401591,1,Majority White,race-ethnicity
2018,05,005,0.3058824,0.3385564,0.2732083,1,All,all
2018,05,005,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,005,0.3012048,0.3341273,0.2682824,1,Majority White,race-ethnicity
2018,05,007,0.3022332,0.3164135,0.288053,1,All,all
2018,05,007,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,007,0.3053037,0.320269,0.2903383,1,Majority White,race-ethnicity
2018,05,009,0.3596899,0.3967556,0.3226242,1,All,all
2018,05,009,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,009,0.3578431,0.3958535,0.3198327,1,Majority White,race-ethnicity
2018,05,011,0.4494382,0.5227219,0.3761545,1,All,all
2018,05,011,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,011,NA,NA,NA,NA,Majority White,race-ethnicity
2018,05,013,0.3571429,0.4837776,0.2305081,1,All,all
2018,05,013,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,013,0.34,0.4726385,0.2073615,1,Majority White,race-ethnicity
2018,05,015,0.3325635,0.3769915,0.2881356,1,All,all
2018,05,015,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,015,0.3325635,0.3769915,0.2881356,1,Majority White,race-ethnicity
2018,05,017,0.6178011,0.6868963,0.5487058,1,All,all
2018,05,017,0.7142857,0.8114752,0.6170963,1,Majority Non-White,race-ethnicity
2018,05,017,NA,NA,NA,NA,Majority White,race-ethnicity
2018,05,019,0.3184932,0.3720228,0.2649635,1,All,all
2018,05,019,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,019,0.3100437,0.3700795,0.2500078,1,Majority White,race-ethnicity
2018,05,021,0.4504132,0.5132294,0.38759710000000003,1,All,all
2018,05,021,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,021,0.4504132,0.5132294,0.38759710000000003,1,Majority White,race-ethnicity
2018,05,023,0.3283898,0.3708028,0.2859768,1,All,all
2018,05,023,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,023,0.3283898,0.3708028,0.2859768,1,Majority White,race-ethnicity
2018,05,025,0.3272727,0.4153608,0.2391846,1,All,all
2018,05,025,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,025,0.3272727,0.4153608,0.2391846,1,Majority White,race-ethnicity
2018,05,027,0.5155807,0.5677895,0.4633719,1,All,all
2018,05,027,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,027,0.5043478,0.5961297,0.4125659,1,Majority White,race-ethnicity
2018,05,029,0.3800623,0.4332465,0.3268781,1,All,all
2018,05,029,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,029,0.3805031,0.4339504,0.3270559,1,Majority White,race-ethnicity
2018,05,031,0.4273504,0.4522201,0.4024807,1,All,all
2018,05,031,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,031,0.4227916,0.447943,0.3976403,1,Majority White,race-ethnicity
2018,05,033,0.433095,0.4641501,0.4020399,1,All,all
2018,05,033,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,033,0.4318182,0.4630385,0.4005979,1,Majority White,race-ethnicity
2018,05,035,0.5425667,0.5773953,0.5077382,1,All,all
2018,05,035,0.6281755,0.6737502,0.5826008,1,Majority Non-White,race-ethnicity
2018,05,035,NA,NA,NA,NA,Majority White,race-ethnicity
2018,05,037,0.4760274,0.53341,0.4186448,1,All,all
2018,05,037,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,037,0.4522059,0.5114641,0.3929477,1,Majority White,race-ethnicity
2018,05,039,0.4183674,0.5165362,0.3201986,1,All,all
2018,05,039,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,039,NA,NA,NA,NA,Majority White,race-ethnicity
2018,05,041,0.4777778,0.550954,0.4046015,1,All,all
2018,05,041,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,05,041,NA,NA,NA,NA,Majority White,race-ethnicity
2018,05,043,0.4146341,0.4717319,0.3575363,1,All,all
