year,state,county,subgroup_type,subgroup,pctl_20,pctl_50,pctl_80,pctl_quality
2018,01,035,all,All,13778.12,37484.59,81047.76,2
2018,01,035,race-ethnicity,"Black, Non-Hispanic",9495.3298,23472.1003,53130.887975,2
2018,01,035,race-ethnicity,Hispanic,0,15363.354875,85084.476027,3
2018,01,035,race-ethnicity,Other Races and Ethnicities,16462.980332,35458.395,88646.584652,2
2018,01,035,race-ethnicity,"White, Non-Hispanic",17199.313701,44513.193648,90140.421027,2
2018,01,037,all,All,15804.31,42854,84593.6,2
2018,01,037,race-ethnicity,"Black, Non-Hispanic",12718.055328,27974.543685,60785.82,2
2018,01,037,race-ethnicity,Hispanic,26496.449232,37788.5181,63318.845096,3
2018,01,037,race-ethnicity,Other Races and Ethnicities,10881.914175,52132.60312,70415.292475,3
2018,01,037,race-ethnicity,"White, Non-Hispanic",19501.618928,50654.85,94218.021,2
2018,01,039,all,All,16918.72,47615.56,97257.31,2
2018,01,039,race-ethnicity,"Black, Non-Hispanic",10174.844768,29145.793776,58042.10674,2
2018,01,039,race-ethnicity,Hispanic,26382.684192,69004.548549,101755.46268,3
2018,01,039,race-ethnicity,Other Races and Ethnicities,15367.399872,38497.686,94907.165973,3
2018,01,039,race-ethnicity,"White, Non-Hispanic",21338.273,50989.3692,101354.7799,2
2018,01,041,all,All,16918.72,47615.56,97257.31,2
2018,01,041,race-ethnicity,"Black, Non-Hispanic",10174.844768,29145.793776,58042.10674,2
2018,01,041,race-ethnicity,Hispanic,26382.684192,69004.548549,101755.46268,3
2018,01,041,race-ethnicity,Other Races and Ethnicities,15367.399872,38497.686,94907.165973,3
2018,01,041,race-ethnicity,"White, Non-Hispanic",21338.273,50989.3692,101354.7799,2
2018,01,043,all,All,19451.46,44373.65,87126.34,1
2018,01,043,race-ethnicity,"Black, Non-Hispanic",19183.216976,34192.49878,68281.465175,3
2018,01,043,race-ethnicity,Hispanic,19204.4457,41030.004864,74651.027925,3
2018,01,043,race-ethnicity,Other Races and Ethnicities,13656.09135,22786.766112,50958.7791,3
2018,01,043,race-ethnicity,"White, Non-Hispanic",19077.082992,41863.849104,83717.348499,1
2018,01,045,all,All,17222.65,45386.75,95069.02,2
2018,01,045,race-ethnicity,"Black, Non-Hispanic",11095.700275,26671.832825,56171.911664,2
2018,01,045,race-ethnicity,Hispanic,17729.518448,39785.619768,59164.8648,2
2018,01,045,race-ethnicity,Other Races and Ethnicities,18653.54832,38407.882975,84425.79852,2
2018,01,045,race-ethnicity,"White, Non-Hispanic",21275.037,52038.693872,98947.877217,2
2018,01,047,all,All,10130.97,28164.1,73246.91,2
2018,01,047,race-ethnicity,"Black, Non-Hispanic",9117.873,21984.2049,49236.5142,2
2018,01,047,race-ethnicity,Hispanic,21764.836775,44275.90805,75117.186054,3
2018,01,047,race-ethnicity,Other Races and Ethnicities,33876.116148,71698.356045,434112.0645,3
2018,01,047,race-ethnicity,"White, Non-Hispanic",20164.4663,50767.088592,99283.506,2
2018,01,049,all,All,14689.91,35458.39,75982.27,2
2018,01,049,race-ethnicity,"Black, Non-Hispanic",12980.756204,24658.854954,56776.576212,3
2018,01,049,race-ethnicity,Hispanic,12802.9638,28974.5742,54411.587725,3
2018,01,049,race-ethnicity,Other Races and Ethnicities,13549.1983,33432.201,67138.904844,3
2018,01,049,race-ethnicity,"White, Non-Hispanic",15898.069792,39996.20566,79149.060164,2
2018,01,051,all,All,20160.63,53694.14,102322.8,2
2018,01,051,race-ethnicity,"Black, Non-Hispanic",12433.579944,36268.8726,81083.42055,2
2018,01,051,race-ethnicity,Hispanic,20515.002432,38396.3763,79149.060164,3
2018,01,051,race-ethnicity,Other Races and Ethnicities,23216.842696,47551.27245,86535.687792,3
2018,01,051,race-ethnicity,"White, Non-Hispanic",27845.639525,63591.277904,115007.58092,2
2018,01,053,all,All,13778.12,37484.59,81047.76,2
2018,01,053,race-ethnicity,"Black, Non-Hispanic",9495.3298,23472.1003,53130.887975,2
2018,01,053,race-ethnicity,Hispanic,0,15363.354875,85084.476027,3
2018,01,053,race-ethnicity,Other Races and Ethnicities,16462.980332,35458.395,88646.584652,2
2018,01,053,race-ethnicity,"White, Non-Hispanic",17199.313701,44513.193648,90140.421027,2
2018,01,055,all,All,22288.13,45386.75,89152.54,1
2018,01,055,race-ethnicity,"Black, Non-Hispanic",12802.9638,30899.4585,63002.462464,1
2018,01,055,race-ethnicity,Hispanic,18996.056564,28493.581052,41334.180448,3
2018,01,055,race-ethnicity,Other Races and Ethnicities,9709.117968,27352.66245,87225.11336,3
2018,01,055,race-ethnicity,"White, Non-Hispanic",20160.6303,46943.192175,89622.692259,1
2018,01,057,all,All,15196.45,41131.74,88139.44,2
2018,01,057,race-ethnicity,"Black, Non-Hispanic",9928.3506,20262.59468,47799.342096,2
2018,01,057,race-ethnicity,Hispanic,16577.432466,30392.91,43774.66066,3
2018,01,057,race-ethnicity,Other Races and Ethnicities,12055.8543,24538.005525,56985.556095,3
2018,01,057,race-ethnicity,"White, Non-Hispanic",16885.159704,40925.852397,84289.6704,2
2018,01,059,all,All,19046.22,48628.66,90165.63,2
2018,01,059,race-ethnicity,"Black, Non-Hispanic",12930.323296,29785.0518,62165.877342,2
2018,01,059,race-ethnicity,Hispanic,13870.885875,26939.086149,88646.584652,3
2018,01,059,race-ethnicity,Other Races and Ethnicities,18417.231024,35848.672428,79021.566,3
2018,01,059,race-ethnicity,"White, Non-Hispanic",20057.57325,46739.00352,90165.633,2
2018,01,061,all,All,17222.65,45386.75,95069.02,2
2018,01,061,race-ethnicity,"Black, Non-Hispanic",11095.700275,26671.832825,56171.911664,2
2018,01,061,race-ethnicity,Hispanic,17729.518448,39785.619768,59164.8648,2
2018,01,061,race-ethnicity,Other Races and Ethnicities,18653.54832,38407.882975,84425.79852,2
2018,01,061,race-ethnicity,"White, Non-Hispanic",21275.037,52038.693872,98947.877217,2
2018,01,063,all,All,10130.97,28164.1,73246.91,2
2018,01,063,race-ethnicity,"Black, Non-Hispanic",9117.873,21984.2049,49236.5142,2
2018,01,063,race-ethnicity,Hispanic,21764.836775,44275.90805,75117.186054,3
2018,01,063,race-ethnicity,Other Races and Ethnicities,33876.116148,71698.356045,434112.0645,3
2018,01,063,race-ethnicity,"White, Non-Hispanic",20164.4663,50767.088592,99283.506,2
2018,01,065,all,All,10130.97,28164.1,73246.91,2
2018,01,065,race-ethnicity,"Black, Non-Hispanic",9117.873,21984.2049,49236.5142,2
2018,01,065,race-ethnicity,Hispanic,21764.836775,44275.90805,75117.186054,3
2018,01,065,race-ethnicity,Other Races and Ethnicities,33876.116148,71698.356045,434112.0645,3
2018,01,065,race-ethnicity,"White, Non-Hispanic",20164.4663,50767.088592,99283.506,2
2018,01,067,all,All,17222.65,45386.75,95069.02,2
2018,01,067,race-ethnicity,"Black, Non-Hispanic",11095.700275,26671.832825,56171.911664,2
2018,01,067,race-ethnicity,Hispanic,17729.518448,39785.619768,59164.8648,2
2018,01,067,race-ethnicity,Other Races and Ethnicities,18653.54832,38407.882975,84425.79852,2
2018,01,067,race-ethnicity,"White, Non-Hispanic",21275.037,52038.693872,98947.877217,2
2018,01,069,all,All,17222.65,45386.75,95069.02,2
2018,01,069,race-ethnicity,"Black, Non-Hispanic",11095.700275,26671.832825,56171.911664,2
2018,01,069,race-ethnicity,Hispanic,17729.518448,39785.619768,59164.8648,2
2018,01,069,race-ethnicity,Other Races and Ethnicities,18653.54832,38407.882975,84425.79852,2
2018,01,069,race-ethnicity,"White, Non-Hispanic",21275.037,52038.693872,98947.877217,2
2018,01,071,all,All,14689.91,35458.39,75982.27,2
2018,01,071,race-ethnicity,"Black, Non-Hispanic",12980.756204,24658.854954,56776.576212,3
2018,01,071,race-ethnicity,Hispanic,12802.9638,28974.5742,54411.587725,3
2018,01,071,race-ethnicity,Other Races and Ethnicities,13549.1983,33432.201,67138.904844,3
2018,01,071,race-ethnicity,"White, Non-Hispanic",15898.069792,39996.20566,79149.060164,2
2018,01,073,all,All,20971.11,55112.48,108604,1
2018,01,073,race-ethnicity,"Black, Non-Hispanic",14401.353738,36263.259918,75748.8523,1
2018,01,073,race-ethnicity,Hispanic,23301.231,40523.88,86113.245,1
2018,01,073,race-ethnicity,Other Races and Ethnicities,17830.5072,56733.432,128269.32465,1
2018,01,073,race-ethnicity,"White, Non-Hispanic",28805.660125,69004.548549,135673.95024,1
2018,01,075,all,All,15196.45,41131.74,88139.44,2
2018,01,075,race-ethnicity,"Black, Non-Hispanic",9928.3506,20262.59468,47799.342096,2
2018,01,075,race-ethnicity,Hispanic,16577.432466,30392.91,43774.66066,3
2018,01,075,race-ethnicity,Other Races and Ethnicities,12055.8543,24538.005525,56985.556095,3
2018,01,075,race-ethnicity,"White, Non-Hispanic",16885.159704,40925.852397,84289.6704,2
2018,01,077,all,All,19046.22,48628.66,90165.63,2
2018,01,077,race-ethnicity,"Black, Non-Hispanic",12930.323296,29785.0518,62165.877342,2
2018,01,077,race-ethnicity,Hispanic,13870.885875,26939.086149,88646.584652,3
2018,01,077,race-ethnicity,Other Races and Ethnicities,18417.231024,35848.672428,79021.566,3
2018,01,077,race-ethnicity,"White, Non-Hispanic",20057.57325,46739.00352,90165.633,2
2018,01,079,all,All,22085.51,47615.56,99688.74,2
2018,01,079,race-ethnicity,"Black, Non-Hispanic",13575.4998,31795.13832,69348.378825,2
2018,01,079,race-ethnicity,Hispanic,16003.70475,40523.88,63318.845096,3
2018,01,079,race-ethnicity,Other Races and Ethnicities,20262.59468,56171.911664,101310.95822,3
2018,01,079,race-ethnicity,"White, Non-Hispanic",24111.44175,51445.8098,98270.409,2
2018,01,081,all,All,14446.76,47109.01,109414.5,1
2018,01,081,race-ethnicity,"Black, Non-Hispanic",8902.238224,28166.318675,67012.662704,1
2018,01,081,race-ethnicity,Hispanic,18784.463084,39612.0927,98270.409,3
2018,01,081,race-ethnicity,Other Races and Ethnicities,14403.334275,46943.192175,91178.73,1
2018,01,081,race-ethnicity,"White, Non-Hispanic",20560.95624,58291.587552,114290.70684,1
2018,01,083,all,All,30392.91,73550.84,118633.7,2
2018,01,083,race-ethnicity,"Black, Non-Hispanic",25327.739556,60706.176575,110596.88923,2
2018,01,083,race-ethnicity,Hispanic,28805.660125,53344.674075,91178.73,3
2018,01,083,race-ethnicity,Other Races and Ethnicities,26671.832825,74189.657344,123758.95813,3
2018,01,083,race-ethnicity,"White, Non-Hispanic",27555.786544,66864.402,124527.80092,2
2018,01,085,all,All,20160.63,53694.14,102322.8,2
2018,01,085,race-ethnicity,"Black, Non-Hispanic",12433.579944,36268.8726,81083.42055,2
2018,01,085,race-ethnicity,Hispanic,20515.002432,38396.3763,79149.060164,3
2018,01,085,race-ethnicity,Other Races and Ethnicities,23216.842696,47551.27245,86535.687792,3
2018,01,085,race-ethnicity,"White, Non-Hispanic",27845.639525,63591.277904,115007.58092,2
2018,01,087,all,All,12157.16,34040.06,75982.27,2
2018,01,087,race-ethnicity,"Black, Non-Hispanic",9539.042128,25902.617424,59351.926128,2
2018,01,087,race-ethnicity,Hispanic,12400.65464,41334.3576,85708.0062,3
2018,01,087,race-ethnicity,Other Races and Ethnicities,15399.0744,31053.201696,61365.468032,3
2018,01,087,race-ethnicity,"White, Non-Hispanic",20825.437455,47693.208112,92302.523104,2
2018,01,089,all,All,24314.33,60785.82,120558.5,1
2018,01,089,race-ethnicity,"Black, Non-Hispanic",12951.308712,38336.197368,83792.025668,1
2018,01,089,race-ethnicity,Hispanic,16957.407104,40523.88,85847.374096,1
2018,01,089,race-ethnicity,Other Races and Ethnicities,24538.005525,70454.593575,129676.416,1
2018,01,089,race-ethnicity,"White, Non-Hispanic",28596.42492,69903.693,135856.3077,1
2018,01,091,all,All,10130.97,28164.1,73246.91,2
2018,01,091,race-ethnicity,"Black, Non-Hispanic",9117.873,21984.2049,49236.5142,2
2018,01,091,race-ethnicity,Hispanic,21764.836775,44275.90805,75117.186054,3
2018,01,091,race-ethnicity,Other Races and Ethnicities,33876.116148,71698.356045,434112.0645,3
2018,01,091,race-ethnicity,"White, Non-Hispanic",20164.4663,50767.088592,99283.506,2
2018,01,093,all,All,16209.55,43563.17,88139.44,2
2018,01,093,race-ethnicity,"Black, Non-Hispanic",9962.5768,25327.739556,50654.85,2
2018,01,093,race-ethnicity,Hispanic,16577.432466,30392.91,52782.3537,3
2018,01,093,race-ethnicity,Other Races and Ethnicities,12802.9638,27353.619,68789.2863,2
2018,01,093,race-ethnicity,"White, Non-Hispanic",17497.182175,42212.89926,86113.50842,2
2018,01,095,all,All,20869.8,55720.33,112048.5,1
2018,01,095,race-ethnicity,"Black, Non-Hispanic",18443.076171,54876.265244,78743.309808,1
2018,01,095,race-ethnicity,Hispanic,13869.87745,29548.525688,59775.4608,1
2018,01,095,race-ethnicity,Other Races and Ethnicities,27961.4772,62165.877342,119079.42138,3
2018,01,095,race-ethnicity,"White, Non-Hispanic",21338.273,51805.234848,115224.65735,1
2018,01,097,all,All,17020.03,45589.36,91178.73,1
2018,01,097,race-ethnicity,"Black, Non-Hispanic",12663.365984,29548.525688,65274.272328,1
2018,01,097,race-ethnicity,Hispanic,18856.652472,40102.0024,97506.092112,1
2018,01,097,race-ethnicity,Other Races and Ethnicities,18028.488681,49641.753,82314.90166,1
2018,01,097,race-ethnicity,"White, Non-Hispanic",25011.356924,58658.3163,108790.79094,1
2018,01,099,all,All,13778.12,37484.59,81047.76,2
2018,01,099,race-ethnicity,"Black, Non-Hispanic",9495.3298,23472.1003,53130.887975,2
2018,01,099,race-ethnicity,Hispanic,0,15363.354875,85084.476027,3
2018,01,099,race-ethnicity,Other Races and Ethnicities,16462.980332,35458.395,88646.584652,2
2018,01,099,race-ethnicity,"White, Non-Hispanic",17199.313701,44513.193648,90140.421027,2
2018,01,101,all,All,18944.91,50654.85,102353.2,1
2018,01,101,race-ethnicity,"Black, Non-Hispanic",12847.156245,35207.142025,73235.452752,1
2018,01,101,race-ethnicity,Hispanic,23316.434768,46832.207346,97506.092112,1
2018,01,101,race-ethnicity,Other Races and Ethnicities,30726.70975,67346.198589,132102.74215,1
2018,01,101,race-ethnicity,"White, Non-Hispanic",27738.746475,66876.425088,130997.37165,1
2018,01,103,all,All,22085.51,47615.56,99688.74,1
2018,01,103,race-ethnicity,"Black, Non-Hispanic",13575.4998,31795.13832,69348.378825,1
2018,01,103,race-ethnicity,Hispanic,16003.70475,40523.88,63318.845096,3
2018,01,103,race-ethnicity,Other Races and Ethnicities,20262.59468,56171.911664,101310.95822,3
2018,01,103,race-ethnicity,"White, Non-Hispanic",24111.44175,51445.8098,98270.409,1
2018,01,105,all,All,10130.97,28164.1,73246.91,2
2018,01,105,race-ethnicity,"Black, Non-Hispanic",9117.873,21984.2049,49236.5142,2
2018,01,105,race-ethnicity,Hispanic,21764.836775,44275.90805,75117.186054,3
2018,01,105,race-ethnicity,Other Races and Ethnicities,33876.116148,71698.356045,434112.0645,3
2018,01,105,race-ethnicity,"White, Non-Hispanic",20164.4663,50767.088592,99283.506,2
2018,01,107,all,All,30392.91,63825.11,109414.5,2
2018,01,107,race-ethnicity,"Black, Non-Hispanic",13247.723984,33634.8204,80654.818992,2
2018,01,107,race-ethnicity,Hispanic,25071.46235,54349.29672,129926.66342,3
2018,01,107,race-ethnicity,Other Races and Ethnicities,31689.004336,49733.308587,95386.416224,3
2018,01,107,race-ethnicity,"White, Non-Hispanic",29757.824911,69017.762824,117358.48465,2
2018,01,109,all,All,12157.16,34040.06,75982.27,2
2018,01,109,race-ethnicity,"Black, Non-Hispanic",9539.042128,25902.617424,59351.926128,2
2018,01,109,race-ethnicity,Hispanic,12400.65464,41334.3576,85708.0062,3
2018,01,109,race-ethnicity,Other Races and Ethnicities,15399.0744,31053.201696,61365.468032,3
2018,01,109,race-ethnicity,"White, Non-Hispanic",20825.437455,47693.208112,92302.523104,2
2018,01,111,all,All,15500.38,38497.69,80034.66,2
2018,01,111,race-ethnicity,"Black, Non-Hispanic",13474.1901,30798.1488,62263.90046,2
2018,01,111,race-ethnicity,Hispanic,9709.117968,19893.121197,37340.969325,3
2018,01,111,race-ethnicity,Other Races and Ethnicities,9523.1118,25236.24627,69903.693,3
2018,01,111,race-ethnicity,"White, Non-Hispanic",19819.019616,44809.364875,84575.768816,2
2018,01,113,all,All,12157.16,34040.06,75982.27,2
2018,01,113,race-ethnicity,"Black, Non-Hispanic",9539.042128,25902.617424,59351.926128,2
2018,01,113,race-ethnicity,Hispanic,12400.65464,41334.3576,85708.0062,3
2018,01,113,race-ethnicity,Other Races and Ethnicities,15399.0744,31053.201696,61365.468032,3
2018,01,113,race-ethnicity,"White, Non-Hispanic",20825.437455,47693.208112,92302.523104,2
2018,01,115,all,All,22592.06,52468.29,95940.29,2
2018,01,115,race-ethnicity,"Black, Non-Hispanic",25902.617424,48010.105825,83516.431504,3
2018,01,115,race-ethnicity,Hispanic,16003.70475,34191.333657,63825.111,3
2018,01,115,race-ethnicity,Other Races and Ethnicities,24866.148699,52976.961864,98565.429424,3
2018,01,115,race-ethnicity,"White, Non-Hispanic",22191.40055,53344.674075,97393.679724,2
2018,01,117,all,All,32419.1,70916.79,136768.1,1
2018,01,117,race-ethnicity,"Black, Non-Hispanic",29675.462432,61365.468032,130149.30104,1
2018,01,117,race-ethnicity,Hispanic,21338.273,52992.898464,103335.894,3
2018,01,117,race-ethnicity,Other Races and Ethnicities,32006.401075,77085.971037,178054.77712,1
2018,01,117,race-ethnicity,"White, Non-Hispanic",35207.142025,76066.848472,139369.94122,1
2018,01,119,all,All,10130.97,28164.1,73246.91,2
2018,01,119,race-ethnicity,"Black, Non-Hispanic",9117.873,21984.2049,49236.5142,2
2018,01,119,race-ethnicity,Hispanic,21764.836775,44275.90805,75117.186054,3
2018,01,119,race-ethnicity,Other Races and Ethnicities,33876.116148,71698.356045,434112.0645,3
2018,01,119,race-ethnicity,"White, Non-Hispanic",20164.4663,50767.088592,99283.506,2
2018,01,121,all,All,15500.38,38497.69,80034.66,2
2018,01,121,race-ethnicity,"Black, Non-Hispanic",13474.1901,30798.1488,62263.90046,2
2018,01,121,race-ethnicity,Hispanic,9709.117968,19893.121197,37340.969325,3
2018,01,121,race-ethnicity,Other Races and Ethnicities,9523.1118,25236.24627,69903.693,3
2018,01,121,race-ethnicity,"White, Non-Hispanic",19819.019616,44809.364875,84575.768816,2
2018,01,123,all,All,15804.31,42854,84593.6,2
2018,01,123,race-ethnicity,"Black, Non-Hispanic",12718.055328,27974.543685,60785.82,2
2018,01,123,race-ethnicity,Hispanic,26496.449232,37788.5181,63318.845096,3
2018,01,123,race-ethnicity,Other Races and Ethnicities,10881.914175,52132.60312,70415.292475,3
2018,01,123,race-ethnicity,"White, Non-Hispanic",19501.618928,50654.85,94218.021,2
2018,01,125,all,All,19248.84,52681.04,102829.3,1
2018,01,125,race-ethnicity,"Black, Non-Hispanic",13229.527575,34040.0592,68889.966992,1
2018,01,125,race-ethnicity,Hispanic,13241.519955,41608.623925,67540.638816,3
2018,01,125,race-ethnicity,Other Races and Ethnicities,6859.659104,33105.584325,74158.7004,3
2018,01,125,race-ethnicity,"White, Non-Hispanic",25604.919175,63825.111,116583.1751,1
2018,01,127,all,All,15196.45,41131.74,88139.44,2
2018,01,127,race-ethnicity,"Black, Non-Hispanic",9928.3506,20262.59468,47799.342096,2
2018,01,127,race-ethnicity,Hispanic,16577.432466,30392.91,43774.66066,3
2018,01,127,race-ethnicity,Other Races and Ethnicities,12055.8543,24538.005525,56985.556095,3
2018,01,127,race-ethnicity,"White, Non-Hispanic",16885.159704,40925.852397,84289.6704,2
2018,01,129,all,All,13778.12,37484.59,81047.76,2
2018,01,129,race-ethnicity,"Black, Non-Hispanic",9495.3298,23472.1003,53130.887975,2
2018,01,129,race-ethnicity,Hispanic,0,15363.354875,85084.476027,3
2018,01,129,race-ethnicity,Other Races and Ethnicities,16462.980332,35458.395,88646.584652,2
2018,01,129,race-ethnicity,"White, Non-Hispanic",17199.313701,44513.193648,90140.421027,2
2018,01,131,all,All,13778.12,37484.59,81047.76,2
2018,01,131,race-ethnicity,"Black, Non-Hispanic",9495.3298,23472.1003,53130.887975,2
2018,01,131,race-ethnicity,Hispanic,0,15363.354875,85084.476027,3
2018,01,131,race-ethnicity,Other Races and Ethnicities,16462.980332,35458.395,88646.584652,2
2018,01,131,race-ethnicity,"White, Non-Hispanic",17199.313701,44513.193648,90140.421027,2
2018,01,133,all,All,19451.46,44373.65,87126.34,2
2018,01,133,race-ethnicity,"Black, Non-Hispanic",19183.216976,34192.49878,68281.465175,3
