year,place,state,city,share_debt_coll,share_debt_coll_quality,subgroup_type,subgroup
2021,65000,48,"San Antonio, TX",0.46947,1,race-ethnicity,Majority Non-White
2021,65000,48,"San Antonio, TX",0.21012,1,race-ethnicity,Majority White
2021,66000,06,"San Diego, CA",0.22038,1,race-ethnicity,All
2021,66000,06,"San Diego, CA",0.26537,1,race-ethnicity,Majority Non-White
2021,66000,06,"San Diego, CA",0.16943,1,race-ethnicity,Majority White
2021,67000,06,"San Francisco, CA",0.12091,1,race-ethnicity,All
2021,67000,06,"San Francisco, CA",0.13335,1,race-ethnicity,Majority Non-White
2021,67000,06,"San Francisco, CA",0.09476,1,race-ethnicity,Majority White
2021,67000,53,"Spokane, WA",0.19959,1,race-ethnicity,All
2021,67000,53,"Spokane, WA",NA,3,race-ethnicity,Majority Non-White
2021,67000,53,"Spokane, WA",0.19959,1,race-ethnicity,Majority White
2021,68000,06,"San Jose, CA",0.16377,1,race-ethnicity,All
2021,68000,06,"San Jose, CA",0.17535,1,race-ethnicity,Majority Non-White
2021,68000,06,"San Jose, CA",0.12221,1,race-ethnicity,Majority White
2021,69000,06,"Santa Ana, CA",0.26239,1,race-ethnicity,All
2021,69000,06,"Santa Ana, CA",0.26239,1,race-ethnicity,Majority Non-White
2021,69000,06,"Santa Ana, CA",NA,3,race-ethnicity,Majority White
2021,70000,22,"Shreveport, LA",0.47257,1,race-ethnicity,All
2021,70000,22,"Shreveport, LA",0.56355,1,race-ethnicity,Majority Non-White
2021,70000,22,"Shreveport, LA",0.37231,1,race-ethnicity,Majority White
2021,71000,12,"Tampa, FL",0.40602,1,race-ethnicity,All
2021,71000,12,"Tampa, FL",0.46782,1,race-ethnicity,Majority Non-White
2021,71000,12,"Tampa, FL",0.2102,1,race-ethnicity,Majority White
2021,71400,32,"Sunrise Manor, NV",0.37231,1,race-ethnicity,All
2021,71400,32,"Sunrise Manor, NV",0.42692,1,race-ethnicity,Majority Non-White
2021,71400,32,"Sunrise Manor, NV",0.29075,1,race-ethnicity,Majority White
2021,71550,15,"Honolulu, HI",0.15493,1,race-ethnicity,All
2021,71550,15,"Honolulu, HI",0.15493,1,race-ethnicity,Majority Non-White
2021,71550,15,"Honolulu, HI",NA,3,race-ethnicity,Majority White
2021,73000,04,"Tempe, AZ",0.30584,1,race-ethnicity,All
2021,73000,04,"Tempe, AZ",0.36945,1,race-ethnicity,Majority Non-White
2021,73000,04,"Tempe, AZ",0.25213,1,race-ethnicity,Majority White
2021,75000,06,"Stockton, CA",0.3194,1,race-ethnicity,All
2021,75000,06,"Stockton, CA",0.31946,1,race-ethnicity,Majority Non-White
2021,75000,06,"Stockton, CA",NA,3,race-ethnicity,Majority White
2021,75000,37,"Winston-Salem, NC",0.38514,1,race-ethnicity,All
2021,75000,37,"Winston-Salem, NC",0.46321,1,race-ethnicity,Majority Non-White
2021,75000,37,"Winston-Salem, NC",0.2953,1,race-ethnicity,Majority White
2021,75000,40,"Tulsa, OK",0.37386,1,race-ethnicity,All
2021,75000,40,"Tulsa, OK",0.55809,1,race-ethnicity,Majority Non-White
2021,75000,40,"Tulsa, OK",0.30566,1,race-ethnicity,Majority White
2021,77000,04,"Tucson, AZ",0.31367,1,race-ethnicity,All
2021,77000,04,"Tucson, AZ",0.34114,1,race-ethnicity,Majority Non-White
2021,77000,04,"Tucson, AZ",0.30831,1,race-ethnicity,Majority White
2021,77000,39,"Toledo, OH",0.47957,1,race-ethnicity,All
2021,77000,39,"Toledo, OH",0.58701,1,race-ethnicity,Majority Non-White
2021,77000,39,"Toledo, OH",0.44372,1,race-ethnicity,Majority White
2021,79000,20,"Wichita, KS",0.31584,1,race-ethnicity,All
2021,79000,20,"Wichita, KS",0.39538,1,race-ethnicity,Majority Non-White
2021,79000,20,"Wichita, KS",0.30104,1,race-ethnicity,Majority White
2021,82000,51,"Virginia Beach, VA",0.29408,1,race-ethnicity,All
2021,82000,51,"Virginia Beach, VA",0.3725,1,race-ethnicity,Majority Non-White
2021,82000,51,"Virginia Beach, VA",0.27105,1,race-ethnicity,Majority White
