year,state,county,subgroup_type,subgroup,pctl_20,pctl_50,pctl_80,pctl_quality
2021,26,019,race-ethnicity,Other Races and Ethnicities,24728.34,61081.29,105312.60,2
2021,26,019,race-ethnicity,"White, Non-Hispanic",31594.08,67625.07,122045.45,2
2021,26,021,all,All,22946.79,54596.31,112971.45,1
2021,26,021,race-ethnicity,"Black, Non-Hispanic",10531.36,27802.91,55323.16,1
2021,26,021,race-ethnicity,Hispanic,22967.39,60464.04,134116.01,1
2021,26,021,race-ethnicity,Other Races and Ethnicities,29803.13,63188.16,139703.84,1
2021,26,021,race-ethnicity,"White, Non-Hispanic",26264.62,58765.13,117328.34,1
2021,26,023,all,All,27136.26,55210.91,98993.99,2
2021,26,023,race-ethnicity,"Black, Non-Hispanic",17900.14,33305.53,68663.63,3
2021,26,023,race-ethnicity,Hispanic,29331.58,66136.18,112403.88,3
2021,26,023,race-ethnicity,Other Races and Ethnicities,33699.95,49188.89,85793.00,3
2021,26,023,race-ethnicity,"White, Non-Hispanic",26976.93,55770.10,98993.99,2
2021,26,025,all,All,26327.90,58371.60,110578.79,2
2021,26,025,race-ethnicity,"Black, Non-Hispanic",17020.94,32299.39,63836.25,2
2021,26,025,race-ethnicity,Hispanic,22128.86,44705.67,112403.88,2
2021,26,025,race-ethnicity,Other Races and Ethnicities,22246.44,59027.08,106408.67,2
2021,26,025,race-ethnicity,"White, Non-Hispanic",28368.91,61469.16,115123.19,2
2021,26,027,all,All,26711.56,60128.33,118066.42,2
2021,26,027,race-ethnicity,"Black, Non-Hispanic",15242.93,38585.82,72143.65,2
2021,26,027,race-ethnicity,Hispanic,22911.52,41755.80,95624.40,2
2021,26,027,race-ethnicity,Other Races and Ethnicities,25477.87,68453.34,145325.04,2
2021,26,027,race-ethnicity,"White, Non-Hispanic",28220.02,63031.59,119809.71,2
2021,26,029,all,All,26334.48,56955.01,106795.62,2
2021,26,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,029,race-ethnicity,Hispanic,38438.91,60351.80,109192.63,3
2021,26,029,race-ethnicity,Other Races and Ethnicities,25692.02,56104.81,106174.84,2
2021,26,029,race-ethnicity,"White, Non-Hispanic",26234.14,56869.55,106795.62,2
2021,26,031,all,All,23064.16,50549.93,94753.37,2
2021,26,031,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,031,race-ethnicity,Hispanic,9477.92,52972.73,102992.79,3
2021,26,031,race-ethnicity,Other Races and Ethnicities,18105.33,43363.82,91601.19,2
2021,26,031,race-ethnicity,"White, Non-Hispanic",23286.67,50742.61,94442.92,2
2021,26,033,all,All,22536.73,52528.23,97519.98,2
2021,26,033,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,033,race-ethnicity,Hispanic,24047.88,58228.30,76516.17,3
2021,26,033,race-ethnicity,Other Races and Ethnicities,20788.02,53968.22,97951.74,2
2021,26,033,race-ethnicity,"White, Non-Hispanic",22658.41,52656.80,97843.15,2
2021,26,035,all,All,20746.79,49399.61,94663.46,2
2021,26,035,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,035,race-ethnicity,Hispanic,15950.18,44492.88,84715.17,3
2021,26,035,race-ethnicity,Other Races and Ethnicities,18945.78,52867.09,97691.98,2
2021,26,035,race-ethnicity,"White, Non-Hispanic",21062.72,49497.50,94777.22,2
2021,26,037,all,All,35806.83,74434.63,131880.28,2
2021,26,037,race-ethnicity,"Black, Non-Hispanic",16560.08,49745.52,96345.60,3
2021,26,037,race-ethnicity,Hispanic,18582.22,67225.06,111129.23,2
2021,26,037,race-ethnicity,Other Races and Ethnicities,34311.66,73719.53,118356.63,2
2021,26,037,race-ethnicity,"White, Non-Hispanic",36859.26,76516.17,134302.61,2
2021,26,039,all,All,23064.16,50549.93,94753.37,2
2021,26,039,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,039,race-ethnicity,Hispanic,9477.92,52972.73,102992.79,3
2021,26,039,race-ethnicity,Other Races and Ethnicities,18105.33,43363.82,91601.19,2
2021,26,039,race-ethnicity,"White, Non-Hispanic",23286.67,50742.61,94442.92,2
2021,26,041,all,All,22536.73,52528.23,97519.98,2
2021,26,041,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,041,race-ethnicity,Hispanic,24047.88,58228.30,80469.40,3
2021,26,041,race-ethnicity,Other Races and Ethnicities,20788.02,53968.22,97951.74,2
2021,26,041,race-ethnicity,"White, Non-Hispanic",22658.41,52656.80,97843.15,2
2021,26,043,all,All,22352.33,52417.00,100257.71,2
2021,26,043,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,043,race-ethnicity,Hispanic,22627.51,38258.59,102374.84,3
2021,26,043,race-ethnicity,Other Races and Ethnicities,16057.26,50074.34,91621.94,2
2021,26,043,race-ethnicity,"White, Non-Hispanic",22557.86,52938.29,100587.01,2
2021,26,045,all,All,35806.83,74434.63,131880.28,2
2021,26,045,race-ethnicity,"Black, Non-Hispanic",16560.08,49745.52,96345.60,3
2021,26,045,race-ethnicity,Hispanic,18582.22,67225.06,111129.23,2
2021,26,045,race-ethnicity,Other Races and Ethnicities,34311.66,73719.53,118356.63,2
2021,26,045,race-ethnicity,"White, Non-Hispanic",36859.26,76516.17,134302.61,2
2021,26,047,all,All,26334.48,56955.01,106795.62,2
2021,26,047,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,047,race-ethnicity,Hispanic,38438.91,60351.80,109192.63,3
2021,26,047,race-ethnicity,Other Races and Ethnicities,25692.02,56104.81,106174.84,2
2021,26,047,race-ethnicity,"White, Non-Hispanic",26234.14,56869.55,106795.62,2
2021,26,049,all,All,23291.72,53463.56,103843.45,1
2021,26,049,race-ethnicity,"Black, Non-Hispanic",13444.81,36047.47,71374.01,1
2021,26,049,race-ethnicity,Hispanic,22658.41,46758.76,84566.82,1
2021,26,049,race-ethnicity,Other Races and Ethnicities,16378.49,54174.21,103147.28,1
2021,26,049,race-ethnicity,"White, Non-Hispanic",26327.90,59206.83,111539.20,1
2021,26,051,all,All,21062.72,46758.73,84939.87,2
2021,26,051,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,051,race-ethnicity,Hispanic,24265.10,48172.80,86818.93,3
2021,26,051,race-ethnicity,Other Races and Ethnicities,17611.76,34859.03,109309.11,2
2021,26,051,race-ethnicity,"White, Non-Hispanic",21088.79,46893.22,84570.34,2
2021,26,053,all,All,22352.33,52417.00,100257.71,2
2021,26,053,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,053,race-ethnicity,Hispanic,22627.51,38258.59,102374.84,3
2021,26,053,race-ethnicity,Other Races and Ethnicities,16057.26,50074.34,91621.94,2
2021,26,053,race-ethnicity,"White, Non-Hispanic",22557.86,52938.29,100587.01,2
2021,26,055,all,All,31309.81,67399.90,120501.57,2
2021,26,055,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,055,race-ethnicity,Hispanic,32133.75,59734.92,98378.81,3
2021,26,055,race-ethnicity,Other Races and Ethnicities,24728.34,61081.29,105312.60,2
2021,26,055,race-ethnicity,"White, Non-Hispanic",31594.08,67625.07,122045.45,2
2021,26,057,all,All,20746.79,49399.61,94663.46,2
2021,26,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,057,race-ethnicity,Hispanic,15950.18,44492.88,84715.17,3
2021,26,057,race-ethnicity,Other Races and Ethnicities,18945.78,52867.09,97691.98,2
2021,26,057,race-ethnicity,"White, Non-Hispanic",21062.72,49497.50,94777.22,2
2021,26,059,all,All,27327.27,56236.68,107833.46,2
2021,26,059,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,059,race-ethnicity,Hispanic,21834.47,43705.10,68453.34,2
2021,26,059,race-ethnicity,Other Races and Ethnicities,29171.27,48708.18,112052.80,2
2021,26,059,race-ethnicity,"White, Non-Hispanic",27605.45,58659.49,109415.70,2
2021,26,061,all,All,22352.33,52417.00,100257.71,2
2021,26,061,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,061,race-ethnicity,Hispanic,22627.51,38258.59,102374.84,3
2021,26,061,race-ethnicity,Other Races and Ethnicities,16057.26,50074.34,91621.94,2
2021,26,061,race-ethnicity,"White, Non-Hispanic",22557.86,52938.29,100587.01,2
2021,26,063,all,All,23688.34,52240.65,97394.08,2
2021,26,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,063,race-ethnicity,Hispanic,16057.26,46214.37,89633.75,2
2021,26,063,race-ethnicity,Other Races and Ethnicities,17994.10,51385.06,99731.50,2
2021,26,063,race-ethnicity,"White, Non-Hispanic",23926.29,52358.87,97680.85,2
2021,26,065,all,All,23551.53,58117.07,113688.78,1
2021,26,065,race-ethnicity,"Black, Non-Hispanic",20564.55,47102.05,84250.89,1
2021,26,065,race-ethnicity,Hispanic,16057.26,47376.68,84168.09,1
2021,26,065,race-ethnicity,Other Races and Ethnicities,15843.11,46940.40,99800.02,1
2021,26,065,race-ethnicity,"White, Non-Hispanic",25906.17,62871.42,122939.34,1
2021,26,067,all,All,25146.24,56843.88,100027.82,2
2021,26,067,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,067,race-ethnicity,Hispanic,32792.93,62852.53,129534.64,3
2021,26,067,race-ethnicity,Other Races and Ethnicities,17817.33,41712.08,91621.94,2
2021,26,067,race-ethnicity,"White, Non-Hispanic",25692.02,57263.99,100346.24,2
2021,26,069,all,All,21062.72,46758.73,84939.87,2
2021,26,069,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,069,race-ethnicity,Hispanic,24265.10,48172.80,86818.93,3
2021,26,069,race-ethnicity,Other Races and Ethnicities,17611.76,34859.03,109309.11,2
2021,26,069,race-ethnicity,"White, Non-Hispanic",21088.79,46893.22,84570.34,2
2021,26,071,all,All,22352.33,52417.00,100257.71,2
2021,26,071,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,071,race-ethnicity,Hispanic,22627.51,38258.59,102374.84,3
2021,26,071,race-ethnicity,Other Races and Ethnicities,16057.26,50074.34,91621.94,2
2021,26,071,race-ethnicity,"White, Non-Hispanic",22557.86,52938.29,100587.01,2
2021,26,073,all,All,20746.79,49399.61,94663.46,2
2021,26,073,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,073,race-ethnicity,Hispanic,15950.18,44492.88,84715.17,3
2021,26,073,race-ethnicity,Other Races and Ethnicities,18945.78,52867.09,97691.98,2
2021,26,073,race-ethnicity,"White, Non-Hispanic",21062.72,49497.50,94777.22,2
2021,26,075,all,All,24252.35,56840.82,107051.12,1
2021,26,075,race-ethnicity,"Black, Non-Hispanic",10170.53,27833.53,60666.27,1
2021,26,075,race-ethnicity,Hispanic,15796.53,29952.42,52561.88,3
2021,26,075,race-ethnicity,Other Races and Ethnicities,17903.41,60339.04,103610.75,3
2021,26,075,race-ethnicity,"White, Non-Hispanic",26999.03,60351.80,110262.37,1
2021,26,077,all,All,26475.80,60456.77,126375.33,1
2021,26,077,race-ethnicity,"Black, Non-Hispanic",10482.51,30830.63,61795.67,1
2021,26,077,race-ethnicity,Hispanic,37200.60,55616.11,105052.65,1
2021,26,077,race-ethnicity,Other Races and Ethnicities,17556.32,56998.70,147438.05,1
2021,26,077,race-ethnicity,"White, Non-Hispanic",30857.44,66577.65,131769.04,1
2021,26,079,all,All,26334.48,56955.01,106795.62,2
2021,26,079,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,079,race-ethnicity,Hispanic,38438.91,60351.80,109192.63,3
2021,26,079,race-ethnicity,Other Races and Ethnicities,25692.02,56104.81,106174.84,2
2021,26,079,race-ethnicity,"White, Non-Hispanic",26234.14,56869.55,106795.62,2
2021,26,081,all,All,31740.21,69101.99,128741.00,1
2021,26,081,race-ethnicity,"Black, Non-Hispanic",14210.71,39116.83,80288.34,1
2021,26,081,race-ethnicity,Hispanic,24512.28,53561.42,101876.02,1
2021,26,081,race-ethnicity,Other Races and Ethnicities,25801.68,58878.32,107693.15,1
2021,26,081,race-ethnicity,"White, Non-Hispanic",36304.96,75193.53,136906.69,1
2021,26,083,all,All,22352.33,52417.00,100257.71,2
2021,26,083,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,083,race-ethnicity,Hispanic,22627.51,38258.59,102374.84,3
2021,26,083,race-ethnicity,Other Races and Ethnicities,16057.26,50074.34,91621.94,2
2021,26,083,race-ethnicity,"White, Non-Hispanic",22557.86,52938.29,100587.01,2
2021,26,085,all,All,23800.45,53525.56,96361.90,2
2021,26,085,race-ethnicity,"Black, Non-Hispanic",10058.29,28047.68,50404.73,3
2021,26,085,race-ethnicity,Hispanic,27327.27,61469.16,89410.34,2
2021,26,085,race-ethnicity,Other Races and Ethnicities,16849.97,46413.01,89706.72,2
2021,26,085,race-ethnicity,"White, Non-Hispanic",24252.35,53525.56,97951.74,2
2021,26,087,all,All,31044.78,68513.08,126681.14,2
2021,26,087,race-ethnicity,"Black, Non-Hispanic",33305.53,82085.26,131830.78,3
2021,26,087,race-ethnicity,Hispanic,30540.64,57278.47,117205.80,3
2021,26,087,race-ethnicity,Other Races and Ethnicities,25542.21,76562.93,146661.74,2
2021,26,087,race-ethnicity,"White, Non-Hispanic",30937.71,68834.31,126375.33,2
2021,26,089,all,All,31309.81,67399.90,120501.57,2
2021,26,089,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,089,race-ethnicity,Hispanic,32133.75,59734.92,98378.81,3
2021,26,089,race-ethnicity,Other Races and Ethnicities,24728.34,61081.29,105312.60,2
2021,26,089,race-ethnicity,"White, Non-Hispanic",31594.08,67625.07,122045.45,2
2021,26,091,all,All,27327.27,56236.68,107833.46,2
2021,26,091,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,091,race-ethnicity,Hispanic,21834.47,43705.10,68453.34,2
2021,26,091,race-ethnicity,Other Races and Ethnicities,29171.27,48708.18,112052.80,2
2021,26,091,race-ethnicity,"White, Non-Hispanic",27605.45,58659.49,109415.70,2
2021,26,093,all,All,43676.64,89516.07,163841.47,1
2021,26,093,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,093,race-ethnicity,Hispanic,34979.20,78068.54,136980.42,3
2021,26,093,race-ethnicity,Other Races and Ethnicities,42125.44,97095.13,191114.72,1
2021,26,093,race-ethnicity,"White, Non-Hispanic",43783.72,89603.73,163963.67,1
2021,26,095,all,All,22536.73,52528.23,97519.98,2
2021,26,095,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,095,race-ethnicity,Hispanic,24047.88,58228.30,76516.17,3
2021,26,095,race-ethnicity,Other Races and Ethnicities,20788.02,53968.22,97951.74,2
2021,26,095,race-ethnicity,"White, Non-Hispanic",22658.41,52656.80,97843.15,2
2021,26,097,all,All,22536.73,52528.23,97519.98,2
2021,26,097,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,097,race-ethnicity,Hispanic,24047.88,58228.30,80469.40,3
2021,26,097,race-ethnicity,Other Races and Ethnicities,20788.02,53968.22,97951.74,2
2021,26,097,race-ethnicity,"White, Non-Hispanic",22658.41,52656.80,97843.15,2
2021,26,099,all,All,30592.96,67443.89,128741.00,1
2021,26,099,race-ethnicity,"Black, Non-Hispanic",22003.45,49243.55,96116.54,1
2021,26,099,race-ethnicity,Hispanic,31590.39,65083.75,128461.14,1
2021,26,099,race-ethnicity,Other Races and Ethnicities,37077.40,73719.53,136906.69,1
2021,26,099,race-ethnicity,"White, Non-Hispanic",31927.76,69739.57,133492.68,1
2021,26,101,all,All,31309.81,67399.90,120501.57,2
2021,26,101,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,101,race-ethnicity,Hispanic,32133.75,59734.92,98378.81,3
2021,26,101,race-ethnicity,Other Races and Ethnicities,24728.34,61081.29,105312.60,2
2021,26,101,race-ethnicity,"White, Non-Hispanic",31594.08,67625.07,122045.45,2
2021,26,103,all,All,22352.33,52417.00,100257.71,2
2021,26,103,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,103,race-ethnicity,Hispanic,22627.51,38258.59,102374.84,3
2021,26,103,race-ethnicity,Other Races and Ethnicities,16057.26,50074.34,91621.94,2
2021,26,103,race-ethnicity,"White, Non-Hispanic",22557.86,52938.29,100587.01,2
2021,26,105,all,All,23800.45,53525.56,96361.90,2
2021,26,105,race-ethnicity,"Black, Non-Hispanic",10058.29,28047.68,50404.73,3
2021,26,105,race-ethnicity,Hispanic,27327.27,61469.16,89410.34,2
2021,26,105,race-ethnicity,Other Races and Ethnicities,16849.97,46413.01,89706.72,2
2021,26,105,race-ethnicity,"White, Non-Hispanic",24252.35,53525.56,97951.74,2
2021,26,107,all,All,25146.24,56843.88,100027.82,2
2021,26,107,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,107,race-ethnicity,Hispanic,32792.93,62852.53,129534.64,3
2021,26,107,race-ethnicity,Other Races and Ethnicities,17817.33,41712.08,91621.94,2
2021,26,107,race-ethnicity,"White, Non-Hispanic",25692.02,57263.99,100346.24,2
2021,26,109,all,All,22536.73,52528.23,97519.98,2
2021,26,109,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,109,race-ethnicity,Hispanic,24047.88,58228.30,80469.40,3
2021,26,109,race-ethnicity,Other Races and Ethnicities,20788.02,53968.22,97951.74,2
2021,26,109,race-ethnicity,"White, Non-Hispanic",22658.41,52656.80,97843.15,2
2021,26,111,all,All,24832.76,58499.91,117634.91,2
2021,26,111,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,111,race-ethnicity,Hispanic,18999.23,55638.27,111333.13,3
2021,26,111,race-ethnicity,Other Races and Ethnicities,16764.50,65188.39,123591.35,2
2021,26,111,race-ethnicity,"White, Non-Hispanic",25258.49,58705.89,116961.03,2
2021,26,113,all,All,26334.48,56955.01,106795.62,2
2021,26,113,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,113,race-ethnicity,Hispanic,38438.91,60351.80,109192.63,3
2021,26,113,race-ethnicity,Other Races and Ethnicities,25692.02,56104.81,106174.84,2
2021,26,113,race-ethnicity,"White, Non-Hispanic",26234.14,56869.55,106795.62,2
2021,26,115,all,All,29185.29,67975.24,128461.14,1
2021,26,115,race-ethnicity,"Black, Non-Hispanic",10351.96,26433.54,70033.00,3
2021,26,115,race-ethnicity,Hispanic,24922.18,63399.61,131780.48,3
2021,26,115,race-ethnicity,Other Races and Ethnicities,25439.22,87131.90,149339.55,3
2021,26,115,race-ethnicity,"White, Non-Hispanic",30073.89,68696.19,127711.07,1
2021,26,117,all,All,25146.24,56843.88,100027.82,2
2021,26,117,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,117,race-ethnicity,Hispanic,32792.93,62852.53,129534.64,3
2021,26,117,race-ethnicity,Other Races and Ethnicities,17817.33,41712.08,91621.94,2
2021,26,117,race-ethnicity,"White, Non-Hispanic",25692.02,57263.99,100346.24,2
2021,26,119,all,All,23064.16,50549.93,94753.37,2
2021,26,119,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,119,race-ethnicity,Hispanic,9477.92,52972.73,102992.79,3
2021,26,119,race-ethnicity,Other Races and Ethnicities,18105.33,43363.82,91601.19,2
2021,26,119,race-ethnicity,"White, Non-Hispanic",23286.67,50742.61,94442.92,2
2021,26,121,all,All,25485.75,55993.57,102992.79,1
2021,26,121,race-ethnicity,"Black, Non-Hispanic",12570.50,29538.85,67975.24,1
2021,26,121,race-ethnicity,Hispanic,21694.58,56869.55,100490.18,3
2021,26,121,race-ethnicity,Other Races and Ethnicities,26452.97,49407.72,75287.73,3
2021,26,121,race-ethnicity,"White, Non-Hispanic",29974.03,60147.79,108215.98,1
2021,26,123,all,All,23800.45,53525.56,96361.90,2
2021,26,123,race-ethnicity,"Black, Non-Hispanic",10058.29,28047.68,50404.73,3
2021,26,123,race-ethnicity,Hispanic,27327.27,61469.16,89410.34,2
2021,26,123,race-ethnicity,Other Races and Ethnicities,16849.97,46413.01,89706.72,2
2021,26,123,race-ethnicity,"White, Non-Hispanic",24252.35,53525.56,97951.74,2
2021,26,125,all,All,36618.39,85641.10,168908.19,1
2021,26,125,race-ethnicity,"Black, Non-Hispanic",24748.24,54763.97,109525.35,1
2021,26,125,race-ethnicity,Hispanic,30348.79,73021.89,134920.56,1
2021,26,125,race-ethnicity,Other Races and Ethnicities,54709.26,109309.1,190536.67,1
2021,26,125,race-ethnicity,"White, Non-Hispanic",38893.36,90118.69,178775.46,1
2021,26,127,all,All,23800.45,53525.56,96361.90,2
2021,26,127,race-ethnicity,"Black, Non-Hispanic",10058.29,28047.68,50404.73,3
2021,26,127,race-ethnicity,Hispanic,27327.27,61469.16,89410.34,2
2021,26,127,race-ethnicity,Other Races and Ethnicities,16849.97,46413.01,89706.72,2
2021,26,127,race-ethnicity,"White, Non-Hispanic",24252.35,53525.56,97951.74,2
2021,26,129,all,All,21062.72,46758.73,84939.87,2
2021,26,129,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,129,race-ethnicity,Hispanic,24265.10,48172.80,86818.93,3
2021,26,129,race-ethnicity,Other Races and Ethnicities,17611.76,34859.03,109309.11,2
2021,26,129,race-ethnicity,"White, Non-Hispanic",21088.79,46893.22,84570.34,2
2021,26,131,all,All,22352.33,52417.00,100257.71,2
2021,26,131,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,131,race-ethnicity,Hispanic,22627.51,38258.59,102374.84,3
2021,26,131,race-ethnicity,Other Races and Ethnicities,16057.26,50074.34,91621.94,2
2021,26,131,race-ethnicity,"White, Non-Hispanic",22557.86,52938.29,100587.01,2
2021,26,133,all,All,25146.24,56843.88,100027.82,2
2021,26,133,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,133,race-ethnicity,Hispanic,32792.93,62852.53,129534.64,3
2021,26,133,race-ethnicity,Other Races and Ethnicities,17817.33,41712.08,91621.94,2
2021,26,133,race-ethnicity,"White, Non-Hispanic",25692.02,57263.99,100346.24,2
2021,26,135,all,All,23064.16,50549.93,94753.37,2
2021,26,135,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,135,race-ethnicity,Hispanic,9477.92,52972.73,102992.79,3
2021,26,135,race-ethnicity,Other Races and Ethnicities,18105.33,43363.82,91601.19,2
2021,26,135,race-ethnicity,"White, Non-Hispanic",23286.67,50742.61,94442.92,2
2021,26,137,all,All,23064.16,50549.93,94753.37,2
2021,26,137,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,137,race-ethnicity,Hispanic,9477.92,52972.73,102992.79,3
2021,26,137,race-ethnicity,Other Races and Ethnicities,18105.33,43363.82,91601.19,2
2021,26,137,race-ethnicity,"White, Non-Hispanic",23286.67,50742.61,94442.92,2
2021,26,139,all,All,38228.63,76079.53,136906.69,1
2021,26,139,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,139,race-ethnicity,Hispanic,28154.76,58975.42,120240.43,1
2021,26,139,race-ethnicity,Other Races and Ethnicities,38335.18,71051.53,140066.00,1
2021,26,139,race-ethnicity,"White, Non-Hispanic",39116.83,78256.92,139256.90,1
2021,26,141,all,All,23064.16,50549.93,94753.37,2
2021,26,141,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,141,race-ethnicity,Hispanic,9477.92,52972.73,102992.79,3
2021,26,141,race-ethnicity,Other Races and Ethnicities,18105.33,43363.82,91601.19,2
2021,26,141,race-ethnicity,"White, Non-Hispanic",23286.67,50742.61,94442.92,2
2021,26,143,all,All,21062.72,46758.73,84939.87,2
2021,26,143,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,143,race-ethnicity,Hispanic,24265.10,48172.80,86818.93,3
2021,26,143,race-ethnicity,Other Races and Ethnicities,17611.76,34859.03,109309.11,2
2021,26,143,race-ethnicity,"White, Non-Hispanic",21088.79,46893.22,84570.34,2
2021,26,145,all,All,22694.92,52249.46,106174.84,1
2021,26,145,race-ethnicity,"Black, Non-Hispanic",10505.26,32115.53,70653.58,1
2021,26,145,race-ethnicity,Hispanic,27327.27,48921.57,98378.81,1
2021,26,145,race-ethnicity,Other Races and Ethnicities,22694.92,58117.07,161777.40,3
2021,26,145,race-ethnicity,"White, Non-Hispanic",26822.79,57290.12,113292.07,1
2021,26,147,all,All,28904.28,62903.74,120967.89,1
2021,26,147,race-ethnicity,"Black, Non-Hispanic",20804.54,43283.52,86792.01,3
2021,26,147,race-ethnicity,Hispanic,26599.32,49517.14,101657.19,3
2021,26,147,race-ethnicity,Other Races and Ethnicities,16066.87,38966.13,88540.62,3
2021,26,147,race-ethnicity,"White, Non-Hispanic",29867.91,64241.18,122163.59,1
2021,26,149,all,All,27136.26,55210.91,98993.99,2
2021,26,149,race-ethnicity,"Black, Non-Hispanic",17900.14,33305.53,68663.63,3
2021,26,149,race-ethnicity,Hispanic,29331.58,66136.18,112403.88,3
2021,26,149,race-ethnicity,Other Races and Ethnicities,33699.95,49188.89,85793.00,3
2021,26,149,race-ethnicity,"White, Non-Hispanic",26976.93,55770.10,98993.99,2
2021,26,151,all,All,23688.34,52240.65,97394.08,2
2021,26,151,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,151,race-ethnicity,Hispanic,16057.26,46214.37,89633.75,2
2021,26,151,race-ethnicity,Other Races and Ethnicities,17994.10,51385.06,99731.50,2
2021,26,151,race-ethnicity,"White, Non-Hispanic",23926.29,52358.87,97680.85,2
2021,26,153,all,All,22536.73,52528.23,97519.98,2
2021,26,153,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,153,race-ethnicity,Hispanic,24047.88,58228.30,76516.17,3
2021,26,153,race-ethnicity,Other Races and Ethnicities,20788.02,53968.22,97951.74,2
2021,26,153,race-ethnicity,"White, Non-Hispanic",22658.41,52656.80,97843.15,2
2021,26,155,all,All,31594.08,66679.00,120967.89,2
2021,26,155,race-ethnicity,"Black, Non-Hispanic",17128.01,74978.75,135955.41,3
2021,26,155,race-ethnicity,Hispanic,26643.83,51496.39,81034.73,3
2021,26,155,race-ethnicity,Other Races and Ethnicities,32329.69,75998.94,124795.67,3
2021,26,155,race-ethnicity,"White, Non-Hispanic",32115.53,66979.33,121215.80,2
2021,26,157,all,All,23688.34,52240.65,97394.08,2
2021,26,157,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,157,race-ethnicity,Hispanic,16057.26,46214.37,89633.75,2
2021,26,157,race-ethnicity,Other Races and Ethnicities,17994.10,51385.06,99731.50,2
2021,26,157,race-ethnicity,"White, Non-Hispanic",23926.29,52358.87,97680.85,2
2021,26,159,all,All,26711.56,60128.33,118066.42,2
2021,26,159,race-ethnicity,"Black, Non-Hispanic",15242.93,38585.82,72143.65,2
2021,26,159,race-ethnicity,Hispanic,22911.52,41197.11,95624.40,2
2021,26,159,race-ethnicity,Other Races and Ethnicities,25477.87,68453.34,145325.04,2
2021,26,159,race-ethnicity,"White, Non-Hispanic",28220.02,63031.59,119809.71,2
2021,26,161,all,All,31594.08,78142.56,164291.92,1
2021,26,161,race-ethnicity,"Black, Non-Hispanic",18535.27,49993.08,102683.82,1
2021,26,161,race-ethnicity,Hispanic,26469.14,65381.45,123591.35,1
2021,26,161,race-ethnicity,Other Races and Ethnicities,28014.04,76188.94,189997.35,1
2021,26,161,race-ethnicity,"White, Non-Hispanic",35525.25,84250.89,172785.90,1
