year,state,county,subgroup_type,subgroup,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,share_in_preschool_quality
2021,16,053,race-ethnicity,"White, Non-Hispanic",0.31290,0.39518,0.23062,2
2021,16,055,all,All,0.51968,0.57375,0.46561,1
2021,16,055,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,055,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,055,race-ethnicity,Other Races and Ethnicities,0.67636,0.82712,0.52561,3
2021,16,055,race-ethnicity,"White, Non-Hispanic",0.47955,0.53970,0.41940,1
2021,16,057,all,All,0.31799,0.38369,0.25228,2
2021,16,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,057,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,057,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,057,race-ethnicity,"White, Non-Hispanic",0.30158,0.37502,0.22813,2
2021,16,059,all,All,0.42977,0.50770,0.35183,2
2021,16,059,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,059,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,059,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,059,race-ethnicity,"White, Non-Hispanic",0.40433,0.48711,0.32154,2
2021,16,061,all,All,0.42977,0.50770,0.35183,2
2021,16,061,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,061,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,061,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,061,race-ethnicity,"White, Non-Hispanic",0.40433,0.48711,0.32154,2
2021,16,063,all,All,0.33579,0.40440,0.26718,2
2021,16,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,063,race-ethnicity,Hispanic,0.36233,0.49831,0.22634,3
2021,16,063,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,063,race-ethnicity,"White, Non-Hispanic",0.31290,0.39518,0.23062,2
2021,16,065,all,All,0.32631,0.38466,0.26795,2
2021,16,065,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,065,race-ethnicity,Hispanic,0.27147,0.41674,0.12619,3
2021,16,065,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,065,race-ethnicity,"White, Non-Hispanic",0.34283,0.40796,0.27769,2
2021,16,067,all,All,0.33579,0.40440,0.26718,2
2021,16,067,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,067,race-ethnicity,Hispanic,0.36233,0.49831,0.22634,3
2021,16,067,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,067,race-ethnicity,"White, Non-Hispanic",0.31290,0.39518,0.23062,2
2021,16,069,all,All,0.42977,0.50770,0.35183,2
2021,16,069,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,069,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,069,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,069,race-ethnicity,"White, Non-Hispanic",0.40433,0.48711,0.32154,2
2021,16,071,all,All,0.27678,0.33833,0.21524,2
2021,16,071,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,071,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,071,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,071,race-ethnicity,"White, Non-Hispanic",0.23277,0.29630,0.16924,2
2021,16,073,all,All,0.26958,0.34500,0.19416,2
2021,16,073,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,073,race-ethnicity,Hispanic,0.14772,0.24810,0.04734,3
2021,16,073,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,073,race-ethnicity,"White, Non-Hispanic",0.37181,0.47838,0.26523,3
2021,16,075,all,All,0.31184,0.39147,0.23220,2
2021,16,075,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,075,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,075,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,075,race-ethnicity,"White, Non-Hispanic",0.35244,0.44801,0.25688,3
2021,16,077,all,All,0.27678,0.33833,0.21524,2
2021,16,077,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,077,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,077,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,077,race-ethnicity,"White, Non-Hispanic",0.23277,0.29630,0.16924,2
2021,16,079,all,All,0.31799,0.38369,0.25228,2
2021,16,079,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,079,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,079,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,079,race-ethnicity,"White, Non-Hispanic",0.30158,0.37502,0.22813,2
2021,16,081,all,All,0.32631,0.38466,0.26795,2
2021,16,081,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,081,race-ethnicity,Hispanic,0.27147,0.41674,0.12619,3
2021,16,081,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,081,race-ethnicity,"White, Non-Hispanic",0.34283,0.40796,0.27769,2
2021,16,083,all,All,0.35251,0.42821,0.27681,1
2021,16,083,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,083,race-ethnicity,Hispanic,0.38865,0.55014,0.22716,3
2021,16,083,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,083,race-ethnicity,"White, Non-Hispanic",0.32529,0.41406,0.23652,1
2021,16,085,all,All,0.42977,0.50770,0.35183,2
2021,16,085,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,085,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,085,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,085,race-ethnicity,"White, Non-Hispanic",0.40433,0.48711,0.32154,2
2021,16,087,all,All,0.31184,0.39147,0.23220,2
2021,16,087,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,16,087,race-ethnicity,Hispanic,NA,NA,NA,3
2021,16,087,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,16,087,race-ethnicity,"White, Non-Hispanic",0.35244,0.44801,0.25688,3
2021,17,001,all,All,0.39982,0.47719,0.32246,2
2021,17,001,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,001,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,001,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,001,race-ethnicity,"White, Non-Hispanic",0.43198,0.51317,0.35079,2
2021,17,003,all,All,0.53060,0.59700,0.46420,2
2021,17,003,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,003,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,003,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,003,race-ethnicity,"White, Non-Hispanic",0.54259,0.61381,0.47138,2
2021,17,005,all,All,0.50673,0.56895,0.44450,2
2021,17,005,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,005,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,005,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,005,race-ethnicity,"White, Non-Hispanic",0.51682,0.58058,0.45306,2
2021,17,007,all,All,0.33437,0.42294,0.24580,2
2021,17,007,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,007,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,007,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,007,race-ethnicity,"White, Non-Hispanic",0.39630,0.50556,0.28705,3
2021,17,009,all,All,0.39982,0.47719,0.32246,2
2021,17,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,009,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,009,race-ethnicity,"White, Non-Hispanic",0.43198,0.51317,0.35079,2
2021,17,011,all,All,0.51231,0.57390,0.45072,2
2021,17,011,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,011,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,011,race-ethnicity,"White, Non-Hispanic",0.50523,0.57206,0.43839,2
2021,17,013,all,All,0.61344,0.68215,0.54474,2
2021,17,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,013,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,013,race-ethnicity,"White, Non-Hispanic",0.61125,0.68226,0.54023,2
2021,17,015,all,All,0.52031,0.59211,0.44851,2
2021,17,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,015,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,015,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,015,race-ethnicity,"White, Non-Hispanic",0.49691,0.57614,0.41768,2
2021,17,017,all,All,0.61344,0.68215,0.54474,2
2021,17,017,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,017,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,017,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,017,race-ethnicity,"White, Non-Hispanic",0.61125,0.68226,0.54023,2
2021,17,019,all,All,0.54895,0.61791,0.47999,1
2021,17,019,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,019,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,019,race-ethnicity,Other Races and Ethnicities,0.49056,0.66654,0.31458,3
2021,17,019,race-ethnicity,"White, Non-Hispanic",0.57598,0.66093,0.49102,1
2021,17,021,all,All,0.61727,0.68092,0.55362,2
2021,17,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,021,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,021,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,021,race-ethnicity,"White, Non-Hispanic",0.57247,0.64052,0.50441,2
2021,17,023,all,All,0.49999,0.57796,0.42203,2
2021,17,023,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,023,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,023,race-ethnicity,"White, Non-Hispanic",0.49751,0.57806,0.41696,2
2021,17,025,all,All,0.49999,0.57796,0.42203,2
2021,17,025,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,025,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,025,race-ethnicity,"White, Non-Hispanic",0.49751,0.57806,0.41696,2
2021,17,027,all,All,0.50673,0.56895,0.44450,2
2021,17,027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,027,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,027,race-ethnicity,"White, Non-Hispanic",0.51682,0.58058,0.45306,2
2021,17,029,all,All,0.46974,0.55457,0.38492,2
2021,17,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,029,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,029,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,029,race-ethnicity,"White, Non-Hispanic",0.49136,0.58119,0.40154,2
2021,17,031,all,All,0.51299,0.52838,0.49760,1
2021,17,031,race-ethnicity,"Black, Non-Hispanic",0.51428,0.55160,0.47696,1
2021,17,031,race-ethnicity,Hispanic,0.41354,0.44192,0.38516,1
2021,17,031,race-ethnicity,Other Races and Ethnicities,0.54754,0.58730,0.50777,1
2021,17,031,race-ethnicity,"White, Non-Hispanic",0.60075,0.62471,0.57679,1
2021,17,033,all,All,0.50000,0.57796,0.42203,2
2021,17,033,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,033,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,033,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,033,race-ethnicity,"White, Non-Hispanic",0.49751,0.57806,0.41696,2
2021,17,035,all,All,0.46974,0.55457,0.38492,2
2021,17,035,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,035,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,035,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,035,race-ethnicity,"White, Non-Hispanic",0.49136,0.58119,0.40154,2
2021,17,037,all,All,0.46413,0.55191,0.37635,1
2021,17,037,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,037,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,037,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,037,race-ethnicity,"White, Non-Hispanic",0.46936,0.57079,0.36793,3
2021,17,039,all,All,0.61727,0.68092,0.55362,2
2021,17,039,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,039,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,039,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,039,race-ethnicity,"White, Non-Hispanic",0.57247,0.64052,0.50441,2
2021,17,041,all,All,0.46974,0.55457,0.38492,2
2021,17,041,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,041,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,041,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,041,race-ethnicity,"White, Non-Hispanic",0.49136,0.58119,0.40154,2
2021,17,043,all,All,0.55396,0.58500,0.52292,1
2021,17,043,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,043,race-ethnicity,Hispanic,0.49733,0.58015,0.41450,1
2021,17,043,race-ethnicity,Other Races and Ethnicities,0.57082,0.63744,0.50419,1
2021,17,043,race-ethnicity,"White, Non-Hispanic",0.58210,0.62131,0.54290,1
2021,17,045,all,All,0.46974,0.55457,0.38492,2
2021,17,045,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,045,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,045,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,045,race-ethnicity,"White, Non-Hispanic",0.49136,0.58119,0.40154,2
2021,17,047,all,All,0.53060,0.59700,0.46420,2
2021,17,047,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,047,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,047,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,047,race-ethnicity,"White, Non-Hispanic",0.54259,0.61381,0.47138,2
2021,17,049,all,All,0.50673,0.56895,0.44450,2
2021,17,049,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,049,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,049,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,049,race-ethnicity,"White, Non-Hispanic",0.51682,0.58058,0.45306,2
2021,17,051,all,All,0.50673,0.56895,0.44450,2
2021,17,051,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,051,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,051,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,051,race-ethnicity,"White, Non-Hispanic",0.51682,0.58058,0.45306,2
2021,17,053,all,All,0.42874,0.48960,0.36788,2
2021,17,053,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,053,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,053,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,053,race-ethnicity,"White, Non-Hispanic",0.40137,0.46896,0.33377,2
2021,17,055,all,All,0.50154,0.56519,0.43788,2
2021,17,055,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,055,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,055,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,055,race-ethnicity,"White, Non-Hispanic",0.49887,0.56923,0.42851,2
2021,17,057,all,All,0.56809,0.62560,0.51058,2
2021,17,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,057,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,057,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,057,race-ethnicity,"White, Non-Hispanic",0.56666,0.62784,0.50548,2
2021,17,059,all,All,0.53060,0.59700,0.46420,2
2021,17,059,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,059,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,059,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,059,race-ethnicity,"White, Non-Hispanic",0.54259,0.61381,0.47138,2
2021,17,061,all,All,0.61344,0.68215,0.54474,2
2021,17,061,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,061,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,061,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,061,race-ethnicity,"White, Non-Hispanic",0.61125,0.68226,0.54023,2
2021,17,063,all,All,0.54648,0.62386,0.46910,2
2021,17,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,063,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,063,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,063,race-ethnicity,"White, Non-Hispanic",0.63192,0.71821,0.54563,2
2021,17,065,all,All,0.53060,0.59700,0.46420,2
2021,17,065,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,065,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,065,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,065,race-ethnicity,"White, Non-Hispanic",0.54259,0.61381,0.47138,2
2021,17,067,all,All,0.56809,0.62560,0.51058,2
2021,17,067,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,067,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,067,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,067,race-ethnicity,"White, Non-Hispanic",0.56666,0.62784,0.50548,2
2021,17,069,all,All,0.53060,0.59700,0.46420,2
2021,17,069,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,069,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,069,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,069,race-ethnicity,"White, Non-Hispanic",0.54259,0.61381,0.47138,2
2021,17,071,all,All,0.56809,0.62560,0.51058,2
2021,17,071,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,071,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,071,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,071,race-ethnicity,"White, Non-Hispanic",0.56666,0.62784,0.50548,2
2021,17,073,all,All,0.56809,0.62560,0.51058,2
2021,17,073,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,073,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,073,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,073,race-ethnicity,"White, Non-Hispanic",0.56666,0.62784,0.50548,2
2021,17,075,all,All,0.42874,0.48960,0.36788,2
2021,17,075,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,075,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,075,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,075,race-ethnicity,"White, Non-Hispanic",0.40137,0.46896,0.33377,2
2021,17,077,all,All,0.50154,0.56519,0.43788,2
2021,17,077,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,077,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,077,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,077,race-ethnicity,"White, Non-Hispanic",0.49887,0.56923,0.42851,2
2021,17,079,all,All,0.50000,0.57796,0.42203,2
2021,17,079,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,079,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,079,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,079,race-ethnicity,"White, Non-Hispanic",0.49751,0.57806,0.41696,2
2021,17,081,all,All,0.46335,0.52176,0.40494,2
2021,17,081,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,081,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,081,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,081,race-ethnicity,"White, Non-Hispanic",0.43424,0.49568,0.37280,2
2021,17,083,all,All,0.61344,0.68215,0.54474,2
2021,17,083,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,083,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,083,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,083,race-ethnicity,"White, Non-Hispanic",0.61125,0.68226,0.54023,2
2021,17,085,all,All,0.52031,0.59211,0.44851,2
2021,17,085,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,085,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,085,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,085,race-ethnicity,"White, Non-Hispanic",0.49691,0.57614,0.41768,2
2021,17,087,all,All,0.53060,0.59700,0.46420,2
2021,17,087,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,087,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,087,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,087,race-ethnicity,"White, Non-Hispanic",0.54259,0.61381,0.47138,2
2021,17,089,all,All,0.54396,0.59061,0.49732,1
2021,17,089,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,089,race-ethnicity,Hispanic,0.46892,0.54103,0.39682,1
2021,17,089,race-ethnicity,Other Races and Ethnicities,0.50712,0.67044,0.34380,3
2021,17,089,race-ethnicity,"White, Non-Hispanic",0.61169,0.67841,0.54498,1
2021,17,091,all,All,0.44929,0.53383,0.36475,1
2021,17,091,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,091,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,091,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,091,race-ethnicity,"White, Non-Hispanic",0.42847,0.52959,0.32734,3
2021,17,093,all,All,0.54648,0.62386,0.46910,2
2021,17,093,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,093,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,093,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,093,race-ethnicity,"White, Non-Hispanic",0.63192,0.71821,0.54563,2
2021,17,095,all,All,0.51231,0.57390,0.45072,2
2021,17,095,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,095,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,095,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,095,race-ethnicity,"White, Non-Hispanic",0.50523,0.57206,0.43839,2
2021,17,097,all,All,0.47733,0.51541,0.43925,1
2021,17,097,race-ethnicity,"Black, Non-Hispanic",0.47368,0.63910,0.30826,3
2021,17,097,race-ethnicity,Hispanic,0.28192,0.35441,0.20943,1
2021,17,097,race-ethnicity,Other Races and Ethnicities,0.58806,0.67963,0.49650,1
2021,17,097,race-ethnicity,"White, Non-Hispanic",0.58390,0.63433,0.53347,1
2021,17,099,all,All,0.47721,0.55908,0.39534,1
2021,17,099,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,099,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,099,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,099,race-ethnicity,"White, Non-Hispanic",0.48085,0.57338,0.38832,1
2021,17,101,all,All,0.50000,0.57796,0.42203,2
2021,17,101,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,101,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,101,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,101,race-ethnicity,"White, Non-Hispanic",0.49751,0.57806,0.41696,2
2021,17,103,all,All,0.52031,0.59211,0.44851,2
2021,17,103,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,103,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,103,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,103,race-ethnicity,"White, Non-Hispanic",0.49691,0.57614,0.41768,2
2021,17,105,all,All,0.42874,0.48960,0.36788,2
2021,17,105,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,105,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,105,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,105,race-ethnicity,"White, Non-Hispanic",0.40137,0.46896,0.33377,2
2021,17,107,all,All,0.61727,0.68092,0.55362,2
2021,17,107,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,107,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,107,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,107,race-ethnicity,"White, Non-Hispanic",0.57247,0.64052,0.50441,2
2021,17,109,all,All,0.56809,0.62560,0.51058,2
2021,17,109,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,109,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,109,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,109,race-ethnicity,"White, Non-Hispanic",0.56666,0.62784,0.50548,2
2021,17,111,all,All,0.50149,0.56091,0.44207,1
2021,17,111,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,111,race-ethnicity,Hispanic,0.56209,0.70393,0.42025,3
2021,17,111,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,111,race-ethnicity,"White, Non-Hispanic",0.50360,0.57222,0.43499,1
2021,17,113,all,All,0.47882,0.54311,0.41454,1
2021,17,113,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,113,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,113,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,113,race-ethnicity,"White, Non-Hispanic",0.42822,0.49767,0.35877,1
2021,17,115,all,All,0.45904,0.55436,0.36373,1
2021,17,115,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,115,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,115,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,115,race-ethnicity,"White, Non-Hispanic",0.40217,0.50766,0.29668,3
2021,17,117,all,All,0.61344,0.68215,0.54474,2
2021,17,117,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,17,117,race-ethnicity,Hispanic,NA,NA,NA,3
2021,17,117,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,17,117,race-ethnicity,"White, Non-Hispanic",0.61125,0.68226,0.54023,2
