year,state,county,subgroup_type,subgroup,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,preschool_quality
2018,1,11,Race-ethnicity,Other Races and Eth,0.3783783784,0.7376585613,0.0190981955,3
2018,1,11,Race-ethnicity,"White, Non Hispanic",0.4140401146,0.5419116254,0.2861686038,3
2018,1,13,Race-ethnicity,"Black, Non Hispanic",0.2673521851,0.4206975243,0.1140068459,3
2018,1,13,Race-ethnicity,Hispanic,0.5212765957,0.8476473686,0.1949058229,3
2018,1,13,Race-ethnicity,Other Races and Eth,0.4253731343,0.7679744843,0.0827717843,3
2018,1,13,Race-ethnicity,"White, Non Hispanic",0.3226555246,0.399548426,0.2457626232,2
2018,1,15,Race-ethnicity,"Black, Non Hispanic",0.5376569038,0.7819610749,0.2933527327,3
2018,1,15,Race-ethnicity,Hispanic,0.3309859155,0.7434569505,-0.081485119,3
2018,1,15,Race-ethnicity,Other Races and Eth,0.1988636364,0.4596385002,-0.061911227,3
2018,1,15,Race-ethnicity,"White, Non Hispanic",0.324019025,0.4344482484,0.2135898016,3
2018,1,17,Race-ethnicity,"Black, Non Hispanic",0.2539515279,0.4742286428,0.0336744131,3
2018,1,17,Race-ethnicity,Hispanic,0.418879056,0.8513417569,-0.013583645,3
2018,1,17,Race-ethnicity,Other Races and Eth,0.2071428571,0.5623678563,-0.148082142,3
2018,1,17,Race-ethnicity,"White, Non Hispanic",0.3576874206,0.4691815355,0.2461933057,3
2018,1,19,Race-ethnicity,"Black, Non Hispanic",0.4777911164,0.6565372297,0.2990450032,3
2018,1,19,Race-ethnicity,Hispanic,0.3172043011,0.6397015394,-0.005292937,3
2018,1,19,Race-ethnicity,Other Races and Eth,0.3959731544,0.8246520086,-0.0327057,3
2018,1,19,Race-ethnicity,"White, Non Hispanic",0.3495717345,0.4470101056,0.2521333633,3
2018,1,21,Race-ethnicity,"Black, Non Hispanic",0.2539515279,0.4742286428,0.0336744131,3
2018,1,21,Race-ethnicity,Hispanic,0.418879056,0.8513417569,-0.013583645,3
2018,1,21,Race-ethnicity,Other Races and Eth,0.2071428571,0.5623678563,-0.148082142,3
2018,1,21,Race-ethnicity,"White, Non Hispanic",0.3576874206,0.4691815355,0.2461933057,3
2018,1,23,Race-ethnicity,"Black, Non Hispanic",0.3799126638,0.5303287872,0.2294965403,3
2018,1,23,Race-ethnicity,Hispanic,0,0,0,3
2018,1,23,Race-ethnicity,Other Races and Eth,0.7105263158,1.0734163772,0.3476362544,3
2018,1,23,Race-ethnicity,"White, Non Hispanic",0.1935771632,0.2927287397,0.0944255868,3
2018,1,25,Race-ethnicity,"Black, Non Hispanic",0.3799126638,0.5303287872,0.2294965403,3
2018,1,25,Race-ethnicity,Hispanic,0,0,0,3
2018,1,25,Race-ethnicity,Other Races and Eth,0.7105263158,1.0734163772,0.3476362544,3
2018,1,25,Race-ethnicity,"White, Non Hispanic",0.1935771632,0.2927287397,0.0944255868,3
2018,1,27,Race-ethnicity,"Black, Non Hispanic",0.4777911164,0.6565372297,0.2990450032,3
2018,1,27,Race-ethnicity,Hispanic,0.3172043011,0.6397015394,-0.005292937,3
2018,1,27,Race-ethnicity,Other Races and Eth,0.3959731544,0.8246520086,-0.0327057,3
2018,1,27,Race-ethnicity,"White, Non Hispanic",0.3495717345,0.4470101056,0.2521333633,3
2018,1,29,Race-ethnicity,"Black, Non Hispanic",0.4777911164,0.6565372297,0.2990450032,3
2018,1,29,Race-ethnicity,Hispanic,0.3172043011,0.6397015394,-0.005292937,3
2018,1,29,Race-ethnicity,Other Races and Eth,0.3959731544,0.8246520086,-0.0327057,3
2018,1,29,Race-ethnicity,"White, Non Hispanic",0.3495717345,0.4470101056,0.2521333633,3
2018,1,31,Race-ethnicity,"Black, Non Hispanic",0.2673521851,0.4206975243,0.1140068459,3
2018,1,31,Race-ethnicity,Hispanic,0.5212765957,0.8476473686,0.1949058229,3
2018,1,31,Race-ethnicity,Other Races and Eth,0.4253731343,0.7679744843,0.0827717843,3
2018,1,31,Race-ethnicity,"White, Non Hispanic",0.3226555246,0.399548426,0.2457626232,2
2018,1,33,Race-ethnicity,"Black, Non Hispanic",0.3259668508,0.5631794696,0.088754232,3
2018,1,33,Race-ethnicity,Hispanic,0.0465116279,0.1840973246,-0.091074069,3
2018,1,33,Race-ethnicity,Other Races and Eth,0.5170731707,0.8435493397,0.1905970018,3
2018,1,33,Race-ethnicity,"White, Non Hispanic",0.4280442804,0.5192752735,0.3368132873,2
2018,1,35,Race-ethnicity,"Black, Non Hispanic",0.3799126638,0.5303287872,0.2294965403,3
2018,1,35,Race-ethnicity,Hispanic,0,0,0,3
2018,1,35,Race-ethnicity,Other Races and Eth,0.7105263158,1.0734163772,0.3476362544,3
2018,1,35,Race-ethnicity,"White, Non Hispanic",0.1935771632,0.2927287397,0.0944255868,3
2018,1,37,Race-ethnicity,"Black, Non Hispanic",0.2539515279,0.4742286428,0.0336744131,3
2018,1,37,Race-ethnicity,Hispanic,0.418879056,0.8513417569,-0.013583645,3
2018,1,37,Race-ethnicity,Other Races and Eth,0.2071428571,0.5623678563,-0.148082142,3
2018,1,37,Race-ethnicity,"White, Non Hispanic",0.3576874206,0.4691815355,0.2461933057,3
2018,1,39,Race-ethnicity,"Black, Non Hispanic",0.2673521851,0.4206975243,0.1140068459,3
2018,1,39,Race-ethnicity,Hispanic,0.5212765957,0.8476473686,0.1949058229,3
2018,1,39,Race-ethnicity,Other Races and Eth,0.4253731343,0.7679744843,0.0827717843,3
2018,1,39,Race-ethnicity,"White, Non Hispanic",0.3226555246,0.399548426,0.2457626232,2
2018,1,41,Race-ethnicity,"Black, Non Hispanic",0.2673521851,0.4206975243,0.1140068459,3
2018,1,41,Race-ethnicity,Hispanic,0.5212765957,0.8476473686,0.1949058229,3
2018,1,41,Race-ethnicity,Other Races and Eth,0.4253731343,0.7679744843,0.0827717843,3
2018,1,41,Race-ethnicity,"White, Non Hispanic",0.3226555246,0.399548426,0.2457626232,2
2018,1,43,Race-ethnicity,"Black, Non Hispanic",0,0,0,3
2018,1,43,Race-ethnicity,Hispanic,0.6481481481,1.3099959585,-0.013699662,3
2018,1,43,Race-ethnicity,Other Races and Eth,0.0434782609,0.1945525487,-0.107596027,3
2018,1,43,Race-ethnicity,"White, Non Hispanic",0.2463526469,0.3325478626,0.1601574313,3
2018,1,45,Race-ethnicity,"Black, Non Hispanic",0.3980263158,0.489501728,0.3065509036,2
2018,1,45,Race-ethnicity,Hispanic,0.279245283,0.4425293248,0.1159612412,3
2018,1,45,Race-ethnicity,Other Races and Eth,0.4747474747,0.6564966625,0.292998287,3
2018,1,45,Race-ethnicity,"White, Non Hispanic",0.3653261237,0.4220324957,0.3086197517,2
2018,1,47,Race-ethnicity,"Black, Non Hispanic",0.5286219081,0.6656243347,0.3916194816,3
2018,1,47,Race-ethnicity,Hispanic,0,0,0,3
2018,1,47,Race-ethnicity,Other Races and Eth,0.0909090909,0.4893357487,-0.307517567,3
2018,1,47,Race-ethnicity,"White, Non Hispanic",0.3034953112,0.4349406401,0.1720499822,3
2018,1,49,Race-ethnicity,"Black, Non Hispanic",1,1,1,3
2018,1,49,Race-ethnicity,Hispanic,0,0,0,3
2018,1,49,Race-ethnicity,Other Races and Eth,0.4285714286,0.9135456547,-0.056402798,3
2018,1,49,Race-ethnicity,"White, Non Hispanic",0.3122216724,0.392501578,0.2319417669,2
2018,1,51,Race-ethnicity,"Black, Non Hispanic",0.3631809643,0.4992329892,0.2271289394,3
2018,1,51,Race-ethnicity,Hispanic,0.3166287016,0.604938617,0.0283187862,3
2018,1,51,Race-ethnicity,Other Races and Eth,0.568,0.9349636887,0.2010363113,3
2018,1,51,Race-ethnicity,"White, Non Hispanic",0.3899662732,0.4860453721,0.2938871743,3
2018,1,53,Race-ethnicity,"Black, Non Hispanic",0.3799126638,0.5303287872,0.2294965403,3
2018,1,53,Race-ethnicity,Hispanic,0,0,0,3
2018,1,53,Race-ethnicity,Other Races and Eth,0.7105263158,1.0734163772,0.3476362544,3
2018,1,53,Race-ethnicity,"White, Non Hispanic",0.1935771632,0.2927287397,0.0944255868,3
2018,1,55,Race-ethnicity,"Black, Non Hispanic",0.4044368601,0.6007908456,0.2080828745,3
2018,1,55,Race-ethnicity,Hispanic,0.1761006289,0.4582795643,-0.106078306,3
2018,1,55,Race-ethnicity,Other Races and Eth,0.4913793103,0.8617294355,0.1210291852,3
2018,1,55,Race-ethnicity,"White, Non Hispanic",0.3409610984,0.4528119943,0.2291102025,3
2018,1,57,Race-ethnicity,"Black, Non Hispanic",0.36875,0.6839611175,0.0535388825,3
2018,1,57,Race-ethnicity,Hispanic,0.3456375839,0.6563470399,0.0349281279,3
2018,1,57,Race-ethnicity,Other Races and Eth,0.7215189873,1.1608053819,0.2822325928,3
2018,1,57,Race-ethnicity,"White, Non Hispanic",0.3093877551,0.3973855595,0.2213899507,2
2018,1,59,Race-ethnicity,"Black, Non Hispanic",0.3259668508,0.5631794696,0.088754232,3
2018,1,59,Race-ethnicity,Hispanic,0.0465116279,0.1840973246,-0.091074069,3
2018,1,59,Race-ethnicity,Other Races and Eth,0.5170731707,0.8435493397,0.1905970018,3
2018,1,59,Race-ethnicity,"White, Non Hispanic",0.4280442804,0.5192752735,0.3368132873,2
2018,1,61,Race-ethnicity,"Black, Non Hispanic",0.3980263158,0.489501728,0.3065509036,2
2018,1,61,Race-ethnicity,Hispanic,0.279245283,0.4425293248,0.1159612412,3
2018,1,61,Race-ethnicity,Other Races and Eth,0.4747474747,0.6564966625,0.292998287,3
2018,1,61,Race-ethnicity,"White, Non Hispanic",0.3653261237,0.4220324957,0.3086197517,2
2018,1,63,Race-ethnicity,"Black, Non Hispanic",0.5286219081,0.6656243347,0.3916194816,3
2018,1,63,Race-ethnicity,Hispanic,0,0,0,3
2018,1,63,Race-ethnicity,Other Races and Eth,0.0909090909,0.4893357487,-0.307517567,3
2018,1,63,Race-ethnicity,"White, Non Hispanic",0.3034953112,0.4349406401,0.1720499822,3
2018,1,65,Race-ethnicity,"Black, Non Hispanic",0.5286219081,0.6656243347,0.3916194816,3
2018,1,65,Race-ethnicity,Hispanic,0,0,0,3
2018,1,65,Race-ethnicity,Other Races and Eth,0.0909090909,0.4893357487,-0.307517567,3
2018,1,65,Race-ethnicity,"White, Non Hispanic",0.3034953112,0.4349406401,0.1720499822,3
2018,1,67,Race-ethnicity,"Black, Non Hispanic",0.3980263158,0.489501728,0.3065509036,2
2018,1,67,Race-ethnicity,Hispanic,0.279245283,0.4425293248,0.1159612412,3
2018,1,67,Race-ethnicity,Other Races and Eth,0.4747474747,0.6564966625,0.292998287,3
2018,1,67,Race-ethnicity,"White, Non Hispanic",0.3653261237,0.4220324957,0.3086197517,2
2018,1,69,Race-ethnicity,"Black, Non Hispanic",0.3980263158,0.489501728,0.3065509036,2
2018,1,69,Race-ethnicity,Hispanic,0.279245283,0.4425293248,0.1159612412,3
2018,1,69,Race-ethnicity,Other Races and Eth,0.4747474747,0.6564966625,0.292998287,3
2018,1,69,Race-ethnicity,"White, Non Hispanic",0.3653261237,0.4220324957,0.3086197517,2
2018,1,71,Race-ethnicity,"Black, Non Hispanic",1,1,1,3
2018,1,71,Race-ethnicity,Hispanic,0,0,0,3
2018,1,71,Race-ethnicity,Other Races and Eth,0.4285714286,0.9135456547,-0.056402798,3
2018,1,71,Race-ethnicity,"White, Non Hispanic",0.3122216724,0.392501578,0.2319417669,2
2018,1,73,Race-ethnicity,"Black, Non Hispanic",0.5032913566,0.5705965747,0.4359861386,1
2018,1,73,Race-ethnicity,Hispanic,0.3732694356,0.5115492522,0.234989619,3
2018,1,73,Race-ethnicity,Other Races and Eth,0.4560906516,0.6286624914,0.2835188118,3
2018,1,73,Race-ethnicity,"White, Non Hispanic",0.5803949224,0.6370960567,0.5236937882,1
2018,1,75,Race-ethnicity,"Black, Non Hispanic",0.36875,0.6839611175,0.0535388825,3
2018,1,75,Race-ethnicity,Hispanic,0.3456375839,0.6563470399,0.0349281279,3
2018,1,75,Race-ethnicity,Other Races and Eth,0.7215189873,1.1608053819,0.2822325928,3
2018,1,75,Race-ethnicity,"White, Non Hispanic",0.3093877551,0.3973855595,0.2213899507,2
2018,1,77,Race-ethnicity,"Black, Non Hispanic",0.3259668508,0.5631794696,0.088754232,3
2018,1,77,Race-ethnicity,Hispanic,0.0465116279,0.1840973246,-0.091074069,3
2018,1,77,Race-ethnicity,Other Races and Eth,0.5170731707,0.8435493397,0.1905970018,3
2018,1,77,Race-ethnicity,"White, Non Hispanic",0.4280442804,0.5192752735,0.3368132873,2
2018,1,79,Race-ethnicity,"Black, Non Hispanic",0.2689747004,0.4797664122,0.0581829886,3
2018,1,79,Race-ethnicity,Hispanic,0.1993410214,0.4165143681,-0.017832325,3
2018,1,79,Race-ethnicity,Other Races and Eth,0.1826086957,0.4503323915,-0.085115,3
2018,1,79,Race-ethnicity,"White, Non Hispanic",0.4641168887,0.5654761223,0.3627576551,3
2018,1,81,Race-ethnicity,"Black, Non Hispanic",0.600795756,0.8210073973,0.3805841147,3
2018,1,81,Race-ethnicity,Hispanic,0.2131147541,0.6765167541,-0.250287246,3
2018,1,81,Race-ethnicity,Other Races and Eth,0.4037037037,0.7962969904,0.011110417,3
2018,1,81,Race-ethnicity,"White, Non Hispanic",0.4282691494,0.5288392318,0.3276990669,3
2018,1,83,Race-ethnicity,"Black, Non Hispanic",0.24609375,0.4450826186,0.0471048814,3
2018,1,83,Race-ethnicity,Hispanic,0.1928783383,0.4851712481,-0.099414572,3
2018,1,83,Race-ethnicity,Other Races and Eth,0.447265625,0.7175527714,0.1769784786,3
2018,1,83,Race-ethnicity,"White, Non Hispanic",0.3828125,0.4749138081,0.2907111919,2
2018,1,85,Race-ethnicity,"Black, Non Hispanic",0.3631809643,0.4992329892,0.2271289394,3
2018,1,85,Race-ethnicity,Hispanic,0.3166287016,0.604938617,0.0283187862,3
2018,1,85,Race-ethnicity,Other Races and Eth,0.568,0.9349636887,0.2010363113,3
2018,1,85,Race-ethnicity,"White, Non Hispanic",0.3899662732,0.4860453721,0.2938871743,3
2018,1,87,Race-ethnicity,"Black, Non Hispanic",0.4034416826,0.5286251283,0.2782582369,3
2018,1,87,Race-ethnicity,Hispanic,0.1355311355,0.389103119,-0.118040848,3
2018,1,87,Race-ethnicity,Other Races and Eth,0.3783783784,0.7376585613,0.0190981955,3
2018,1,87,Race-ethnicity,"White, Non Hispanic",0.4140401146,0.5419116254,0.2861686038,3
2018,1,89,Race-ethnicity,"Black, Non Hispanic",0.3036191753,0.3970741873,0.2101641634,3
2018,1,89,Race-ethnicity,Hispanic,0.2882685012,0.395929475,0.1806075275,3
2018,1,89,Race-ethnicity,Other Races and Eth,0.5564403359,0.7313285526,0.3815521192,3
2018,1,89,Race-ethnicity,"White, Non Hispanic",0.4819916303,0.5333242604,0.4306590002,1
2018,1,91,Race-ethnicity,"Black, Non Hispanic",0.5286219081,0.6656243347,0.3916194816,3
2018,1,91,Race-ethnicity,Hispanic,0,0,0,3
2018,1,91,Race-ethnicity,Other Races and Eth,0.0909090909,0.4893357487,-0.307517567,3
2018,1,91,Race-ethnicity,"White, Non Hispanic",0.3034953112,0.4349406401,0.1720499822,3
2018,1,93,Race-ethnicity,"Black, Non Hispanic",0.3503006467,0.5411660161,0.1594352772,3
2018,1,93,Race-ethnicity,Hispanic,0.3041165801,0.5166406442,0.0915925159,3
2018,1,93,Race-ethnicity,Other Races and Eth,0.6464922002,0.9063678212,0.3866165791,3
2018,1,93,Race-ethnicity,"White, Non Hispanic",0.3347479182,0.3972487904,0.2722470461,2
2018,1,95,Race-ethnicity,"Black, Non Hispanic",0,0,0,3
2018,1,95,Race-ethnicity,Hispanic,0.2315789474,0.3755079337,0.0876499611,3
2018,1,95,Race-ethnicity,Other Races and Eth,0.6571428571,1.0087790328,0.3055066815,3
2018,1,95,Race-ethnicity,"White, Non Hispanic",0.4529631165,0.5293822297,0.3765440032,1
2018,1,97,Race-ethnicity,"Black, Non Hispanic",0.6225714909,0.7040416535,0.5411013284,1
2018,1,97,Race-ethnicity,Hispanic,0.4076305221,0.6346428818,0.1806181624,3
2018,1,97,Race-ethnicity,Other Races and Eth,0.3930530165,0.6323829529,0.15372308,3
2018,1,97,Race-ethnicity,"White, Non Hispanic",0.3941779568,0.4634819231,0.3248739905,1
2018,1,99,Race-ethnicity,"Black, Non Hispanic",0.3799126638,0.5303287872,0.2294965403,3
2018,1,99,Race-ethnicity,Hispanic,0,0,0,3
2018,1,99,Race-ethnicity,Other Races and Eth,0.7105263158,1.0734163772,0.3476362544,3
2018,1,99,Race-ethnicity,"White, Non Hispanic",0.1935771632,0.2927287397,0.0944255868,3
2018,1,101,Race-ethnicity,"Black, Non Hispanic",0.3909109216,0.4679790867,0.3138427565,1
2018,1,101,Race-ethnicity,Hispanic,0.3186439352,0.5090724783,0.1282153921,3
2018,1,101,Race-ethnicity,Other Races and Eth,0.5473721973,0.750797108,0.3439472866,3
2018,1,101,Race-ethnicity,"White, Non Hispanic",0.4850047204,0.5619661579,0.4080432829,1
2018,1,103,Race-ethnicity,"Black, Non Hispanic",0.2689747004,0.4797664122,0.0581829886,3
2018,1,103,Race-ethnicity,Hispanic,0.1993410214,0.4165143681,-0.017832325,3
2018,1,103,Race-ethnicity,Other Races and Eth,0.1826086957,0.4503323915,-0.085115,3
2018,1,103,Race-ethnicity,"White, Non Hispanic",0.4641168887,0.5654761223,0.3627576551,3
2018,1,105,Race-ethnicity,"Black, Non Hispanic",0.5286219081,0.6656243347,0.3916194816,3
2018,1,105,Race-ethnicity,Hispanic,0,0,0,3
2018,1,105,Race-ethnicity,Other Races and Eth,0.0909090909,0.4893357487,-0.307517567,3
2018,1,105,Race-ethnicity,"White, Non Hispanic",0.3034953112,0.4349406401,0.1720499822,3
2018,1,107,Race-ethnicity,"Black, Non Hispanic",0.3900826446,0.5812879229,0.1988773664,3
2018,1,107,Race-ethnicity,Hispanic,0.6153846154,1.1659160065,0.0648532243,3
2018,1,107,Race-ethnicity,Other Races and Eth,0,0,0,3
2018,1,107,Race-ethnicity,"White, Non Hispanic",0.30831643,0.4059184734,0.2107143867,3
2018,1,109,Race-ethnicity,"Black, Non Hispanic",0.4034416826,0.5286251283,0.2782582369,3
2018,1,109,Race-ethnicity,Hispanic,0.1355311355,0.389103119,-0.118040848,3
2018,1,109,Race-ethnicity,Other Races and Eth,0.3783783784,0.7376585613,0.0190981955,3
2018,1,109,Race-ethnicity,"White, Non Hispanic",0.4140401146,0.5419116254,0.2861686038,3
2018,1,111,Race-ethnicity,"Black, Non Hispanic",0.4777911164,0.6565372297,0.2990450032,3
2018,1,111,Race-ethnicity,Hispanic,0.3172043011,0.6397015394,-0.005292937,3
2018,1,111,Race-ethnicity,Other Races and Eth,0.3959731544,0.8246520086,-0.0327057,3
2018,1,111,Race-ethnicity,"White, Non Hispanic",0.3495717345,0.4470101056,0.2521333633,3
2018,1,113,Race-ethnicity,"Black, Non Hispanic",0.4034416826,0.5286251283,0.2782582369,3
2018,1,113,Race-ethnicity,Hispanic,0.1355311355,0.389103119,-0.118040848,3
2018,1,113,Race-ethnicity,Other Races and Eth,0.3783783784,0.7376585613,0.0190981955,3
2018,1,113,Race-ethnicity,"White, Non Hispanic",0.4140401146,0.5419116254,0.2861686038,3
2018,1,115,Race-ethnicity,"Black, Non Hispanic",0.0340314136,0.1596727578,-0.091609931,3
2018,1,115,Race-ethnicity,Hispanic,0.4422018349,0.6716415684,0.2127621013,3
2018,1,115,Race-ethnicity,Other Races and Eth,0.5384615385,1.2293729509,-0.152449874,3
2018,1,115,Race-ethnicity,"White, Non Hispanic",0.251345895,0.3331585897,0.1695332004,2
2018,1,117,Race-ethnicity,"Black, Non Hispanic",0.5712166172,0.7881170722,0.3543161622,3
2018,1,117,Race-ethnicity,Hispanic,0.1043478261,0.2773202388,-0.068624587,3
2018,1,117,Race-ethnicity,Other Races and Eth,0.7164179104,1.158139567,0.2746962539,3
2018,1,117,Race-ethnicity,"White, Non Hispanic",0.5457395269,0.6256876213,0.4657914325,1
2018,1,119,Race-ethnicity,"Black, Non Hispanic",0.5286219081,0.6656243347,0.3916194816,3
2018,1,119,Race-ethnicity,Hispanic,0,0,0,3
2018,1,119,Race-ethnicity,Other Races and Eth,0.0909090909,0.4893357487,-0.307517567,3
2018,1,119,Race-ethnicity,"White, Non Hispanic",0.3034953112,0.4349406401,0.1720499822,3
2018,1,121,Race-ethnicity,"Black, Non Hispanic",0.4777911164,0.6565372297,0.2990450032,3
2018,1,121,Race-ethnicity,Hispanic,0.3172043011,0.6397015394,-0.005292937,3
2018,1,121,Race-ethnicity,Other Races and Eth,0.3959731544,0.8246520086,-0.0327057,3
2018,1,121,Race-ethnicity,"White, Non Hispanic",0.3495717345,0.4470101056,0.2521333633,3
2018,1,123,Race-ethnicity,"Black, Non Hispanic",0.2539515279,0.4742286428,0.0336744131,3
2018,1,123,Race-ethnicity,Hispanic,0.418879056,0.8513417569,-0.013583645,3
2018,1,123,Race-ethnicity,Other Races and Eth,0.2071428571,0.5623678563,-0.148082142,3
2018,1,123,Race-ethnicity,"White, Non Hispanic",0.3576874206,0.4691815355,0.2461933057,3
2018,1,125,Race-ethnicity,"Black, Non Hispanic",0.2309079645,0.3393632415,0.1224526875,3
2018,1,125,Race-ethnicity,Hispanic,0.2326411989,0.5707239386,-0.105441541,3
2018,1,125,Race-ethnicity,Other Races and Eth,0.8409035109,1.1615115811,0.5202954408,3
2018,1,125,Race-ethnicity,"White, Non Hispanic",0.3602477348,0.4465036994,0.2739917702,1
2018,1,127,Race-ethnicity,"Black, Non Hispanic",0.36875,0.6839611175,0.0535388825,3
2018,1,127,Race-ethnicity,Hispanic,0.3456375839,0.6563470399,0.0349281279,3
2018,1,127,Race-ethnicity,Other Races and Eth,0.7215189873,1.1608053819,0.2822325928,3
2018,1,127,Race-ethnicity,"White, Non Hispanic",0.3093877551,0.3973855595,0.2213899507,2
2018,1,129,Race-ethnicity,"Black, Non Hispanic",0.3799126638,0.5303287872,0.2294965403,3
2018,1,129,Race-ethnicity,Hispanic,0,0,0,3
2018,1,129,Race-ethnicity,Other Races and Eth,0.7105263158,1.0734163772,0.3476362544,3
2018,1,129,Race-ethnicity,"White, Non Hispanic",0.1935771632,0.2927287397,0.0944255868,3
2018,1,131,Race-ethnicity,"Black, Non Hispanic",0.3799126638,0.5303287872,0.2294965403,3
2018,1,131,Race-ethnicity,Hispanic,0,0,0,3
2018,1,131,Race-ethnicity,Other Races and Eth,0.7105263158,1.0734163772,0.3476362544,3
2018,1,131,Race-ethnicity,"White, Non Hispanic",0.1935771632,0.2927287397,0.0944255868,3
2018,1,133,Race-ethnicity,"Black, Non Hispanic",0,0,0,3
2018,1,133,Race-ethnicity,Hispanic,0.6481481481,1.3099959585,-0.013699662,3
2018,1,133,Race-ethnicity,Other Races and Eth,0.0434782609,0.1945525487,-0.107596027,3
2018,1,133,Race-ethnicity,"White, Non Hispanic",0.2463526469,0.3325478626,0.1601574313,3
2018,2,13,Race-ethnicity,"Black, Non Hispanic",,,,3
2018,2,13,Race-ethnicity,Hispanic,0.7074235808,1.0226847661,0.3921623954,3
2018,2,13,Race-ethnicity,Other Races and Eth,0.4786150713,0.5237297677,0.4335003748,2
2018,2,13,Race-ethnicity,"White, Non Hispanic",0.4115044248,0.5722591238,0.2507497258,3
2018,2,16,Race-ethnicity,"Black, Non Hispanic",,,,3
2018,2,16,Race-ethnicity,Hispanic,0.7074235808,1.0226847661,0.3921623954,3
2018,2,16,Race-ethnicity,Other Races and Eth,0.4786150713,0.5237297677,0.4335003748,2
2018,2,16,Race-ethnicity,"White, Non Hispanic",0.4115044248,0.5722591238,0.2507497258,3
2018,2,20,Race-ethnicity,"Black, Non Hispanic",0,0,0,3
2018,2,20,Race-ethnicity,Hispanic,0.1856287425,0.3823921214,-0.011134636,3
2018,2,20,Race-ethnicity,Other Races and Eth,0.2476938845,0.3628306778,0.1325570912,3
2018,2,20,Race-ethnicity,"White, Non Hispanic",0.4358117516,0.5465690095,0.3250544937,3
2018,2,50,Race-ethnicity,"Black, Non Hispanic",,,,3
2018,2,50,Race-ethnicity,Hispanic,0.7074235808,1.0226847661,0.3921623954,3
2018,2,50,Race-ethnicity,Other Races and Eth,0.4786150713,0.5237297677,0.4335003748,2
2018,2,50,Race-ethnicity,"White, Non Hispanic",0.4115044248,0.5722591238,0.2507497258,3
2018,2,60,Race-ethnicity,"Black, Non Hispanic",,,,3
2018,2,60,Race-ethnicity,Hispanic,0.7074235808,1.0226847661,0.3921623954,3
2018,2,60,Race-ethnicity,Other Races and Eth,0.4786150713,0.5237297677,0.4335003748,2
2018,2,60,Race-ethnicity,"White, Non Hispanic",0.4115044248,0.5722591238,0.2507497258,3
2018,2,68,Race-ethnicity,"Black, Non Hispanic",0.6551724138,1.313921273,-0.003576445,3
2018,2,68,Race-ethnicity,Hispanic,0.5030425963,0.7748406601,0.2312445326,3
2018,2,68,Race-ethnicity,Other Races and Eth,0.6309012876,0.7907738814,0.4710286937,3
2018,2,68,Race-ethnicity,"White, Non Hispanic",0.3446877534,0.4522506549,0.237124852,3
2018,2,70,Race-ethnicity,"Black, Non Hispanic",,,,3
2018,2,70,Race-ethnicity,Hispanic,0.7074235808,1.0226847661,0.3921623954,3
2018,2,70,Race-ethnicity,Other Races and Eth,0.4786150713,0.5237297677,0.4335003748,2
2018,2,70,Race-ethnicity,"White, Non Hispanic",0.4115044248,0.5722591238,0.2507497258,3
