year,state,county,economic_connectedness,economic_connectedness_se,economic_connectedness_quality
2022,02,275,1.06294,0.030339999,1
NA,02,282,NA,NA,NA
2022,02,290,0.79198003,0.02118,1
2022,04,001,0.48368001,0.0092799999,1
2022,04,003,0.79714,0.0089800004,1
2022,04,005,0.75237,0.00923,1
2022,04,007,0.61997002,0.01084,1
2022,04,009,0.68656999,0.01236,1
2022,04,011,0.81149,0.0174,1
2022,04,012,0.61006999,0.01413,1
2022,04,013,0.74400002,0.0057199998,1
2022,04,015,0.77204001,0.0082599996,1
2022,04,017,0.57981002,0.0082299998,1
2022,04,019,0.71572,0.0063100001,1
2022,04,021,0.77478999,0.00709,1
2022,04,023,0.52688998,0.01149,1
2022,04,025,0.84227997,0.0081399996,1
2022,04,027,0.66210002,0.0089699998,1
2022,05,001,0.61054999,0.01148,1
2022,05,003,0.68015999,0.01252,1
2022,05,005,0.78823,0.01075,1
2022,05,007,0.84904999,0.0075300001,1
2022,05,009,0.76545,0.01069,1
2022,05,011,0.60974002,0.01393,1
2022,05,013,0.69174999,0.01836,1
2022,05,015,0.71524,0.01246,1
2022,05,017,0.56199002,0.01262,1
2022,05,019,0.71052998,0.01039,1
2022,05,021,0.74431998,0.0128,1
2022,05,023,0.77938998,0.01172,1
2022,05,025,0.75866997,0.01469,1
2022,05,027,0.64563,0.01122,1
2022,05,029,0.70840001,0.01118,1
2022,05,031,0.72960001,0.00666,1
2022,05,033,0.76648998,0.0094699999,1
2022,05,035,0.56164002,0.0077900002,1
2022,05,037,0.68954998,0.01161,1
2022,05,039,0.57362998,0.01442,1
2022,05,041,0.56584001,0.01178,1
2022,05,043,0.71228999,0.01145,1
2022,05,045,0.83756,0.0068000001,1
2022,05,047,0.75325,0.01242,1
2022,05,049,0.73201001,0.01442,1
2022,05,051,0.70425999,0.0076700002,1
2022,05,053,0.82261002,0.01205,1
2022,05,055,0.74122,0.0098299999,1
2022,05,057,0.57415003,0.01076,1
2022,05,059,0.68937999,0.0096800001,1
2022,05,061,0.62585002,0.01231,1
2022,05,063,0.72654998,0.01068,1
2022,05,065,0.73961002,0.01377,1
2022,05,067,0.64454001,0.01344,1
2022,05,069,0.57021999,0.0070199999,1
2022,05,071,0.63472998,0.01176,1
2022,05,073,0.64393997,0.01561,1
2022,05,075,0.72068,0.0124,1
2022,05,077,0.52933002,0.01403,1
2022,05,079,0.65166003,0.01373,1
2022,05,081,0.71503001,0.0125,1
2022,05,083,0.72668999,0.01237,1
2022,05,085,0.84548002,0.0077,1
2022,05,087,0.79619998,0.01411,1
2022,05,089,0.71357,0.01316,1
2022,05,091,0.64515001,0.0081099998,1
2022,05,093,0.57393003,0.0086000003,1
2022,05,095,0.55575001,0.01507,1
2022,05,097,0.69204998,0.016759999,1
2022,05,099,0.61993998,0.01364,1
2022,05,101,0.76115,0.0187,1
2022,05,103,0.63314998,0.01026,1
2022,05,105,0.77210999,0.01657,1
2022,05,107,0.49533999,0.01083,1
2022,05,109,0.66134,0.01435,1
2022,05,111,0.64930999,0.01023,1
2022,05,113,0.69538999,0.01287,1
2022,05,115,0.74772,0.0090100002,1
2022,05,117,0.70025998,0.01699,1
2022,05,119,0.68171,0.0052200002,1
2022,05,121,0.72465003,0.0128,1
2022,05,123,0.53117001,0.0098999999,1
2022,05,125,0.79585999,0.0076799998,1
2022,05,127,0.65103,0.01749,1
2022,05,129,0.70889002,0.01805,1
2022,05,131,0.73863,0.0073600002,1
2022,05,133,0.62248999,0.01345,1
2022,05,135,0.70662999,0.01132,1
2022,05,137,0.71987998,0.016489999,1
2022,05,139,0.68690997,0.0096800001,1
2022,05,141,0.71042001,0.0142,1
2022,05,143,0.80754,0.0071,1
2022,05,145,0.79613,0.0084600002,1
2022,05,147,0.64192998,0.017859999,1
2022,05,149,0.63029999,0.01202,1
2022,06,001,0.91564,0.0075599998,1
NA,06,003,NA,NA,NA
2022,06,005,0.92817998,0.01264,1
2022,06,007,0.80008,0.0077300002,1
2022,06,009,0.92421001,0.01084,1
2022,06,011,0.58380002,0.015699999,1
2022,06,013,0.88687998,0.00765,1
2022,06,015,0.63748002,0.01339,1
2022,06,017,1.01846,0.0090600001,1
2022,06,019,0.57849997,0.0063299998,1
2022,06,021,0.63274997,0.01218,1
2022,06,023,0.81883001,0.0077999998,1
2022,06,025,0.73171002,0.0103,1
2022,06,027,0.79105997,0.01605,1
2022,06,029,0.6207,0.0070000002,1
2022,06,031,0.61815,0.0085899998,1
2022,06,033,0.65311998,0.01059,1
2022,06,035,0.81195998,0.01318,1
2022,06,037,0.73580003,0.0064400001,1
2022,06,039,0.56068999,0.00923,1
2022,06,041,0.81247997,0.01304,1
2022,06,043,0.95354998,0.01491,1
2022,06,045,0.69420999,0.0097599998,1
2022,06,047,0.63156003,0.0078299996,1
2022,06,049,0.66933,0.01763,1
2022,06,051,0.9637,0.018340001,1
2022,06,053,0.61296999,0.0091199996,1
2022,06,055,0.80387002,0.01152,1
2022,06,057,1.01335,0.0096000005,1
2022,06,059,0.85553998,0.0073099998,1
2022,06,061,1.0711,0.0079500005,1
2022,06,063,0.89507997,0.01575,1
2022,06,065,0.74834001000000006,0.00655,1
2022,06,067,0.81634998,0.0061699999,1
2022,06,069,0.82344002,0.01368,1
2022,06,071,0.73532999,0.0064400001,1
2022,06,073,0.90846002,0.0064099999,1
2022,06,075,1.31244,0.0085199997,1
2022,06,077,0.72867,0.00728,1
2022,06,079,0.93507999,0.0095300004,1
2022,06,081,1.16289,0.0094499998000000009,1
2022,06,083,0.72433001,0.0095199998,1
2022,06,085,1.15832,0.0085399998,1
2022,06,087,0.81641001,0.0099900002,1
2022,06,089,0.79174,0.0080500003,1
2022,06,091,1.03074,0.027650001,1
2022,06,093,0.74171001,0.01151,1
2022,06,095,0.87462997,0.0074800001,1
2022,06,097,0.86228001,0.0086700004,1
2022,06,099,0.74586999,0.0073600002,1
2022,06,101,0.71074998,0.0094600003,1
2022,06,103,0.64851999,0.00923,1
2022,06,105,0.73521,0.01498,1
2022,06,107,0.54176003,0.0071999999,1
2022,06,109,0.9109,0.01192,1
2022,06,111,0.78140998,0.0085100001,1
2022,06,113,0.81755,0.00942,1
2022,06,115,0.72917002,0.0092399996,1
2022,08,001,0.81186002,0.0076700002,1
2022,08,003,0.73189002,0.01364,1
2022,08,005,0.83072001,0.0073199999,1
2022,08,007,0.93331999,0.01651,1
2022,08,009,0.88227999,0.025350001,1
2022,08,011,0.65877998,0.019990001,1
2022,08,013,1.1075,0.0088799996,1
2022,08,014,1.1688499,0.01368,1
2022,08,015,1.09936,0.01435,1
2022,08,017,1.04763,0.03351,1
2022,08,019,1.0602601,0.02348,1
2022,08,021,0.75433999,0.020719999,1
NA,08,023,NA,NA,NA
2022,08,025,0.75880998,0.024219999,1
2022,08,027,1.0331399000000001,0.024189999,1
2022,08,029,0.87716001,0.01277,1
2022,08,031,0.90732002,0.00654,1
2022,08,033,0.94189,0.031490002,1
2022,08,035,1.3532701,0.0092900004,1
2022,08,037,0.87858999,0.01445,1
2022,08,039,1.15659,0.024569999,1
2022,08,041,0.96052998,0.0059400001,1
2022,08,043,0.87696999,0.01148,1
2022,08,045,0.80632001,0.01291,1
2022,08,047,1.07927,0.02802,1
2022,08,049,1.10788,0.015,1
2022,08,051,1.24836,0.01481,1
NA,08,053,NA,NA,NA
2022,08,055,0.78763002,0.02062,1
NA,08,057,NA,NA,NA
2022,08,059,1.11146,0.0073699998,1
NA,08,061,NA,NA,NA
2022,08,063,0.95122999,0.021029999,1
2022,08,065,0.88313001,0.021020001,1
2022,08,067,1.04206,0.01123,1
2022,08,069,1.123,0.0077300002,1
2022,08,071,0.76256001,0.016380001,1
2022,08,073,0.96450001,0.024599999,1
2022,08,075,0.96489,0.01422,1
2022,08,077,0.91115999,0.0085300002,1
NA,08,079,NA,NA,NA
2022,08,081,0.88957,0.016410001,1
2022,08,083,0.74285001,0.01406,1
2022,08,085,0.82997,0.01247,1
2022,08,087,0.81336999,0.01474,1
2022,08,089,0.71502,0.01329,1
2022,08,091,1.2136199,0.02345,1
2022,08,093,1.15571,0.01596,1
2022,08,095,0.84065998,0.032790001,1
2022,08,097,1.2436399,0.01427,1
2022,08,099,0.73517001,0.015629999,1
2022,08,101,0.73233002,0.0077,1
2022,08,103,1.01608,0.020640001,1
2022,08,105,0.76765001,0.01639,1
2022,08,107,1.16202,0.01418,1
2022,08,109,0.76845998,0.01974,1
NA,08,111,NA,NA,NA
2022,08,113,1.2128,0.0195,1
2022,08,115,0.97241998,0.03167,1
2022,08,117,1.00858,0.01531,1
2022,08,119,1.04694,0.01398,1
2022,08,121,1.06846,0.027410001,1
2022,08,123,0.87436998,0.0085199997,1
2022,08,125,0.81590003,0.01976,1
2022,09,001,0.70120001,0.0071,1
2022,09,003,0.77675003,0.0063999998,1
2022,09,005,1.08725,0.0094499998000000009,1
2022,09,007,1.1066999,0.0096899997,1
2022,09,009,0.79593003,0.0061599999,1
2022,09,011,0.98711002,0.0076000001,1
2022,09,013,1.17711,0.01038,1
2022,09,015,0.95749003,0.0092200004,1
2022,10,001,0.79290998,0.0069800001,1
2022,10,003,0.83468997,0.00667,1
2022,10,005,0.71723998,0.0075400001,1
2022,11,001,0.99615997,0.0057899999,1
2022,12,001,0.81159002,0.0064500002,1
2022,12,003,0.66503,0.01154,1
2022,12,005,0.70344001,0.00716,1
2022,12,007,0.61645001,0.0111,1
2022,12,009,0.78833997,0.0060000001,1
2022,12,011,0.75189,0.0055,1
2022,12,013,0.58503997,0.01448,1
2022,12,015,0.77934003,0.0076100002,1
2022,12,017,0.69256002,0.0078800004,1
2022,12,019,0.79848999,0.00667,1
2022,12,021,0.65601999,0.0083400002,1
2022,12,023,0.58517998,0.0083799995,1
2022,12,027,0.42908001,0.01046,1
2022,12,029,0.51828998,0.01301,1
2022,12,031,0.67084002,0.0050900001,1
2022,12,033,0.68265998,0.00581,1
2022,12,035,0.82933998,0.0085399998,1
2022,12,037,0.57659,0.016589999,1
2022,12,039,0.41552001,0.0085699996,1
2022,12,041,0.62075001,0.01191,1
2022,12,043,0.50062001,0.01613,1
2022,12,045,0.66769999,0.01382,1
2022,12,047,0.48493999,0.01188,1
2022,12,049,0.45475999,0.01042,1
2022,12,051,0.43957999,0.0089499997,1
2022,12,053,0.73304999,0.0070600002,1
2022,12,055,0.60219997,0.0087000001,1
2022,12,057,0.67980999,0.00538,1
2022,12,059,0.59316999,0.01212,1
2022,12,061,0.70945001,0.0081900004,1
2022,12,063,0.55905998,0.0087099997,1
2022,12,065,0.61988997,0.01449,1
2022,12,067,0.56705999,0.019339999,1
2022,12,069,0.73413002,0.0062699998,1
2022,12,071,0.67043,0.0063100001,1
2022,12,073,0.75659001,0.0061499998,1
2022,12,075,0.60833001,0.0093200002,1
2022,12,077,0.62063003,0.018650001,1
2022,12,079,0.49355999,0.0112,1
2022,12,081,0.66821998,0.0070099998,1
2022,12,083,0.62976998,0.0062299999,1
2022,12,085,0.78965002,0.0088499999,1
2022,12,086,0.58605999,0.0063700001,1
2022,12,087,0.78771001,0.0092799999,1
2022,12,089,0.85834002,0.0088999998,1
2022,12,091,0.83223999,0.00673,1
2022,12,093,0.50796998,0.0096300002,1
2022,12,095,0.74878001,0.0051799999,1
2022,12,097,0.73128003,0.0061499998,1
2022,12,099,0.68330997,0.0060200002,1
2022,12,101,0.76490003,0.00624,1
2022,12,103,0.78494,0.00551,1
2022,12,105,0.61522001,0.0056400001,1
2022,12,107,0.49083999,0.0078699999,1
2022,12,109,0.97408003,0.00752,1
2022,12,111,0.66801,0.0065299999,1
2022,12,113,0.86142999,0.0070500001,1
2022,12,115,0.81924999,0.0070600002,1
2022,12,117,0.84119999,0.00599,1
2022,12,119,0.66283,0.01027,1
2022,12,121,0.56638998,0.0094799995,1
2022,12,123,0.53534001,0.01237,1
2022,12,125,0.64183003,0.0115,1
2022,12,127,0.72371,0.0057100002,1
2022,12,129,0.75171,0.01166,1
2022,12,131,0.75123,0.0098099997,1
2022,12,133,0.60503,0.01039,1
2022,13,001,0.50406998,0.01115,1
2022,13,003,0.44181001,0.01291,1
2022,13,005,0.46742001,0.01209,1
NA,13,007,NA,NA,NA
2022,13,009,0.51651001,0.0087000001,1
2022,13,011,0.73139,0.01228,1
2022,13,013,0.77371001,0.0081900004,1
2022,13,015,0.73395997,0.0079199998,1
2022,13,017,0.42513999,0.0099999998,1
2022,13,019,0.57459998,0.01074,1
2022,13,021,0.48056999,0.00562,1
2022,13,023,0.56774998,0.01236,1
2022,13,025,0.55225003,0.01168,1
2022,13,027,0.46237001,0.01199,1
2022,13,029,0.84745002,0.0087099997,1
2022,13,031,0.67528999,0.0078800004,1
2022,13,033,0.49522001,0.0098099997,1
2022,13,035,0.68724,0.0092399996,1
NA,13,037,NA,NA,NA
2022,13,039,0.81356001,0.0082,1
2022,13,043,0.54737997,0.01265,1
2022,13,045,0.70406002,0.0070699998,1
2022,13,047,0.77608001,0.0092700003,1
2022,13,049,0.59315997,0.0134,1
2022,13,051,0.66373003,0.0056699999,1
2022,13,053,0.95985001,0.0094600003,1
2022,13,055,0.51730001,0.01112,1
2022,13,057,0.96524,0.0080599999,1
2022,13,059,0.74735999,0.0068999999,1
NA,13,061,NA,NA,NA
2022,13,063,0.54623002,0.0052999998,1
2022,13,065,0.44760001,0.0136,1
2022,13,067,0.79141998,0.0062099998,1
2022,13,069,0.43913001,0.0082099997,1
2022,13,071,0.43972,0.0089800004,1
2022,13,073,0.84439999,0.0069599999,1
2022,13,075,0.51209003,0.01099,1
2022,13,077,0.79878002,0.0076100002,1
2022,13,079,0.55186999,0.01677,1
2022,13,081,0.38777,0.0087599996,1
2022,13,083,0.70831001,0.01341,1
2022,13,085,0.93358999,0.01206,1
2022,13,087,0.43533999,0.00942,1
2022,13,089,0.67078,0.00526,1
2022,13,091,0.50563997,0.01131,1
2022,13,093,0.40094,0.01219,1
2022,13,095,0.41666999,0.0056400001,1
2022,13,097,0.70517999,0.0065100002,1
2022,13,099,0.37959999,0.01152,1
NA,13,101,NA,NA,NA
2022,13,103,0.78047001,0.0088900002,1
2022,13,105,0.47905001,0.01057,1
2022,13,107,0.48594999,0.0093499999,1
2022,13,109,0.48333001,0.01257,1
2022,13,111,0.71499997,0.01311,1
2022,13,113,0.92997998,0.0090600001,1
2022,13,115,0.59062999,0.0077800001,1
2022,13,117,1.04118,0.01195,1
2022,13,119,0.63177001,0.0099999998,1
2022,13,121,0.77526999,0.0046000001,1
2022,13,123,0.64308,0.0127,1
2022,13,125,0.68391001,0.02451,1
2022,13,127,0.58587998,0.0080800001,1
2022,13,129,0.62281001,0.0090800002,1
2022,13,131,0.47452,0.01093,1
2022,13,133,0.51841003,0.01284,1
2022,13,135,0.76938999,0.00624,1
2022,13,137,0.68133998,0.01089,1
2022,13,139,0.65626001,0.0078299996,1
NA,13,141,NA,NA,NA
2022,13,143,0.69749999,0.01065,1
2022,13,145,0.78325999,0.0119,1
2022,13,147,0.57889003000000006,0.01145,1
2022,13,149,0.66123003,0.01421,1
2022,13,151,0.68510002,0.0057700002,1
2022,13,153,0.65016001,0.0063800002,1
2022,13,155,0.51484001,0.01339,1
2022,13,157,0.80273998,0.00875,1
2022,13,159,0.66744,0.01123,1
2022,13,161,0.47599,0.01208,1
2022,13,163,0.43592,0.01127,1
2022,13,165,0.49079999,0.01452,1
2022,13,167,0.48172,0.01294,1
2022,13,169,0.71539003,0.0119,1
2022,13,171,0.61382002,0.01059,1
2022,13,173,0.58043998,0.01521,1
2022,13,175,0.49801001,0.0081599997,1
2022,13,177,0.66077,0.01099,1
2022,13,179,0.70756,0.0063100001,1
2022,13,181,0.67811,0.01578,1
2022,13,183,0.73553002,0.0101,1
2022,13,185,0.61049002,0.0064400001,1
2022,13,187,0.88255,0.01201,1
2022,13,189,0.48166999,0.0096399998,1
2022,13,191,0.56230003,0.01279,1
2022,13,193,0.41894001,0.01092,1
2022,13,195,0.65618998,0.01051,1
2022,13,197,0.53254998,0.01425,1
2022,13,199,0.5438,0.01049,1
2022,13,201,0.4876,0.01549,1
2022,13,205,0.41181999,0.0097899996,1
2022,13,207,0.64038998,0.01109,1
2022,13,209,0.55312002,0.016869999,1
2022,13,211,0.65363002,0.01335,1
2022,13,213,0.55356002,0.01007,1
2022,13,215,0.57656997,0.0057299999,1
2022,13,217,0.63354999,0.0068199998,1
2022,13,219,0.98903,0.01321,1
2022,13,221,0.64497,0.01529,1
2022,13,223,0.90148997,0.0075599998,1
2022,13,225,0.56546998,0.0082900003,1
2022,13,227,0.80698001,0.01186,1
2022,13,229,0.61289001,0.01167,1
2022,13,231,0.73501003,0.01165,1
2022,13,233,0.59742999,0.0086099999,1
2022,13,235,0.60264999,0.01292,1
2022,13,237,0.56972998,0.01117,1
NA,13,239,NA,NA,NA
2022,13,241,0.70200998,0.01434,1
2022,13,243,0.41136,0.014,1
2022,13,245,0.53325999,0.0055200001,1
2022,13,247,0.66245002,0.00673,1
2022,13,249,0.64025003,0.018920001,1
2022,13,251,0.57675999,0.01314,1
2022,13,253,0.49382001,0.01347,1
2022,13,255,0.54765999,0.0072699999,1
2022,13,257,0.60609001,0.01111,1
NA,13,259,NA,NA,NA
2022,13,261,0.41328999,0.0088799996,1
NA,13,263,NA,NA,NA
NA,13,265,NA,NA,NA
2022,13,267,0.51916999,0.01007,1
2022,13,269,0.50997001,0.01481,1
2022,13,271,0.45355001,0.01204,1
2022,13,273,0.34740999,0.01117,1
2022,13,275,0.54233003,0.0085899998,1
2022,13,277,0.49325001,0.0083799995,1
2022,13,279,0.50645,0.0092799999,1
2022,13,281,0.75435001,0.01518,1
2022,13,283,0.53789997,0.01539,1
2022,13,285,0.52875,0.0073500001,1
2022,13,287,0.42993999,0.01274,1
2022,13,289,0.51507002,0.01496,1
2022,13,291,0.73474997,0.01283,1
2022,13,293,0.52252001,0.0098999999,1
2022,13,295,0.66544998,0.0081200004,1
2022,13,297,0.77209002,0.00715,1
2022,13,299,0.47767001,0.0088400003,1
NA,13,301,NA,NA,NA
2022,13,303,0.47859001,0.01094,1
2022,13,305,0.57977998,0.01046,1
NA,13,307,NA,NA,NA
2022,13,309,0.48390001,0.01431,1
2022,13,311,0.80394,0.0111,1
2022,13,313,0.55201,0.0082900003,1
2022,13,315,0.47446001,0.01307,1
2022,13,317,0.52776003,0.0133,1
2022,13,319,0.55173999,0.01253,1
2022,13,321,0.49377999,0.01097,1
2022,15,001,0.89262998,0.0081900004,1
2022,15,003,1.12176,0.0054600001,1
NA,15,005,NA,NA,NA
2022,15,007,1.0647399,0.0109,1
2022,15,009,1.0858901,0.0081700003,1
2022,16,001,0.98964,0.0064699999,1
2022,16,003,0.86124003,0.02118,1
2022,16,005,0.8642,0.0085699996,1
2022,16,007,0.98764998,0.02086,1
2022,16,009,0.69935,0.01661,1
2022,16,011,0.82173997,0.01075,1
2022,16,013,0.91799998,0.01557,1
2022,16,015,0.88226002,0.02025,1
2022,16,017,0.88963002,0.01092,1
2022,16,019,0.90030003,0.0081900004,1
2022,16,021,0.83205003,0.017619999,1
2022,16,023,0.89429998,0.02675,1
NA,16,025,NA,NA,NA
2022,16,027,0.77136999,0.0071299998,1
2022,16,029,0.98451,0.01884,1
2022,16,031,0.70995998,0.01294,1
NA,16,033,NA,NA,NA
2022,16,035,0.72012001,0.018379999,1
2022,16,037,0.88988,0.02341,1
2022,16,039,0.87404001,0.01033,1
2022,16,041,1.01656,0.01529,1
2022,16,043,0.96243,0.016100001,1
2022,16,045,0.82819003,0.01209,1
2022,16,047,0.68133003,0.01558,1
2022,16,049,0.79925001,0.01378,1
2022,16,051,1.0208,0.01188,1
2022,16,053,0.55858999,0.01427,1
2022,16,055,0.9138,0.0073000002,1
2022,16,057,1.07522,0.0096500004,1
2022,16,059,0.89494997,0.018719999,1
2022,16,061,0.79544002,0.03046,1
2022,16,063,0.67234999,0.020640001,1
2022,16,065,1.28088,0.0077399998,1
2022,16,067,0.66323,0.01308,1
2022,16,069,0.76748002,0.01068,1
2022,16,071,1.03951,0.02028,1
2022,16,073,0.70852,0.01512,1
2022,16,075,0.71708,0.01265,1
2022,16,077,0.64029002,0.02155,1
2022,16,079,0.72836,0.01449,1
2022,16,081,1.02827,0.01966,1
2022,16,083,0.80756998,0.0088,1
2022,16,085,0.94411999,0.017510001,1
2022,16,087,0.75248998,0.01537,1
2022,17,001,0.84658998,0.0099999998,1
2022,17,003,0.60172999,0.01729,1
2022,17,005,0.87770998,0.01519,1
2022,17,007,0.80488002,0.0115,1
2022,17,009,0.86974001,0.0217,1
2022,17,011,0.87740999,0.01139,1
2022,17,013,0.99957001,0.02679,1
2022,17,015,0.87941998,0.014880000000000001,1
2022,17,017,0.59776002,0.01474,1
2022,17,019,0.91205001,0.0079399999,1
2022,17,021,0.81603003,0.01211,1
2022,17,023,0.86019999,0.01436,1
2022,17,025,0.80944997,0.01497,1
2022,17,027,1.05951,0.01172,1
2022,17,029,0.81581002,0.0098099997,1
2022,17,031,0.75869,0.0051799999,1
2022,17,033,0.88082999,0.0153,1
2022,17,035,0.86751997,0.01602,1
2022,17,037,0.96710002,0.0086200004,1
2022,17,039,0.89556998,0.01564,1
2022,17,041,0.89494997,0.01378,1
2022,17,043,1.03581,0.0070600002,1
2022,17,045,0.74488002,0.01513,1
2022,17,047,0.86596,0.01997,1
2022,17,049,0.88552999,0.01139,1
2022,17,051,0.73540002,0.01316,1
2022,17,053,0.92458999,0.01449,1
2022,17,055,0.71328998,0.0099299997,1
2022,17,057,0.80118001,0.01177,1
2022,17,059,0.74414998,0.019990001,1
2022,17,061,0.82710999,0.01538,1
2022,17,063,1.0577199,0.01082,1
2022,17,065,0.82358003,0.01963,1
2022,17,067,0.91314,0.01415,1
2022,17,069,0.71897,0.02417,1
2022,17,071,0.85506999,0.020749999,1
2022,17,073,0.87853003,0.01122,1
2022,17,075,0.86128998,0.01288,1
2022,17,077,0.81449002,0.0086099999,1
2022,17,079,0.86857998,0.01966,1
2022,17,081,0.71473998,0.01037,1
2022,17,083,0.90250999,0.01468,1
2022,17,085,1.01666,0.01411,1
2022,17,087,0.84772998,0.015790001,1
2022,17,089,0.81374002,0.0077,1
2022,17,091,0.81575,0.0088400003,1
2022,17,093,0.97558999,0.01032,1
2022,17,095,0.74163997,0.01053,1
2022,17,097,0.79540002,0.0071999999,1
2022,17,099,0.88068002,0.0083900001,1
2022,17,101,0.77241999,0.01365,1
2022,17,103,0.89144999,0.01125,1
2022,17,105,0.88341999,0.01152,1
2022,17,107,0.84324002,0.01349,1
2022,17,109,0.87976003,0.01198,1
2022,17,111,1.0315599,0.00813,1
2022,17,113,0.96234,0.0084199999,1
2022,17,115,0.67282999,0.0081099998,1
2022,17,117,0.8581,0.01006,1
2022,17,119,0.80873001,0.00667,1
2022,17,121,0.69865,0.01081,1
2022,17,123,0.90486002,0.016030001,1
2022,17,125,0.82437003,0.01429,1
2022,17,127,0.80937999,0.01519,1
2022,17,129,0.91246998,0.01663,1
2022,17,131,0.92795002,0.01584,1
2022,17,133,1.13726,0.01278,1
2022,17,135,0.80458999,0.01238,1
2022,17,137,0.74520999,0.01133,1
2022,17,139,0.88616002,0.015930001,1
2022,17,141,0.92101002,0.01023,1
2022,17,143,0.70376998,0.0071800002,1
2022,17,145,0.78083003,0.01352,1
2022,17,147,1.01722,0.01636,1
2022,17,149,0.82776999,0.01425,1
2022,17,151,0.80373001,0.02581,1
2022,17,153,0.64888,0.01808,1
2022,17,155,0.93984997,0.02015,1
2022,17,157,0.80009001,0.0118,1
2022,17,159,0.81281,0.01445,1
2022,17,161,0.74805999,0.00789,1
2022,17,163,0.70964003,0.0060899998,1
2022,17,165,0.69823998,0.01246,1
2022,17,167,0.77772999,0.0071,1
2022,17,169,0.83855999,0.02045,1
2022,17,171,0.85881001,0.021640001,1
2022,17,173,0.88202,0.01302,1
2022,17,175,0.92452002,0.01815,1
