county,county_name,num_below_p50,pop2018,ec_county,ec_se_county,child_ec_county,child_ec_se_county,ec_grp_mem_county,ec_high_county,ec_high_se_county,child_high_ec_county,child_high_ec_se_county,ec_grp_mem_high_county,exposure_grp_mem_county,exposure_grp_mem_high_county,child_exposure_county,child_high_exposure_county,bias_grp_mem_county,bias_grp_mem_high_county,child_bias_county,child_high_bias_county,clustering_county,support_ratio_county,volunteering_rate_county,civic_organizations_county
1039,"Covington, Alabama",5881.6187,37351,.60332,.0098400004,.70292002,.02806,.64938998,1.03188,.01374,.80571002,.028419999,1.05264,.70185,.82009,.68581003,.70427001,.074749999,-.28356999,-.02495,-.14404,.12664001,.99905998,.032450002,.01542
1041,"Crenshaw, Alabama",2278.0264,13865,.60762,.01296,.73427999,.04047,.67216998,1.04796,.01743,.78331,.040970001,1.07233,.67451,.81461,.69524997,.71473002,.00348,-.31636,-.056129999,-.095940001,.13204999,.99773002,.0372,.01466
1043,"Cullman, Alabama",10640.973,82313,.65998,.0080300001,.77515,.02139,.70454001,1.08136,.01013,.89679003,.02169,1.07433,.69111001,.84511,.75155002,.82721001,-.019440001,-.27123001,-.031399999,-.084100001,.10496,.99382001,.03751,.0122
1045,"Dale, Alabama",7338.9341,49255,.63924998,.0082200002,.75909001,.027629999,.62785,1.16705,.01108,.85140997,.02888,1.18716,.68618,.97878999,.77166998,.78077,.08501,-.21289,.016310001,-.09048,.099959999,.98250002,.05418,.01732
1047,"Dallas, Alabama",9503.5635,40029,.45451,.0085800001,.56362998,.022399999,.42596999,.90153003,.01523,.82811999,.022919999,.88020003,.48030999,.67650998,.54014999,.79268003,.11314,-.30107999,-.043469999,-.044709999,.16320001,.99936998,.06154,.01578
1049,"DeKalb, Alabama",9904.3438,71200,.59283,.0087299999,.59898001,.02165,.62847,.97513002,.01182,.71402001,.02217,.99632001,.64083999,.7554,.59491003,.62637001,.019309999,-.31893,-.0068399999,-.13993999,.11258,.99579,.03723,.01482
1051,"Elmore, Alabama",8440.6953,81212,.69626999,.0076299999,.92319,.018650001,.72624999,1.16711,.0092399996,1.03733,.01908,1.18349,.78555,.9558,.94256002,.95517999,.075489998,-.23822001,.020540001,-.086000003,.10608,.98908001,.048909999,.01296
1053,"Escambia, Alabama",6075.6069,37328,.46434,.0083600003,.59649998,.023700001,.40428001,.88358003,.01485,.74904001,.02423,.79961997,.44694999,.61694998,.58493,.68902999,.095480002,-.29607999,-.019780001,-.087090001,.14405,1,.029829999,.01554
1055,"Etowah, Alabama",14630.309,102939,.59388,.0072599999,.70437002,.01816,.63183999,1.0541,.01004,.90675002,.01856,1.06953,.65232003,.8283,.70502001,.80018002,.031399999,-.29122999,.00092000002,-.13319001,.11482,.99601001,.10062,.01497
1057,"Fayette, Alabama",2779.4429,16585,.68558002,.01337,.61176997,.039450001,.69151998,1.11631,.0165,.68877,.039870001,1.08023,.72557998,.83912998,.61394,.64249998,.046950001,-.28733,.0035399999,-.072010003,.13292,.99755001,.04036,.01137
1059,"Franklin, Alabama",4393.2769,31542,.57484001,.01063,.57801002,.02751,.6085,.97758001,.0139,.70818001,.02733,1.00313,.66158998,.77596003,.56772,.60070002,.080250002,-.29277,-.01812,-.17893,.12577,.99583,.03076,.01146
1061,"Geneva, Alabama",4106.1558,26491,.58556002,.01094,.63264,.031720001,.63748997,1.0051301,.01434,.72978997,.03167,1.02996,.67422998,.80678999,.60069001,.62334001,.054480001,-.27660999,-.053199999,-.17078,.11434,.99361002,.040070001,.01518
1063,"Greene, Alabama",2471.8074,8426,.458,.013,,,.36248001,.89257997,.045850001,,,.80887997,.39822999,.68910998,,,.089769997,-.17380001,,,.17622,.99800003,.023879999,.01494
1065,"Hale, Alabama",3927.209,14887,.58731002,.0114,.56084001,.038589999,.53766,1.15468,.01974,.67478001,.039700001,1.10958,.56589001,.88192999,.56467003,.65513998,.049880002,-.25813001,.00679,-.02998,.1498,.99646002,.03379,.01227
1067,"Henry, Alabama",2383.251,17124,.60405999,.01168,.69160002,.031739999,.66053998,1.05902,.016349999,.87884003,.032159999,1.08892,.66696,.84627998,.70157999,.80066001,.0096300002,-.28670999,.01422,-.09764,.11537,.99054003,.031909999,.019339999
1069,"Houston, Alabama",12653.077,104352,.57523,.0068899998,.81533003,.02025,.56998998,1.12764,.0097399997,1.0555201,.0208,1.13648,.65814,.88437998,.84328002,.96414,.13393,-.28507,.033149999,-.094779998,.10276,.99401999,.036819998,.01367
1071,"Jackson, Alabama",7168.6494,52094,.57870001,.0087400004,.64797002,.024700001,.55539,.96991003,.01318,.74989003,.024660001,.92241001,.57611001,.72667003,.65078002,.68028003,.03596,-.26934999,.0043100002,-.10233,.1224,.99743998,.039099999,.01501
1073,"Jefferson, Alabama",84837.828,659892,.59913999,.0050499998,.74403,.01264,.64289999,1.35558,.0057100002,1.22938,.01244,1.44805,.69424999,1.21592,.72592002,1.1555099,.073959999,-.19091,-.024940001,-.063929997,.095320001,.99241,.061239999,.01602
1075,"Lamar, Alabama",2227.2256,13933,.71999002,.01383,.46472001,.04188,.74631,1.11169,.01699,.58907002,.042950001,1.0832,.74057001,.83601999,.51898003,.57498002,-.0077499999,-.29565999,.10456,-.024490001,.14041001,1,.033149999,.01517
1077,"Lauderdale, Alabama",9804.3232,92585,.69683999,.0077499999,.80091,.02107,.69599998,1.1968499,.0091399997,.94602001,.021290001,1.18973,.76503998,.95378,.81068999,.86764002,.090240002,-.24738,.01207,-.090329997,.11744,.99726999,.05923,.019130001
1079,"Lawrence, Alabama",4575.0757,33171,.63709003,.01059,.77948999,.028379999,.75871003,1.01165,.01249,.88805002,.027869999,1.07977,.79585999,.87589002,.74287999,.77322,.046670001,-.23277,-.049279999,-.1485,.12177,.99711001,.075659998,.01598
1081,"Lee, Alabama",12082.91,159287,.72622001,.0065600001,.89086002,.015760001,.72612,1.31224,.0077499999,1.16531,.01598,1.3306,.78985,1.10365,.92679,1.0746599,.080679998,-.20564,.038770001,-.084349997,.11028,.99093997,.054719999,.01548
1083,"Limestone, Alabama",7555.7773,93052,.70283997,.0079399999,.83678001,.022290001,.73391002,1.25098,.0087099997,1.15088,.02211,1.2896301,.80592,1.05717,.86271,1.07783,.08935,-.21988,.030060001,-.067780003,.1044,.98565,.049339999,.01228
1085,"Lowndes, Alabama",3471.8325,10236,.41341001,.01174,.45875999,.039930001,.42458001,.94134003,.027310001,.80175,.04183,.97509003,.46950001,.82462001,.45659,.79483002,.095679998,-.18246999,-.0047399998,-.0087099997,.15244,.99537998,.02665,.02108
1087,"Macon, Alabama",4974.1001,19054,.45666999,.00966,.4395,.02679,.44345999,.94809997,.02132,.50554001,.02912,.93957001,.49360999,.80049002,.44119999,.48548999,.1016,-.17374,.00385,-.04129,.13407999,.99694997,.022539999,.027079999
1089,"Madison, Alabama",27732.402,357560,.74789,.0057299999,1.10624,.01532,.78231001,1.33155,.0068199998,1.43791,.01468,1.38922,.82967001,1.15827,1.15587,1.35896,.057089999,-.19938999,.042939998,-.0581,.098099999,.98901999,.067910001,.01661
1091,"Marengo, Alabama",3984.1697,19538,.57516998,.01052,.68480998,.03283,.55037999,1.08999,.016790001,.85417998,.03269,1.05843,.60470003,.81981999,.67910999,.73846,.089830004,-.29104999,-.0083999997,-.1567,.15583999,.99905002,.049279999,.01546
1093,"Marion, Alabama",4273.8911,29965,.64333999,.01048,.68886,.031599998,.60496002,1.0683399,.01414,.77854002,.030920001,.98128998,.62489003,.7414,.66592997,.70427001,.0319,-.32357001,-.034419999,-.10546,.12976,.99787003,.02806,.01225
1095,"Marshall, Alabama",11631.736,95145,.56095999,.0081700003,.85096997,.02101,.60974997,1.05256,.01044,1.0288301,.020230001,1.06515,.64173001,.81902999,.84685999,.90796,.049830001,-.30050001,-.0048500001,-.13313,.10477,.99274999,.033980001,.01194
1097,"Mobile, Alabama",64760.055,414659,.56962001,.0052999998,.77516001,.01299,.58118999,1.15688,.0072499998,1.09382,.01347,1.19744,.66237003,.97751999,.78863001,1.00015,.12256,-.22497,.01708,-.093659997,.096320003,.99576998,.045000002,.01322
1099,"Monroe, Alabama",3598.8337,21512,.47554001,.00997,.60307002,.02949,.43481001,.98108,.01929,.77047998,.031199999,.92220998,.46961999,.71924001,.59100002,.69839001,.074139997,-.28220001,-.020409999,-.10322,.16456001,.99856001,.034680001,.01195
1101,"Montgomery, Alabama",34069.777,226941,.49068999,.0055399998,.79247999,.017309999,.50988001,1.11755,.0081500001,1.21919,.01881,1.15905,.61398,.97174001,.79901999,1.20654,.16954,-.19275001,.0081799999,-.01049,.10102,.99729002,.029139999,.018510001
1103,"Morgan, Alabama",11912.76,119122,.61510003,.0072599999,.90508002,.019300001,.62463999,1.13327,.0096100001,1.11036,.01904,1.12826,.71618998,.90414,.94154,.98667997,.12783,-.24789,.038729999,-.12534,.10716,.9939,.045650002,.01534
1105,"Perry, Alabama",3056.6516,9486,,,,,,,,,,,,,,,,,,,.19801068,.99896497,.031367633,.019242616
1107,"Pickens, Alabama",3990.6941,20298,.62550998,.01217,.55018002,.037330002,.64789999,1.10858,.01761,.75408,.039349999,1.11446,.67219001,.87348998,.53868002,.68842,.03613,-.27588001,-.02135,-.095370002,.16098,.99844998,.042319998,.0128
1109,"Pike, Alabama",5022.376,33403,.59630001,.0093700001,.65039998,.032889999,.62080002,1.14779,.01285,.88818002,.033539999,1.17258,.70222002,.92477,.66929001,.76441997,.11594,-.26797,.02822,-.16191,.12736,.99858999,.036729999,.019819999
1111,"Randolph, Alabama",3707.0947,22574,.55489999,.01099,.69924003,.032559998,.52345997,.94848001,.01681,.80232,.032620002,.88341999,.53705001,.69611001,.69875002,.71455997,.025319999,-.26907,-.00069999998,-.12282,.13440999,.99857998,.030950001,.01612
1113,"Russell, Alabama",8943.9785,58213,.56879997,.0068899998,.58965999,.033199999,.55699998,1.01088,.01052,.65129,.034430001,1.03609,.62932998,.87514001,.59917003,.6056,.11494,-.18391,.01588,-.075429998,.099420004,.98253,.047249999,.0073899999
1115,"St. Clair, Alabama",8161.9541,87306,.78175998,.0086399997,.77757001,.0217,.84385997,1.18944,.0092500001,.87761003,.021579999,1.24552,.87893999,1.02263,.76893002,.81942999,.03991,-.21796,-.01123,-.071000002,.10566,.98808002,.058680002,.01571
1117,"Shelby, Alabama",9200.7656,211261,.82049,.00764,1.08032,.01788,.84825999,1.37665,.00679,1.41445,.01715,1.45355,.96401,1.23484,1.08505,1.34052,.12007,-.17712,.0043600001,-.055149999,.098700002,.97235,.059209999,.015699999
1119,"Sumter, Alabama",3715.334,12985,.54794002,.0125,,,.53865999,1.12229,.02283,,,1.13442,.59293002,.89752001,,,.091519997,-.26394999,,,.15988,.99831003,.042410001,.021369999
1121,"Talladega, Alabama",12668.362,80565,.52474999,.0071700001,.67399001,.020160001,.49961999,.97731,.01138,.80513,.020260001,.93851,.54386002,.73736,.66206002,.71188003,.08134,-.27279001,-.01802,-.13098,.13107,.99888998,.034320001,.01546
1123,"Tallapoosa, Alabama",6257.7715,40636,.51406997,.0093799997,.68627,.024529999,.48918,1.05039,.01478,.89100999,.02428,1.02213,.56779999,.7676,.71923,.74935001,.13846,-.33159,.04583,-.18904001,.14791,.99917001,.02613,.024110001
1125,"Tuscaloosa, Alabama",19993.424,206213,.64775002,.0063700001,.82072002,.017309999,.69414002,1.23939,.00764,1.0718499,.017750001,1.3056,.85312003,1.1058199,.84588999,.96253997,.18635,-.18065999,.029759999,-.11356,.11285,.99621999,.0451,.01334
1127,"Walker, Alabama",9327.2041,64493,.64082003,.0091500003,.62895,.02588,.66589999,1.06065,.01103,.79556,.02626,1.05317,.70762998,.84136999,.63792002,.73404998,.058979999,-.25173,.01407,-.083800003,.11568,.99795002,.045030002,.01458
1129,"Washington, Alabama",2959.3025,16643,.70414001,.01217,.79619998,.03562,.76392001,1.05941,.01523,.83412999,.03607,1.08989,.75979,.88409001,.74944001,.77577001,-.0054299999,-.23277999,-.06239,-.075220004,.14909001,.99853998,.031819999,.01032
1131,"Wilcox, Alabama",3067.6301,10809,.42162001,.01182,.34766001,.029340001,.38918999,.96622002,.02991,.61421001,.0306,.94674999,.41868001,.73527998,.35416999,.58653998,.070419997,-.28760001,.018370001,-.047169998,.19053,.99989003,.01901,.01398
1133,"Winston, Alabama",3878.0425,23875,.59921002,.01115,.5668,.030169999,.57190001,.94875997,.01554,.64826,.03021,.88840997,.58594,.67466003,.55864,.56384999,.02396,-.31681001,-.01459,-.1497,.12928,.99743998,.03503,.01305
2013,"Aleutians East, Alaska",292.00562,,.91415,.029829999,,,1.01818,1.1502399,.033519998,,,1.23361,.96170002,1.1337301,,,-.058729999,-.088100001,,,.17668,.99333,.039310001,.0080500003
2016,"Aleutians West, Alaska",478.30692,5750,.83311999,.02726,,,1.26753,1.14247,.023560001,,,1.4496599,1.2224801,1.33129,,,-.036850002,-.088909999,,,.13175,.98166001,.059119999,.01085
2020,"Anchorage, Alaska",25428.211,296112,1.02472,.0078600002,1.34806,.019610001,1.13263,1.38776,.0085899998,1.47772,.02004,1.44873,1.23124,1.37521,1.36689,1.43625,.080090001,-.053459998,.01378,-.02887,.092150003,.97893,.1071,.017619999
2050,"Bethel, Alaska",5130.2993,18040,.76327002,.01449,1.02683,.047260001,.80365998,1.0370899,.01812,1.1754,.04721,1.1296099,.92141002,1.0349801,.98847002,1.1341799,.12779,-.09144,-.03881,-.036339998,.22093999,1,.11584,.01144
2060,"Bristol Bay, Alaska",154.53957,,,,,,,,,,,,,,,,,,,,.13310137,.99449265,.042672243,.12029663
2068,"Denali, Alaska",52.301735,,1.16948,.036600001,,,1.28562,1.44254,.022949999,,,1.52341,1.19381,1.33593,,,-.076909997,-.14034,,,.086390004,.98901999,.14221001,.02723
2070,"Dillingham, Alaska",1288.012,4975,.90030998,.023010001,.81506997,.062059999,.83807999,1.18785,.024529999,.99896997,.063089997,1.12896,.90935999,1.06148,.86277002,.95406002,.078380004,-.063579999,.05528,-.04707,.21399,1,.16418999,.02486
2090,"Fairbanks North Star, Alaska",8737.792,99653,1.09859,.0090300003,1.3839999,.026079999,1.1559,1.33938,.0092500001,1.45408,.02668,1.39928,1.2191,1.29199,1.39723,1.41601,.05184,-.083039999,.0094699999,-.02689,.09251,.97803998,.12425,.017440001
2100,"Haines, Alaska",321.32596,,1.1621799,.027380001,,,1.03194,1.42883,.026000001,,,1.32254,1.00705,1.14765,,,-.02471,-.15239,,,.12548999,1,.10074,.068839997
2105,"Hoonah-Angoon, Alaska",329.70334,2132,1.04737,.037080001,,,1.12291,1.26194,.033829998,,,1.27562,1.08933,1.14104,,,-.03083,-.11794,,,.1559,.99783999,.13991,.05531
2110,"Juneau, Alaska",2120.7571,32330,1.1094,.0143,1.30547,.034370001,1.22833,1.44396,.01211,1.46525,.034249999,1.50903,1.31199,1.3598599,1.3595999,1.37551,.063770004,-.1097,.039810002,-.065250002,.10861,.99326998,.11854,.025119999
2122,"Kenai Peninsula, Alaska",5873.6099,58220,1.03391,.01034,1.2195899,.02978,1.02535,1.35446,.01133,1.32206,.029890001,1.33727,1.09108,1.20827,1.2234401,1.25702,.060249999,-.10676,.00315,-.051739998,.10711,.99194002,.16959,.030470001
2130,"Ketchikan Gateway, Alaska",1241.0181,13804,.98493999,.01619,1.23446,.041370001,.95467001,1.2909,.016860001,1.33373,.04214,1.26393,1.01255,1.09065,1.24534,1.27696,.057160001,-.15888,.0087400004,-.044459999,.13572,.99817002,.11885,.03097
2150,"Kodiak Island, Alaska",1977.3203,13649,1.06233,.01663,1.14385,.040600002,1.0579,1.37884,.014,1.29768,.040679999,1.40566,1.1770101,1.2539901,1.18813,1.18984,.10119,-.12095,.03726,-.090640001,.12197,.99536002,.15803,.023770001
2158,"Wade Hampton, Alaska",,,.64175999,.017750001,,,.39941001,.85314,.035119999,,,.63927001,.40575001,.60829997,,,.015629999,-.050919998,,,.26097,1,.09008,.0082
2164,"Lake and Peninsula, Alaska",507.0596,,,,,,,,,,,,,,,,,,,,.15680957,.99520481,.086068638,.028940175
2170,"Matanuska-Susitna, Alaska",7639.5044,103464,1.09532,.0093499999,1.2169501,.025629999,1.13686,1.36194,.0099499999,1.30998,.026149999,1.39265,1.19753,1.26148,1.23281,1.27763,.050659999,-.10398,.01287,-.025319999,.091619998,.97605997,.15514,.020780001
2180,"Nome, Alaska",2077.6875,9925,.83958,.020470001,.74658,.053830002,.84052998,1.22787,.02066,1.10858,.052239999,1.27994,.92347997,1.15934,.74949002,1.07524,.089819998,-.10402,.0038900001,-.030999999,.23547,.9989,.076159999,.018270001
2185,"North Slope, Alaska",920.54974,9797,1.08719,.019269999,1.23939,.052609999,1.15203,1.2475899,.019160001,1.3427401,.05311,1.32219,1.15058,1.21675,1.2252899,1.28699,-.00126,-.086659998,-.01151,-.04332,.19751,.99747002,.2256,.01016
2188,"Northwest Arctic, Alaska",2078.9482,7734,.83544999,.021290001,.95924997,.056740001,.80372,1.1256,.022159999,1.10479,.05686,1.16632,.86018002,1.05399,.91777998,1.03931,.065640002,-.10657,-.04518,-.063000001,.22847,1,.12913001,.01402
2195,"Petersburg, Alaska",575.21246,,1.04632,.025040001,,,1.0158,1.33395,.023949999,,,1.2857,1.00675,1.1249501,,,-.0089800004,-.1429,,,.15200999,.99869001,.14663,.039140001
2198,"Prince of Wales-Hyder, Alaska",1116.6844,6474,.86852002,.02227,1.04765,.079439998,.82407999,1.13743,.02571,.99672002,.082060002,1.0834,.86471999,1.0077,.97171003,.97321999,.046999998,-.075120002,-.078160003,-.024150001,.18854,1,.11994,.03107
2220,"Sitka, Alaska",778.58118,8738,1.1381,.01922,1.20061,.048909999,1.14906,1.41057,.01629,1.2749,.049350001,1.40356,1.15992,1.24051,1.21336,1.22263,.0093599996,-.13144,.01051,-.042750001,.11636,.99596,.13887,.035069998
2230,"Skagway, Alaska",77.691696,,1.1267101,.038660001,,,1.22365,1.43251,.026869999,,,1.4588701,1.1209,1.2424999,,,-.091669999,-.17415,,,.11203,.99884999,.090599999,.036789998
2240,"Southeast Fairbanks, Alaska",1010.4338,6876,.99532002,.022840001,1.13311,.06797,1.16116,1.25227,.020099999,1.1509399,.069619998,1.35062,1.16343,1.23006,1.13157,1.1551,.0019499999,-.098010004,-.00136,.0035999999,.12862,.99175,.1129,.037179999
2261,"Valdez-Cordova, Alaska",1406.827,9301,1.0594701,.016349999,1.29258,.05266,.99308997,1.3605601,.016720001,1.38319,.053100001,1.32392,1.03738,1.17248,1.26651,1.3095,.0427,-.12916,-.020579999,-.056279998,.12568,.99518001,.11341,.032910001
2275,"Wrangell, Alaska",317.49307,,1.06294,.030339999,,,.98220998,1.33237,.02808,,,1.2470599,.9867,1.07986,,,.0045599998,-.15482999,,,.16279,.99879998,.11285,.040259998
2290,"Yukon-Koyukuk, Alaska",1517.4259,5415,.79198003,.02118,,,.70073998,1.1452301,.033550002,,,1.16109,.78767002,1.09562,,,.11037,-.059760001,,,.20638999,.99452001,.16680001,.022089999
4001,"Apache, Arizona",17653.791,71522,.48368001,.0092799999,.49801999,.026729999,.42059001,1.05762,.01702,.79364997,.02658,1.03736,.46992999,.85628998,.48499,.68493998,.10499,-.21145999,-.026869999,-.15871,.085869998,.97656,.060210001,.018680001
4003,"Cochise, Arizona",17019.139,126279,.79714,.0089800004,.75994003,.021360001,.78407001,1.2058901,.0104,.96816999,.022460001,1.21725,.82208002,1.02974,.7719,.90425998,.046239998,-.18209,.0155,-.070670001,.093999997,.98288,.083509997,.022360001
4005,"Coconino, Arizona",15475.501,140217,.75237,.00923,.78612,.02548,.81461,1.34867,.0094799995,1.14583,.025520001,1.42117,.94435,1.25067,.84153003,.98717999,.13738,-.13632999,.065839998,-.16071001,.088289998,.97488999,.10576,.02241
4007,"Gila, Arizona",6761.541,53400,.61997002,.01084,.75176001,.03073,.57770997,1.08929,.01619,.82731003,.0319,1.06115,.63678002,.88686001,.74950999,.77478999,.092759997,-.19653,-.003,-.067790002,.11768,.99426001,.080339998,.02561
4009,"Graham, Arizona",5027.3662,37879,.68656999,.01236,.76119,.030060001,.71267003,1.21707,.01378,1.0504,.029479999,1.25397,.80282998,1.0364,.78451002,.96594,.1123,-.20993,.02974,-.087439999,.12089,.99585003,.063620001,.0099299997
4011,"Greenlee, Arizona",864.95984,9504,.81149,.0174,.94648999,.052870002,1.00977,1.10059,.017960001,1.03017,.05443,1.24949,.99326998,1.0771,.9271,.96469003,-.01661,-.16005,-.020919999,-.067879997,.11659,.99454999,.05745,.01355
4012,"La Paz, Arizona",2794.5215,20701,.61006999,.01413,.49496001,.038880002,.45583001,1.08753,.027960001,.53206003,.040739998,.94551998,.50189,.80952001,.51753002,.53364998,.091770001,-.16799,.043609999,.0029800001,.12695999,.99476999,.0603,.02823
4013,"Maricopa, Arizona",357728.72,4253913,.74400002,.0057199998,.92000002,.01297,.85654998,1.3991899,.0068199998,1.30445,.01218,1.42879,.92655998,1.29924,.93954003,1.2582901,.075560004,-.099710003,.0208,-.036680002,.078369997,.95842999,.04837,.0096699996
4015,"Mohave, Arizona",21635.777,206064,.77204001,.0082599996,.63424999,.01994,.77125001,1.14623,.01084,.79764003,.020710001,1.15281,.84420002,.97597998,.65241998,.71943003,.08642,-.18119,.02785,-.10872,.095729999,.98514998,.071999997,.01219
4017,"Navajo, Arizona",19095.914,108705,.57981002,.0082299998,.61697,.020780001,.51446003,1.14608,.01332,.93707001,.020260001,1.0946,.54644001,.88466001,.62313998,.82844001,.058529999,-.23729999,.0098999999,-.13112,.11027,.98989999,.066600002,.01581
4019,"Pima, Arizona",103305.86,1019722,.71572,.0063100001,.77517998,.01564,.70349002,1.31784,.0082,1.16274,.01549,1.4036601,.77279001,1.20204,.78391999,1.0982701,.089670002,-.16774,.01115,-.058699999,.080949999,.97719997,.053169999,.01337
4021,"Pinal, Arizona",25754.564,419721,.77478999,.00709,.70965999,.02117,.80833,1.23835,.0087299999,.90328002,.021910001,1.28342,.87836999,1.1338,.71153998,.82288998,.079740003,-.13196,.00263,-.0977,.085150003,.95612001,.053769998,.0088400003
4023,"Santa Cruz, Arizona",10122.486,46584,.52688998,.01149,.61212999,.02307,.43776,.99980998,.02149,.70635998,.02393,.90584999,.49924001,.71095997,.61365002,.62211001,.12315,-.27412,.00248,-.13541999,.11585,.99507999,.02172,.020509999
4025,"Yavapai, Arizona",17549.195,224645,.84227997,.0081399996,.7554,.02042,.83203,1.28281,.01038,.91205001,.02145,1.3058,.87412,1.11492,.78157997,.83519,.048140001,-.17121001,.033500001,-.092030004,.089060001,.98193002,.068680003,.02716
