year,state,place,subgroup_type,subgroup,environmental,environmental_quality
2018,04,12000,race-ethnicity,"Majority White, Non-Hispanic",22.682357545971016,1
2018,04,12000,race-ethnicity,Mixed Race and Ethnicity,16.23371038875214,1
2018,04,23620,all,All,89.929456607008035,1
2018,04,23620,poverty,High Poverty,88.75919629057186,1
2018,04,23620,poverty,Not High Poverty,96.35098874438953,1
2018,04,23620,race-ethnicity,Majority Non-White,NA,NA
2018,04,23620,race-ethnicity,"Majority White, Non-Hispanic",88.9707294690105,1
2018,04,23620,race-ethnicity,Mixed Race and Ethnicity,94.48253560477815,1
2018,04,27400,all,All,22.543949281413404,1
2018,04,27400,poverty,High Poverty,NA,NA
2018,04,27400,poverty,Not High Poverty,22.571351066202133,1
2018,04,27400,race-ethnicity,Majority Non-White,NA,NA
2018,04,27400,race-ethnicity,"Majority White, Non-Hispanic",22.92002870806616,1
2018,04,27400,race-ethnicity,Mixed Race and Ethnicity,18.89818905924717,1
2018,04,27820,all,All,26.10154622343175,1
2018,04,27820,poverty,High Poverty,26,1
2018,04,27820,poverty,Not High Poverty,26.15606131654809,1
2018,04,27820,race-ethnicity,Majority Non-White,25.999999999999996,1
2018,04,27820,race-ethnicity,"Majority White, Non-Hispanic",26.60587690642338,1
2018,04,27820,race-ethnicity,Mixed Race and Ethnicity,25.62322478478007,1
2018,04,28380,all,All,34.952075003390185,1
2018,04,28380,poverty,High Poverty,NA,NA
2018,04,28380,poverty,Not High Poverty,37.09024156092079,1
2018,04,28380,race-ethnicity,Majority Non-White,26,1
2018,04,28380,race-ethnicity,"Majority White, Non-Hispanic",41.516381676672246,1
2018,04,28380,race-ethnicity,Mixed Race and Ethnicity,26.04425941163381,1
2018,04,46000,all,All,26.2208784456699,1
2018,04,46000,poverty,High Poverty,26,1
2018,04,46000,poverty,Not High Poverty,26.341931669816706,1
2018,04,46000,race-ethnicity,Majority Non-White,25.607973885241204,1
2018,04,46000,race-ethnicity,"Majority White, Non-Hispanic",27.415607564741517,1
2018,04,46000,race-ethnicity,Mixed Race and Ethnicity,24.049439311304077,1
2018,04,54050,all,All,29.609021357986354,1
2018,04,54050,poverty,High Poverty,NA,NA
2018,04,54050,poverty,Not High Poverty,29.798792699205965,1
2018,04,54050,race-ethnicity,Majority Non-White,26.000000000000004,1
2018,04,54050,race-ethnicity,"Majority White, Non-Hispanic",31.28244788107889,1
2018,04,54050,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,04,55000,all,All,25.23064112133854,1
2018,04,55000,poverty,High Poverty,22.36972923050427,1
2018,04,55000,poverty,Not High Poverty,25.697799761646465,1
2018,04,55000,race-ethnicity,Majority Non-White,22.82159914253957,1
2018,04,55000,race-ethnicity,"Majority White, Non-Hispanic",29.70189926788298,1
2018,04,55000,race-ethnicity,Mixed Race and Ethnicity,22.266299503423177,1
2018,04,65000,all,All,36.394281047035086,1
2018,04,65000,poverty,High Poverty,NA,NA
2018,04,65000,poverty,Not High Poverty,36.89571842729998,1
2018,04,65000,race-ethnicity,Majority Non-White,NA,NA
2018,04,65000,race-ethnicity,"Majority White, Non-Hispanic",37.77302820847462,1
2018,04,65000,race-ethnicity,Mixed Race and Ethnicity,25.999999999999996,1
2018,04,71510,all,All,48.32133204283719,1
2018,04,71510,poverty,High Poverty,NA,NA
2018,04,71510,poverty,Not High Poverty,48.693645201839146,1
2018,04,71510,race-ethnicity,Majority Non-White,26,1
2018,04,71510,race-ethnicity,"Majority White, Non-Hispanic",51.92840745516357,1
2018,04,71510,race-ethnicity,Mixed Race and Ethnicity,26,1
2018,04,73000,all,All,16.015508939436636,1
2018,04,73000,poverty,High Poverty,25.504102096627165,1
2018,04,73000,poverty,Not High Poverty,14.008470910430466,1
2018,04,73000,race-ethnicity,Majority Non-White,17.316665943883084,1
2018,04,73000,race-ethnicity,"Majority White, Non-Hispanic",13.225747286754302,1
2018,04,73000,race-ethnicity,Mixed Race and Ethnicity,19.845771583963455,1
2018,04,77000,all,All,57.76274844939128,1
2018,04,77000,poverty,High Poverty,55,1
2018,04,77000,poverty,Not High Poverty,58.896289721399114,1
2018,04,77000,race-ethnicity,Majority Non-White,50.68399414003903,1
2018,04,77000,race-ethnicity,"Majority White, Non-Hispanic",65.34242681160622,1
2018,04,77000,race-ethnicity,Mixed Race and Ethnicity,55.03304786353456,1
2018,04,85540,all,All,32.606190450047784,1
2018,04,85540,poverty,High Poverty,41.01514932362876,1
2018,04,85540,poverty,Not High Poverty,31.776573266728636,1
2018,04,85540,race-ethnicity,Majority Non-White,36.7832297141187,1
2018,04,85540,race-ethnicity,"Majority White, Non-Hispanic",22.86456089639766,1
2018,04,85540,race-ethnicity,Mixed Race and Ethnicity,26.600185758466772,1
2018,05,23290,all,All,26,1
2018,05,23290,poverty,High Poverty,NA,NA
2018,05,23290,poverty,Not High Poverty,25.999999999999996,1
2018,05,23290,race-ethnicity,Majority Non-White,NA,NA
2018,05,23290,race-ethnicity,"Majority White, Non-Hispanic",26.000000000000004,1
2018,05,23290,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,05,24550,all,All,13.629064957923193,1
2018,05,24550,poverty,High Poverty,13,1
2018,05,24550,poverty,Not High Poverty,13.76546708643334,1
2018,05,24550,race-ethnicity,Majority Non-White,13.885106955468855,1
2018,05,24550,race-ethnicity,"Majority White, Non-Hispanic",13.495741686326822,1
2018,05,24550,race-ethnicity,Mixed Race and Ethnicity,13.684851694915254,1
2018,05,35710,all,All,45.10920801282231,1
2018,05,35710,poverty,High Poverty,40,1
2018,05,35710,poverty,Not High Poverty,46.30969973217415,1
2018,05,35710,race-ethnicity,Majority Non-White,NA,NA
2018,05,35710,race-ethnicity,"Majority White, Non-Hispanic",46.59757578732573,1
2018,05,35710,race-ethnicity,Mixed Race and Ethnicity,43.21223960360796,1
2018,05,41000,all,All,19.40787644641277,1
2018,05,41000,poverty,High Poverty,21.325983313468416,1
2018,05,41000,poverty,Not High Poverty,19.29693144818229,1
2018,05,41000,race-ethnicity,Majority Non-White,20.985583469022934,1
2018,05,41000,race-ethnicity,"Majority White, Non-Hispanic",18.186597186832856,1
2018,05,41000,race-ethnicity,Mixed Race and Ethnicity,15,1
2018,05,66080,all,All,22.317111415331134,1
2018,05,66080,poverty,High Poverty,NA,NA
2018,05,66080,poverty,Not High Poverty,22.433079154142497,1
2018,05,66080,race-ethnicity,Majority Non-White,NA,NA
2018,05,66080,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,05,66080,race-ethnicity,Mixed Race and Ethnicity,21.916049177967018,1
2018,06,00562,all,All,47.37263898447656,1
2018,06,00562,poverty,High Poverty,NA,NA
2018,06,00562,poverty,Not High Poverty,47.400372176953226,1
2018,06,00562,race-ethnicity,Majority Non-White,47.54282572842221,1
2018,06,00562,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,06,00562,race-ethnicity,Mixed Race and Ethnicity,47.31089650598914,1
2018,06,00884,all,All,3.965754230705863,1
2018,06,00884,poverty,High Poverty,NA,NA
2018,06,00884,poverty,Not High Poverty,3.96442431189493,1
2018,06,00884,race-ethnicity,Majority Non-White,3.9643430109196296,1
2018,06,00884,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,00884,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,02000,all,All,6.487800955038718,1
2018,06,02000,poverty,High Poverty,NA,NA
2018,06,02000,poverty,Not High Poverty,6.627545738660456,1
2018,06,02000,race-ethnicity,Majority Non-White,5.4803523958426075,1
2018,06,02000,race-ethnicity,"Majority White, Non-Hispanic",11,1
2018,06,02000,race-ethnicity,Mixed Race and Ethnicity,11.180452554950623,1
2018,06,02252,all,All,28.981216247364017,1
2018,06,02252,poverty,High Poverty,NA,NA
2018,06,02252,poverty,Not High Poverty,29.00770594053307,1
2018,06,02252,race-ethnicity,Majority Non-White,27.198029157950902,1
2018,06,02252,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,02252,race-ethnicity,Mixed Race and Ethnicity,37.44984296021271,1
2018,06,02364,all,All,54.99694739605654,1
2018,06,02364,poverty,High Poverty,NA,NA
2018,06,02364,poverty,Not High Poverty,54.375780915456794,1
2018,06,02364,race-ethnicity,Majority Non-White,NA,NA
2018,06,02364,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,06,02364,race-ethnicity,Mixed Race and Ethnicity,54.812505190954276,1
2018,06,03526,all,All,22.495525590018428,1
2018,06,03526,poverty,High Poverty,17.093939351473022,1
2018,06,03526,poverty,Not High Poverty,23.388241966403303,1
2018,06,03526,race-ethnicity,Majority Non-White,20.31989839429351,1
2018,06,03526,race-ethnicity,"Majority White, Non-Hispanic",29.364342192765346,1
2018,06,03526,race-ethnicity,Mixed Race and Ethnicity,22.117797248958162,1
2018,06,04982,all,All,4.14633370205931,1
2018,06,04982,poverty,High Poverty,NA,NA
2018,06,04982,poverty,Not High Poverty,4.207201426024955,1
2018,06,04982,race-ethnicity,Majority Non-White,4.096059203091393,1
2018,06,04982,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,04982,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,06000,all,All,39.901190027933694,1
2018,06,06000,poverty,High Poverty,40.43162776780371,1
2018,06,06000,poverty,Not High Poverty,39.681796852211185,1
2018,06,06000,race-ethnicity,Majority Non-White,40.200367114288476,1
2018,06,06000,race-ethnicity,"Majority White, Non-Hispanic",41.127253992787224,1
2018,06,06000,race-ethnicity,Mixed Race and Ethnicity,38.981207759594156,1
2018,06,08786,all,All,5,1
2018,06,08786,poverty,High Poverty,NA,NA
2018,06,08786,poverty,Not High Poverty,4.999999999999999,1
2018,06,08786,race-ethnicity,Majority Non-White,5,1
2018,06,08786,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,08786,race-ethnicity,Mixed Race and Ethnicity,5,1
2018,06,08954,all,All,12.007057007387804,1
2018,06,08954,poverty,High Poverty,NA,NA
2018,06,08954,poverty,Not High Poverty,12.034820978625598,1
2018,06,08954,race-ethnicity,Majority Non-White,9,1
2018,06,08954,race-ethnicity,"Majority White, Non-Hispanic",12.43334348664839,1
2018,06,08954,race-ethnicity,Mixed Race and Ethnicity,12.226415094339623,1
2018,06,11194,all,All,46.6804576424085,1
2018,06,11194,poverty,High Poverty,NA,NA
2018,06,11194,poverty,Not High Poverty,46.66355623291433,1
2018,06,11194,race-ethnicity,Majority Non-White,NA,NA
2018,06,11194,race-ethnicity,"Majority White, Non-Hispanic",46.816000616851106,1
2018,06,11194,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,11530,all,All,0.39689797364088325,1
2018,06,11530,poverty,High Poverty,NA,NA
2018,06,11530,poverty,Not High Poverty,0.3921852192597248,1
2018,06,11530,race-ethnicity,Majority Non-White,0.39996061349874695,1
2018,06,11530,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,11530,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,13014,all,All,1.0419276138580362,1
2018,06,13014,poverty,High Poverty,1,1
2018,06,13014,poverty,Not High Poverty,1.05265048977311,1
2018,06,13014,race-ethnicity,Majority Non-White,NA,NA
2018,06,13014,race-ethnicity,"Majority White, Non-Hispanic",1.0469382135913654,1
2018,06,13014,race-ethnicity,Mixed Race and Ethnicity,1,1
2018,06,13210,all,All,5.61555487409444,1
2018,06,13210,poverty,High Poverty,NA,NA
2018,06,13210,poverty,Not High Poverty,5.6227147855386646,1
2018,06,13210,race-ethnicity,Majority Non-White,5.541052090762633,1
2018,06,13210,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,13210,race-ethnicity,Mixed Race and Ethnicity,12,1
2018,06,13214,all,All,13.57799962322388,1
2018,06,13214,poverty,High Poverty,NA,NA
2018,06,13214,poverty,Not High Poverty,13.546273713371933,1
2018,06,13214,race-ethnicity,Majority Non-White,12.075787723051725,1
2018,06,13214,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,13214,race-ethnicity,Mixed Race and Ethnicity,17.845316873585823,1
2018,06,13392,all,All,28.630484237995294,1
2018,06,13392,poverty,High Poverty,NA,NA
2018,06,13392,poverty,Not High Poverty,28.995542818790423,1
2018,06,13392,race-ethnicity,Majority Non-White,28.213942067426963,1
2018,06,13392,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,13392,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,13588,all,All,1.1187865471690819,1
2018,06,13588,poverty,High Poverty,NA,NA
2018,06,13588,poverty,Not High Poverty,1.1274049662509003,1
2018,06,13588,race-ethnicity,Majority Non-White,NA,NA
2018,06,13588,race-ethnicity,"Majority White, Non-Hispanic",1.1400949203348116,1
2018,06,13588,race-ethnicity,Mixed Race and Ethnicity,1,1
2018,06,14218,all,All,10.200131277491156,1
2018,06,14218,poverty,High Poverty,NA,NA
2018,06,14218,poverty,Not High Poverty,10.556805292689885,1
2018,06,14218,race-ethnicity,Majority Non-White,6,1
2018,06,14218,race-ethnicity,"Majority White, Non-Hispanic",14.391126906854453,1
2018,06,14218,race-ethnicity,Mixed Race and Ethnicity,8.469091217669824,1
2018,06,15044,all,All,1.3539138116656884,1
2018,06,15044,poverty,High Poverty,NA,NA
2018,06,15044,poverty,Not High Poverty,1.3423170961947866,1
2018,06,15044,race-ethnicity,Majority Non-White,1.3528503344911411,1
2018,06,15044,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,15044,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,16000,all,All,39.660505945895494,1
2018,06,16000,poverty,High Poverty,NA,NA
2018,06,16000,poverty,Not High Poverty,39.67062621932073,1
2018,06,16000,race-ethnicity,Majority Non-White,40.99745549400443,1
2018,06,16000,race-ethnicity,"Majority White, Non-Hispanic",47.84819529455709,1
2018,06,16000,race-ethnicity,Mixed Race and Ethnicity,35.61749386943448,1
2018,06,16350,all,All,15.246742992927256,1
2018,06,16350,poverty,High Poverty,NA,NA
2018,06,16350,poverty,Not High Poverty,15.339408536655593,1
2018,06,16350,race-ethnicity,Majority Non-White,13.232582077588441,1
2018,06,16350,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,06,16350,race-ethnicity,Mixed Race and Ethnicity,17.97843794884641,1
2018,06,16532,all,All,33.17458075830769,1
2018,06,16532,poverty,High Poverty,NA,NA
2018,06,16532,poverty,Not High Poverty,32.674970806805675,1
2018,06,16532,race-ethnicity,Majority Non-White,39.913818410568254,1
2018,06,16532,race-ethnicity,"Majority White, Non-Hispanic",37.20061983851941,1
2018,06,16532,race-ethnicity,Mixed Race and Ethnicity,22.73400458306027,1
2018,06,17918,all,All,68.7735502040901,1
2018,06,17918,poverty,High Poverty,NA,NA
2018,06,17918,poverty,Not High Poverty,68.59801655660696,1
2018,06,17918,race-ethnicity,Majority Non-White,68.84926336310815,1
2018,06,17918,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,17918,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,19766,all,All,4.436305251746236,1
2018,06,19766,poverty,High Poverty,NA,NA
2018,06,19766,poverty,Not High Poverty,4.418332238591224,1
2018,06,19766,race-ethnicity,Majority Non-White,4.475809669747322,1
2018,06,19766,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,19766,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,21712,all,All,20.646489349057862,1
2018,06,21712,poverty,High Poverty,NA,NA
2018,06,21712,poverty,Not High Poverty,20.752989614655085,1
2018,06,21712,race-ethnicity,Majority Non-White,20,1
2018,06,21712,race-ethnicity,"Majority White, Non-Hispanic",21.695221654752675,1
2018,06,21712,race-ethnicity,Mixed Race and Ethnicity,20,1
2018,06,22020,all,All,5.369603775659443,1
2018,06,22020,poverty,High Poverty,NA,NA
2018,06,22020,poverty,Not High Poverty,5.398497466328427,1
2018,06,22020,race-ethnicity,Majority Non-White,5.838201394302916,1
2018,06,22020,race-ethnicity,"Majority White, Non-Hispanic",6,1
2018,06,22020,race-ethnicity,Mixed Race and Ethnicity,4.313741480747947,1
2018,06,22230,all,All,4,1
2018,06,22230,poverty,High Poverty,NA,NA
2018,06,22230,poverty,Not High Poverty,4,1
2018,06,22230,race-ethnicity,Majority Non-White,4,1
2018,06,22230,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,22230,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,22804,all,All,37.258015524165494,1
2018,06,22804,poverty,High Poverty,NA,NA
2018,06,22804,poverty,Not High Poverty,37.31262181849946,1
2018,06,22804,race-ethnicity,Majority Non-White,37.47869182921256,1
2018,06,22804,race-ethnicity,"Majority White, Non-Hispanic",40.00983022063399,1
2018,06,22804,race-ethnicity,Mixed Race and Ethnicity,35.73134317078751,1
2018,06,23182,all,All,31.112045625272916,1
2018,06,23182,poverty,High Poverty,NA,NA
2018,06,23182,poverty,Not High Poverty,31.61499305522981,1
2018,06,23182,race-ethnicity,Majority Non-White,27.690167874381462,1
2018,06,23182,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,23182,race-ethnicity,Mixed Race and Ethnicity,43.09738964184012,1
2018,06,24638,all,All,4.1544307744273965,1
2018,06,24638,poverty,High Poverty,NA,NA
2018,06,24638,poverty,Not High Poverty,4.174046276146911,1
2018,06,24638,race-ethnicity,Majority Non-White,4,1
2018,06,24638,race-ethnicity,"Majority White, Non-Hispanic",4.06429227472191,1
2018,06,24638,race-ethnicity,Mixed Race and Ethnicity,4.5198582073356,1
2018,06,24680,all,All,10.429233721007893,1
2018,06,24680,poverty,High Poverty,NA,NA
2018,06,24680,poverty,Not High Poverty,10.364418370589291,1
2018,06,24680,race-ethnicity,Majority Non-White,10.40982589247463,1
2018,06,24680,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,24680,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,26000,all,All,54.37246369911926,1
2018,06,26000,poverty,High Poverty,NA,NA
2018,06,26000,poverty,Not High Poverty,54.38504503874381,1
2018,06,26000,race-ethnicity,Majority Non-White,54.3340005492326,1
2018,06,26000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,26000,race-ethnicity,Mixed Race and Ethnicity,55,1
2018,06,27000,all,All,8.938324817919424,1
2018,06,27000,poverty,High Poverty,6.468433970430215,1
2018,06,27000,poverty,Not High Poverty,10.074354483126829,1
2018,06,27000,race-ethnicity,Majority Non-White,7.955593198295448,1
2018,06,27000,race-ethnicity,"Majority White, Non-Hispanic",12.935695915621947,1
2018,06,27000,race-ethnicity,Mixed Race and Ethnicity,11.040498402469062,1
2018,06,28000,all,All,5.555122267443284,1
2018,06,28000,poverty,High Poverty,NA,NA
2018,06,28000,poverty,Not High Poverty,5.619145645111746,1
2018,06,28000,race-ethnicity,Majority Non-White,5.196319227475672,1
2018,06,28000,race-ethnicity,"Majority White, Non-Hispanic",7,1
2018,06,28000,race-ethnicity,Mixed Race and Ethnicity,6.139090145027339,1
2018,06,29000,all,All,5.873528767428793,1
2018,06,29000,poverty,High Poverty,NA,NA
2018,06,29000,poverty,Not High Poverty,5.842277783720032,1
2018,06,29000,race-ethnicity,Majority Non-White,6.0256307190748855,1
2018,06,29000,race-ethnicity,"Majority White, Non-Hispanic",5,1
2018,06,29000,race-ethnicity,Mixed Race and Ethnicity,5,1
2018,06,30000,all,All,9.435214930396207,1
2018,06,30000,poverty,High Poverty,NA,NA
2018,06,30000,poverty,Not High Poverty,9.669506172040366,1
2018,06,30000,race-ethnicity,Majority Non-White,7.835854163349785,1
2018,06,30000,race-ethnicity,"Majority White, Non-Hispanic",10.155227717776523,1
2018,06,30000,race-ethnicity,Mixed Race and Ethnicity,8.199069892576436,1
2018,06,32548,all,All,4.05523568955523,1
2018,06,32548,poverty,High Poverty,NA,NA
2018,06,32548,poverty,Not High Poverty,4.042623683315864,1
2018,06,32548,race-ethnicity,Majority Non-White,4.0051479769880585,1
2018,06,32548,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,32548,race-ethnicity,Mixed Race and Ethnicity,5,1
2018,06,33000,all,All,45.25408664174896,1
2018,06,33000,poverty,High Poverty,NA,NA
2018,06,33000,poverty,Not High Poverty,45.20566868378838,1
2018,06,33000,race-ethnicity,Majority Non-White,45.13773241268332,1
2018,06,33000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,33000,race-ethnicity,Mixed Race and Ethnicity,49.010380443463845,1
2018,06,33182,all,All,47.86021466297311,1
2018,06,33182,poverty,High Poverty,55,1
2018,06,33182,poverty,Not High Poverty,47.454499539700365,1
2018,06,33182,race-ethnicity,Majority Non-White,49.458165039964335,1
2018,06,33182,race-ethnicity,"Majority White, Non-Hispanic",50.099371543336495,1
2018,06,33182,race-ethnicity,Mixed Race and Ethnicity,44.94957847097124,1
2018,06,33434,all,All,40.428479016059796,1
2018,06,33434,poverty,High Poverty,NA,NA
2018,06,33434,poverty,Not High Poverty,40.466582775593395,1
2018,06,33434,race-ethnicity,Majority Non-White,40.673741612747015,1
2018,06,33434,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,33434,race-ethnicity,Mixed Race and Ethnicity,40,1
2018,06,36000,all,All,31.95582890220846,1
2018,06,36000,poverty,High Poverty,NA,NA
2018,06,36000,poverty,Not High Poverty,31.98510196938583,1
2018,06,36000,race-ethnicity,Majority Non-White,34.261608796299434,1
2018,06,36000,race-ethnicity,"Majority White, Non-Hispanic",34.04790746795229,1
2018,06,36000,race-ethnicity,Mixed Race and Ethnicity,27.154787274770737,1
2018,06,36448,all,All,47.48848401350317,1
2018,06,36448,poverty,High Poverty,NA,NA
2018,06,36448,poverty,Not High Poverty,47.3408703346721,1
2018,06,36448,race-ethnicity,Majority Non-White,48.19791406718267,1
2018,06,36448,race-ethnicity,"Majority White, Non-Hispanic",47.199463916840656,1
2018,06,36448,race-ethnicity,Mixed Race and Ethnicity,46.89368133092821,1
2018,06,36546,all,All,1.9155173427205407,1
2018,06,36546,poverty,High Poverty,NA,NA
2018,06,36546,poverty,Not High Poverty,1.942325740009728,1
2018,06,36546,race-ethnicity,Majority Non-White,1.9267584069719366,1
2018,06,36546,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,36546,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,36770,all,All,19.40729550917733,1
2018,06,36770,poverty,High Poverty,46,1
2018,06,36770,poverty,Not High Poverty,14.130253258805526,1
2018,06,36770,race-ethnicity,Majority Non-White,27.96697104621035,1
2018,06,36770,race-ethnicity,"Majority White, Non-Hispanic",12.013240986480454,1
2018,06,36770,race-ethnicity,Mixed Race and Ethnicity,12.525230520626941,1
2018,06,37692,all,All,7.018517513968887,1
2018,06,37692,poverty,High Poverty,NA,NA
2018,06,37692,poverty,Not High Poverty,7.031929229689598,1
2018,06,37692,race-ethnicity,Majority Non-White,6.966980689044954,1
2018,06,37692,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,37692,race-ethnicity,Mixed Race and Ethnicity,8,1
2018,06,39496,all,All,19.75001399981891,1
2018,06,39496,poverty,High Poverty,NA,NA
2018,06,39496,poverty,Not High Poverty,19.748537454391265,1
2018,06,39496,race-ethnicity,Majority Non-White,20,1
2018,06,39496,race-ethnicity,"Majority White, Non-Hispanic",19.260869710702483,1
2018,06,39496,race-ethnicity,Mixed Race and Ethnicity,20.000000000000004,1
2018,06,39892,all,All,1,1
2018,06,39892,poverty,High Poverty,NA,NA
2018,06,39892,poverty,Not High Poverty,1,1
2018,06,39892,race-ethnicity,Majority Non-White,1,1
2018,06,39892,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,39892,race-ethnicity,Mixed Race and Ethnicity,1,1
