year,state,place,subgroup_type,subgroup,environmental,environmental_quality
2018,01,77256,poverty,Not High Poverty,5.843148809213342,1
2018,01,77256,race-ethnicity,Majority Non-White,3.935414954991106,1
2018,01,77256,race-ethnicity,"Majority White, Non-Hispanic",6.320243091138484,1
2018,01,77256,race-ethnicity,Mixed Race and Ethnicity,4.843973310106552,1
2018,02,03000,all,All,68.22053209851956,1
2018,02,03000,poverty,High Poverty,NA,NA
2018,02,03000,poverty,Not High Poverty,68.5889759950825,1
2018,02,03000,race-ethnicity,Majority Non-White,60.63682906688687,1
2018,02,03000,race-ethnicity,"Majority White, Non-Hispanic",75.42781030637914,1
2018,02,03000,race-ethnicity,Mixed Race and Ethnicity,62.36715091586261,1
2018,04,04720,all,All,7.836541171574576,1
2018,04,04720,poverty,High Poverty,8.50258064516129,1
2018,04,04720,poverty,Not High Poverty,7.8006463271362945,1
2018,04,04720,race-ethnicity,Majority Non-White,7.076923317670333,1
2018,04,04720,race-ethnicity,"Majority White, Non-Hispanic",9,1
2018,04,04720,race-ethnicity,Mixed Race and Ethnicity,9.401412571116389,1
2018,04,07940,all,All,33.858726362026296,1
2018,04,07940,poverty,High Poverty,41,1
2018,04,07940,poverty,Not High Poverty,32.73514157206657,1
2018,04,07940,race-ethnicity,Majority Non-White,30,1
2018,04,07940,race-ethnicity,"Majority White, Non-Hispanic",56.93599724480153,1
2018,04,07940,race-ethnicity,Mixed Race and Ethnicity,31.134771191010834,1
2018,04,12000,all,All,16.389655806652687,1
2018,04,12000,poverty,High Poverty,16,1
2018,04,12000,poverty,Not High Poverty,16.4411840826908,1
2018,04,12000,race-ethnicity,Majority Non-White,15.81877589861193,1
2018,04,12000,race-ethnicity,"Majority White, Non-Hispanic",17.241032996288542,1
2018,04,12000,race-ethnicity,Mixed Race and Ethnicity,15.03364441625064,1
2018,04,23620,all,All,92.59505319277376,1
2018,04,23620,poverty,High Poverty,90.66080691642651,1
2018,04,23620,poverty,Not High Poverty,93.85471383350298,1
2018,04,23620,race-ethnicity,Majority Non-White,NA,NA
2018,04,23620,race-ethnicity,"Majority White, Non-Hispanic",92.48892632312533,1
2018,04,23620,race-ethnicity,Mixed Race and Ethnicity,94,1
2018,04,27400,all,All,16.486426677905193,1
2018,04,27400,poverty,High Poverty,NA,NA
2018,04,27400,poverty,Not High Poverty,16.513823066022063,1
2018,04,27400,race-ethnicity,Majority Non-White,NA,NA
2018,04,27400,race-ethnicity,"Majority White, Non-Hispanic",16.60566953092597,1
2018,04,27400,race-ethnicity,Mixed Race and Ethnicity,15.488498659105373,1
2018,04,27820,all,All,16.452344676144662,1
2018,04,27820,poverty,High Poverty,13.841786648406606,1
2018,04,27820,poverty,Not High Poverty,17.212333464294016,1
2018,04,27820,race-ethnicity,Majority Non-White,13.773230680570572,1
2018,04,27820,race-ethnicity,"Majority White, Non-Hispanic",19.979006327361635,1
2018,04,27820,race-ethnicity,Mixed Race and Ethnicity,14.795940135025422,1
2018,04,28380,all,All,16.797244263965023,1
2018,04,28380,poverty,High Poverty,41,1
2018,04,28380,poverty,Not High Poverty,14.994654998828356,1
2018,04,28380,race-ethnicity,Majority Non-White,15,1
2018,04,28380,race-ethnicity,"Majority White, Non-Hispanic",17.05366264725249,1
2018,04,28380,race-ethnicity,Mixed Race and Ethnicity,16.620920951923402,1
2018,04,46000,all,All,18.246414024647322,1
2018,04,46000,poverty,High Poverty,12.926448286320898,1
2018,04,46000,poverty,Not High Poverty,18.709591805529737,1
2018,04,46000,race-ethnicity,Majority Non-White,14.927843798675848,1
2018,04,46000,race-ethnicity,"Majority White, Non-Hispanic",20.27448445331812,1
2018,04,46000,race-ethnicity,Mixed Race and Ethnicity,15.066853146721591,1
2018,04,54050,all,All,20.81898752146673,1
2018,04,54050,poverty,High Poverty,16,1
2018,04,54050,poverty,Not High Poverty,21.250734084292002,1
2018,04,54050,race-ethnicity,Majority Non-White,16,1
2018,04,54050,race-ethnicity,"Majority White, Non-Hispanic",23.573596640433074,1
2018,04,54050,race-ethnicity,Mixed Race and Ethnicity,15.17408959707346,1
2018,04,55000,all,All,17.631875720265878,1
2018,04,55000,poverty,High Poverty,10.87824942256245,1
2018,04,55000,poverty,Not High Poverty,19.642665035309903,1
2018,04,55000,race-ethnicity,Majority Non-White,11.766505811676119,1
2018,04,55000,race-ethnicity,"Majority White, Non-Hispanic",24.183290124299265,1
2018,04,55000,race-ethnicity,Mixed Race and Ethnicity,16.410833028456402,1
2018,04,65000,all,All,32.187916407536115,1
2018,04,65000,poverty,High Poverty,21,1
2018,04,65000,poverty,Not High Poverty,32.77223704539332,1
2018,04,65000,race-ethnicity,Majority Non-White,NA,NA
2018,04,65000,race-ethnicity,"Majority White, Non-Hispanic",33.44678225222657,1
2018,04,65000,race-ethnicity,Mixed Race and Ethnicity,19.77160987664372,1
2018,04,71510,all,All,29.2240239769001,1
2018,04,71510,poverty,High Poverty,24,1
2018,04,71510,poverty,Not High Poverty,29.619934688654993,1
2018,04,71510,race-ethnicity,Majority Non-White,24,1
2018,04,71510,race-ethnicity,"Majority White, Non-Hispanic",30.003315673727514,1
2018,04,71510,race-ethnicity,Mixed Race and Ethnicity,29.335817876643556,1
2018,04,73000,all,All,13.896464316393494,1
2018,04,73000,poverty,High Poverty,12.52557127312296,1
2018,04,73000,poverty,Not High Poverty,14.228558365414875,1
2018,04,73000,race-ethnicity,Majority Non-White,14.869650097612254,1
2018,04,73000,race-ethnicity,"Majority White, Non-Hispanic",13.94781007618753,1
2018,04,73000,race-ethnicity,Mixed Race and Ethnicity,13.157623833626083,1
2018,04,77000,all,All,29.099625886465123,1
2018,04,77000,poverty,High Poverty,20.76360588986696,1
2018,04,77000,poverty,Not High Poverty,32.222072173711794,1
2018,04,77000,race-ethnicity,Majority Non-White,20.26154390455055,1
2018,04,77000,race-ethnicity,"Majority White, Non-Hispanic",40.456520276342246,1
2018,04,77000,race-ethnicity,Mixed Race and Ethnicity,24.48288723079347,1
2018,04,85540,all,All,23.255578242295524,1
2018,04,85540,poverty,High Poverty,NA,NA
2018,04,85540,poverty,Not High Poverty,23.352302879833964,1
2018,04,85540,race-ethnicity,Majority Non-White,26.18219705101672,1
2018,04,85540,race-ethnicity,"Majority White, Non-Hispanic",24.949194000427674,1
2018,04,85540,race-ethnicity,Mixed Race and Ethnicity,18.553678396784207,1
2018,05,23290,all,All,51.00914528780252,1
2018,05,23290,poverty,High Poverty,NA,NA
2018,05,23290,poverty,Not High Poverty,50.94678514439035,1
2018,05,23290,race-ethnicity,Majority Non-White,NA,NA
2018,05,23290,race-ethnicity,"Majority White, Non-Hispanic",50.82459866669538,1
2018,05,23290,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,05,24550,all,All,20.610664294166448,1
2018,05,24550,poverty,High Poverty,22.36260803253686,1
2018,05,24550,poverty,Not High Poverty,20.203225478226464,1
2018,05,24550,race-ethnicity,Majority Non-White,22.149514563106795,1
2018,05,24550,race-ethnicity,"Majority White, Non-Hispanic",19.99706976027513,1
2018,05,24550,race-ethnicity,Mixed Race and Ethnicity,20.401656586905077,1
2018,05,35710,all,All,48.70161306274524,1
2018,05,35710,poverty,High Poverty,47.38981900452489,1
2018,05,35710,poverty,Not High Poverty,49.190511307650766,1
2018,05,35710,race-ethnicity,Majority Non-White,47,1
2018,05,35710,race-ethnicity,"Majority White, Non-Hispanic",48.82223143423637,1
2018,05,35710,race-ethnicity,Mixed Race and Ethnicity,49.50701483293213,1
2018,05,41000,all,All,22.725198321170478,1
2018,05,41000,poverty,High Poverty,21.068413391557495,1
2018,05,41000,poverty,Not High Poverty,22.97492926586218,1
2018,05,41000,race-ethnicity,Majority Non-White,22.565264142770683,1
2018,05,41000,race-ethnicity,"Majority White, Non-Hispanic",23.556094897542696,1
2018,05,41000,race-ethnicity,Mixed Race and Ethnicity,21.16627890867509,1
2018,05,66080,all,All,40.522653414660525,1
2018,05,66080,poverty,High Poverty,NA,NA
2018,05,66080,poverty,Not High Poverty,40.4217137111403,1
2018,05,66080,race-ethnicity,Majority Non-White,NA,NA
2018,05,66080,race-ethnicity,"Majority White, Non-Hispanic",43.28900399152871,1
2018,05,66080,race-ethnicity,Mixed Race and Ethnicity,39.09973549089778,1
2018,06,00562,all,All,55.240605572641,1
2018,06,00562,poverty,High Poverty,NA,NA
2018,06,00562,poverty,Not High Poverty,55.4337710619416,1
2018,06,00562,race-ethnicity,Majority Non-White,52.353614812436454,1
2018,06,00562,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,06,00562,race-ethnicity,Mixed Race and Ethnicity,56.843757670422846,1
2018,06,00884,all,All,9.422571090047393,1
2018,06,00884,poverty,High Poverty,NA,NA
2018,06,00884,poverty,Not High Poverty,9.409786661433657,1
2018,06,00884,race-ethnicity,Majority Non-White,9.404133951625653,1
2018,06,00884,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,00884,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,02000,all,All,9.632593864531021,1
2018,06,02000,poverty,High Poverty,NA,NA
2018,06,02000,poverty,Not High Poverty,9.981712207810336,1
2018,06,02000,race-ethnicity,Majority Non-White,7.673872793607027,1
2018,06,02000,race-ethnicity,"Majority White, Non-Hispanic",16.271016603735323,1
2018,06,02000,race-ethnicity,Mixed Race and Ethnicity,19.509645830199652,1
2018,06,02252,all,All,59.705270258142306,1
2018,06,02252,poverty,High Poverty,NA,NA
2018,06,02252,poverty,Not High Poverty,59.78559588564087,1
2018,06,02252,race-ethnicity,Majority Non-White,59.11574116778895,1
2018,06,02252,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,02252,race-ethnicity,Mixed Race and Ethnicity,61.42428584759433,1
2018,06,02364,all,All,76.48817819776059,1
2018,06,02364,poverty,High Poverty,NA,NA
2018,06,02364,poverty,Not High Poverty,76.05082709215519,1
2018,06,02364,race-ethnicity,Majority Non-White,NA,NA
2018,06,02364,race-ethnicity,"Majority White, Non-Hispanic",78.25417735763777,1
2018,06,02364,race-ethnicity,Mixed Race and Ethnicity,75.7190883448612,1
2018,06,03526,all,All,7.09722691819208,1
2018,06,03526,poverty,High Poverty,7.61486506851451,1
2018,06,03526,poverty,Not High Poverty,7.2347821753942325,1
2018,06,03526,race-ethnicity,Majority Non-White,7.532528930281505,1
2018,06,03526,race-ethnicity,"Majority White, Non-Hispanic",14.10762576985813,1
2018,06,03526,race-ethnicity,Mixed Race and Ethnicity,4.403759515794996,1
2018,06,04982,all,All,3.6989799025578565,1
2018,06,04982,poverty,High Poverty,NA,NA
2018,06,04982,poverty,Not High Poverty,3.7016365202411716,1
2018,06,04982,race-ethnicity,Majority Non-White,3.666541247295645,1
2018,06,04982,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,04982,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,06000,all,All,29.492993042801697,1
2018,06,06000,poverty,High Poverty,31.30809818765772,1
2018,06,06000,poverty,Not High Poverty,28.827871827444067,1
2018,06,06000,race-ethnicity,Majority Non-White,30.109783716453403,1
2018,06,06000,race-ethnicity,"Majority White, Non-Hispanic",29.09646664548002,1
2018,06,06000,race-ethnicity,Mixed Race and Ethnicity,29.58078165651714,1
2018,06,08786,all,All,6.137737346418296,1
2018,06,08786,poverty,High Poverty,NA,NA
2018,06,08786,poverty,Not High Poverty,6.156925817714654,1
2018,06,08786,race-ethnicity,Majority Non-White,6.1427287500606385,1
2018,06,08786,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,08786,race-ethnicity,Mixed Race and Ethnicity,6.000000000000001,1
2018,06,08954,all,All,18.811255179788798,1
2018,06,08954,poverty,High Poverty,NA,NA
2018,06,08954,poverty,Not High Poverty,18.82673857931103,1
2018,06,08954,race-ethnicity,Majority Non-White,19.84201077199282,1
2018,06,08954,race-ethnicity,"Majority White, Non-Hispanic",19.16146230007616,1
2018,06,08954,race-ethnicity,Mixed Race and Ethnicity,18.12943466336371,1
2018,06,11194,all,All,45.5430123431638,1
2018,06,11194,poverty,High Poverty,NA,NA
2018,06,11194,poverty,Not High Poverty,45.60420424635326,1
2018,06,11194,race-ethnicity,Majority Non-White,NA,NA
2018,06,11194,race-ethnicity,"Majority White, Non-Hispanic",45.593582217226164,1
2018,06,11194,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,11530,all,All,1.385664602944987,1
2018,06,11530,poverty,High Poverty,NA,NA
2018,06,11530,poverty,Not High Poverty,1.3803272243154157,1
2018,06,11530,race-ethnicity,Majority Non-White,1.384227118420404,1
2018,06,11530,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,11530,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,13014,all,All,7.99860977670415,1
2018,06,13014,poverty,High Poverty,6.454230731265373,1
2018,06,13014,poverty,Not High Poverty,8.47478758571963,1
2018,06,13014,race-ethnicity,Majority Non-White,NA,NA
2018,06,13014,race-ethnicity,"Majority White, Non-Hispanic",8.065519334639676,1
2018,06,13014,race-ethnicity,Mixed Race and Ethnicity,6.875436105652275,1
2018,06,13210,all,All,13.57838700434409,1
2018,06,13210,poverty,High Poverty,NA,NA
2018,06,13210,poverty,Not High Poverty,13.596604326186247,1
2018,06,13210,race-ethnicity,Majority Non-White,13.505473472092383,1
2018,06,13210,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,13210,race-ethnicity,Mixed Race and Ethnicity,20,1
2018,06,13214,all,All,20.157044651151324,1
2018,06,13214,poverty,High Poverty,NA,NA
2018,06,13214,poverty,Not High Poverty,20.18284933315546,1
2018,06,13214,race-ethnicity,Majority Non-White,19.378558576288935,1
2018,06,13214,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,13214,race-ethnicity,Mixed Race and Ethnicity,21.654188301693985,1
2018,06,13392,all,All,28.493422519945202,1
2018,06,13392,poverty,High Poverty,NA,NA
2018,06,13392,poverty,Not High Poverty,28.910961909410403,1
2018,06,13392,race-ethnicity,Majority Non-White,27.718132253065058,1
2018,06,13392,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,13392,race-ethnicity,Mixed Race and Ethnicity,36,1
2018,06,13588,all,All,9.813764889893902,1
2018,06,13588,poverty,High Poverty,NA,NA
2018,06,13588,poverty,Not High Poverty,9.819347960933367,1
2018,06,13588,race-ethnicity,Majority Non-White,NA,NA
2018,06,13588,race-ethnicity,"Majority White, Non-Hispanic",9.811691103845545,1
2018,06,13588,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,14218,all,All,11.581207218831873,1
2018,06,14218,poverty,High Poverty,NA,NA
2018,06,14218,poverty,Not High Poverty,11.955066121028826,1
2018,06,14218,race-ethnicity,Majority Non-White,NA,NA
2018,06,14218,race-ethnicity,"Majority White, Non-Hispanic",13.445988070145907,1
2018,06,14218,race-ethnicity,Mixed Race and Ethnicity,10.041454697850977,1
2018,06,15044,all,All,1.3357906359592275,1
2018,06,15044,poverty,High Poverty,2,1
2018,06,15044,poverty,Not High Poverty,1.2708154559707325,1
2018,06,15044,race-ethnicity,Majority Non-White,1.3350654292617348,1
2018,06,15044,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,15044,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,16000,all,All,37.717463590022064,1
2018,06,16000,poverty,High Poverty,NA,NA
2018,06,16000,poverty,Not High Poverty,38.0683581881572,1
2018,06,16000,race-ethnicity,Majority Non-White,34.07443376557808,1
2018,06,16000,race-ethnicity,"Majority White, Non-Hispanic",45.010375424582655,1
2018,06,16000,race-ethnicity,Mixed Race and Ethnicity,36.463958398394205,1
2018,06,16350,all,All,37.32541362461665,1
2018,06,16350,poverty,High Poverty,NA,NA
2018,06,16350,poverty,Not High Poverty,37.57765306817922,1
2018,06,16350,race-ethnicity,Majority Non-White,31.59823429977138,1
2018,06,16350,race-ethnicity,"Majority White, Non-Hispanic",28.779346855652964,1
2018,06,16350,race-ethnicity,Mixed Race and Ethnicity,43.08169364492374,1
2018,06,16532,all,All,29.468296720180838,1
2018,06,16532,poverty,High Poverty,NA,NA
2018,06,16532,poverty,Not High Poverty,29.1060095771016,1
2018,06,16532,race-ethnicity,Majority Non-White,35.09294012511171,1
2018,06,16532,race-ethnicity,"Majority White, Non-Hispanic",30.912203505119514,1
2018,06,16532,race-ethnicity,Mixed Race and Ethnicity,22.88702571647855,1
2018,06,17918,all,All,81.85446825603805,1
2018,06,17918,poverty,High Poverty,NA,NA
2018,06,17918,poverty,Not High Poverty,81.96889028703347,1
2018,06,17918,race-ethnicity,Majority Non-White,81.67633503874578,1
2018,06,17918,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,17918,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,19766,all,All,5.1260177744665,1
2018,06,19766,poverty,High Poverty,NA,NA
2018,06,19766,poverty,Not High Poverty,5.162554807632928,1
2018,06,19766,race-ethnicity,Majority Non-White,5.103689547335502,1
2018,06,19766,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,19766,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,21712,all,All,24.36147584785982,1
2018,06,21712,poverty,High Poverty,23,1
2018,06,21712,poverty,Not High Poverty,24.703595055943108,1
2018,06,21712,race-ethnicity,Majority Non-White,23.947556114956996,1
2018,06,21712,race-ethnicity,"Majority White, Non-Hispanic",27.361063383493406,1
2018,06,21712,race-ethnicity,Mixed Race and Ethnicity,22.782311949828426,1
2018,06,22020,all,All,27.377691588653356,1
2018,06,22020,poverty,High Poverty,NA,NA
2018,06,22020,poverty,Not High Poverty,27.54707126674399,1
2018,06,22020,race-ethnicity,Majority Non-White,28.31343477229824,1
2018,06,22020,race-ethnicity,"Majority White, Non-Hispanic",25.832469248754702,1
2018,06,22020,race-ethnicity,Mixed Race and Ethnicity,25.889692839137336,1
2018,06,22230,all,All,7.438635224499207,1
2018,06,22230,poverty,High Poverty,NA,NA
2018,06,22230,poverty,Not High Poverty,7.446045946874599,1
2018,06,22230,race-ethnicity,Majority Non-White,7.430127986685949,1
2018,06,22230,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,22230,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,22804,all,All,35.4076335623237,1
2018,06,22804,poverty,High Poverty,31,1
2018,06,22804,poverty,Not High Poverty,35.650310186922454,1
2018,06,22804,race-ethnicity,Majority Non-White,35.71189576100108,1
2018,06,22804,race-ethnicity,"Majority White, Non-Hispanic",38.385353880896744,1
2018,06,22804,race-ethnicity,Mixed Race and Ethnicity,33.233070813690574,1
2018,06,23182,all,All,55.37997143150397,1
2018,06,23182,poverty,High Poverty,NA,NA
2018,06,23182,poverty,Not High Poverty,56.00449949633615,1
2018,06,23182,race-ethnicity,Majority Non-White,52.56099390240735,1
2018,06,23182,race-ethnicity,"Majority White, Non-Hispanic",69.05144247441412,1
2018,06,23182,race-ethnicity,Mixed Race and Ethnicity,57.91419898531738,1
2018,06,24638,all,All,28.50560281367577,1
2018,06,24638,poverty,High Poverty,NA,NA
2018,06,24638,poverty,Not High Poverty,28.279586407828482,1
2018,06,24638,race-ethnicity,Majority Non-White,31,1
2018,06,24638,race-ethnicity,"Majority White, Non-Hispanic",27.612086437726585,1
2018,06,24638,race-ethnicity,Mixed Race and Ethnicity,29.521782178217823,1
2018,06,24680,all,All,22.25267407254764,1
2018,06,24680,poverty,High Poverty,31,1
2018,06,24680,poverty,Not High Poverty,21.733134216532182,1
2018,06,24680,race-ethnicity,Majority Non-White,22.235599654543044,1
2018,06,24680,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,24680,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,26000,all,All,62.066272396067276,1
2018,06,26000,poverty,High Poverty,NA,NA
2018,06,26000,poverty,Not High Poverty,62.121349349092156,1
2018,06,26000,race-ethnicity,Majority Non-White,62.31580693086411,1
2018,06,26000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,26000,race-ethnicity,Mixed Race and Ethnicity,61.41634668129457,1
2018,06,27000,all,All,6.153706732923466,1
2018,06,27000,poverty,High Poverty,4.635930721901192,1
2018,06,27000,poverty,Not High Poverty,7.2996062269727435,1
2018,06,27000,race-ethnicity,Majority Non-White,5.314719154347352,1
2018,06,27000,race-ethnicity,"Majority White, Non-Hispanic",8.487411868889122,1
2018,06,27000,race-ethnicity,Mixed Race and Ethnicity,7.8966606494966225,1
2018,06,28000,all,All,8.740718137796867,1
2018,06,28000,poverty,High Poverty,NA,NA
2018,06,28000,poverty,Not High Poverty,8.829598779911814,1
2018,06,28000,race-ethnicity,Majority Non-White,8.0818052308809,1
2018,06,28000,race-ethnicity,"Majority White, Non-Hispanic",9.346189447701327,1
2018,06,28000,race-ethnicity,Mixed Race and Ethnicity,9.719881713935205,1
2018,06,29000,all,All,6.621479866295891,1
2018,06,29000,poverty,High Poverty,NA,NA
2018,06,29000,poverty,Not High Poverty,6.56105829103791,1
2018,06,29000,race-ethnicity,Majority Non-White,7.031717195706617,1
2018,06,29000,race-ethnicity,"Majority White, Non-Hispanic",3.283556836793242,1
2018,06,29000,race-ethnicity,Mixed Race and Ethnicity,3.3712311672231583,1
2018,06,30000,all,All,17.71579450015449,1
2018,06,30000,poverty,High Poverty,NA,NA
2018,06,30000,poverty,Not High Poverty,18.32190272822526,1
2018,06,30000,race-ethnicity,Majority Non-White,10.001672240802675,1
2018,06,30000,race-ethnicity,"Majority White, Non-Hispanic",18.773774622349382,1
2018,06,30000,race-ethnicity,Mixed Race and Ethnicity,18.282028970671035,1
2018,06,32548,all,All,3.7856155554217086,1
2018,06,32548,poverty,High Poverty,4,1
2018,06,32548,poverty,Not High Poverty,3.737178965958708,1
2018,06,32548,race-ethnicity,Majority Non-White,3.8410532802630932,1
2018,06,32548,race-ethnicity,"Majority White, Non-Hispanic",3,1
2018,06,32548,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,33000,all,All,49.55022871622479,1
2018,06,33000,poverty,High Poverty,NA,NA
2018,06,33000,poverty,Not High Poverty,49.568414828261744,1
2018,06,33000,race-ethnicity,Majority Non-White,48.841966994143114,1
2018,06,33000,race-ethnicity,"Majority White, Non-Hispanic",69,1
2018,06,33000,race-ethnicity,Mixed Race and Ethnicity,58.26902357609268,1
2018,06,33182,all,All,54.70794207890694,1
2018,06,33182,poverty,High Poverty,51.67462039045553,1
2018,06,33182,poverty,Not High Poverty,55.30069176315838,1
2018,06,33182,race-ethnicity,Majority Non-White,55.94658285400023,1
2018,06,33182,race-ethnicity,"Majority White, Non-Hispanic",52.13109548908034,1
2018,06,33182,race-ethnicity,Mixed Race and Ethnicity,55.59464778971284,1
2018,06,33434,all,All,69.67163941424984,1
2018,06,33434,poverty,High Poverty,NA,NA
2018,06,33434,poverty,Not High Poverty,69.79676189626004,1
2018,06,33434,race-ethnicity,Majority Non-White,67.2844831046562,1
2018,06,33434,race-ethnicity,"Majority White, Non-Hispanic",73.82736296414916,1
2018,06,33434,race-ethnicity,Mixed Race and Ethnicity,70.85049457492701,1
2018,06,36000,all,All,25.563038936629436,1
2018,06,36000,poverty,High Poverty,NA,NA
2018,06,36000,poverty,Not High Poverty,26.157668143164283,1
2018,06,36000,race-ethnicity,Majority Non-White,2.8670168118809634,1
2018,06,36000,race-ethnicity,"Majority White, Non-Hispanic",29.79418325107276,1
2018,06,36000,race-ethnicity,Mixed Race and Ethnicity,16.715805178407123,1
2018,06,36448,all,All,56.46784761810696,1
2018,06,36448,poverty,High Poverty,58,1
2018,06,36448,poverty,Not High Poverty,56.86269701589427,1
2018,06,36448,race-ethnicity,Majority Non-White,54.9244247595043,1
2018,06,36448,race-ethnicity,"Majority White, Non-Hispanic",57.39653159972478,1
2018,06,36448,race-ethnicity,Mixed Race and Ethnicity,60.85156136995146,1
2018,06,36546,all,All,3.4296229023235134,1
2018,06,36546,poverty,High Poverty,4.846189155207855,1
2018,06,36546,poverty,Not High Poverty,3.4481812007981776,1
2018,06,36546,race-ethnicity,Majority Non-White,3.4429647694077494,1
2018,06,36546,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,36546,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,36770,all,All,25.41720760832886,1
2018,06,36770,poverty,High Poverty,35.089699228107534,1
2018,06,36770,poverty,Not High Poverty,23.11411868637287,1
2018,06,36770,race-ethnicity,Majority Non-White,30.177486269706428,1
2018,06,36770,race-ethnicity,"Majority White, Non-Hispanic",25.13804391567707,1
2018,06,36770,race-ethnicity,Mixed Race and Ethnicity,22.613822511008415,1
2018,06,37692,all,All,15.89622845652639,1
2018,06,37692,poverty,High Poverty,NA,NA
2018,06,37692,poverty,Not High Poverty,15.987895788680179,1
2018,06,37692,race-ethnicity,Majority Non-White,15.519203701391996,1
2018,06,37692,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,37692,race-ethnicity,Mixed Race and Ethnicity,18,1
2018,06,39496,all,All,42.34121041161409,1
2018,06,39496,poverty,High Poverty,NA,NA
2018,06,39496,poverty,Not High Poverty,42.48717571145556,1
2018,06,39496,race-ethnicity,Majority Non-White,34,1
2018,06,39496,race-ethnicity,"Majority White, Non-Hispanic",44.49755445906457,1
