year,state,county,subgroup_type,subgroup,environmental,environmental_quality
2014,01,033,poverty,Not High Poverty,32.75955392356861,1
2014,01,033,race-ethnicity,Majority Non-White,NA,NA
2014,01,033,race-ethnicity,"Majority White, Non-Hispanic",33.35147247119078,1
2014,01,033,race-ethnicity,Mixed Race and Ethnicity,28,1
2014,01,033,NA,NA,32.81943807234222,NA
2014,01,035,poverty,High Poverty,11,1
2014,01,035,poverty,Not High Poverty,14.675434548530996,1
2014,01,035,race-ethnicity,Majority Non-White,NA,NA
2014,01,035,race-ethnicity,"Majority White, Non-Hispanic",21,1
2014,01,035,race-ethnicity,Mixed Race and Ethnicity,12.086810466760962,1
2014,01,035,NA,NA,13.235194455140547,NA
2014,01,037,poverty,High Poverty,NA,NA
2014,01,037,poverty,Not High Poverty,15.478603218076001,1
2014,01,037,race-ethnicity,Majority Non-White,NA,NA
2014,01,037,race-ethnicity,"Majority White, Non-Hispanic",15.463824517955068,1
2014,01,037,race-ethnicity,Mixed Race and Ethnicity,16,1
2014,01,037,NA,NA,15.455232506446164,NA
2014,01,039,poverty,High Poverty,20,1
2014,01,039,poverty,Not High Poverty,16.88899993107726,1
2014,01,039,race-ethnicity,Majority Non-White,NA,NA
2014,01,039,race-ethnicity,"Majority White, Non-Hispanic",17.0998219265531,1
2014,01,039,race-ethnicity,Mixed Race and Ethnicity,16.7510593220339,1
2014,01,039,NA,NA,17.00688999762414,NA
2014,01,041,poverty,High Poverty,NA,NA
2014,01,041,poverty,Not High Poverty,15.644182569694838,1
2014,01,041,race-ethnicity,Majority Non-White,NA,NA
2014,01,041,race-ethnicity,"Majority White, Non-Hispanic",15.249001159943292,1
2014,01,041,race-ethnicity,Mixed Race and Ethnicity,17,1
2014,01,041,NA,NA,15.567082795236045,NA
2014,01,043,poverty,High Poverty,NA,NA
2014,01,043,poverty,Not High Poverty,24.01965443757953,1
2014,01,043,race-ethnicity,Majority Non-White,NA,NA
2014,01,043,race-ethnicity,"Majority White, Non-Hispanic",23.87677266867211,1
2014,01,043,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,043,NA,NA,23.713603907373432,NA
2014,01,045,poverty,High Poverty,NA,NA
2014,01,045,poverty,Not High Poverty,13.756976744186046,1
2014,01,045,race-ethnicity,Majority Non-White,NA,NA
2014,01,045,race-ethnicity,"Majority White, Non-Hispanic",13.818918825680477,1
2014,01,045,race-ethnicity,Mixed Race and Ethnicity,13.413235422676808,1
2014,01,045,NA,NA,13.65446983784216,NA
2014,01,047,poverty,High Poverty,9.861022927689595,1
2014,01,047,poverty,Not High Poverty,10.310800685078142,1
2014,01,047,race-ethnicity,Majority Non-White,9.627280836915093,1
2014,01,047,race-ethnicity,"Majority White, Non-Hispanic",10.064997703261369,1
2014,01,047,race-ethnicity,Mixed Race and Ethnicity,11.238189708617483,1
2014,01,047,NA,NA,10.063448985798845,NA
2014,01,049,poverty,High Poverty,NA,NA
2014,01,049,poverty,Not High Poverty,44.74204814768617,1
2014,01,049,race-ethnicity,Majority Non-White,NA,NA
2014,01,049,race-ethnicity,"Majority White, Non-Hispanic",45.28390242114331,1
2014,01,049,race-ethnicity,Mixed Race and Ethnicity,41,1
2014,01,049,NA,NA,44.44386132763036,NA
2014,01,051,poverty,High Poverty,NA,NA
2014,01,051,poverty,Not High Poverty,7.886465692960812,1
2014,01,051,race-ethnicity,Majority Non-White,NA,NA
2014,01,051,race-ethnicity,"Majority White, Non-Hispanic",8.108181947204088,1
2014,01,051,race-ethnicity,Mixed Race and Ethnicity,6.706648151362611,1
2014,01,051,NA,NA,7.885534293646742,NA
2014,01,053,poverty,High Poverty,22,1
2014,01,053,poverty,Not High Poverty,15.325078942994848,1
2014,01,053,race-ethnicity,Majority Non-White,16.164582092515385,1
2014,01,053,race-ethnicity,"Majority White, Non-Hispanic",14.752935118434603,1
2014,01,053,race-ethnicity,Mixed Race and Ethnicity,25,1
2014,01,053,NA,NA,16.165553861521477,NA
2014,01,055,poverty,High Poverty,11.937031751694613,1
2014,01,055,poverty,Not High Poverty,19.56741288031531,1
2014,01,055,race-ethnicity,Majority Non-White,11.548570156893291,1
2014,01,055,race-ethnicity,"Majority White, Non-Hispanic",20.615611944709375,1
2014,01,055,race-ethnicity,Mixed Race and Ethnicity,12.324003795066414,1
2014,01,055,NA,NA,18.623148877321707,NA
2014,01,057,poverty,High Poverty,NA,NA
2014,01,057,poverty,Not High Poverty,21.554693385565766,1
2014,01,057,race-ethnicity,Majority Non-White,NA,NA
2014,01,057,race-ethnicity,"Majority White, Non-Hispanic",21.635139776083523,1
2014,01,057,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,057,NA,NA,21.427698454668313,NA
2014,01,059,poverty,High Poverty,NA,NA
2014,01,059,poverty,Not High Poverty,36.39221228484644,1
2014,01,059,race-ethnicity,Majority Non-White,NA,NA
2014,01,059,race-ethnicity,"Majority White, Non-Hispanic",34.32854721308206,1
2014,01,059,race-ethnicity,Mixed Race and Ethnicity,40.345190326428806,1
2014,01,059,NA,NA,36.499068313173105,NA
2014,01,061,poverty,High Poverty,NA,NA
2014,01,061,poverty,Not High Poverty,19.23638408135328,1
2014,01,061,race-ethnicity,Majority Non-White,NA,NA
2014,01,061,race-ethnicity,"Majority White, Non-Hispanic",19.155964927818616,1
2014,01,061,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,061,NA,NA,19.143235381861576,NA
2014,01,063,poverty,High Poverty,14,1
2014,01,063,poverty,Not High Poverty,13.033902625541677,1
2014,01,063,race-ethnicity,Majority Non-White,13.495234148363034,1
2014,01,063,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,01,063,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,063,NA,NA,13.425778586042282,NA
2014,01,065,poverty,High Poverty,15,1
2014,01,065,poverty,Not High Poverty,14.974566593999793,1
2014,01,065,race-ethnicity,Majority Non-White,15.165271966527197,1
2014,01,065,race-ethnicity,"Majority White, Non-Hispanic",14.285350318471338,1
2014,01,065,race-ethnicity,Mixed Race and Ethnicity,16,1
2014,01,065,NA,NA,14.99733645163386,NA
2014,01,067,poverty,High Poverty,NA,NA
2014,01,067,poverty,Not High Poverty,15.674833115408438,1
2014,01,067,race-ethnicity,Majority Non-White,NA,NA
2014,01,067,race-ethnicity,"Majority White, Non-Hispanic",16.52168815943728,1
2014,01,067,race-ethnicity,Mixed Race and Ethnicity,13.402479826805747,1
2014,01,067,NA,NA,15.618934568616098,NA
2014,01,069,poverty,High Poverty,13,1
2014,01,069,poverty,Not High Poverty,16.282304036561204,1
2014,01,069,race-ethnicity,Majority Non-White,13,1
2014,01,069,race-ethnicity,"Majority White, Non-Hispanic",17.390623701660214,1
2014,01,069,race-ethnicity,Mixed Race and Ethnicity,12.556737588652481,1
2014,01,069,NA,NA,16.082558038009683,NA
2014,01,071,poverty,High Poverty,NA,NA
2014,01,071,poverty,Not High Poverty,48.64199575470598,1
2014,01,071,race-ethnicity,Majority Non-White,NA,NA
2014,01,071,race-ethnicity,"Majority White, Non-Hispanic",48.8076825984517,1
2014,01,071,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,071,NA,NA,48.68467516788652,NA
2014,01,073,poverty,High Poverty,4.0212166019050235,1
2014,01,073,poverty,Not High Poverty,9.54102576554046,1
2014,01,073,race-ethnicity,Majority Non-White,6.884333543358737,1
2014,01,073,race-ethnicity,"Majority White, Non-Hispanic",10.416052994001753,1
2014,01,073,race-ethnicity,Mixed Race and Ethnicity,8.79255594005919,1
2014,01,073,NA,NA,8.824829926810091,NA
2014,01,075,poverty,High Poverty,NA,NA
2014,01,075,poverty,Not High Poverty,25.380477540938614,1
2014,01,075,race-ethnicity,Majority Non-White,NA,NA
2014,01,075,race-ethnicity,"Majority White, Non-Hispanic",25.315403422982886,1
2014,01,075,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,075,NA,NA,25.463484721054108,NA
2014,01,077,poverty,High Poverty,21,1
2014,01,077,poverty,Not High Poverty,37.351772541717395,1
2014,01,077,race-ethnicity,Majority Non-White,23,1
2014,01,077,race-ethnicity,"Majority White, Non-Hispanic",36.542889733840305,1
2014,01,077,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,077,NA,NA,35.26754688510455,NA
2014,01,079,poverty,High Poverty,NA,NA
2014,01,079,poverty,Not High Poverty,35.50321861401805,1
2014,01,079,race-ethnicity,Majority Non-White,NA,NA
2014,01,079,race-ethnicity,"Majority White, Non-Hispanic",35.210822605280384,1
2014,01,079,race-ethnicity,Mixed Race and Ethnicity,36.90707070707071,1
2014,01,079,NA,NA,35.49933500812768,NA
2014,01,081,poverty,High Poverty,6.944132029339853,1
2014,01,081,poverty,Not High Poverty,7.674003898106219,1
2014,01,081,race-ethnicity,Majority Non-White,5.411197564276049,1
2014,01,081,race-ethnicity,"Majority White, Non-Hispanic",7.741548341550619,1
2014,01,081,race-ethnicity,Mixed Race and Ethnicity,7.246382314474961,1
2014,01,081,NA,NA,7.476317748156167,NA
2014,01,083,poverty,High Poverty,NA,NA
2014,01,083,poverty,Not High Poverty,34.216251821953136,1
2014,01,083,race-ethnicity,Majority Non-White,NA,NA
2014,01,083,race-ethnicity,"Majority White, Non-Hispanic",35.13938928770298,1
2014,01,083,race-ethnicity,Mixed Race and Ethnicity,25,1
2014,01,083,NA,NA,34.240630054951986,NA
2014,01,085,poverty,High Poverty,16,1
2014,01,085,poverty,Not High Poverty,14.877973112719753,1
2014,01,085,race-ethnicity,Majority Non-White,15.106932876041157,1
2014,01,085,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,01,085,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,085,NA,NA,15.027660743725956,NA
2014,01,087,poverty,High Poverty,4,1
2014,01,087,poverty,Not High Poverty,5.125948748778838,1
2014,01,087,race-ethnicity,Majority Non-White,4.560518823157229,1
2014,01,087,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,01,087,race-ethnicity,Mixed Race and Ethnicity,7,1
2014,01,087,NA,NA,4.969568397951719,NA
2014,01,089,poverty,High Poverty,15.340738603577611,1
2014,01,089,poverty,Not High Poverty,28.500040420798083,1
2014,01,089,race-ethnicity,Majority Non-White,20.841621610916366,1
2014,01,089,race-ethnicity,"Majority White, Non-Hispanic",30.502759840015525,1
2014,01,089,race-ethnicity,Mixed Race and Ethnicity,21.6202980998976,1
2014,01,089,NA,NA,27.473048606032705,NA
2014,01,091,poverty,High Poverty,11,1
2014,01,091,poverty,Not High Poverty,14.938536352040817,1
2014,01,091,race-ethnicity,Majority Non-White,13.392622950819671,1
2014,01,091,race-ethnicity,"Majority White, Non-Hispanic",13,1
2014,01,091,race-ethnicity,Mixed Race and Ethnicity,15.64017094017094,1
2014,01,091,NA,NA,14.14236907608961,NA
2014,01,093,poverty,High Poverty,NA,NA
2014,01,093,poverty,Not High Poverty,32.131267015706804,1
2014,01,093,race-ethnicity,Majority Non-White,NA,NA
2014,01,093,race-ethnicity,"Majority White, Non-Hispanic",32.33705746308486,1
2014,01,093,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,093,NA,NA,32.244897959183675,NA
2014,01,095,poverty,High Poverty,NA,NA
2014,01,095,poverty,Not High Poverty,35.06580359538503,1
2014,01,095,race-ethnicity,Majority Non-White,NA,NA
2014,01,095,race-ethnicity,"Majority White, Non-Hispanic",36.12087553974418,1
2014,01,095,race-ethnicity,Mixed Race and Ethnicity,26,1
2014,01,095,NA,NA,34.796389753615024,NA
2014,01,097,poverty,High Poverty,10.103071555225076,1
2014,01,097,poverty,Not High Poverty,17.35972099420375,1
2014,01,097,race-ethnicity,Majority Non-White,10.923241678726484,1
2014,01,097,race-ethnicity,"Majority White, Non-Hispanic",19.714050622991927,1
2014,01,097,race-ethnicity,Mixed Race and Ethnicity,13.82250432121504,1
2014,01,097,NA,NA,16.452284172010287,NA
2014,01,099,poverty,High Poverty,17,1
2014,01,099,poverty,Not High Poverty,22.56885334779073,1
2014,01,099,race-ethnicity,Majority Non-White,18.581703910614525,1
2014,01,099,race-ethnicity,"Majority White, Non-Hispanic",23.181777176364456,1
2014,01,099,race-ethnicity,Mixed Race and Ethnicity,22.642561127227516,1
2014,01,099,NA,NA,22.086010040428274,NA
2014,01,101,poverty,High Poverty,5.496824684072102,1
2014,01,101,poverty,Not High Poverty,6.174754787032457,1
2014,01,101,race-ethnicity,Majority Non-White,5.766988109895838,1
2014,01,101,race-ethnicity,"Majority White, Non-Hispanic",5.838230182583983,1
2014,01,101,race-ethnicity,Mixed Race and Ethnicity,8.39398555139699,1
2014,01,101,NA,NA,6.037636006117544,NA
2014,01,103,poverty,High Poverty,5,1
2014,01,103,poverty,Not High Poverty,24.685823444985747,1
2014,01,103,race-ethnicity,Majority Non-White,9.310975609756097,1
2014,01,103,race-ethnicity,"Majority White, Non-Hispanic",27.32593801385221,1
2014,01,103,race-ethnicity,Mixed Race and Ethnicity,16.223345975558367,1
2014,01,103,NA,NA,23.896854957242116,NA
2014,01,105,poverty,High Poverty,14,1
2014,01,105,poverty,Not High Poverty,13.22145993413831,1
2014,01,105,race-ethnicity,Majority Non-White,13.474264150943396,1
2014,01,105,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,01,105,race-ethnicity,Mixed Race and Ethnicity,14,1
2014,01,105,NA,NA,13.481231010487111,NA
2014,01,107,poverty,High Poverty,NA,NA
2014,01,107,poverty,Not High Poverty,18.932756696428573,1
2014,01,107,race-ethnicity,Majority Non-White,16,1
2014,01,107,race-ethnicity,"Majority White, Non-Hispanic",20.400407539480387,1
2014,01,107,race-ethnicity,Mixed Race and Ethnicity,18,1
2014,01,107,NA,NA,18.722196749707066,NA
2014,01,109,poverty,High Poverty,8,1
2014,01,109,poverty,Not High Poverty,10.040428790199082,1
2014,01,109,race-ethnicity,Majority Non-White,10,1
2014,01,109,race-ethnicity,"Majority White, Non-Hispanic",9.774481723949808,1
2014,01,109,race-ethnicity,Mixed Race and Ethnicity,9.088085539714868,1
2014,01,109,NA,NA,9.577191714836223,NA
2014,01,111,poverty,High Poverty,NA,NA
2014,01,111,poverty,Not High Poverty,21.00378004843187,1
2014,01,111,race-ethnicity,Majority Non-White,NA,NA
2014,01,111,race-ethnicity,"Majority White, Non-Hispanic",22.56096002272243,1
2014,01,111,race-ethnicity,Mixed Race and Ethnicity,16,1
2014,01,111,NA,NA,20.73596197852491,NA
2014,01,113,poverty,High Poverty,4,1
2014,01,113,poverty,Not High Poverty,5.0219414073105115,1
2014,01,113,race-ethnicity,Majority Non-White,4.234103852596315,1
2014,01,113,race-ethnicity,"Majority White, Non-Hispanic",5.187486314867528,1
2014,01,113,race-ethnicity,Mixed Race and Ethnicity,5.455972906403941,1
2014,01,113,NA,NA,4.897507897507897,NA
2014,01,115,poverty,High Poverty,NA,NA
2014,01,115,poverty,Not High Poverty,16.618256904413663,1
2014,01,115,race-ethnicity,Majority Non-White,NA,NA
2014,01,115,race-ethnicity,"Majority White, Non-Hispanic",16.736899888855756,1
2014,01,115,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,115,NA,NA,16.6477558011309,NA
2014,01,117,poverty,High Poverty,NA,NA
2014,01,117,poverty,Not High Poverty,11.001998487332793,1
2014,01,117,race-ethnicity,Majority Non-White,NA,NA
2014,01,117,race-ethnicity,"Majority White, Non-Hispanic",11.14848773903846,1
2014,01,117,race-ethnicity,Mixed Race and Ethnicity,9.444236083695223,1
2014,01,117,NA,NA,11.010757178080013,NA
2014,01,119,poverty,High Poverty,18.220588235294116,1
2014,01,119,poverty,Not High Poverty,20.307178217821782,1
2014,01,119,race-ethnicity,Majority Non-White,18.99204557669569,1
2014,01,119,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,01,119,race-ethnicity,Mixed Race and Ethnicity,21,1
2014,01,119,NA,NA,19.131318394997393,NA
2014,01,121,poverty,High Poverty,12.3585776330076,1
2014,01,121,poverty,Not High Poverty,13.713824859877088,1
2014,01,121,race-ethnicity,Majority Non-White,13.668879056047198,1
2014,01,121,race-ethnicity,"Majority White, Non-Hispanic",13.434954921547268,1
2014,01,121,race-ethnicity,Mixed Race and Ethnicity,14.197782776349614,1
2014,01,121,NA,NA,13.539774466469947,NA
2014,01,123,poverty,High Poverty,NA,NA
2014,01,123,poverty,Not High Poverty,11.805759880314175,1
2014,01,123,race-ethnicity,Majority Non-White,12,1
2014,01,123,race-ethnicity,"Majority White, Non-Hispanic",11.620623461169302,1
2014,01,123,race-ethnicity,Mixed Race and Ethnicity,12.587666984732824,1
2014,01,123,NA,NA,11.796246518949026,NA
2014,01,125,poverty,High Poverty,4.393861386138614,1
2014,01,125,poverty,Not High Poverty,8.431624733589802,1
2014,01,125,race-ethnicity,Majority Non-White,3.7157372541987925,1
2014,01,125,race-ethnicity,"Majority White, Non-Hispanic",9.771077588704538,1
2014,01,125,race-ethnicity,Mixed Race and Ethnicity,5.225272156548454,1
2014,01,125,NA,NA,7.6995620878844315,NA
2014,01,127,poverty,High Poverty,NA,NA
2014,01,127,poverty,Not High Poverty,16.20111363908514,1
2014,01,127,race-ethnicity,Majority Non-White,NA,NA
2014,01,127,race-ethnicity,"Majority White, Non-Hispanic",16.41320716662745,1
2014,01,127,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,127,NA,NA,16.222682031686578,NA
2014,01,129,poverty,High Poverty,NA,NA
2014,01,129,poverty,Not High Poverty,16.50619282195637,1
2014,01,129,race-ethnicity,Majority Non-White,9,1
2014,01,129,race-ethnicity,"Majority White, Non-Hispanic",19.848099914602905,1
2014,01,129,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,129,NA,NA,16.700297601680575,NA
2014,01,131,poverty,High Poverty,12.341032608695652,1
2014,01,131,poverty,Not High Poverty,15.623426911907067,1
2014,01,131,race-ethnicity,Majority Non-White,14.256004828002414,1
2014,01,131,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,01,131,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,131,NA,NA,14.192047154042404,NA
2014,01,133,poverty,High Poverty,NA,NA
2014,01,133,poverty,Not High Poverty,30.08502420714791,1
2014,01,133,race-ethnicity,Majority Non-White,NA,NA
2014,01,133,race-ethnicity,"Majority White, Non-Hispanic",30.181139814976436,1
2014,01,133,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,01,133,NA,NA,30.307593997361476,NA
2014,02,013,poverty,High Poverty,NA,NA
2014,02,013,poverty,Not High Poverty,100,1
2014,02,013,race-ethnicity,Majority Non-White,100,1
2014,02,013,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,02,013,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,02,013,NA,NA,100,NA
2014,02,016,poverty,High Poverty,NA,NA
2014,02,016,poverty,Not High Poverty,100,1
2014,02,016,race-ethnicity,Majority Non-White,100,1
2014,02,016,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,02,016,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,02,016,NA,NA,100,NA
2014,02,020,poverty,High Poverty,NA,NA
2014,02,020,poverty,Not High Poverty,70.1538527807743,1
2014,02,020,race-ethnicity,Majority Non-White,61.42575425585707,1
2014,02,020,race-ethnicity,"Majority White, Non-Hispanic",77.11365358250956,1
2014,02,020,race-ethnicity,Mixed Race and Ethnicity,64.01775934771578,1
2014,02,020,NA,NA,69.82782096600017,NA
2014,02,050,poverty,High Poverty,NA,NA
2014,02,050,poverty,Not High Poverty,100,1
2014,02,050,race-ethnicity,Majority Non-White,100,1
2014,02,050,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,02,050,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,02,050,NA,NA,100,NA
2014,02,060,poverty,High Poverty,NA,NA
2014,02,060,poverty,Not High Poverty,100,1
2014,02,060,race-ethnicity,Majority Non-White,NA,NA
2014,02,060,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,02,060,race-ethnicity,Mixed Race and Ethnicity,100,1
2014,02,060,NA,NA,100,NA
2014,02,068,poverty,High Poverty,NA,NA
2014,02,068,poverty,Not High Poverty,100,1
2014,02,068,race-ethnicity,Majority Non-White,NA,NA
2014,02,068,race-ethnicity,"Majority White, Non-Hispanic",100,1
2014,02,068,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,02,068,NA,NA,100,NA
2014,02,070,poverty,High Poverty,NA,NA
2014,02,070,poverty,Not High Poverty,100,1
2014,02,070,race-ethnicity,Majority Non-White,100,1
2014,02,070,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,02,070,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,02,070,NA,NA,100,NA
2014,02,090,poverty,High Poverty,NA,NA
2014,02,090,poverty,Not High Poverty,96.24375983040416,1
2014,02,090,race-ethnicity,Majority Non-White,NA,NA
2014,02,090,race-ethnicity,"Majority White, Non-Hispanic",97.81716436553803,1
2014,02,090,race-ethnicity,Mixed Race and Ethnicity,90.33852996469348,1
2014,02,090,NA,NA,95.96144745718343,NA
2014,02,100,poverty,High Poverty,NA,NA
2014,02,100,poverty,Not High Poverty,100,1
2014,02,100,race-ethnicity,Majority Non-White,NA,NA
2014,02,100,race-ethnicity,"Majority White, Non-Hispanic",100,1
2014,02,100,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2014,02,100,NA,NA,100,NA
2014,02,105,poverty,High Poverty,NA,NA
2014,02,105,poverty,Not High Poverty,100,1
2014,02,105,race-ethnicity,Majority Non-White,100,1
2014,02,105,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,02,105,race-ethnicity,Mixed Race and Ethnicity,100,1
2014,02,105,NA,NA,100,NA
2014,02,110,poverty,High Poverty,NA,NA
2014,02,110,poverty,Not High Poverty,100,1
2014,02,110,race-ethnicity,Majority Non-White,NA,NA
