year,state,county,economic_connectedness,economic_connectedness_lb,economic_connectedness_ub,economic_connectedness_quality
2022,05,033,0.76648998,0.7479291212624021,0.785050838737598,1
2022,05,035,0.56164002,0.5463719001684402,0.5769081398315599,1
2022,05,037,0.68954998,0.6667947981394899,0.7123051618605101,1
2022,05,039,0.57362998,0.5453672993429324,0.6018926606570676,1
2022,05,041,0.56584001,0.5427516342621181,0.5889283857378818,1
2022,05,043,0.71228999,0.6898484023770164,0.7347315776229837,1
2022,05,045,0.83756,0.8242322447091313,0.8508877552908687,1
2022,05,047,0.75325,0.7289072473120125,0.7775927526879874,1
2022,05,049,0.73201001,0.7037473293429324,0.7602726906570676,1
2022,05,051,0.70425999,0.6892270658465849,0.719292914153415,1
2022,05,053,0.82261002,0.7989924539862924,0.8462275860137077,1
2022,05,055,0.74122,0.7219535542279677,0.7604864457720323,1
2022,05,057,0.57415003,0.553060817526349,0.595239242473651,1
2022,05,059,0.68937999,0.670407538433656,0.7083524415663441,1
2022,05,061,0.62585002,0.601722863350312,0.649977176649688,1
2022,05,063,0.72654998,0.7056175646451123,0.7474823953548878,1
2022,05,065,0.73961002,0.7126213159328835,0.7665987240671165,1
2022,05,067,0.64454001,0.6181980940477817,0.6708819259522184,1
2022,05,069,0.57021999,0.5564610430245253,0.5839789369754748,1
2022,05,071,0.63472998,0.611680803541809,0.6577791564581911,1
2022,05,073,0.64393997,0.6133449322013298,0.6745350077986703,1
2022,05,075,0.72068,0.6963764465917033,0.7449835534082967,1
2022,05,077,0.52933002,0.501831725296903,0.5568283147030969,1
2022,05,079,0.65166003,0.6247497244922651,0.6785703355077348,1
2022,05,081,0.71503001,0.6905304601932494,0.7395295598067506,1
2022,05,083,0.72668999,0.7024452355112395,0.7509347444887605,1
2022,05,085,0.84548002,0.8303882973190416,0.8605717426809584,1
2022,05,087,0.79619998,0.7685448881781398,0.8238550718218602,1
2022,05,089,0.71357,0.6877768739634529,0.7393631260365472,1
2022,05,091,0.64515001,0.629254702477373,0.6610453175226271,1
2022,05,093,0.57393003,0.5570743391449663,0.5907857208550337,1
2022,05,095,0.55575001,0.5262133527529814,0.5852866672470186,1
2022,05,097,0.69204998,0.6592009855790726,0.7248989744209273,1
2022,05,099,0.61993998,0.5932060712508737,0.6466738887491262,1
2022,05,101,0.76115,0.724498673489101,0.797801326510899,1
2022,05,103,0.63314998,0.6130407495186191,0.6532592104813809,1
2022,05,105,0.77210999,0.7396333867761713,0.8045865932238287,1
2022,05,107,0.49533999,0.4741135800474312,0.5165663999525688,1
2022,05,109,0.66134,0.6332145168218503,0.6894654831781498,1
2022,05,111,0.64930999,0.6292595584381553,0.6693604215618447,1
2022,05,113,0.69538999,0.6701652535189695,0.7206147264810305,1
2022,05,115,0.74772,0.7300607241073014,0.7653792758926987,1
2022,05,117,0.70025998,0.6669601919026645,0.7335597680973355,1
2022,05,119,0.68171,0.6714789876087082,0.6919410123912919,1
2022,05,121,0.72465003,0.6995624909978873,0.7497375690021126,1
2022,05,123,0.53117001,0.5117663667490499,0.5505736532509501,1
2022,05,125,0.79585999,0.7808074669907251,0.8109125130092748,1
2022,05,127,0.65103,0.6167502299103944,0.6853097700896056,1
2022,05,129,0.70889002,0.673512670079052,0.744267369920948,1
2022,05,131,0.73863,0.7242046646817925,0.7530553353182076,1
2022,05,133,0.62248999,0.5961284744079364,0.6488515055920637,1
2022,05,135,0.70662999,0.6844431976950066,0.7288167823049935,1
2022,05,137,0.71987998,0.6875601758548985,0.7521997841451015,1
2022,05,139,0.68690997,0.6679375184336559,0.7058824215663441,1
2022,05,141,0.71042001,0.6825885214195312,0.7382514985804688,1
2022,05,143,0.80754,0.7936242557097657,0.8214557442902344,1
2022,05,145,0.79613,0.7795487042987983,0.8127112957012017,1
2022,05,147,0.64192998,0.6069250251960786,0.6769349348039214,1
2022,05,149,0.63029999,0.6067412229058285,0.6538587570941715,1
2022,06,001,0.91564,0.90082267266887,0.9304573273311301,1
NA,06,003,NA,NA,NA,NA
2022,06,005,0.92817998,0.9034060352354137,0.9529539247645863,1
2022,06,007,0.80008,0.7849294780075126,0.8152305219924875,1
2022,06,009,0.92421001,0.9029640004075858,0.9454560195924142,1
2022,06,011,0.58380002,0.5530285874026851,0.6145714525973148,1
2022,06,013,0.88687998,0.8718862555182686,0.9018737044817314,1
2022,06,015,0.63748002,0.6112361022470088,0.6637239377529913,1
2022,06,017,1.01846,1.0007027261040706,1.0362172738959292,1
2022,06,019,0.57849997,0.5660933983698543,0.5909065416301457,1
2022,06,021,0.63274997,0.6088776086683021,0.6566223313316979,1
2022,06,023,0.81883001,0.8035422913125804,0.8341177286874196,1
2022,06,025,0.73171002,0.7115223909592374,0.7518976490407625,1
2022,06,027,0.79105997,0.7596025480481321,0.8225173919518678,1
2022,06,029,0.6207,0.6069802517162268,0.6344197482837732,1
2022,06,031,0.61815,0.6013139097647937,0.6349860902352062,1
2022,06,033,0.65311998,0.6323639614037209,0.6738759985962792,1
2022,06,035,0.81195998,0.7861276546837621,0.8377923053162379,1
2022,06,037,0.73580003,0.7231778617435657,0.7484221982564344,1
2022,06,039,0.56068999,0.5425995224226953,0.5787804575773047,1
2022,06,041,0.81247997,0.7869220396415978,0.8380379003584023,1
2022,06,043,0.95354998,0.9243269169905078,0.9827730430094922,1
2022,06,045,0.69420999,0.6750807419028819,0.7133392380971182,1
2022,06,047,0.63156003,0.616213512785037,0.6469065472149631,1
2022,06,049,0.66933,0.6347758349525588,0.7038841650474411,1
2022,06,051,0.9637,0.9277542585635714,0.9996457414364286,1
2022,06,053,0.61296999,0.5950951192449803,0.6308448607550197,1
2022,06,055,0.80387002,0.7812912348980986,0.8264488051019013,1
2022,06,057,1.01335,0.9945343447684335,1.0321656552315666,1
2022,06,059,0.85553998,0.841212643665005,0.8698673163349949,1
2022,06,061,1.0711,1.0555182853429246,1.0866817146570753,1
2022,06,063,0.89507997,0.8642105372434941,0.9259494027565058,1
2022,06,065,0.74834001000000006,0.7355022459012627,0.7611777740987374,1
2022,06,067,0.81634998,0.8042570024113843,0.8284429575886157,1
2022,06,069,0.82344002,0.7966277126914921,0.850252327308508,1
2022,06,071,0.73532999,0.7227078217435656,0.7479521582564344,1
2022,06,073,0.90846002,0.8958966510550946,0.9210233889449054,1
2022,06,075,1.31244,1.295741107439708,1.329138892560292,1
2022,06,077,0.72867,0.7144014621925484,0.7429385378074517,1
2022,06,079,0.93507999,0.9164015324433477,0.9537584475566523,1
2022,06,081,1.16289,1.1443683407380894,1.1814116592619106,1
2022,06,083,0.72433001,0.7056711532591714,0.7429888667408285,1
2022,06,085,1.15832,1.1415819079640208,1.1750580920359792,1
2022,06,087,0.81641001,0.7968299694024521,0.8359900505975479,1
2022,06,089,0.79174,0.7759622893364634,0.8075177106635366,1
2022,06,091,1.03074,0.9765469938675035,1.0849330061324964,1
2022,06,093,0.74171001,0.719150824537944,0.7642691954620561,1
2022,06,095,0.87462997,0.859969439199644,0.889290500800356,1
2022,06,097,0.86228001,0.8452871214700521,0.8792728985299478,1
2022,06,099,0.74586999,0.7314446546817924,0.7602953253182075,1
2022,06,101,0.71074998,0.6922087201182618,0.7292912398817382,1
2022,06,103,0.64851999,0.6304295224226953,0.6666104575773047,1
2022,06,105,0.73521,0.70584973951159,0.76457026048841,1
2022,06,107,0.54176003,0.5276482895073079,0.555871770492692,1
2022,06,109,0.9109,0.8875372293042826,0.9342627706957175,1
2022,06,111,0.78140998,0.7647306862955677,0.7980892737044322,1
2022,06,113,0.81755,0.7990871392656327,0.8360128607343673,1
2022,06,115,0.72917002,0.7110599535668355,0.7472800864331645,1
2022,08,001,0.81186002,0.796827095846585,0.8268929441534151,1
2022,08,003,0.73189002,0.7051561112508737,0.7586239287491263,1
2022,08,005,0.83072001,0.8163730738291631,0.8450669461708368,1
2022,08,007,0.93331999,0.9009609846152437,0.9656789953847563,1
2022,08,009,0.88227999,0.8325949010319457,0.9319650789680544,1
2022,08,011,0.65877998,0.6196002979890803,0.6979596620109197,1
2022,08,013,1.1075,1.09009552060127,1.12490447939873,1
2022,08,014,1.1688499,1.142037592691492,1.1956622073085081,1
2022,08,015,1.09936,1.0712345168218502,1.1274854831781496,1
2022,08,017,1.04763,0.9819516068780628,1.1133083931219372,1
2022,08,019,1.0602601,1.0142401456429995,1.1062800543570006,1
2022,08,021,0.75433999,0.7137295382002941,0.7949504417997059,1
NA,08,023,NA,NA,NA,NA
2022,08,025,0.75880998,0.7113396542544039,0.8062803057455961,1
2022,08,027,1.0331399000000001,0.9857283731739402,1.08055142682606,1
2022,08,029,0.87716001,0.8521312699174235,0.9021887500825765,1
2022,08,031,0.90732002,0.8945018555411081,0.920138184458892,1
2022,08,033,0.94189,0.8801707302069057,1.0036092697930943,1
2022,08,035,1.3532701,1.3350620337996373,1.3714781662003628,1
2022,08,037,0.87858999,0.8502685104233962,0.9069114695766038,1
2022,08,039,1.15659,1.1084336868598148,1.2047463131401852,1
2022,08,041,0.96052998,0.9488877937358356,0.9721721662641644,1
2022,08,043,0.87696999,0.8544696034574801,0.8994703765425198,1
2022,08,045,0.80632001,0.7810168749595879,0.831623145040412,1
2022,08,047,1.07927,1.0243518091531876,1.1341881908468123,1
2022,08,049,1.10788,1.078480540231899,1.1372794597681009,1
2022,08,051,1.24836,1.2193329333889618,1.277387066611038,1
NA,08,053,NA,NA,NA,NA
2022,08,055,0.78763002,0.7472155626387842,0.8280444773612159,1
NA,08,057,NA,NA,NA,NA
2022,08,059,1.11146,1.0970150658259326,1.1259049341740672,1
NA,08,061,NA,NA,NA,NA
2022,08,063,0.95122999,0.9100119493650867,0.9924480306349133,1
2022,08,065,0.88313001,0.8419315650850041,0.9243284549149959,1
2022,08,067,1.04206,1.0200496044536151,1.0640703955463848,1
2022,08,069,1.123,1.1078494780075125,1.1381505219924875,1
2022,08,071,0.76256001,0.7304557979732699,0.79466422202673,1
2022,08,073,0.96450001,0.9162848979402787,1.0127151220597213,1
2022,08,075,0.96489,0.9370193121398405,0.9927606878601596,1
2022,08,077,0.91115999,0.8944414968198806,0.9278784831801195,1
NA,08,079,NA,NA,NA,NA
2022,08,081,0.88957,0.8574069890537337,0.9217330109462663,1
2022,08,083,0.74285001,0.7152929163773668,0.7704071036226331,1
2022,08,085,0.82997,0.8055292491127856,0.8544107508872144,1
2022,08,087,0.81336999,0.7844801208678795,0.8422598591321204,1
2022,08,089,0.71502,0.6889720786454627,0.7410679213545373,1
2022,08,091,1.2136199,1.167658744562536,1.2595810554374642,1
2022,08,093,1.15571,1.1244289748067409,1.1869910251932592,1
2022,08,095,0.84065998,0.7763927589869677,0.9049272010130323,1
2022,08,097,1.2436399,1.2156712139406134,1.2716085860593866,1
2022,08,099,0.73517001,0.704535774881603,0.7658042451183971,1
2022,08,101,0.73233002,0.7172382973190417,0.7474217426809584,1
2022,08,103,1.01608,0.9756263413991294,1.056533658600871,1
2022,08,105,0.76765001,0.7355262002933886,0.7997738197066114,1
2022,08,107,1.16202,1.134227710699222,1.189812289300778,1
2022,08,109,0.76845998,0.7297702909451794,0.8071496690548207,1
NA,08,111,NA,NA,NA,NA
2022,08,113,1.2128,1.1745807023014692,1.251019297698531,1
2022,08,115,0.97241998,0.9103479206096164,1.0344920393903834,1
2022,08,117,1.00858,0.9785729513966918,1.0385870486033082,1
2022,08,119,1.04694,1.01953970349613,1.07434029650387,1
2022,08,121,1.06846,1.014737385223793,1.1221826147762068,1
2022,08,123,0.87436998,0.8576710874397079,0.8910688725602921,1
2022,08,125,0.81590003,0.7771711416654885,0.8546289183345115,1
2022,09,001,0.70120001,0.6872842657097656,0.7151157542902343,1
2022,09,003,0.77675003,0.7642062608909365,0.7892937991090635,1
2022,09,005,1.08725,1.0687283407380894,1.1057716592619107,1
2022,09,007,1.1066999,1.087707849577796,1.1256919504222038,1
2022,09,009,0.79593003,0.7838566520512297,0.8080034079487702,1
2022,09,011,0.98711002,0.9722142935214992,1.0020057464785008,1
2022,09,013,1.17711,1.1567655738404743,1.197454426159526,1
2022,09,015,0.95749003,0.9394191612785551,0.9755608987214449,1
2022,10,001,0.79290998,0.779229431191914,0.806590528808086,1
2022,10,003,0.83468997,0.8216170102231178,0.8477629297768822,1
2022,10,005,0.71723998,0.7024618513605716,0.7320181086394284,1
2022,11,001,0.99615997,0.9848117787255095,1.0075081612744905,1
2022,12,001,0.81159002,0.7989482519077239,0.8242317880922762,1
2022,12,003,0.66503,0.6424120156184078,0.6876479843815922,1
2022,12,005,0.70344001,0.6894066678706933,0.7174733521293067,1
2022,12,007,0.61645001,0.5946944097716054,0.6382056102283946,1
2022,12,009,0.78833997,0.7765801858967633,0.8000997541032367,1
2022,12,011,0.75189,0.7411101980850296,0.7626698019149702,1
2022,12,013,0.58503997,0.55665969150386,0.61342024849614,1
2022,12,015,0.77934003,0.7644247036856574,0.7942553563143425,1
2022,12,017,0.69256002,0.6771155030178388,0.7080045369821613,1
2022,12,019,0.79848999,0.7854170302231178,0.8115629497768821,1
2022,12,021,0.65601999,0.6396738899769432,0.6723660900230568,1
2022,12,023,0.58517998,0.5687554827895364,0.6016044772104637,1
2022,12,027,0.42908001,0.40857878672171105,0.44958123327828897,1
2022,12,029,0.51828998,0.4927908485611339,0.5437891114388661,1
2022,12,031,0.67084002,0.6608638031226947,0.6808162368773053,1
2022,12,033,0.68265998,0.6712725892498224,0.69404737075017775,1
2022,12,035,0.82933998,0.8126018879640207,0.8460780720359793,1
2022,12,037,0.57659,0.5440741994564445,0.6091058005435556,1
2022,12,039,0.41552001,0.3987231194364773,0.4323169005635227,1
2022,12,041,0.62075001,0.5974068389441279,0.644093181055872,1
2022,12,043,0.50062001,0.46900579092936895,0.5322342290706311,1
2022,12,045,0.66769999,0.6406132877336564,0.6947866922663436,1
2022,12,047,0.48493999,0.46165561786366416,0.5082243621363358,1
2022,12,049,0.45475999,0.4343371652810926,0.4751828147189074,1
2022,12,051,0.43957999,0.4220383129263557,0.45712166707364427,1
2022,12,053,0.73304999,0.7192126438771544,0.7468873361228456,1
2022,12,055,0.60219997,0.5851482831385052,0.6192516568614949,1
2022,12,057,0.67980999,0.6692653837631745,0.6903545962368255,1
2022,12,059,0.59316999,0.5694152265073746,0.6169247534926254,1
2022,12,061,0.70945001,0.6933979041826314,0.7255021158173686,1
2022,12,063,0.55905998,0.5419886942826453,0.5761312657173547,1
2022,12,065,0.61988997,0.5914900918640147,0.6482898481359853,1
2022,12,067,0.56705999,0.5291542884989593,0.6049656915010406,1
2022,12,069,0.73413002,0.7218410462089268,0.7464189937910733,1
2022,12,071,0.67043,0.6580626270615558,0.6827973729384441,1
2022,12,073,0.75659001,0.7445362318870715,0.7686437881129285,1
2022,12,075,0.60833001,0.5900631452720939,0.626596874727906,1
2022,12,077,0.62063003,0.5840766997283641,0.657183360271636,1
2022,12,079,0.49355999,0.4716083933731514,0.5155115866268486,1
2022,12,081,0.66821998,0.6544806328603671,0.681959327139633,1
2022,12,083,0.62976998,0.6175594045723118,0.6419805554276881,1
2022,12,085,0.78965002,0.7723043389328169,0.806995701067183,1
2022,12,086,0.58605999,0.5735750192224834,0.5985449607775165,1
2022,12,087,0.78771001,0.7695215444194646,0.8058984755805353,1
2022,12,089,0.85834002,0.8408963409295863,0.8757836990704136,1
2022,12,091,0.83223999,0.8190494323840455,0.8454305476159546,1
2022,12,093,0.50796998,0.48909552643688653,0.5268444335631135,1
2022,12,095,0.74878001,0.738627396756079,0.7589326232439211,1
2022,12,097,0.73128003,0.7192262518870715,0.7433338081129285,1
2022,12,099,0.68330997,0.6715109864210761,0.695108953578924,1
2022,12,101,0.76490003,0.75266985473647,0.7771302052635299,1
2022,12,103,0.78494,0.7741405984451842,0.7957394015548157,1
2022,12,105,0.61522001,0.6041658129311978,0.6262742070688023,1
2022,12,107,0.49083999,0.47541507363766616,0.5062649063623338,1
2022,12,109,0.97408003,0.9593411008362588,0.9888189591637412,1
2022,12,111,0.66801,0.6552114353769498,0.6808085646230502,1
2022,12,113,0.86142999,0.8476122437129961,0.8752477362870038,1
2022,12,115,0.81924999,0.8054126438771544,0.8330873361228456,1
2022,12,117,0.84119999,0.8294598057326051,0.8529401742673949,1
2022,12,119,0.66283,0.6427011698787737,0.6829588301212264,1
2022,12,121,0.56638998,0.5478095224065422,0.5849704375934577,1
2022,12,123,0.53534001,0.5110952555112395,0.5595847644887605,1
2022,12,125,0.64183003,0.6192904441777894,0.6643696158222107,1
2022,12,127,0.72371,0.7125186052562834,0.7349013947437165,1
2022,12,129,0.75171,0.728856819940263,0.774563180059737,1
2022,12,131,0.75123,0.7320027538996512,0.7704572461003487,1
2022,12,133,0.60503,0.5846659742006288,0.6253940257993711,1
2022,13,001,0.50406998,0.48221638157237845,0.5259235784276216,1
2022,13,003,0.44181001,0.4165068749595879,0.46711314504041207,1
2022,13,005,0.46742001,0.44372404542691074,0.49111597457308925,1
NA,13,007,NA,NA,NA,NA
2022,13,009,0.51651001,0.4994583231385051,0.5335616968614948,1
2022,13,011,0.73139,0.7073216422698482,0.7554583577301518,1
2022,13,013,0.77371001,0.7576579041826313,0.7897621158173685,1
2022,13,015,0.73395997,0.7184370556344356,0.7494828843655644,1
2022,13,017,0.42513999,0.40554035054659227,0.4447396294534078,1
2022,13,019,0.57459998,0.5535499668060399,0.5956499931939602,1
2022,13,021,0.48056999,0.4695549924068849,0.4915849875931151,1
2022,13,023,0.56774998,0.5435248251510849,0.5919751348489151,1
2022,13,025,0.55225003,0.5293576506605722,0.5751424093394277,1
2022,13,027,0.46237001,0.43887004182536477,0.48586997817463523,1
2022,13,029,0.84745002,0.8303787342826453,0.8645213057173547,1
2022,13,031,0.67528999,0.6598454730178388,0.6907345069821612,1
2022,13,033,0.49522001,0.4759927638996513,0.5144472561003487,1
2022,13,035,0.68724,0.6691299335668355,0.7053500664331644,1
NA,13,037,NA,NA,NA,NA
2022,13,039,0.81356001,0.7974883053267715,0.8296317146732285,1
2022,13,043,0.54737997,0.5225864255955683,0.5721735144044318,1
2022,13,045,0.70406002,0.6902030750212946,0.7179169649787054,1
2022,13,047,0.77608001,0.7579111432753245,0.7942488767246756,1
2022,13,049,0.59315997,0.5668964526071633,0.6194234873928367,1
2022,13,051,0.66373003,0.6526170344036543,0.6748430255963457,1
2022,13,053,0.95985001,0.941308750118262,0.9783912698817381,1
2022,13,055,0.51730001,0.49550521049191465,0.5390948095080854,1
2022,13,057,0.96524,0.9494426904806036,0.9810373095193964,1
2022,13,059,0.74735999,0.73383623870267,0.7608837412973299,1
NA,13,061,NA,NA,NA,NA
2022,13,063,0.54623002,0.5358422112739305,0.5566178287260695,1
2022,13,065,0.44760001,0.4209444998102553,0.4742555201897447,1
2022,13,067,0.79141998,0.7792486040479991,0.8035913559520009,1
2022,13,069,0.43913001,0.42303870627491535,0.4552213137250847,1
2022,13,071,0.43972,0.4221195226348447,0.4573204773651553,1
2022,13,073,0.84439999,0.8307586408635976,0.8580413391364023,1
2022,13,075,0.51209003,0.4905500258099048,0.5336300341900951,1
2022,13,077,0.79878002,0.7838646936856575,0.8136953463143426,1
2022,13,079,0.55186999,0.5190013939792634,0.5847385860207367,1
2022,13,081,0.38777,0.3706007162794147,0.4049392837205853,1
2022,13,083,0.70831001,0.6820268929673179,0.7345931270326822,1
2022,13,085,0.93358999,0.909952824346447,0.957227155653553,1
2022,13,087,0.43533999,0.4168771292656327,0.4538028507343673,1
2022,13,089,0.67078,0.6604705894413193,0.6810894105586808,1
2022,13,091,0.50563997,0.48347277733485206,0.527807162665148,1
2022,13,093,0.40094,0.37704803902845674,0.4248319609715433,1
