year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,index_air_hazard,index_air_hazard_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,share_digital_access,share_digital_access_quality,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2014,01,35896,Alabama,Hoover city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,35896,Alabama,Hoover city,TRUE,Not High-Poverty,income,9,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,37000,Alabama,Huntsville city,TRUE,All,all,22,Strong,0.94,0.91,0.96,Strong,NA,NA,0.3416,0.258,0.4252,Weak
2014,01,37000,Alabama,Huntsville city,TRUE,Economically Disadvantaged,income,NA,NA,0.96,0.93,1,Strong,NA,NA,NA,NA,NA,NA
2014,01,37000,Alabama,Huntsville city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.83,0.8,0.86,Strong,NA,NA,NA,NA,NA,NA
2014,01,37000,Alabama,Huntsville city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.2885,0.1705,0.4065,Weak
2014,01,37000,Alabama,Huntsville city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4188,0.2961,0.5415,Weak
2014,01,37000,Alabama,Huntsville city,TRUE,High-Poverty,income,16,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,37000,Alabama,Huntsville city,TRUE,Not High-Poverty,income,22,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,50000,Alabama,Mobile city,TRUE,All,all,11,Strong,0.73,0.72,0.75,Strong,NA,NA,0.4509,0.3539,0.5478,Weak
2014,01,50000,Alabama,Mobile city,TRUE,Economically Disadvantaged,income,NA,NA,0.67,0.65,0.69,Strong,NA,NA,NA,NA,NA,NA
2014,01,50000,Alabama,Mobile city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.53,0.5,0.55,Strong,NA,NA,NA,NA,NA,NA
2014,01,50000,Alabama,Mobile city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4207,0.3037,0.5377,Weak
2014,01,50000,Alabama,Mobile city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.5316,0.3638,0.6993,Weak
2014,01,50000,Alabama,Mobile city,TRUE,High-Poverty,income,9,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,50000,Alabama,Mobile city,TRUE,Not High-Poverty,income,12,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,51000,Alabama,Montgomery city,TRUE,All,all,6,Strong,0.79,0.77,0.81,Strong,NA,NA,0.5188,0.4441,0.5936,Weak
2014,01,51000,Alabama,Montgomery city,TRUE,Economically Disadvantaged,income,NA,NA,0.74,0.72,0.77,Strong,NA,NA,NA,NA,NA,NA
2014,01,51000,Alabama,Montgomery city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.61,0.58,0.65,Strong,NA,NA,NA,NA,NA,NA
2014,01,51000,Alabama,Montgomery city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4751,0.3561,0.5942,Weak
2014,01,51000,Alabama,Montgomery city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.5624,0.4587,0.6661,Weak
2014,01,51000,Alabama,Montgomery city,TRUE,High-Poverty,income,6,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,51000,Alabama,Montgomery city,TRUE,Not High-Poverty,income,6,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,77256,Alabama,Tuscaloosa city,TRUE,All,all,5,Strong,0.98,0.95,1.01,Strong,NA,NA,0.3625,0.2512,0.4737,Marginal
2014,01,77256,Alabama,Tuscaloosa city,TRUE,Economically Disadvantaged,income,NA,NA,1.01,0.97,1.04,Strong,NA,NA,NA,NA,NA,NA
2014,01,77256,Alabama,Tuscaloosa city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.81,0.77,0.85,Strong,NA,NA,NA,NA,NA,NA
2014,01,77256,Alabama,Tuscaloosa city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.2964,0.1689,0.4239,Marginal
2014,01,77256,Alabama,Tuscaloosa city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4498,0.2747,0.6249,Marginal
2014,01,77256,Alabama,Tuscaloosa city,TRUE,High-Poverty,income,4,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,77256,Alabama,Tuscaloosa city,TRUE,Not High-Poverty,income,5,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,02,03000,Alaska,Anchorage municipality,TRUE,All,all,70,Strong,1.2,1.18,1.22,Strong,NA,NA,0.364,0.2764,0.4515,Marginal
2014,02,03000,Alaska,Anchorage municipality,TRUE,Economically Disadvantaged,income,NA,NA,1.21,1.18,1.23,Strong,NA,NA,NA,NA,NA,NA
2014,02,03000,Alaska,Anchorage municipality,TRUE,Not Economically Disadvantaged,income,NA,NA,1.07,1.05,1.09,Strong,NA,NA,NA,NA,NA,NA
2014,02,03000,Alaska,Anchorage municipality,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.3586,0.1809,0.5364,Marginal
2014,02,03000,Alaska,Anchorage municipality,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.3671,0.2735,0.4607,Marginal
2014,02,03000,Alaska,Anchorage municipality,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,02,03000,Alaska,Anchorage municipality,TRUE,Not High-Poverty,income,70,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,04720,Arizona,Avondale city,TRUE,All,all,8,Strong,1.24,1.2,1.27,Strong,NA,NA,0.1863,0.1052,0.2674,Marginal
2014,04,04720,Arizona,Avondale city,TRUE,Economically Disadvantaged,income,NA,NA,1.26,1.22,1.3,Strong,NA,NA,NA,NA,NA,NA
2014,04,04720,Arizona,Avondale city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.21,1.14,1.27,Strong,NA,NA,NA,NA,NA,NA
2014,04,04720,Arizona,Avondale city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,04720,Arizona,Avondale city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.2144,0.1108,0.318,Marginal
2014,04,04720,Arizona,Avondale city,TRUE,High-Poverty,income,9,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,04720,Arizona,Avondale city,TRUE,Not High-Poverty,income,8,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,07940,Arizona,Buckeye town,TRUE,All,all,31,Strong,1.16,1.12,1.21,Strong,NA,NA,0.3469,0.2317,0.462,Marginal
2014,04,07940,Arizona,Buckeye town,TRUE,Economically Disadvantaged,income,NA,NA,1.19,1.13,1.24,Strong,NA,NA,NA,NA,NA,NA
2014,04,07940,Arizona,Buckeye town,TRUE,Not Economically Disadvantaged,income,NA,NA,1.14,1.08,1.19,Strong,NA,NA,NA,NA,NA,NA
2014,04,07940,Arizona,Buckeye town,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,07940,Arizona,Buckeye town,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,07940,Arizona,Buckeye town,TRUE,High-Poverty,income,41,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,07940,Arizona,Buckeye town,TRUE,Not High-Poverty,income,30,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,12000,Arizona,Chandler city,TRUE,All,all,16,Strong,1.16,1.14,1.18,Strong,NA,NA,0.4455,0.3792,0.5118,Weak
2014,04,12000,Arizona,Chandler city,TRUE,Economically Disadvantaged,income,NA,NA,1.23,1.2,1.26,Strong,NA,NA,NA,NA,NA,NA
2014,04,12000,Arizona,Chandler city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.13,1.12,1.15,Strong,NA,NA,NA,NA,NA,NA
2014,04,12000,Arizona,Chandler city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.3372,0.2187,0.4556,Weak
2014,04,12000,Arizona,Chandler city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.5205,0.4453,0.5957,Weak
2014,04,12000,Arizona,Chandler city,TRUE,High-Poverty,income,16,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,12000,Arizona,Chandler city,TRUE,Not High-Poverty,income,16,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,23620,Arizona,Flagstaff city,TRUE,All,all,93,Strong,1.11,1.08,1.14,Strong,NA,NA,0.4595,0.3619,0.5571,Weak
2014,04,23620,Arizona,Flagstaff city,TRUE,Economically Disadvantaged,income,NA,NA,1.03,0.98,1.07,Strong,NA,NA,NA,NA,NA,NA
2014,04,23620,Arizona,Flagstaff city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.09,1.05,1.13,Strong,NA,NA,NA,NA,NA,NA
2014,04,23620,Arizona,Flagstaff city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4494,0.3043,0.5944,Weak
2014,04,23620,Arizona,Flagstaff city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4708,0.3345,0.607,Weak
2014,04,23620,Arizona,Flagstaff city,TRUE,High-Poverty,income,92,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,23620,Arizona,Flagstaff city,TRUE,Not High-Poverty,income,94,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,27400,Arizona,Gilbert town,TRUE,All,all,18,Strong,1.08,1.06,1.1,Strong,NA,NA,0.4278,0.3518,0.5038,Strong
2014,04,27400,Arizona,Gilbert town,TRUE,Economically Disadvantaged,income,NA,NA,1.17,1.12,1.23,Strong,NA,NA,NA,NA,NA,NA
2014,04,27400,Arizona,Gilbert town,TRUE,Not Economically Disadvantaged,income,NA,NA,1,0.98,1.02,Strong,NA,NA,NA,NA,NA,NA
2014,04,27400,Arizona,Gilbert town,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.3144,0.1559,0.4729,Strong
2014,04,27400,Arizona,Gilbert town,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4558,0.3788,0.5327,Strong
2014,04,27400,Arizona,Gilbert town,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,27400,Arizona,Gilbert town,TRUE,Not High-Poverty,income,18,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,27820,Arizona,Glendale city,TRUE,All,all,17,Strong,1.21,1.19,1.23,Strong,NA,NA,0.2269,0.1555,0.2982,Strong
2014,04,27820,Arizona,Glendale city,TRUE,Economically Disadvantaged,income,NA,NA,1.24,1.22,1.26,Strong,NA,NA,NA,NA,NA,NA
2014,04,27820,Arizona,Glendale city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.18,1.15,1.2,Strong,NA,NA,NA,NA,NA,NA
2014,04,27820,Arizona,Glendale city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.1859,0.0947,0.2771,Strong
2014,04,27820,Arizona,Glendale city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.2921,0.1928,0.3914,Strong
2014,04,27820,Arizona,Glendale city,TRUE,High-Poverty,income,14,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,27820,Arizona,Glendale city,TRUE,Not High-Poverty,income,17,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,28380,Arizona,Goodyear city,TRUE,All,all,16,Strong,NA,NA,NA,NA,NA,NA,0.3041,0.1878,0.4204,Marginal
2014,04,28380,Arizona,Goodyear city,TRUE,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,28380,Arizona,Goodyear city,TRUE,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,28380,Arizona,Goodyear city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,28380,Arizona,Goodyear city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.379,0.2358,0.5222,Marginal
2014,04,28380,Arizona,Goodyear city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,28380,Arizona,Goodyear city,TRUE,Not High-Poverty,income,16,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,46000,Arizona,Mesa city,TRUE,All,all,19,Strong,1.04,1.03,1.06,Strong,NA,NA,0.3451,0.305,0.3853,Marginal
2014,04,46000,Arizona,Mesa city,TRUE,Economically Disadvantaged,income,NA,NA,1.06,1.04,1.08,Strong,NA,NA,NA,NA,NA,NA
2014,04,46000,Arizona,Mesa city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.03,1.01,1.05,Strong,NA,NA,NA,NA,NA,NA
2014,04,46000,Arizona,Mesa city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.2371,0.181,0.2933,Marginal
2014,04,46000,Arizona,Mesa city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4297,0.3677,0.4916,Marginal
2014,04,46000,Arizona,Mesa city,TRUE,High-Poverty,income,13,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,46000,Arizona,Mesa city,TRUE,Not High-Poverty,income,19,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,54050,Arizona,Peoria city,TRUE,All,all,23,Strong,NA,NA,NA,NA,NA,NA,0.4119,0.3125,0.5113,Marginal
2014,04,54050,Arizona,Peoria city,TRUE,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,54050,Arizona,Peoria city,TRUE,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,54050,Arizona,Peoria city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.3932,0.2169,0.5694,Marginal
2014,04,54050,Arizona,Peoria city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4243,0.3177,0.531,Marginal
2014,04,54050,Arizona,Peoria city,TRUE,High-Poverty,income,16,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,54050,Arizona,Peoria city,TRUE,Not High-Poverty,income,23,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,55000,Arizona,Phoenix city,TRUE,All,all,18,Strong,1.14,1.11,1.16,Strong,NA,NA,0.3086,0.2859,0.3314,Marginal
2014,04,55000,Arizona,Phoenix city,TRUE,Economically Disadvantaged,income,NA,NA,1.18,1.14,1.21,Strong,NA,NA,NA,NA,NA,NA
2014,04,55000,Arizona,Phoenix city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.1,1.08,1.13,Strong,NA,NA,NA,NA,NA,NA
2014,04,55000,Arizona,Phoenix city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.2096,0.1818,0.2373,Marginal
2014,04,55000,Arizona,Phoenix city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.43120000000000003,0.3885,0.4739,Marginal
2014,04,55000,Arizona,Phoenix city,TRUE,High-Poverty,income,10,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,55000,Arizona,Phoenix city,TRUE,Not High-Poverty,income,20,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,65000,Arizona,Scottsdale city,TRUE,All,all,33,Strong,1.04,0.99,1.09,Strong,NA,NA,0.2825,0.2345,0.3306,Weak
2014,04,65000,Arizona,Scottsdale city,TRUE,Economically Disadvantaged,income,NA,NA,1.03,0.9,1.16,Strong,NA,NA,NA,NA,NA,NA
2014,04,65000,Arizona,Scottsdale city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.02,0.98,1.06,Strong,NA,NA,NA,NA,NA,NA
2014,04,65000,Arizona,Scottsdale city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.2275,0.157,0.298,Weak
2014,04,65000,Arizona,Scottsdale city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.3342,0.2689,0.3995,Weak
2014,04,65000,Arizona,Scottsdale city,TRUE,High-Poverty,income,21,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,65000,Arizona,Scottsdale city,TRUE,Not High-Poverty,income,33,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,71510,Arizona,Surprise city,TRUE,All,all,32,Strong,1.1,1.07,1.12,Strong,NA,NA,0.3254,0.2059,0.4449,Strong
2014,04,71510,Arizona,Surprise city,TRUE,Economically Disadvantaged,income,NA,NA,1.18,1.15,1.21,Strong,NA,NA,NA,NA,NA,NA
2014,04,71510,Arizona,Surprise city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.11,1.09,1.14,Strong,NA,NA,NA,NA,NA,NA
2014,04,71510,Arizona,Surprise city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,71510,Arizona,Surprise city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.3757,0.2363,0.5151,Strong
2014,04,71510,Arizona,Surprise city,TRUE,High-Poverty,income,24,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,71510,Arizona,Surprise city,TRUE,Not High-Poverty,income,32,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,73000,Arizona,Tempe city,TRUE,All,all,14,Strong,1.08,1.05,1.1,Strong,NA,NA,0.264,0.194,0.334,Weak
2014,04,73000,Arizona,Tempe city,TRUE,Economically Disadvantaged,income,NA,NA,1.11,1.08,1.14,Strong,NA,NA,NA,NA,NA,NA
2014,04,73000,Arizona,Tempe city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.05,1.02,1.07,Strong,NA,NA,NA,NA,NA,NA
2014,04,73000,Arizona,Tempe city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.1748,0.0909,0.2588,Weak
2014,04,73000,Arizona,Tempe city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.3741,0.2697,0.4784,Weak
2014,04,73000,Arizona,Tempe city,TRUE,High-Poverty,income,13,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,73000,Arizona,Tempe city,TRUE,Not High-Poverty,income,14,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,77000,Arizona,Tucson city,TRUE,All,all,29,Strong,1.11,1.09,1.14,Strong,NA,NA,0.3545,0.3125,0.3964,Marginal
2014,04,77000,Arizona,Tucson city,TRUE,Economically Disadvantaged,income,NA,NA,1.15,1.12,1.17,Strong,NA,NA,NA,NA,NA,NA
2014,04,77000,Arizona,Tucson city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.03,0.99,1.07,Strong,NA,NA,NA,NA,NA,NA
2014,04,77000,Arizona,Tucson city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.2899,0.2397,0.3401,Marginal
2014,04,77000,Arizona,Tucson city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4248,0.3581,0.4915,Marginal
2014,04,77000,Arizona,Tucson city,TRUE,High-Poverty,income,19,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,77000,Arizona,Tucson city,TRUE,Not High-Poverty,income,30,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,85540,Arizona,Yuma city,TRUE,All,all,25,Strong,1.17,1.13,1.2,Strong,NA,NA,0.4136,0.3287,0.4985,Marginal
2014,04,85540,Arizona,Yuma city,TRUE,Economically Disadvantaged,income,NA,NA,1.23,1.2,1.26,Strong,NA,NA,NA,NA,NA,NA
2014,04,85540,Arizona,Yuma city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.11,1.04,1.18,Marginal,NA,NA,NA,NA,NA,NA
2014,04,85540,Arizona,Yuma city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4081,0.2899,0.5263,Marginal
2014,04,85540,Arizona,Yuma city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4195,0.3096,0.5294,Marginal
2014,04,85540,Arizona,Yuma city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,85540,Arizona,Yuma city,TRUE,Not High-Poverty,income,25,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,05,23290,Arkansas,Fayetteville city,TRUE,All,all,52,Strong,1.1,1.06,1.14,Strong,NA,NA,0.3883,0.3053,0.4714,Marginal
2014,05,23290,Arkansas,Fayetteville city,TRUE,Economically Disadvantaged,income,NA,NA,1.11,1.06,1.16,Strong,NA,NA,NA,NA,NA,NA
2014,05,23290,Arkansas,Fayetteville city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.07,1.03,1.11,Strong,NA,NA,NA,NA,NA,NA
2014,05,23290,Arkansas,Fayetteville city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.3391,0.2401,0.4381,Marginal
2014,05,23290,Arkansas,Fayetteville city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4672,0.3302,0.6042,Marginal
2014,05,23290,Arkansas,Fayetteville city,TRUE,High-Poverty,income,52,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,05,23290,Arkansas,Fayetteville city,TRUE,Not High-Poverty,income,52,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,05,24550,Arkansas,Fort Smith city,TRUE,All,all,20,Strong,1.14,1.11,1.17,Strong,NA,NA,0.4939,0.3925,0.5952,Marginal
2014,05,24550,Arkansas,Fort Smith city,TRUE,Economically Disadvantaged,income,NA,NA,1.09,1.05,1.12,Strong,NA,NA,NA,NA,NA,NA
2014,05,24550,Arkansas,Fort Smith city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.22,1.17,1.27,Strong,NA,NA,NA,NA,NA,NA
2014,05,24550,Arkansas,Fort Smith city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4141,0.2862,0.5421,Marginal
2014,05,24550,Arkansas,Fort Smith city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.5856,0.4366,0.7346,Marginal
2014,05,24550,Arkansas,Fort Smith city,TRUE,High-Poverty,income,23,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,05,24550,Arkansas,Fort Smith city,TRUE,Not High-Poverty,income,20,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,05,35710,Arkansas,Jonesboro city,TRUE,All,all,51,Strong,0.84,0.78,0.9,Strong,NA,NA,0.4905,0.4178,0.5631,Marginal
2014,05,35710,Arkansas,Jonesboro city,TRUE,Economically Disadvantaged,income,NA,NA,0.84,0.77,0.91,Strong,NA,NA,NA,NA,NA,NA
2014,05,35710,Arkansas,Jonesboro city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.77,0.68,0.85,Strong,NA,NA,NA,NA,NA,NA
2014,05,35710,Arkansas,Jonesboro city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,0.4803,0.3841,0.5766,Marginal
2014,05,35710,Arkansas,Jonesboro city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,0.5059,0.3552,0.6565,Marginal
