year,state,county,environmental,subgroup,subgroup_type,environmental_quality
2014,01,047,10.428642281463112,No Predominant Racial Group,race-ethnicity,1
2014,01,047,9.093869110372232,Predominantly People of Color,race-ethnicity,1
2014,01,047,9.768948093706936,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,049,44.06947688324845,All,all,1
2014,01,049,40,No Predominant Racial Group,race-ethnicity,1
2014,01,049,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,049,44.953538241601144,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,051,7.553815316044372,All,all,1
2014,01,051,6,No Predominant Racial Group,race-ethnicity,1
2014,01,051,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,051,7.819613965370423,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,053,15.894117028547395,All,all,1
2014,01,053,25,No Predominant Racial Group,race-ethnicity,1
2014,01,053,15.857454834226722,Predominantly People of Color,race-ethnicity,1
2014,01,053,14.420803295571575,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,055,18.041334537003245,All,all,1
2014,01,055,12.177300759013283,No Predominant Racial Group,race-ethnicity,1
2014,01,055,11.012239902080783,Predominantly People of Color,race-ethnicity,1
2014,01,055,19.999798503553055,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,057,20.951642282155237,All,all,1
2014,01,057,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,057,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,057,21.144858850195757,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,059,36.08195685816253,All,all,1
2014,01,059,40.0088927448216,No Predominant Racial Group,race-ethnicity,1
2014,01,059,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,059,33.85806162129823,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,061,18.847106205250597,All,all,1
2014,01,061,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,061,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,061,18.859268443893367,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,063,13.242782450556945,All,all,1
2014,01,063,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,063,13.29893631717088,Predominantly People of Color,race-ethnicity,1
2014,01,063,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,01,065,14.13389202884428,All,all,1
2014,01,065,15,No Predominant Racial Group,race-ethnicity,1
2014,01,065,14.439629408248654,Predominantly People of Color,race-ethnicity,1
2014,01,065,13.285350318471338,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,067,15.24279096699479,All,all,1
2014,01,067,13,No Predominant Racial Group,race-ethnicity,1
2014,01,067,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,067,16.1341788340616,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,069,15.58981945886165,All,all,1
2014,01,069,11.924842395587076,No Predominant Racial Group,race-ethnicity,1
2014,01,069,12.851639532217382,Predominantly People of Color,race-ethnicity,1
2014,01,069,16.831103651139216,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,071,47.86005055459141,All,all,1
2014,01,071,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,071,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,071,47.9806041736789,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,073,8.237214533554734,All,all,1
2014,01,073,8.099948326887244,No Predominant Racial Group,race-ethnicity,1
2014,01,073,6.3399433794526106,Predominantly People of Color,race-ethnicity,1
2014,01,073,9.816778398722194,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,075,24.842444631342865,All,all,1
2014,01,075,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,075,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,075,24.711491442542787,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,077,34.90050657469282,All,all,1
2014,01,077,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,077,23,Predominantly People of Color,race-ethnicity,1
2014,01,077,36.17539923954373,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,079,35.267385843061916,All,all,1
2014,01,079,36.90707070707071,No Predominant Racial Group,race-ethnicity,1
2014,01,079,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,079,34.92328169321405,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,081,6.879423506326544,All,all,1
2014,01,081,6.445386659916466,No Predominant Racial Group,race-ethnicity,1
2014,01,081,5.411197564276049,Predominantly People of Color,race-ethnicity,1
2014,01,081,7.1356819967434495,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,083,33.693266947353926,All,all,1
2014,01,083,25,No Predominant Racial Group,race-ethnicity,1
2014,01,083,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,083,34.60962872665433,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,085,14.59598827624107,All,all,1
2014,01,085,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,085,14.655683488486035,Predominantly People of Color,race-ethnicity,1
2014,01,085,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,01,087,4.701584979273348,All,all,1
2014,01,087,6,No Predominant Racial Group,race-ethnicity,1
2014,01,087,4.4292312559316676,Predominantly People of Color,race-ethnicity,1
2014,01,087,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,01,089,26.93053325913603,All,all,1
2014,01,089,20.984958470815794,No Predominant Racial Group,race-ethnicity,1
2014,01,089,20.308636840750204,Predominantly People of Color,race-ethnicity,1
2014,01,089,29.960596815403356,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,091,13.701254331592562,All,all,1
2014,01,091,15.64017094017094,No Predominant Racial Group,race-ethnicity,1
2014,01,091,12.914098360655737,Predominantly People of Color,race-ethnicity,1
2014,01,091,12,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,093,31.56546663609264,All,all,1
2014,01,093,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,093,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,093,31.643301903575875,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,095,34.24044580911805,All,all,1
2014,01,095,26,No Predominant Racial Group,race-ethnicity,1
2014,01,095,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,095,35.53148847187899,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,097,16.044541052301078,All,all,1
2014,01,097,13.405060780368933,No Predominant Racial Group,race-ethnicity,1
2014,01,097,10.55387554269175,Predominantly People of Color,race-ethnicity,1
2014,01,097,19.316699318235248,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,099,21.45097516548936,All,all,1
2014,01,099,21.642561127227516,No Predominant Racial Group,race-ethnicity,1
2014,01,099,17.89804469273743,Predominantly People of Color,race-ethnicity,1
2014,01,099,23,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,101,5.568503386497706,All,all,1
2014,01,101,7.846722952389242,No Predominant Racial Group,race-ethnicity,1
2014,01,101,5.295095669054274,Predominantly People of Color,race-ethnicity,1
2014,01,101,5.358686540309554,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,103,23.415227485301976,All,all,1
2014,01,103,15.642318677716908,No Predominant Racial Group,race-ethnicity,1
2014,01,103,8.310975609756097,Predominantly People of Color,race-ethnicity,1
2014,01,103,26.890178882854155,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,105,13.373321572086642,All,all,1
2014,01,105,13,No Predominant Racial Group,race-ethnicity,1
2014,01,105,13.474264150943396,Predominantly People of Color,race-ethnicity,1
2014,01,105,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,01,107,18.615466911202812,All,all,1
2014,01,107,18,No Predominant Racial Group,race-ethnicity,1
2014,01,107,16,Predominantly People of Color,race-ethnicity,1
2014,01,107,20.200203769740195,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,109,9.112084537572255,All,all,1
2014,01,109,8.088085539714868,No Predominant Racial Group,race-ethnicity,1
2014,01,109,10,Predominantly People of Color,race-ethnicity,1
2014,01,109,9.326854882705947,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,111,20.04862700228833,All,all,1
2014,01,111,16,No Predominant Racial Group,race-ethnicity,1
2014,01,111,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,111,21.664134062344672,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,113,4.526237276237277,All,all,1
2014,01,113,5.455972906403941,No Predominant Racial Group,race-ethnicity,1
2014,01,113,3.533400335008375,Predominantly People of Color,race-ethnicity,1
2014,01,113,4.896923582220276,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,115,16.03223762933765,All,all,1
2014,01,115,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,115,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,115,16.096437962536257,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,117,10.67252743975185,All,all,1
2014,01,117,9.314449269640741,No Predominant Racial Group,race-ethnicity,1
2014,01,117,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,117,10.802130986911692,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,119,18.131318394997393,All,all,1
2014,01,119,20,No Predominant Racial Group,race-ethnicity,1
2014,01,119,17.99204557669569,Predominantly People of Color,race-ethnicity,1
2014,01,119,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,01,121,12.929303441773904,All,all,1
2014,01,121,13.384881105398458,No Predominant Racial Group,race-ethnicity,1
2014,01,121,13.416789577187807,Predominantly People of Color,race-ethnicity,1
2014,01,121,12.794029712378613,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,123,11.204358881220486,All,all,1
2014,01,123,12.05844465648855,No Predominant Racial Group,race-ethnicity,1
2014,01,123,12,Predominantly People of Color,race-ethnicity,1
2014,01,123,10.985310687309603,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,125,7.1279458398349025,All,all,1
2014,01,125,4.540072129833701,No Predominant Racial Group,race-ethnicity,1
2014,01,125,3.162721893491124,Predominantly People of Color,race-ethnicity,1
2014,01,125,9.211422942460356,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,127,15.696289136246243,All,all,1
2014,01,127,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,127,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,127,15.904517798917611,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,129,16.141506681449496,All,all,1
2014,01,129,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,129,9,Predominantly People of Color,race-ethnicity,1
2014,01,129,19.06276686592656,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,01,131,13.453241840415236,All,all,1
2014,01,131,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,131,13.571273385636692,Predominantly People of Color,race-ethnicity,1
2014,01,131,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,01,133,29.624628957783642,All,all,1
2014,01,133,NA,No Predominant Racial Group,race-ethnicity,NA
2014,01,133,NA,Predominantly People of Color,race-ethnicity,NA
2014,01,133,29.509469366381566,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,013,99,All,all,1
2014,02,013,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,013,99,Predominantly People of Color,race-ethnicity,1
2014,02,013,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,016,99,All,all,1
2014,02,016,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,016,99,Predominantly People of Color,race-ethnicity,1
2014,02,016,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,020,69.43892909604331,All,all,1
2014,02,020,63.590065263415745,No Predominant Racial Group,race-ethnicity,1
2014,02,020,61.25446654306422,Predominantly People of Color,race-ethnicity,1
2014,02,020,76.7026571181182,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,050,99,All,all,1
2014,02,050,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,050,99,Predominantly People of Color,race-ethnicity,1
2014,02,050,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,060,99,All,all,1
2014,02,060,99,No Predominant Racial Group,race-ethnicity,1
2014,02,060,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,060,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,068,99,All,all,1
2014,02,068,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,068,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,068,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,070,99,All,all,1
2014,02,070,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,070,99,Predominantly People of Color,race-ethnicity,1
2014,02,070,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,090,95.12897834251251,All,all,1
2014,02,090,89.33852996469348,No Predominant Racial Group,race-ethnicity,1
2014,02,090,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,090,97.02426594274104,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,100,99,All,all,1
2014,02,100,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,100,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,100,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,105,99,All,all,1
2014,02,105,99,No Predominant Racial Group,race-ethnicity,1
2014,02,105,99,Predominantly People of Color,race-ethnicity,1
2014,02,105,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,110,99,All,all,1
2014,02,110,99,No Predominant Racial Group,race-ethnicity,1
2014,02,110,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,110,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,122,99,All,all,1
2014,02,122,99,No Predominant Racial Group,race-ethnicity,1
2014,02,122,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,122,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,130,97.27434922491956,All,all,1
2014,02,130,96.00735480598529,No Predominant Racial Group,race-ethnicity,1
2014,02,130,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,130,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,150,99,All,all,1
2014,02,150,99,No Predominant Racial Group,race-ethnicity,1
2014,02,150,99,Predominantly People of Color,race-ethnicity,1
2014,02,150,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,164,99,All,all,1
2014,02,164,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,164,99,Predominantly People of Color,race-ethnicity,1
2014,02,164,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,170,98.92351054420682,All,all,1
2014,02,170,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,170,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,170,98.92700538956622,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,180,99,All,all,1
2014,02,180,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,180,99,Predominantly People of Color,race-ethnicity,1
2014,02,180,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,185,98.10012476606363,All,all,1
2014,02,185,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,185,99,Predominantly People of Color,race-ethnicity,1
2014,02,185,96,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,188,90.97262773722628,All,all,1
2014,02,188,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,188,90.35585718501032,Predominantly People of Color,race-ethnicity,1
2014,02,188,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,195,99,All,all,1
2014,02,195,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,195,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,195,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,198,99,All,all,1
2014,02,198,99,No Predominant Racial Group,race-ethnicity,1
2014,02,198,99,Predominantly People of Color,race-ethnicity,1
2014,02,198,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,220,99,All,all,1
2014,02,220,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,220,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,220,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,230,99,All,all,1
2014,02,230,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,230,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,230,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,240,99,All,all,1
2014,02,240,99,No Predominant Racial Group,race-ethnicity,1
2014,02,240,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,240,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,261,99,All,all,1
2014,02,261,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,261,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,261,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,270,99,All,all,1
2014,02,270,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,270,99,Predominantly People of Color,race-ethnicity,1
2014,02,270,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,275,99,All,all,1
2014,02,275,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,275,NA,Predominantly People of Color,race-ethnicity,NA
2014,02,275,99,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,02,282,99,All,all,1
2014,02,282,NA,No Predominant Racial Group,race-ethnicity,NA
2014,02,282,99,Predominantly People of Color,race-ethnicity,1
2014,02,282,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,02,290,99,All,all,1
2014,02,290,99,No Predominant Racial Group,race-ethnicity,1
2014,02,290,99,Predominantly People of Color,race-ethnicity,1
2014,02,290,NA,"Predominantly White, Non-Hispanic",race-ethnicity,NA
2014,04,001,97.84800809514569,All,all,1
2014,04,001,97,No Predominant Racial Group,race-ethnicity,1
2014,04,001,97.80649131776781,Predominantly People of Color,race-ethnicity,1
2014,04,001,98.25622879301987,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,003,88.98074262080776,All,all,1
2014,04,003,90.1055542081009,No Predominant Racial Group,race-ethnicity,1
2014,04,003,82.13272054702388,Predominantly People of Color,race-ethnicity,1
2014,04,003,90.40889543680815,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,005,92.55520295691997,All,all,1
2014,04,005,90.53380153326543,No Predominant Racial Group,race-ethnicity,1
2014,04,005,93.33242608784404,Predominantly People of Color,race-ethnicity,1
2014,04,005,92.71891777222956,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,007,81.02355283422861,All,all,1
2014,04,007,75.93555946104277,No Predominant Racial Group,race-ethnicity,1
2014,04,007,77.81964669372165,Predominantly People of Color,race-ethnicity,1
2014,04,007,84.72979706795695,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,009,78.22092680442765,All,all,1
2014,04,009,77.30203693806045,No Predominant Racial Group,race-ethnicity,1
2014,04,009,74,Predominantly People of Color,race-ethnicity,1
2014,04,009,80.4723081248243,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,011,85.03045454545455,All,all,1
2014,04,011,78,No Predominant Racial Group,race-ethnicity,1
2014,04,011,90,Predominantly People of Color,race-ethnicity,1
2014,04,011,88,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,012,45.0464419107529,All,all,1
2014,04,012,NA,No Predominant Racial Group,race-ethnicity,NA
2014,04,012,33.65141796083727,Predominantly People of Color,race-ethnicity,1
2014,04,012,50.84745601521636,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,013,19.89020480514213,All,all,1
2014,04,013,15.83954080617564,No Predominant Racial Group,race-ethnicity,1
2014,04,013,11.999260943221215,Predominantly People of Color,race-ethnicity,1
2014,04,013,25.201168175273953,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,015,63.58961784257366,All,all,1
2014,04,015,49,No Predominant Racial Group,race-ethnicity,1
2014,04,015,93,Predominantly People of Color,race-ethnicity,1
2014,04,015,63.74902774341308,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,017,92.8347086678637,All,all,1
2014,04,017,77.87658193618172,No Predominant Racial Group,race-ethnicity,1
2014,04,017,94.22523210233133,Predominantly People of Color,race-ethnicity,1
2014,04,017,95.32299005250798,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,019,43.2890114625875,All,all,1
2014,04,019,33.48322625711161,No Predominant Racial Group,race-ethnicity,1
2014,04,019,29.8724434450233,Predominantly People of Color,race-ethnicity,1
2014,04,019,55.56415393781536,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,021,38.966544494566335,All,all,1
2014,04,021,34.855988331779166,No Predominant Racial Group,race-ethnicity,1
2014,04,021,40.22877285999693,Predominantly People of Color,race-ethnicity,1
2014,04,021,41.92602328718104,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,023,81.45801058201059,All,all,1
2014,04,023,89,No Predominant Racial Group,race-ethnicity,1
2014,04,023,79.90825954037528,Predominantly People of Color,race-ethnicity,1
2014,04,023,95,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,025,85.50598767367529,All,all,1
2014,04,025,78,No Predominant Racial Group,race-ethnicity,1
2014,04,025,NA,Predominantly People of Color,race-ethnicity,NA
2014,04,025,85.91456532776219,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,04,027,32.740793137853494,All,all,1
2014,04,027,23.275042259665195,No Predominant Racial Group,race-ethnicity,1
2014,04,027,34.44287985918733,Predominantly People of Color,race-ethnicity,1
2014,04,027,38.56526866438874,"Predominantly White, Non-Hispanic",race-ethnicity,1
2014,05,001,50.59636286517152,All,all,1
2014,05,001,47,No Predominant Racial Group,race-ethnicity,1
2014,05,001,46,Predominantly People of Color,race-ethnicity,1
