year,state,county,state_name,county_name,subgroup_type,subgroup,poverty_exposure,poverty_exposure_quality
2018,01,017,Alabama,Chambers County,all,All,0,1
2018,01,017,Alabama,Chambers County,race-ethnicity,Black,0,1
2018,01,017,Alabama,Chambers County,race-ethnicity,Hispanic,0,3
2018,01,017,Alabama,Chambers County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,017,Alabama,Chambers County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,019,Alabama,Cherokee County,all,All,0,1
2018,01,019,Alabama,Cherokee County,race-ethnicity,Black,0,3
2018,01,019,Alabama,Cherokee County,race-ethnicity,Hispanic,0,3
2018,01,019,Alabama,Cherokee County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,019,Alabama,Cherokee County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,021,Alabama,Chilton County,all,All,0,1
2018,01,021,Alabama,Chilton County,race-ethnicity,Black,0,2
2018,01,021,Alabama,Chilton County,race-ethnicity,Hispanic,0,2
2018,01,021,Alabama,Chilton County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,021,Alabama,Chilton County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,023,Alabama,Choctaw County,all,All,0,1
2018,01,023,Alabama,Choctaw County,race-ethnicity,Black,0,1
2018,01,023,Alabama,Choctaw County,race-ethnicity,Hispanic,0,3
2018,01,023,Alabama,Choctaw County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,023,Alabama,Choctaw County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,025,Alabama,Clarke County,all,All,0.12040078843626809,1
2018,01,025,Alabama,Clarke County,race-ethnicity,Black,0.16538192011212333,1
2018,01,025,Alabama,Clarke County,race-ethnicity,Hispanic,NA,NA
2018,01,025,Alabama,Clarke County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,025,Alabama,Clarke County,race-ethnicity,"White, Non-Hispanic",0.01428571428571428,1
2018,01,027,Alabama,Clay County,all,All,0,1
2018,01,027,Alabama,Clay County,race-ethnicity,Black,0,2
2018,01,027,Alabama,Clay County,race-ethnicity,Hispanic,0,3
2018,01,027,Alabama,Clay County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,027,Alabama,Clay County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,029,Alabama,Cleburne County,all,All,0,1
2018,01,029,Alabama,Cleburne County,race-ethnicity,Black,0,2
2018,01,029,Alabama,Cleburne County,race-ethnicity,Hispanic,0,1
2018,01,029,Alabama,Cleburne County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,029,Alabama,Cleburne County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,031,Alabama,Coffee County,all,All,0,1
2018,01,031,Alabama,Coffee County,race-ethnicity,Black,0,1
2018,01,031,Alabama,Coffee County,race-ethnicity,Hispanic,0,2
2018,01,031,Alabama,Coffee County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,031,Alabama,Coffee County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,033,Alabama,Colbert County,all,All,0.08924302788844622,1
2018,01,033,Alabama,Colbert County,race-ethnicity,Black,0.14697926059513075,1
2018,01,033,Alabama,Colbert County,race-ethnicity,Hispanic,0,3
2018,01,033,Alabama,Colbert County,race-ethnicity,Other Races and Ethnicities,0.17769607843137256,2
2018,01,033,Alabama,Colbert County,race-ethnicity,"White, Non-Hispanic",0.0551639055340148,1
2018,01,035,Alabama,Conecuh County,all,All,0,1
2018,01,035,Alabama,Conecuh County,race-ethnicity,Black,0,1
2018,01,035,Alabama,Conecuh County,race-ethnicity,Hispanic,NA,NA
2018,01,035,Alabama,Conecuh County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,035,Alabama,Conecuh County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,037,Alabama,Coosa County,all,All,0,1
2018,01,037,Alabama,Coosa County,race-ethnicity,Black,0,2
2018,01,037,Alabama,Coosa County,race-ethnicity,Hispanic,NA,NA
2018,01,037,Alabama,Coosa County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,037,Alabama,Coosa County,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,039,Alabama,Covington County,all,All,0.0941509997015816,1
2018,01,039,Alabama,Covington County,race-ethnicity,Black,0.1800834824090638,1
2018,01,039,Alabama,Covington County,race-ethnicity,Hispanic,0,2
2018,01,039,Alabama,Covington County,race-ethnicity,Other Races and Ethnicities,0.41830065359477125,3
2018,01,039,Alabama,Covington County,race-ethnicity,"White, Non-Hispanic",0.05633503401360544,1
2018,01,041,Alabama,Crenshaw County,all,All,0,1
2018,01,041,Alabama,Crenshaw County,race-ethnicity,Black,0,1
2018,01,041,Alabama,Crenshaw County,race-ethnicity,Hispanic,NA,NA
2018,01,041,Alabama,Crenshaw County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,041,Alabama,Crenshaw County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,043,Alabama,Cullman County,all,All,0,1
2018,01,043,Alabama,Cullman County,race-ethnicity,Black,0,2
2018,01,043,Alabama,Cullman County,race-ethnicity,Hispanic,0,2
2018,01,043,Alabama,Cullman County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,043,Alabama,Cullman County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,045,Alabama,Dale County,all,All,0,1
2018,01,045,Alabama,Dale County,race-ethnicity,Black,0,1
2018,01,045,Alabama,Dale County,race-ethnicity,Hispanic,0,2
2018,01,045,Alabama,Dale County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,045,Alabama,Dale County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,047,Alabama,Dallas County,all,All,0.4552135216787785,1
2018,01,047,Alabama,Dallas County,race-ethnicity,Black,0.5053793884484711,1
2018,01,047,Alabama,Dallas County,race-ethnicity,Hispanic,0,3
2018,01,047,Alabama,Dallas County,race-ethnicity,Other Races and Ethnicities,0.03409090909090909,2
2018,01,047,Alabama,Dallas County,race-ethnicity,"White, Non-Hispanic",0.15007012622720897,1
2018,01,049,Alabama,DeKalb County,all,All,0,1
2018,01,049,Alabama,DeKalb County,race-ethnicity,Black,0,3
2018,01,049,Alabama,DeKalb County,race-ethnicity,Hispanic,0,1
2018,01,049,Alabama,DeKalb County,race-ethnicity,Other Races and Ethnicities,0,1
2018,01,049,Alabama,DeKalb County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,051,Alabama,Elmore County,all,All,0,1
2018,01,051,Alabama,Elmore County,race-ethnicity,Black,0,1
2018,01,051,Alabama,Elmore County,race-ethnicity,Hispanic,0,2
2018,01,051,Alabama,Elmore County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,051,Alabama,Elmore County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,053,Alabama,Escambia County,all,All,0.09107402031930334,1
2018,01,053,Alabama,Escambia County,race-ethnicity,Black,0.18463073852295409,1
2018,01,053,Alabama,Escambia County,race-ethnicity,Hispanic,0,3
2018,01,053,Alabama,Escambia County,race-ethnicity,Other Races and Ethnicities,0,1
2018,01,053,Alabama,Escambia County,race-ethnicity,"White, Non-Hispanic",0.00363331470095025,1
2018,01,055,Alabama,Etowah County,all,All,0.09706687970782926,1
2018,01,055,Alabama,Etowah County,race-ethnicity,Black,0.16591744993870045,1
2018,01,055,Alabama,Etowah County,race-ethnicity,Hispanic,0.3172690763052209,1
2018,01,055,Alabama,Etowah County,race-ethnicity,Other Races and Ethnicities,0.2854889589905363,1
2018,01,055,Alabama,Etowah County,race-ethnicity,"White, Non-Hispanic",0.03691783415372965,1
2018,01,057,Alabama,Fayette County,all,All,0,1
2018,01,057,Alabama,Fayette County,race-ethnicity,Black,0,2
2018,01,057,Alabama,Fayette County,race-ethnicity,Hispanic,0,3
2018,01,057,Alabama,Fayette County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,057,Alabama,Fayette County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,059,Alabama,Franklin County,all,All,0,1
2018,01,059,Alabama,Franklin County,race-ethnicity,Black,0,3
2018,01,059,Alabama,Franklin County,race-ethnicity,Hispanic,0,2
2018,01,059,Alabama,Franklin County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,059,Alabama,Franklin County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,061,Alabama,Geneva County,all,All,0,1
2018,01,061,Alabama,Geneva County,race-ethnicity,Black,0,1
2018,01,061,Alabama,Geneva County,race-ethnicity,Hispanic,0,2
2018,01,061,Alabama,Geneva County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,061,Alabama,Geneva County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,063,Alabama,Greene County,all,All,0.6610852713178295,1
2018,01,063,Alabama,Greene County,race-ethnicity,Black,0.6456413890857547,1
2018,01,063,Alabama,Greene County,race-ethnicity,Hispanic,1,3
2018,01,063,Alabama,Greene County,race-ethnicity,Other Races and Ethnicities,1,3
2018,01,063,Alabama,Greene County,race-ethnicity,"White, Non-Hispanic",0.6219512195121951,2
2018,01,065,Alabama,Hale County,all,All,0,1
2018,01,065,Alabama,Hale County,race-ethnicity,Black,0,1
2018,01,065,Alabama,Hale County,race-ethnicity,Hispanic,NA,NA
2018,01,065,Alabama,Hale County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,065,Alabama,Hale County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,067,Alabama,Henry County,all,All,0,1
2018,01,067,Alabama,Henry County,race-ethnicity,Black,0,2
2018,01,067,Alabama,Henry County,race-ethnicity,Hispanic,NA,NA
2018,01,067,Alabama,Henry County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,067,Alabama,Henry County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,069,Alabama,Houston County,all,All,0.1177496959763126,1
2018,01,069,Alabama,Houston County,race-ethnicity,Black,0.18595217762596072,1
2018,01,069,Alabama,Houston County,race-ethnicity,Hispanic,0.0981012658227848,1
2018,01,069,Alabama,Houston County,race-ethnicity,Other Races and Ethnicities,0.0509683995922528,1
2018,01,069,Alabama,Houston County,race-ethnicity,"White, Non-Hispanic",0.04809160305343511,1
2018,01,071,Alabama,Jackson County,all,All,0,1
2018,01,071,Alabama,Jackson County,race-ethnicity,Black,0,2
2018,01,071,Alabama,Jackson County,race-ethnicity,Hispanic,0,2
2018,01,071,Alabama,Jackson County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,071,Alabama,Jackson County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,073,Alabama,Jefferson County,all,All,0.17073659839390376,1
2018,01,073,Alabama,Jefferson County,race-ethnicity,Black,0.22618291979226773,1
2018,01,073,Alabama,Jefferson County,race-ethnicity,Hispanic,0.09292983395822174,1
2018,01,073,Alabama,Jefferson County,race-ethnicity,Other Races and Ethnicities,0.09660574412532635,1
2018,01,073,Alabama,Jefferson County,race-ethnicity,"White, Non-Hispanic",0.06201444732179365,1
2018,01,075,Alabama,Lamar County,all,All,0,1
2018,01,075,Alabama,Lamar County,race-ethnicity,Black,0,2
2018,01,075,Alabama,Lamar County,race-ethnicity,Hispanic,0,3
2018,01,075,Alabama,Lamar County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,075,Alabama,Lamar County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,077,Alabama,Lauderdale County,all,All,0.04086696343866306,1
2018,01,077,Alabama,Lauderdale County,race-ethnicity,Black,0.21481178396072012,1
2018,01,077,Alabama,Lauderdale County,race-ethnicity,Hispanic,0,2
2018,01,077,Alabama,Lauderdale County,race-ethnicity,Other Races and Ethnicities,0.0144927536231884,2
2018,01,077,Alabama,Lauderdale County,race-ethnicity,"White, Non-Hispanic",0.00273918998239092,1
2018,01,079,Alabama,Lawrence County,all,All,0,1
2018,01,079,Alabama,Lawrence County,race-ethnicity,Black,0,1
2018,01,079,Alabama,Lawrence County,race-ethnicity,Hispanic,0,3
2018,01,079,Alabama,Lawrence County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,079,Alabama,Lawrence County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,081,Alabama,Lee County,all,All,0.2359896388846564,1
2018,01,081,Alabama,Lee County,race-ethnicity,Black,0.06971244797578509,1
2018,01,081,Alabama,Lee County,race-ethnicity,Hispanic,0.23934723481414324,2
2018,01,081,Alabama,Lee County,race-ethnicity,Other Races and Ethnicities,0.27222731439046743,1
2018,01,081,Alabama,Lee County,race-ethnicity,"White, Non-Hispanic",0.3224265087773969,1
2018,01,083,Alabama,Limestone County,all,All,0,1
2018,01,083,Alabama,Limestone County,race-ethnicity,Black,0,2
2018,01,083,Alabama,Limestone County,race-ethnicity,Hispanic,0,2
2018,01,083,Alabama,Limestone County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,083,Alabama,Limestone County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,085,Alabama,Lowndes County,all,All,0,1
2018,01,085,Alabama,Lowndes County,race-ethnicity,Black,0,1
2018,01,085,Alabama,Lowndes County,race-ethnicity,Hispanic,NA,NA
2018,01,085,Alabama,Lowndes County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,085,Alabama,Lowndes County,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,087,Alabama,Macon County,all,All,0,1
2018,01,087,Alabama,Macon County,race-ethnicity,Black,0,1
2018,01,087,Alabama,Macon County,race-ethnicity,Hispanic,0,3
2018,01,087,Alabama,Macon County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,087,Alabama,Macon County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,089,Alabama,Madison County,all,All,0.21122715404699735,1
2018,01,089,Alabama,Madison County,race-ethnicity,Black,0.31539418055210144,1
2018,01,089,Alabama,Madison County,race-ethnicity,Hispanic,0.28820729772607084,1
2018,01,089,Alabama,Madison County,race-ethnicity,Other Races and Ethnicities,0.1835648148148148,1
2018,01,089,Alabama,Madison County,race-ethnicity,"White, Non-Hispanic",0.09448118712832768,1
2018,01,091,Alabama,Marengo County,all,All,0,1
2018,01,091,Alabama,Marengo County,race-ethnicity,Black,0,1
2018,01,091,Alabama,Marengo County,race-ethnicity,Hispanic,0,3
2018,01,091,Alabama,Marengo County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,091,Alabama,Marengo County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,093,Alabama,Marion County,all,All,0,1
2018,01,093,Alabama,Marion County,race-ethnicity,Black,0,2
2018,01,093,Alabama,Marion County,race-ethnicity,Hispanic,0,3
2018,01,093,Alabama,Marion County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,093,Alabama,Marion County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,095,Alabama,Marshall County,all,All,0,1
2018,01,095,Alabama,Marshall County,race-ethnicity,Black,0,1
2018,01,095,Alabama,Marshall County,race-ethnicity,Hispanic,0,1
2018,01,095,Alabama,Marshall County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,095,Alabama,Marshall County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,097,Alabama,Mobile County,all,All,0.19234605155482817,1
2018,01,097,Alabama,Mobile County,race-ethnicity,Black,0.31732718249807784,1
2018,01,097,Alabama,Mobile County,race-ethnicity,Hispanic,0.07889769724424311,1
2018,01,097,Alabama,Mobile County,race-ethnicity,Other Races and Ethnicities,0.05094884488448845,1
2018,01,097,Alabama,Mobile County,race-ethnicity,"White, Non-Hispanic",0.03633474942147619,1
2018,01,099,Alabama,Monroe County,all,All,0.2190214906264289,1
2018,01,099,Alabama,Monroe County,race-ethnicity,Black,0.24594136176399323,1
2018,01,099,Alabama,Monroe County,race-ethnicity,Hispanic,0,2
2018,01,099,Alabama,Monroe County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,099,Alabama,Monroe County,race-ethnicity,"White, Non-Hispanic",0.19858823529411765,1
2018,01,101,Alabama,Montgomery County,all,All,0.1624705908221377,1
2018,01,101,Alabama,Montgomery County,race-ethnicity,Black,0.19005546977754903,1
2018,01,101,Alabama,Montgomery County,race-ethnicity,Hispanic,0.05971563981042654,1
2018,01,101,Alabama,Montgomery County,race-ethnicity,Other Races and Ethnicities,0.05591961555264307,1
2018,01,101,Alabama,Montgomery County,race-ethnicity,"White, Non-Hispanic",0.07979407979407979,1
2018,01,103,Alabama,Morgan County,all,All,0.16936383928571427,1
2018,01,103,Alabama,Morgan County,race-ethnicity,Black,0.3501144164759725,1
2018,01,103,Alabama,Morgan County,race-ethnicity,Hispanic,0.33270167839740117,1
2018,01,103,Alabama,Morgan County,race-ethnicity,Other Races and Ethnicities,0.19731285988483685,1
2018,01,103,Alabama,Morgan County,race-ethnicity,"White, Non-Hispanic",0.02948703683097808,1
2018,01,105,Alabama,Perry County,all,All,0.9034845132743364,1
2018,01,105,Alabama,Perry County,race-ethnicity,Black,0.9353169469598964,1
2018,01,105,Alabama,Perry County,race-ethnicity,Hispanic,NA,NA
2018,01,105,Alabama,Perry County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,105,Alabama,Perry County,race-ethnicity,"White, Non-Hispanic",0.7156488549618321,2
2018,01,107,Alabama,Pickens County,all,All,0,1
2018,01,107,Alabama,Pickens County,race-ethnicity,Black,0,1
2018,01,107,Alabama,Pickens County,race-ethnicity,Hispanic,0,3
2018,01,107,Alabama,Pickens County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,107,Alabama,Pickens County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,109,Alabama,Pike County,all,All,0.27979460234057796,1
2018,01,109,Alabama,Pike County,race-ethnicity,Black,0.1457581227436823,1
2018,01,109,Alabama,Pike County,race-ethnicity,Hispanic,0.39759036144578314,3
2018,01,109,Alabama,Pike County,race-ethnicity,Other Races and Ethnicities,0.31871838111298484,3
2018,01,109,Alabama,Pike County,race-ethnicity,"White, Non-Hispanic",0.44873745056282327,1
2018,01,111,Alabama,Randolph County,all,All,0,1
2018,01,111,Alabama,Randolph County,race-ethnicity,Black,0,1
2018,01,111,Alabama,Randolph County,race-ethnicity,Hispanic,0,2
2018,01,111,Alabama,Randolph County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,111,Alabama,Randolph County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,113,Alabama,Russell County,all,All,0.20503002349664956,1
2018,01,113,Alabama,Russell County,race-ethnicity,Black,0.3109945928232017,1
2018,01,113,Alabama,Russell County,race-ethnicity,Hispanic,0.03326180257510729,2
2018,01,113,Alabama,Russell County,race-ethnicity,Other Races and Ethnicities,0.10173697270471464,2
2018,01,113,Alabama,Russell County,race-ethnicity,"White, Non-Hispanic",0.08241015941637396,1
2018,01,115,Alabama,St. Clair County,all,All,0,1
2018,01,115,Alabama,St. Clair County,race-ethnicity,Black,0,2
2018,01,115,Alabama,St. Clair County,race-ethnicity,Hispanic,0,2
2018,01,115,Alabama,St. Clair County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,115,Alabama,St. Clair County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,117,Alabama,Shelby County,all,All,0,1
2018,01,117,Alabama,Shelby County,race-ethnicity,Black,0,1
2018,01,117,Alabama,Shelby County,race-ethnicity,Hispanic,0,1
2018,01,117,Alabama,Shelby County,race-ethnicity,Other Races and Ethnicities,0,1
2018,01,117,Alabama,Shelby County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,119,Alabama,Sumter County,all,All,0,1
2018,01,119,Alabama,Sumter County,race-ethnicity,Black,0,1
2018,01,119,Alabama,Sumter County,race-ethnicity,Hispanic,NA,NA
2018,01,119,Alabama,Sumter County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,119,Alabama,Sumter County,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,121,Alabama,Talladega County,all,All,0.1657684565937277,1
2018,01,121,Alabama,Talladega County,race-ethnicity,Black,0.2318118948824343,1
2018,01,121,Alabama,Talladega County,race-ethnicity,Hispanic,0.24570815450643776,2
2018,01,121,Alabama,Talladega County,race-ethnicity,Other Races and Ethnicities,0.2007200720072007,2
2018,01,121,Alabama,Talladega County,race-ethnicity,"White, Non-Hispanic",0.08669476219145093,1
2018,01,123,Alabama,Tallapoosa County,all,All,0,1
2018,01,123,Alabama,Tallapoosa County,race-ethnicity,Black,0,1
2018,01,123,Alabama,Tallapoosa County,race-ethnicity,Hispanic,0,2
2018,01,123,Alabama,Tallapoosa County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,123,Alabama,Tallapoosa County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,125,Alabama,Tuscaloosa County,all,All,0.24631510951905572,1
2018,01,125,Alabama,Tuscaloosa County,race-ethnicity,Black,0.2484374087271453,1
2018,01,125,Alabama,Tuscaloosa County,race-ethnicity,Hispanic,0.04269293924466338,2
2018,01,125,Alabama,Tuscaloosa County,race-ethnicity,Other Races and Ethnicities,0.24451703219785348,1
2018,01,125,Alabama,Tuscaloosa County,race-ethnicity,"White, Non-Hispanic",0.2568250758341759,1
2018,01,127,Alabama,Walker County,all,All,0,1
2018,01,127,Alabama,Walker County,race-ethnicity,Black,0,1
2018,01,127,Alabama,Walker County,race-ethnicity,Hispanic,0,2
2018,01,127,Alabama,Walker County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,127,Alabama,Walker County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,129,Alabama,Washington County,all,All,0,1
2018,01,129,Alabama,Washington County,race-ethnicity,Black,0,2
2018,01,129,Alabama,Washington County,race-ethnicity,Hispanic,0,3
2018,01,129,Alabama,Washington County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,129,Alabama,Washington County,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,131,Alabama,Wilcox County,all,All,0.24431468961278427,1
2018,01,131,Alabama,Wilcox County,race-ethnicity,Black,0.2752770083102493,1
2018,01,131,Alabama,Wilcox County,race-ethnicity,Hispanic,0,3
2018,01,131,Alabama,Wilcox County,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,131,Alabama,Wilcox County,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,133,Alabama,Winston County,all,All,0,1
2018,01,133,Alabama,Winston County,race-ethnicity,Black,NA,NA
2018,01,133,Alabama,Winston County,race-ethnicity,Hispanic,0,3
2018,01,133,Alabama,Winston County,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,133,Alabama,Winston County,race-ethnicity,"White, Non-Hispanic",0,1
2018,02,013,Alaska,Aleutians East Borough,all,All,0,1
2018,02,013,Alaska,Aleutians East Borough,race-ethnicity,Black,NA,NA
2018,02,013,Alaska,Aleutians East Borough,race-ethnicity,Hispanic,0,2
2018,02,013,Alaska,Aleutians East Borough,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,013,Alaska,Aleutians East Borough,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,016,Alaska,Aleutians West Census Area,all,All,0,1
2018,02,016,Alaska,Aleutians West Census Area,race-ethnicity,Black,0,3
2018,02,016,Alaska,Aleutians West Census Area,race-ethnicity,Hispanic,0,3
2018,02,016,Alaska,Aleutians West Census Area,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,016,Alaska,Aleutians West Census Area,race-ethnicity,"White, Non-Hispanic",0,2
2018,02,020,Alaska,Anchorage Municipality,all,All,0,1
2018,02,020,Alaska,Anchorage Municipality,race-ethnicity,Black,0,1
2018,02,020,Alaska,Anchorage Municipality,race-ethnicity,Hispanic,0,1
2018,02,020,Alaska,Anchorage Municipality,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,020,Alaska,Anchorage Municipality,race-ethnicity,"White, Non-Hispanic",0,1
2018,02,050,Alaska,Bethel Census Area,all,All,0,1
2018,02,050,Alaska,Bethel Census Area,race-ethnicity,Black,NA,NA
2018,02,050,Alaska,Bethel Census Area,race-ethnicity,Hispanic,0,2
2018,02,050,Alaska,Bethel Census Area,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,050,Alaska,Bethel Census Area,race-ethnicity,"White, Non-Hispanic",0,2
2018,02,060,Alaska,Bristol Bay Borough,all,All,0,2
2018,02,060,Alaska,Bristol Bay Borough,race-ethnicity,Black,NA,NA
2018,02,060,Alaska,Bristol Bay Borough,race-ethnicity,Hispanic,NA,NA
2018,02,060,Alaska,Bristol Bay Borough,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,060,Alaska,Bristol Bay Borough,race-ethnicity,"White, Non-Hispanic",NA,NA
2018,02,068,Alaska,Denali Borough,all,All,0,3
2018,02,068,Alaska,Denali Borough,race-ethnicity,Black,NA,NA
2018,02,068,Alaska,Denali Borough,race-ethnicity,Hispanic,NA,NA
