year,state,county,subgroup_type,subgroup,environmental,environmental_quality
2014,01,035,all,All,12.78167115902965,1
2014,01,035,poverty,High Poverty Tracts,10,1
2014,01,035,poverty,Not High Poverty Tracts,14.472850330718352,1
2014,01,037,all,All,14.749533208855695,1
2014,01,037,poverty,High Poverty Tracts,NA,NA
2014,01,037,poverty,Not High Poverty Tracts,14.774392331393358,1
2014,01,039,all,All,16.491856075605185,1
2014,01,039,poverty,High Poverty Tracts,19,1
2014,01,039,poverty,Not High Poverty Tracts,16.38476118271418,1
2014,01,041,all,All,14.944683598794661,1
2014,01,041,poverty,High Poverty Tracts,NA,NA
2014,01,041,poverty,Not High Poverty Tracts,14.993492217043356,1
2014,01,043,all,All,23.07156493281103,1
2014,01,043,poverty,High Poverty Tracts,NA,NA
2014,01,043,poverty,Not High Poverty Tracts,23.381391141705123,1
2014,01,045,all,All,13.21396436926399,1
2014,01,045,poverty,High Poverty Tracts,NA,NA
2014,01,045,poverty,Not High Poverty Tracts,13.32479777553084,1
2014,01,047,all,All,9.516833165664552,1
2014,01,047,poverty,High Poverty Tracts,9.228924162257496,1
2014,01,047,poverty,Not High Poverty Tracts,9.763540997645045,1
2014,01,049,all,All,44.06947688324845,1
2014,01,049,poverty,High Poverty Tracts,NA,NA
2014,01,049,poverty,Not High Poverty Tracts,44.37126463408115,1
2014,01,051,all,All,7.553815316044372,1
2014,01,051,poverty,High Poverty Tracts,NA,NA
2014,01,051,poverty,Not High Poverty Tracts,7.552912688317062,1
2014,01,053,all,All,15.894117028547395,1
2014,01,053,poverty,High Poverty Tracts,22,1
2014,01,053,poverty,Not High Poverty Tracts,15.003240817683231,1
2014,01,055,all,All,18.041334537003245,1
2014,01,055,poverty,High Poverty Tracts,11.450231894398858,1
2014,01,055,poverty,Not High Poverty Tracts,18.970056063582085,1
2014,01,057,all,All,20.951642282155237,1
2014,01,057,poverty,High Poverty Tracts,NA,NA
2014,01,057,poverty,Not High Poverty Tracts,21.080232032544824,1
2014,01,059,all,All,36.08195685816253,1
2014,01,059,poverty,High Poverty Tracts,NA,NA
2014,01,059,poverty,Not High Poverty Tracts,35.939039824502196,1
2014,01,061,all,All,18.847106205250597,1
2014,01,061,poverty,High Poverty Tracts,NA,NA
2014,01,061,poverty,Not High Poverty Tracts,18.95580326586487,1
2014,01,063,all,All,13.242782450556945,1
2014,01,063,poverty,High Poverty Tracts,14,1
2014,01,063,poverty,Not High Poverty Tracts,12.775426969156259,1
2014,01,065,all,All,14.13389202884428,1
2014,01,065,poverty,High Poverty Tracts,15,1
2014,01,065,poverty,Not High Poverty Tracts,13.974566593999793,1
2014,01,067,all,All,15.24279096699479,1
2014,01,067,poverty,High Poverty Tracts,NA,NA
2014,01,067,poverty,Not High Poverty Tracts,15.298534168329777,1
2014,01,069,all,All,15.58981945886165,1
2014,01,069,poverty,High Poverty Tracts,12,1
2014,01,069,poverty,Not High Poverty Tracts,15.78819296731613,1
2014,01,071,all,All,47.86005055459141,1
2014,01,071,poverty,High Poverty Tracts,NA,NA
2014,01,071,poverty,Not High Poverty Tracts,47.832077628233534,1
2014,01,073,all,All,8.237214533554734,1
2014,01,073,poverty,High Poverty Tracts,3.5599188473573813,1
2014,01,073,poverty,Not High Poverty Tracts,8.935410116019797,1
2014,01,075,all,All,24.842444631342865,1
2014,01,075,poverty,High Poverty Tracts,NA,NA
2014,01,075,poverty,Not High Poverty Tracts,24.765163297045103,1
2014,01,077,all,All,34.90050657469282,1
2014,01,077,poverty,High Poverty Tracts,20.831435079726653,1
2014,01,077,poverty,Not High Poverty Tracts,36.97842870443314,1
2014,01,079,all,All,35.267385843061916,1
2014,01,079,poverty,High Poverty Tracts,NA,NA
2014,01,079,poverty,Not High Poverty Tracts,35.250332650052144,1
2014,01,081,all,All,6.879423506326544,1
2014,01,081,poverty,High Poverty Tracts,6.21638141809291,1
2014,01,081,poverty,Not High Poverty Tracts,7.050132361069361,1
2014,01,083,all,All,33.693266947353926,1
2014,01,083,poverty,High Poverty Tracts,NA,NA
2014,01,083,poverty,Not High Poverty Tracts,33.683764996075794,1
2014,01,085,all,All,14.59598827624107,1
2014,01,085,poverty,High Poverty Tracts,15,1
2014,01,085,poverty,Not High Poverty Tracts,14.554143891269021,1
2014,01,087,all,All,4.701584979273348,1
2014,01,087,poverty,High Poverty Tracts,4,1
2014,01,087,poverty,Not High Poverty Tracts,4.831667543398211,1
2014,01,089,all,All,26.93053325913603,1
2014,01,089,poverty,High Poverty Tracts,14.865695326024236,1
2014,01,089,poverty,Not High Poverty Tracts,27.95689034013223,1
2014,01,091,all,All,13.701254331592562,1
2014,01,091,poverty,High Poverty Tracts,11,1
2014,01,091,poverty,Not High Poverty Tracts,14.369818239795919,1
2014,01,093,all,All,31.56546663609264,1
2014,01,093,poverty,High Poverty Tracts,NA,NA
2014,01,093,poverty,Not High Poverty Tracts,31.45055497382199,1
2014,01,095,all,All,34.24044580911805,1
2014,01,095,poverty,High Poverty Tracts,NA,NA
2014,01,095,poverty,Not High Poverty Tracts,34.50881405956533,1
2014,01,097,all,All,16.044541052301078,1
2014,01,097,poverty,High Poverty Tracts,9.816335869130013,1
2014,01,097,poverty,Not High Poverty Tracts,16.93195467793169,1
2014,01,099,all,All,21.45097516548936,1
2014,01,099,poverty,High Poverty Tracts,16,1
2014,01,099,poverty,Not High Poverty Tracts,21.992138791000272,1
2014,01,101,all,All,5.568503386497706,1
2014,01,101,poverty,High Poverty Tracts,4.874655205593688,1
2014,01,101,poverty,Not High Poverty Tracts,5.754857689763041,1
2014,01,103,all,All,23.415227485301976,1
2014,01,103,poverty,High Poverty Tracts,4,1
2014,01,103,poverty,Not High Poverty Tracts,24.22788008651883,1
2014,01,105,all,All,13.373321572086642,1
2014,01,105,poverty,High Poverty Tracts,14,1
2014,01,105,poverty,Not High Poverty Tracts,13,1
2014,01,107,all,All,18.615466911202812,1
2014,01,107,poverty,High Poverty Tracts,NA,NA
2014,01,107,poverty,Not High Poverty Tracts,18.818498883928573,1
2014,01,109,all,All,9.112084537572255,1
2014,01,109,poverty,High Poverty Tracts,8,1
2014,01,109,poverty,Not High Poverty Tracts,9.4364471669219,1
2014,01,111,all,All,20.04862700228833,1
2014,01,111,poverty,High Poverty Tracts,NA,NA
2014,01,111,poverty,Not High Poverty Tracts,20.30771956765696,1
2014,01,113,all,All,4.526237276237277,1
2014,01,113,poverty,High Poverty Tracts,3,1
2014,01,113,poverty,Not High Poverty Tracts,4.753288742996767,1
2014,01,115,all,All,16.03223762933765,1
2014,01,115,poverty,High Poverty Tracts,NA,NA
2014,01,115,poverty,Not High Poverty Tracts,15.97774527517279,1
2014,01,117,all,All,10.67252743975185,1
2014,01,117,poverty,High Poverty Tracts,NA,NA
2014,01,117,poverty,Not High Poverty Tracts,10.670542186300976,1
2014,01,119,all,All,18.131318394997393,1
2014,01,119,poverty,High Poverty Tracts,17.220588235294116,1
2014,01,119,poverty,Not High Poverty Tracts,19.307178217821782,1
2014,01,121,all,All,12.929303441773904,1
2014,01,121,poverty,High Poverty Tracts,12,1
2014,01,121,poverty,Not High Poverty Tracts,13.052805161569376,1
2014,01,123,all,All,11.204358881220486,1
2014,01,123,poverty,High Poverty Tracts,NA,NA
2014,01,123,poverty,Not High Poverty Tracts,11.207642438598679,1
2014,01,125,all,All,7.1279458398349025,1
2014,01,125,poverty,High Poverty Tracts,3.6752475247524754,1
2014,01,125,poverty,Not High Poverty Tracts,7.83945015615994,1
2014,01,127,all,All,15.696289136246243,1
2014,01,127,poverty,High Poverty Tracts,NA,NA
2014,01,127,poverty,Not High Poverty Tracts,15.679479503452681,1
2014,01,129,all,All,16.141506681449496,1
2014,01,129,poverty,High Poverty Tracts,NA,NA
2014,01,129,poverty,Not High Poverty Tracts,15.948909218859958,1
2014,01,131,all,All,13.453241840415236,1
2014,01,131,poverty,High Poverty Tracts,11.682065217391305,1
2014,01,131,poverty,Not High Poverty Tracts,14.9351403678606,1
2014,01,133,all,All,29.624628957783642,1
2014,01,133,poverty,High Poverty Tracts,NA,NA
2014,01,133,poverty,Not High Poverty Tracts,29.42539302616548,1
2014,02,013,all,All,99,1
2014,02,013,poverty,High Poverty Tracts,NA,NA
2014,02,013,poverty,Not High Poverty Tracts,99,1
2014,02,016,all,All,99,1
2014,02,016,poverty,High Poverty Tracts,NA,NA
2014,02,016,poverty,Not High Poverty Tracts,99,1
2014,02,020,all,All,69.43892909604331,1
2014,02,020,poverty,High Poverty Tracts,NA,NA
2014,02,020,poverty,Not High Poverty Tracts,69.76404246074553,1
2014,02,050,all,All,99,1
2014,02,050,poverty,High Poverty Tracts,NA,NA
2014,02,050,poverty,Not High Poverty Tracts,99,1
2014,02,060,all,All,99,1
2014,02,060,poverty,High Poverty Tracts,NA,NA
2014,02,060,poverty,Not High Poverty Tracts,99,1
2014,02,068,all,All,99,1
2014,02,068,poverty,High Poverty Tracts,NA,NA
2014,02,068,poverty,Not High Poverty Tracts,99,1
2014,02,070,all,All,99,1
2014,02,070,poverty,High Poverty Tracts,NA,NA
2014,02,070,poverty,Not High Poverty Tracts,99,1
2014,02,090,all,All,95.12897834251251,1
2014,02,090,poverty,High Poverty Tracts,NA,NA
2014,02,090,poverty,Not High Poverty Tracts,95.4206273222549,1
2014,02,100,all,All,99,1
2014,02,100,poverty,High Poverty Tracts,NA,NA
2014,02,100,poverty,Not High Poverty Tracts,99,1
2014,02,105,all,All,99,1
2014,02,105,poverty,High Poverty Tracts,NA,NA
2014,02,105,poverty,Not High Poverty Tracts,99,1
2014,02,110,all,All,99,1
2014,02,110,poverty,High Poverty Tracts,NA,NA
2014,02,110,poverty,Not High Poverty Tracts,99,1
2014,02,122,all,All,99,1
2014,02,122,poverty,High Poverty Tracts,NA,NA
2014,02,122,poverty,Not High Poverty Tracts,99,1
2014,02,130,all,All,97.27434922491956,1
2014,02,130,poverty,High Poverty Tracts,NA,NA
2014,02,130,poverty,Not High Poverty Tracts,97.4521768364431,1
2014,02,150,all,All,99,1
2014,02,150,poverty,High Poverty Tracts,NA,NA
2014,02,150,poverty,Not High Poverty Tracts,99,1
2014,02,164,all,All,99,1
2014,02,164,poverty,High Poverty Tracts,NA,NA
2014,02,164,poverty,Not High Poverty Tracts,99,1
2014,02,170,all,All,98.92351054420682,1
2014,02,170,poverty,High Poverty Tracts,NA,NA
2014,02,170,poverty,Not High Poverty Tracts,98.92037866621587,1
2014,02,180,all,All,99,1
2014,02,180,poverty,High Poverty Tracts,NA,NA
2014,02,180,poverty,Not High Poverty Tracts,99,1
2014,02,185,all,All,98.10012476606363,1
2014,02,185,poverty,High Poverty Tracts,NA,NA
2014,02,185,poverty,Not High Poverty Tracts,98.02085542594557,1
2014,02,188,all,All,90.97262773722628,1
2014,02,188,poverty,High Poverty Tracts,NA,NA
2014,02,188,poverty,Not High Poverty Tracts,91.53221957040573,1
2014,02,195,all,All,99,1
2014,02,195,poverty,High Poverty Tracts,NA,NA
2014,02,195,poverty,Not High Poverty Tracts,99,1
2014,02,198,all,All,99,1
2014,02,198,poverty,High Poverty Tracts,99,1
2014,02,198,poverty,Not High Poverty Tracts,99,1
2014,02,220,all,All,99,1
2014,02,220,poverty,High Poverty Tracts,NA,NA
2014,02,220,poverty,Not High Poverty Tracts,99,1
2014,02,230,all,All,99,1
2014,02,230,poverty,High Poverty Tracts,NA,NA
2014,02,230,poverty,Not High Poverty Tracts,99,1
2014,02,240,all,All,99,1
2014,02,240,poverty,High Poverty Tracts,NA,NA
2014,02,240,poverty,Not High Poverty Tracts,99,1
2014,02,261,all,All,99,1
2014,02,261,poverty,High Poverty Tracts,NA,NA
2014,02,261,poverty,Not High Poverty Tracts,99,1
2014,02,270,all,All,99,1
2014,02,270,poverty,High Poverty Tracts,NA,NA
2014,02,270,poverty,Not High Poverty Tracts,99,1
2014,02,275,all,All,99,1
2014,02,275,poverty,High Poverty Tracts,NA,NA
2014,02,275,poverty,Not High Poverty Tracts,99,1
2014,02,282,all,All,99,1
2014,02,282,poverty,High Poverty Tracts,NA,NA
2014,02,282,poverty,Not High Poverty Tracts,99,1
2014,02,290,all,All,99,1
2014,02,290,poverty,High Poverty Tracts,NA,NA
2014,02,290,poverty,Not High Poverty Tracts,99,1
2014,04,001,all,All,97.84800809514569,1
2014,04,001,poverty,High Poverty Tracts,98.04230501392757,1
2014,04,001,poverty,Not High Poverty Tracts,97.76529846076836,1
2014,04,003,all,All,88.98074262080776,1
2014,04,003,poverty,High Poverty Tracts,81,1
2014,04,003,poverty,Not High Poverty Tracts,89.28134865900383,1
2014,04,005,all,All,92.55520295691997,1
2014,04,005,poverty,High Poverty Tracts,92.62491189205518,1
2014,04,005,poverty,Not High Poverty Tracts,92.7618795265854,1
2014,04,007,all,All,81.02355283422861,1
2014,04,007,poverty,High Poverty Tracts,79.8214589838206,1
2014,04,007,poverty,Not High Poverty Tracts,81.53316368412412,1
2014,04,009,all,All,78.22092680442765,1
2014,04,009,poverty,High Poverty Tracts,74,1
2014,04,009,poverty,Not High Poverty Tracts,78.11116809847417,1
2014,04,011,all,All,85.03045454545455,1
2014,04,011,poverty,High Poverty Tracts,NA,NA
2014,04,011,poverty,Not High Poverty Tracts,84.8664318612842,1
2014,04,012,all,All,45.0464419107529,1
2014,04,012,poverty,High Poverty Tracts,NA,NA
2014,04,012,poverty,Not High Poverty Tracts,45.348494086087065,1
2014,04,013,all,All,19.89020480514213,1
2014,04,013,poverty,High Poverty Tracts,10.78038683775059,1
2014,04,013,poverty,Not High Poverty Tracts,21.353603274037866,1
2014,04,015,all,All,63.58961784257366,1
2014,04,015,poverty,High Poverty Tracts,86.00933572710952,1
2014,04,015,poverty,Not High Poverty Tracts,61.33352985103958,1
2014,04,017,all,All,92.8347086678637,1
2014,04,017,poverty,High Poverty Tracts,96.63208604077974,1
2014,04,017,poverty,Not High Poverty Tracts,91.8177282805886,1
2014,04,019,all,All,43.2890114625875,1
2014,04,019,poverty,High Poverty Tracts,27.818351905917183,1
2014,04,019,poverty,Not High Poverty Tracts,47.40506844526093,1
2014,04,021,all,All,38.966544494566335,1
2014,04,021,poverty,High Poverty Tracts,29.868195609494915,1
2014,04,021,poverty,Not High Poverty Tracts,38.9821600043897,1
2014,04,023,all,All,81.45801058201059,1
2014,04,023,poverty,High Poverty Tracts,80.48692307692308,1
2014,04,023,poverty,Not High Poverty Tracts,82.03003254599942,1
2014,04,025,all,All,85.50598767367529,1
2014,04,025,poverty,High Poverty Tracts,95,1
2014,04,025,poverty,Not High Poverty Tracts,85.54049754534414,1
2014,04,027,all,All,32.740793137853494,1
2014,04,027,poverty,High Poverty Tracts,39.78939393939394,1
2014,04,027,poverty,Not High Poverty Tracts,32.496833336628505,1
2014,05,001,all,All,50.59636286517152,1
2014,05,001,poverty,High Poverty Tracts,NA,NA
2014,05,001,poverty,Not High Poverty Tracts,50.66363457888882,1
2014,05,003,all,All,35.55875355693427,1
2014,05,003,poverty,High Poverty Tracts,NA,NA
2014,05,003,poverty,Not High Poverty Tracts,35.36265159543153,1
2014,05,005,all,All,35.62302570831511,1
2014,05,005,poverty,High Poverty Tracts,NA,NA
2014,05,005,poverty,Not High Poverty Tracts,35.831005951516914,1
2014,05,007,all,All,50.25958789567132,1
2014,05,007,poverty,High Poverty Tracts,NA,NA
2014,05,007,poverty,Not High Poverty Tracts,50.377478023792975,1
2014,05,009,all,All,57.63523366246065,1
2014,05,009,poverty,High Poverty Tracts,NA,NA
2014,05,009,poverty,Not High Poverty Tracts,58.03114425572456,1
2014,05,011,all,All,29.24107458465889,1
2014,05,011,poverty,High Poverty Tracts,37,1
2014,05,011,poverty,Not High Poverty Tracts,26.93722257450856,1
2014,05,013,all,All,32.619635396885684,1
2014,05,013,poverty,High Poverty Tracts,NA,NA
2014,05,013,poverty,Not High Poverty Tracts,32.727591036414566,1
2014,05,015,all,All,70.67009339028452,1
2014,05,015,poverty,High Poverty Tracts,NA,NA
2014,05,015,poverty,Not High Poverty Tracts,70.67253002366176,1
2014,05,017,all,All,60.055357298285315,1
2014,05,017,poverty,High Poverty Tracts,58.56247008137865,1
2014,05,017,poverty,Not High Poverty Tracts,61.57708287776077,1
2014,05,019,all,All,21.274166666666666,1
2014,05,019,poverty,High Poverty Tracts,NA,NA
2014,05,019,poverty,Not High Poverty Tracts,22.061648322851152,1
2014,05,021,all,All,62.93182255890095,1
2014,05,021,poverty,High Poverty Tracts,NA,NA
2014,05,021,poverty,Not High Poverty Tracts,62.96567468406033,1
2014,05,023,all,All,42.030861086341254,1
2014,05,023,poverty,High Poverty Tracts,NA,NA
2014,05,023,poverty,Not High Poverty Tracts,42.14208751054062,1
2014,05,025,all,All,37.81307432825404,1
2014,05,025,poverty,High Poverty Tracts,NA,NA
2014,05,025,poverty,Not High Poverty Tracts,37.87315804680728,1
2014,05,027,all,All,24.33,1
2014,05,027,poverty,High Poverty Tracts,22,1
2014,05,027,poverty,Not High Poverty Tracts,25.287090813093982,1
2014,05,029,all,All,28.925194805194806,1
2014,05,029,poverty,High Poverty Tracts,NA,NA
2014,05,029,poverty,Not High Poverty Tracts,29.695272862269523,1
2014,05,031,all,All,52.76389041919167,1
2014,05,031,poverty,High Poverty Tracts,46.779638009049776,1
2014,05,031,poverty,Not High Poverty Tracts,53.782805492883206,1
2014,05,033,all,All,36.25678932470684,1
2014,05,033,poverty,High Poverty Tracts,26,1
2014,05,033,poverty,Not High Poverty Tracts,37.2719558761137,1
2014,05,035,all,All,42.04341066730447,1
2014,05,035,poverty,High Poverty Tracts,36.79859919954259,1
2014,05,035,poverty,Not High Poverty Tracts,44.056671424095796,1
2014,05,037,all,All,53.06433645922137,1
2014,05,037,poverty,High Poverty Tracts,NA,NA
2014,05,037,poverty,Not High Poverty Tracts,53.786868831354596,1
2014,05,039,all,All,33.0887603721398,1
2014,05,039,poverty,High Poverty Tracts,NA,NA
2014,05,039,poverty,Not High Poverty Tracts,33.07148443610199,1
2014,05,041,all,All,54.669179495318204,1
2014,05,041,poverty,High Poverty Tracts,53.16161616161616,1
2014,05,041,poverty,Not High Poverty Tracts,55.77085704992682,1
2014,05,043,all,All,41.82063619353114,1
2014,05,043,poverty,High Poverty Tracts,NA,NA
2014,05,043,poverty,Not High Poverty Tracts,42.244966983411175,1
2014,05,045,all,All,25.359563342501104,1
2014,05,045,poverty,High Poverty Tracts,7,1
2014,05,045,poverty,Not High Poverty Tracts,26.531241041757355,1
2014,05,047,all,All,35.110801781737194,1
2014,05,047,poverty,High Poverty Tracts,NA,NA
2014,05,047,poverty,Not High Poverty Tracts,35.03399433427762,1
2014,05,049,all,All,48.0530365035194,1
2014,05,049,poverty,High Poverty Tracts,NA,NA
2014,05,049,poverty,Not High Poverty Tracts,48.08289390423961,1
2014,05,051,all,All,31.251342919714062,1
2014,05,051,poverty,High Poverty Tracts,27.459318391157506,1
2014,05,051,poverty,Not High Poverty Tracts,31.774958965646327,1
2014,05,053,all,All,33.34839569223937,1
2014,05,053,poverty,High Poverty Tracts,NA,NA
2014,05,053,poverty,Not High Poverty Tracts,33.388015218769816,1
2014,05,055,all,All,50.99634628810798,1
2014,05,055,poverty,High Poverty Tracts,NA,NA
2014,05,055,poverty,Not High Poverty Tracts,51.21644459825806,1
2014,05,057,all,All,33.389357241625405,1
2014,05,057,poverty,High Poverty Tracts,NA,NA
2014,05,057,poverty,Not High Poverty Tracts,33.81560849809652,1
2014,05,059,all,All,25.026715148601134,1
2014,05,059,poverty,High Poverty Tracts,NA,NA
2014,05,059,poverty,Not High Poverty Tracts,25.06813858949017,1
2014,05,061,all,All,37.017099013518454,1
2014,05,061,poverty,High Poverty Tracts,NA,NA
2014,05,061,poverty,Not High Poverty Tracts,37.3484934086629,1
2014,05,063,all,All,43.468571118526356,1
2014,05,063,poverty,High Poverty Tracts,NA,NA
2014,05,063,poverty,Not High Poverty Tracts,43.62407360081779,1
2014,05,065,all,All,47.674308534240495,1
2014,05,065,poverty,High Poverty Tracts,NA,NA
2014,05,065,poverty,Not High Poverty Tracts,47.95371263259402,1
2014,05,067,all,All,51.21531612757805,1
2014,05,067,poverty,High Poverty Tracts,NA,NA
2014,05,067,poverty,Not High Poverty Tracts,51.03184593705965,1
2014,05,069,all,All,32.4966579599491,1
2014,05,069,poverty,High Poverty Tracts,29.71331371827878,1
2014,05,069,poverty,Not High Poverty Tracts,33.01197329539236,1
2014,05,071,all,All,34.93474467837618,1
2014,05,071,poverty,High Poverty Tracts,NA,NA
2014,05,071,poverty,Not High Poverty Tracts,35.32432158768732,1
2014,05,073,all,All,36.3686916520092,1
2014,05,073,poverty,High Poverty Tracts,NA,NA
2014,05,073,poverty,Not High Poverty Tracts,36.38811844077961,1
2014,05,075,all,All,51.319466293771484,1
2014,05,075,poverty,High Poverty Tracts,NA,NA
2014,05,075,poverty,Not High Poverty Tracts,51.208058491615674,1
2014,05,077,all,All,64.09388237612058,1
2014,05,077,poverty,High Poverty Tracts,NA,NA
2014,05,077,poverty,Not High Poverty Tracts,63.86336828309305,1
2014,05,079,all,All,48.89286473464182,1
2014,05,079,poverty,High Poverty Tracts,NA,NA
2014,05,079,poverty,Not High Poverty Tracts,46.444837990292534,1
2014,05,081,all,All,33.80656707127295,1
2014,05,081,poverty,High Poverty Tracts,NA,NA
2014,05,081,poverty,Not High Poverty Tracts,33.94523035748423,1
2014,05,083,all,All,40.1615527136337,1
2014,05,083,poverty,High Poverty Tracts,NA,NA
2014,05,083,poverty,Not High Poverty Tracts,40.26965351782626,1
2014,05,085,all,All,38.04120197381557,1
2014,05,085,poverty,High Poverty Tracts,NA,NA
2014,05,085,poverty,Not High Poverty Tracts,37.98605988103546,1
2014,05,087,all,All,71.79746432212029,1
2014,05,087,poverty,High Poverty Tracts,NA,NA
2014,05,087,poverty,Not High Poverty Tracts,71.87966737322681,1
2014,05,089,all,All,54.829684286923914,1
2014,05,089,poverty,High Poverty Tracts,NA,NA
2014,05,089,poverty,Not High Poverty Tracts,54.930348258706466,1
2014,05,091,all,All,28.48138365068792,1
2014,05,091,poverty,High Poverty Tracts,20.48148148148148,1
2014,05,091,poverty,Not High Poverty Tracts,29.435643564356436,1
2014,05,093,all,All,56.42456758841027,1
2014,05,093,poverty,High Poverty Tracts,56.36223097908457,1
2014,05,093,poverty,Not High Poverty Tracts,56.66012079256878,1
2014,05,095,all,All,55.88007638446849,1
2014,05,095,poverty,High Poverty Tracts,NA,NA
2014,05,095,poverty,Not High Poverty Tracts,56.379042690815005,1
2014,05,097,all,All,49.00742254733218,1
2014,05,097,poverty,High Poverty Tracts,NA,NA
2014,05,097,poverty,Not High Poverty Tracts,49.135506947310496,1
2014,05,099,all,All,30.80928241523037,1
2014,05,099,poverty,High Poverty Tracts,NA,NA
2014,05,099,poverty,Not High Poverty Tracts,31.257467532467533,1
2014,05,101,all,All,58.87344730045505,1
2014,05,101,poverty,High Poverty Tracts,NA,NA
2014,05,101,poverty,Not High Poverty Tracts,58.73290764678399,1
2014,05,103,all,All,26.9579088155462,1
2014,05,103,poverty,High Poverty Tracts,NA,NA
2014,05,103,poverty,Not High Poverty Tracts,27.20339242834517,1
2014,05,105,all,All,38.70570048309179,1
2014,05,105,poverty,High Poverty Tracts,NA,NA
2014,05,105,poverty,Not High Poverty Tracts,38.6903328410769,1
2014,05,107,all,All,60.48126828800307,1
2014,05,107,poverty,High Poverty Tracts,60.599495427309996,1
2014,05,107,poverty,Not High Poverty Tracts,60.58553265266808,1
2014,05,109,all,All,41.85992670063467,1
2014,05,109,poverty,High Poverty Tracts,NA,NA
2014,05,109,poverty,Not High Poverty Tracts,41.67899159663865,1
2014,05,111,all,All,61.79408021675766,1
2014,05,111,poverty,High Poverty Tracts,63,1
2014,05,111,poverty,Not High Poverty Tracts,61.613573056469995,1
2014,05,113,all,All,59.78136305857045,1
2014,05,113,poverty,High Poverty Tracts,NA,NA
2014,05,113,poverty,Not High Poverty Tracts,59.969689315483706,1
2014,05,115,all,All,28.83720707642733,1
2014,05,115,poverty,High Poverty Tracts,NA,NA
2014,05,115,poverty,Not High Poverty Tracts,29.587566526538136,1
2014,05,117,all,All,54.06053097345133,1
2014,05,117,poverty,High Poverty Tracts,NA,NA
2014,05,117,poverty,Not High Poverty Tracts,54.028175380442974,1
2014,05,119,all,All,23.874848232292052,1
2014,05,119,poverty,High Poverty Tracts,18.84406779661017,1
2014,05,119,poverty,Not High Poverty Tracts,24.239279864803702,1
2014,05,121,all,All,50.913060582218726,1
2014,05,121,poverty,High Poverty Tracts,NA,NA
2014,05,121,poverty,Not High Poverty Tracts,50.785782337852694,1
2014,05,123,all,All,56.67440850879097,1
2014,05,123,poverty,High Poverty Tracts,52,1
2014,05,123,poverty,Not High Poverty Tracts,57.37557188409816,1
2014,05,125,all,All,27.298101260162237,1
2014,05,125,poverty,High Poverty Tracts,NA,NA
2014,05,125,poverty,Not High Poverty Tracts,27.472271824901988,1
2014,05,127,all,All,53.230043541364296,1
2014,05,127,poverty,High Poverty Tracts,NA,NA
