state,county,state_name,county_name,population,pctl_20,pctl_50,pctl_80,pctl_quality,share_debt_coll,share_debt_coll_ub,share_debt_coll_lb,share_debt_coll_quality,share_affordable_80_ami,share_affordable_50_ami,housing_quality,homeless_count,homeless_share,homeless_count_lb,homeless_count_ub,homeless_quality,famstruc_2par_married,famstruc_2par_married_ub,famstruc_2par_married_lb,famstruc_2par_unmarried,famstruc_2par_unmarried_ub,famstruc_2par_unmarried_lb,famstruc_1par_plusadults,famstruc_1par_plusadults_ub,famstruc_1par_plusadults_lb,famstruc_1par_noadults,famstruc_1par_noadults_ub,famstruc_1par_noadults_lb,famstruc_0par_2adults,famstruc_0par_2adults_ub,famstruc_0par_2adults_lb,famstruc_0par_other,famstruc_0par_other_ub,famstruc_0par_other_lb,famstruc_quality,hpsa_yn,hpsa_yn_quality,lbw,lbw_lb,lbw_ub,lbw_quality,asian_other,asian_other_quality,black_nonhispanic,black_nonhispanic_quality,hispanic,hispanic_quality,white_nonhispanic,white_nonhispanic_quality,election_turnout,election_turnout_quality,haz_idx,haz_idx_quality,poverty_exposure,poverty_exposure_quality,black_nh_exposure,black_nh_exposure_quality,hispanic_exposure,hispanic_exposure_quality,other_nh_exposure,other_nh_exposure_quality,white_nh_exposure,white_nh_exposure_quality,transit_cost,transit_trips,transit_cost_quality,transit_trips_quality,violent_crime_rate,property_crime_rate,coverage_indicator_crime,crime_rate_quality,juvenile_arrest_rate,juvenile_arrests_under10,coverage_indicator_jjarrest,adult_under18,jjarrest_rate_quality,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,hs_degree_quality,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,preschool_quality,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality,frpl40_total,poverty_measure_used,frpl40_total_quality,frpl40_white,frpl40_white_quality,frpl40_black,frpl40_black_quality,frpl40_hispanic,frpl40_hispanic_quality,share_employed,share_employed_ub,share_employed_lb,employed_quality,average_to_living_wage_ratio,wage_ratio_quality
01,021,Alabama,Chilton County,44153,15804.31,42854,84593.6,2,0.4165478,0.4530687,0.3800268,1,1.8300567811,1.7823553283,2,9,0.0011483986,9,9,1,0.4770744574,0.5430765555,0.4110723593,0.0801407449,0.1160190658,0.044262424,0.0775555698,0.1129000285,0.0422111112,0.2995224372,0.3600504653,0.238994409,0,0,0,0.0657067907,0.0984477541,0.0329658272,2,1,1,0.10073359,0.09678819,0.10467898,3,0,3,1.0598881666457334,3,0,3,1.083178070885769,3,0.5821264458881318,1,12.598958452296658,1,0,1,0.8405488265760789,1,0.8458848771819356,1,0.9487675594079292,3,0.18376301684437724,1,22.54,25.12,1,1,630.85754,2798.0122,89.37659613279824,2,919.85498,0,1,0,1,0.880339953,0.9984690443,0.7622108618,3,0.4688385269,0.721381548,0.2162955058,3,0.85760283,0.74285507,0.9723506,1,1,FRPL,1,1,1,1,1,1,1,0.6645565676,0.7111187306,0.6179944045,2,0.67389697,1
01,023,Alabama,Choctaw County,12841,13778.12,37484.59,81047.76,2,0.4060914,0.4748456,0.3373371,1,1.5802678026,1.9765697677,2,15,0.011538462,15,15,1,0.4427050899,0.5025094614,0.3829007185,0.0224660195,0.0403087835,0.0046232555,0.0439495661,0.0686298886,0.0192692435,0.3522515235,0.4097640935,0.2947389535,0.0522351441,0.079024658,0.0254456302,0.0863926569,0.1202187111,0.0525666027,2,1,1,0.10073359,0.09678819,0.10467898,3,NA,NA,NA,NA,NA,NA,NA,NA,0.6934854969091774,1,19.656208474826517,1,0,1,0.4024467046043604,1,0.9854694307651835,3,0.9931457204791807,3,0.3063392984884047,1,0.79,11.8,1,1,347.62457,1784.4728,92.9731716280779,2,237.33989,0,1,0,1,0.8312048652,0.9724938127,0.6899159177,3,0.1334205363,0.2788532009,-0.012012128,3,0.71454346,0.45819685,0.97089005,1,1,FRPL,1,1,1,1,1,1,3,0.6224577197,0.6673482556,0.5775671838,2,0.89246321,1
01,025,Alabama,Clarke County,23920,13778.12,37484.59,81047.76,2,0.4462366,0.4968206,0.3956525,1,1.5802677843,1.9765697416,2,16,0.0044223326,16,16,1,0.4427050806,0.502509452,0.3829007093,0.0224660204,0.0403087847,0.004623256,0.0439495708,0.0686298946,0.0192692469,0.3522515336,0.4097641039,0.2947389632,0.0522351363,0.0790246483,0.0254456243,0.0863926584,0.1202187128,0.0525666039,2,1,1,0.10073359,0.09678819,0.10467898,3,0,3,0.6884888801071012,3,0,3,1.3249900169546018,3,0.6788747069549362,1,14.202992380877186,1,0.12040078843626807,1,0.5000939899824802,1,0.9929683121606719,3,0.9847567511145365,3,0.43742146554836925,1,0.67,7.52,1,1,435.99219,1930.8226,98.61241961250154,2,3623.8372,0,1,0,1,0.8312048497,0.9724938024,0.6899158971,3,0.1334205363,0.2788532009,-0.012012128,3,0.89799666,0.73302466,1.0629687,1,1,FRPL,1,1,1,1,1,1,1,0.6224577196,0.6673482556,0.5775671837,2,0.71746391,1
01,027,Alabama,Clay County,13275,15500.38,38497.69,80034.66,2,0.3908046,0.4501145,0.3314946,1,1.6683680409,1.8012750532,2,25,0.013383297,25,25,1,0.5358017115,0.5931028687,0.4785005543,0.0333117637,0.0539300044,0.0126935229,0.0874715086,0.1199328231,0.0550101941,0.2853726484,0.3372592907,0.2334860062,0.0115634585,0.0238471202,-7.20203e-4,0.0464789093,0.0706670614,0.0222907571,2,1,1,0.10073359,0.09678819,0.10467898,3,NA,NA,NA,NA,NA,NA,NA,NA,0.6393822393822394,1,19.125651758830873,1,0,2,0.8357851194926945,1,0.9390096589805241,3,0.9765408199171883,3,0.18967335028546428,1,4.52,13.75,1,1,501.23438,845.36548,100,1,235.20004,0,1,0,1,0.7960679684,0.9726550264,0.6194809104,3,0.3743206522,0.5640278773,0.1846134271,3,1.040749,0.56959754,1.5119004,2,1,FRPL,1,1,1,1,1,1,1,0.714860394,0.7558527145,0.6738680735,2,0.61086398,1
01,029,Alabama,Cleburne County,14987,15500.38,38497.69,80034.66,2,0.3442623,0.40400199999999997,0.2845227,1,1.6481595818,1.7784346586,2,27,0.010748408,27,27,1,0.5358016804,0.5931028378,0.4785005229,0.0333117669,0.0539300087,0.0126935252,0.0874715208,0.1199328374,0.0550102043,0.2853726553,0.3372592979,0.2334860127,0.0115634585,0.0238471202,-7.20203e-4,0.0464789181,0.0706670725,0.0222907637,2,1,1,0.10073359,0.09678819,0.10467898,3,NA,NA,NA,NA,NA,NA,NA,NA,0.583709606020363,1,23.53302201467645,1,0,1,0.9562135748488811,2,0.9463639088708256,2,0.9703884040163803,3,0.07187895525325994,1,2.53,7.85,1,1,53.691277,1053.6913,100,1,1668.9282,0,1,0,1,0.7960679697,0.9726550273,0.6194809121,3,0.3743206522,0.5640278773,0.1846134271,3,0.8560946,0.64088237,1.0713068,1,1,FRPL,1,1,1,1,1,1,1,0.7148604041,0.7558527241,0.673868084,2,0.78698558,1
01,031,Alabama,Coffee County,51909,16918.72,47615.56,97257.31,2,0.3,0.3317755,0.2682245,1,1.8310804962,2.0160378984,2,340,0.034932703,340,340,1,0.4746763742,0.5247531852,0.4245995631,0.082700694,0.1103213825,0.0550800055,0.0217112212,0.0363262627,0.0070961797,0.3773425594,0.4259515806,0.3287335382,8.068362e-4,0.0036541925,-0.00204052,0.042762315,0.0630515134,0.0224731166,2,0,1,0.10073359,0.09678819,0.10467898,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5471479383480438,1,14.605724874817648,1,0,1,0.7455619881684994,1,0.8859398467484918,1,0.9302647581345825,1,0.26461826230471347,1,18.25,17.25,1,1,267.95697,2062.6904,100,1,1221.8842,0,1,0,1,0.7598039249,0.905562066,0.6140457838,2,0.3583836858,0.5150287214,0.2017386502,2,0.90605193,0.79725254,1.0148513,1,0.6555019,FRPL,1,0.67068082,1,0.61700976,1,0.67901236,1,0.7444219971,0.7774752607,0.7113687335,2,0.6094436,1
01,033,Alabama,Colbert County,54762,19046.22,48628.66,90165.63,2,0.3774835,0.4090666,0.3459003,1,1.836435497,2.0485603776,2,92,0.011457036,91,93,1,0.65219312250000006,0.7019487181,0.6024375269,0.0556335137,0.0795789783,0.0316880491,0.0062363563,0.0144605201,-0.001987807,0.2006548166,0.2424933754,0.1588162579,0.0227367245,0.0383090861,0.007164363,0.0625454663,0.0878418106,0.037249122,2,0,1,0.10073359,0.09678819,0.10467898,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5899135787853675,1,31.889559743810903,1,0.08924302788844622,1,0.7684988761529822,1,0.9580669822960931,2,0.9579143323164306,2,0.19621419586679395,1,17.04,22.68,1,1,445.87155,2893.5779000000002,100,1,587.6947,4,0.99822378,0,2,0.9730375932,1.0188601788,0.9272150077,2,0.4404799495,0.6073535022,0.2736063968,2,0.92089593,0.80330312,1.0384887,1,0.67534244,FRPL,1,0.67132622,1,0.7360208,1,0.63372093,1,0.7660744261,0.7999757762,0.732173076,2,0.7826246,1
01,035,Alabama,Conecuh County,12277,13778.12,37484.59,81047.76,2,0.4303797,0.5078304,0.3529291,1,1.6005609579,1.982886679,2,5,0.0025759917,5,5,1,0.4427050949,0.5025094664,0.3829007234,0.0224660168,0.0403087798,0.0046232538,0.0439495724,0.0686298967,0.0192692482,0.3522515039,0.4097640731,0.2947389347,0.0522351469,0.0790246615,0.0254456324,0.086392665,0.1202187207,0.0525666094,2,1,1,0.10073359,0.09678819,0.10467898,3,NA,NA,NA,NA,NA,NA,NA,NA,0.6702290076335878,1,12.78167115902965,1,0,2,0.48191933326028563,1,0.9592656356323959,3,0.9686055172329595,3,0.4649968187806776,1,0,7.09,1,1,473.17346,1668.137,94.52221587353414,2,1251.1991,3,1,0,1,0.83120486,0.9724938092,0.6899159108,3,0.1334205363,0.2788532009,-0.012012128,3,0.84211808,0.58087748,1.1033587,1,0.71200413,FRPL,1,0.33878887,1,0.8957836,1,0.8125,1,0.6224577178,0.6673482537,0.5775671818,2,0.63867265,1
01,037,Alabama,Coosa County,10715,15804.31,42854,84593.6,2,0.4823529,0.5892131,0.3754928,1,1.8688841736,1.7847360142,2,1,0.0011668612,0,2,3,0.4770744337,0.5430765317,0.4110723358,0.080140732,0.1160190502,0.0442624137,0.0775555819,0.112900043,0.0422111208,0.2995224561,0.3600504854,0.2389944269,0,0,0,0.0657067963,0.098447761,0.0329658315,2,1,1,0.10073359,0.09678819,0.10467898,3,0,3,0,3,0,3,1.1264367816091954,3,0.5998857795545403,1,14.749533208855695,1,0,2,0.43583549820418627,1,0.9855114459576935,3,NA,NA,0.231486990893225,1,3.39,14.43,1,1,362.65576,2064.3481,86.94367497691597,2,1052.3419,0,1,0,1,0.8803399499,0.9984690425,0.7622108573,3,0.4688385269,0.721381548,0.2162955058,3,0.95738834,0.65455425,1.2602224,1,1,FRPL,1,1,1,1,1,1,1,0.6645565516,0.7111187152,0.617994388,2,0.65225351,1
01,039,Alabama,Covington County,36986,16918.72,47615.56,97257.31,2,0.4412238,0.4803087,0.4021389,1,2.0226143705,2.103006422,2,4,8.2034455e-4,3,5,3,0.4746763607,0.5247531716,0.4245995497,0.0827007053,0.1103213955,0.0550800151,0.0217112249,0.0363262676,0.0070961822,0.3773425648,0.4259515861,0.3287335434,8.06836e-4,0.003654192,-0.00204052,0.0427623083,0.0630515052,0.0224731115,2,0,1,0.10073359,0.09678819,0.10467898,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5441201570233828,1,16.491856075605185,1,0.09415099970158161,1,0.7618333037854554,1,0.9754429224980106,2,0.9726816812118285,2,0.14885753330417217,1,3.09,8.85,1,1,350.47989,1997.7354,98.3534415879725,2,1698.2029,0,0.99773753,0,2,0.759803931,0.9055620708,0.6140457911,2,0.3583836858,0.5150287214,0.2017386502,2,0.79705739,0.65972066,0.93439412,1,0.89036655,FRPL,1,0.87037414,1,0.98205382,1,0.95652175,1,0.7444219877,0.7774752517,0.7113687237,2,0.64794219,1
01,041,Alabama,Crenshaw County,13824,16918.72,47615.56,97257.31,2,0.4,0.4614705,0.3385295,1,1.9909539605,2.0170276234,2,15,0.006672598,15,15,1,0.4746763619,0.5247531729,0.4245995509,0.0827007051,0.1103213952,0.0550800149,0.0217112237,0.036326266,0.0070961814,0.3773425582,0.4259515794,0.328733537,8.068358e-4,0.0036541913,-0.00204052,0.0427623153,0.0630515137,0.0224731169,2,1,1,0.10073359,0.09678819,0.10467898,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5948742287612719,1,14.944683598794661,1,0,1,0.7593528213021106,1,0.9470071781408413,3,0.9346057761152913,2,0.2830981280077052,1,3.32,10.98,1,1,173.02286,1160.6949,88.28653146125845,2,216.97151,0,0.99333334,0,2,0.7598039255,0.9055620665,0.6140457845,2,0.3583836858,0.5150287214,0.2017386502,2,0.98512226,0.77744842,1.1927961,1,1,FRPL,1,1,1,1,1,1,1,0.7444220022,0.7774752656,0.7113687388,2,0.65535784,1
01,043,Alabama,Cullman County,83442,19451.46,44373.65,87126.34,1,0.3585175,0.3836207,0.3334142,1,1.8029047739,2.0457665736,1,35,0.002762649,35,35,1,0.5662688399,0.6322086737,0.500329006,0.0361183444,0.0609440717,0.0112926172,0.0595233392,0.0910040014,0.0280426771,0.2545390606,0.3124973913,0.1965807298,0,0,0,0.0835504159,0.1203679588,0.046732873,1,0,1,0.10073359,0.09678819,0.10467898,3,0,3,0,3,0,3,1.1381126554498902,3,0.6145720081135903,1,23.07156493281103,1,0,1,0.9538886116052717,2,0.9259836497170112,1,0.9574641033557547,2,0.07719702460403553,1,5.98,7.72,1,1,140.17281,2114.6758,96.7365885599364,2,246.11235,0,1,0,1,0.8320526986,0.9958863102,0.6682190869,3,0.1377807576,0.2702675352,0.00529398,3,0.84989625,0.75536227,0.94443023,1,0.77630436,FRPL,1,0.76729208,1,0.7846154,1,0.83318853,1,0.711729469,0.7560639351,0.6673950028,1,0.68290442,1
01,045,Alabama,Dale County,48956,17222.65,45386.75,95069.02,2,0.3580902,0.3923348,0.3238456,1,1.7948528222,1.83892567,2,32,0.0050054747,32,32,1,0.603999329,0.6355680364,0.5724306216,0.0354155398,0.0473460132,0.0234850665,0.0459861015,0.0595062437,0.0324659593,0.2336551733,0.2609694954,0.2063408512,0.0074493329,0.0129997503,0.0018989155,0.0734945236,0.0903384019,0.0566506452,2,1,1,0.10073359,0.09678819,0.10467898,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5012431493115893,1,13.21396436926399,1,0,1,0.7141000931147661,1,0.8878559288715145,1,0.9359293912790136,1,0.2799349134226053,1,14.04,14.61,1,1,489.57867,2673.384,98.1114118940868,2,712.2558,1,0.99848944,0,2,0.8807471317,0.9536105112,0.8078837521,2,0.3053140097,0.3974412562,0.2131867631,2,0.89664298,0.76155776,1.0317283,1,1,FRPL,1,1,1,1,1,1,1,0.7152931693,0.7375733622,0.6930129764,2,0.95811719,1
01,047,Alabama,Dallas County,38310,10130.97,28164.1,73246.91,2,0.5616224,0.600065,0.5231799,1,1.4754279278,1.3742239604,2,209,0.034414623,209,209,1,0.3059393991,0.3738262774,0.2380525208,0.023149827,0.0453040892,9.955647e-4,0.122151421,0.1703937766,0.0739090655,0.4737394484,0.5472990929,0.400179804,0,0,0,0.0750199045,0.1138281389,0.03621167,2,1,1,0.10073359,0.09678819,0.10467898,3,0,3,0,3,0,3,1.4026022304832715,3,0.6138167564919157,1,9.516833165664552,1,0.4552135216787785,1,0.22577042456065896,1,0.9644919333985138,3,0.972117910719231,2,0.5466888978573516,1,0.31,4.49,1,1,948.61658,4386.0767,100,1,952.24969,27,0.99581587,0,2,0.8890210077,1.0429330072,0.7351090082,3,0.4557716437,0.6687868749,0.2427564124,3,0.73880881,0.61471194,0.86290568,1,1,Both,3,1,3,1,3,1,3,0.6030012584,0.6571196551,0.5488828617,2,0.67204309,1
