year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,pctl_income_20,pctl_income_20_lb,pctl_income_20_ub,pctl_income_20_quality,pctl_income_50,pctl_income_50_lb,pctl_income_50_ub,pctl_income_50_quality,pctl_income_80,pctl_income_80_lb,pctl_income_80_ub,pctl_income_80_quality,rate_juv_arrest,rate_juv_arrest_quality,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2014,01,50000,Alabama,Mobile city,TRUE,Male,gender,26486,22325,31648,Weak,64166,60156,68177,Weak,125927,117353,133680,Weak,NA,NA,0.6615,0.513,0.8101,Weak,0.59,0.57,0.61,Strong,0.7254,0.6915,0.7593,Weak
2014,01,50000,Alabama,Mobile city,TRUE,Female,gender,15552,14096,17512,Weak,38696,35994,42377,Weak,85288,80157,91075,Weak,NA,NA,0.9046,0.8301,0.9792,Weak,0.74,0.72,0.76,Strong,0.6717,0.6422,0.7011,Weak
2014,01,51000,Alabama,Montgomery city,TRUE,All,all,23795,22250,25748,Weak,62438,60022,65435,Weak,128310,122999,132611,Weak,NA,NA,0.832,0.7733,0.8908,Weak,0.79,0.77,0.81,Strong,0.7407,0.7204,0.7609,Weak
2014,01,51000,Alabama,Montgomery city,TRUE,Male,gender,34356,30404,37590,Weak,81936,78411,85350,Weak,150087,145205,158216,Weak,NA,NA,0.7731,0.6797,0.8665,Weak,0.86,0.83,0.89,Strong,0.808,0.7825,0.8336,Weak
2014,01,51000,Alabama,Montgomery city,TRUE,Female,gender,17781,16263,20474,Weak,49062,45013,52564,Weak,102305,97868,111227,Weak,NA,NA,0.8912,0.8187,0.9637,Weak,0.91,0.88,0.94,Strong,0.6827,0.6538,0.7116,Weak
2014,01,77256,Alabama,Tuscaloosa city,TRUE,All,all,19345,17781,20730,Marginal,50256,46669,53415,Marginal,106687,99575,112291,Marginal,NA,NA,0.9371,0.9033,0.9709,Marginal,0.98,0.95,1.01,Strong,0.6991,0.6761,0.722,Marginal
2014,01,77256,Alabama,Tuscaloosa city,TRUE,Male,gender,26459,23394,29186,Marginal,63585,58598,68177,Marginal,118466,114965,129163,Marginal,NA,NA,0.9065,0.8496,0.9634,Marginal,0.91,0.87,0.96,Strong,0.7649,0.732,0.7978,Marginal
2014,01,77256,Alabama,Tuscaloosa city,TRUE,Female,gender,15537,13656,17070,Marginal,37270,33956,41460,Marginal,81539,75652,90899,Marginal,NA,NA,0.9737,0.9479,0.9996,Marginal,0.98,0.94,1.03,Strong,0.6404,0.6064,0.6743,Marginal
2014,02,03000,Alaska,Anchorage municipality,TRUE,All,all,47918,43561,51135,Marginal,104939,101578,108904,Marginal,189612,184642,196305,Marginal,NA,NA,0.8471,0.7836,0.9107,Marginal,1.2,1.18,1.22,Strong,0.8168,0.7979,0.8356,Marginal
2014,02,03000,Alaska,Anchorage municipality,TRUE,Male,gender,58322,51922,65646,Marginal,115125,109618,120926,Marginal,199151,192112,207739,Marginal,NA,NA,0.8427,0.7635,0.9218,Marginal,1.21,1.19,1.23,Strong,0.861,0.8399,0.8821,Marginal
2014,02,03000,Alaska,Anchorage municipality,TRUE,Female,gender,37318,33687,42377,Marginal,92362,86100,98739,Marginal,177794,166405,188477,Marginal,NA,NA,0.8519,0.7653,0.9385,Marginal,1.18,1.16,1.2,Strong,0.7724,0.7415,0.8033,Marginal
2014,04,04720,Arizona,Avondale city,TRUE,All,all,33420,29410,37314,Marginal,69516,65197,78508,Marginal,126589,120312,138202,Marginal,NA,NA,0.852,0.766,0.9381,Marginal,1.24,1.2,1.27,Strong,0.7785,0.7445,0.8125,Marginal
2014,04,04720,Arizona,Avondale city,TRUE,Male,gender,33168,27166,42289,Marginal,77420,69516,86892,Marginal,138202,130325,151058,Marginal,NA,NA,0.8533,0.7589,0.9478,Marginal,1.21,1.17,1.25,Strong,0.8258,0.7785,0.8731,Marginal
2014,04,04720,Arizona,Avondale city,TRUE,Female,gender,33420,27640,34757,Marginal,62191,55834,69101,Marginal,116970,109732,125763,Marginal,NA,NA,0.8503,0.7152,0.9853,Marginal,1.26,1.22,1.3,Strong,0.7345,0.6919,0.7771,Marginal
2014,04,07940,Arizona,Buckeye town,TRUE,All,all,31783,27166,34636,Marginal,70630,66840,76840,Marginal,128527,121649,136086,Marginal,NA,NA,0.8267,0.7221,0.9313,Marginal,1.16,1.12,1.21,Strong,0.7383,0.7111,0.7654,Marginal
2014,04,07940,Arizona,Buckeye town,TRUE,Male,gender,35241,28524,40104,Marginal,77946,69543,87758,Marginal,136086,124322,149258,Marginal,NA,NA,NA,NA,NA,NA,1.11,1.06,1.16,Strong,0.8437,0.8118,0.8756,Marginal
2014,04,07940,Arizona,Buckeye town,TRUE,Female,gender,27166,22191,32615,Marginal,65740,60691,73123,Marginal,122243,111649,133680,Marginal,NA,NA,NA,NA,NA,NA,1.2,1.15,1.24,Strong,0.6423,0.5994,0.6852,Marginal
2014,04,12000,Arizona,Chandler city,TRUE,All,all,36132,34550,38047,Weak,81495,78871,84220,Weak,155069,152125,159899,Weak,NA,NA,0.8794,0.838,0.9207,Weak,1.16,1.14,1.18,Strong,0.7868,0.7735,0.8001,Weak
2014,04,12000,Arizona,Chandler city,TRUE,Male,gender,43561,42134,46120,Weak,95715,90937,99575,Weak,170403,166405,175516,Weak,NA,NA,0.8527,0.793,0.9125,Weak,1.16,1.14,1.18,Strong,0.8609,0.846,0.8759,Weak
2014,04,12000,Arizona,Chandler city,TRUE,Female,gender,28450,27166,30746,Weak,67956,64582,71524,Weak,137690,131292,143826,Weak,NA,NA,0.9102,0.8509,0.9696,Weak,1.16,1.14,1.18,Strong,0.715,0.6962,0.7337,Weak
2014,04,23620,Arizona,Flagstaff city,TRUE,All,all,25265,22507,29042,Weak,65151,61594,68592,Weak,130685,125659,137365,Weak,NA,NA,0.9351,0.9056,0.9645,Weak,1.11,1.08,1.14,Strong,0.7521,0.7287,0.7755,Weak
2014,04,23620,Arizona,Flagstaff city,TRUE,Male,gender,29767,25132,32718,Weak,75392,70630,80208,Weak,140413,132674,147940,Weak,NA,NA,0.9131,0.8706,0.9556,Weak,1.09,1.06,1.13,Strong,0.7748,0.7458,0.8038,Weak
2014,04,23620,Arizona,Flagstaff city,TRUE,Female,gender,22191,19893,26120,Weak,56900,53913,60986,Weak,119255,109533,129993,Weak,NA,NA,0.9518,0.9162,0.9875,Weak,1.12,1.09,1.16,Strong,0.7295,0.6969,0.7621,Weak
2014,04,27400,Arizona,Gilbert town,TRUE,All,all,54330,51210,57046,Strong,110954,108661,114131,Strong,200668,195975,206455,Strong,NA,NA,0.9364,0.8988,0.974,Strong,1.08,1.06,1.1,Strong,0.805,0.7915,0.8185,Strong
2014,04,27400,Arizona,Gilbert town,TRUE,Male,gender,62480,58322,66840,Strong,126179,120373,131292,Strong,223326,213452,234714,Strong,NA,NA,0.9459,0.9079,0.984,Strong,1.06,1.03,1.08,Strong,0.8905,0.8761,0.905,Strong
2014,04,27400,Arizona,Gilbert town,TRUE,Female,gender,44916,40948,48125,Strong,96730,91571,100887,Strong,173120,162580,181805,Strong,NA,NA,0.9241,0.8467,1,Strong,1.11,1.08,1.13,Strong,0.7253,0.7051,0.7456,Strong
2014,04,27820,Arizona,Glendale city,TRUE,All,all,26335,24047,28088,Strong,64109,60311,66439,Strong,127145,122243,133680,Strong,NA,NA,0.8178,0.7578,0.8777,Strong,1.21,1.19,1.23,Strong,0.7217,0.7012,0.7423,Strong
2014,04,27820,Arizona,Glendale city,TRUE,Male,gender,34088,31548,38031,Strong,73524,69101,81124,Strong,146012,138202,153957,Strong,NA,NA,0.7729,0.6742,0.8715,Strong,1.21,1.18,1.23,Strong,0.7925,0.7648,0.8201,Strong
2014,04,27820,Arizona,Glendale city,TRUE,Female,gender,20854,17913,23795,Strong,50935,46452,55281,Strong,108080,103228,115451,Strong,NA,NA,0.8729,0.799,0.9469,Strong,1.2,1.18,1.22,Strong,0.6569,0.6227,0.691,Strong
2014,04,28380,Arizona,Goodyear city,TRUE,All,all,46789,43396,53472,Marginal,96250,89831,102820,Marginal,153404,146692,163090,Marginal,NA,NA,0.8937,0.8107,0.9767,Marginal,NA,NA,NA,NA,0.7929,0.7555,0.8303,Marginal
2014,04,28380,Arizona,Goodyear city,TRUE,Male,gender,56525,46381,67174,Marginal,105033,97586,113325,Marginal,168606,155792,180468,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8531,0.8075,0.8986,Marginal
2014,04,28380,Arizona,Goodyear city,TRUE,Female,gender,42778,34966,47539,Marginal,80137,69514,89831,Marginal,140364,131751,149722,Marginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7368,0.6871,0.7864,Marginal
2014,04,46000,Arizona,Mesa city,TRUE,All,all,31239,29882,32297,Marginal,69272,68247,70699,Marginal,135186,131809,138525,Marginal,NA,NA,0.8659,0.8313,0.9004,Marginal,1.04,1.03,1.06,Strong,0.7679,0.759,0.7767,Marginal
2014,04,46000,Arizona,Mesa city,TRUE,Male,gender,36348,34228,38767,Marginal,76815,74704,78807,Marginal,145205,142251,148980,Marginal,NA,NA,0.8442,0.7924,0.896,Marginal,1.03,1.01,1.04,Strong,0.8221,0.8085,0.8356,Marginal
2014,04,46000,Arizona,Mesa city,TRUE,Female,gender,26201,24684,27916,Marginal,60118,58082,62329,Marginal,123533,119068,128065,Marginal,NA,NA,0.888,0.8381,0.9379,Marginal,1.06,1.05,1.08,Strong,0.7133,0.7007,0.7258,Marginal
2014,04,54050,Arizona,Peoria city,TRUE,All,all,38366,35517,40748,Marginal,77534,74704,81495,Marginal,145112,138733,153404,Marginal,NA,NA,0.9028,0.8381,0.9674,Marginal,NA,NA,NA,NA,0.7931,0.7747,0.8115,Marginal
2014,04,54050,Arizona,Peoria city,TRUE,Male,gender,46521,44114,49595,Marginal,92871,85978,98923,Marginal,158932,153075,167100,Marginal,NA,NA,0.9049,0.8185,0.9913,Marginal,NA,NA,NA,NA,0.8373,0.8106,0.8639,Marginal
2014,04,54050,Arizona,Peoria city,TRUE,Female,gender,30746,29410,34135,Marginal,65370,61122,69406,Marginal,128390,120713,136647,Marginal,NA,NA,0.9003,0.811,0.9896,Marginal,NA,NA,NA,NA,0.7517,0.7254,0.778,Marginal
2014,04,55000,Arizona,Phoenix city,TRUE,All,all,27060,26487,27590,Marginal,64762,63745,65503,Marginal,134711,133005,136267,Marginal,NA,NA,0.8238,0.8069,0.8407,Marginal,1.14,1.11,1.16,Strong,0.7361,0.7302,0.742,Marginal
2014,04,55000,Arizona,Phoenix city,TRUE,Male,gender,31786,30783,32598,Marginal,72603,71125,74093,Marginal,146494,144479,149363,Marginal,NA,NA,0.7819,0.7549,0.8088,Marginal,1.12,1.09,1.15,Strong,0.8132,0.8054,0.821,Marginal
2014,04,55000,Arizona,Phoenix city,TRUE,Female,gender,22943,22112,23770,Marginal,56616,55281,57216,Marginal,117638,115451,121342,Marginal,NA,NA,0.8656,0.8387,0.8926,Marginal,1.15,1.12,1.18,Strong,0.6588,0.651,0.6667,Marginal
2014,04,65000,Arizona,Scottsdale city,TRUE,All,all,34141,32718,36012,Weak,78411,75962,81314,Weak,161311,157330,165842,Weak,NA,NA,0.797,0.7466,0.8474,Weak,1.04,0.99,1.09,Strong,0.7486,0.735,0.7622,Weak
2014,04,65000,Arizona,Scottsdale city,TRUE,Male,gender,40748,38031,43244,Weak,88496,85555,92206,Weak,175214,169782,181326,Weak,NA,NA,0.734,0.6591,0.8089,Weak,1.02,0.97,1.08,Strong,0.8198,0.803,0.8366,Weak
2014,04,65000,Arizona,Scottsdale city,TRUE,Female,gender,28193,25889,30494,Weak,68177,65197,70984,Weak,142251,135041,150723,Weak,NA,NA,0.8632,0.8015,0.925,Weak,1.04,0.99,1.09,Strong,0.677,0.6592,0.6949,Weak
2014,04,71510,Arizona,Surprise city,TRUE,All,all,41460,38696,44225,Strong,79186,75588,82854,Strong,136086,129474,142901,Strong,NA,NA,0.8998,0.7945,1,Strong,1.1,1.07,1.12,Strong,0.7899,0.7631,0.8166,Strong
2014,04,71510,Arizona,Surprise city,TRUE,Male,gender,47126,42106,51964,Strong,83668,78775,89432,Strong,143730,135825,153732,Strong,NA,NA,NA,NA,NA,NA,1.13,1.11,1.16,Strong,0.8681,0.8326,0.9037,Strong
2014,04,71510,Arizona,Surprise city,TRUE,Female,gender,36402,33005,39970,Strong,70483,67913,78871,Strong,124960,116089,134616,Strong,NA,NA,NA,NA,NA,NA,1.06,1.03,1.08,Strong,0.7173,0.6737,0.7609,Strong
2014,04,73000,Arizona,Tempe city,TRUE,All,all,25399,23898,27212,Weak,64434,60986,67233,Weak,126602,121973,133153,Weak,NA,NA,0.9409,0.9114,0.9705,Weak,1.08,1.05,1.1,Strong,0.7682,0.7503,0.786,Weak
2014,04,73000,Arizona,Tempe city,TRUE,Male,gender,30202,27672,33685,Weak,69114,65740,73257,Weak,140330,131292,147047,Weak,NA,NA,0.9445,0.9079,0.9811,Weak,1.06,1.04,1.09,Strong,0.8281,0.8045,0.8518,Weak
2014,04,73000,Arizona,Tempe city,TRUE,Female,gender,20453,17860,23524,Weak,56146,52932,60986,Weak,113231,107452,120913,Weak,NA,NA,0.9369,0.8929,0.9808,Weak,1.09,1.07,1.12,Strong,0.7025,0.6754,0.7297,Weak
2014,04,77000,Arizona,Tucson city,TRUE,All,all,23362,22458,24313,Marginal,56049,55194,57482,Marginal,113628,111808,115451,Marginal,NA,NA,0.8894,0.8671,0.9117,Marginal,1.11,1.09,1.14,Strong,0.74,0.7291,0.7508,Marginal
2014,04,77000,Arizona,Tucson city,TRUE,Male,gender,28605,27166,30404,Marginal,65343,63890,67641,Marginal,125251,121755,129406,Marginal,NA,NA,0.8691,0.84,0.8982,Marginal,1.1,1.07,1.13,Strong,0.7987,0.7843,0.8131,Marginal
2014,04,77000,Arizona,Tucson city,TRUE,Female,gender,19348,18472,20374,Marginal,47539,45804,49033,Marginal,99575,96741,102646,Marginal,NA,NA,0.9086,0.8777,0.9394,Marginal,1.13,1.1,1.16,Strong,0.6822,0.6668,0.6975,Marginal
2014,04,85540,Arizona,Yuma city,TRUE,All,all,25557,24449,27003,Marginal,55281,52710,57354,Marginal,105862,102265,109747,Marginal,NA,NA,0.7979,0.7404,0.8554,Marginal,1.17,1.13,1.2,Strong,0.7117,0.6917,0.7316,Marginal
2014,04,85540,Arizona,Yuma city,TRUE,Male,gender,30404,28875,32484,Marginal,61712,57907,66011,Marginal,112291,108904,117471,Marginal,NA,NA,0.795,0.7102,0.8798,Marginal,1.17,1.13,1.2,Strong,0.8287,0.8043,0.8531,Marginal
2014,04,85540,Arizona,Yuma city,TRUE,Female,gender,19015,17378,20730,Marginal,43824,42106,47030,Marginal,95735,90769,102269,Marginal,NA,NA,0.8011,0.7174,0.8848,Marginal,1.17,1.14,1.21,Strong,0.599,0.5708,0.6273,Marginal
2014,05,23290,Arkansas,Fayetteville city,TRUE,All,all,24183,22617,25807,Marginal,56132,54330,58953,Marginal,122243,116164,130739,Marginal,NA,NA,0.9168,0.8798,0.9538,Marginal,1.1,1.06,1.14,Strong,0.7791,0.7596,0.7985,Marginal
2014,05,23290,Arkansas,Fayetteville city,TRUE,Male,gender,28608,25807,32083,Marginal,65435,61712,69699,Marginal,140850,135438,148385,Marginal,NA,NA,0.8905,0.8385,0.9426,Marginal,1.07,1.03,1.11,Strong,0.8569,0.8331,0.8806,Marginal
2014,05,23290,Arkansas,Fayetteville city,TRUE,Female,gender,20374,17779,22665,Marginal,47797,44738,51922,Marginal,98153,92607,108350,Marginal,NA,NA,0.9382,0.8901,0.9862,Marginal,1.14,1.1,1.18,Strong,0.6993,0.6718,0.7268,Marginal
2014,05,24550,Arkansas,Fort Smith city,TRUE,All,all,22325,20730,23898,Marginal,52517,50397,54809,Marginal,99492,95567,102269,Marginal,NA,NA,0.8775,0.814,0.9411,Marginal,1.14,1.11,1.17,Strong,0.7311,0.709,0.7533,Marginal
2014,05,24550,Arkansas,Fort Smith city,TRUE,Male,gender,28461,26032,30968,Marginal,62480,58045,65343,Marginal,108904,102684,120230,Marginal,NA,NA,0.9358,0.8703,1,Marginal,1.14,1.1,1.18,Strong,0.7921,0.7636,0.8207,Marginal
2014,05,24550,Arkansas,Fort Smith city,TRUE,Female,gender,19348,16867,20592,Marginal,43601,40769,46181,Marginal,86204,78775,92748,Marginal,NA,NA,0.8128,0.7068,0.9188,Marginal,1.12,1.09,1.16,Strong,0.6723,0.6425,0.702,Marginal
2014,05,35710,Arkansas,Jonesboro city,TRUE,All,all,21200,20374,22191,Marginal,50798,48498,52999,Marginal,101578,96741,105607,Marginal,NA,NA,0.8703,0.8134,0.9272,Marginal,0.84,0.78,0.9,Strong,0.7235,0.7028,0.7442,Marginal
2014,05,35710,Arkansas,Jonesboro city,TRUE,Male,gender,28524,26136,31010,Marginal,60986,57326,63838,Marginal,114712,108661,120771,Marginal,NA,NA,0.861,0.7814,0.9406,Marginal,0.79,0.73,0.86,Strong,0.7829,0.7555,0.8103,Marginal
2014,05,35710,Arkansas,Jonesboro city,TRUE,Female,gender,16999,15617,18242,Marginal,40238,36495,42842,Marginal,84218,79776,92463,Marginal,NA,NA,0.879,0.7971,0.9608,Marginal,0.91,0.84,0.98,Strong,0.6657,0.6351,0.6964,Marginal
2014,05,41000,Arkansas,Little Rock city,TRUE,All,all,26736,25671,28450,Strong,62191,60443,64166,Strong,130338,124381,135825,Strong,NA,NA,0.8708,0.801,0.9406,Strong,0.99,0.96,1.01,Strong,0.7521,0.7312,0.773,Strong
2014,05,41000,Arkansas,Little Rock city,TRUE,Male,gender,34550,31786,37028,Strong,75507,70751,80810,Strong,155201,145205,168882,Strong,NA,NA,0.8877,0.8088,0.9667,Strong,1,0.97,1.03,Strong,0.8115,0.7847,0.8384,Strong
2014,05,41000,Arkansas,Little Rock city,TRUE,Female,gender,22112,20177,24176,Strong,51886,48125,54767,Strong,104548,100918,113090,Strong,NA,NA,0.8455,0.7122,0.9788,Strong,1,0.97,1.03,Strong,0.6975,0.6684,0.7265,Strong
2014,05,66080,Arkansas,Springdale city,TRUE,All,all,24876,23472,26736,Weak,58045,55477,60578,Weak,124322,118853,131556,Weak,NA,NA,0.9164,0.8819,0.9509,Weak,0.95,0.93,0.98,Strong,0.7784,0.7605,0.7963,Weak
2014,05,66080,Arkansas,Springdale city,TRUE,Male,gender,29887,27009,33397,Weak,66840,63890,72167,Weak,142348,136820,149272,Weak,NA,NA,0.8891,0.8408,0.9374,Weak,0.93,0.9,0.96,Strong,0.8576,0.8362,0.879,Weak
2014,05,66080,Arkansas,Springdale city,TRUE,Female,gender,21338,18715,22803,Weak,48490,46022,52517,Weak,100611,93977,110356,Weak,NA,NA,0.9388,0.8933,0.9843,Weak,0.99,0.96,1.02,Strong,0.6973,0.6715,0.7231,Weak
2014,06,00562,California,Alameda city,TRUE,All,all,40104,37430,42842,Marginal,93286,85823,98676,Marginal,175792,168424,186848,Marginal,NA,NA,0.8911,0.8015,0.9807,Marginal,1.03,0.99,1.07,Strong,0.8024,0.7798,0.8249,Marginal
2014,06,00562,California,Alameda city,TRUE,Male,gender,46435,41460,50582,Marginal,97296,91237,104270,Marginal,190156,176573,207440,Marginal,NA,NA,NA,NA,NA,NA,0.97,0.92,1.01,Strong,0.8428,0.8122,0.8735,Marginal
2014,06,00562,California,Alameda city,TRUE,Female,gender,33859,28262,38696,Marginal,86238,80221,95418,Marginal,165842,154786,178329,Marginal,NA,NA,NA,NA,NA,NA,1.08,1.04,1.13,Strong,0.7624,0.7335,0.7913,Marginal
2014,06,00884,California,Alhambra city,TRUE,All,all,32083,27844,34757,Marginal,80208,74704,86892,Marginal,161696,150640,173194,Marginal,NA,NA,0.9621,0.9221,1,Marginal,1.24,1.21,1.27,Strong,0.7914,0.7634,0.8193,Marginal
2014,06,00884,California,Alhambra city,TRUE,Male,gender,35314,30153,43847,Marginal,87472,79466,93576,Marginal,172752,160416,187401,Marginal,NA,NA,0.9662,0.9215,1,Marginal,1.21,1.17,1.25,Strong,0.8375,0.8025,0.8725,Marginal
2014,06,00884,California,Alhambra city,TRUE,Female,gender,27939,24062,33286,Marginal,71999,64166,82645,Marginal,142617,135825,165842,Marginal,NA,NA,NA,NA,NA,NA,1.27,1.23,1.3,Strong,0.7464,0.708,0.7848,Marginal
2014,06,02000,California,Anaheim city,TRUE,All,all,33554,31924,36673,Weak,81144,77401,84303,Weak,161218,154841,167066,Weak,NA,NA,0.8803,0.8322,0.9284,Weak,1.1,1.07,1.13,Strong,0.7623,0.7452,0.7795,Weak
2014,06,02000,California,Anaheim city,TRUE,Male,gender,40748,38767,46989,Weak,95497,88966,101062,Weak,173784,167100,180468,Weak,NA,NA,0.8404,0.7661,0.9147,Weak,1.07,1.03,1.1,Strong,0.8465,0.8264,0.8666,Weak
2014,06,02000,California,Anaheim city,TRUE,Female,gender,27939,24992,30907,Weak,68712,63838,74353,Weak,142617,133652,152125,Weak,NA,NA,0.9159,0.8563,0.9755,Weak,1.13,1.1,1.17,Strong,0.6788,0.656,0.7017,Weak
2014,06,02252,California,Antioch city,TRUE,All,all,32598,28340,37430,Strong,81677,74861,90234,Strong,164426,149409,173784,Strong,NA,NA,0.9022,0.8227,0.9816,Strong,0.96,0.93,0.99,Strong,0.6978,0.6636,0.7321,Strong
2014,06,02252,California,Antioch city,TRUE,Male,gender,41441,33956,47539,Strong,92180,82882,102934,Strong,180735,164598,198305,Strong,NA,NA,NA,NA,NA,NA,0.92,0.89,0.96,Strong,0.7466,0.7054,0.7879,Strong
2014,06,02252,California,Antioch city,TRUE,Female,gender,28659,25667,34826,Strong,72694,64395,81495,Strong,144283,133145,165842,Strong,NA,NA,NA,NA,NA,NA,1.01,0.98,1.04,Strong,0.6544,0.6023,0.7065,Strong
2014,06,02364,California,Apple Valley town,TRUE,All,all,25667,22726,27271,Marginal,59980,55688,64166,Marginal,120885,112826,129803,Marginal,NA,NA,0.9001,0.847,0.9531,Marginal,1.04,1.01,1.08,Strong,0.6031,0.5723,0.634,Marginal
2014,06,02364,California,Apple Valley town,TRUE,Male,gender,32083,28073,38421,Marginal,67913,63567,74704,Marginal,136354,120312,150767,Marginal,NA,NA,NA,NA,NA,NA,0.96,0.92,1,Strong,0.6833,0.6405,0.7261,Marginal
2014,06,02364,California,Apple Valley town,TRUE,Female,gender,20854,17386,24597,Marginal,48354,41460,54675,Marginal,109476,98790,121161,Marginal,NA,NA,NA,NA,NA,NA,1.11,1.08,1.15,Strong,0.5269,0.487,0.5667,Marginal
2014,06,03526,California,Bakersfield city,TRUE,All,all,27916,26736,29882,Marginal,69273,67443,72694,Marginal,136220,131429,141666,Marginal,NA,NA,0.8987,0.8614,0.9359,Marginal,1.09,1.05,1.13,Strong,0.7167,0.6977,0.7357,Marginal
2014,06,03526,California,Bakersfield city,TRUE,Male,gender,34757,31014,39302,Marginal,82921,80208,86929,Marginal,147048,138542,156168,Marginal,NA,NA,0.9203,0.8781,0.9625,Marginal,1.05,1,1.09,Strong,0.8193,0.7967,0.8418,Marginal
2014,06,03526,California,Bakersfield city,TRUE,Female,gender,23227,21456,25807,Marginal,55860,52517,59627,Marginal,119644,113601,129135,Marginal,NA,NA,0.8709,0.8164,0.9255,Marginal,1.13,1.09,1.17,Strong,0.6152,0.5875,0.6428,Marginal
2014,06,04982,California,Bellflower city,TRUE,All,all,29339,25671,32598,Marginal,61362,58405,64109,Marginal,115180,109747,122724,Marginal,NA,NA,0.9141,0.8667,0.9615,Marginal,1.17,1.14,1.21,Strong,0.7337,0.7135,0.7538,Marginal
