year,state,county,state_name,county_name,in_universe,subgroup,subgroup_type,share_low_birth_weight,share_low_birth_weight_lb,share_low_birth_weight_ub,share_low_birth_weight_quality
2014,01,009,Alabama,Blount County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,009,Alabama,Blount County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,009,Alabama,Blount County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,011,Alabama,Bullock County,TRUE,All,all,NA,NA,NA,NA
2014,01,011,Alabama,Bullock County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,011,Alabama,Bullock County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,011,Alabama,Bullock County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,011,Alabama,Bullock County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,013,Alabama,Butler County,TRUE,All,all,NA,NA,NA,NA
2014,01,013,Alabama,Butler County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,013,Alabama,Butler County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,013,Alabama,Butler County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,013,Alabama,Butler County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,015,Alabama,Calhoun County,TRUE,All,all,NA,NA,NA,NA
2014,01,015,Alabama,Calhoun County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,015,Alabama,Calhoun County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,015,Alabama,Calhoun County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,015,Alabama,Calhoun County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,017,Alabama,Chambers County,TRUE,All,all,NA,NA,NA,NA
2014,01,017,Alabama,Chambers County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,017,Alabama,Chambers County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,017,Alabama,Chambers County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,017,Alabama,Chambers County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,019,Alabama,Cherokee County,TRUE,All,all,NA,NA,NA,NA
2014,01,019,Alabama,Cherokee County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,019,Alabama,Cherokee County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,019,Alabama,Cherokee County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,019,Alabama,Cherokee County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,021,Alabama,Chilton County,TRUE,All,all,NA,NA,NA,NA
2014,01,021,Alabama,Chilton County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,021,Alabama,Chilton County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,021,Alabama,Chilton County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,021,Alabama,Chilton County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,023,Alabama,Choctaw County,TRUE,All,all,NA,NA,NA,NA
2014,01,023,Alabama,Choctaw County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,023,Alabama,Choctaw County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,023,Alabama,Choctaw County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,023,Alabama,Choctaw County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,025,Alabama,Clarke County,TRUE,All,all,NA,NA,NA,NA
2014,01,025,Alabama,Clarke County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,025,Alabama,Clarke County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,025,Alabama,Clarke County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,025,Alabama,Clarke County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,027,Alabama,Clay County,TRUE,All,all,NA,NA,NA,NA
2014,01,027,Alabama,Clay County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,027,Alabama,Clay County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,027,Alabama,Clay County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,027,Alabama,Clay County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,029,Alabama,Cleburne County,TRUE,All,all,NA,NA,NA,NA
2014,01,029,Alabama,Cleburne County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,029,Alabama,Cleburne County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,029,Alabama,Cleburne County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,029,Alabama,Cleburne County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,031,Alabama,Coffee County,TRUE,All,all,NA,NA,NA,NA
2014,01,031,Alabama,Coffee County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,031,Alabama,Coffee County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,031,Alabama,Coffee County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,031,Alabama,Coffee County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,033,Alabama,Colbert County,TRUE,All,all,NA,NA,NA,NA
2014,01,033,Alabama,Colbert County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,033,Alabama,Colbert County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,033,Alabama,Colbert County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,033,Alabama,Colbert County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,035,Alabama,Conecuh County,TRUE,All,all,NA,NA,NA,NA
2014,01,035,Alabama,Conecuh County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,035,Alabama,Conecuh County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,035,Alabama,Conecuh County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,035,Alabama,Conecuh County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,037,Alabama,Coosa County,TRUE,All,all,NA,NA,NA,NA
2014,01,037,Alabama,Coosa County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,037,Alabama,Coosa County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,037,Alabama,Coosa County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,037,Alabama,Coosa County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,039,Alabama,Covington County,TRUE,All,all,NA,NA,NA,NA
2014,01,039,Alabama,Covington County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,039,Alabama,Covington County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,039,Alabama,Covington County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,039,Alabama,Covington County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,041,Alabama,Crenshaw County,TRUE,All,all,NA,NA,NA,NA
2014,01,041,Alabama,Crenshaw County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,041,Alabama,Crenshaw County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,041,Alabama,Crenshaw County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,041,Alabama,Crenshaw County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,043,Alabama,Cullman County,TRUE,All,all,NA,NA,NA,NA
2014,01,043,Alabama,Cullman County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,043,Alabama,Cullman County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,043,Alabama,Cullman County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,043,Alabama,Cullman County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,045,Alabama,Dale County,TRUE,All,all,NA,NA,NA,NA
2014,01,045,Alabama,Dale County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,045,Alabama,Dale County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,045,Alabama,Dale County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,045,Alabama,Dale County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,047,Alabama,Dallas County,TRUE,All,all,NA,NA,NA,NA
2014,01,047,Alabama,Dallas County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,047,Alabama,Dallas County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,047,Alabama,Dallas County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,047,Alabama,Dallas County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,049,Alabama,DeKalb County,TRUE,All,all,NA,NA,NA,NA
2014,01,049,Alabama,DeKalb County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,049,Alabama,DeKalb County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,049,Alabama,DeKalb County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,049,Alabama,DeKalb County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,051,Alabama,Elmore County,TRUE,All,all,NA,NA,NA,NA
2014,01,051,Alabama,Elmore County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,051,Alabama,Elmore County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,051,Alabama,Elmore County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,051,Alabama,Elmore County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,053,Alabama,Escambia County,TRUE,All,all,NA,NA,NA,NA
2014,01,053,Alabama,Escambia County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,053,Alabama,Escambia County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,053,Alabama,Escambia County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,053,Alabama,Escambia County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,055,Alabama,Etowah County,TRUE,All,all,NA,NA,NA,NA
2014,01,055,Alabama,Etowah County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,055,Alabama,Etowah County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,055,Alabama,Etowah County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,055,Alabama,Etowah County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,057,Alabama,Fayette County,TRUE,All,all,NA,NA,NA,NA
2014,01,057,Alabama,Fayette County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,057,Alabama,Fayette County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,057,Alabama,Fayette County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,057,Alabama,Fayette County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,059,Alabama,Franklin County,TRUE,All,all,NA,NA,NA,NA
2014,01,059,Alabama,Franklin County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,059,Alabama,Franklin County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,059,Alabama,Franklin County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,059,Alabama,Franklin County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,061,Alabama,Geneva County,TRUE,All,all,NA,NA,NA,NA
2014,01,061,Alabama,Geneva County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,061,Alabama,Geneva County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,061,Alabama,Geneva County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,061,Alabama,Geneva County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,063,Alabama,Greene County,TRUE,All,all,NA,NA,NA,NA
2014,01,063,Alabama,Greene County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,063,Alabama,Greene County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,063,Alabama,Greene County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,063,Alabama,Greene County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,065,Alabama,Hale County,TRUE,All,all,NA,NA,NA,NA
2014,01,065,Alabama,Hale County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,065,Alabama,Hale County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,065,Alabama,Hale County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,065,Alabama,Hale County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,067,Alabama,Henry County,TRUE,All,all,NA,NA,NA,NA
2014,01,067,Alabama,Henry County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,067,Alabama,Henry County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,067,Alabama,Henry County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,067,Alabama,Henry County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,069,Alabama,Houston County,TRUE,All,all,NA,NA,NA,NA
2014,01,069,Alabama,Houston County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,069,Alabama,Houston County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,069,Alabama,Houston County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,069,Alabama,Houston County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,071,Alabama,Jackson County,TRUE,All,all,NA,NA,NA,NA
2014,01,071,Alabama,Jackson County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,071,Alabama,Jackson County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,071,Alabama,Jackson County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,071,Alabama,Jackson County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,073,Alabama,Jefferson County,TRUE,All,all,NA,NA,NA,NA
2014,01,073,Alabama,Jefferson County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,073,Alabama,Jefferson County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,073,Alabama,Jefferson County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,073,Alabama,Jefferson County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,075,Alabama,Lamar County,TRUE,All,all,NA,NA,NA,NA
2014,01,075,Alabama,Lamar County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,075,Alabama,Lamar County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,075,Alabama,Lamar County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,075,Alabama,Lamar County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,077,Alabama,Lauderdale County,TRUE,All,all,NA,NA,NA,NA
2014,01,077,Alabama,Lauderdale County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,077,Alabama,Lauderdale County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,077,Alabama,Lauderdale County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,077,Alabama,Lauderdale County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,079,Alabama,Lawrence County,TRUE,All,all,NA,NA,NA,NA
2014,01,079,Alabama,Lawrence County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,079,Alabama,Lawrence County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,079,Alabama,Lawrence County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,079,Alabama,Lawrence County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,081,Alabama,Lee County,TRUE,All,all,NA,NA,NA,NA
2014,01,081,Alabama,Lee County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,081,Alabama,Lee County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,081,Alabama,Lee County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,081,Alabama,Lee County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,083,Alabama,Limestone County,TRUE,All,all,NA,NA,NA,NA
2014,01,083,Alabama,Limestone County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,083,Alabama,Limestone County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,083,Alabama,Limestone County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,083,Alabama,Limestone County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,085,Alabama,Lowndes County,TRUE,All,all,NA,NA,NA,NA
2014,01,085,Alabama,Lowndes County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,085,Alabama,Lowndes County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,085,Alabama,Lowndes County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,085,Alabama,Lowndes County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,087,Alabama,Macon County,TRUE,All,all,NA,NA,NA,NA
2014,01,087,Alabama,Macon County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,087,Alabama,Macon County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,087,Alabama,Macon County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,087,Alabama,Macon County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,089,Alabama,Madison County,TRUE,All,all,NA,NA,NA,NA
2014,01,089,Alabama,Madison County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,089,Alabama,Madison County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,089,Alabama,Madison County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,089,Alabama,Madison County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,091,Alabama,Marengo County,TRUE,All,all,NA,NA,NA,NA
2014,01,091,Alabama,Marengo County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,091,Alabama,Marengo County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,091,Alabama,Marengo County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,091,Alabama,Marengo County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,093,Alabama,Marion County,TRUE,All,all,NA,NA,NA,NA
2014,01,093,Alabama,Marion County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,093,Alabama,Marion County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,093,Alabama,Marion County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,093,Alabama,Marion County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,095,Alabama,Marshall County,TRUE,All,all,NA,NA,NA,NA
2014,01,095,Alabama,Marshall County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,095,Alabama,Marshall County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,095,Alabama,Marshall County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,095,Alabama,Marshall County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,097,Alabama,Mobile County,TRUE,All,all,NA,NA,NA,NA
2014,01,097,Alabama,Mobile County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,097,Alabama,Mobile County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,097,Alabama,Mobile County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,097,Alabama,Mobile County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,099,Alabama,Monroe County,TRUE,All,all,NA,NA,NA,NA
2014,01,099,Alabama,Monroe County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,099,Alabama,Monroe County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,099,Alabama,Monroe County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,099,Alabama,Monroe County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,101,Alabama,Montgomery County,TRUE,All,all,NA,NA,NA,NA
2014,01,101,Alabama,Montgomery County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,101,Alabama,Montgomery County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,101,Alabama,Montgomery County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,101,Alabama,Montgomery County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,103,Alabama,Morgan County,TRUE,All,all,NA,NA,NA,NA
2014,01,103,Alabama,Morgan County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,103,Alabama,Morgan County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,103,Alabama,Morgan County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,103,Alabama,Morgan County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,105,Alabama,Perry County,TRUE,All,all,NA,NA,NA,NA
2014,01,105,Alabama,Perry County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,105,Alabama,Perry County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,105,Alabama,Perry County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,105,Alabama,Perry County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,107,Alabama,Pickens County,TRUE,All,all,NA,NA,NA,NA
2014,01,107,Alabama,Pickens County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,107,Alabama,Pickens County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,107,Alabama,Pickens County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,107,Alabama,Pickens County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,109,Alabama,Pike County,TRUE,All,all,NA,NA,NA,NA
2014,01,109,Alabama,Pike County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,109,Alabama,Pike County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,109,Alabama,Pike County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,109,Alabama,Pike County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,111,Alabama,Randolph County,TRUE,All,all,NA,NA,NA,NA
2014,01,111,Alabama,Randolph County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,111,Alabama,Randolph County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,111,Alabama,Randolph County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,111,Alabama,Randolph County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,113,Alabama,Russell County,TRUE,All,all,NA,NA,NA,NA
2014,01,113,Alabama,Russell County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,113,Alabama,Russell County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,113,Alabama,Russell County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,113,Alabama,Russell County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,115,Alabama,St. Clair County,TRUE,All,all,NA,NA,NA,NA
2014,01,115,Alabama,St. Clair County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,115,Alabama,St. Clair County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,115,Alabama,St. Clair County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,115,Alabama,St. Clair County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,117,Alabama,Shelby County,TRUE,All,all,NA,NA,NA,NA
2014,01,117,Alabama,Shelby County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,117,Alabama,Shelby County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,117,Alabama,Shelby County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2014,01,117,Alabama,Shelby County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2014,01,119,Alabama,Sumter County,TRUE,All,all,NA,NA,NA,NA
2014,01,119,Alabama,Sumter County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2014,01,119,Alabama,Sumter County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2014,01,119,Alabama,Sumter County,TRUE,Some College,mothers-education,NA,NA,NA,NA
