year,state,place,subgroup_type,subgroup,share_digital_access,share_digital_access_quality,state_name,place_name
2021,04,23620,race-ethnicity,Other Races and Ethnicities,0.7559862012987013,1,Arizona,Flagstaff city
2021,04,23620,race-ethnicity,Black,0.3906382978723405,3,Arizona,Flagstaff city
2021,04,23620,race-ethnicity,Hispanic,0.7355652595827268,1,Arizona,Flagstaff city
2021,04,23620,race-ethnicity,White,0.7650747185630906,1,Arizona,Flagstaff city
2021,04,27400,all,All,0.9740551918215132,1,Arizona,Gilbert town
2021,04,27400,race-ethnicity,Other Races and Ethnicities,0.9743267695582756,1,Arizona,Gilbert town
2021,04,27400,race-ethnicity,Black,0.9538625569448484,2,Arizona,Gilbert town
2021,04,27400,race-ethnicity,Hispanic,0.9608979646431997,1,Arizona,Gilbert town
2021,04,27400,race-ethnicity,White,0.9750093922139766,1,Arizona,Gilbert town
2021,04,27820,all,All,0.8440035004172008,1,Arizona,Glendale city
2021,04,27820,race-ethnicity,Other Races and Ethnicities,0.8493262902177905,1,Arizona,Glendale city
2021,04,27820,race-ethnicity,Black,0.8115614767980128,1,Arizona,Glendale city
2021,04,27820,race-ethnicity,Hispanic,0.7962756467439785,1,Arizona,Glendale city
2021,04,27820,race-ethnicity,White,0.845262106395027,1,Arizona,Glendale city
2021,04,28380,all,All,0.915313237445409,1,Arizona,Goodyear city
2021,04,28380,race-ethnicity,Other Races and Ethnicities,0.9251267440398876,1,Arizona,Goodyear city
2021,04,28380,race-ethnicity,Black,0.9084745762711864,2,Arizona,Goodyear city
2021,04,28380,race-ethnicity,Hispanic,0.9056519651553604,1,Arizona,Goodyear city
2021,04,28380,race-ethnicity,White,0.9122610199598,1,Arizona,Goodyear city
2021,04,46000,all,All,0.9209043861199956,1,Arizona,Mesa city
2021,04,46000,race-ethnicity,Other Races and Ethnicities,0.9239877956656954,1,Arizona,Mesa city
2021,04,46000,race-ethnicity,Black,0.9034620808880396,1,Arizona,Mesa city
2021,04,46000,race-ethnicity,Hispanic,0.9090689839142287,1,Arizona,Mesa city
2021,04,46000,race-ethnicity,White,0.9210892360368071,1,Arizona,Mesa city
2021,04,54050,all,All,0.940308842877917,1,Arizona,Peoria city
2021,04,54050,race-ethnicity,Other Races and Ethnicities,0.9525948103792417,1,Arizona,Peoria city
2021,04,54050,race-ethnicity,Black,0.8918918918918919,2,Arizona,Peoria city
2021,04,54050,race-ethnicity,Hispanic,0.9317510493859148,1,Arizona,Peoria city
2021,04,54050,race-ethnicity,White,0.9391213462007456,1,Arizona,Peoria city
2021,04,55000,all,All,0.8765717711874473,1,Arizona,Phoenix city
2021,04,55000,race-ethnicity,Other Races and Ethnicities,0.8732252084235299,1,Arizona,Phoenix city
2021,04,55000,race-ethnicity,Black,0.838116859014752,1,Arizona,Phoenix city
2021,04,55000,race-ethnicity,Hispanic,0.8354301178062448,1,Arizona,Phoenix city
2021,04,55000,race-ethnicity,White,0.8823893878705976,1,Arizona,Phoenix city
2021,04,65000,all,All,0.9494145002827996,1,Arizona,Scottsdale city
2021,04,65000,race-ethnicity,Other Races and Ethnicities,0.9578219073279448,1,Arizona,Scottsdale city
2021,04,65000,race-ethnicity,Black,0.956439393939394,2,Arizona,Scottsdale city
2021,04,65000,race-ethnicity,Hispanic,0.9376930792377132,1,Arizona,Scottsdale city
2021,04,65000,race-ethnicity,White,0.9479891021038448,1,Arizona,Scottsdale city
2021,04,71510,all,All,0.9478977973568282,1,Arizona,Surprise city
2021,04,71510,race-ethnicity,Other Races and Ethnicities,0.935690053591622,1,Arizona,Surprise city
2021,04,71510,race-ethnicity,Black,0.8877892202755115,1,Arizona,Surprise city
2021,04,71510,race-ethnicity,Hispanic,0.9490684074527403,1,Arizona,Surprise city
2021,04,71510,race-ethnicity,White,0.9540150273104272,1,Arizona,Surprise city
2021,04,73000,all,All,0.8668973845758182,1,Arizona,Tempe city
2021,04,73000,race-ethnicity,Other Races and Ethnicities,0.8624928811295929,1,Arizona,Tempe city
2021,04,73000,race-ethnicity,Black,0.8306639596962178,1,Arizona,Tempe city
2021,04,73000,race-ethnicity,Hispanic,0.8406533575317604,1,Arizona,Tempe city
2021,04,73000,race-ethnicity,White,0.8730569948186528,1,Arizona,Tempe city
2021,04,77000,all,All,0.8664113555829325,1,Arizona,Tucson city
2021,04,77000,race-ethnicity,Other Races and Ethnicities,0.8547385930686954,1,Arizona,Tucson city
2021,04,77000,race-ethnicity,Black,0.791276898795088,1,Arizona,Tucson city
2021,04,77000,race-ethnicity,Hispanic,0.8828383937642611,1,Arizona,Tucson city
2021,04,77000,race-ethnicity,White,0.8774833582374215,1,Arizona,Tucson city
2021,04,85540,all,All,0.8712613237488702,1,Arizona,Yuma city
2021,04,85540,race-ethnicity,Other Races and Ethnicities,0.897377678285897,1,Arizona,Yuma city
2021,04,85540,race-ethnicity,Black,0.7117153138744502,2,Arizona,Yuma city
2021,04,85540,race-ethnicity,Hispanic,0.894600910097159,1,Arizona,Yuma city
2021,04,85540,race-ethnicity,White,0.8644575859765733,1,Arizona,Yuma city
2021,05,23290,all,All,0.8458889975019007,1,Arkansas,Fayetteville city
2021,05,23290,race-ethnicity,Other Races and Ethnicities,0.8675362318840579,1,Arkansas,Fayetteville city
2021,05,23290,race-ethnicity,Black,0.773086102441711,1,Arkansas,Fayetteville city
2021,05,23290,race-ethnicity,Hispanic,0.9025945789244818,1,Arkansas,Fayetteville city
2021,05,23290,race-ethnicity,White,0.8472323304450518,1,Arkansas,Fayetteville city
2021,05,24550,all,All,0.8317137214417164,1,Arkansas,Fort Smith city
2021,05,24550,race-ethnicity,Other Races and Ethnicities,0.8561238487164413,1,Arkansas,Fort Smith city
2021,05,24550,race-ethnicity,Black,0.7829052969502408,1,Arkansas,Fort Smith city
2021,05,24550,race-ethnicity,Hispanic,0.8196294151708164,1,Arkansas,Fort Smith city
2021,05,24550,race-ethnicity,White,0.8271180400890868,1,Arkansas,Fort Smith city
2021,05,35710,all,All,0.8329205366357069,1,Arkansas,Jonesboro city
2021,05,35710,race-ethnicity,Other Races and Ethnicities,0.8466854724964739,1,Arkansas,Jonesboro city
2021,05,35710,race-ethnicity,Black,0.7915853658536586,1,Arkansas,Jonesboro city
2021,05,35710,race-ethnicity,Hispanic,0.8182356423919479,1,Arkansas,Jonesboro city
2021,05,35710,race-ethnicity,White,0.8436609291134555,1,Arkansas,Jonesboro city
2021,05,41000,all,All,0.8568944936179065,1,Arkansas,Little Rock city
2021,05,41000,race-ethnicity,Other Races and Ethnicities,0.864062958255939,1,Arkansas,Little Rock city
2021,05,41000,race-ethnicity,Black,0.8299510399499573,1,Arkansas,Little Rock city
2021,05,41000,race-ethnicity,Hispanic,0.7319094676442461,1,Arkansas,Little Rock city
2021,05,41000,race-ethnicity,White,0.8781864789534718,1,Arkansas,Little Rock city
2021,05,66080,all,All,0.8140580064503359,1,Arkansas,Springdale city
2021,05,66080,race-ethnicity,Other Races and Ethnicities,0.7797036470009295,1,Arkansas,Springdale city
2021,05,66080,race-ethnicity,Black,0.9327797548438118,2,Arkansas,Springdale city
2021,05,66080,race-ethnicity,Hispanic,0.7740540862876055,1,Arkansas,Springdale city
2021,05,66080,race-ethnicity,White,0.8345019238991022,1,Arkansas,Springdale city
2021,06,00562,all,All,0.9371552604698672,1,California,Alameda city
2021,06,00562,race-ethnicity,Other Races and Ethnicities,0.9468586107246066,1,California,Alameda city
2021,06,00562,race-ethnicity,Black,0.8365848542059996,2,California,Alameda city
2021,06,00562,race-ethnicity,Hispanic,0.9163752314338612,1,California,Alameda city
2021,06,00562,race-ethnicity,White,0.9403830739891104,1,California,Alameda city
2021,06,00884,all,All,0.9246519344987616,1,California,Alhambra city
2021,06,00884,race-ethnicity,Other Races and Ethnicities,0.9363396860122946,1,California,Alhambra city
2021,06,00884,race-ethnicity,Black,0.7497237569060774,2,California,Alhambra city
2021,06,00884,race-ethnicity,Hispanic,0.9321594505420512,1,California,Alhambra city
2021,06,00884,race-ethnicity,White,0.8977942516862125,1,California,Alhambra city
2021,06,02000,all,All,0.9133869800461798,1,California,Anaheim city
2021,06,02000,race-ethnicity,Other Races and Ethnicities,0.9235281888699765,1,California,Anaheim city
2021,06,02000,race-ethnicity,Black,0.9185685203042966,1,California,Anaheim city
2021,06,02000,race-ethnicity,Hispanic,0.9039109535444514,1,California,Anaheim city
2021,06,02000,race-ethnicity,White,0.9046851766741464,1,California,Anaheim city
2021,06,02252,all,All,0.9426928104575164,1,California,Antioch city
2021,06,02252,race-ethnicity,Other Races and Ethnicities,0.9480295368809696,1,California,Antioch city
2021,06,02252,race-ethnicity,Black,0.9607766653664456,1,California,Antioch city
2021,06,02252,race-ethnicity,Hispanic,0.9434023366464888,1,California,Antioch city
2021,06,02252,race-ethnicity,White,0.9263640926364092,1,California,Antioch city
2021,06,02364,all,All,0.9405797293888012,1,California,Apple Valley town
2021,06,02364,race-ethnicity,Other Races and Ethnicities,0.9444592933126638,1,California,Apple Valley town
2021,06,02364,race-ethnicity,Black,0.8736095128500192,2,California,Apple Valley town
2021,06,02364,race-ethnicity,Hispanic,0.949354124682018,1,California,Apple Valley town
2021,06,02364,race-ethnicity,White,0.9459622494648764,1,California,Apple Valley town
2021,06,03526,all,All,0.9187347651195216,1,California,Bakersfield city
2021,06,03526,race-ethnicity,Other Races and Ethnicities,0.9227685767678064,1,California,Bakersfield city
2021,06,03526,race-ethnicity,Black,0.8571325596482375,1,California,Bakersfield city
2021,06,03526,race-ethnicity,Hispanic,0.9193747707042036,1,California,Bakersfield city
2021,06,03526,race-ethnicity,White,0.9236898201102216,1,California,Bakersfield city
2021,06,04982,all,All,0.8824332869609207,1,California,Bellflower city
2021,06,04982,race-ethnicity,Other Races and Ethnicities,0.8847269006097301,1,California,Bellflower city
2021,06,04982,race-ethnicity,Black,0.8743947030338967,1,California,Bellflower city
2021,06,04982,race-ethnicity,Hispanic,0.8848321227314606,1,California,Bellflower city
2021,06,04982,race-ethnicity,White,0.8812429122249943,1,California,Bellflower city
2021,06,06000,all,All,0.8435208641634687,1,California,Berkeley city
2021,06,06000,race-ethnicity,Other Races and Ethnicities,0.7882052261978694,1,California,Berkeley city
2021,06,06000,race-ethnicity,Black,0.760281627179258,1,California,Berkeley city
2021,06,06000,race-ethnicity,Hispanic,0.7328532475704398,1,California,Berkeley city
2021,06,06000,race-ethnicity,White,0.8880118616719724,1,California,Berkeley city
2021,06,08786,all,All,0.9351227760973636,1,California,Buena Park city
2021,06,08786,race-ethnicity,Other Races and Ethnicities,0.9483972184531886,1,California,Buena Park city
2021,06,08786,race-ethnicity,Black,0.9045936395759716,2,California,Buena Park city
2021,06,08786,race-ethnicity,Hispanic,0.9147215865751336,1,California,Buena Park city
2021,06,08786,race-ethnicity,White,0.9189971628741822,1,California,Buena Park city
2021,06,08954,all,All,0.9156514287843224,1,California,Burbank city
2021,06,08954,race-ethnicity,Other Races and Ethnicities,0.964449469254444,1,California,Burbank city
2021,06,08954,race-ethnicity,Black,0.936208445642408,3,California,Burbank city
2021,06,08954,race-ethnicity,Hispanic,0.9283731477499316,1,California,Burbank city
2021,06,08954,race-ethnicity,White,0.8931742931161076,1,California,Burbank city
2021,06,11194,all,All,0.96155252572742,1,California,Carlsbad city
2021,06,11194,race-ethnicity,Other Races and Ethnicities,0.96363001203276,1,California,Carlsbad city
2021,06,11194,race-ethnicity,Black,0.922922252010724,3,California,Carlsbad city
2021,06,11194,race-ethnicity,Hispanic,0.9628133020258832,1,California,Carlsbad city
2021,06,11194,race-ethnicity,White,0.9615994886019884,1,California,Carlsbad city
2021,06,11530,all,All,0.9348712987886943,1,California,Carson city
2021,06,11530,race-ethnicity,Other Races and Ethnicities,0.9560179440679584,1,California,Carson city
2021,06,11530,race-ethnicity,Black,0.9311750374812594,1,California,Carson city
2021,06,11530,race-ethnicity,Hispanic,0.9227160425283848,1,California,Carson city
2021,06,11530,race-ethnicity,White,0.8867368421052632,1,California,Carson city
2021,06,13014,all,All,0.910758628655027,1,California,Chico city
2021,06,13014,race-ethnicity,Other Races and Ethnicities,0.905670841613902,1,California,Chico city
2021,06,13014,race-ethnicity,Black,0.8576744186046512,2,California,Chico city
2021,06,13014,race-ethnicity,Hispanic,0.9268111270888084,1,California,Chico city
2021,06,13014,race-ethnicity,White,0.9135574390533135,1,California,Chico city
2021,06,13210,all,All,0.8394310969328416,1,California,Chino city
2021,06,13210,race-ethnicity,Other Races and Ethnicities,0.8498784573943893,1,California,Chino city
2021,06,13210,race-ethnicity,Black,0.6946197276652275,2,California,Chino city
2021,06,13210,race-ethnicity,Hispanic,0.8524159337816865,1,California,Chino city
2021,06,13210,race-ethnicity,White,0.849665751153029,1,California,Chino city
2021,06,13214,all,All,0.975584501911056,1,California,Chino Hills city
2021,06,13214,race-ethnicity,Other Races and Ethnicities,0.9800161124289488,1,California,Chino Hills city
2021,06,13214,race-ethnicity,Black,0.9842197545295148,2,California,Chino Hills city
2021,06,13214,race-ethnicity,Hispanic,0.9753491423751054,1,California,Chino Hills city
2021,06,13214,race-ethnicity,White,0.9680289499020616,1,California,Chino Hills city
2021,06,13392,all,All,0.943402542773763,1,California,Chula Vista city
2021,06,13392,race-ethnicity,Other Races and Ethnicities,0.9607812216641568,1,California,Chula Vista city
2021,06,13392,race-ethnicity,Black,0.9240027510316368,2,California,Chula Vista city
2021,06,13392,race-ethnicity,Hispanic,0.9449914823182592,1,California,Chula Vista city
2021,06,13392,race-ethnicity,White,0.9290001573611288,1,California,Chula Vista city
2021,06,13588,all,All,0.9071994149975434,1,California,Citrus Heights city
2021,06,13588,race-ethnicity,Other Races and Ethnicities,0.8933910773611771,1,California,Citrus Heights city
2021,06,13588,race-ethnicity,Black,0.8198717948717948,2,California,Citrus Heights city
2021,06,13588,race-ethnicity,Hispanic,0.8629668758933565,1,California,Citrus Heights city
2021,06,13588,race-ethnicity,White,0.914679102820342,1,California,Citrus Heights city
2021,06,14218,all,All,0.9549827830666396,1,California,Clovis city
2021,06,14218,race-ethnicity,Other Races and Ethnicities,0.9565886088509624,1,California,Clovis city
2021,06,14218,race-ethnicity,Black,0.961603139013453,2,California,Clovis city
2021,06,14218,race-ethnicity,Hispanic,0.9667694931407218,1,California,Clovis city
2021,06,14218,race-ethnicity,White,0.9537985202659232,1,California,Clovis city
2021,06,15044,all,All,0.7935118595381077,1,California,Compton city
2021,06,15044,race-ethnicity,Other Races and Ethnicities,0.7983884229567505,1,California,Compton city
2021,06,15044,race-ethnicity,Black,0.7684093266239004,1,California,Compton city
2021,06,15044,race-ethnicity,Hispanic,0.8016933377368121,1,California,Compton city
2021,06,15044,race-ethnicity,White,0.8129614054761237,1,California,Compton city
2021,06,16000,all,All,0.9384904070160374,1,California,Concord city
2021,06,16000,race-ethnicity,Other Races and Ethnicities,0.9404049210500824,1,California,Concord city
2021,06,16000,race-ethnicity,Black,0.8915821947994711,2,California,Concord city
2021,06,16000,race-ethnicity,Hispanic,0.9181161711996628,1,California,Concord city
2021,06,16000,race-ethnicity,White,0.9401287060445874,1,California,Concord city
2021,06,16350,all,All,0.9204784470743266,1,California,Corona city
2021,06,16350,race-ethnicity,Other Races and Ethnicities,0.9199450986057937,1,California,Corona city
2021,06,16350,race-ethnicity,Black,0.8953561672620298,2,California,Corona city
2021,06,16350,race-ethnicity,Hispanic,0.9007279861631,1,California,Corona city
2021,06,16350,race-ethnicity,White,0.9239675898421206,1,California,Corona city
2021,06,16532,all,All,0.9316884830759352,1,California,Costa Mesa city
2021,06,16532,race-ethnicity,Other Races and Ethnicities,0.9256446991404012,1,California,Costa Mesa city
2021,06,16532,race-ethnicity,Black,0.9125235997482694,2,California,Costa Mesa city
2021,06,16532,race-ethnicity,Hispanic,0.9322576641429812,1,California,Costa Mesa city
2021,06,16532,race-ethnicity,White,0.9358173531938438,1,California,Costa Mesa city
2021,06,17918,all,All,0.9293325962216672,1,California,Daly City city
2021,06,17918,race-ethnicity,Other Races and Ethnicities,0.9455177172145286,1,California,Daly City city
2021,06,17918,race-ethnicity,Black,0.8170597915523862,2,California,Daly City city
2021,06,17918,race-ethnicity,Hispanic,0.8814515796844751,1,California,Daly City city
2021,06,17918,race-ethnicity,White,0.8843513728611222,1,California,Daly City city
2021,06,19766,all,All,0.9251747701084057,1,California,Downey city
2021,06,19766,race-ethnicity,Other Races and Ethnicities,0.9365402908003804,1,California,Downey city
2021,06,19766,race-ethnicity,Black,0.941783345615328,2,California,Downey city
2021,06,19766,race-ethnicity,Hispanic,0.928736608617679,1,California,Downey city
2021,06,19766,race-ethnicity,White,0.9108276533592988,1,California,Downey city
2021,06,21712,all,All,0.9068491083805628,1,California,El Cajon city
2021,06,21712,race-ethnicity,Other Races and Ethnicities,0.8922129519268971,1,California,El Cajon city
2021,06,21712,race-ethnicity,Black,0.8773827227254293,2,California,El Cajon city
2021,06,21712,race-ethnicity,Hispanic,0.9149565217391304,1,California,El Cajon city
2021,06,21712,race-ethnicity,White,0.9148293320267844,1,California,El Cajon city
2021,06,22020,all,All,0.958321463164492,1,California,Elk Grove city
2021,06,22020,race-ethnicity,Other Races and Ethnicities,0.9695397963032818,1,California,Elk Grove city
2021,06,22020,race-ethnicity,Black,0.938431963422871,1,California,Elk Grove city
2021,06,22020,race-ethnicity,Hispanic,0.9521737807660714,1,California,Elk Grove city
2021,06,22020,race-ethnicity,White,0.9503576878386136,1,California,Elk Grove city
2021,06,22230,all,All,0.8678275711795468,1,California,El Monte city
2021,06,22230,race-ethnicity,Other Races and Ethnicities,0.8726563078975321,1,California,El Monte city
2021,06,22230,race-ethnicity,Black,NA,NA,California,El Monte city
2021,06,22230,race-ethnicity,Hispanic,0.8577877157431346,1,California,El Monte city
2021,06,22230,race-ethnicity,White,0.8608357560685138,1,California,El Monte city
2021,06,22804,all,All,0.9274116334198346,1,California,Escondido city
2021,06,22804,race-ethnicity,Other Races and Ethnicities,0.9526321921342144,1,California,Escondido city
2021,06,22804,race-ethnicity,Black,0.8590266875981162,2,California,Escondido city
2021,06,22804,race-ethnicity,Hispanic,0.940160958643276,1,California,Escondido city
2021,06,22804,race-ethnicity,White,0.9126963425007087,1,California,Escondido city
2021,06,23182,all,All,0.9321208757945716,1,California,Fairfield city
2021,06,23182,race-ethnicity,Other Races and Ethnicities,0.9379242479013536,1,California,Fairfield city
2021,06,23182,race-ethnicity,Black,0.9322795517022626,1,California,Fairfield city
2021,06,23182,race-ethnicity,Hispanic,0.9101097764239324,1,California,Fairfield city
2021,06,23182,race-ethnicity,White,0.92630719604954,1,California,Fairfield city
2021,06,24638,all,All,0.9071728892311964,1,California,Folsom city
2021,06,24638,race-ethnicity,Other Races and Ethnicities,0.9033480984875694,1,California,Folsom city
2021,06,24638,race-ethnicity,Black,0.37767542671362775,3,California,Folsom city
2021,06,24638,race-ethnicity,Hispanic,0.8402822322001283,1,California,Folsom city
2021,06,24638,race-ethnicity,White,0.9478107470615053,1,California,Folsom city
2021,06,24680,all,All,0.9300436836515495,1,California,Fontana city
2021,06,24680,race-ethnicity,Other Races and Ethnicities,0.9242567229989612,1,California,Fontana city
2021,06,24680,race-ethnicity,Black,0.9401374993013248,1,California,Fontana city
2021,06,24680,race-ethnicity,Hispanic,0.9239785029547872,1,California,Fontana city
2021,06,24680,race-ethnicity,White,0.9386105867486232,1,California,Fontana city
2021,06,26000,all,All,0.9633005330407513,1,California,Fremont city
2021,06,26000,race-ethnicity,Other Races and Ethnicities,0.97295785261259,1,California,Fremont city
2021,06,26000,race-ethnicity,Black,0.9264772899893664,2,California,Fremont city
2021,06,26000,race-ethnicity,Hispanic,0.9535125038912524,1,California,Fremont city
2021,06,26000,race-ethnicity,White,0.9341682077671464,1,California,Fremont city
2021,06,27000,all,All,0.8633784932742752,1,California,Fresno city
2021,06,27000,race-ethnicity,Other Races and Ethnicities,0.8809250838389433,1,California,Fresno city
2021,06,27000,race-ethnicity,Black,0.8027283123672603,1,California,Fresno city
2021,06,27000,race-ethnicity,Hispanic,0.8531475023860189,1,California,Fresno city
2021,06,27000,race-ethnicity,White,0.8564696262984781,1,California,Fresno city
2021,06,28000,all,All,0.928611398673792,1,California,Fullerton city
2021,06,28000,race-ethnicity,Other Races and Ethnicities,0.9437162915423783,1,California,Fullerton city
2021,06,28000,race-ethnicity,Black,0.7485557920340529,2,California,Fullerton city
2021,06,28000,race-ethnicity,Hispanic,0.9277900542396406,1,California,Fullerton city
2021,06,28000,race-ethnicity,White,0.9230118558740468,1,California,Fullerton city
2021,06,29000,all,All,0.9194652245408436,1,California,Garden Grove city
2021,06,29000,race-ethnicity,Other Races and Ethnicities,0.9203279858702516,1,California,Garden Grove city
2021,06,29000,race-ethnicity,Black,0.8873978996499416,2,California,Garden Grove city
2021,06,29000,race-ethnicity,Hispanic,0.9238174508449024,1,California,Garden Grove city
2021,06,29000,race-ethnicity,White,0.9188282756274202,1,California,Garden Grove city
2021,06,30000,all,All,0.8987186533137925,1,California,Glendale city
2021,06,30000,race-ethnicity,Other Races and Ethnicities,0.9276943806577724,1,California,Glendale city
2021,06,30000,race-ethnicity,Black,0.8583029963595632,2,California,Glendale city
2021,06,30000,race-ethnicity,Hispanic,0.8574150178265247,1,California,Glendale city
2021,06,30000,race-ethnicity,White,0.8888611602304489,1,California,Glendale city
2021,06,32548,all,All,0.9252927853590248,1,California,Hawthorne city
2021,06,32548,race-ethnicity,Other Races and Ethnicities,0.935309008860272,1,California,Hawthorne city
2021,06,32548,race-ethnicity,Black,0.9128771780705482,1,California,Hawthorne city
2021,06,32548,race-ethnicity,Hispanic,0.9341964003789076,1,California,Hawthorne city
2021,06,32548,race-ethnicity,White,0.9227251616591048,1,California,Hawthorne city
2021,06,33000,all,All,0.9272745201967286,1,California,Hayward city
2021,06,33000,race-ethnicity,Other Races and Ethnicities,0.9448984622385712,1,California,Hayward city
2021,06,33000,race-ethnicity,Black,0.9008146902883744,1,California,Hayward city
2021,06,33000,race-ethnicity,Hispanic,0.9240706731682604,1,California,Hayward city
2021,06,33000,race-ethnicity,White,0.8921810699588477,1,California,Hayward city
2021,06,33182,all,All,0.887607842255042,1,California,Hemet city
2021,06,33182,race-ethnicity,Other Races and Ethnicities,0.9146228130429512,1,California,Hemet city
2021,06,33182,race-ethnicity,Black,0.8858621964747936,2,California,Hemet city
2021,06,33182,race-ethnicity,Hispanic,0.8933473165838312,1,California,Hemet city
2021,06,33182,race-ethnicity,White,0.8759301225888189,1,California,Hemet city
2021,06,33434,all,All,0.9496912989615962,1,California,Hesperia city
2021,06,33434,race-ethnicity,Other Races and Ethnicities,0.9535246787558544,1,California,Hesperia city
2021,06,33434,race-ethnicity,Black,0.9467373117679866,2,California,Hesperia city
2021,06,33434,race-ethnicity,Hispanic,0.9559305128418252,1,California,Hesperia city
2021,06,33434,race-ethnicity,White,0.9484869909502264,1,California,Hesperia city
2021,06,36000,all,All,0.9386821646916748,1,California,Huntington Beach city
2021,06,36000,race-ethnicity,Other Races and Ethnicities,0.9247301355409464,1,California,Huntington Beach city
