year,state,place,subgroup,subgroup_type,share_debt_col,share_debt_col_quality,index_air_quality,index_air_quality_quality,state_name,place_name,population
2018,01,35896,All,all,NA,NA,9,1,Alabama,Hoover city,85108
2018,01,35896,Majority Non-White,race-ethnicity,NA,NA,8,1,Alabama,Hoover city,85108
2018,01,35896,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,10,1,Alabama,Hoover city,85108
2018,01,35896,Mixed Race and Ethnicity,race-ethnicity,NA,NA,8,1,Alabama,Hoover city,85108
2018,01,37000,All,all,NA,NA,18,1,Alabama,Huntsville city,197318
2018,01,37000,Majority Non-White,race-ethnicity,NA,NA,18,1,Alabama,Huntsville city,197318
2018,01,37000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,18,1,Alabama,Huntsville city,197318
2018,01,37000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,20,1,Alabama,Huntsville city,197318
2018,01,50000,All,all,NA,NA,17,1,Alabama,Mobile city,189572
2018,01,50000,Majority Non-White,race-ethnicity,NA,NA,15,1,Alabama,Mobile city,189572
2018,01,50000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,18,1,Alabama,Mobile city,189572
2018,01,50000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,17,1,Alabama,Mobile city,189572
2018,01,51000,All,all,NA,NA,15,1,Alabama,Montgomery city,198218
2018,01,51000,Majority Non-White,race-ethnicity,NA,NA,16,1,Alabama,Montgomery city,198218
2018,01,51000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,15,1,Alabama,Montgomery city,198218
2018,01,51000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,15,1,Alabama,Montgomery city,198218
2018,01,77256,All,all,NA,NA,6,1,Alabama,Tuscaloosa city,101113
2018,01,77256,Majority Non-White,race-ethnicity,NA,NA,5,1,Alabama,Tuscaloosa city,101113
2018,01,77256,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,7,1,Alabama,Tuscaloosa city,101113
2018,01,77256,Mixed Race and Ethnicity,race-ethnicity,NA,NA,6,1,Alabama,Tuscaloosa city,101113
2018,02,03000,All,all,NA,NA,46,1,Alaska,Anchorage municipality,291538
2018,02,03000,Majority Non-White,race-ethnicity,NA,NA,41,1,Alaska,Anchorage municipality,291538
2018,02,03000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,64,1,Alaska,Anchorage municipality,291538
2018,02,03000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,32,1,Alaska,Anchorage municipality,291538
2018,04,04720,All,all,NA,NA,20,1,Arizona,Avondale city,85835
2018,04,04720,Majority Non-White,race-ethnicity,NA,NA,21,1,Arizona,Avondale city,85835
2018,04,04720,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,73,1,Arizona,Avondale city,85835
2018,04,04720,Mixed Race and Ethnicity,race-ethnicity,NA,NA,20,1,Arizona,Avondale city,85835
2018,04,07940,All,all,NA,NA,68,1,Arizona,Buckeye city,74370
2018,04,07940,Majority Non-White,race-ethnicity,NA,NA,NA,NA,Arizona,Buckeye city,74370
2018,04,07940,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,68,1,Arizona,Buckeye city,74370
2018,04,07940,Mixed Race and Ethnicity,race-ethnicity,NA,NA,68,1,Arizona,Buckeye city,74370
2018,04,12000,All,all,NA,NA,19,1,Arizona,Chandler city,257165
2018,04,12000,Majority Non-White,race-ethnicity,NA,NA,14,1,Arizona,Chandler city,257165
2018,04,12000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,23,1,Arizona,Chandler city,257165
2018,04,12000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,16,1,Arizona,Chandler city,257165
2018,04,23620,All,all,NA,NA,92,1,Arizona,Flagstaff city,73964
2018,04,23620,Majority Non-White,race-ethnicity,NA,NA,NA,NA,Arizona,Flagstaff city,73964
2018,04,23620,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,91,1,Arizona,Flagstaff city,73964
2018,04,23620,Mixed Race and Ethnicity,race-ethnicity,NA,NA,95,1,Arizona,Flagstaff city,73964
2018,04,27400,All,all,NA,NA,26,1,Arizona,Gilbert town,248279
2018,04,27400,Majority Non-White,race-ethnicity,NA,NA,NA,NA,Arizona,Gilbert town,248279
2018,04,27400,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,26,1,Arizona,Gilbert town,248279
2018,04,27400,Mixed Race and Ethnicity,race-ethnicity,NA,NA,19,1,Arizona,Gilbert town,248279
2018,04,27820,All,all,NA,NA,26,1,Arizona,Glendale city,250702
2018,04,27820,Majority Non-White,race-ethnicity,NA,NA,26,1,Arizona,Glendale city,250702
2018,04,27820,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,27,1,Arizona,Glendale city,250702
2018,04,27820,Mixed Race and Ethnicity,race-ethnicity,NA,NA,26,1,Arizona,Glendale city,250702
2018,04,28380,All,all,NA,NA,34,1,Arizona,Goodyear city,82835
2018,04,28380,Majority Non-White,race-ethnicity,NA,NA,26,1,Arizona,Goodyear city,82835
2018,04,28380,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,57,1,Arizona,Goodyear city,82835
2018,04,28380,Mixed Race and Ethnicity,race-ethnicity,NA,NA,27,1,Arizona,Goodyear city,82835
2018,04,46000,All,all,NA,NA,27,1,Arizona,Mesa city,508958
2018,04,46000,Majority Non-White,race-ethnicity,NA,NA,26,1,Arizona,Mesa city,508958
2018,04,46000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,29,1,Arizona,Mesa city,508958
2018,04,46000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,24,1,Arizona,Mesa city,508958
2018,04,54050,All,all,NA,NA,34,1,Arizona,Peoria city,172259
2018,04,54050,Majority Non-White,race-ethnicity,NA,NA,26,1,Arizona,Peoria city,172259
2018,04,54050,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,37,1,Arizona,Peoria city,172259
2018,04,54050,Mixed Race and Ethnicity,race-ethnicity,NA,NA,26,1,Arizona,Peoria city,172259
2018,04,55000,All,all,NA,NA,26,1,Arizona,Phoenix city,1660272
2018,04,55000,Majority Non-White,race-ethnicity,NA,NA,23,1,Arizona,Phoenix city,1660272
2018,04,55000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,31,1,Arizona,Phoenix city,1660272
2018,04,55000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,22,1,Arizona,Phoenix city,1660272
2018,04,65000,All,all,NA,NA,37,1,Arizona,Scottsdale city,255310
2018,04,65000,Majority Non-White,race-ethnicity,NA,NA,NA,NA,Arizona,Scottsdale city,255310
2018,04,65000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,38,1,Arizona,Scottsdale city,255310
2018,04,65000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,26,1,Arizona,Scottsdale city,255310
2018,04,71510,All,all,NA,NA,53,1,Arizona,Surprise city,138161
2018,04,71510,Majority Non-White,race-ethnicity,NA,NA,26,1,Arizona,Surprise city,138161
2018,04,71510,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,56,1,Arizona,Surprise city,138161
2018,04,71510,Mixed Race and Ethnicity,race-ethnicity,NA,NA,26,1,Arizona,Surprise city,138161
2018,04,73000,All,all,NA,NA,16,1,Arizona,Tempe city,192364
2018,04,73000,Majority Non-White,race-ethnicity,NA,NA,17,1,Arizona,Tempe city,192364
2018,04,73000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,14,1,Arizona,Tempe city,192364
2018,04,73000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,19,1,Arizona,Tempe city,192364
2018,04,77000,All,all,NA,NA,59,1,Arizona,Tucson city,545975
2018,04,77000,Majority Non-White,race-ethnicity,NA,NA,53,1,Arizona,Tucson city,545975
2018,04,77000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,66,1,Arizona,Tucson city,545975
2018,04,77000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,55,1,Arizona,Tucson city,545975
2018,04,85540,All,all,NA,NA,34,1,Arizona,Yuma city,97908
2018,04,85540,Majority Non-White,race-ethnicity,NA,NA,37,1,Arizona,Yuma city,97908
2018,04,85540,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,25,1,Arizona,Yuma city,97908
2018,04,85540,Mixed Race and Ethnicity,race-ethnicity,NA,NA,30,1,Arizona,Yuma city,97908
2018,05,23290,All,all,NA,NA,28,1,Arkansas,Fayetteville city,86751
2018,05,23290,Majority Non-White,race-ethnicity,NA,NA,NA,NA,Arkansas,Fayetteville city,86751
2018,05,23290,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,28,1,Arkansas,Fayetteville city,86751
2018,05,23290,Mixed Race and Ethnicity,race-ethnicity,NA,NA,NA,NA,Arkansas,Fayetteville city,86751
2018,05,24550,All,all,NA,NA,13,1,Arkansas,Fort Smith city,87845
2018,05,24550,Majority Non-White,race-ethnicity,NA,NA,14,1,Arkansas,Fort Smith city,87845
2018,05,24550,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,13,1,Arkansas,Fort Smith city,87845
2018,05,24550,Mixed Race and Ethnicity,race-ethnicity,NA,NA,14,1,Arkansas,Fort Smith city,87845
2018,05,35710,All,all,NA,NA,47,1,Arkansas,Jonesboro city,76990
2018,05,35710,Majority Non-White,race-ethnicity,NA,NA,NA,NA,Arkansas,Jonesboro city,76990
2018,05,35710,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,50,1,Arkansas,Jonesboro city,76990
2018,05,35710,Mixed Race and Ethnicity,race-ethnicity,NA,NA,42,1,Arkansas,Jonesboro city,76990
2018,05,41000,All,all,NA,NA,20,1,Arkansas,Little Rock city,197881
2018,05,41000,Majority Non-White,race-ethnicity,NA,NA,21,1,Arkansas,Little Rock city,197881
2018,05,41000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,19,1,Arkansas,Little Rock city,197881
2018,05,41000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,19,1,Arkansas,Little Rock city,197881
2018,05,66080,All,all,NA,NA,23,1,Arkansas,Springdale city,81029
2018,05,66080,Majority Non-White,race-ethnicity,NA,NA,24,1,Arkansas,Springdale city,81029
2018,05,66080,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,25,1,Arkansas,Springdale city,81029
2018,05,66080,Mixed Race and Ethnicity,race-ethnicity,NA,NA,21,1,Arkansas,Springdale city,81029
2018,06,00562,All,all,NA,NA,47,1,California,Alameda city,78338
2018,06,00562,Majority Non-White,race-ethnicity,NA,NA,48,1,California,Alameda city,78338
2018,06,00562,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,47,1,California,Alameda city,78338
2018,06,00562,Mixed Race and Ethnicity,race-ethnicity,NA,NA,47,1,California,Alameda city,78338
2018,06,00884,All,all,NA,NA,4,1,California,Alhambra city,84649
2018,06,00884,Majority Non-White,race-ethnicity,NA,NA,4,1,California,Alhambra city,84649
2018,06,00884,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,California,Alhambra city,84649
2018,06,00884,Mixed Race and Ethnicity,race-ethnicity,NA,NA,NA,NA,California,Alhambra city,84649
2018,06,02000,All,all,NA,NA,6,1,California,Anaheim city,352005
2018,06,02000,Majority Non-White,race-ethnicity,NA,NA,5,1,California,Anaheim city,352005
2018,06,02000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,11,1,California,Anaheim city,352005
2018,06,02000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,11,1,California,Anaheim city,352005
2018,06,02252,All,all,NA,NA,32,1,California,Antioch city,111535
2018,06,02252,Majority Non-White,race-ethnicity,NA,NA,32,1,California,Antioch city,111535
2018,06,02252,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,California,Antioch city,111535
2018,06,02252,Mixed Race and Ethnicity,race-ethnicity,NA,NA,38,1,California,Antioch city,111535
2018,06,02364,All,all,NA,NA,53,1,California,Apple Valley town,73508
2018,06,02364,Majority Non-White,race-ethnicity,NA,NA,55,1,California,Apple Valley town,73508
2018,06,02364,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,57,1,California,Apple Valley town,73508
2018,06,02364,Mixed Race and Ethnicity,race-ethnicity,NA,NA,53,1,California,Apple Valley town,73508
2018,06,03526,All,all,NA,NA,24,1,California,Bakersfield city,383579
2018,06,03526,Majority Non-White,race-ethnicity,NA,NA,23,1,California,Bakersfield city,383579
2018,06,03526,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,28,1,California,Bakersfield city,383579
2018,06,03526,Mixed Race and Ethnicity,race-ethnicity,NA,NA,24,1,California,Bakersfield city,383579
2018,06,04982,All,all,NA,NA,4,1,California,Bellflower city,77131
2018,06,04982,Majority Non-White,race-ethnicity,NA,NA,4,1,California,Bellflower city,77131
2018,06,04982,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,California,Bellflower city,77131
2018,06,04982,Mixed Race and Ethnicity,race-ethnicity,NA,NA,NA,NA,California,Bellflower city,77131
2018,06,06000,All,all,NA,NA,40,1,California,Berkeley city,121643
2018,06,06000,Majority Non-White,race-ethnicity,NA,NA,40,1,California,Berkeley city,121643
2018,06,06000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,41,1,California,Berkeley city,121643
2018,06,06000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,39,1,California,Berkeley city,121643
2018,06,08786,All,all,NA,NA,5,1,California,Buena Park city,82421
2018,06,08786,Majority Non-White,race-ethnicity,NA,NA,5,1,California,Buena Park city,82421
2018,06,08786,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,California,Buena Park city,82421
2018,06,08786,Mixed Race and Ethnicity,race-ethnicity,NA,NA,5,1,California,Buena Park city,82421
2018,06,08954,All,all,NA,NA,12,1,California,Burbank city,103695
2018,06,08954,Majority Non-White,race-ethnicity,NA,NA,9,1,California,Burbank city,103695
2018,06,08954,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,13,1,California,Burbank city,103695
2018,06,08954,Mixed Race and Ethnicity,race-ethnicity,NA,NA,12,1,California,Burbank city,103695
2018,06,11194,All,all,NA,NA,50,1,California,Carlsbad city,115877
2018,06,11194,Majority Non-White,race-ethnicity,NA,NA,NA,NA,California,Carlsbad city,115877
2018,06,11194,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,50,1,California,Carlsbad city,115877
2018,06,11194,Mixed Race and Ethnicity,race-ethnicity,NA,NA,NA,NA,California,Carlsbad city,115877
2018,06,11530,All,all,NA,NA,0,1,California,Carson city,91909
2018,06,11530,Majority Non-White,race-ethnicity,NA,NA,0,1,California,Carson city,91909
2018,06,11530,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,California,Carson city,91909
2018,06,11530,Mixed Race and Ethnicity,race-ethnicity,NA,NA,NA,NA,California,Carson city,91909
2018,06,13014,All,all,NA,NA,1,1,California,Chico city,94776
2018,06,13014,Majority Non-White,race-ethnicity,NA,NA,NA,NA,California,Chico city,94776
2018,06,13014,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,1,1,California,Chico city,94776
2018,06,13014,Mixed Race and Ethnicity,race-ethnicity,NA,NA,1,1,California,Chico city,94776
2018,06,13210,All,all,NA,NA,9,1,California,Chino city,91583
2018,06,13210,Majority Non-White,race-ethnicity,NA,NA,9,1,California,Chino city,91583
2018,06,13210,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,California,Chino city,91583
2018,06,13210,Mixed Race and Ethnicity,race-ethnicity,NA,NA,12,1,California,Chino city,91583
2018,06,13214,All,all,NA,NA,16,1,California,Chino Hills city,83447
2018,06,13214,Majority Non-White,race-ethnicity,NA,NA,15,1,California,Chino Hills city,83447
2018,06,13214,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,California,Chino Hills city,83447
2018,06,13214,Mixed Race and Ethnicity,race-ethnicity,NA,NA,18,1,California,Chino Hills city,83447
2018,06,13392,All,all,NA,NA,31,1,California,Chula Vista city,271651
2018,06,13392,Majority Non-White,race-ethnicity,NA,NA,31,1,California,Chula Vista city,271651
2018,06,13392,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,California,Chula Vista city,271651
2018,06,13392,Mixed Race and Ethnicity,race-ethnicity,NA,NA,40,1,California,Chula Vista city,271651
2018,06,13588,All,all,NA,NA,1,1,California,Citrus Heights city,87910
2018,06,13588,Majority Non-White,race-ethnicity,NA,NA,NA,NA,California,Citrus Heights city,87910
2018,06,13588,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,1,1,California,Citrus Heights city,87910
2018,06,13588,Mixed Race and Ethnicity,race-ethnicity,NA,NA,1,1,California,Citrus Heights city,87910
2018,06,14218,All,all,NA,NA,10,1,California,Clovis city,112022
2018,06,14218,Majority Non-White,race-ethnicity,NA,NA,6,1,California,Clovis city,112022
2018,06,14218,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,14,1,California,Clovis city,112022
2018,06,14218,Mixed Race and Ethnicity,race-ethnicity,NA,NA,9,1,California,Clovis city,112022
2018,06,15044,All,all,NA,NA,1,1,California,Compton city,96617
2018,06,15044,Majority Non-White,race-ethnicity,NA,NA,1,1,California,Compton city,96617
2018,06,15044,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,California,Compton city,96617
2018,06,15044,Mixed Race and Ethnicity,race-ethnicity,NA,NA,NA,NA,California,Compton city,96617
2018,06,16000,All,all,NA,NA,40,1,California,Concord city,129688
2018,06,16000,Majority Non-White,race-ethnicity,NA,NA,39,1,California,Concord city,129688
2018,06,16000,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,48,1,California,Concord city,129688
2018,06,16000,Mixed Race and Ethnicity,race-ethnicity,NA,NA,35,1,California,Concord city,129688
2018,06,16350,All,all,NA,NA,15,1,California,Corona city,168819
2018,06,16350,Majority Non-White,race-ethnicity,NA,NA,13,1,California,Corona city,168819
2018,06,16350,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,NA,NA,California,Corona city,168819
2018,06,16350,Mixed Race and Ethnicity,race-ethnicity,NA,NA,17,1,California,Corona city,168819
2018,06,16532,All,all,NA,NA,32,1,California,Costa Mesa city,113615
2018,06,16532,Majority Non-White,race-ethnicity,NA,NA,40,1,California,Costa Mesa city,113615
2018,06,16532,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,37,1,California,Costa Mesa city,113615
