state,county,state_name,county_name,population,subgroup_type,subgroup,lbw,lbw_lb,lbw_ub,lbw_quality
01,011,Alabama,Bullock County,10138,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,011,Alabama,Bullock County,10138,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,013,Alabama,Butler County,19680,all,All,0.10073359,0.09678819,0.10467898,3
01,013,Alabama,Butler County,19680,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,013,Alabama,Butler County,19680,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,013,Alabama,Butler County,19680,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,013,Alabama,Butler County,19680,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,015,Alabama,Calhoun County,114277,all,All,0.098023713,0.081637673,0.11440975,1
01,015,Alabama,Calhoun County,114277,race-ethnicity,"Black, Non-Hispanic",0.15337424,0.11425691,0.19249158,1
01,015,Alabama,Calhoun County,114277,race-ethnicity,Hispanic,NA,NA,NA,3
01,015,Alabama,Calhoun County,114277,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
01,015,Alabama,Calhoun County,114277,race-ethnicity,"White, Non-Hispanic",0.080389768,0.061790887,0.098988645,1
01,017,Alabama,Chambers County,33615,all,All,0.10073359,0.09678819,0.10467898,3
01,017,Alabama,Chambers County,33615,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,017,Alabama,Chambers County,33615,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,017,Alabama,Chambers County,33615,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,017,Alabama,Chambers County,33615,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,019,Alabama,Cherokee County,26032,all,All,0.10073359,0.09678819,0.10467898,3
01,019,Alabama,Cherokee County,26032,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,019,Alabama,Cherokee County,26032,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,019,Alabama,Cherokee County,26032,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,019,Alabama,Cherokee County,26032,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,021,Alabama,Chilton County,44153,all,All,0.10073359,0.09678819,0.10467898,3
01,021,Alabama,Chilton County,44153,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,021,Alabama,Chilton County,44153,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,021,Alabama,Chilton County,44153,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,021,Alabama,Chilton County,44153,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,023,Alabama,Choctaw County,12841,all,All,0.10073359,0.09678819,0.10467898,3
01,023,Alabama,Choctaw County,12841,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,023,Alabama,Choctaw County,12841,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,023,Alabama,Choctaw County,12841,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,023,Alabama,Choctaw County,12841,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,025,Alabama,Clarke County,23920,all,All,0.10073359,0.09678819,0.10467898,3
01,025,Alabama,Clarke County,23920,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,025,Alabama,Clarke County,23920,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,025,Alabama,Clarke County,23920,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,025,Alabama,Clarke County,23920,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,027,Alabama,Clay County,13275,all,All,0.10073359,0.09678819,0.10467898,3
01,027,Alabama,Clay County,13275,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,027,Alabama,Clay County,13275,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,027,Alabama,Clay County,13275,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,027,Alabama,Clay County,13275,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,029,Alabama,Cleburne County,14987,all,All,0.10073359,0.09678819,0.10467898,3
01,029,Alabama,Cleburne County,14987,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,029,Alabama,Cleburne County,14987,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,029,Alabama,Cleburne County,14987,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,029,Alabama,Cleburne County,14987,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,031,Alabama,Coffee County,51909,all,All,0.10073359,0.09678819,0.10467898,3
01,031,Alabama,Coffee County,51909,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,031,Alabama,Coffee County,51909,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,031,Alabama,Coffee County,51909,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,031,Alabama,Coffee County,51909,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,033,Alabama,Colbert County,54762,all,All,0.10073359,0.09678819,0.10467898,3
01,033,Alabama,Colbert County,54762,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,033,Alabama,Colbert County,54762,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,033,Alabama,Colbert County,54762,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,033,Alabama,Colbert County,54762,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,035,Alabama,Conecuh County,12277,all,All,0.10073359,0.09678819,0.10467898,3
01,035,Alabama,Conecuh County,12277,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,035,Alabama,Conecuh County,12277,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,035,Alabama,Conecuh County,12277,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,035,Alabama,Conecuh County,12277,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,037,Alabama,Coosa County,10715,all,All,0.10073359,0.09678819,0.10467898,3
01,037,Alabama,Coosa County,10715,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,037,Alabama,Coosa County,10715,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,037,Alabama,Coosa County,10715,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,037,Alabama,Coosa County,10715,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,039,Alabama,Covington County,36986,all,All,0.10073359,0.09678819,0.10467898,3
01,039,Alabama,Covington County,36986,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,039,Alabama,Covington County,36986,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,039,Alabama,Covington County,36986,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,039,Alabama,Covington County,36986,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,041,Alabama,Crenshaw County,13824,all,All,0.10073359,0.09678819,0.10467898,3
01,041,Alabama,Crenshaw County,13824,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,041,Alabama,Crenshaw County,13824,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,041,Alabama,Crenshaw County,13824,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,041,Alabama,Crenshaw County,13824,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,043,Alabama,Cullman County,83442,all,All,0.10073359,0.09678819,0.10467898,3
01,043,Alabama,Cullman County,83442,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,043,Alabama,Cullman County,83442,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,043,Alabama,Cullman County,83442,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,043,Alabama,Cullman County,83442,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,045,Alabama,Dale County,48956,all,All,0.10073359,0.09678819,0.10467898,3
01,045,Alabama,Dale County,48956,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,045,Alabama,Dale County,48956,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,045,Alabama,Dale County,48956,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,045,Alabama,Dale County,48956,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,047,Alabama,Dallas County,38310,all,All,0.10073359,0.09678819,0.10467898,3
01,047,Alabama,Dallas County,38310,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,047,Alabama,Dallas County,38310,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,047,Alabama,Dallas County,38310,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,047,Alabama,Dallas County,38310,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,049,Alabama,DeKalb County,71385,all,All,0.10073359,0.09678819,0.10467898,3
01,049,Alabama,DeKalb County,71385,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,049,Alabama,DeKalb County,71385,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,049,Alabama,DeKalb County,71385,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,049,Alabama,DeKalb County,71385,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,051,Alabama,Elmore County,81887,all,All,0.10073359,0.09678819,0.10467898,3
01,051,Alabama,Elmore County,81887,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,051,Alabama,Elmore County,81887,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,051,Alabama,Elmore County,81887,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,051,Alabama,Elmore County,81887,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,053,Alabama,Escambia County,36748,all,All,0.10073359,0.09678819,0.10467898,3
01,053,Alabama,Escambia County,36748,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,053,Alabama,Escambia County,36748,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,053,Alabama,Escambia County,36748,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,053,Alabama,Escambia County,36748,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,055,Alabama,Etowah County,102501,all,All,0.10663308,0.089103922,0.12416224,1
01,055,Alabama,Etowah County,102501,race-ethnicity,"Black, Non-Hispanic",0.16826923,0.11742776,0.21911071,1
01,055,Alabama,Etowah County,102501,race-ethnicity,Hispanic,NA,NA,NA,3
01,055,Alabama,Etowah County,102501,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
01,055,Alabama,Etowah County,102501,race-ethnicity,"White, Non-Hispanic",0.097303636,0.077414453,0.11719282,1
01,057,Alabama,Fayette County,16433,all,All,0.10073359,0.09678819,0.10467898,3
01,057,Alabama,Fayette County,16433,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,057,Alabama,Fayette County,16433,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,057,Alabama,Fayette County,16433,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,057,Alabama,Fayette County,16433,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,059,Alabama,Franklin County,31363,all,All,0.10073359,0.09678819,0.10467898,3
01,059,Alabama,Franklin County,31363,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,059,Alabama,Franklin County,31363,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,059,Alabama,Franklin County,31363,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,059,Alabama,Franklin County,31363,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,061,Alabama,Geneva County,26314,all,All,0.10073359,0.09678819,0.10467898,3
01,061,Alabama,Geneva County,26314,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,061,Alabama,Geneva County,26314,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,061,Alabama,Geneva County,26314,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,061,Alabama,Geneva County,26314,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,063,Alabama,Greene County,8233,all,All,0.10073359,0.09678819,0.10467898,3
01,063,Alabama,Greene County,8233,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,063,Alabama,Greene County,8233,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,063,Alabama,Greene County,8233,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,063,Alabama,Greene County,8233,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,065,Alabama,Hale County,14726,all,All,0.10073359,0.09678819,0.10467898,3
01,065,Alabama,Hale County,14726,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,065,Alabama,Hale County,14726,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,065,Alabama,Hale County,14726,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,065,Alabama,Hale County,14726,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,067,Alabama,Henry County,17209,all,All,0.10073359,0.09678819,0.10467898,3
01,067,Alabama,Henry County,17209,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,067,Alabama,Henry County,17209,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,067,Alabama,Henry County,17209,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,067,Alabama,Henry County,17209,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,069,Alabama,Houston County,104722,all,All,0.10672515,0.090363055,0.12308724,1
01,069,Alabama,Houston County,104722,race-ethnicity,"Black, Non-Hispanic",0.16049382,0.12785916,0.19312848,1
01,069,Alabama,Houston County,104722,race-ethnicity,Hispanic,NA,NA,NA,3
01,069,Alabama,Houston County,104722,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
01,069,Alabama,Houston County,104722,race-ethnicity,"White, Non-Hispanic",0.073697589,0.055443015,0.091952167,1
01,071,Alabama,Jackson County,51736,all,All,0.10073359,0.09678819,0.10467898,3
01,071,Alabama,Jackson County,51736,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,071,Alabama,Jackson County,51736,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,071,Alabama,Jackson County,51736,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,071,Alabama,Jackson County,51736,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,073,Alabama,Jefferson County,659300,all,All,0.11694936,0.11008961,0.12380911,1
01,073,Alabama,Jefferson County,659300,race-ethnicity,"Black, Non-Hispanic",0.16461127,0.15271048,0.17651205,1
01,073,Alabama,Jefferson County,659300,race-ethnicity,Hispanic,0.089939028,0.068045616,0.11183244,1
01,073,Alabama,Jefferson County,659300,race-ethnicity,Other Races and Ethnicities,0.077669904,0.047826633,0.10751317,2
01,073,Alabama,Jefferson County,659300,race-ethnicity,"White, Non-Hispanic",0.077129081,0.068571553,0.085686609,1
01,075,Alabama,Lamar County,13844,all,All,0.10073359,0.09678819,0.10467898,3
01,075,Alabama,Lamar County,13844,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,075,Alabama,Lamar County,13844,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,075,Alabama,Lamar County,13844,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,075,Alabama,Lamar County,13844,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,077,Alabama,Lauderdale County,92387,all,All,0.10073359,0.09678819,0.10467898,3
01,077,Alabama,Lauderdale County,92387,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,077,Alabama,Lauderdale County,92387,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,077,Alabama,Lauderdale County,92387,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,077,Alabama,Lauderdale County,92387,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,079,Alabama,Lawrence County,32957,all,All,0.10073359,0.09678819,0.10467898,3
01,079,Alabama,Lawrence County,32957,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,079,Alabama,Lawrence County,32957,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,079,Alabama,Lawrence County,32957,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,079,Alabama,Lawrence County,32957,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,081,Alabama,Lee County,163941,all,All,0.098342538,0.084623985,0.11206109,1
01,081,Alabama,Lee County,163941,race-ethnicity,"Black, Non-Hispanic",0.14056225,0.11003533,0.17108917,1
01,081,Alabama,Lee County,163941,race-ethnicity,Hispanic,0.11206897,0.05466269,0.16947524,2
01,081,Alabama,Lee County,163941,race-ethnicity,Other Races and Ethnicities,0.10752688,0.044566017,0.17048775,2
01,081,Alabama,Lee County,163941,race-ethnicity,"White, Non-Hispanic",0.077202544,0.061436184,0.092968903,1
01,083,Alabama,Limestone County,96174,all,All,0.10073359,0.09678819,0.10467898,3
01,083,Alabama,Limestone County,96174,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,083,Alabama,Limestone County,96174,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,083,Alabama,Limestone County,96174,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,083,Alabama,Limestone County,96174,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,085,Alabama,Lowndes County,9974,all,All,0.10073359,0.09678819,0.10467898,3
01,085,Alabama,Lowndes County,9974,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,085,Alabama,Lowndes County,9974,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,085,Alabama,Lowndes County,9974,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,085,Alabama,Lowndes County,9974,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,087,Alabama,Macon County,18439,all,All,0.10073359,0.09678819,0.10467898,3
01,087,Alabama,Macon County,18439,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,087,Alabama,Macon County,18439,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,087,Alabama,Macon County,18439,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,087,Alabama,Macon County,18439,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,089,Alabama,Madison County,366519,all,All,0.10607839,0.096832179,0.11532459,1
01,089,Alabama,Madison County,366519,race-ethnicity,"Black, Non-Hispanic",0.17698413,0.15591037,0.19805789,1
01,089,Alabama,Madison County,366519,race-ethnicity,Hispanic,0.097058825,0.065591209,0.12852645,1
01,089,Alabama,Madison County,366519,race-ethnicity,Other Races and Ethnicities,0.083333336,0.046474271,0.1201924,2
01,089,Alabama,Madison County,366519,race-ethnicity,"White, Non-Hispanic",0.072831422,0.062528886,0.083133958,1
01,091,Alabama,Marengo County,19066,all,All,0.10073359,0.09678819,0.10467898,3
01,091,Alabama,Marengo County,19066,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,091,Alabama,Marengo County,19066,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,091,Alabama,Marengo County,19066,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,091,Alabama,Marengo County,19066,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,093,Alabama,Marion County,29763,all,All,0.10073359,0.09678819,0.10467898,3
01,093,Alabama,Marion County,29763,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,093,Alabama,Marion County,29763,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,093,Alabama,Marion County,29763,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,093,Alabama,Marion County,29763,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,095,Alabama,Marshall County,96109,all,All,0.10073359,0.09678819,0.10467898,3
01,095,Alabama,Marshall County,96109,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,095,Alabama,Marshall County,96109,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,095,Alabama,Marshall County,96109,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,095,Alabama,Marshall County,96109,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,097,Alabama,Mobile County,413757,all,All,0.1298233,0.12097731,0.13866928,1
01,097,Alabama,Mobile County,413757,race-ethnicity,"Black, Non-Hispanic",0.17904291,0.1637803,0.19430551,1
01,097,Alabama,Mobile County,413757,race-ethnicity,Hispanic,0.076433122,0.03487258,0.11799367,2
01,097,Alabama,Mobile County,413757,race-ethnicity,Other Races and Ethnicities,0.125,0.084486932,0.16551307,1
01,097,Alabama,Mobile County,413757,race-ethnicity,"White, Non-Hispanic",0.08879023,0.07806702,0.099513441,1
01,099,Alabama,Monroe County,21067,all,All,0.10073359,0.09678819,0.10467898,3
01,099,Alabama,Monroe County,21067,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
01,099,Alabama,Monroe County,21067,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
01,099,Alabama,Monroe County,21067,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
01,099,Alabama,Monroe County,21067,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
01,101,Alabama,Montgomery County,225763,all,All,0.1351179,0.12315699,0.14707883,1
01,101,Alabama,Montgomery County,225763,race-ethnicity,"Black, Non-Hispanic",0.16552399,0.14940397,0.18164401,1
01,101,Alabama,Montgomery County,225763,race-ethnicity,Hispanic,0.05905512,0.030064994,0.088045247,2
01,101,Alabama,Montgomery County,225763,race-ethnicity,Other Races and Ethnicities,0.15333334,0.095671967,0.21099471,2
01,101,Alabama,Montgomery County,225763,race-ethnicity,"White, Non-Hispanic",0.06936416,0.050433729,0.088294588,1
01,103,Alabama,Morgan County,119089,all,All,0.092877097,0.077843189,0.10791101,1
01,103,Alabama,Morgan County,119089,race-ethnicity,"Black, Non-Hispanic",0.13392857,0.089327469,0.17852966,1
01,103,Alabama,Morgan County,119089,race-ethnicity,Hispanic,0.08677686,0.051308688,0.12224503,2
01,103,Alabama,Morgan County,119089,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
