year,state,county,subgroup_type,subgroup,poverty_exposure,poverty_exposure_quality
2018,01,061,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,061,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,063,all,All,0.6610852713178295,1
2018,01,063,race-ethnicity,Black,0.6456413890857547,2
2018,01,063,race-ethnicity,Hispanic,1,3
2018,01,063,race-ethnicity,Other Races and Ethnicities,1,3
2018,01,063,race-ethnicity,"White, Non-Hispanic",0.6219512195121951,3
2018,01,065,all,All,0,1
2018,01,065,race-ethnicity,Black,0,1
2018,01,065,race-ethnicity,Hispanic,NA,NA
2018,01,065,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,065,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,067,all,All,0,1
2018,01,067,race-ethnicity,Black,0,2
2018,01,067,race-ethnicity,Hispanic,NA,NA
2018,01,067,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,067,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,069,all,All,0.1177496959763126,1
2018,01,069,race-ethnicity,Black,0.18595217762596072,1
2018,01,069,race-ethnicity,Hispanic,0.0981012658227848,2
2018,01,069,race-ethnicity,Other Races and Ethnicities,0.0509683995922528,1
2018,01,069,race-ethnicity,"White, Non-Hispanic",0.04809160305343511,1
2018,01,071,all,All,0,1
2018,01,071,race-ethnicity,Black,0,3
2018,01,071,race-ethnicity,Hispanic,0,3
2018,01,071,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,071,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,073,all,All,0.17073659839390376,1
2018,01,073,race-ethnicity,Black,0.22618291979226773,1
2018,01,073,race-ethnicity,Hispanic,0.09292983395822174,1
2018,01,073,race-ethnicity,Other Races and Ethnicities,0.09660574412532635,1
2018,01,073,race-ethnicity,"White, Non-Hispanic",0.06201444732179365,1
2018,01,075,all,All,0,2
2018,01,075,race-ethnicity,Black,0,2
2018,01,075,race-ethnicity,Hispanic,0,3
2018,01,075,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,075,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,077,all,All,0.04086696343866306,1
2018,01,077,race-ethnicity,Black,0.21481178396072012,2
2018,01,077,race-ethnicity,Hispanic,0,3
2018,01,077,race-ethnicity,Other Races and Ethnicities,0.0144927536231884,2
2018,01,077,race-ethnicity,"White, Non-Hispanic",0.00273918998239092,1
2018,01,079,all,All,0,1
2018,01,079,race-ethnicity,Black,0,2
2018,01,079,race-ethnicity,Hispanic,0,3
2018,01,079,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,079,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,081,all,All,0.2359896388846564,1
2018,01,081,race-ethnicity,Black,0.06971244797578509,1
2018,01,081,race-ethnicity,Hispanic,0.23934723481414324,2
2018,01,081,race-ethnicity,Other Races and Ethnicities,0.27222731439046743,2
2018,01,081,race-ethnicity,"White, Non-Hispanic",0.3224265087773969,1
2018,01,083,all,All,0,1
2018,01,083,race-ethnicity,Black,0,2
2018,01,083,race-ethnicity,Hispanic,0,3
2018,01,083,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,083,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,085,all,All,0,1
2018,01,085,race-ethnicity,Black,0,1
2018,01,085,race-ethnicity,Hispanic,NA,NA
2018,01,085,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,085,race-ethnicity,"White, Non-Hispanic",0,3
2018,01,087,all,All,0,1
2018,01,087,race-ethnicity,Black,0,1
2018,01,087,race-ethnicity,Hispanic,0,3
2018,01,087,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,087,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,089,all,All,0.21122715404699735,1
2018,01,089,race-ethnicity,Black,0.31539418055210144,1
2018,01,089,race-ethnicity,Hispanic,0.28820729772607084,1
2018,01,089,race-ethnicity,Other Races and Ethnicities,0.1835648148148148,2
2018,01,089,race-ethnicity,"White, Non-Hispanic",0.09448118712832768,1
2018,01,091,all,All,0,1
2018,01,091,race-ethnicity,Black,0,1
2018,01,091,race-ethnicity,Hispanic,0,3
2018,01,091,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,091,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,093,all,All,0,1
2018,01,093,race-ethnicity,Black,0,2
2018,01,093,race-ethnicity,Hispanic,0,3
2018,01,093,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,093,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,095,all,All,0,1
2018,01,095,race-ethnicity,Black,0,2
2018,01,095,race-ethnicity,Hispanic,0,2
2018,01,095,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,095,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,097,all,All,0.19234605155482817,1
2018,01,097,race-ethnicity,Black,0.31732718249807784,1
2018,01,097,race-ethnicity,Hispanic,0.07889769724424311,2
2018,01,097,race-ethnicity,Other Races and Ethnicities,0.05094884488448845,1
2018,01,097,race-ethnicity,"White, Non-Hispanic",0.03633474942147619,1
2018,01,099,all,All,0.2190214906264289,1
2018,01,099,race-ethnicity,Black,0.24594136176399323,1
2018,01,099,race-ethnicity,Hispanic,0,3
2018,01,099,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,099,race-ethnicity,"White, Non-Hispanic",0.19858823529411765,2
2018,01,101,all,All,0.1624705908221377,1
2018,01,101,race-ethnicity,Black,0.19005546977754903,1
2018,01,101,race-ethnicity,Hispanic,0.05971563981042654,2
2018,01,101,race-ethnicity,Other Races and Ethnicities,0.05591961555264307,2
2018,01,101,race-ethnicity,"White, Non-Hispanic",0.07979407979407979,1
2018,01,103,all,All,0.16936383928571427,1
2018,01,103,race-ethnicity,Black,0.3501144164759725,1
2018,01,103,race-ethnicity,Hispanic,0.33270167839740117,2
2018,01,103,race-ethnicity,Other Races and Ethnicities,0.19731285988483685,2
2018,01,103,race-ethnicity,"White, Non-Hispanic",0.02948703683097808,1
2018,01,105,all,All,0.9034845132743364,2
2018,01,105,race-ethnicity,Black,0.9353169469598964,2
2018,01,105,race-ethnicity,Hispanic,NA,NA
2018,01,105,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,105,race-ethnicity,"White, Non-Hispanic",0.7156488549618321,3
2018,01,107,all,All,0,1
2018,01,107,race-ethnicity,Black,0,1
2018,01,107,race-ethnicity,Hispanic,0,3
2018,01,107,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,107,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,109,all,All,0.27979460234057796,1
2018,01,109,race-ethnicity,Black,0.1457581227436823,1
2018,01,109,race-ethnicity,Hispanic,0.39759036144578314,3
2018,01,109,race-ethnicity,Other Races and Ethnicities,0.31871838111298484,3
2018,01,109,race-ethnicity,"White, Non-Hispanic",0.44873745056282327,2
2018,01,111,all,All,0,1
2018,01,111,race-ethnicity,Black,0,2
2018,01,111,race-ethnicity,Hispanic,0,3
2018,01,111,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,111,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,113,all,All,0.20503002349664956,1
2018,01,113,race-ethnicity,Black,0.3109945928232017,1
2018,01,113,race-ethnicity,Hispanic,0.03326180257510729,3
2018,01,113,race-ethnicity,Other Races and Ethnicities,0.10173697270471464,3
2018,01,113,race-ethnicity,"White, Non-Hispanic",0.08241015941637396,1
2018,01,115,all,All,0,1
2018,01,115,race-ethnicity,Black,0,2
2018,01,115,race-ethnicity,Hispanic,0,3
2018,01,115,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,115,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,117,all,All,0,1
2018,01,117,race-ethnicity,Black,0,2
2018,01,117,race-ethnicity,Hispanic,0,2
2018,01,117,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,117,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,119,all,All,0,1
2018,01,119,race-ethnicity,Black,0,1
2018,01,119,race-ethnicity,Hispanic,NA,NA
2018,01,119,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,119,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,121,all,All,0.1657684565937277,1
2018,01,121,race-ethnicity,Black,0.2318118948824343,1
2018,01,121,race-ethnicity,Hispanic,0.24570815450643776,3
2018,01,121,race-ethnicity,Other Races and Ethnicities,0.2007200720072007,3
2018,01,121,race-ethnicity,"White, Non-Hispanic",0.08669476219145093,1
2018,01,123,all,All,0,1
2018,01,123,race-ethnicity,Black,0,1
2018,01,123,race-ethnicity,Hispanic,0,3
2018,01,123,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,123,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,125,all,All,0.24631510951905572,1
2018,01,125,race-ethnicity,Black,0.2484374087271453,1
2018,01,125,race-ethnicity,Hispanic,0.04269293924466338,2
2018,01,125,race-ethnicity,Other Races and Ethnicities,0.24451703219785348,2
2018,01,125,race-ethnicity,"White, Non-Hispanic",0.2568250758341759,1
2018,01,127,all,All,0,1
2018,01,127,race-ethnicity,Black,0,2
2018,01,127,race-ethnicity,Hispanic,0,3
2018,01,127,race-ethnicity,Other Races and Ethnicities,0,2
2018,01,127,race-ethnicity,"White, Non-Hispanic",0,1
2018,01,129,all,All,0,2
2018,01,129,race-ethnicity,Black,0,2
2018,01,129,race-ethnicity,Hispanic,0,3
2018,01,129,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,129,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,131,all,All,0.24431468961278427,1
2018,01,131,race-ethnicity,Black,0.2752770083102493,1
2018,01,131,race-ethnicity,Hispanic,0,3
2018,01,131,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,131,race-ethnicity,"White, Non-Hispanic",0,2
2018,01,133,all,All,0,1
2018,01,133,race-ethnicity,Black,NA,NA
2018,01,133,race-ethnicity,Hispanic,0,3
2018,01,133,race-ethnicity,Other Races and Ethnicities,0,3
2018,01,133,race-ethnicity,"White, Non-Hispanic",0,1
2018,02,013,all,All,0,1
2018,02,013,race-ethnicity,Black,NA,NA
2018,02,013,race-ethnicity,Hispanic,0,3
2018,02,013,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,013,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,016,all,All,0,2
2018,02,016,race-ethnicity,Black,0,3
2018,02,016,race-ethnicity,Hispanic,0,3
2018,02,016,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,016,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,020,all,All,0,1
2018,02,020,race-ethnicity,Black,0,2
2018,02,020,race-ethnicity,Hispanic,0,2
2018,02,020,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,020,race-ethnicity,"White, Non-Hispanic",0,1
2018,02,050,all,All,0,1
2018,02,050,race-ethnicity,Black,NA,NA
2018,02,050,race-ethnicity,Hispanic,0,3
2018,02,050,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,050,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,060,all,All,0,2
2018,02,060,race-ethnicity,Black,NA,NA
2018,02,060,race-ethnicity,Hispanic,NA,NA
2018,02,060,race-ethnicity,Other Races and Ethnicities,0,3
2018,02,060,race-ethnicity,"White, Non-Hispanic",NA,NA
2018,02,068,all,All,0,3
2018,02,068,race-ethnicity,Black,NA,NA
2018,02,068,race-ethnicity,Hispanic,NA,NA
2018,02,068,race-ethnicity,Other Races and Ethnicities,0,3
2018,02,068,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,070,all,All,0,1
2018,02,070,race-ethnicity,Black,NA,NA
2018,02,070,race-ethnicity,Hispanic,0,3
2018,02,070,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,070,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,090,all,All,0,1
2018,02,090,race-ethnicity,Black,0,3
2018,02,090,race-ethnicity,Hispanic,0,3
2018,02,090,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,090,race-ethnicity,"White, Non-Hispanic",0,1
2018,02,100,all,All,0,3
2018,02,100,race-ethnicity,Black,NA,NA
2018,02,100,race-ethnicity,Hispanic,NA,NA
2018,02,100,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,02,100,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,105,all,All,0,2
2018,02,105,race-ethnicity,Black,NA,NA
2018,02,105,race-ethnicity,Hispanic,NA,NA
2018,02,105,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,105,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,110,all,All,0,2
2018,02,110,race-ethnicity,Black,0,3
2018,02,110,race-ethnicity,Hispanic,0,3
2018,02,110,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,110,race-ethnicity,"White, Non-Hispanic",0,2
2018,02,122,all,All,0,1
2018,02,122,race-ethnicity,Black,0,3
2018,02,122,race-ethnicity,Hispanic,0,3
2018,02,122,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,122,race-ethnicity,"White, Non-Hispanic",0,1
2018,02,130,all,All,0,1
2018,02,130,race-ethnicity,Black,NA,NA
2018,02,130,race-ethnicity,Hispanic,0,3
2018,02,130,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,130,race-ethnicity,"White, Non-Hispanic",0,2
2018,02,150,all,All,0,2
2018,02,150,race-ethnicity,Black,NA,NA
2018,02,150,race-ethnicity,Hispanic,0,3
2018,02,150,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,150,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,158,all,All,1,1
2018,02,158,race-ethnicity,Black,NA,NA
2018,02,158,race-ethnicity,Hispanic,NA,NA
2018,02,158,race-ethnicity,Other Races and Ethnicities,1,1
2018,02,158,race-ethnicity,"White, Non-Hispanic",NA,NA
2018,02,164,all,All,0,2
2018,02,164,race-ethnicity,Black,NA,NA
2018,02,164,race-ethnicity,Hispanic,NA,NA
2018,02,164,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,164,race-ethnicity,"White, Non-Hispanic",NA,NA
2018,02,170,all,All,0,1
2018,02,170,race-ethnicity,Black,0,3
2018,02,170,race-ethnicity,Hispanic,0,2
2018,02,170,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,170,race-ethnicity,"White, Non-Hispanic",0,1
2018,02,180,all,All,0,1
2018,02,180,race-ethnicity,Black,NA,NA
2018,02,180,race-ethnicity,Hispanic,NA,NA
2018,02,180,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,180,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,185,all,All,0,2
2018,02,185,race-ethnicity,Black,NA,NA
2018,02,185,race-ethnicity,Hispanic,NA,NA
2018,02,185,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,185,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,188,all,All,0,1
2018,02,188,race-ethnicity,Black,NA,NA
2018,02,188,race-ethnicity,Hispanic,NA,NA
2018,02,188,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,188,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,195,all,All,0,2
2018,02,195,race-ethnicity,Black,NA,NA
2018,02,195,race-ethnicity,Hispanic,NA,NA
2018,02,195,race-ethnicity,Other Races and Ethnicities,0,3
2018,02,195,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,198,all,All,0,1
2018,02,198,race-ethnicity,Black,NA,NA
2018,02,198,race-ethnicity,Hispanic,NA,NA
2018,02,198,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,198,race-ethnicity,"White, Non-Hispanic",0,2
2018,02,220,all,All,0,2
2018,02,220,race-ethnicity,Black,NA,NA
2018,02,220,race-ethnicity,Hispanic,NA,NA
2018,02,220,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,220,race-ethnicity,"White, Non-Hispanic",0,2
2018,02,230,all,All,0,3
2018,02,230,race-ethnicity,Black,NA,NA
2018,02,230,race-ethnicity,Hispanic,NA,NA
2018,02,230,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,02,230,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,240,all,All,0,2
2018,02,240,race-ethnicity,Black,NA,NA
2018,02,240,race-ethnicity,Hispanic,NA,NA
2018,02,240,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,240,race-ethnicity,"White, Non-Hispanic",0,2
2018,02,261,all,All,0,2
2018,02,261,race-ethnicity,Black,NA,NA
2018,02,261,race-ethnicity,Hispanic,NA,NA
2018,02,261,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,261,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,275,all,All,0,2
2018,02,275,race-ethnicity,Black,NA,NA
2018,02,275,race-ethnicity,Hispanic,NA,NA
2018,02,275,race-ethnicity,Other Races and Ethnicities,0,2
2018,02,275,race-ethnicity,"White, Non-Hispanic",0,3
2018,02,282,all,All,0,3
2018,02,282,race-ethnicity,Black,NA,NA
2018,02,282,race-ethnicity,Hispanic,NA,NA
2018,02,282,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,02,282,race-ethnicity,"White, Non-Hispanic",NA,NA
2018,02,290,all,All,0,1
2018,02,290,race-ethnicity,Black,NA,NA
2018,02,290,race-ethnicity,Hispanic,0,2
2018,02,290,race-ethnicity,Other Races and Ethnicities,0,1
2018,02,290,race-ethnicity,"White, Non-Hispanic",0,3
2018,04,001,all,All,0.6372521303663018,1
2018,04,001,race-ethnicity,Black,0.7384615384615385,3
2018,04,001,race-ethnicity,Hispanic,0.10628465804066543,2
2018,04,001,race-ethnicity,Other Races and Ethnicities,0.6927069470322066,1
2018,04,001,race-ethnicity,"White, Non-Hispanic",0.06069160197600565,2
2018,04,003,all,All,0.09523573692551504,1
2018,04,003,race-ethnicity,Black,0,3
2018,04,003,race-ethnicity,Hispanic,0.19151643690349948,1
2018,04,003,race-ethnicity,Other Races and Ethnicities,0.06304,1
2018,04,003,race-ethnicity,"White, Non-Hispanic",0.00811201244582731,1
2018,04,005,all,All,0.1338546838795101,1
2018,04,005,race-ethnicity,Black,0.2702702702702703,3
2018,04,005,race-ethnicity,Hispanic,0.1432710034237556,1
2018,04,005,race-ethnicity,Other Races and Ethnicities,0.04779095753824996,1
2018,04,005,race-ethnicity,"White, Non-Hispanic",0.23002295013561444,1
2018,04,007,all,All,0.34267807232997377,1
2018,04,007,race-ethnicity,Black,0,3
2018,04,007,race-ethnicity,Hispanic,0.1021594684385382,2
2018,04,007,race-ethnicity,Other Races and Ethnicities,0.8287008441424748,1
2018,04,007,race-ethnicity,"White, Non-Hispanic",0.00389711613406079,1
2018,04,009,all,All,0.2805391743892165,1
2018,04,009,race-ethnicity,Black,0,3
2018,04,009,race-ethnicity,Hispanic,0.11558259241927936,2
2018,04,009,race-ethnicity,Other Races and Ethnicities,0.932573599240266,1
2018,04,009,race-ethnicity,"White, Non-Hispanic",0.00158982511923688,1
2018,04,011,all,All,0,2
2018,04,011,race-ethnicity,Black,NA,NA
2018,04,011,race-ethnicity,Hispanic,0,3
2018,04,011,race-ethnicity,Other Races and Ethnicities,0,3
2018,04,011,race-ethnicity,"White, Non-Hispanic",0,2
2018,04,012,all,All,0,1
2018,04,012,race-ethnicity,Black,NA,NA
2018,04,012,race-ethnicity,Hispanic,0,2
2018,04,012,race-ethnicity,Other Races and Ethnicities,0,2
2018,04,012,race-ethnicity,"White, Non-Hispanic",0,2
2018,04,013,all,All,0.1516824684395695,1
2018,04,013,race-ethnicity,Black,0.16337975705150756,1
2018,04,013,race-ethnicity,Hispanic,0.2038430172958704,1
2018,04,013,race-ethnicity,Other Races and Ethnicities,0.20019497446258397,1
2018,04,013,race-ethnicity,"White, Non-Hispanic",0.0635059106727997,1
