year,state,county,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2015,02,195,income,Not Low-Income,1.4637399,0.63348579,2.2939939,3
2015,02,198,all,All,1.5138332,0.72559088,2.3020754,3
2015,02,198,income,Low Income,1.5104978,0.54602271,2.474973,3
2015,02,198,income,Not Low-Income,1.7226537,-0.46353883,3.9088464,3
2015,02,220,all,All,1.2404529,0.68484759,1.7960582,2
2015,02,220,income,Low Income,1.3536152,0.57823962,2.1289907,2
2015,02,220,income,Not Low-Income,1.5044672,0.4939099,2.5150247,3
2015,02,230,all,All,NA,NA,NA,NA
2015,02,230,income,Low Income,NA,NA,NA,NA
2015,02,230,income,Not Low-Income,NA,NA,NA,NA
2015,02,240,all,All,1.3370686,0.95118451,1.7229526,2
2015,02,240,income,Low Income,1.3619308,0.93929571,1.784566,2
2015,02,240,income,Not Low-Income,1.3057947,0.67452526,1.9370642,3
2015,02,261,all,All,0.94081616,0.60438758,1.2772448,2
2015,02,261,income,Low Income,1.0829251,0.61711282,1.5487374,2
2015,02,261,income,Not Low-Income,0.94366491,0.54661685,1.3407129,2
2015,02,275,all,All,1.1700821,0.36272961,1.9774345,3
2015,02,275,income,Low Income,NA,NA,NA,NA
2015,02,275,income,Not Low-Income,NA,NA,NA,NA
2015,02,282,all,All,NA,NA,NA,NA
2015,02,282,income,Low Income,NA,NA,NA,NA
2015,02,282,income,Not Low-Income,NA,NA,NA,NA
2015,02,290,all,All,1.0974119,0.5824374,1.6123863,1
2015,02,290,income,Low Income,1.248934,0.71918494,1.7786832,2
2015,02,290,income,Not Low-Income,NA,NA,NA,NA
2015,04,001,all,All,1.1323727,0.95495266,1.3097929,2
2015,04,001,income,Low Income,1.1171392,0.93723774,1.2970407,2
2015,04,001,income,Not Low-Income,0.7687003,-0.34926057,1.8866612,3
2015,04,003,all,All,1.2006055,1.1033233,1.2978877,1
2015,04,003,income,Low Income,1.210645,1.1039157,1.3173742,1
2015,04,003,income,Not Low-Income,1.222826,1.0776222,1.3680298,1
2015,04,005,all,All,1.1161115,1.0150414,1.2171817,1
2015,04,005,income,Low Income,1.0322069,0.85687453,1.2075393,2
2015,04,005,income,Not Low-Income,2.2221482,1.6353538,2.8089426,3
2015,04,007,all,All,0.91811293,0.76654094,1.0696849,1
2015,04,007,income,Low Income,1.3546305,1.1251336,1.5841273,2
2015,04,007,income,Not Low-Income,0.67560977,0.39586076,0.9553588,3
2015,04,009,all,All,0.98080617,0.81343251,1.1481799,1
2015,04,009,income,Low Income,0.99408513,0.73068172,1.2574886,2
2015,04,009,income,Not Low-Income,1.1873636,0.83397084,1.5407565,3
2015,04,011,all,All,1.0055321,0.50550491,1.5055593,2
2015,04,011,income,Low Income,1.1739253,0.56871182,1.7791387,2
2015,04,011,income,Not Low-Income,0.98041034,-0.088911563,2.0497322,3
2015,04,012,all,All,1.0627321,0.7875976,1.3378665,3
2015,04,012,income,Low Income,1.196655,0.93140996,1.4619001,3
2015,04,012,income,Not Low-Income,0.93673819,0.36938924,1.5040872,3
2015,04,013,all,All,1.0809969,1.0575589,1.1044348,2
2015,04,013,income,Low Income,1.0712579,1.0431229,1.099393,2
2015,04,013,income,Not Low-Income,1.2792463,1.1792729,1.3792198,3
2015,04,015,all,All,0.99318326,0.90337145,1.0829951,1
2015,04,015,income,Low Income,0.97501534,0.87728161,1.0727491,1
2015,04,015,income,Not Low-Income,0.98026717,0.84454834,1.115986,2
2015,04,017,all,All,1.0922934,0.98880249,1.1957842,1
2015,04,017,income,Low Income,1.1515765,1.0386146,1.2645384,1
2015,04,017,income,Not Low-Income,1.3894303,1.1205804,1.6582801,3
2015,04,019,all,All,1.0854523,1.0486337,1.1222709,1
2015,04,019,income,Low Income,1.0682561,1.0261047,1.1104076,1
2015,04,019,income,Not Low-Income,0.92057592,0.6991033,1.1420486,3
2015,04,021,all,All,1.0339857,0.95153785,1.1164336,2
2015,04,021,income,Low Income,1.0991483,1.0074348,1.1908617,2
2015,04,021,income,Not Low-Income,1.0023032,0.87642634,1.1281801,3
2015,04,023,all,All,1.0318193,0.92892724,1.1347115,1
2015,04,023,income,Low Income,1.0888529,0.96499097,1.2127148,1
2015,04,023,income,Not Low-Income,1.4145271,0.23120196,2.5978522,3
2015,04,025,all,All,1.033191,0.94518298,1.1211989,1
2015,04,025,income,Low Income,1.0272768,0.92599905,1.1285545,1
2015,04,025,income,Not Low-Income,1.0857395,0.52278131,1.6486976,3
2015,04,027,all,All,1.1125667,1.0594856,1.1656479,1
2015,04,027,income,Low Income,1.2359077,1.1644847,1.3073306,1
2015,04,027,income,Not Low-Income,0.79619849,0.70958257,0.88281441,1
2015,05,001,all,All,0.83108884,0.64723682,1.0149409,1
2015,05,001,income,Low Income,0.83555585,0.63753945,1.0335722,1
2015,05,001,income,Not Low-Income,0.73488319,0.45208901,1.0176773,1
2015,05,003,all,All,0.78398335,0.62151247,0.94645423,1
2015,05,003,income,Low Income,0.71690547,0.54655957,0.88725138,1
2015,05,003,income,Not Low-Income,0.78109264,0.49215642,1.0700289,1
2015,05,005,all,All,0.86236656,0.71563119,1.0091019,1
2015,05,005,income,Low Income,0.92297441,0.75654346,1.0894054,1
2015,05,005,income,Not Low-Income,0.75674486,0.52650601,0.98698372,2
2015,05,007,all,All,1.0436842,0.99298793,1.0943805,1
2015,05,007,income,Low Income,1.0129002,0.95008272,1.0757177,1
2015,05,007,income,Not Low-Income,1.1848406,1.0916901,1.2779911,2
2015,05,009,all,All,0.86360788,0.72777575,0.99944001,1
2015,05,009,income,Low Income,0.89312541,0.7215215,1.0647293,2
2015,05,009,income,Not Low-Income,0.86615407,0.67346054,1.0588477,1
2015,05,011,all,All,0.80956376,0.57639772,1.0427297,1
2015,05,011,income,Low Income,0.80541968,0.57679015,1.0340493,1
2015,05,011,income,Not Low-Income,0.83285284,0.38092536,1.2847804,1
2015,05,013,all,All,0.8431111,0.40707859,1.2791436,1
2015,05,013,income,Low Income,0.96630007,0.51265121,1.4199489,3
2015,05,013,income,Not Low-Income,NA,NA,NA,NA
2015,05,015,all,All,0.99335003,0.82246011,1.1642399,1
2015,05,015,income,Low Income,0.91547382,0.73926526,1.0916823,1
2015,05,015,income,Not Low-Income,1.0712447,0.7817446,1.3607448,2
2015,05,017,all,All,0.92917639,0.62495601,1.2333968,1
2015,05,017,income,Low Income,0.92731124,0.66497403,1.1896485,1
2015,05,017,income,Not Low-Income,NA,NA,NA,NA
2015,05,019,all,All,0.92354846,0.70950866,1.1375883,1
2015,05,019,income,Low Income,0.96319878,0.73936552,1.1870321,1
2015,05,019,income,Not Low-Income,0.87297064,0.52528024,1.220661,1
2015,05,021,all,All,0.91740966,0.69728792,1.1375314,1
2015,05,021,income,Low Income,0.92060888,0.65457737,1.1866404,2
2015,05,021,income,Not Low-Income,0.88083667,0.51708329,1.24459,2
2015,05,023,all,All,0.91630226,0.74460006,1.0880045,1
2015,05,023,income,Low Income,0.8381983,0.6367442,1.0396523,1
2015,05,023,income,Not Low-Income,1.0092685,0.33279994,1.6857371,3
2015,05,025,all,All,0.68534279,0.42421049,0.94647509,1
2015,05,025,income,Low Income,0.73371828,0.41611481,1.0513217,1
2015,05,025,income,Not Low-Income,0.53505784,0.19426554,0.87585014,1
2015,05,027,all,All,1.1138587,0.93696409,1.2907534,1
2015,05,027,income,Low Income,1.1253105,0.94080561,1.3098155,1
2015,05,027,income,Not Low-Income,0.97528642,0.68009299,1.2704799,1
2015,05,029,all,All,0.7296142,0.5402683,0.91896009,1
2015,05,029,income,Low Income,0.67650187,0.47687677,0.876127,1
2015,05,029,income,Not Low-Income,0.7723974,0.4697215,1.0750734,1
2015,05,031,all,All,0.82426226,0.7439121,0.90461242,1
2015,05,031,income,Low Income,0.80558956,0.71434772,0.89683139,1
2015,05,031,income,Not Low-Income,0.82842976,0.71488088,0.94197863,1
2015,05,033,all,All,1.0246139,0.92606872,1.1231591,1
2015,05,033,income,Low Income,1.0112758,0.90615547,1.1163961,1
2015,05,033,income,Not Low-Income,1.0230531,0.86885703,1.1772491,1
2015,05,035,all,All,0.78007734,0.66995227,0.8902024,2
2015,05,035,income,Low Income,0.79200792,0.68940854,0.89460731,2
2015,05,035,income,Not Low-Income,0.72030783,0.45139849,0.98921716,2
2015,05,037,all,All,0.85008675,0.6717388,1.0284346,1
2015,05,037,income,Low Income,0.82103467,0.62417597,1.0178933,1
2015,05,037,income,Not Low-Income,0.77560061,0.50603271,1.0451685,1
2015,05,039,all,All,0.79047096,0.43396351,1.1469784,1
2015,05,039,income,Low Income,0.80512887,0.43657848,1.1736792,1
2015,05,039,income,Not Low-Income,0.7170043,-2.5792141,4.0132227,3
2015,05,041,all,All,0.88142186,0.67686898,1.0859748,1
2015,05,041,income,Low Income,0.9086054,0.7117669,1.105444,1
2015,05,041,income,Not Low-Income,0.39806449,-0.073164366,0.86929333,1
2015,05,043,all,All,0.91706938,0.72531873,1.10882,1
2015,05,043,income,Low Income,0.90790117,0.70167565,1.1141267,1
2015,05,043,income,Not Low-Income,0.97892606,0.68365669,1.2741954,1
2015,05,045,all,All,0.9245497,0.84804577,1.0010537,1
2015,05,045,income,Low Income,0.86873543,0.77354795,0.96392292,1
2015,05,045,income,Not Low-Income,0.9226768,0.82421529,1.0211383,1
2015,05,047,all,All,0.80234909,0.60677546,0.99792272,1
2015,05,047,income,Low Income,0.852157,0.62674177,1.0775722,1
2015,05,047,income,Not Low-Income,0.75789887,0.48410684,1.0316908,1
2015,05,049,all,All,0.6340515,0.36522439,0.90287864,1
2015,05,049,income,Low Income,0.65221053,0.36887962,0.93554145,1
2015,05,049,income,Not Low-Income,0.60523951,0.17328216,1.0371969,2
2015,05,051,all,All,0.80934829,0.71924824,0.89944834,1
2015,05,051,income,Low Income,0.81714118,0.70912695,0.9251554,2
2015,05,051,income,Not Low-Income,0.83569258,0.68412328,0.98726189,2
2015,05,053,all,All,0.82699335,0.67859131,0.97539538,1
2015,05,053,income,Low Income,0.87782192,0.6996761,1.0559677,1
2015,05,053,income,Not Low-Income,0.64964062,0.45347506,0.84580618,1
2015,05,055,all,All,0.98314273,0.86338276,1.1029027,1
2015,05,055,income,Low Income,0.96925581,0.83387715,1.1046344,1
2015,05,055,income,Not Low-Income,0.93227327,0.75845349,1.106093,1
2015,05,057,all,All,0.97556001,0.79222417,1.1588959,1
