year,state,county,state_name,county_name,subgroup,subgroup_type,ratio_living_wage,ratio_living_wage_quality
2014,01,011,Alabama,Bullock County,Education and Health,industry,0.5793,Weak
2014,01,011,Alabama,Bullock County,Leisure and Other,industry,0.2605,Weak
2014,01,013,Alabama,Butler County,All,all,0.5645,Strong
2014,01,013,Alabama,Butler County,Goods Producing,industry,0.7453,Strong
2014,01,013,Alabama,Butler County,Public Administration,industry,0.7141,Strong
2014,01,013,Alabama,Butler County,"Trade, Transit, Utilities",industry,0.5265,Strong
2014,01,013,Alabama,Butler County,Information Services,industry,0.495,Weak
2014,01,013,Alabama,Butler County,Professional Services,industry,0.4867,Strong
2014,01,013,Alabama,Butler County,Education and Health,industry,0.6433,Strong
2014,01,013,Alabama,Butler County,Leisure and Other,industry,0.33,Strong
2014,01,015,Alabama,Calhoun County,All,all,0.6523,Strong
2014,01,015,Alabama,Calhoun County,Goods Producing,industry,0.808,Strong
2014,01,015,Alabama,Calhoun County,Public Administration,industry,0.8339,Strong
2014,01,015,Alabama,Calhoun County,"Trade, Transit, Utilities",industry,0.5497,Strong
2014,01,015,Alabama,Calhoun County,Information Services,industry,0.7594,Weak
2014,01,015,Alabama,Calhoun County,Professional Services,industry,0.7013,Strong
2014,01,015,Alabama,Calhoun County,Education and Health,industry,0.6477,Strong
2014,01,015,Alabama,Calhoun County,Leisure and Other,industry,0.3614,Strong
2014,01,017,Alabama,Chambers County,All,all,0.5832,Strong
2014,01,017,Alabama,Chambers County,Goods Producing,industry,0.7548,Strong
2014,01,017,Alabama,Chambers County,Public Administration,industry,0.6943,Strong
2014,01,017,Alabama,Chambers County,"Trade, Transit, Utilities",industry,0.5294,Strong
2014,01,017,Alabama,Chambers County,Information Services,industry,0.6325,Weak
2014,01,017,Alabama,Chambers County,Professional Services,industry,0.5942,Strong
2014,01,017,Alabama,Chambers County,Education and Health,industry,0.61240000000000006,Strong
2014,01,017,Alabama,Chambers County,Leisure and Other,industry,0.3852,Strong
2014,01,019,Alabama,Cherokee County,All,all,0.571,Strong
2014,01,019,Alabama,Cherokee County,Goods Producing,industry,0.6563,Strong
2014,01,019,Alabama,Cherokee County,Public Administration,industry,0.6863,Strong
2014,01,019,Alabama,Cherokee County,"Trade, Transit, Utilities",industry,0.5395,Strong
2014,01,019,Alabama,Cherokee County,Information Services,industry,0.7249,Weak
2014,01,019,Alabama,Cherokee County,Professional Services,industry,0.5933,Strong
2014,01,019,Alabama,Cherokee County,Education and Health,industry,0.6832,Strong
2014,01,019,Alabama,Cherokee County,Leisure and Other,industry,0.2841,Strong
2014,01,021,Alabama,Chilton County,All,all,0.5895,Strong
2014,01,021,Alabama,Chilton County,Goods Producing,industry,0.7073,Strong
2014,01,021,Alabama,Chilton County,Public Administration,industry,0.706,Strong
2014,01,021,Alabama,Chilton County,"Trade, Transit, Utilities",industry,0.5562,Strong
2014,01,021,Alabama,Chilton County,Information Services,industry,0.6915,Weak
2014,01,021,Alabama,Chilton County,Professional Services,industry,0.5525,Strong
2014,01,021,Alabama,Chilton County,Education and Health,industry,0.6275,Strong
2014,01,021,Alabama,Chilton County,Leisure and Other,industry,0.3332,Strong
2014,01,023,Alabama,Choctaw County,All,all,0.8419,Strong
2014,01,023,Alabama,Choctaw County,Goods Producing,industry,1.2528,Strong
2014,01,023,Alabama,Choctaw County,Public Administration,industry,0.5806,Strong
2014,01,023,Alabama,Choctaw County,"Trade, Transit, Utilities",industry,0.4917,Strong
2014,01,023,Alabama,Choctaw County,Information Services,industry,0.5441,Weak
2014,01,023,Alabama,Choctaw County,Professional Services,industry,0.5708,Strong
2014,01,023,Alabama,Choctaw County,Education and Health,industry,0.6222,Weak
2014,01,023,Alabama,Choctaw County,Leisure and Other,industry,0.2987,Strong
2014,01,025,Alabama,Clarke County,All,all,0.6795,Strong
2014,01,025,Alabama,Clarke County,Goods Producing,industry,1.0104,Strong
2014,01,025,Alabama,Clarke County,Public Administration,industry,0.7891,Strong
2014,01,025,Alabama,Clarke County,"Trade, Transit, Utilities",industry,0.5052,Strong
2014,01,025,Alabama,Clarke County,Information Services,industry,0.6211,Weak
2014,01,025,Alabama,Clarke County,Professional Services,industry,0.7323,Strong
2014,01,025,Alabama,Clarke County,Education and Health,industry,0.5386,Strong
2014,01,025,Alabama,Clarke County,Leisure and Other,industry,0.3156,Strong
2014,01,027,Alabama,Clay County,All,all,0.5441,Strong
2014,01,027,Alabama,Clay County,Goods Producing,industry,0.5793,Strong
2014,01,027,Alabama,Clay County,Public Administration,industry,0.6853,Strong
2014,01,027,Alabama,Clay County,"Trade, Transit, Utilities",industry,0.4551,Strong
2014,01,027,Alabama,Clay County,Information Services,industry,0.635,Weak
2014,01,027,Alabama,Clay County,Professional Services,industry,0.5914,Strong
2014,01,027,Alabama,Clay County,Education and Health,industry,0.5117,Weak
2014,01,027,Alabama,Clay County,Leisure and Other,industry,0.292,Weak
2014,01,029,Alabama,Cleburne County,All,all,0.7082,Strong
2014,01,029,Alabama,Cleburne County,Goods Producing,industry,0.9844,Strong
2014,01,029,Alabama,Cleburne County,Public Administration,industry,0.6884,Strong
2014,01,029,Alabama,Cleburne County,"Trade, Transit, Utilities",industry,0.5154,Strong
2014,01,029,Alabama,Cleburne County,Information Services,industry,1.383,Weak
2014,01,029,Alabama,Cleburne County,Professional Services,industry,0.5015,Strong
2014,01,029,Alabama,Cleburne County,Education and Health,industry,0.4913,Weak
2014,01,029,Alabama,Cleburne County,Leisure and Other,industry,0.3736,Weak
2014,01,031,Alabama,Coffee County,All,all,0.5609,Strong
2014,01,031,Alabama,Coffee County,Goods Producing,industry,0.5857,Strong
2014,01,031,Alabama,Coffee County,Public Administration,industry,0.7653,Strong
2014,01,031,Alabama,Coffee County,"Trade, Transit, Utilities",industry,0.5408,Strong
2014,01,031,Alabama,Coffee County,Information Services,industry,0.6342,Weak
2014,01,031,Alabama,Coffee County,Professional Services,industry,0.6538,Strong
2014,01,031,Alabama,Coffee County,Education and Health,industry,0.6342,Strong
2014,01,031,Alabama,Coffee County,Leisure and Other,industry,0.3537,Strong
2014,01,033,Alabama,Colbert County,All,all,0.7258,Strong
2014,01,033,Alabama,Colbert County,Goods Producing,industry,0.877,Strong
2014,01,033,Alabama,Colbert County,Public Administration,industry,1.0359,Strong
2014,01,033,Alabama,Colbert County,"Trade, Transit, Utilities",industry,0.6039,Strong
2014,01,033,Alabama,Colbert County,Information Services,industry,0.8935,Weak
2014,01,033,Alabama,Colbert County,Professional Services,industry,0.6255,Strong
2014,01,033,Alabama,Colbert County,Education and Health,industry,0.7661,Strong
2014,01,033,Alabama,Colbert County,Leisure and Other,industry,0.4023,Strong
2014,01,035,Alabama,Conecuh County,All,all,0.596,Strong
2014,01,035,Alabama,Conecuh County,Goods Producing,industry,0.6164,Strong
2014,01,035,Alabama,Conecuh County,Public Administration,industry,0.7255,Strong
2014,01,035,Alabama,Conecuh County,"Trade, Transit, Utilities",industry,0.6313,Strong
2014,01,035,Alabama,Conecuh County,Information Services,industry,0.6906,Weak
2014,01,035,Alabama,Conecuh County,Professional Services,industry,0.5858,Strong
2014,01,035,Alabama,Conecuh County,Education and Health,industry,0.6563,Weak
2014,01,035,Alabama,Conecuh County,Leisure and Other,industry,0.3407,Strong
2014,01,037,Alabama,Coosa County,All,all,0.6239,Strong
2014,01,037,Alabama,Coosa County,Goods Producing,industry,0.7393,Weak
2014,01,037,Alabama,Coosa County,Public Administration,industry,NA,NA
2014,01,037,Alabama,Coosa County,"Trade, Transit, Utilities",industry,0.502,Strong
2014,01,037,Alabama,Coosa County,Information Services,industry,NA,NA
2014,01,037,Alabama,Coosa County,Professional Services,industry,0.7347,Weak
2014,01,037,Alabama,Coosa County,Education and Health,industry,0.3637,Weak
2014,01,037,Alabama,Coosa County,Leisure and Other,industry,NA,NA
2014,01,039,Alabama,Covington County,All,all,0.5914,Strong
2014,01,039,Alabama,Covington County,Goods Producing,industry,0.6618,Strong
2014,01,039,Alabama,Covington County,Public Administration,industry,0.7561,Strong
2014,01,039,Alabama,Covington County,"Trade, Transit, Utilities",industry,0.6507,Strong
2014,01,039,Alabama,Covington County,Information Services,industry,0.7369,Weak
2014,01,039,Alabama,Covington County,Professional Services,industry,0.5775,Strong
2014,01,039,Alabama,Covington County,Education and Health,industry,0.6007,Strong
2014,01,039,Alabama,Covington County,Leisure and Other,industry,0.3597,Strong
2014,01,041,Alabama,Crenshaw County,All,all,0.6155,Strong
2014,01,041,Alabama,Crenshaw County,Goods Producing,industry,0.6646,Strong
2014,01,041,Alabama,Crenshaw County,Public Administration,industry,0.6875,Strong
2014,01,041,Alabama,Crenshaw County,"Trade, Transit, Utilities",industry,0.6146,Strong
2014,01,041,Alabama,Crenshaw County,Information Services,industry,0.9613,Weak
2014,01,041,Alabama,Crenshaw County,Professional Services,industry,0.6799,Strong
2014,01,041,Alabama,Crenshaw County,Education and Health,industry,0.4922,Weak
2014,01,041,Alabama,Crenshaw County,Leisure and Other,industry,0.6021,Strong
2014,01,043,Alabama,Cullman County,All,all,0.6351,Strong
2014,01,043,Alabama,Cullman County,Goods Producing,industry,0.7583,Strong
2014,01,043,Alabama,Cullman County,Public Administration,industry,0.69,Strong
2014,01,043,Alabama,Cullman County,"Trade, Transit, Utilities",industry,0.602,Strong
2014,01,043,Alabama,Cullman County,Information Services,industry,0.7555,Weak
2014,01,043,Alabama,Cullman County,Professional Services,industry,0.778,Strong
2014,01,043,Alabama,Cullman County,Education and Health,industry,0.6976,Strong
2014,01,043,Alabama,Cullman County,Leisure and Other,industry,0.375,Strong
2014,01,045,Alabama,Dale County,All,all,0.8905,Strong
2014,01,045,Alabama,Dale County,Goods Producing,industry,1.137,Strong
2014,01,045,Alabama,Dale County,Public Administration,industry,0.8207,Strong
2014,01,045,Alabama,Dale County,"Trade, Transit, Utilities",industry,0.6913,Strong
2014,01,045,Alabama,Dale County,Information Services,industry,0.9405,Weak
2014,01,045,Alabama,Dale County,Professional Services,industry,0.7765,Strong
2014,01,045,Alabama,Dale County,Education and Health,industry,0.985,Strong
2014,01,045,Alabama,Dale County,Leisure and Other,industry,0.3215,Strong
2014,01,047,Alabama,Dallas County,All,all,0.6192,Strong
2014,01,047,Alabama,Dallas County,Goods Producing,industry,0.8593,Strong
2014,01,047,Alabama,Dallas County,Public Administration,industry,0.7536,Strong
2014,01,047,Alabama,Dallas County,"Trade, Transit, Utilities",industry,0.4848,Strong
2014,01,047,Alabama,Dallas County,Information Services,industry,0.6656,Weak
2014,01,047,Alabama,Dallas County,Professional Services,industry,0.6187,Strong
2014,01,047,Alabama,Dallas County,Education and Health,industry,0.609,Strong
2014,01,047,Alabama,Dallas County,Leisure and Other,industry,0.311,Strong
2014,01,049,Alabama,DeKalb County,All,all,0.5879,Strong
2014,01,049,Alabama,DeKalb County,Goods Producing,industry,0.6718,Strong
2014,01,049,Alabama,DeKalb County,Public Administration,industry,0.6897,Strong
2014,01,049,Alabama,DeKalb County,"Trade, Transit, Utilities",industry,0.5463,Strong
2014,01,049,Alabama,DeKalb County,Information Services,industry,0.8592,Weak
2014,01,049,Alabama,DeKalb County,Professional Services,industry,0.5611,Strong
2014,01,049,Alabama,DeKalb County,Education and Health,industry,0.5888,Strong
2014,01,049,Alabama,DeKalb County,Leisure and Other,industry,0.3719,Strong
2014,01,051,Alabama,Elmore County,All,all,0.5598,Strong
2014,01,051,Alabama,Elmore County,Goods Producing,industry,0.8437,Strong
2014,01,051,Alabama,Elmore County,Public Administration,industry,0.7281,Strong
2014,01,051,Alabama,Elmore County,"Trade, Transit, Utilities",industry,0.4492,Strong
2014,01,051,Alabama,Elmore County,Information Services,industry,0.7243,Weak
2014,01,051,Alabama,Elmore County,Professional Services,industry,0.6739,Strong
2014,01,051,Alabama,Elmore County,Education and Health,industry,0.5235,Strong
2014,01,051,Alabama,Elmore County,Leisure and Other,industry,0.3502,Strong
2014,01,053,Alabama,Escambia County,All,all,0.6516,Strong
2014,01,053,Alabama,Escambia County,Goods Producing,industry,0.875,Strong
2014,01,053,Alabama,Escambia County,Public Administration,industry,0.7589,Strong
2014,01,053,Alabama,Escambia County,"Trade, Transit, Utilities",industry,0.5756,Strong
2014,01,053,Alabama,Escambia County,Information Services,industry,0.9121,Weak
2014,01,053,Alabama,Escambia County,Professional Services,industry,0.6716,Strong
2014,01,053,Alabama,Escambia County,Education and Health,industry,0.6331,Strong
2014,01,053,Alabama,Escambia County,Leisure and Other,industry,0.304,Strong
2014,01,055,Alabama,Etowah County,All,all,0.6057,Strong
2014,01,055,Alabama,Etowah County,Goods Producing,industry,0.7858,Strong
2014,01,055,Alabama,Etowah County,Public Administration,industry,0.7923,Strong
2014,01,055,Alabama,Etowah County,"Trade, Transit, Utilities",industry,0.5404,Strong
2014,01,055,Alabama,Etowah County,Information Services,industry,0.6829,Weak
2014,01,055,Alabama,Etowah County,Professional Services,industry,0.6108,Strong
2014,01,055,Alabama,Etowah County,Education and Health,industry,0.7417,Strong
2014,01,055,Alabama,Etowah County,Leisure and Other,industry,0.3676,Strong
2014,01,057,Alabama,Fayette County,All,all,0.5664,Strong
2014,01,057,Alabama,Fayette County,Goods Producing,industry,0.6878,Strong
2014,01,057,Alabama,Fayette County,Public Administration,industry,0.6127,Strong
2014,01,057,Alabama,Fayette County,"Trade, Transit, Utilities",industry,0.4718,Strong
2014,01,057,Alabama,Fayette County,Information Services,industry,0.9214,Weak
2014,01,057,Alabama,Fayette County,Professional Services,industry,0.6085,Strong
2014,01,057,Alabama,Fayette County,Education and Health,industry,0.5571,Strong
2014,01,057,Alabama,Fayette County,Leisure and Other,industry,0.2934,Strong
2014,01,059,Alabama,Franklin County,All,all,0.5803,Strong
2014,01,059,Alabama,Franklin County,Goods Producing,industry,0.6405,Strong
2014,01,059,Alabama,Franklin County,Public Administration,industry,0.7063,Strong
2014,01,059,Alabama,Franklin County,"Trade, Transit, Utilities",industry,0.4524,Strong
2014,01,059,Alabama,Franklin County,Information Services,industry,0.5692,Weak
2014,01,059,Alabama,Franklin County,Professional Services,industry,0.6034,Strong
2014,01,059,Alabama,Franklin County,Education and Health,industry,0.6136,Strong
2014,01,059,Alabama,Franklin County,Leisure and Other,industry,0.3629,Strong
2014,01,061,Alabama,Geneva County,All,all,0.5241,Strong
2014,01,061,Alabama,Geneva County,Goods Producing,industry,0.5488,Strong
2014,01,061,Alabama,Geneva County,Public Administration,industry,0.6638,Strong
2014,01,061,Alabama,Geneva County,"Trade, Transit, Utilities",industry,0.5406,Strong
2014,01,061,Alabama,Geneva County,Information Services,industry,NA,NA
2014,01,061,Alabama,Geneva County,Professional Services,industry,0.5854,Strong
2014,01,061,Alabama,Geneva County,Education and Health,industry,0.6348,Weak
2014,01,061,Alabama,Geneva County,Leisure and Other,industry,NA,NA
2014,01,063,Alabama,Greene County,All,all,0.533,Strong
2014,01,063,Alabama,Greene County,Goods Producing,industry,0.6489,Weak
2014,01,063,Alabama,Greene County,Public Administration,industry,0.5957,Strong
2014,01,063,Alabama,Greene County,"Trade, Transit, Utilities",industry,0.3949,Strong
2014,01,063,Alabama,Greene County,Information Services,industry,0.6516,Weak
2014,01,063,Alabama,Greene County,Professional Services,industry,0.7569,Weak
2014,01,063,Alabama,Greene County,Education and Health,industry,0.4551,Weak
2014,01,063,Alabama,Greene County,Leisure and Other,industry,0.3166,Strong
2014,01,065,Alabama,Hale County,All,all,0.5729,Strong
2014,01,065,Alabama,Hale County,Goods Producing,industry,0.7392,Strong
2014,01,065,Alabama,Hale County,Public Administration,industry,0.6685,Strong
2014,01,065,Alabama,Hale County,"Trade, Transit, Utilities",industry,0.447,Strong
2014,01,065,Alabama,Hale County,Information Services,industry,1.1061,Weak
2014,01,065,Alabama,Hale County,Professional Services,industry,0.5394,Weak
2014,01,065,Alabama,Hale County,Education and Health,industry,0.4813,Weak
2014,01,065,Alabama,Hale County,Leisure and Other,industry,0.2534,Strong
2014,01,067,Alabama,Henry County,All,all,0.6526,Strong
2014,01,067,Alabama,Henry County,Goods Producing,industry,0.8435,Strong
2014,01,067,Alabama,Henry County,Public Administration,industry,0.702,Strong
2014,01,067,Alabama,Henry County,"Trade, Transit, Utilities",industry,0.6183,Strong
2014,01,067,Alabama,Henry County,Information Services,industry,NA,NA
2014,01,067,Alabama,Henry County,Professional Services,industry,0.7091,Strong
2014,01,067,Alabama,Henry County,Education and Health,industry,0.5043,Weak
2014,01,067,Alabama,Henry County,Leisure and Other,industry,NA,NA
2014,01,069,Alabama,Houston County,All,all,0.6714,Strong
2014,01,069,Alabama,Houston County,Goods Producing,industry,0.7501,Strong
2014,01,069,Alabama,Houston County,Public Administration,industry,0.8455,Strong
2014,01,069,Alabama,Houston County,"Trade, Transit, Utilities",industry,0.6586,Strong
2014,01,069,Alabama,Houston County,Information Services,industry,0.6705,Strong
2014,01,069,Alabama,Houston County,Professional Services,industry,0.7226,Strong
2014,01,069,Alabama,Houston County,Education and Health,industry,0.8644,Strong
2014,01,069,Alabama,Houston County,Leisure and Other,industry,0.3819,Strong
2014,01,071,Alabama,Jackson County,All,all,0.5994,Strong
2014,01,071,Alabama,Jackson County,Goods Producing,industry,0.6753,Strong
2014,01,071,Alabama,Jackson County,Public Administration,industry,0.9312,Strong
2014,01,071,Alabama,Jackson County,"Trade, Transit, Utilities",industry,0.4676,Strong
2014,01,071,Alabama,Jackson County,Information Services,industry,0.5564,Weak
2014,01,071,Alabama,Jackson County,Professional Services,industry,0.6671,Strong
2014,01,071,Alabama,Jackson County,Education and Health,industry,0.6058,Strong
2014,01,071,Alabama,Jackson County,Leisure and Other,industry,0.3486,Strong
2014,01,073,Alabama,Jefferson County,All,all,0.8555,Strong
2014,01,073,Alabama,Jefferson County,Goods Producing,industry,1.0103,Strong
2014,01,073,Alabama,Jefferson County,Public Administration,industry,0.9436,Strong
2014,01,073,Alabama,Jefferson County,"Trade, Transit, Utilities",industry,0.7383,Strong
2014,01,073,Alabama,Jefferson County,Information Services,industry,1.0593,Strong
2014,01,073,Alabama,Jefferson County,Professional Services,industry,1.1547,Strong
2014,01,073,Alabama,Jefferson County,Education and Health,industry,0.8835,Strong
2014,01,073,Alabama,Jefferson County,Leisure and Other,industry,0.5003,Strong
2014,01,075,Alabama,Lamar County,All,all,0.6461,Strong
2014,01,075,Alabama,Lamar County,Goods Producing,industry,0.8806,Strong
2014,01,075,Alabama,Lamar County,Public Administration,industry,0.634,Strong
2014,01,075,Alabama,Lamar County,"Trade, Transit, Utilities",industry,0.5488,Strong
2014,01,075,Alabama,Lamar County,Information Services,industry,0.5478,Weak
2014,01,075,Alabama,Lamar County,Professional Services,industry,0.6095,Strong
2014,01,075,Alabama,Lamar County,Education and Health,industry,0.4496,Weak
2014,01,075,Alabama,Lamar County,Leisure and Other,industry,0.2823,Strong
2014,01,077,Alabama,Lauderdale County,All,all,0.5691,Strong
2014,01,077,Alabama,Lauderdale County,Goods Producing,industry,0.6901,Strong
2014,01,077,Alabama,Lauderdale County,Public Administration,industry,0.8416,Strong
2014,01,077,Alabama,Lauderdale County,"Trade, Transit, Utilities",industry,0.4573,Strong
2014,01,077,Alabama,Lauderdale County,Information Services,industry,0.6113,Weak
2014,01,077,Alabama,Lauderdale County,Professional Services,industry,0.6768,Strong
2014,01,077,Alabama,Lauderdale County,Education and Health,industry,0.6974,Strong
2014,01,077,Alabama,Lauderdale County,Leisure and Other,industry,0.3249,Strong
2014,01,079,Alabama,Lawrence County,All,all,0.8053,Strong
2014,01,079,Alabama,Lawrence County,Goods Producing,industry,2.1568,Strong
2014,01,079,Alabama,Lawrence County,Public Administration,industry,0.787,Strong
2014,01,079,Alabama,Lawrence County,"Trade, Transit, Utilities",industry,0.5509,Strong
2014,01,079,Alabama,Lawrence County,Information Services,industry,NA,NA
2014,01,079,Alabama,Lawrence County,Professional Services,industry,0.9073,Strong
2014,01,079,Alabama,Lawrence County,Education and Health,industry,0.4896,Strong
2014,01,079,Alabama,Lawrence County,Leisure and Other,industry,NA,NA
2014,01,081,Alabama,Lee County,All,all,0.5975,Strong
2014,01,081,Alabama,Lee County,Goods Producing,industry,0.758,Strong
2014,01,081,Alabama,Lee County,Public Administration,industry,0.8845,Strong
2014,01,081,Alabama,Lee County,"Trade, Transit, Utilities",industry,0.5071,Strong
2014,01,081,Alabama,Lee County,Information Services,industry,0.6534,Strong
2014,01,081,Alabama,Lee County,Professional Services,industry,0.5816,Strong
2014,01,081,Alabama,Lee County,Education and Health,industry,0.6135,Strong
2014,01,081,Alabama,Lee County,Leisure and Other,industry,0.348,Strong
2014,01,083,Alabama,Limestone County,All,all,0.7457,Strong
2014,01,083,Alabama,Limestone County,Goods Producing,industry,0.8549,Strong
2014,01,083,Alabama,Limestone County,Public Administration,industry,1.06,Strong
2014,01,083,Alabama,Limestone County,"Trade, Transit, Utilities",industry,0.5522,Strong
2014,01,083,Alabama,Limestone County,Information Services,industry,0.6951,Weak
2014,01,083,Alabama,Limestone County,Professional Services,industry,0.7435,Strong
2014,01,083,Alabama,Limestone County,Education and Health,industry,0.6499,Strong
2014,01,083,Alabama,Limestone County,Leisure and Other,industry,0.3596,Strong
2014,01,085,Alabama,Lowndes County,All,all,0.7366,Strong
2014,01,085,Alabama,Lowndes County,Goods Producing,industry,0.8932,Strong
2014,01,085,Alabama,Lowndes County,Public Administration,industry,0.7157,Strong
2014,01,085,Alabama,Lowndes County,"Trade, Transit, Utilities",industry,0.5058,Strong
2014,01,085,Alabama,Lowndes County,Information Services,industry,NA,NA
2014,01,085,Alabama,Lowndes County,Professional Services,industry,0.6619,Weak
2014,01,085,Alabama,Lowndes County,Education and Health,industry,0.4607,Weak
2014,01,085,Alabama,Lowndes County,Leisure and Other,industry,NA,NA
2014,01,087,Alabama,Macon County,All,all,0.71,Strong
2014,01,087,Alabama,Macon County,Goods Producing,industry,0.7564,Weak
2014,01,087,Alabama,Macon County,Public Administration,industry,0.8775,Strong
2014,01,087,Alabama,Macon County,"Trade, Transit, Utilities",industry,0.3587,Strong
2014,01,087,Alabama,Macon County,Information Services,industry,0.7824,Weak
2014,01,087,Alabama,Macon County,Professional Services,industry,0.5636,Strong
2014,01,087,Alabama,Macon County,Education and Health,industry,0.5228,Weak
2014,01,087,Alabama,Macon County,Leisure and Other,industry,0.4157,Strong
2014,01,089,Alabama,Madison County,All,all,0.9411,Strong
2014,01,089,Alabama,Madison County,Goods Producing,industry,1.0866,Strong
2014,01,089,Alabama,Madison County,Public Administration,industry,1.1565,Strong
2014,01,089,Alabama,Madison County,"Trade, Transit, Utilities",industry,0.5691,Strong
2014,01,089,Alabama,Madison County,Information Services,industry,0.8585,Strong
2014,01,089,Alabama,Madison County,Professional Services,industry,1.0525,Strong
2014,01,089,Alabama,Madison County,Education and Health,industry,0.8363,Strong
2014,01,089,Alabama,Madison County,Leisure and Other,industry,0.3582,Strong
2014,01,091,Alabama,Marengo County,All,all,0.6665,Strong
2014,01,091,Alabama,Marengo County,Goods Producing,industry,0.8509,Strong
2014,01,091,Alabama,Marengo County,Public Administration,industry,0.7286,Strong
2014,01,091,Alabama,Marengo County,"Trade, Transit, Utilities",industry,0.6572,Strong
2014,01,091,Alabama,Marengo County,Information Services,industry,0.9177,Weak
2014,01,091,Alabama,Marengo County,Professional Services,industry,0.7323,Strong
2014,01,091,Alabama,Marengo County,Education and Health,industry,0.5061,Strong
2014,01,091,Alabama,Marengo County,Leisure and Other,industry,0.2809,Strong
2014,01,093,Alabama,Marion County,All,all,0.571,Strong
2014,01,093,Alabama,Marion County,Goods Producing,industry,0.634,Strong
2014,01,093,Alabama,Marion County,Public Administration,industry,0.6841,Strong
2014,01,093,Alabama,Marion County,"Trade, Transit, Utilities",industry,0.5237,Strong
2014,01,093,Alabama,Marion County,Information Services,industry,0.8222,Weak
2014,01,093,Alabama,Marion County,Professional Services,industry,0.5214,Strong
2014,01,093,Alabama,Marion County,Education and Health,industry,0.6322,Strong
2014,01,093,Alabama,Marion County,Leisure and Other,industry,0.3685,Strong
2014,01,095,Alabama,Marshall County,All,all,0.5901,Strong
2014,01,095,Alabama,Marshall County,Goods Producing,industry,0.6363,Strong
2014,01,095,Alabama,Marshall County,Public Administration,industry,0.7416,Strong
2014,01,095,Alabama,Marshall County,"Trade, Transit, Utilities",industry,0.5338,Strong
2014,01,095,Alabama,Marshall County,Information Services,industry,0.7388,Weak
