year,state,county,state_name,county_name,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2017,01,083,Alabama,Limestone County,all,All,0.79129761,0.68490088,0.89769435,1
2017,01,083,Alabama,Limestone County,income,Low Income,0.70474392,0.57311827,0.83636957,1
2017,01,083,Alabama,Limestone County,income,Not Low-Income,0.82970369,0.70109349,0.95831388,1
2017,01,085,Alabama,Lowndes County,all,All,0.93535149,0.62548029,1.2452227,1
2017,01,085,Alabama,Lowndes County,income,Low Income,0.91249985,0.6226275,1.2023722,1
2017,01,085,Alabama,Lowndes County,income,Not Low-Income,0.23093684,-3.1029871,3.5648608,3
2017,01,087,Alabama,Macon County,all,All,0.84281611,0.56772864,1.1179036,1
2017,01,087,Alabama,Macon County,income,Low Income,0.78658795,0.51570642,1.0574695,1
2017,01,087,Alabama,Macon County,income,Not Low-Income,0.85360098,0.10390666,1.6032953,3
2017,01,089,Alabama,Madison County,all,All,0.86405885,0.81340379,0.91471392,1
2017,01,089,Alabama,Madison County,income,Low Income,0.82496989,0.75351524,0.89642453,1
2017,01,089,Alabama,Madison County,income,Not Low-Income,0.80783904,0.75251251,0.86316556,1
2017,01,091,Alabama,Marengo County,all,All,0.74207306,0.54329294,0.94085318,1
2017,01,091,Alabama,Marengo County,income,Low Income,0.78770465,0.57585502,0.99955428,1
2017,01,091,Alabama,Marengo County,income,Not Low-Income,0.70086473,0.39929554,1.0024339,1
2017,01,093,Alabama,Marion County,all,All,0.64252138,0.47179639,0.81324637,1
2017,01,093,Alabama,Marion County,income,Low Income,0.63179463,0.4282015,0.83538777,1
2017,01,093,Alabama,Marion County,income,Not Low-Income,0.62733573,0.41155332,0.84311813,1
2017,01,095,Alabama,Marshall County,all,All,0.90442187,0.81775826,0.99108547,1
2017,01,095,Alabama,Marshall County,income,Low Income,0.89584368,0.79903138,0.99265599,1
2017,01,095,Alabama,Marshall County,income,Not Low-Income,0.82852787,0.70584702,0.95120871,1
2017,01,097,Alabama,Mobile County,all,All,0.78142667,0.73389268,0.82896066,1
2017,01,097,Alabama,Mobile County,income,Low Income,0.80756754,0.75670409,0.85843098,1
2017,01,097,Alabama,Mobile County,income,Not Low-Income,0.578888,0.5052616,0.6525144,1
2017,01,099,Alabama,Monroe County,all,All,0.68021089,0.48117274,0.87924904,1
2017,01,099,Alabama,Monroe County,income,Low Income,0.67167294,0.47045863,0.87288725,1
2017,01,099,Alabama,Monroe County,income,Not Low-Income,0.66068834,0.31212184,1.0092548,1
2017,01,101,Alabama,Montgomery County,all,All,0.71307558,0.64638013,0.77977103,1
2017,01,101,Alabama,Montgomery County,income,Low Income,0.74167019,0.670497,0.81284338,1
2017,01,101,Alabama,Montgomery County,income,Not Low-Income,0.58329058,0.4796181,0.68696302,1
2017,01,103,Alabama,Morgan County,all,All,0.8231355,0.73924243,0.90702856,1
2017,01,103,Alabama,Morgan County,income,Low Income,0.75700623,0.65589058,0.85812187,1
2017,01,103,Alabama,Morgan County,income,Not Low-Income,0.79355699,0.68903059,0.89808339,1
2017,01,105,Alabama,Perry County,all,All,0.29698026,0.009469768,0.58449078,1
2017,01,105,Alabama,Perry County,income,Low Income,0.31641954,0.046557758,0.5862813,1
2017,01,105,Alabama,Perry County,income,Not Low-Income,NA,NA,NA,NA
2017,01,107,Alabama,Pickens County,all,All,0.9337191,0.70608371,1.1613545,1
2017,01,107,Alabama,Pickens County,income,Low Income,0.92706132,0.69342422,1.1606984,1
2017,01,107,Alabama,Pickens County,income,Not Low-Income,0.87337595,0.48314211,1.2636098,1
2017,01,109,Alabama,Pike County,all,All,0.92281634,0.73970675,1.1059259,1
2017,01,109,Alabama,Pike County,income,Low Income,0.93094975,0.74106133,1.1208382,1
2017,01,109,Alabama,Pike County,income,Not Low-Income,0.90121263,0.60369521,1.19873,1
2017,01,111,Alabama,Randolph County,all,All,0.93854731,0.7417506,1.135344,1
2017,01,111,Alabama,Randolph County,income,Low Income,1.0212958,0.80883515,1.2337564,1
2017,01,111,Alabama,Randolph County,income,Not Low-Income,0.70683074,0.41495407,0.99870741,1
2017,01,113,Alabama,Russell County,all,All,0.9180178,0.79501104,1.0410246,1
2017,01,113,Alabama,Russell County,income,Low Income,0.81652129,0.68434268,0.94869989,1
2017,01,113,Alabama,Russell County,income,Not Low-Income,1.0354033,0.84618807,1.2246184,1
2017,01,115,Alabama,St. Clair County,all,All,0.91751564,0.81681454,1.0182167,1
2017,01,115,Alabama,St. Clair County,income,Low Income,0.85405356,0.72986543,0.97824168,1
2017,01,115,Alabama,St. Clair County,income,Not Low-Income,0.96129096,0.83908659,1.0834954,1
2017,01,117,Alabama,Shelby County,all,All,0.98149037,0.9215129,1.0414678,1
2017,01,117,Alabama,Shelby County,income,Low Income,0.92220592,0.82851237,1.0158994,1
2017,01,117,Alabama,Shelby County,income,Not Low-Income,0.98913664,0.92772532,1.050548,1
2017,01,119,Alabama,Sumter County,all,All,0.86471814,0.59132504,1.1381112,1
2017,01,119,Alabama,Sumter County,income,Low Income,0.86457509,0.60316765,1.1259825,1
2017,01,119,Alabama,Sumter County,income,Not Low-Income,0.66850704,-0.64952523,1.9865394,3
2017,01,121,Alabama,Talladega County,all,All,0.91394764,0.80865782,1.0192375,1
2017,01,121,Alabama,Talladega County,income,Low Income,0.88337165,0.77332103,0.99342227,1
2017,01,121,Alabama,Talladega County,income,Not Low-Income,0.87416285,0.70638508,1.0419406,1
2017,01,123,Alabama,Tallapoosa County,all,All,0.92697352,0.77483946,1.0791075,1
2017,01,123,Alabama,Tallapoosa County,income,Low Income,0.90577269,0.73138136,1.080164,1
2017,01,123,Alabama,Tallapoosa County,income,Not Low-Income,0.87511528,0.67246705,1.0777636,1
2017,01,125,Alabama,Tuscaloosa County,all,All,0.79861701,0.7288028,0.86843121,1
2017,01,125,Alabama,Tuscaloosa County,income,Low Income,0.7865932,0.70386261,0.86932379,1
2017,01,125,Alabama,Tuscaloosa County,income,Not Low-Income,0.71951652,0.62924671,0.80978632,1
2017,01,127,Alabama,Walker County,all,All,0.79091763,0.67847174,0.90336353,1
2017,01,127,Alabama,Walker County,income,Low Income,0.79114407,0.6633181,0.91897005,1
2017,01,127,Alabama,Walker County,income,Not Low-Income,0.6924085,0.54064173,0.84417528,1
2017,01,129,Alabama,Washington County,all,All,0.80142397,0.58246648,1.0203815,1
2017,01,129,Alabama,Washington County,income,Low Income,0.70931906,0.45954287,0.95909524,1
2017,01,129,Alabama,Washington County,income,Not Low-Income,0.84474117,0.54496372,1.1445186,1
2017,01,131,Alabama,Wilcox County,all,All,0.84903181,0.57883352,1.11923,1
2017,01,131,Alabama,Wilcox County,income,Low Income,0.8029322,0.54788208,1.0579823,1
2017,01,131,Alabama,Wilcox County,income,Not Low-Income,0.42508912,-0.56661862,1.4167969,3
2017,01,133,Alabama,Winston County,all,All,0.89773703,0.71039253,1.0850815,1
2017,01,133,Alabama,Winston County,income,Low Income,0.89630407,0.68329716,1.109311,1
2017,01,133,Alabama,Winston County,income,Not Low-Income,0.86445588,0.61119878,1.117713,1
2017,02,013,Alaska,Aleutians East Borough,all,All,NA,NA,NA,NA
2017,02,013,Alaska,Aleutians East Borough,income,Low Income,NA,NA,NA,NA
2017,02,013,Alaska,Aleutians East Borough,income,Not Low-Income,NA,NA,NA,NA
2017,02,016,Alaska,Aleutians West Census Area,all,All,0.84261107,-0.95069027,2.6359124,3
2017,02,016,Alaska,Aleutians West Census Area,income,Low Income,NA,NA,NA,NA
2017,02,016,Alaska,Aleutians West Census Area,income,Not Low-Income,1.7485673,-1.5314586,5.0285935,3
2017,02,020,Alaska,Anchorage Municipality,all,All,1.3394877,1.1810192,1.4979562,3
2017,02,020,Alaska,Anchorage Municipality,income,Low Income,1.3091977,1.1011826,1.5172127,3
2017,02,020,Alaska,Anchorage Municipality,income,Not Low-Income,0.93732828,0.75452459,1.120132,3
2017,02,050,Alaska,Bethel Census Area,all,All,1.3753017,0.91923845,1.831365,3
2017,02,050,Alaska,Bethel Census Area,income,Low Income,1.6670318,1.2392752,2.0947883,3
2017,02,050,Alaska,Bethel Census Area,income,Not Low-Income,1.2170885,0.036819976,2.397357,3
2017,02,060,Alaska,Bristol Bay Borough,all,All,NA,NA,NA,NA
2017,02,060,Alaska,Bristol Bay Borough,income,Low Income,NA,NA,NA,NA
2017,02,060,Alaska,Bristol Bay Borough,income,Not Low-Income,NA,NA,NA,NA
2017,02,068,Alaska,Denali Borough,all,All,NA,NA,NA,NA
2017,02,068,Alaska,Denali Borough,income,Low Income,NA,NA,NA,NA
2017,02,068,Alaska,Denali Borough,income,Not Low-Income,NA,NA,NA,NA
2017,02,070,Alaska,Dillingham Census Area,all,All,1.1963135,0.079275198,2.3133519,3
2017,02,070,Alaska,Dillingham Census Area,income,Low Income,1.1831269,0.096482664,2.2697711,3
2017,02,070,Alaska,Dillingham Census Area,income,Not Low-Income,NA,NA,NA,NA
2017,02,090,Alaska,Fairbanks North Star Borough,all,All,1.3978726,0.89052165,1.9052235,3
2017,02,090,Alaska,Fairbanks North Star Borough,income,Low Income,1.3780003,0.66942626,2.0865743,3
2017,02,090,Alaska,Fairbanks North Star Borough,income,Not Low-Income,1.3703107,0.81461376,1.9260075,3
2017,02,100,Alaska,Haines Borough,all,All,NA,NA,NA,NA
2017,02,100,Alaska,Haines Borough,income,Low Income,NA,NA,NA,NA
2017,02,100,Alaska,Haines Borough,income,Not Low-Income,NA,NA,NA,NA
2017,02,105,Alaska,Hoonah-Angoon Census Area,all,All,NA,NA,NA,NA
2017,02,105,Alaska,Hoonah-Angoon Census Area,income,Low Income,NA,NA,NA,NA
2017,02,105,Alaska,Hoonah-Angoon Census Area,income,Not Low-Income,NA,NA,NA,NA
2017,02,110,Alaska,Juneau City and Borough,all,All,1.6272727,1.1362331,2.1183124,3
2017,02,110,Alaska,Juneau City and Borough,income,Low Income,1.7735586,0.99837524,2.5487421,3
2017,02,110,Alaska,Juneau City and Borough,income,Not Low-Income,1.577472,1.0773779,2.0775661,3
2017,02,122,Alaska,Kenai Peninsula Borough,all,All,1.4801093,1.1139039,1.8463148,3
2017,02,122,Alaska,Kenai Peninsula Borough,income,Low Income,1.5991451,1.1187965,2.0794935,3
2017,02,122,Alaska,Kenai Peninsula Borough,income,Not Low-Income,1.4606521,1.0335745,1.8877298,3
2017,02,130,Alaska,Ketchikan Gateway Borough,all,All,1.7130712,0.96974957,2.456393,3
2017,02,130,Alaska,Ketchikan Gateway Borough,income,Low Income,1.5250909,0.5057537,2.5444281,3
2017,02,130,Alaska,Ketchikan Gateway Borough,income,Not Low-Income,1.9394258,1.1182125,2.7606392,3
2017,02,150,Alaska,Kodiak Island Borough,all,All,1.1473264,0.38367435,1.9109783,3
2017,02,150,Alaska,Kodiak Island Borough,income,Low Income,NA,NA,NA,NA
2017,02,150,Alaska,Kodiak Island Borough,income,Not Low-Income,1.9413964,0.09617959,3.7866132,3
2017,02,158,Alaska,Kusilvak Census Area,all,All,0.77130592,-0.57899308,2.1216049,3
2017,02,158,Alaska,Kusilvak Census Area,income,Low Income,0.81099451,-0.51364982,2.135639,3
2017,02,158,Alaska,Kusilvak Census Area,income,Not Low-Income,1.689917,-0.96388561,4.3437195,3
2017,02,164,Alaska,Lake and Peninsula Borough,all,All,1.6683079,-0.28734317,3.6239591,3
2017,02,164,Alaska,Lake and Peninsula Borough,income,Low Income,NA,NA,NA,NA
2017,02,164,Alaska,Lake and Peninsula Borough,income,Not Low-Income,NA,NA,NA,NA
2017,02,170,Alaska,Matanuska-Susitna Borough,all,All,0.9786821,0.72279471,1.2345695,3
2017,02,170,Alaska,Matanuska-Susitna Borough,income,Low Income,0.91963279,0.55912763,1.2801379,3
2017,02,170,Alaska,Matanuska-Susitna Borough,income,Not Low-Income,0.90468633,0.62650204,1.1828706,3
2017,02,180,Alaska,Nome Census Area,all,All,1.2557994,-0.1196517,2.6312506,3
2017,02,180,Alaska,Nome Census Area,income,Low Income,2.2250652,-0.76657754,5.2167082,3
2017,02,180,Alaska,Nome Census Area,income,Not Low-Income,NA,NA,NA,NA
2017,02,185,Alaska,North Slope Borough,all,All,1.0481539,0.25117388,1.8451339,3
2017,02,185,Alaska,North Slope Borough,income,Low Income,1.1323142,-0.017065022,2.2816935,3
2017,02,185,Alaska,North Slope Borough,income,Not Low-Income,1.9086672,1.0280596,2.7892747,3
2017,02,188,Alaska,Northwest Arctic Borough,all,All,0.64338034,-0.1579335,1.4446942,3
2017,02,188,Alaska,Northwest Arctic Borough,income,Low Income,1.2350996,0.44212762,2.0280714,3
2017,02,188,Alaska,Northwest Arctic Borough,income,Not Low-Income,0.85080463,-0.68125927,2.3828685,3
2017,02,195,Alaska,Petersburg Borough,all,All,0.90657878,-0.85044307,2.6636007,3
2017,02,195,Alaska,Petersburg Borough,income,Low Income,NA,NA,NA,NA
2017,02,195,Alaska,Petersburg Borough,income,Not Low-Income,NA,NA,NA,NA
2017,02,198,Alaska,Prince of Wales-Hyder Census Area,all,All,0.84832054,-0.25954592,1.956187,3
2017,02,198,Alaska,Prince of Wales-Hyder Census Area,income,Low Income,1.6277988,-0.57520348,3.830801,3
2017,02,198,Alaska,Prince of Wales-Hyder Census Area,income,Not Low-Income,NA,NA,NA,NA
2017,02,220,Alaska,Sitka City and Borough,all,All,1.8633014,-0.07187105,3.7984738,3
2017,02,220,Alaska,Sitka City and Borough,income,Low Income,1.586154,-1.1555228,4.3278308,3
2017,02,220,Alaska,Sitka City and Borough,income,Not Low-Income,1.2482417,-0.87296855,3.369452,3
2017,02,230,Alaska,Skagway Municipality,all,All,NA,NA,NA,NA
2017,02,230,Alaska,Skagway Municipality,income,Low Income,NA,NA,NA,NA
2017,02,230,Alaska,Skagway Municipality,income,Not Low-Income,NA,NA,NA,NA
2017,02,240,Alaska,Southeast Fairbanks Census Area,all,All,1.0603313,0.071659654,2.0490031,3
2017,02,240,Alaska,Southeast Fairbanks Census Area,income,Low Income,NA,NA,NA,NA
2017,02,240,Alaska,Southeast Fairbanks Census Area,income,Not Low-Income,NA,NA,NA,NA
2017,02,261,Alaska,Valdez-Cordova Census Area,all,All,1.3722754,0.38909188,2.3554587,3
2017,02,261,Alaska,Valdez-Cordova Census Area,income,Low Income,1.1331743,-0.093010306,2.3593588,3
2017,02,261,Alaska,Valdez-Cordova Census Area,income,Not Low-Income,1.6312797,0.44581121,2.8167481,3
2017,02,275,Alaska,Wrangell City and Borough,all,All,1.8722833,-1.8913689,5.6359358,3
2017,02,275,Alaska,Wrangell City and Borough,income,Low Income,NA,NA,NA,NA
2017,02,275,Alaska,Wrangell City and Borough,income,Not Low-Income,NA,NA,NA,NA
2017,02,282,Alaska,Yakutat City and Borough,all,All,NA,NA,NA,NA
2017,02,282,Alaska,Yakutat City and Borough,income,Low Income,NA,NA,NA,NA
2017,02,282,Alaska,Yakutat City and Borough,income,Not Low-Income,NA,NA,NA,NA
2017,02,290,Alaska,Yukon-Koyukuk Census Area,all,All,1.3375747,-0.52900213,3.2041516,3
2017,02,290,Alaska,Yukon-Koyukuk Census Area,income,Low Income,NA,NA,NA,NA
2017,02,290,Alaska,Yukon-Koyukuk Census Area,income,Not Low-Income,NA,NA,NA,NA
2017,04,001,Arizona,Apache County,all,All,1.1864641,1.0528291,1.320099,1
2017,04,001,Arizona,Apache County,income,Low Income,NA,NA,NA,NA
2017,04,001,Arizona,Apache County,income,Not Low-Income,NA,NA,NA,NA
2017,04,003,Arizona,Cochise County,all,All,1.131407,1.0230992,1.2397149,1
2017,04,003,Arizona,Cochise County,income,Low Income,1.2430359,1.0722463,1.4138255,2
2017,04,003,Arizona,Cochise County,income,Not Low-Income,0.97319025,0.82992989,1.1164507,1
2017,04,005,Arizona,Coconino County,all,All,1.1088127,0.99897456,1.2186508,1
2017,04,005,Arizona,Coconino County,income,Low Income,NA,NA,NA,NA
2017,04,005,Arizona,Coconino County,income,Not Low-Income,NA,NA,NA,NA
2017,04,007,Arizona,Gila County,all,All,1.0493941,0.80606985,1.2927184,2
2017,04,007,Arizona,Gila County,income,Low Income,1.2614501,0.4637787,2.0591214,3
2017,04,007,Arizona,Gila County,income,Not Low-Income,0.99794495,-0.25112477,2.2470148,3
2017,04,009,Arizona,Graham County,all,All,1.1549113,0.96861964,1.3412029,1
2017,04,009,Arizona,Graham County,income,Low Income,NA,NA,NA,NA
2017,04,009,Arizona,Graham County,income,Not Low-Income,NA,NA,NA,NA
2017,04,011,Arizona,Greenlee County,all,All,0.77289462,0.23058887,1.3152003,2
2017,04,011,Arizona,Greenlee County,income,Low Income,0.53150433,-0.61636549,1.6793742,3
2017,04,011,Arizona,Greenlee County,income,Not Low-Income,0.54113168,-0.02401216,1.1062756,2
