year,state,county,subgroup_type,subgroup,share_poverty_exposure,share_poverty_exposure_quality,state_name,county_name
2018,01,041,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Crenshaw County
2018,01,043,all,All,0,1,Alabama,Cullman County
2018,01,043,race-ethnicity,Black,0,2,Alabama,Cullman County
2018,01,043,race-ethnicity,Hispanic,0,2,Alabama,Cullman County
2018,01,043,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Cullman County
2018,01,043,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Cullman County
2018,01,045,all,All,0,1,Alabama,Dale County
2018,01,045,race-ethnicity,Black,0,1,Alabama,Dale County
2018,01,045,race-ethnicity,Hispanic,0,2,Alabama,Dale County
2018,01,045,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Dale County
2018,01,045,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Dale County
2018,01,047,all,All,0.4552135216787785,1,Alabama,Dallas County
2018,01,047,race-ethnicity,Black,0.5053793884484711,1,Alabama,Dallas County
2018,01,047,race-ethnicity,Hispanic,0,3,Alabama,Dallas County
2018,01,047,race-ethnicity,Other Races and Ethnicities,0.03409090909090909,2,Alabama,Dallas County
2018,01,047,race-ethnicity,"White, Non-Hispanic",0.15007012622720897,1,Alabama,Dallas County
2018,01,049,all,All,0,1,Alabama,DeKalb County
2018,01,049,race-ethnicity,Black,0,3,Alabama,DeKalb County
2018,01,049,race-ethnicity,Hispanic,0,1,Alabama,DeKalb County
2018,01,049,race-ethnicity,Other Races and Ethnicities,0,1,Alabama,DeKalb County
2018,01,049,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,DeKalb County
2018,01,051,all,All,0,1,Alabama,Elmore County
2018,01,051,race-ethnicity,Black,0,1,Alabama,Elmore County
2018,01,051,race-ethnicity,Hispanic,0,2,Alabama,Elmore County
2018,01,051,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Elmore County
2018,01,051,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Elmore County
2018,01,053,all,All,0.09107402031930334,1,Alabama,Escambia County
2018,01,053,race-ethnicity,Black,0.18463073852295409,1,Alabama,Escambia County
2018,01,053,race-ethnicity,Hispanic,0,3,Alabama,Escambia County
2018,01,053,race-ethnicity,Other Races and Ethnicities,0,1,Alabama,Escambia County
2018,01,053,race-ethnicity,"White, Non-Hispanic",0.00363331470095025,1,Alabama,Escambia County
2018,01,055,all,All,0.09706687970782926,1,Alabama,Etowah County
2018,01,055,race-ethnicity,Black,0.16591744993870045,1,Alabama,Etowah County
2018,01,055,race-ethnicity,Hispanic,0.3172690763052209,1,Alabama,Etowah County
2018,01,055,race-ethnicity,Other Races and Ethnicities,0.2854889589905363,1,Alabama,Etowah County
2018,01,055,race-ethnicity,"White, Non-Hispanic",0.03691783415372965,1,Alabama,Etowah County
2018,01,057,all,All,0,1,Alabama,Fayette County
2018,01,057,race-ethnicity,Black,0,2,Alabama,Fayette County
2018,01,057,race-ethnicity,Hispanic,0,3,Alabama,Fayette County
2018,01,057,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Fayette County
2018,01,057,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Fayette County
2018,01,059,all,All,0,1,Alabama,Franklin County
2018,01,059,race-ethnicity,Black,0,3,Alabama,Franklin County
2018,01,059,race-ethnicity,Hispanic,0,2,Alabama,Franklin County
2018,01,059,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Franklin County
2018,01,059,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Franklin County
2018,01,061,all,All,0,1,Alabama,Geneva County
2018,01,061,race-ethnicity,Black,0,1,Alabama,Geneva County
2018,01,061,race-ethnicity,Hispanic,0,2,Alabama,Geneva County
2018,01,061,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Geneva County
2018,01,061,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Geneva County
2018,01,063,all,All,0.6610852713178295,1,Alabama,Greene County
2018,01,063,race-ethnicity,Black,0.6456413890857547,1,Alabama,Greene County
2018,01,063,race-ethnicity,Hispanic,1,3,Alabama,Greene County
2018,01,063,race-ethnicity,Other Races and Ethnicities,1,3,Alabama,Greene County
2018,01,063,race-ethnicity,"White, Non-Hispanic",0.6219512195121951,2,Alabama,Greene County
2018,01,065,all,All,0,1,Alabama,Hale County
2018,01,065,race-ethnicity,Black,0,1,Alabama,Hale County
2018,01,065,race-ethnicity,Hispanic,NA,NA,Alabama,Hale County
2018,01,065,race-ethnicity,Other Races and Ethnicities,NA,NA,Alabama,Hale County
2018,01,065,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Hale County
2018,01,067,all,All,0,1,Alabama,Henry County
2018,01,067,race-ethnicity,Black,0,2,Alabama,Henry County
2018,01,067,race-ethnicity,Hispanic,NA,NA,Alabama,Henry County
2018,01,067,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Henry County
2018,01,067,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Henry County
2018,01,069,all,All,0.1177496959763126,1,Alabama,Houston County
2018,01,069,race-ethnicity,Black,0.18595217762596072,1,Alabama,Houston County
2018,01,069,race-ethnicity,Hispanic,0.0981012658227848,1,Alabama,Houston County
2018,01,069,race-ethnicity,Other Races and Ethnicities,0.0509683995922528,1,Alabama,Houston County
2018,01,069,race-ethnicity,"White, Non-Hispanic",0.04809160305343511,1,Alabama,Houston County
2018,01,071,all,All,0,1,Alabama,Jackson County
2018,01,071,race-ethnicity,Black,0,2,Alabama,Jackson County
2018,01,071,race-ethnicity,Hispanic,0,2,Alabama,Jackson County
2018,01,071,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Jackson County
2018,01,071,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Jackson County
2018,01,073,all,All,0.17073659839390376,1,Alabama,Jefferson County
2018,01,073,race-ethnicity,Black,0.22618291979226773,1,Alabama,Jefferson County
2018,01,073,race-ethnicity,Hispanic,0.09292983395822174,1,Alabama,Jefferson County
2018,01,073,race-ethnicity,Other Races and Ethnicities,0.09660574412532635,1,Alabama,Jefferson County
2018,01,073,race-ethnicity,"White, Non-Hispanic",0.06201444732179365,1,Alabama,Jefferson County
2018,01,075,all,All,0,1,Alabama,Lamar County
2018,01,075,race-ethnicity,Black,0,2,Alabama,Lamar County
2018,01,075,race-ethnicity,Hispanic,0,3,Alabama,Lamar County
2018,01,075,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Lamar County
2018,01,075,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Lamar County
2018,01,077,all,All,0.04086696343866306,1,Alabama,Lauderdale County
2018,01,077,race-ethnicity,Black,0.21481178396072012,1,Alabama,Lauderdale County
2018,01,077,race-ethnicity,Hispanic,0,2,Alabama,Lauderdale County
2018,01,077,race-ethnicity,Other Races and Ethnicities,0.0144927536231884,2,Alabama,Lauderdale County
2018,01,077,race-ethnicity,"White, Non-Hispanic",0.00273918998239092,1,Alabama,Lauderdale County
2018,01,079,all,All,0,1,Alabama,Lawrence County
2018,01,079,race-ethnicity,Black,0,1,Alabama,Lawrence County
2018,01,079,race-ethnicity,Hispanic,0,3,Alabama,Lawrence County
2018,01,079,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Lawrence County
2018,01,079,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Lawrence County
2018,01,081,all,All,0.2359896388846564,1,Alabama,Lee County
2018,01,081,race-ethnicity,Black,0.06971244797578509,1,Alabama,Lee County
2018,01,081,race-ethnicity,Hispanic,0.23934723481414324,2,Alabama,Lee County
2018,01,081,race-ethnicity,Other Races and Ethnicities,0.27222731439046743,1,Alabama,Lee County
2018,01,081,race-ethnicity,"White, Non-Hispanic",0.3224265087773969,1,Alabama,Lee County
2018,01,083,all,All,0,1,Alabama,Limestone County
2018,01,083,race-ethnicity,Black,0,2,Alabama,Limestone County
2018,01,083,race-ethnicity,Hispanic,0,2,Alabama,Limestone County
2018,01,083,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Limestone County
2018,01,083,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Limestone County
2018,01,085,all,All,0,1,Alabama,Lowndes County
2018,01,085,race-ethnicity,Black,0,1,Alabama,Lowndes County
2018,01,085,race-ethnicity,Hispanic,NA,NA,Alabama,Lowndes County
2018,01,085,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Lowndes County
2018,01,085,race-ethnicity,"White, Non-Hispanic",0,2,Alabama,Lowndes County
2018,01,087,all,All,0,1,Alabama,Macon County
2018,01,087,race-ethnicity,Black,0,1,Alabama,Macon County
2018,01,087,race-ethnicity,Hispanic,0,3,Alabama,Macon County
2018,01,087,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Macon County
2018,01,087,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Macon County
2018,01,089,all,All,0.21122715404699735,1,Alabama,Madison County
2018,01,089,race-ethnicity,Black,0.31539418055210144,1,Alabama,Madison County
2018,01,089,race-ethnicity,Hispanic,0.28820729772607084,1,Alabama,Madison County
2018,01,089,race-ethnicity,Other Races and Ethnicities,0.1835648148148148,1,Alabama,Madison County
2018,01,089,race-ethnicity,"White, Non-Hispanic",0.09448118712832768,1,Alabama,Madison County
2018,01,091,all,All,0,1,Alabama,Marengo County
2018,01,091,race-ethnicity,Black,0,1,Alabama,Marengo County
2018,01,091,race-ethnicity,Hispanic,0,3,Alabama,Marengo County
2018,01,091,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Marengo County
2018,01,091,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Marengo County
2018,01,093,all,All,0,1,Alabama,Marion County
2018,01,093,race-ethnicity,Black,0,2,Alabama,Marion County
2018,01,093,race-ethnicity,Hispanic,0,3,Alabama,Marion County
2018,01,093,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Marion County
2018,01,093,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Marion County
2018,01,095,all,All,0,1,Alabama,Marshall County
2018,01,095,race-ethnicity,Black,0,1,Alabama,Marshall County
2018,01,095,race-ethnicity,Hispanic,0,1,Alabama,Marshall County
2018,01,095,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Marshall County
2018,01,095,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Marshall County
2018,01,097,all,All,0.19234605155482817,1,Alabama,Mobile County
2018,01,097,race-ethnicity,Black,0.31732718249807784,1,Alabama,Mobile County
2018,01,097,race-ethnicity,Hispanic,0.07889769724424311,1,Alabama,Mobile County
2018,01,097,race-ethnicity,Other Races and Ethnicities,0.05094884488448845,1,Alabama,Mobile County
2018,01,097,race-ethnicity,"White, Non-Hispanic",0.03633474942147619,1,Alabama,Mobile County
2018,01,099,all,All,0.2190214906264289,1,Alabama,Monroe County
2018,01,099,race-ethnicity,Black,0.24594136176399323,1,Alabama,Monroe County
2018,01,099,race-ethnicity,Hispanic,0,2,Alabama,Monroe County
2018,01,099,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Monroe County
2018,01,099,race-ethnicity,"White, Non-Hispanic",0.19858823529411765,1,Alabama,Monroe County
2018,01,101,all,All,0.1624705908221377,1,Alabama,Montgomery County
2018,01,101,race-ethnicity,Black,0.19005546977754903,1,Alabama,Montgomery County
2018,01,101,race-ethnicity,Hispanic,0.05971563981042654,1,Alabama,Montgomery County
2018,01,101,race-ethnicity,Other Races and Ethnicities,0.05591961555264307,1,Alabama,Montgomery County
2018,01,101,race-ethnicity,"White, Non-Hispanic",0.07979407979407979,1,Alabama,Montgomery County
2018,01,103,all,All,0.16936383928571427,1,Alabama,Morgan County
2018,01,103,race-ethnicity,Black,0.3501144164759725,1,Alabama,Morgan County
2018,01,103,race-ethnicity,Hispanic,0.33270167839740117,1,Alabama,Morgan County
2018,01,103,race-ethnicity,Other Races and Ethnicities,0.19731285988483685,1,Alabama,Morgan County
2018,01,103,race-ethnicity,"White, Non-Hispanic",0.02948703683097808,1,Alabama,Morgan County
2018,01,105,all,All,0.9034845132743364,1,Alabama,Perry County
2018,01,105,race-ethnicity,Black,0.9353169469598964,1,Alabama,Perry County
2018,01,105,race-ethnicity,Hispanic,NA,NA,Alabama,Perry County
2018,01,105,race-ethnicity,Other Races and Ethnicities,NA,NA,Alabama,Perry County
2018,01,105,race-ethnicity,"White, Non-Hispanic",0.7156488549618321,2,Alabama,Perry County
2018,01,107,all,All,0,1,Alabama,Pickens County
2018,01,107,race-ethnicity,Black,0,1,Alabama,Pickens County
2018,01,107,race-ethnicity,Hispanic,0,3,Alabama,Pickens County
2018,01,107,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Pickens County
2018,01,107,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Pickens County
2018,01,109,all,All,0.27979460234057796,1,Alabama,Pike County
2018,01,109,race-ethnicity,Black,0.1457581227436823,1,Alabama,Pike County
2018,01,109,race-ethnicity,Hispanic,0.39759036144578314,3,Alabama,Pike County
2018,01,109,race-ethnicity,Other Races and Ethnicities,0.31871838111298484,3,Alabama,Pike County
2018,01,109,race-ethnicity,"White, Non-Hispanic",0.44873745056282327,1,Alabama,Pike County
2018,01,111,all,All,0,1,Alabama,Randolph County
2018,01,111,race-ethnicity,Black,0,1,Alabama,Randolph County
2018,01,111,race-ethnicity,Hispanic,0,2,Alabama,Randolph County
2018,01,111,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Randolph County
2018,01,111,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Randolph County
2018,01,113,all,All,0.20503002349664956,1,Alabama,Russell County
2018,01,113,race-ethnicity,Black,0.3109945928232017,1,Alabama,Russell County
2018,01,113,race-ethnicity,Hispanic,0.03326180257510729,2,Alabama,Russell County
2018,01,113,race-ethnicity,Other Races and Ethnicities,0.10173697270471464,2,Alabama,Russell County
2018,01,113,race-ethnicity,"White, Non-Hispanic",0.08241015941637396,1,Alabama,Russell County
2018,01,115,all,All,0,1,Alabama,St. Clair County
2018,01,115,race-ethnicity,Black,0,2,Alabama,St. Clair County
2018,01,115,race-ethnicity,Hispanic,0,2,Alabama,St. Clair County
2018,01,115,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,St. Clair County
2018,01,115,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,St. Clair County
2018,01,117,all,All,0,1,Alabama,Shelby County
2018,01,117,race-ethnicity,Black,0,1,Alabama,Shelby County
2018,01,117,race-ethnicity,Hispanic,0,1,Alabama,Shelby County
2018,01,117,race-ethnicity,Other Races and Ethnicities,0,1,Alabama,Shelby County
2018,01,117,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Shelby County
2018,01,119,all,All,0,1,Alabama,Sumter County
2018,01,119,race-ethnicity,Black,0,1,Alabama,Sumter County
2018,01,119,race-ethnicity,Hispanic,NA,NA,Alabama,Sumter County
2018,01,119,race-ethnicity,Other Races and Ethnicities,NA,NA,Alabama,Sumter County
2018,01,119,race-ethnicity,"White, Non-Hispanic",0,2,Alabama,Sumter County
2018,01,121,all,All,0.1657684565937277,1,Alabama,Talladega County
2018,01,121,race-ethnicity,Black,0.2318118948824343,1,Alabama,Talladega County
2018,01,121,race-ethnicity,Hispanic,0.24570815450643776,2,Alabama,Talladega County
2018,01,121,race-ethnicity,Other Races and Ethnicities,0.2007200720072007,2,Alabama,Talladega County
2018,01,121,race-ethnicity,"White, Non-Hispanic",0.08669476219145093,1,Alabama,Talladega County
2018,01,123,all,All,0,1,Alabama,Tallapoosa County
2018,01,123,race-ethnicity,Black,0,1,Alabama,Tallapoosa County
2018,01,123,race-ethnicity,Hispanic,0,2,Alabama,Tallapoosa County
2018,01,123,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Tallapoosa County
2018,01,123,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Tallapoosa County
2018,01,125,all,All,0.24631510951905572,1,Alabama,Tuscaloosa County
2018,01,125,race-ethnicity,Black,0.2484374087271453,1,Alabama,Tuscaloosa County
2018,01,125,race-ethnicity,Hispanic,0.04269293924466338,2,Alabama,Tuscaloosa County
2018,01,125,race-ethnicity,Other Races and Ethnicities,0.24451703219785348,1,Alabama,Tuscaloosa County
2018,01,125,race-ethnicity,"White, Non-Hispanic",0.2568250758341759,1,Alabama,Tuscaloosa County
2018,01,127,all,All,0,1,Alabama,Walker County
2018,01,127,race-ethnicity,Black,0,1,Alabama,Walker County
2018,01,127,race-ethnicity,Hispanic,0,2,Alabama,Walker County
2018,01,127,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Walker County
2018,01,127,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Walker County
2018,01,129,all,All,0,1,Alabama,Washington County
2018,01,129,race-ethnicity,Black,0,2,Alabama,Washington County
2018,01,129,race-ethnicity,Hispanic,0,3,Alabama,Washington County
2018,01,129,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Washington County
2018,01,129,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Washington County
2018,01,131,all,All,0.24431468961278427,1,Alabama,Wilcox County
2018,01,131,race-ethnicity,Black,0.2752770083102493,1,Alabama,Wilcox County
2018,01,131,race-ethnicity,Hispanic,0,3,Alabama,Wilcox County
2018,01,131,race-ethnicity,Other Races and Ethnicities,0,3,Alabama,Wilcox County
2018,01,131,race-ethnicity,"White, Non-Hispanic",0,2,Alabama,Wilcox County
2018,01,133,all,All,0,1,Alabama,Winston County
2018,01,133,race-ethnicity,Black,NA,NA,Alabama,Winston County
2018,01,133,race-ethnicity,Hispanic,0,3,Alabama,Winston County
2018,01,133,race-ethnicity,Other Races and Ethnicities,0,2,Alabama,Winston County
2018,01,133,race-ethnicity,"White, Non-Hispanic",0,1,Alabama,Winston County
2018,02,013,all,All,0,1,Alaska,Aleutians East Borough
2018,02,013,race-ethnicity,Black,NA,NA,Alaska,Aleutians East Borough
2018,02,013,race-ethnicity,Hispanic,0,2,Alaska,Aleutians East Borough
2018,02,013,race-ethnicity,Other Races and Ethnicities,0,1,Alaska,Aleutians East Borough
2018,02,013,race-ethnicity,"White, Non-Hispanic",0,3,Alaska,Aleutians East Borough
2018,02,016,all,All,0,1,Alaska,Aleutians West Census Area
2018,02,016,race-ethnicity,Black,0,3,Alaska,Aleutians West Census Area
2018,02,016,race-ethnicity,Hispanic,0,3,Alaska,Aleutians West Census Area
2018,02,016,race-ethnicity,Other Races and Ethnicities,0,1,Alaska,Aleutians West Census Area
2018,02,016,race-ethnicity,"White, Non-Hispanic",0,2,Alaska,Aleutians West Census Area
2018,02,020,all,All,0,1,Alaska,Anchorage Municipality
2018,02,020,race-ethnicity,Black,0,1,Alaska,Anchorage Municipality
2018,02,020,race-ethnicity,Hispanic,0,1,Alaska,Anchorage Municipality
2018,02,020,race-ethnicity,Other Races and Ethnicities,0,1,Alaska,Anchorage Municipality
2018,02,020,race-ethnicity,"White, Non-Hispanic",0,1,Alaska,Anchorage Municipality
2018,02,050,all,All,0,1,Alaska,Bethel Census Area
2018,02,050,race-ethnicity,Black,NA,NA,Alaska,Bethel Census Area
2018,02,050,race-ethnicity,Hispanic,0,2,Alaska,Bethel Census Area
2018,02,050,race-ethnicity,Other Races and Ethnicities,0,1,Alaska,Bethel Census Area
2018,02,050,race-ethnicity,"White, Non-Hispanic",0,2,Alaska,Bethel Census Area
2018,02,060,all,All,0,2,Alaska,Bristol Bay Borough
2018,02,060,race-ethnicity,Black,NA,NA,Alaska,Bristol Bay Borough
2018,02,060,race-ethnicity,Hispanic,NA,NA,Alaska,Bristol Bay Borough
2018,02,060,race-ethnicity,Other Races and Ethnicities,0,2,Alaska,Bristol Bay Borough
2018,02,060,race-ethnicity,"White, Non-Hispanic",NA,NA,Alaska,Bristol Bay Borough
2018,02,068,all,All,0,3,Alaska,Denali Borough
2018,02,068,race-ethnicity,Black,NA,NA,Alaska,Denali Borough
2018,02,068,race-ethnicity,Hispanic,NA,NA,Alaska,Denali Borough
