year,state,county,adults,children,wage
2018,01,003,2 Adults (1 Working),0 Children,19.04
2018,01,003,2 Adults (1 Working),1 Child,22.86
2018,01,003,2 Adults (1 Working),2 Children,25.33
2018,01,003,2 Adults (1 Working),3 Children,29.17
2018,01,003,2 Adults (Both Working),0 Children,9.52
2018,01,003,2 Adults (Both Working),1 Child,12.93
2018,01,003,2 Adults (Both Working),2 Children,15.63
2018,01,003,2 Adults (Both Working),3 Children,19.02
2018,01,005,1 Adult,0 Children,10.65
2018,01,005,1 Adult,1 Child,21.78
2018,01,005,1 Adult,2 Children,27.22
2018,01,005,1 Adult,3 Children,33.94
2018,01,005,2 Adults (1 Working),0 Children,17.26
2018,01,005,2 Adults (1 Working),1 Child,21.4
2018,01,005,2 Adults (1 Working),2 Children,23.87
2018,01,005,2 Adults (1 Working),3 Children,26.45
2018,01,005,2 Adults (Both Working),0 Children,8.63
2018,01,005,2 Adults (Both Working),1 Child,12.2
2018,01,005,2 Adults (Both Working),2 Children,14.9
2018,01,005,2 Adults (Both Working),3 Children,17.66
2018,01,007,1 Adult,0 Children,12
2018,01,007,1 Adult,1 Child,23.14
2018,01,007,1 Adult,2 Children,28.58
2018,01,007,1 Adult,3 Children,36.02
2018,01,007,2 Adults (1 Working),0 Children,18.97
2018,01,007,2 Adults (1 Working),1 Child,22.76
2018,01,007,2 Adults (1 Working),2 Children,25.24
2018,01,007,2 Adults (1 Working),3 Children,28.52
2018,01,007,2 Adults (Both Working),0 Children,9.49
2018,01,007,2 Adults (Both Working),1 Child,12.88
2018,01,007,2 Adults (Both Working),2 Children,15.59
2018,01,007,2 Adults (Both Working),3 Children,18.7
2018,01,009,1 Adult,0 Children,12
2018,01,009,1 Adult,1 Child,23.14
2018,01,009,1 Adult,2 Children,28.58
2018,01,009,1 Adult,3 Children,36.02
2018,01,009,2 Adults (1 Working),0 Children,18.97
2018,01,009,2 Adults (1 Working),1 Child,22.76
2018,01,009,2 Adults (1 Working),2 Children,25.24
2018,01,009,2 Adults (1 Working),3 Children,28.52
2018,01,009,2 Adults (Both Working),0 Children,9.49
2018,01,009,2 Adults (Both Working),1 Child,12.88
2018,01,009,2 Adults (Both Working),2 Children,15.59
2018,01,009,2 Adults (Both Working),3 Children,18.7
2018,01,011,1 Adult,0 Children,10.6
2018,01,011,1 Adult,1 Child,21.53
2018,01,011,1 Adult,2 Children,26.97
2018,01,011,1 Adult,3 Children,33.9
2018,01,011,2 Adults (1 Working),0 Children,17.25
2018,01,011,2 Adults (1 Working),1 Child,21.15
2018,01,011,2 Adults (1 Working),2 Children,23.62
2018,01,011,2 Adults (1 Working),3 Children,26.41
2018,01,011,2 Adults (Both Working),0 Children,8.63
2018,01,011,2 Adults (Both Working),1 Child,12.08
2018,01,011,2 Adults (Both Working),2 Children,14.78
2018,01,011,2 Adults (Both Working),3 Children,17.64
2018,01,013,1 Adult,0 Children,10.47
2018,01,013,1 Adult,1 Child,21.53
2018,01,013,1 Adult,2 Children,26.97
2018,01,013,1 Adult,3 Children,33.78
2018,01,013,2 Adults (1 Working),0 Children,17.09
2018,01,013,2 Adults (1 Working),1 Child,21.15
2018,01,013,2 Adults (1 Working),2 Children,23.62
2018,01,013,2 Adults (1 Working),3 Children,26.29
2018,01,013,2 Adults (Both Working),0 Children,8.54
2018,01,013,2 Adults (Both Working),1 Child,12.08
2018,01,013,2 Adults (Both Working),2 Children,14.78
2018,01,013,2 Adults (Both Working),3 Children,17.58
2018,01,015,1 Adult,0 Children,10.37
2018,01,015,1 Adult,1 Child,21.84
2018,01,015,1 Adult,2 Children,27.29
2018,01,015,1 Adult,3 Children,34.26
2018,01,015,2 Adults (1 Working),0 Children,17.33
2018,01,015,2 Adults (1 Working),1 Child,21.47
2018,01,015,2 Adults (1 Working),2 Children,23.94
2018,01,015,2 Adults (1 Working),3 Children,26.76
2018,01,015,2 Adults (Both Working),0 Children,8.67
2018,01,015,2 Adults (Both Working),1 Child,12.23
2018,01,015,2 Adults (Both Working),2 Children,14.94
2018,01,015,2 Adults (Both Working),3 Children,17.82
2018,01,017,1 Adult,0 Children,10.43
2018,01,017,1 Adult,1 Child,21.94
2018,01,017,1 Adult,2 Children,27.39
2018,01,017,1 Adult,3 Children,34.14
2018,01,017,2 Adults (1 Working),0 Children,17.76
2018,01,017,2 Adults (1 Working),1 Child,21.56
2018,01,017,2 Adults (1 Working),2 Children,24.04
2018,01,017,2 Adults (1 Working),3 Children,26.64
2018,01,017,2 Adults (Both Working),0 Children,8.88
2018,01,017,2 Adults (Both Working),1 Child,12.28
2018,01,017,2 Adults (Both Working),2 Children,14.99
2018,01,017,2 Adults (Both Working),3 Children,17.76
2018,01,019,1 Adult,0 Children,10.47
2018,01,019,1 Adult,1 Child,21.53
2018,01,019,1 Adult,2 Children,26.97
2018,01,019,1 Adult,3 Children,33.99
2018,01,019,2 Adults (1 Working),0 Children,17.08
2018,01,019,2 Adults (1 Working),1 Child,21.15
2018,01,019,2 Adults (1 Working),2 Children,23.62
2018,01,019,2 Adults (1 Working),3 Children,26.5
2018,01,019,2 Adults (Both Working),0 Children,8.54
2018,01,019,2 Adults (Both Working),1 Child,12.08
2018,01,019,2 Adults (Both Working),2 Children,14.78
2018,01,019,2 Adults (Both Working),3 Children,17.68
2018,01,021,1 Adult,0 Children,10.76
2018,01,021,1 Adult,1 Child,21.53
2018,01,021,1 Adult,2 Children,26.97
2018,01,021,1 Adult,3 Children,34.4
2018,01,021,2 Adults (1 Working),0 Children,17.57
2018,01,021,2 Adults (1 Working),1 Child,21.15
2018,01,021,2 Adults (1 Working),2 Children,23.62
2018,01,021,2 Adults (1 Working),3 Children,26.91
2018,01,021,2 Adults (Both Working),0 Children,8.78
2018,01,021,2 Adults (Both Working),1 Child,12.08
2018,01,021,2 Adults (Both Working),2 Children,14.78
2018,01,021,2 Adults (Both Working),3 Children,17.89
2018,01,023,1 Adult,0 Children,10.64
2018,01,023,1 Adult,1 Child,21.76
2018,01,023,1 Adult,2 Children,27.2
2018,01,023,1 Adult,3 Children,33.89
2018,01,023,2 Adults (1 Working),0 Children,17.25
2018,01,023,2 Adults (1 Working),1 Child,21.38
2018,01,023,2 Adults (1 Working),2 Children,23.85
2018,01,023,2 Adults (1 Working),3 Children,26.4
2018,01,023,2 Adults (Both Working),0 Children,8.63
2018,01,023,2 Adults (Both Working),1 Child,12.19
2018,01,023,2 Adults (Both Working),2 Children,14.89
2018,01,023,2 Adults (Both Working),3 Children,17.63
2018,01,025,1 Adult,0 Children,10.6
2018,01,025,1 Adult,1 Child,21.53
2018,01,025,1 Adult,2 Children,26.97
2018,01,025,1 Adult,3 Children,34.4
2018,01,025,2 Adults (1 Working),0 Children,17.49
2018,01,025,2 Adults (1 Working),1 Child,21.15
2018,01,025,2 Adults (1 Working),2 Children,23.62
2018,01,025,2 Adults (1 Working),3 Children,26.91
2018,01,025,2 Adults (Both Working),0 Children,8.75
2018,01,025,2 Adults (Both Working),1 Child,12.08
2018,01,025,2 Adults (Both Working),2 Children,14.78
2018,01,025,2 Adults (Both Working),3 Children,17.89
2018,01,027,1 Adult,0 Children,10.88
2018,01,027,1 Adult,1 Child,21.53
2018,01,027,1 Adult,2 Children,26.97
2018,01,027,1 Adult,3 Children,34.4
2018,01,027,2 Adults (1 Working),0 Children,17.57
2018,01,027,2 Adults (1 Working),1 Child,21.15
2018,01,027,2 Adults (1 Working),2 Children,23.62
2018,01,027,2 Adults (1 Working),3 Children,26.91
2018,01,027,2 Adults (Both Working),0 Children,8.78
2018,01,027,2 Adults (Both Working),1 Child,12.08
2018,01,027,2 Adults (Both Working),2 Children,14.78
2018,01,027,2 Adults (Both Working),3 Children,17.89
2018,01,029,1 Adult,0 Children,10.47
2018,01,029,1 Adult,1 Child,21.53
2018,01,029,1 Adult,2 Children,26.97
2018,01,029,1 Adult,3 Children,33.85
2018,01,029,2 Adults (1 Working),0 Children,17.08
2018,01,029,2 Adults (1 Working),1 Child,21.15
2018,01,029,2 Adults (1 Working),2 Children,23.62
2018,01,029,2 Adults (1 Working),3 Children,26.36
2018,01,029,2 Adults (Both Working),0 Children,8.54
2018,01,029,2 Adults (Both Working),1 Child,12.08
2018,01,029,2 Adults (Both Working),2 Children,14.78
2018,01,029,2 Adults (Both Working),3 Children,17.61
2018,01,031,1 Adult,0 Children,11.01
2018,01,031,1 Adult,1 Child,21.87
2018,01,031,1 Adult,2 Children,27.32
2018,01,031,1 Adult,3 Children,34.89
2018,01,031,2 Adults (1 Working),0 Children,17.63
2018,01,031,2 Adults (1 Working),1 Child,21.49
2018,01,031,2 Adults (1 Working),2 Children,23.97
2018,01,031,2 Adults (1 Working),3 Children,27.4
2018,01,031,2 Adults (Both Working),0 Children,8.81
2018,01,031,2 Adults (Both Working),1 Child,12.25
2018,01,031,2 Adults (Both Working),2 Children,14.95
2018,01,031,2 Adults (Both Working),3 Children,18.13
2018,01,033,1 Adult,0 Children,10.85
2018,01,033,1 Adult,1 Child,21.84
2018,01,033,1 Adult,2 Children,27.28
2018,01,033,1 Adult,3 Children,34.27
2018,01,033,2 Adults (1 Working),0 Children,17.47
2018,01,033,2 Adults (1 Working),1 Child,21.46
2018,01,033,2 Adults (1 Working),2 Children,23.93
2018,01,033,2 Adults (1 Working),3 Children,26.78
2018,01,033,2 Adults (Both Working),0 Children,8.73
2018,01,033,2 Adults (Both Working),1 Child,12.23
2018,01,033,2 Adults (Both Working),2 Children,14.93
2018,01,033,2 Adults (Both Working),3 Children,17.82
2018,01,035,1 Adult,0 Children,10.48
2018,01,035,1 Adult,1 Child,21.53
2018,01,035,1 Adult,2 Children,26.97
2018,01,035,1 Adult,3 Children,34.24
2018,01,035,2 Adults (1 Working),0 Children,17.1
2018,01,035,2 Adults (1 Working),1 Child,21.15
2018,01,035,2 Adults (1 Working),2 Children,23.62
2018,01,035,2 Adults (1 Working),3 Children,26.75
2018,01,035,2 Adults (Both Working),0 Children,8.55
2018,01,035,2 Adults (Both Working),1 Child,12.08
2018,01,035,2 Adults (Both Working),2 Children,14.78
2018,01,035,2 Adults (Both Working),3 Children,17.81
2018,01,037,1 Adult,0 Children,10.7
2018,01,037,1 Adult,1 Child,21.84
2018,01,037,1 Adult,2 Children,27.29
2018,01,037,1 Adult,3 Children,34.07
2018,01,037,2 Adults (1 Working),0 Children,17.32
2018,01,037,2 Adults (1 Working),1 Child,21.47
2018,01,037,2 Adults (1 Working),2 Children,23.94
2018,01,037,2 Adults (1 Working),3 Children,26.57
2018,01,037,2 Adults (Both Working),0 Children,8.66
2018,01,037,2 Adults (Both Working),1 Child,12.23
2018,01,037,2 Adults (Both Working),2 Children,14.94
2018,01,037,2 Adults (Both Working),3 Children,17.72
2018,01,039,1 Adult,0 Children,10.55
2018,01,039,1 Adult,1 Child,21.53
2018,01,039,1 Adult,2 Children,26.97
2018,01,039,1 Adult,3 Children,33.97
2018,01,039,2 Adults (1 Working),0 Children,17.17
2018,01,039,2 Adults (1 Working),1 Child,21.15
2018,01,039,2 Adults (1 Working),2 Children,23.62
2018,01,039,2 Adults (1 Working),3 Children,26.47
2018,01,039,2 Adults (Both Working),0 Children,8.58
2018,01,039,2 Adults (Both Working),1 Child,12.08
2018,01,039,2 Adults (Both Working),2 Children,14.78
2018,01,039,2 Adults (Both Working),3 Children,17.67
2018,01,041,1 Adult,0 Children,10.47
2018,01,041,1 Adult,1 Child,21.53
2018,01,041,1 Adult,2 Children,26.97
2018,01,041,1 Adult,3 Children,33.6
2018,01,041,2 Adults (1 Working),0 Children,17.08
2018,01,041,2 Adults (1 Working),1 Child,21.15
2018,01,041,2 Adults (1 Working),2 Children,23.62
2018,01,041,2 Adults (1 Working),3 Children,26.11
2018,01,041,2 Adults (Both Working),0 Children,8.54
2018,01,041,2 Adults (Both Working),1 Child,12.08
2018,01,041,2 Adults (Both Working),2 Children,14.78
2018,01,041,2 Adults (Both Working),3 Children,17.49
2018,01,043,1 Adult,0 Children,10.63
2018,01,043,1 Adult,1 Child,21.75
2018,01,043,1 Adult,2 Children,27.2
2018,01,043,1 Adult,3 Children,34.3
2018,01,043,2 Adults (1 Working),0 Children,17.48
2018,01,043,2 Adults (1 Working),1 Child,21.37
2018,01,043,2 Adults (1 Working),2 Children,23.85
2018,01,043,2 Adults (1 Working),3 Children,26.8
2018,01,043,2 Adults (Both Working),0 Children,8.74
2018,01,043,2 Adults (Both Working),1 Child,12.19
2018,01,043,2 Adults (Both Working),2 Children,14.89
2018,01,043,2 Adults (Both Working),3 Children,17.84
2018,01,045,1 Adult,0 Children,10.5
2018,01,045,1 Adult,1 Child,21.54
2018,01,045,1 Adult,2 Children,26.98
2018,01,045,1 Adult,3 Children,34.02
2018,01,045,2 Adults (1 Working),0 Children,17.25
2018,01,045,2 Adults (1 Working),1 Child,21.16
2018,01,045,2 Adults (1 Working),2 Children,23.63
2018,01,045,2 Adults (1 Working),3 Children,26.53
2018,01,045,2 Adults (Both Working),0 Children,8.63
2018,01,045,2 Adults (Both Working),1 Child,12.08
2018,01,045,2 Adults (Both Working),2 Children,14.78
2018,01,045,2 Adults (Both Working),3 Children,17.7
2018,01,047,1 Adult,0 Children,10.7
2018,01,047,1 Adult,1 Child,21.53
2018,01,047,1 Adult,2 Children,26.97
2018,01,047,1 Adult,3 Children,33.77
2018,01,047,2 Adults (1 Working),0 Children,17.4
2018,01,047,2 Adults (1 Working),1 Child,21.15
2018,01,047,2 Adults (1 Working),2 Children,23.62
2018,01,047,2 Adults (1 Working),3 Children,26.28
2018,01,047,2 Adults (Both Working),0 Children,8.7
2018,01,047,2 Adults (Both Working),1 Child,12.08
2018,01,047,2 Adults (Both Working),2 Children,14.78
2018,01,047,2 Adults (Both Working),3 Children,17.57
2018,01,049,1 Adult,0 Children,10.54
2018,01,049,1 Adult,1 Child,21.65
2018,01,049,1 Adult,2 Children,27.09
2018,01,049,1 Adult,3 Children,33.91
2018,01,049,2 Adults (1 Working),0 Children,17.16
2018,01,049,2 Adults (1 Working),1 Child,21.27
2018,01,049,2 Adults (1 Working),2 Children,23.74
2018,01,049,2 Adults (1 Working),3 Children,26.41
2018,01,049,2 Adults (Both Working),0 Children,8.58
2018,01,049,2 Adults (Both Working),1 Child,12.13
2018,01,049,2 Adults (Both Working),2 Children,14.84
2018,01,049,2 Adults (Both Working),3 Children,17.64
2018,01,051,1 Adult,0 Children,11.18
2018,01,051,1 Adult,1 Child,22.82
2018,01,051,1 Adult,2 Children,28.27
2018,01,051,1 Adult,3 Children,35.29
2018,01,051,2 Adults (1 Working),0 Children,18.53
2018,01,051,2 Adults (1 Working),1 Child,22.45
2018,01,051,2 Adults (1 Working),2 Children,24.92
2018,01,051,2 Adults (1 Working),3 Children,27.8
2018,01,051,2 Adults (Both Working),0 Children,9.27
2018,01,051,2 Adults (Both Working),1 Child,12.72
2018,01,051,2 Adults (Both Working),2 Children,15.43
2018,01,051,2 Adults (Both Working),3 Children,18.33
2018,01,053,1 Adult,0 Children,10.6
2018,01,053,1 Adult,1 Child,21.53
2018,01,053,1 Adult,2 Children,26.97
2018,01,053,1 Adult,3 Children,33.94
2018,01,053,2 Adults (1 Working),0 Children,17.57
2018,01,053,2 Adults (1 Working),1 Child,21.15
2018,01,053,2 Adults (1 Working),2 Children,23.62
2018,01,053,2 Adults (1 Working),3 Children,26.45
2018,01,053,2 Adults (Both Working),0 Children,8.78
2018,01,053,2 Adults (Both Working),1 Child,12.08
2018,01,053,2 Adults (Both Working),2 Children,14.78
2018,01,053,2 Adults (Both Working),3 Children,17.66
2018,01,055,1 Adult,0 Children,10.63
2018,01,055,1 Adult,1 Child,21.75
2018,01,055,1 Adult,2 Children,27.2
2018,01,055,1 Adult,3 Children,33.93
2018,01,055,2 Adults (1 Working),0 Children,17.24
2018,01,055,2 Adults (1 Working),1 Child,21.37
2018,01,055,2 Adults (1 Working),2 Children,23.85
2018,01,055,2 Adults (1 Working),3 Children,26.43
2018,01,055,2 Adults (Both Working),0 Children,8.62
2018,01,055,2 Adults (Both Working),1 Child,12.19
2018,01,055,2 Adults (Both Working),2 Children,14.89
2018,01,055,2 Adults (Both Working),3 Children,17.65
2018,01,057,1 Adult,0 Children,10.6
2018,01,057,1 Adult,1 Child,21.53
2018,01,057,1 Adult,2 Children,26.97
2018,01,057,1 Adult,3 Children,33.96
2018,01,057,2 Adults (1 Working),0 Children,17.57
2018,01,057,2 Adults (1 Working),1 Child,21.15
2018,01,057,2 Adults (1 Working),2 Children,23.62
2018,01,057,2 Adults (1 Working),3 Children,26.47
2018,01,057,2 Adults (Both Working),0 Children,8.78
2018,01,057,2 Adults (Both Working),1 Child,12.08
2018,01,057,2 Adults (Both Working),2 Children,14.78
2018,01,057,2 Adults (Both Working),3 Children,17.67
2018,01,059,1 Adult,0 Children,10.6
2018,01,059,1 Adult,1 Child,21.53
2018,01,059,1 Adult,2 Children,26.97
2018,01,059,1 Adult,3 Children,33.6
2018,01,059,2 Adults (1 Working),0 Children,17.53
2018,01,059,2 Adults (1 Working),1 Child,21.15
2018,01,059,2 Adults (1 Working),2 Children,23.62
2018,01,059,2 Adults (1 Working),3 Children,26.11
2018,01,059,2 Adults (Both Working),0 Children,8.76
2018,01,059,2 Adults (Both Working),1 Child,12.08
2018,01,059,2 Adults (Both Working),2 Children,14.78
2018,01,059,2 Adults (Both Working),3 Children,17.49
2018,01,061,1 Adult,0 Children,10.75
2018,01,061,1 Adult,1 Child,21.88
2018,01,061,1 Adult,2 Children,27.33
2018,01,061,1 Adult,3 Children,34.39
2018,01,061,2 Adults (1 Working),0 Children,17.37
2018,01,061,2 Adults (1 Working),1 Child,21.51
2018,01,061,2 Adults (1 Working),2 Children,23.98
2018,01,061,2 Adults (1 Working),3 Children,26.89
2018,01,061,2 Adults (Both Working),0 Children,8.68
2018,01,061,2 Adults (Both Working),1 Child,12.25
2018,01,061,2 Adults (Both Working),2 Children,14.96
2018,01,061,2 Adults (Both Working),3 Children,17.88
2018,01,063,1 Adult,0 Children,10.6
2018,01,063,1 Adult,1 Child,21.53
2018,01,063,1 Adult,2 Children,26.97
2018,01,063,1 Adult,3 Children,34.24
2018,01,063,2 Adults (1 Working),0 Children,17.57
2018,01,063,2 Adults (1 Working),1 Child,21.15
2018,01,063,2 Adults (1 Working),2 Children,23.62
2018,01,063,2 Adults (1 Working),3 Children,26.75
2018,01,063,2 Adults (Both Working),0 Children,8.78
2018,01,063,2 Adults (Both Working),1 Child,12.08
2018,01,063,2 Adults (Both Working),2 Children,14.78
2018,01,063,2 Adults (Both Working),3 Children,17.81
2018,01,065,1 Adult,0 Children,11.69
2018,01,065,1 Adult,1 Child,22.97
2018,01,065,1 Adult,2 Children,28.41
2018,01,065,1 Adult,3 Children,35.61
2018,01,065,2 Adults (1 Working),0 Children,18.59
2018,01,065,2 Adults (1 Working),1 Child,22.59
2018,01,065,2 Adults (1 Working),2 Children,25.06
2018,01,065,2 Adults (1 Working),3 Children,28.12
2018,01,065,2 Adults (Both Working),0 Children,9.3
2018,01,065,2 Adults (Both Working),1 Child,12.8
2018,01,065,2 Adults (Both Working),2 Children,15.5
2018,01,065,2 Adults (Both Working),3 Children,18.49
2018,01,067,1 Adult,0 Children,10.6
2018,01,067,1 Adult,1 Child,21.53
2018,01,067,1 Adult,2 Children,26.97
2018,01,067,1 Adult,3 Children,33.7
2018,01,067,2 Adults (1 Working),0 Children,17.57
2018,01,067,2 Adults (1 Working),1 Child,21.15
2018,01,067,2 Adults (1 Working),2 Children,23.62
2018,01,067,2 Adults (1 Working),3 Children,26.21
2018,01,067,2 Adults (Both Working),0 Children,8.78
2018,01,067,2 Adults (Both Working),1 Child,12.08
2018,01,067,2 Adults (Both Working),2 Children,14.78
2018,01,067,2 Adults (Both Working),3 Children,17.54
2018,01,069,1 Adult,0 Children,10.75
2018,01,069,1 Adult,1 Child,21.88
2018,01,069,1 Adult,2 Children,27.33
2018,01,069,1 Adult,3 Children,34.39
2018,01,069,2 Adults (1 Working),0 Children,17.37
2018,01,069,2 Adults (1 Working),1 Child,21.51
2018,01,069,2 Adults (1 Working),2 Children,23.98
2018,01,069,2 Adults (1 Working),3 Children,26.89
2018,01,069,2 Adults (Both Working),0 Children,8.68
2018,01,069,2 Adults (Both Working),1 Child,12.25
2018,01,069,2 Adults (Both Working),2 Children,14.96
2018,01,069,2 Adults (Both Working),3 Children,17.88
2018,01,071,1 Adult,0 Children,10.24
2018,01,071,1 Adult,1 Child,21.88
2018,01,071,1 Adult,2 Children,27.32
2018,01,071,1 Adult,3 Children,34.04
2018,01,071,2 Adults (1 Working),0 Children,17.74
2018,01,071,2 Adults (1 Working),1 Child,21.5
2018,01,071,2 Adults (1 Working),2 Children,23.97
2018,01,071,2 Adults (1 Working),3 Children,26.55
2018,01,071,2 Adults (Both Working),0 Children,8.87
2018,01,071,2 Adults (Both Working),1 Child,12.25
2018,01,071,2 Adults (Both Working),2 Children,14.95
2018,01,071,2 Adults (Both Working),3 Children,17.71
2018,01,073,1 Adult,0 Children,12
2018,01,073,1 Adult,1 Child,23.14
2018,01,073,1 Adult,2 Children,28.58
2018,01,073,1 Adult,3 Children,36.02
2018,01,073,2 Adults (1 Working),0 Children,18.97
2018,01,073,2 Adults (1 Working),1 Child,22.76
2018,01,073,2 Adults (1 Working),2 Children,25.24
2018,01,073,2 Adults (1 Working),3 Children,28.52
2018,01,073,2 Adults (Both Working),0 Children,9.49
2018,01,073,2 Adults (Both Working),1 Child,12.88
2018,01,073,2 Adults (Both Working),2 Children,15.59
2018,01,073,2 Adults (Both Working),3 Children,18.7
2018,01,075,1 Adult,0 Children,10.6
2018,01,075,1 Adult,1 Child,21.53
2018,01,075,1 Adult,2 Children,26.97
2018,01,075,1 Adult,3 Children,34.4
2018,01,075,2 Adults (1 Working),0 Children,17.55
2018,01,075,2 Adults (1 Working),1 Child,21.15
2018,01,075,2 Adults (1 Working),2 Children,23.62
2018,01,075,2 Adults (1 Working),3 Children,26.91
2018,01,075,2 Adults (Both Working),0 Children,8.77
2018,01,075,2 Adults (Both Working),1 Child,12.08
2018,01,075,2 Adults (Both Working),2 Children,14.78
2018,01,075,2 Adults (Both Working),3 Children,17.89
2018,01,077,1 Adult,0 Children,10.85
2018,01,077,1 Adult,1 Child,21.84
2018,01,077,1 Adult,2 Children,27.28
2018,01,077,1 Adult,3 Children,34.27
2018,01,077,2 Adults (1 Working),0 Children,17.47
2018,01,077,2 Adults (1 Working),1 Child,21.46
2018,01,077,2 Adults (1 Working),2 Children,23.93
2018,01,077,2 Adults (1 Working),3 Children,26.78
2018,01,077,2 Adults (Both Working),0 Children,8.73
2018,01,077,2 Adults (Both Working),1 Child,12.23
2018,01,077,2 Adults (Both Working),2 Children,14.93
2018,01,077,2 Adults (Both Working),3 Children,17.82
2018,01,079,1 Adult,0 Children,10.31
2018,01,079,1 Adult,1 Child,21.88
2018,01,079,1 Adult,2 Children,27.32
2018,01,079,1 Adult,3 Children,34.21
2018,01,079,2 Adults (1 Working),0 Children,17.43
2018,01,079,2 Adults (1 Working),1 Child,21.5
2018,01,079,2 Adults (1 Working),2 Children,23.97
2018,01,079,2 Adults (1 Working),3 Children,26.72
2018,01,079,2 Adults (Both Working),0 Children,8.71
2018,01,079,2 Adults (Both Working),1 Child,12.25
2018,01,079,2 Adults (Both Working),2 Children,14.95
2018,01,079,2 Adults (Both Working),3 Children,17.79
2018,01,081,1 Adult,0 Children,10.96
2018,01,081,1 Adult,1 Child,22.75
2018,01,081,1 Adult,2 Children,28.2
2018,01,081,1 Adult,3 Children,35.55
2018,01,081,2 Adults (1 Working),0 Children,18.08
2018,01,081,2 Adults (1 Working),1 Child,22.37
2018,01,081,2 Adults (1 Working),2 Children,24.85
2018,01,081,2 Adults (1 Working),3 Children,28.06
2018,01,081,2 Adults (Both Working),0 Children,9.04
2018,01,081,2 Adults (Both Working),1 Child,12.69
2018,01,081,2 Adults (Both Working),2 Children,15.39
2018,01,081,2 Adults (Both Working),3 Children,18.46
2018,01,083,1 Adult,0 Children,11.21
2018,01,083,1 Adult,1 Child,22.72
2018,01,083,1 Adult,2 Children,28.16
2018,01,083,1 Adult,3 Children,35.56
2018,01,083,2 Adults (1 Working),0 Children,18.46
2018,01,083,2 Adults (1 Working),1 Child,22.34
2018,01,083,2 Adults (1 Working),2 Children,24.81
2018,01,083,2 Adults (1 Working),3 Children,28.06
2018,01,083,2 Adults (Both Working),0 Children,9.23
2018,01,083,2 Adults (Both Working),1 Child,12.67
2018,01,083,2 Adults (Both Working),2 Children,15.37
2018,01,083,2 Adults (Both Working),3 Children,18.47
2018,01,085,1 Adult,0 Children,11.18
2018,01,085,1 Adult,1 Child,22.82
2018,01,085,1 Adult,2 Children,28.27
2018,01,085,1 Adult,3 Children,35.29
2018,01,085,2 Adults (1 Working),0 Children,18.53
2018,01,085,2 Adults (1 Working),1 Child,22.45
2018,01,085,2 Adults (1 Working),2 Children,24.92
2018,01,085,2 Adults (1 Working),3 Children,27.8
2018,01,085,2 Adults (Both Working),0 Children,9.27
2018,01,085,2 Adults (Both Working),1 Child,12.72
2018,01,085,2 Adults (Both Working),2 Children,15.43
2018,01,085,2 Adults (Both Working),3 Children,18.33
2018,01,087,1 Adult,0 Children,10.47
2018,01,087,1 Adult,1 Child,21.53
2018,01,087,1 Adult,2 Children,26.97
2018,01,087,1 Adult,3 Children,34.03
2018,01,087,2 Adults (1 Working),0 Children,17.08
2018,01,087,2 Adults (1 Working),1 Child,21.15
2018,01,087,2 Adults (1 Working),2 Children,23.62
2018,01,087,2 Adults (1 Working),3 Children,26.54
2018,01,087,2 Adults (Both Working),0 Children,8.54
2018,01,087,2 Adults (Both Working),1 Child,12.08
2018,01,087,2 Adults (Both Working),2 Children,14.78
