year,state,county,subgroup_type,subgroup,share_employed,share_employed_ub,share_employed_lb,employed_quality
2018,01,021,race-ethnicity,"Black, Non-Hispanic",0.638836773,0.6834162899,0.5942572561,2
2018,01,021,race-ethnicity,Hispanic,0.6227786753,0.7659957233,0.4795616273,3
2018,01,021,race-ethnicity,Other Races and Ethnicities,0.4665042631,0.6294706759,0.3035378503,3
2018,01,021,race-ethnicity,"White, Non-Hispanic",0.6963345865,0.7191464764,0.6735226965,2
2018,01,023,race-ethnicity,"Black, Non-Hispanic",0.5226762695,0.5577973984,0.4875551407,2
2018,01,023,race-ethnicity,Hispanic,0,0,0,3
2018,01,023,race-ethnicity,Other Races and Ethnicities,0.5629984051,0.6666342109,0.4593625993,3
2018,01,023,race-ethnicity,"White, Non-Hispanic",0.6555202323,0.6805742258,0.6304662389,2
2018,01,025,race-ethnicity,"Black, Non-Hispanic",0.5226762695,0.5577973984,0.4875551407,2
2018,01,025,race-ethnicity,Hispanic,0,0,0,3
2018,01,025,race-ethnicity,Other Races and Ethnicities,0.5629984051,0.6666342109,0.4593625993,3
2018,01,025,race-ethnicity,"White, Non-Hispanic",0.6555202323,0.6805742258,0.6304662389,2
2018,01,027,race-ethnicity,"Black, Non-Hispanic",0.7168210477,0.759757064,0.6738850314,2
2018,01,027,race-ethnicity,Hispanic,0.5964391691,0.7589789355,0.4338994028,3
2018,01,027,race-ethnicity,Other Races and Ethnicities,0.5809018568,0.7574668876,0.4043368259,3
2018,01,027,race-ethnicity,"White, Non-Hispanic",0.707552841,0.7276607753,0.6874449067,2
2018,01,029,race-ethnicity,"Black, Non-Hispanic",0.7168210477,0.759757064,0.6738850314,2
2018,01,029,race-ethnicity,Hispanic,0.5964391691,0.7589789355,0.4338994028,3
2018,01,029,race-ethnicity,Other Races and Ethnicities,0.5809018568,0.7574668876,0.4043368259,3
2018,01,029,race-ethnicity,"White, Non-Hispanic",0.707552841,0.7276607753,0.6874449067,2
2018,01,031,race-ethnicity,"Black, Non-Hispanic",0.6925423372,0.7335256835,0.6515589909,2
2018,01,031,race-ethnicity,Hispanic,0.7718191377,0.8566569625,0.686981313,3
2018,01,031,race-ethnicity,Other Races and Ethnicities,0.6331747919,0.7311251418,0.5352244421,3
2018,01,031,race-ethnicity,"White, Non-Hispanic",0.7545522574,0.7714119569,0.7376925579,2
2018,01,033,race-ethnicity,"Black, Non-Hispanic",0.7135401975,0.7713449048,0.6557354902,2
2018,01,033,race-ethnicity,Hispanic,0.7282286331,0.8145645906,0.6418926755,2
2018,01,033,race-ethnicity,Other Races and Ethnicities,0.5833887043,0.6997145061,0.4670629026,3
2018,01,033,race-ethnicity,"White, Non-Hispanic",0.7218113262,0.7392795644,0.7043430881,2
2018,01,035,race-ethnicity,"Black, Non-Hispanic",0.5226762695,0.5577973984,0.4875551407,2
2018,01,035,race-ethnicity,Hispanic,0,0,0,3
2018,01,035,race-ethnicity,Other Races and Ethnicities,0.5629984051,0.6666342109,0.4593625993,3
2018,01,035,race-ethnicity,"White, Non-Hispanic",0.6555202323,0.6805742258,0.6304662389,2
2018,01,037,race-ethnicity,"Black, Non-Hispanic",0.638836773,0.6834162899,0.5942572561,2
2018,01,037,race-ethnicity,Hispanic,0.6227786753,0.7659957233,0.4795616273,3
2018,01,037,race-ethnicity,Other Races and Ethnicities,0.4665042631,0.6294706759,0.3035378503,3
2018,01,037,race-ethnicity,"White, Non-Hispanic",0.6963345865,0.7191464764,0.6735226965,2
2018,01,039,race-ethnicity,"Black, Non-Hispanic",0.6925423372,0.7335256835,0.6515589909,2
2018,01,039,race-ethnicity,Hispanic,0.7718191377,0.8566569625,0.686981313,3
2018,01,039,race-ethnicity,Other Races and Ethnicities,0.6331747919,0.7311251418,0.5352244421,3
2018,01,039,race-ethnicity,"White, Non-Hispanic",0.7545522574,0.7714119569,0.7376925579,2
2018,01,041,race-ethnicity,"Black, Non-Hispanic",0.6925423372,0.7335256835,0.6515589909,2
2018,01,041,race-ethnicity,Hispanic,0.7718191377,0.8566569625,0.686981313,3
2018,01,041,race-ethnicity,Other Races and Ethnicities,0.6331747919,0.7311251418,0.5352244421,3
2018,01,041,race-ethnicity,"White, Non-Hispanic",0.7545522574,0.7714119569,0.7376925579,2
2018,01,043,race-ethnicity,"Black, Non-Hispanic",0.579766537,0.7410079924,0.4185250815,3
2018,01,043,race-ethnicity,Hispanic,0.6756756757,0.7903655264,0.5609858249,3
2018,01,043,race-ethnicity,Other Races and Ethnicities,0.6822857143,0.8436036265,0.5209678021,3
2018,01,043,race-ethnicity,"White, Non-Hispanic",0.6990177673,0.7205023803,0.6775331542,1
2018,01,045,race-ethnicity,"Black, Non-Hispanic",0.6572370705,0.6802508524,0.6342232885,2
2018,01,045,race-ethnicity,Hispanic,0.6881079385,0.7489122093,0.6273036677,2
2018,01,045,race-ethnicity,Other Races and Ethnicities,0.6989869754,0.7603015934,0.6376723574,2
2018,01,045,race-ethnicity,"White, Non-Hispanic",0.732815986,0.7442923072,0.7213396649,2
2018,01,047,race-ethnicity,"Black, Non-Hispanic",0.5470508079,0.5777504958,0.5163511199,2
2018,01,047,race-ethnicity,Hispanic,0,0,0,3
2018,01,047,race-ethnicity,Other Races and Ethnicities,0,0,0,3
2018,01,047,race-ethnicity,"White, Non-Hispanic",0.6776884123,0.7087983765,0.646578448,2
2018,01,049,race-ethnicity,"Black, Non-Hispanic",0.7209507042,0.8788457397,0.5630556688,3
2018,01,049,race-ethnicity,Hispanic,0.7401017474,0.8179275397,0.6622759551,2
2018,01,049,race-ethnicity,Other Races and Ethnicities,0.6483817883,0.7470292468,0.5497343297,3
2018,01,049,race-ethnicity,"White, Non-Hispanic",0.6838403834,0.703647726,0.6640330409,2
2018,01,051,race-ethnicity,"Black, Non-Hispanic",0.6720084344,0.7064937952,0.6375230735,2
2018,01,051,race-ethnicity,Hispanic,0.8072573044,0.9031519479,0.7113626609,3
2018,01,051,race-ethnicity,Other Races and Ethnicities,0.792997543,0.8963816395,0.6896134465,3
2018,01,051,race-ethnicity,"White, Non-Hispanic",0.7534221943,0.7733287173,0.7335156712,2
2018,01,053,race-ethnicity,"Black, Non-Hispanic",0.5226762695,0.5577973984,0.4875551407,2
2018,01,053,race-ethnicity,Hispanic,0,0,0,3
2018,01,053,race-ethnicity,Other Races and Ethnicities,0.5629984051,0.6666342109,0.4593625993,3
2018,01,053,race-ethnicity,"White, Non-Hispanic",0.6555202323,0.6805742258,0.6304662389,2
2018,01,055,race-ethnicity,"Black, Non-Hispanic",0.7045274027,0.7613129454,0.64774186,1
2018,01,055,race-ethnicity,Hispanic,0.7124277457,0.835454142,0.5894013493,3
2018,01,055,race-ethnicity,Other Races and Ethnicities,0.5049073064,0.6705495619,0.339265051,3
2018,01,055,race-ethnicity,"White, Non-Hispanic",0.7211446003,0.7455218722,0.6967673283,1
2018,01,057,race-ethnicity,"Black, Non-Hispanic",0.5433975008,0.6344381009,0.4523569008,2
2018,01,057,race-ethnicity,Hispanic,0.6095947064,0.7607782491,0.4584111636,3
2018,01,057,race-ethnicity,Other Races and Ethnicities,0.5738095238,0.7331554466,0.414463601,3
2018,01,057,race-ethnicity,"White, Non-Hispanic",0.6996394832,0.7203727079,0.6789062585,2
2018,01,059,race-ethnicity,"Black, Non-Hispanic",0.7135401975,0.7713449048,0.6557354902,2
2018,01,059,race-ethnicity,Hispanic,0.7282286331,0.8145645906,0.6418926755,2
2018,01,059,race-ethnicity,Other Races and Ethnicities,0.5833887043,0.6997145061,0.4670629026,3
2018,01,059,race-ethnicity,"White, Non-Hispanic",0.7218113262,0.7392795644,0.7043430881,2
2018,01,061,race-ethnicity,"Black, Non-Hispanic",0.6572370705,0.6802508524,0.6342232885,2
2018,01,061,race-ethnicity,Hispanic,0.6881079385,0.7489122093,0.6273036677,2
2018,01,061,race-ethnicity,Other Races and Ethnicities,0.6989869754,0.7603015934,0.6376723574,2
2018,01,061,race-ethnicity,"White, Non-Hispanic",0.732815986,0.7442923072,0.7213396649,2
2018,01,063,race-ethnicity,"Black, Non-Hispanic",0.5470508079,0.5777504958,0.5163511199,2
2018,01,063,race-ethnicity,Hispanic,0,0,0,3
2018,01,063,race-ethnicity,Other Races and Ethnicities,0,0,0,3
2018,01,063,race-ethnicity,"White, Non-Hispanic",0.6776884123,0.7087983765,0.646578448,2
2018,01,065,race-ethnicity,"Black, Non-Hispanic",0.5470508079,0.5777504958,0.5163511199,2
2018,01,065,race-ethnicity,Hispanic,0,0,0,3
2018,01,065,race-ethnicity,Other Races and Ethnicities,0,0,0,3
2018,01,065,race-ethnicity,"White, Non-Hispanic",0.6776884123,0.7087983765,0.646578448,2
2018,01,067,race-ethnicity,"Black, Non-Hispanic",0.6572370705,0.6802508524,0.6342232885,2
2018,01,067,race-ethnicity,Hispanic,0.6881079385,0.7489122093,0.6273036677,2
2018,01,067,race-ethnicity,Other Races and Ethnicities,0.6989869754,0.7603015934,0.6376723574,2
2018,01,067,race-ethnicity,"White, Non-Hispanic",0.732815986,0.7442923072,0.7213396649,2
2018,01,069,race-ethnicity,"Black, Non-Hispanic",0.6572370705,0.6802508524,0.6342232885,2
2018,01,069,race-ethnicity,Hispanic,0.6881079385,0.7489122093,0.6273036677,2
2018,01,069,race-ethnicity,Other Races and Ethnicities,0.6989869754,0.7603015934,0.6376723574,2
2018,01,069,race-ethnicity,"White, Non-Hispanic",0.732815986,0.7442923072,0.7213396649,2
2018,01,071,race-ethnicity,"Black, Non-Hispanic",0.7209507042,0.8788457397,0.5630556688,3
2018,01,071,race-ethnicity,Hispanic,0.7401017474,0.8179275397,0.6622759551,2
2018,01,071,race-ethnicity,Other Races and Ethnicities,0.6483817883,0.7470292468,0.5497343297,3
2018,01,071,race-ethnicity,"White, Non-Hispanic",0.6838403834,0.703647726,0.6640330409,2
2018,01,073,race-ethnicity,"Black, Non-Hispanic",0.7322206954,0.7465255243,0.7179158665,1
2018,01,073,race-ethnicity,Hispanic,0.8169133591,0.8566983338,0.7771283844,1
2018,01,073,race-ethnicity,Other Races and Ethnicities,0.7893264249,0.8315687594,0.7470840903,1
2018,01,073,race-ethnicity,"White, Non-Hispanic",0.8099394831,0.82027869,0.7996002763,1
2018,01,075,race-ethnicity,"Black, Non-Hispanic",0.5433975008,0.6344381009,0.4523569008,2
2018,01,075,race-ethnicity,Hispanic,0.6095947064,0.7607782491,0.4584111636,3
2018,01,075,race-ethnicity,Other Races and Ethnicities,0.5738095238,0.7331554466,0.414463601,3
2018,01,075,race-ethnicity,"White, Non-Hispanic",0.6996394832,0.7203727079,0.6789062585,2
2018,01,077,race-ethnicity,"Black, Non-Hispanic",0.7135401975,0.7713449048,0.6557354902,2
2018,01,077,race-ethnicity,Hispanic,0.7282286331,0.8145645906,0.6418926755,2
2018,01,077,race-ethnicity,Other Races and Ethnicities,0.5833887043,0.6997145061,0.4670629026,3
2018,01,077,race-ethnicity,"White, Non-Hispanic",0.7218113262,0.7392795644,0.7043430881,2
2018,01,079,race-ethnicity,"Black, Non-Hispanic",0.7078480311,0.76169425,0.6540018121,2
2018,01,079,race-ethnicity,Hispanic,0.6505939902,0.7413600217,0.5598279587,2
2018,01,079,race-ethnicity,Other Races and Ethnicities,0.6787639238,0.7716908852,0.5858369625,3
2018,01,079,race-ethnicity,"White, Non-Hispanic",0.7362097714,0.7560359086,0.7163836341,2
2018,01,081,race-ethnicity,"Black, Non-Hispanic",0.7509182424,0.7977941278,0.7040423571,1
2018,01,081,race-ethnicity,Hispanic,0.8130114566,0.9170070706,0.7090158426,3
2018,01,081,race-ethnicity,Other Races and Ethnicities,0.6482939633,0.7303783004,0.5662096261,1
2018,01,081,race-ethnicity,"White, Non-Hispanic",0.8137357987,0.8342992265,0.793172371,1
2018,01,083,race-ethnicity,"Black, Non-Hispanic",0.7954989507,0.8373387449,0.7536591566,2
2018,01,083,race-ethnicity,Hispanic,0.8037974684,0.8801221536,0.7274727831,2
2018,01,083,race-ethnicity,Other Races and Ethnicities,0.8076445768,0.8823283998,0.7329607539,2
2018,01,083,race-ethnicity,"White, Non-Hispanic",0.7620229869,0.7805389267,0.7435070471,2
2018,01,085,race-ethnicity,"Black, Non-Hispanic",0.6720084344,0.7064937952,0.6375230735,2
2018,01,085,race-ethnicity,Hispanic,0.8072573044,0.9031519479,0.7113626609,3
2018,01,085,race-ethnicity,Other Races and Ethnicities,0.792997543,0.8963816395,0.6896134465,3
2018,01,085,race-ethnicity,"White, Non-Hispanic",0.7534221943,0.7733287173,0.7335156712,2
2018,01,087,race-ethnicity,"Black, Non-Hispanic",0.6277314413,0.6570834165,0.5983794661,2
2018,01,087,race-ethnicity,Hispanic,0.6090438059,0.7391948049,0.478892807,3
2018,01,087,race-ethnicity,Other Races and Ethnicities,0.7176079734,0.8365799206,0.5986360263,3
2018,01,087,race-ethnicity,"White, Non-Hispanic",0.7200853731,0.746461637,0.6937091091,2
2018,01,089,race-ethnicity,"Black, Non-Hispanic",0.7834955758,0.8059191704,0.7610719813,1
2018,01,089,race-ethnicity,Hispanic,0.6971703807,0.7361060657,0.6582346957,1
2018,01,089,race-ethnicity,Other Races and Ethnicities,0.765589621,0.8058184794,0.7253607625,1
2018,01,089,race-ethnicity,"White, Non-Hispanic",0.7856794099,0.7951389842,0.7762198356,1
2018,01,091,race-ethnicity,"Black, Non-Hispanic",0.5470508079,0.5777504958,0.5163511199,2
2018,01,091,race-ethnicity,Hispanic,0,0,0,3
2018,01,091,race-ethnicity,Other Races and Ethnicities,0,0,0,3
2018,01,091,race-ethnicity,"White, Non-Hispanic",0.6776884123,0.7087983765,0.646578448,2
2018,01,093,race-ethnicity,"Black, Non-Hispanic",0.6026932008,0.6539596447,0.5514267568,2
2018,01,093,race-ethnicity,Hispanic,0.6578379931,0.7358726037,0.5798033824,2
2018,01,093,race-ethnicity,Other Races and Ethnicities,0.5780685095,0.6720871062,0.4840499129,2
2018,01,093,race-ethnicity,"White, Non-Hispanic",0.705069064,0.7185341714,0.6916039567,2
2018,01,095,race-ethnicity,"Black, Non-Hispanic",0.6962110961,0.7845996086,0.6078225835,1
2018,01,095,race-ethnicity,Hispanic,0.6582303707,0.7219278082,0.5945329331,1
2018,01,095,race-ethnicity,Other Races and Ethnicities,0.7098886706,0.7992842289,0.6204931123,3
2018,01,095,race-ethnicity,"White, Non-Hispanic",0.7496842702,0.7655303831,0.7338381573,1
2018,01,097,race-ethnicity,"Black, Non-Hispanic",0.6927333975,0.7130707061,0.6723960889,1
2018,01,097,race-ethnicity,Hispanic,0.7641151951,0.834192262,0.6940381283,1
2018,01,097,race-ethnicity,Other Races and Ethnicities,0.7517721356,0.8048981934,0.6986460777,1
2018,01,097,race-ethnicity,"White, Non-Hispanic",0.7539938608,0.7683633215,0.7396244001,1
2018,01,099,race-ethnicity,"Black, Non-Hispanic",0.5226762695,0.5577973984,0.4875551407,2
2018,01,099,race-ethnicity,Hispanic,0,0,0,3
2018,01,099,race-ethnicity,Other Races and Ethnicities,0.5629984051,0.6666342109,0.4593625993,3
2018,01,099,race-ethnicity,"White, Non-Hispanic",0.6555202323,0.6805742258,0.6304662389,2
2018,01,101,race-ethnicity,"Black, Non-Hispanic",0.6972857823,0.7164321028,0.6781394617,1
2018,01,101,race-ethnicity,Hispanic,0.7157885235,0.7822366299,0.6493404171,1
2018,01,101,race-ethnicity,Other Races and Ethnicities,0.7083200498,0.7654706756,0.6511694239,1
2018,01,101,race-ethnicity,"White, Non-Hispanic",0.8017635083,0.8160679729,0.7874590438,1
2018,01,103,race-ethnicity,"Black, Non-Hispanic",0.7078480311,0.76169425,0.6540018121,1
2018,01,103,race-ethnicity,Hispanic,0.6505939902,0.7413600217,0.5598279587,1
2018,01,103,race-ethnicity,Other Races and Ethnicities,0.6787639238,0.7716908852,0.5858369625,3
2018,01,103,race-ethnicity,"White, Non-Hispanic",0.7362097714,0.7560359086,0.7163836341,1
2018,01,105,race-ethnicity,"Black, Non-Hispanic",0.5470508079,0.5777504958,0.5163511199,2
2018,01,105,race-ethnicity,Hispanic,0,0,0,3
2018,01,105,race-ethnicity,Other Races and Ethnicities,0,0,0,3
2018,01,105,race-ethnicity,"White, Non-Hispanic",0.6776884123,0.7087983765,0.646578448,2
2018,01,107,race-ethnicity,"Black, Non-Hispanic",0.7240702241,0.773044803,0.6750956452,2
2018,01,107,race-ethnicity,Hispanic,0.7110726644,0.8331034605,0.5890418682,3
2018,01,107,race-ethnicity,Other Races and Ethnicities,0.6793066089,0.8257944885,0.5328187293,3
2018,01,107,race-ethnicity,"White, Non-Hispanic",0.7794158128,0.8005694323,0.7582621934,2
2018,01,109,race-ethnicity,"Black, Non-Hispanic",0.6277314413,0.6570834165,0.5983794661,2
2018,01,109,race-ethnicity,Hispanic,0.6090438059,0.7391948049,0.478892807,3
2018,01,109,race-ethnicity,Other Races and Ethnicities,0.7176079734,0.8365799206,0.5986360263,3
2018,01,109,race-ethnicity,"White, Non-Hispanic",0.7200853731,0.746461637,0.6937091091,2
2018,01,111,race-ethnicity,"Black, Non-Hispanic",0.7168210477,0.759757064,0.6738850314,2
2018,01,111,race-ethnicity,Hispanic,0.5964391691,0.7589789355,0.4338994028,3
2018,01,111,race-ethnicity,Other Races and Ethnicities,0.5809018568,0.7574668876,0.4043368259,3
2018,01,111,race-ethnicity,"White, Non-Hispanic",0.707552841,0.7276607753,0.6874449067,2
2018,01,113,race-ethnicity,"Black, Non-Hispanic",0.6277314413,0.6570834165,0.5983794661,2
2018,01,113,race-ethnicity,Hispanic,0.6090438059,0.7391948049,0.478892807,3
2018,01,113,race-ethnicity,Other Races and Ethnicities,0.7176079734,0.8365799206,0.5986360263,3
2018,01,113,race-ethnicity,"White, Non-Hispanic",0.7200853731,0.746461637,0.6937091091,2
2018,01,115,race-ethnicity,"Black, Non-Hispanic",0.8960876369,0.9602093769,0.831965897,3
2018,01,115,race-ethnicity,Hispanic,0.6420701169,0.7351050808,0.5490351529,2
2018,01,115,race-ethnicity,Other Races and Ethnicities,0,0,0,3
2018,01,115,race-ethnicity,"White, Non-Hispanic",0.7288771597,0.7486030975,0.7091512219,2
2018,01,117,race-ethnicity,"Black, Non-Hispanic",0.8020940611,0.8423127085,0.7618754138,1
2018,01,117,race-ethnicity,Hispanic,0.7467105263,0.8165414272,0.6768796255,1
2018,01,117,race-ethnicity,Other Races and Ethnicities,0.7906779661,0.8667048201,0.7146511121,1
2018,01,117,race-ethnicity,"White, Non-Hispanic",0.8098173586,0.8237681311,0.795866586,1
2018,01,119,race-ethnicity,"Black, Non-Hispanic",0.5470508079,0.5777504958,0.5163511199,2
2018,01,119,race-ethnicity,Hispanic,0,0,0,3
2018,01,119,race-ethnicity,Other Races and Ethnicities,0,0,0,3
2018,01,119,race-ethnicity,"White, Non-Hispanic",0.6776884123,0.7087983765,0.646578448,2
2018,01,121,race-ethnicity,"Black, Non-Hispanic",0.7168210477,0.759757064,0.6738850314,2
2018,01,121,race-ethnicity,Hispanic,0.5964391691,0.7589789355,0.4338994028,3
2018,01,121,race-ethnicity,Other Races and Ethnicities,0.5809018568,0.7574668876,0.4043368259,3
2018,01,121,race-ethnicity,"White, Non-Hispanic",0.707552841,0.7276607753,0.6874449067,2
2018,01,123,race-ethnicity,"Black, Non-Hispanic",0.638836773,0.6834162899,0.5942572561,2
2018,01,123,race-ethnicity,Hispanic,0.6227786753,0.7659957233,0.4795616273,3
2018,01,123,race-ethnicity,Other Races and Ethnicities,0.4665042631,0.6294706759,0.3035378503,3
2018,01,123,race-ethnicity,"White, Non-Hispanic",0.6963345865,0.7191464764,0.6735226965,2
2018,01,125,race-ethnicity,"Black, Non-Hispanic",0.7036010414,0.7335534613,0.6736486215,1
2018,01,125,race-ethnicity,Hispanic,0.7733955387,0.8567070981,0.6900839794,3
2018,01,125,race-ethnicity,Other Races and Ethnicities,0.6931883113,0.7924035978,0.5939730247,3
2018,01,125,race-ethnicity,"White, Non-Hispanic",0.7819667088,0.7994409353,0.7644924823,1
2018,01,127,race-ethnicity,"Black, Non-Hispanic",0.5433975008,0.6344381009,0.4523569008,2
2018,01,127,race-ethnicity,Hispanic,0.6095947064,0.7607782491,0.4584111636,3
2018,01,127,race-ethnicity,Other Races and Ethnicities,0.5738095238,0.7331554466,0.414463601,3
2018,01,127,race-ethnicity,"White, Non-Hispanic",0.6996394832,0.7203727079,0.6789062585,2
2018,01,129,race-ethnicity,"Black, Non-Hispanic",0.5226762695,0.5577973984,0.4875551407,2
2018,01,129,race-ethnicity,Hispanic,0,0,0,3
2018,01,129,race-ethnicity,Other Races and Ethnicities,0.5629984051,0.6666342109,0.4593625993,3
2018,01,129,race-ethnicity,"White, Non-Hispanic",0.6555202323,0.6805742258,0.6304662389,2
2018,01,131,race-ethnicity,"Black, Non-Hispanic",0.5226762695,0.5577973984,0.4875551407,2
2018,01,131,race-ethnicity,Hispanic,0,0,0,3
2018,01,131,race-ethnicity,Other Races and Ethnicities,0.5629984051,0.6666342109,0.4593625993,3
2018,01,131,race-ethnicity,"White, Non-Hispanic",0.6555202323,0.6805742258,0.6304662389,2
2018,01,133,race-ethnicity,"Black, Non-Hispanic",0.579766537,0.7410079924,0.4185250815,3
2018,01,133,race-ethnicity,Hispanic,0.6756756757,0.7903655264,0.5609858249,3
2018,01,133,race-ethnicity,Other Races and Ethnicities,0.6822857143,0.8436036265,0.5209678021,3
2018,01,133,race-ethnicity,"White, Non-Hispanic",0.6990177673,0.7205023803,0.6775331542,2
2018,02,013,race-ethnicity,"Black, Non-Hispanic",0,0,0,3
2018,02,013,race-ethnicity,Hispanic,0.9206653871,0.9750125065,0.8663182676,3
2018,02,013,race-ethnicity,Other Races and Ethnicities,0.6334152909,0.6494255329,0.617405049,2
2018,02,013,race-ethnicity,"White, Non-Hispanic",0.8272156795,0.8508981099,0.8035332492,2
2018,02,016,race-ethnicity,"Black, Non-Hispanic",0,0,0,3
2018,02,016,race-ethnicity,Hispanic,0.9206653871,0.9750125065,0.8663182676,3
2018,02,016,race-ethnicity,Other Races and Ethnicities,0.6334152909,0.6494255329,0.617405049,2
2018,02,016,race-ethnicity,"White, Non-Hispanic",0.8272156795,0.8508981099,0.8035332492,2
2018,02,020,race-ethnicity,"Black, Non-Hispanic",0.7389090909,0.8249980489,0.6528201329,1
2018,02,020,race-ethnicity,Hispanic,0.7653846154,0.8278137832,0.7029554476,1
2018,02,020,race-ethnicity,Other Races and Ethnicities,0.7475636999,0.782208464,0.7129189359,1
2018,02,020,race-ethnicity,"White, Non-Hispanic",0.8471105183,0.8643970471,0.8298239895,1
2018,02,050,race-ethnicity,"Black, Non-Hispanic",0,0,0,3
2018,02,050,race-ethnicity,Hispanic,0.9206653871,0.9750125065,0.8663182676,3
2018,02,050,race-ethnicity,Other Races and Ethnicities,0.6334152909,0.6494255329,0.617405049,2
2018,02,050,race-ethnicity,"White, Non-Hispanic",0.8272156795,0.8508981099,0.8035332492,2
2018,02,060,race-ethnicity,"Black, Non-Hispanic",0,0,0,3
2018,02,060,race-ethnicity,Hispanic,0.9206653871,0.9750125065,0.8663182676,3
2018,02,060,race-ethnicity,Other Races and Ethnicities,0.6334152909,0.6494255329,0.617405049,2
2018,02,060,race-ethnicity,"White, Non-Hispanic",0.8272156795,0.8508981099,0.8035332492,2
2018,02,068,race-ethnicity,"Black, Non-Hispanic",0.859926277,0.9765872404,0.7432653135,3
2018,02,068,race-ethnicity,Hispanic,0.8362585174,0.9091519011,0.7633651338,3
2018,02,068,race-ethnicity,Other Races and Ethnicities,0.6967506157,0.7397011309,0.6538001005,2
2018,02,068,race-ethnicity,"White, Non-Hispanic",0.8180588505,0.8381181966,0.7979995043,2
2018,02,070,race-ethnicity,"Black, Non-Hispanic",0,0,0,3
2018,02,070,race-ethnicity,Hispanic,0.9206653871,0.9750125065,0.8663182676,3
2018,02,070,race-ethnicity,Other Races and Ethnicities,0.6334152909,0.6494255329,0.617405049,2
