"School Year",State,"File Spec","Data Group","Reporting Level","Data Note","State Note"
2020-2021,KENTUCKY,118,655,LEA,"Year to Year comparison: LEA data reported in FS 118/DG644  show a change of 15% or more between SY 2019-20 and SY 2020-21 for homeless accompanied youth.","The data is accurate - LEAS have expressed on multiple occasions that because of a change in evictions due to COVID, homeless counts will be lower. Also due to continued COVID during the 20-21 school year and the lack of preparedness to deal with online learning and keeping track of children has been a greater challenge. The data should reflected is accurate for the the reporitng years."
2020-2021,LOUISIANA,118,655,LEA,"Year to Year comparison: LEA data reported in FS 118/DG644  show a change of 15% or more between SY 2019-20 and SY 2020-21 for homeless accompanied youth.","Louisiana has reviewed and confirmed that data submitted are correct. Louisiana has seen a decline in our homeless population between 19-20 and 20-21. Louisiana experienced two major hurricanes in both of those years, and the one in 19-20 was more wide spread and damaging for a larger part of the state. This lead to higher counts in 19-20 school year."
2020-2021,LOUISIANA,118,655,LEA,"Across file comparison: LEA data show more students reported in Grades 3 through 8 as valid test takers in FS175/DG583 than were reported as enrolled in FS118/655.","FS175 is the number of students who took the assessment,received a valid score, and were assigned a proficiency level; but FS118 is SIS enrollment count at end of school year. They can be different since the data source is different."
2020-2021,LOUISIANA,118,655,LEA,"Across file comparison: LEA data show more students reported in Grades 3 through 8 as valid test takers in FS178/DG584 than were reported as enrolled in FS118/655.","FS178 is the number of students who took the assessment,received a valid score, and were assigned a proficiency level; but FS118 is SIS enrollment count at end of school year. They can be different since the data source is different."
2020-2021,LOUISIANA,118,655,LEA,"Across file comparison: LEA data show more students reported in Grades 3 through 8 as valid test takers in FS179/DG585  than were reported as enrolled in FS118/655.","FS179 is the number of students who took the assessment,received a valid score, and were assigned a proficiency level; but FS118 is SIS enrollment count at end of school year. They can be different since the data source is different."
2020-2021,LOUISIANA,118,655,"LEA,SEA","SEA to LEA Comparison: The total number of homeless enrolled students reported at the SEA-level is greater than or equal to the sum of the total homeless enrolled students reported across LEAs in the LEA-level data. The LEA-level data should be greater.",
2020-2021,MINNESOTA,118,655,"LEA,SEA","SEA to LEA Comparison: The total number of homeless enrolled students reported at the SEA-level is greater than or equal to the sum of the total homeless enrolled students reported across LEAs in the LEA-level data. The LEA-level data should be greater.",
2020-2021,MONTANA,118,655,LEA,"Year to Year comparison: LEA data reported in FS 118/DG644  show a change of 15% or more between SY 2019-20 and SY 2020-21 for unaccompanied homeless stduents.","The data is correct.  The overall identified students experiencing homelessness increased, but due to the pandemic fewer students were identified as unaccompanied."
2020-2021,NEBRASKA,118,655,LEA,"Year to Year comparison: LEA data reported in FS 118/DG644  show a change of 15% or more between SY 2019-20 and SY 2020-21 for students with disabilities.","Data for the reporting year 2020-2021 is correct as submitted.  Due to the Covid pandemic the reporting for homeless students in the state of Nebraska was lower than in previous years."
2020-2021,NEBRASKA,118,655,LEA,"Across file comparison: LEA data show more students reported in Grades 3 through 8 as valid test takers in FS175/DG583 than were reported as enrolled in FS118/655.","Data for the reporting year 2020-2021 is correct as submitted.  Due to the Covid pandemic the reporting for homeless students in the state of Nebraska was lower than in previous years."
2020-2021,NEBRASKA,118,655,LEA,"Across file comparison: LEA data show more students reported in Grades 3 through 8 as valid test takers in FS178/DG584 than were reported as enrolled in FS118/655.","Data for the reporting year 2020-2021 is correct as submitted.  Due to the Covid pandemic the reporting for homeless students in the state of Nebraska was lower than in previous years."
2020-2021,NEVADA,118,655,LEA,"Year to Year comparison: LEA data reported in FS 118/DG644  show a change of 15% or more between SY 2019-20 and SY 2020-21 for students with disabilities.","The Department saw a decrease in overall enrollment during this same period and attributes the decrease in the amount of reported students experiencing homelessness to be due to the COVID-19 pandemic. The pandemic exacerbated the identification challenges districts experienced, resulting in the decrease in the reported counts."
2020-2021,"NEW MEXICO",118,655,LEA,"Year to Year comparison: LEA data reported in FS 118/DG644  show a change of 15% or more between SY 2019-20 and SY 2020-21 for homeless accompanied youth.","Unfortunately, this data is accurate, as most LEAs lost students in school years 2019-2020 and 2020-2021.  Many unaccompanied homeless youths (UHY) did not return to school during the 2020-2021 school year due to issues related to the current pandemic.  Some barriers included balancing school and work, unreliable internet services/laptops/phone service, not having access to safe space and resources systems/support systems provided by schools, and unstable living conditions. Some UHY moved out of the state as well. The PED has strengthened its training/technical assistance by providing LEAs with funding and best practices related to identifying and supporting UHY in order keep them engaged in their education. This should be reflected in next year’s data."
2020-2021,"NEW MEXICO",118,655,"LEA,SEA","SEA to LEA Comparison: The total number of homeless enrolled students reported at the SEA-level is greater than or equal to the sum of the total homeless enrolled students reported across LEAs in the LEA-level data. The LEA-level data should be greater.",
2020-2021,"NORTH DAKOTA",118,655,LEA,"Year to Year comparison: LEA data reported in FS 118/DG644  show a change of 15% or more between SY 2019-20 and SY 2020-21 for students with disabilities.","Restructured K-12 learning models due to COVID made it difficult for homeless liaisons to interact daily with students experiencing homelessness. Some districts were not face-to-face everyday, and  students with wifi and/or lack of electronic equipment issues were hard to identify and/or follow-up with, at times."
2020-2021,OKLAHOMA,118,655,LEA,"Year to Year comparison: LEA data reported in FS 118/DG644  show a change of 15% or more between SY 2019-20 and SY 2020-21 for students with disabilities.","The total number of Homeless students reported in 20-21 dropped by 10% so it is not surprising to see the subgroup counts to drop in 20-21. Oklahoma has also put into place a new method of verifying these counts by using our SIS and asking LEAs to review and certify their Homeless counts which is improving accuracy."
2020-2021,OREGON,118,655,"LEA,SEA","Category Set Comparison: The sum of homeless children and youth by race/ethnicity (Category Set H) does not equal the reported total number of homeless children and youth. These data should be equal.","Due to Covid 19, not all institutions were able to provide data to the SEA.  The supplemental survey sent to submitters of our 3to5NotK data did not include race/ethnicity counts.  State Coordinator/ODE is reviewing McKinney-Vento Training with a focus on equity and the importance to collect disaggregated data.    Data are as accurate as they can be."
2020-2021,PENNSYLVANIA,118,655,"LEA,SEA","SEA to LEA Comparison: The total number of homeless enrolled students reported at the SEA-level is greater than or equal to the sum of the total homeless enrolled students reported across LEAs in the LEA-level data. The LEA-level data should be greater.","These data are accurate.
There are children and youth identified as homeless by non-LEA entities and who cannot be matched to an LEA.  These children and youth are included in the SEA count but, as they cannot be matched to an LEA, they are not included in the LEA counts."
2020-2021,PENNSYLVANIA,118,655,LEA,"Incomplete Data:  Data were not reported by one or more LEAs for Category Set H (Racial/Ehnic) by the final due date.","These data are accurate.
There are children and youth identified as homeless by non-LEA entities who can be matched to an LEA, but who are missing information that allows them to be matched to state deographic data files.  If we cannot match the student to the state demographic file and they are not identified by their LEA, we cannot determine their race/ethnicity and a race/ethnic determination cannot be recorded."
2020-2021,PENNSYLVANIA,118,655,"LEA,SEA","Category Set Comparison: The sum of homeless children and youth by race/ethnicity (Category Set H) does not equal the reported total number of homeless children and youth. These data should be equal.","These data are accurate.
There are children and youth identified as homeless by non-LEA entities and who cannot be matched to an LEA.  These children and youth are included in the SEA count but, as they cannot be matched to an LEA, they are not included in the LEA counts."
2020-2021,"PUERTO RICO",118,655,LEA,"Year to Year comparison: LEA data reported in FS 118/DG644  show a change of 15% or more between SY 2019-20 and SY 2020-21 for students with disabilities.","Enrollment has decreased because: 1) overall enrollment has decreased, 2) certain normalization after several natural disasters, and 3) difficulty in identification by schools."
2020-2021,"SOUTH CAROLINA",118,655,LEA,"Incomplete Data:  Data were not reported by one or more LEAs for Education Unit Total by the final due date.",
2020-2021,UTAH,118,655,LEA,"Year to Year comparison: LEA data reported in FS 118/DG644  show a change of 15% or more between SY 2019-20 and SY 2020-21 for homeless accompanied youth.",
2020-2021,UTAH,118,655,"LEA,SEA","SEA to LEA Comparison: The total number of homeless enrolled students reported at the SEA-level is greater than or equal to the sum of the total homeless enrolled students reported across LEAs in the LEA-level data. The LEA-level data should be greater.",
2020-2021,WISCONSIN,118,655,"LEA,SEA","Category Set Comparison: The sum of homeless children and youth by primary nighttime residence type (Category Set B) does not equal the reported total number of homeless children and youth. These data should be equal.","The Wisconsin Department of Public Instruction has multiple errors and warnings that are displayed to LEAs when data is required data is missing, but these errors and warnings are not always resolved prior to our statewide data snapshot. In the case the LEA reports a missing/unknown primary nighttime residence, we report the student in the overall total, but remove them from any category sets that report by primary nighttime residence."
2020-2021,WISCONSIN,118,655,LEA,"Incomplete Data:  Data were not reported by one or more LEAs for Category Set G (Homeless Unaccompanied Youth Status, Homeless Primary Nighttime Residence) by the final due date.","The Wisconsin Department of Public Instruction has multiple errors and warnings that are displayed to LEAs when data is required data is missing, but these errors and warnings are not always resolved prior to our statewide data snapshot. In the case the LEA reports a missing/unknown primary nighttime residence, we report the student in the overall total, but remove them from any category sets that report by primary nighttime residence."
