SCHOOL_YEAR_TEXT,STNAM,FIPST,LEAID,ST_LEAID,LEANM,SUBGRANT_STATUS,TOTAL,PREK_FLAG,HOTELS_MOTELS,UNSHELTERED,SHELTERED,DOUBLED_UP,CDW,LEP,MIG,UHY,DATE_CUR
2016-2017,ARIZONA,04,0400385,AZ-79874,American Charter Schools Foundation d.b.a. Crestview College,No,64,,.,.,15,49,8,13,.,.,13APR18
2016-2017,ARIZONA,04,0400386,AZ-79876,Kaizen Education Foundation dba Summit High School,No,33,,.,.,3,30,S,3,.,.,13APR18
2016-2017,ARIZONA,04,0400387,AZ-79878,Kaizen Education Foundation dba Tempe Accelerated High Schoo,No,19,,.,.,S,S,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0400388,AZ-79880,Kaizen Education Foundation dba Skyview High School,No,7,,.,.,.,7,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0400389,AZ-79882,Kaizen Education Foundation dba Maya High School,No,138,,S,S,25,108,17,29,.,.,13APR18
2016-2017,ARIZONA,04,0400397,AZ-79971,CAFA  Inc. dba Learning Foundation Performing Arts School,No,32,,.,.,6,26,3,4,.,.,13APR18
2016-2017,ARIZONA,04,0400399,AZ-80011,Montessori Academy  Inc.,No,S,,.,.,.,.,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400407,AZ-85448,CITY Center for Collaborative Learning,No,4,,.,.,.,4,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400413,AZ-85516,Mohave Accelerated Elementary School  Inc.,No,S,,.,.,S,.,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400414,AZ-85540,Academy of Building Industries  Inc.,No,9,,.,.,S,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400416,AZ-85807,StarShine Academy,No,27,,.,.,.,27,5,6,.,.,13APR18
2016-2017,ARIZONA,04,0400419,AZ-87600,Gila County Regional School District,No,108,,.,.,101,7,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400424,AZ-87399,Rosefield Charter Elementary School  Inc.,No,13,,S,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400425,AZ-87401,East Mesa Charter Elementary School  Inc.,No,8,,.,.,.,8,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0400427,AZ-87407,Arizona Connections Academy Charter School  Inc.,No,3,,.,.,S,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400429,AZ-79074,Country Gardens Charter Schools,No,3,,.,.,.,3,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400432,AZ-87405,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,No,35,,4,.,9,17,4,S,.,.,13APR18
2016-2017,ARIZONA,04,0400438,AZ-88367,Imagine Charter Elementary at Desert West  Inc.,No,S,,.,.,S,.,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400442,AZ-88369,Imagine Middle at East Mesa  Inc.,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400444,AZ-88317,Prescott Valley Charter School,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400446,AZ-88374,Imagine Elementary at Tempe  Inc.,No,10,,S,.,5,S,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400447,AZ-88334,American Charter Schools Foundation d.b.a. South Ridge High,No,3,,.,.,3,.,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400450,AZ-4289,Agua Fria Union High School District,No,124,,.,.,20,95,29,3,.,7,13APR18
2016-2017,ARIZONA,04,0400600,AZ-4280,Alhambra Elementary District,Yes,407,,37,7,66,296,56,52,.,.,13APR18
2016-2017,ARIZONA,04,0400610,AZ-81099,Desert Heights Charter Schools,No,5,,.,.,.,S,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400614,AZ-81174,MCCCD on behalf of Phoenix College Preparatory Academy,No,S,,.,.,S,.,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400618,AZ-80989,American Charter Schools Foundation d.b.a. South Pointe High,No,131,,S,S,30,98,11,8,.,.,13APR18
2016-2017,ARIZONA,04,0400619,AZ-80995,American Charter Schools Foundation d.b.a. Alta Vista High S,No,37,,.,.,.,37,S,3,.,.,13APR18
2016-2017,ARIZONA,04,0400621,AZ-81001,Pinnacle Education-Tempe  Inc.,No,S,,.,.,.,S,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400632,AZ-81027,Cochise Community Development Corporation,No,41,,.,.,26,.,7,4,.,.,13APR18
2016-2017,ARIZONA,04,0400633,AZ-81029,Canyon Rose Academy  Inc.,No,20,,S,.,S,8,3,S,.,.,13APR18
2016-2017,ARIZONA,04,0400636,AZ-81041,Blueprint Education,No,7,,.,.,.,7,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400637,AZ-81043,Edkey  Inc. - Redwood Academy,No,12,,.,.,.,12,.,S,.,.,13APR18
2016-2017,ARIZONA,04,0400638,AZ-81045,Edkey  Inc. - Pathfinder Academy,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400641,AZ-81052,Edkey  Inc. - Sequoia Ranch School,No,72,,S,S,10,56,9,4,.,.,13APR18
2016-2017,ARIZONA,04,0400649,AZ-81076,Heritage Elementary School,No,24,,S,.,S,18,.,S,.,.,13APR18
2016-2017,ARIZONA,04,0400653,AZ-79981,Edkey  Inc. - Arizona Conservatory for Arts and Academics,No,7,,.,.,.,7,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400754,AZ-89563,Imagine Desert West Middle  Inc.,No,S,,.,.,S,.,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400766,AZ-89786,Imagine Coolidge Elementary  Inc.,No,25,,.,.,14,11,3,3,.,.,13APR18
2016-2017,ARIZONA,04,0400770,AZ-89790,Imagine Prep Surprise  Inc.,No,3,,.,.,.,3,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400776,AZ-89914,Daisy Education Corporation dba Sonoran Science Academy - Ph,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400785,AZ-89869,AZ Compass Schools  Inc.,No,5,,.,.,.,5,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0400786,AZ-90036,West Valley Arts and Technology Academy  Inc.,No,6,,.,.,.,6,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400787,AZ-90330,Kaizen Education Foundation dba Vista Grove Preparatory Acad,No,108,,6,.,5,97,10,14,.,.,13APR18
2016-2017,ARIZONA,04,0400789,AZ-90334,Kaizen Education Foundation dba Liberty Arts Academy,No,17,,4,.,3,10,4,.,.,.,13APR18
2016-2017,ARIZONA,04,0400790,AZ-4443,Apache Junction Unified District,No,26,,S,S,7,14,6,.,.,S,13APR18
2016-2017,ARIZONA,04,0400792,AZ-90317,Vector School District  Inc.,No,12,,.,S,.,S,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0400796,AZ-90328,CAFA  Inc. dba Learning Foundation and Performing Arts Alta,No,18,,S,.,S,11,6,.,.,.,13APR18
2016-2017,ARIZONA,04,0400798,AZ-90140,Pioneer Preparatory School,No,S,,.,.,.,.,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400799,AZ-90333,Kaizen Education Foundation dba Gilbert Arts Academy,No,3,,.,.,.,3,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400801,AZ-90329,Skyline Gila River Schools  LLC,No,4,,.,.,.,4,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400803,AZ-90327,CAFA  Inc. dba Learning Foundation and Performing Arts Gilbe,No,19,,7,.,6,5,S,.,.,S,13APR18
2016-2017,ARIZONA,04,0400814,AZ-90331,CPLC Community Schools dba Hiaki High School,No,3,,.,.,.,.,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400817,AZ-90506,Ed Ahead,No,3,,.,.,.,3,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400823,AZ-90548,Kaizen Education Foundation dba Mission Heights Preparatory,No,7,,.,.,.,7,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400839,AZ-90997,Pima Rose Academy  Inc.,No,3,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400842,AZ-91137,Legacy Traditional School - Northwest Tucson,No,14,,3,.,.,11,4,.,.,.,13APR18
2016-2017,ARIZONA,04,0400846,AZ-90540,South Valley Academy  Inc.,No,4,,.,.,.,4,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400847,AZ-91135,Legacy Traditional School - Avondale,No,3,,.,.,.,3,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400853,AZ-91108,South Phoenix Academy Inc.,No,6,,.,.,.,6,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400871,AZ-91763,Legacy Traditional Charter School - Laveen Village,No,9,,.,.,.,9,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400872,AZ-90876,Institute for Transformative Education  Inc.,No,17,,S,.,S,5,6,3,.,.,13APR18
2016-2017,ARIZONA,04,0400876,AZ-90884,George Gervin Youth Center  Inc.,No,13,,.,.,.,.,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0400880,AZ-92043,Southwest Leadership Academy,No,62,,.,.,62,.,7,.,.,.,13APR18
2016-2017,ARIZONA,04,0400882,AZ-91329,Kaizen Education Foundation dba Advance U,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400892,AZ-92199,Legacy Traditional Charter Schools - Casa Grande,No,7,,.,S,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400893,AZ-91275,Hirsch Academy A Challenge Foundation,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400894,AZ-91328,Kaizen Education Foundation dba Discover U Elementary School,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400895,AZ-92250,Espiritu Community Development Corp.,No,57,,.,.,S,S,5,10,.,.,13APR18
2016-2017,ARIZONA,04,0400899,AZ-92047,Legacy Traditional School - Gilbert,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400904,AZ-92226,Edkey  Inc. - Sequoia Pathway Academy,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400917,AZ-92499,Innovative Humanities Education Corporation,No,4,,.,.,.,4,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400921,AZ-92620,Horizon Community Learning Center  Inc.,No,4,,.,.,.,4,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400933,AZ-92879,Legacy Traditional School - Surprise,No,3,,.,.,.,3,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400938,AZ-92369,Create Academy,No,16,,S,.,S,10,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0400947,AZ-92987,ASU Preparatory Academy - Casa Grande,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400948,AZ-850100,Legacy Traditional School - Glendale,No,11,,.,.,S,S,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0400952,AZ-92989,Colegio Petite Phoenix,No,5,,.,.,.,.,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0400954,AZ-850101,Legacy Traditional School - North Chandler,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0400957,AZ-92991,Hope College and Career Readiness Academy,No,38,,.,.,9,28,7,S,.,.,13APR18
2016-2017,ARIZONA,04,0400960,AZ-4272,Avondale Elementary District,No,421,Y,8,.,112,281,56,60,S,.,13APR18
2016-2017,ARIZONA,04,0401000,AZ-4468,Bagdad Unified District,No,37,,.,.,S,S,11,S,.,6,13APR18
2016-2017,ARIZONA,04,0401050,AZ-4268,Balsz Elementary District,No,229,,26,4,152,47,41,15,.,.,13APR18
2016-2017,ARIZONA,04,0401160,AZ-4515,Bicentennial Union High School District,No,12,,.,.,7,5,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0401180,AZ-4169,Bisbee Unified District,No,17,,.,.,.,17,S,4,.,.,13APR18
2016-2017,ARIZONA,04,0401380,AZ-4269,Buckeye Elementary District,No,14,,.,S,.,S,4,.,.,.,13APR18
2016-2017,ARIZONA,04,0401410,AZ-4284,Buckeye Union High School District,No,22,,S,.,S,15,6,.,.,.,13APR18
2016-2017,ARIZONA,04,0401460,AZ-4175,Sierra Vista Unified District,No,91,,4,.,25,61,21,8,.,.,13APR18
2016-2017,ARIZONA,04,0401500,AZ-4378,Bullhead City School District,Yes,120,,38,4,8,70,13,S,.,.,13APR18
2016-2017,ARIZONA,04,0401600,AZ-4470,Camp Verde Unified District,No,219,Y,7,S,S,200,36,12,.,.,13APR18
2016-2017,ARIZONA,04,0401650,AZ-4484,Canon Elementary District,No,6,,.,.,S,.,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0401680,AZ-4282,Cartwright Elementary District,Yes,156,Y,17,3,32,104,32,14,.,.,13APR18
2016-2017,ARIZONA,04,0401710,AZ-4446,Casa Grande Elementary District,No,188,,62,.,33,93,28,13,.,.,13APR18
2016-2017,ARIZONA,04,0401740,AZ-4453,Casa Grande Union High School District,No,132,,23,S,S,87,16,5,.,.,13APR18
2016-2017,ARIZONA,04,0401760,AZ-4410,Catalina Foothills Unified District,No,4,,.,.,S,S,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0401810,AZ-4395,Cedar Unified District,No,6,,.,.,S,S,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0401870,AZ-4242,Chandler Unified District #80,No,606,Y,36,55,104,355,114,54,11,27,13APR18
2016-2017,ARIZONA,04,0402190,AZ-4160,Concho Elementary District,No,42,Y,5,8,12,17,10,S,.,.,13APR18
2016-2017,ARIZONA,04,0402250,AZ-4416,Continental Elementary District,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0402320,AZ-4442,Coolidge Unified District,No,69,,S,S,20,35,11,3,.,.,13APR18
2016-2017,ARIZONA,04,0402370,AZ-4487,Cottonwood-Oak Creek Elementary District,No,106,Y,12,12,20,61,18,5,.,.,13APR18
2016-2017,ARIZONA,04,0402400,AZ-4501,Crane Elementary District,No,124,Y,4,5,12,103,22,23,27,.,13APR18
2016-2017,ARIZONA,04,0402430,AZ-4263,Creighton Elementary District,Yes,566,Y,S,.,S,127,29,167,.,.,13APR18
2016-2017,ARIZONA,04,0402530,AZ-4174,Douglas Unified District,No,57,Y,4,.,19,34,S,16,.,.,13APR18
2016-2017,ARIZONA,04,0402690,AZ-4243,Dysart Unified District,No,133,Y,10,.,13,56,21,S,.,.,13APR18
2016-2017,ARIZONA,04,0402860,AZ-4192,Flagstaff Unified District,Yes,329,Y,89,37,93,106,93,24,.,9,13APR18
2016-2017,ARIZONA,04,0402920,AZ-4437,Florence Unified School District,No,38,,.,.,S,S,5,.,.,.,13APR18
2016-2017,ARIZONA,04,0403010,AZ-4405,Flowing Wells Unified District,No,125,,8,6,10,101,24,27,.,.,13APR18
2016-2017,ARIZONA,04,0403040,AZ-4247,Fountain Hills Unified District,No,S,,.,.,S,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0403060,AZ-4273,Fowler Elementary District,No,185,Y,36,.,6,141,26,32,.,.,13APR18
2016-2017,ARIZONA,04,0403240,AZ-4505,Gadsden Elementary District,No,59,,8,5,5,41,5,23,12,.,13APR18
2016-2017,ARIZONA,04,0403310,AZ-4238,Gila Bend Unified District,No,4,,.,.,.,.,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0403400,AZ-4239,Gilbert Unified District,No,185,,17,3,3,162,58,6,.,.,13APR18
2016-2017,ARIZONA,04,0403420,AZ-4271,Glendale Elementary District,No,197,,S,S,33,129,42,12,.,.,13APR18
2016-2017,ARIZONA,04,0403450,AZ-4285,Glendale Union High School District,Yes,407,,20,9,101,239,78,19,.,7,13APR18
2016-2017,ARIZONA,04,0403780,AZ-4248,Higley Unified School District,Yes,118,Y,7,.,51,60,26,S,.,.,13APR18
2016-2017,ARIZONA,04,0403820,AZ-4389,Holbrook Unified District,No,26,,18,.,3,3,8,S,.,.,13APR18
2016-2017,ARIZONA,04,0403860,AZ-4234,Maricopa County Regional District,No,2299,,.,.,2150,6,S,1696,.,2248,13APR18
2016-2017,ARIZONA,04,0403870,AZ-4469,Humboldt Unified District,No,349,Y,8,9,96,236,69,18,.,3,13APR18
2016-2017,ARIZONA,04,0403950,AZ-4412,Baboquivari Unified School District #40,No,105,Y,.,.,.,S,20,S,.,.,13APR18
2016-2017,ARIZONA,04,0403960,AZ-4259,Isaac Elementary District,No,58,,10,.,18,30,11,11,.,.,13APR18
2016-2017,ARIZONA,04,0403990,AZ-4445,J O Combs Unified School District,No,61,Y,S,.,S,47,9,S,.,.,13APR18
2016-2017,ARIZONA,04,0404010,AZ-4388,Joseph City Unified District,No,4,,.,.,.,4,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0404060,AZ-4396,Kayenta Unified School District # 27,No,28,,.,.,6,22,8,3,.,.,13APR18
2016-2017,ARIZONA,04,0404170,AZ-4480,Kirkland Elementary District,No,4,,.,.,.,4,S,S,.,.,13APR18
2016-2017,ARIZONA,04,0404230,AZ-4267,Kyrene Elementary District,No,127,,25,S,S,96,22,8,.,.,13APR18
2016-2017,ARIZONA,04,0404280,AZ-4368,Lake Havasu Unified District,No,24,,10,3,6,5,5,S,.,.,13APR18
2016-2017,ARIZONA,04,0404290,AZ-4276,Laveen Elementary District,No,73,Y,11,3,15,43,18,.,.,.,13APR18
2016-2017,ARIZONA,04,0404320,AZ-4266,Liberty Elementary District,No,44,Y,5,S,S,36,8,3,4,.,13APR18
2016-2017,ARIZONA,04,0404380,AZ-4281,Litchfield Elementary District,No,34,,.,.,.,34,8,S,.,.,13APR18
2016-2017,ARIZONA,04,0404440,AZ-4278,Littleton Elementary District,No,248,Y,S,S,75,159,43,30,.,.,13APR18
2016-2017,ARIZONA,04,0404500,AZ-4270,Madison Elementary District,No,7,,.,.,S,.,3,S,.,.,13APR18
2016-2017,ARIZONA,04,0404570,AZ-4439,Mammoth-San Manuel Unified District,No,4,,S,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0404630,AZ-4404,Marana Unified District,Yes,359,Y,18,4,86,251,82,9,3,.,13APR18
2016-2017,ARIZONA,04,0404720,AZ-4441,Maricopa Unified School District,Yes,161,,7,4,40,61,36,12,.,49,13APR18
2016-2017,ARIZONA,04,0404770,AZ-4418,Altar Valley Elementary District,No,44,Y,.,3,4,37,12,4,.,.,13APR18
2016-2017,ARIZONA,04,0404820,AZ-4473,Mayer Unified School District,Yes,140,Y,.,14,13,112,29,.,.,.,13APR18
2016-2017,ARIZONA,04,0404970,AZ-4235,Mesa Unified District,No,968,Y,172,37,135,623,191,68,5,284,13APR18
2016-2017,ARIZONA,04,0405030,AZ-4211,Miami Unified District,No,104,,.,.,.,104,11,9,.,.,13APR18
2016-2017,ARIZONA,04,0405070,AZ-4488,Mingus Union High School District,No,13,,.,S,S,10,3,.,.,.,13APR18
2016-2017,ARIZONA,04,0405100,AZ-4253,Mobile Elementary District,No,5,,.,.,.,S,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0405190,AZ-4379,Mohave Valley Elementary District,No,18,,.,.,4,14,3,S,.,.,13APR18
2016-2017,ARIZONA,04,0405220,AZ-4503,Mohawk Valley Elementary District,No,S,,.,.,S,.,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0405400,AZ-4265,Murphy Elementary District,No,87,Y,.,22,5,60,8,20,.,.,13APR18
2016-2017,ARIZONA,04,0405530,AZ-4457,Nogales Unified District,No,232,,.,S,S,221,15,101,.,.,13APR18
2016-2017,ARIZONA,04,0405640,AZ-4444,Oracle Elementary District,No,S,,.,.,S,.,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0405670,AZ-4262,Osborn Elementary District,Yes,256,,115,S,S,116,30,9,.,S,13APR18
2016-2017,ARIZONA,04,0405820,AZ-4196,Page Unified District,Yes,102,Y,S,S,20,68,23,9,.,.,13APR18
2016-2017,ARIZONA,04,0405850,AZ-4275,Palo Verde Elementary District,No,11,,.,.,11,.,3,.,.,.,13APR18
2016-2017,ARIZONA,04,0405880,AZ-4180,Palominas Elementary District,No,9,,.,.,.,.,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0405930,AZ-4241,Paradise Valley Unified District,Yes,366,Y,24,6,25,311,73,40,.,.,13APR18
2016-2017,ARIZONA,04,0405980,AZ-4510,Parker Unified School District,No,21,Y,S,S,14,3,4,.,.,.,13APR18
2016-2017,ARIZONA,04,0406070,AZ-4209,Payson Unified District,Yes,492,Y,3,54,26,400,104,19,.,5,13APR18
2016-2017,ARIZONA,04,0406210,AZ-4283,Pendergast Elementary District,No,205,Y,S,S,11,184,41,14,.,.,13APR18
2016-2017,ARIZONA,04,0406250,AZ-4237,Peoria Unified School District,Yes,580,Y,54,6,111,404,148,19,.,5,13APR18
2016-2017,ARIZONA,04,0406300,AZ-4256,Phoenix Elementary District,Yes,332,Y,41,.,104,185,53,22,.,.,13APR18
2016-2017,ARIZONA,04,0406330,AZ-4286,Phoenix Union High School District,No,396,,11,4,94,266,53,87,.,.,13APR18
2016-2017,ARIZONA,04,0406440,AZ-4220,Pima Unified District,No,4,,.,.,S,S,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0406510,AZ-4214,Pine Strawberry Elementary District,No,14,Y,.,.,14,.,7,.,.,.,13APR18
2016-2017,ARIZONA,04,0406580,AZ-4397,Blue Ridge Unified School District No. 32,No,17,,.,.,.,.,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0406730,AZ-4466,Prescott Unified District,Yes,42,Y,S,S,16,17,9,.,.,.,13APR18
2016-2017,ARIZONA,04,0406780,AZ-4511,Quartzsite Elementary District,No,S,,.,.,.,S,.,.,.,.,13APR18
2016-2017,ARIZONA,04,0406810,AZ-4245,Queen Creek Unified District,No,28,,.,.,S,S,6,S,S,.,13APR18
2016-2017,ARIZONA,04,0407020,AZ-4257,Riverside Elementary District,No,25,,.,.,.,25,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0407080,AZ-4279,Roosevelt Elementary District,Yes,1045,Y,5,7,125,846,162,170,.,.,13APR18
2016-2017,ARIZONA,04,0407130,AZ-4155,Round Valley Unified District,No,S,,.,.,.,.,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0407170,AZ-4254,Saddle Mountain Unified School District,No,49,,.,.,.,31,12,4,.,.,13APR18
2016-2017,ARIZONA,04,0407240,AZ-4218,Safford Unified District,No,22,,5,.,6,11,7,.,.,.,13APR18
2016-2017,ARIZONA,04,0407300,AZ-4411,Sahuarita Unified District,No,22,,S,S,4,14,5,S,.,.,13APR18
2016-2017,ARIZONA,04,0407520,AZ-4458,Santa Cruz Valley Unified District,Yes,103,Y,S,.,S,94,17,26,.,.,13APR18
2016-2017,ARIZONA,04,0407530,AZ-4454,Santa Cruz Valley Union High School District,No,6,,.,.,.,6,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0407570,AZ-4240,Scottsdale Unified District,Yes,166,Y,14,3,86,59,35,10,.,.,13APR18
2016-2017,ARIZONA,04,0407700,AZ-4393,Show Low Unified District,No,65,,4,S,S,57,17,S,.,.,13APR18
2016-2017,ARIZONA,04,0407750,AZ-4246,Deer Valley Unified District,Yes,569,Y,106,7,161,282,104,26,.,14,13APR18
2016-2017,ARIZONA,04,0407820,AZ-4391,Snowflake Unified District,No,82,,S,3,S,72,11,5,.,.,13APR18
2016-2017,ARIZONA,04,0408130,AZ-4451,Stanfield Elementary District,No,69,Y,5,S,S,58,7,8,4,.,13APR18
2016-2017,ARIZONA,04,0408170,AZ-4407,Sunnyside Unified District,Yes,843,Y,32,19,85,707,135,132,.,150,13APR18
2016-2017,ARIZONA,04,0408280,AZ-4408,Tanque Verde Unified District,No,18,,.,.,18,.,7,.,.,.,13APR18
2016-2017,ARIZONA,04,0408310,AZ-4258,Tempe School District,No,182,Y,49,S,S,105,41,22,.,S,13APR18
2016-2017,ARIZONA,04,0408340,AZ-4287,Tempe Union High School District,No,240,,33,S,S,181,48,10,.,.,13APR18
2016-2017,ARIZONA,04,0408490,AZ-4264,Tolleson Elementary District,Yes,295,Y,S,S,59,182,43,37,.,.,13APR18
2016-2017,ARIZONA,04,0408520,AZ-4288,Tolleson Union High School District,Yes,267,,21,6,39,201,64,14,.,16,13APR18
2016-2017,ARIZONA,04,0408550,AZ-4450,Toltec School District,No,23,,10,.,.,13,6,S,.,.,13APR18
2016-2017,ARIZONA,04,0408600,AZ-4168,Tombstone Unified District,No,4,,.,.,.,S,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0408800,AZ-4403,Tucson Unified District,No,2131,Y,69,8,199,1193,448,157,.,S,13APR18
2016-2017,ARIZONA,04,0408820,AZ-4277,Union Elementary District,No,52,,S,.,S,27,9,9,.,.,13APR18
2016-2017,ARIZONA,04,0408850,AZ-4413,Vail Unified District,No,27,,.,3,3,21,4,.,.,.,13APR18
2016-2017,ARIZONA,04,0409060,AZ-4260,Washington Elementary School District,Yes,846,Y,117,11,188,530,136,48,.,.,13APR18
2016-2017,ARIZONA,04,0409160,AZ-4394,Whiteriver Unified District,No,7,,.,S,S,.,3,S,.,.,13APR18
2016-2017,ARIZONA,04,0409190,AZ-4236,Wickenburg Unified District,No,81,,.,.,.,.,16,7,.,.,13APR18
2016-2017,ARIZONA,04,0409250,AZ-4170,Willcox Unified District,No,6,,.,.,.,6,S,.,.,.,13APR18
2016-2017,ARIZONA,04,0409310,AZ-4193,Williams Unified District,Yes,116,Y,.,14,12,90,22,.,.,S,13APR18
2016-2017,ARIZONA,04,0409390,AZ-4261,Wilson Elementary District,No,108,Y,.,.,.,.,11,14,.,.,13APR18
2016-2017,ARIZONA,04,0409460,AZ-4387,Winslow Unified District,No,12,,.,.,5,4,3,.,.,4,13APR18
2016-2017,ARIZONA,04,0409600,AZ-4499,Yuma Elementary District,No,145,Y,16,.,51,78,23,21,31,.,13APR18
2016-2017,ARIZONA,04,0409630,AZ-4507,Yuma Union High School District,No,66,,S,S,6,53,10,5,11,.,13APR18
2016-2017,ARKANSAS,05,0500001,AR-0101000,DEWITT SCHOOL DISTRICT,No,S,,.,.,S,S,.,.,.,.,13APR18
2016-2017,ARKANSAS,05,0500006,AR-0602000,WARREN SCHOOL DISTRICT,No,7,,S,.,S,5,.,S,S,.,13APR18
2016-2017,ARKANSAS,05,0500009,AR-1101000,CORNING SCHOOL DISTRICT,No,7,,.,.,S,S,S,.,S,.,13APR18
2016-2017,ARKANSAS,05,0500012,AR-1613000,RIVERSIDE SCHOOL DISTRICT,No,51,,.,.,S,S,8,.,.,.,13APR18
2016-2017,ARKANSAS,05,0500015,AR-2705000,SHERIDAN SCHOOL DISTRICT,No,6,,S,.,S,3,S,.,.,.,13APR18
2016-2017,ARKANSAS,05,0500016,AR-2803000,MARMADUKE SCHOOL DISTRICT,No,41,,.,.,3,38,6,.,.,.,13APR18
2016-2017,ARKANSAS,05,0500017,AR-2808000,PARAGOULD SCHOOL DISTRICT,No,244,Y,S,.,S,232,34,37,17,S,13APR18
2016-2017,ARKANSAS,05,0500019,AR-3201000,BATESVILLE SCHOOL DISTRICT,Yes,70,Y,S,.,S,61,10,17,4,S,13APR18
2016-2017,ARKANSAS,05,0500020,AR-3211000,MIDLAND SCHOOL DISTRICT,No,79,Y,.,.,S,S,12,.,.,.,13APR18
2016-2017,ARKANSAS,05,0500021,AR-3306000,IZARD CO. CONS. SCHOOL DIST.,No,10,,.,.,S,S,3,.,.,.,13APR18
2016-2017,ARKANSAS,05,0500023,AR-3403000,NEWPORT SCHOOL DISTRICT,No,187,Y,.,.,S,S,55,6,13,94,13APR18
