year,state,county,juvenile_arrest_rate,juvenile_arrests_under10,coverage_indicator_jjarrest,adult_under18,jjarrest_rate_quality
2016,01,115,476.3942,2,1,0,1
2016,01,117,781.4967,0,1,0,1
2016,01,119,192.57681,0,.98765433,0,2
2016,01,121,278.67166,1,1,0,1
2016,01,123,2150.499,0,.99843013,0,2
2016,01,125,1963.873,1,1,0,1
2016,01,127,663.73151,1,.99859154,0,2
2016,01,129,754.82141,2,1,0,1
2016,01,131,189.48186,0,1,0,1
2016,01,133,81.016273,0,1,0,1
2016,02,013,0,0,0,0,3
2016,02,016,137.0507,0,.98461539,0,2
2016,02,020,3844.9146,1,1,0,1
2016,02,050,1037.1619,1,1,0,1
2016,02,060,0,0,.89999998,0,2
2016,02,068,,,,,
2016,02,070,2859.376,0,1,0,1
2016,02,090,1932.1311,1,1,0,1
2016,02,100,1261.1931,0,.97368419,0,2
2016,02,105,0,0,0,0,3
2016,02,110,4812.4473,0,1,0,1
2016,02,122,1704.1904,0,1,0,1
2016,02,130,5998.3389,0,1,0,1
2016,02,150,281.83783,0,1,0,1
2016,02,158,,,,,
2016,02,164,,,,,
2016,02,170,3608.6169,6,1,0,1
2016,02,180,482.04001,0,1,0,1
2016,02,185,2925.8777,5,1,0,1
2016,02,188,11345.414,11,1,0,1
2016,02,195,,,,,
2016,02,198,548.20282,0,.97979796,0,2
2016,02,220,2070.9829,0,1,0,1
2016,02,230,0,0,.60000002,0,3
2016,02,240,,,,,
2016,02,261,1603.2115,2,.9909091,0,2
2016,02,270,0,0,1,0,1
2016,02,275,317.70844,0,.9285714,0,2
2016,02,282,,,,,
2016,02,290,0,0,1,0,1
2016,04,001,5642.6021,9,1,0,1
2016,04,003,6628.4712,20,.99467379,0,2
2016,04,005,6703.7876,17,.99015319,0,2
2016,04,007,11148.445,13,.9766407,0,2
2016,04,009,6101.4487,4,.99781662,0,2
2016,04,011,1639.7743,1,1,0,1
2016,04,012,13518.954,4,.97966731,0,2
2016,04,013,3154.5701,90,1,0,1
2016,04,015,8045.9839,23,.99925035,0,2
2016,04,017,4753.4048,14,.99921817,0,2
2016,04,019,8363.3174,119,.99596775,0,2
2016,04,021,5235.0659,32,.99174917,0,2
2016,04,023,6657.1992,6,1,0,1
2016,04,025,12178.183,26,.99502486,0,2
2016,04,027,4112.6973,13,.99192619,0,2
2016,05,001,2848.2412,0,.99626863,0,2
2016,05,003,1679.1248,0,1,0,1
2016,05,005,2944.1384,1,.93297589,0,2
2016,05,007,4060.2656,0,.99849701,0,2
2016,05,009,1631.3127,0,.98711342,0,2
2016,05,011,2271.9058,0,.93827158,0,2
2016,05,013,1349.7384,0,.93103451,0,2
2016,05,015,1910.4833,0,1,0,1
2016,05,017,2511.3008,0,.875,0,2
2016,05,019,1181.8448,0,.93650794,0,2
2016,05,021,1271.9484,0,1,0,1
2016,05,023,2122.2017,1,.991404,0,2
2016,05,025,0,0,.65714288,0,3
2016,05,027,1780.257,0,1,0,1
2016,05,029,2359.7058,0,.97905761,0,2
2016,05,031,4507.3315,1,.99003738,0,2
2016,05,033,2562.0762,0,.98928571,0,2
2016,05,035,9280.21,1,1,0,1
2016,05,037,1131.1669,0,.92165899,0,2
2016,05,039,510.8472,0,.99337751,0,2
2016,05,041,273.96008,0,.98882681,0,2
2016,05,043,3449.0466,1,.97637796,0,2
2016,05,045,2832.9851,0,.98123324,0,2
2016,05,047,2011.3518,0,.99150139,0,2
2016,05,049,1191.4122,0,.96551722,0,2
2016,05,051,4059.1184,0,1,0,1
2016,05,053,2318.4065,0,1,0,1
2016,05,055,4703.939,0,1,0,1
2016,05,057,5872.6226,3,1,0,1
2016,05,059,2324.8992,0,1,0,1
2016,05,061,966.5011,0,.95019156,0,2
2016,05,063,2806.4377,0,1,0,1
2016,05,065,566.21533,0,1,0,1
2016,05,067,1304.0077,0,.94117647,0,2
2016,05,069,5346.6431,0,.97419357,0,2
2016,05,071,1082.7268,0,1,0,1
2016,05,073,266.44925,0,.82978725,0,2
2016,05,075,1379.2372,0,.94999999,0,2
2016,05,077,1752.913,0,.93181819,0,2
2016,05,079,837.10028,0,.99122804,0,2
2016,05,081,538.3125,0,.98400003,0,2
2016,05,083,1074.2891,0,.98327762,0,2
2016,05,085,2526.0217,0,1,0,1
2016,05,087,1657.6215,0,1,0,1
2016,05,089,405.87946,0,.98963732,0,2
2016,05,091,4915.8594,0,1,0,1
2016,05,093,4773.3896,2,.94561934,0,2
2016,05,095,1544.3777,0,.92523366,0,2
2016,05,097,0,0,0,0,3
2016,05,099,0,0,0,0,3
2016,05,101,0,0,1,0,1
2016,05,103,637.00861,0,.82089549,0,2
2016,05,105,80.25103,0,.98901099,0,2
2016,05,107,3760.9287,0,.94219655,0,2
2016,05,109,630.5965,0,1,0,1
2016,05,111,1216.4734,0,.97560978,0,2
2016,05,113,4662.4072,0,1,0,1
2016,05,115,1997.6517,0,.99113476,0,2
2016,05,117,564.23346,0,.84158415,0,2
2016,05,119,4777.832,0,.99003875,0,2
2016,05,121,771.84314,0,1,0,1
2016,05,123,2902.1431,0,.93625498,0,2
2016,05,125,1836.8723,0,.9982993,0,2
2016,05,127,2297.1389,0,1,0,1
2016,05,129,118.15345,0,1,0,1
2016,05,131,5799.1563,1,.99867022,0,2
2016,05,133,3715.2739,0,1,0,1
2016,05,135,1238.3204,0,.97925311,0,2
2016,05,137,2513.7471,0,1,0,1
2016,05,139,4267.9683,0,1,0,1
2016,05,141,279.23758,0,.99418604,0,2
2016,05,143,2313.5845,0,.99909174,0,2
2016,05,145,659.51935,0,.94336569,0,2
2016,05,147,406.24808,0,.71875,0,3
2016,05,149,1021.2882,0,.97444087,0,2
2016,06,001,1370.9874,9,.99977452,0,2
2016,06,003,0,0,.93103451,0,2
2016,06,005,1185.02,0,.9822222,0,2
2016,06,007,3214.7922,3,.99607331,0,2
2016,06,009,3213.5225,0,.96410257,0,2
2016,06,011,354.91058,0,.9818182,0,2
2016,06,013,1153.0197,10,.99814731,0,2
2016,06,015,2117.5276,0,.99038464,0,2
2016,06,017,3233.969,0,.99018407,0,2
2016,06,019,2347.0088,10,.99873775,0,2
2016,06,021,1771.1813,0,.98461539,0,2
2016,06,023,1810.514,5,.99196786,0,2
2016,06,025,1464.6743,2,.99768877,0,2
2016,06,027,788.47253,0,.97047973,0,2
2016,06,029,1963.4644,22,.99921197,0,2
2016,06,031,4970.7441,4,.99023598,0,2
2016,06,033,3454.5559,3,1,0,1
2016,06,035,2377.1824,0,.97843665,0,2
2016,06,037,1301.0148,27,.99927157,0,2
2016,06,039,2278.4678,3,.9946667,0,2
2016,06,041,2915.3306,5,.9848364,0,2
2016,06,043,268.3573,0,1,0,1
2016,06,045,2871.0576,4,.99112099,0,2
2016,06,047,3733.4087,9,.99496222,0,2
2016,06,049,2475.6079,0,.96428573,0,2
2016,06,051,861.28186,0,1,0,1
2016,06,053,2150.5027,5,.9942717,0,2
2016,06,055,2200.3643,0,.98887652,0,2
2016,06,057,3103.394,0,.9935317,0,2
2016,06,059,1734.1647,7,.99836868,0,2
2016,06,061,1290.9851,1,.99755698,0,2
2016,06,063,4428.9785,4,.97222221,0,2
2016,06,065,1092.5825,7,1,0,1
2016,06,067,1224.0697,13,.99580312,0,2
2016,06,069,2867.1108,1,.9829424,0,2
2016,06,071,2071.3582,30,.99904811,0,2
2016,06,073,2116.6533,25,.99818182,0,2
2016,06,075,1833.255,2,.97995281,0,2
2016,06,077,2252.6235,15,1,0,1
2016,06,079,2160.4939,0,.99359608,0,2
2016,06,081,1602.5597,1,.99630541,0,2
2016,06,083,4340.5093,6,.99772626,0,2
2016,06,085,1686.5209,10,.99820834,0,2
2016,06,087,2277.6697,3,.99569893,0,2
2016,06,089,2728.7581,2,.9976415,0,2
2016,06,091,0,0,.91089112,0,2
2016,06,093,3136.5168,0,.97281325,0,2
2016,06,095,3036.6492,4,.99848408,0,2
2016,06,097,2808.4509,2,.99004561,0,2
2016,06,099,1718.001,15,.99916351,0,2
2016,06,101,2121.6646,0,.98467433,0,2
2016,06,103,2540.7349,2,.98934549,0,2
2016,06,105,794.84448,0,.96837944,0,2
2016,06,107,3593.2224,7,.99617022,0,2
2016,06,109,1868.0908,0,1,0,1
2016,06,111,3404.0601,4,.9987241,0,2
2016,06,113,2746.0317,1,.99518073,0,2
2016,06,115,2910.8838,2,.98872787,0,2
2016,08,001,7442.2554,3,1,0,1
2016,08,003,340.71744,0,.96808511,0,2
2016,08,005,8011.3408,14,.98441106,0,2
2016,08,007,2806.814,0,1,0,1
2016,08,009,3682.1394,0,.79310346,0,3
2016,08,011,910.99988,1,1,0,1
2016,08,013,4608.4814,0,.99917901,0,2
2016,08,014,6542.7505,0,1,0,1
2016,08,015,6961.8911,0,1,0,1
2016,08,017,0,0,.8125,0,2
2016,08,019,3441.0378,0,.97860962,0,2
2016,08,021,0,0,.29411766,0,3
2016,08,023,0,0,.5,0,3
2016,08,025,845.10999,0,1,0,1
2016,08,027,7301.5181,0,1,0,1
2016,08,029,2811.9856,0,.98636365,0,2
2016,08,031,8974.377,6,.98139536,0,2
2016,08,033,0,0,1,0,1
2016,08,035,2836.4346,0,1,0,1
2016,08,037,2443.8357,0,.99588478,0,2
2016,08,039,138.28151,0,.67213112,0,3
2016,08,041,3813.7351,0,.98146433,0,2
2016,08,043,1760.4465,0,1,0,1
2016,08,045,5529.7622,0,1,0,1
2016,08,047,1529.3501,0,.99479169,0,2
2016,08,049,927.72266,0,.94827586,0,2
2016,08,051,3435.2458,0,1,0,1
2016,08,053,4065.0405,0,.70588237,0,3
2016,08,055,3203.8767,0,.98412699,0,2
2016,08,057,0,0,.73333335,0,3
2016,08,059,7705.8115,0,.99484205,0,2
2016,08,061,0,0,.5,0,3
2016,08,063,2986.0552,0,.96590906,0,2
2016,08,065,1487.5142,0,1,0,1
2016,08,067,3188.2671,3,.98887122,0,2
2016,08,069,4698.9766,1,.99913347,0,2
2016,08,071,1466.9209,0,.99122804,0,2
2016,08,073,358.3266,0,.91549295,0,2
2016,08,075,1348.0723,0,1,0,1
2016,08,077,8477.0127,0,.99724895,0,2
2016,08,079,0,0,.1,0,3
2016,08,081,7992.7534,0,.9649123,0,2
2016,08,083,2424.1536,0,.9973262,0,2
2016,08,085,4883.6411,0,.97765362,0,2
2016,08,087,6077.4897,0,.96865201,0,2
2016,08,089,697.74579,0,.97737557,0,2
2016,08,091,571.41986,0,.8125,0,2
2016,08,093,333.73657,0,.98701298,0,2
2016,08,095,1119.7708,0,.90909094,0,2
2016,08,097,1676.7607,0,1,0,1
2016,08,099,489.72281,0,1,0,1
2016,08,101,635.73901,0,1,0,1
2016,08,103,948.05597,0,.99115044,0,2
2016,08,105,3527.4146,0,.99539173,0,2
2016,08,107,5704.5317,0,.97435898,0,2
2016,08,109,430.08597,0,.95945948,0,2
2016,08,111,0,0,.95652175,0,2
2016,08,113,232.80069,0,.91860467,0,2
2016,08,115,0,0,1,0,1
2016,08,117,1646.7682,0,.97193879,0,2
2016,08,119,5314.7998,0,1,0,1
2016,08,121,2443.136,0,1,0,1
2016,08,123,4872.7144,0,.98829788,0,2
2016,08,125,689.09167,0,.92424244,0,2
2016,09,001,1911.3831,11,.99466312,0,2
2016,09,003,3108.1992,10,.99243349,0,2
2016,09,005,1377.6477,0,1,0,1
2016,09,007,1227.4368,0,1,0,1
2016,09,009,3905.0103,12,.9994911,0,2
2016,09,011,2289.5623,1,.99320239,0,2
2016,09,013,1007.1711,0,1,0,1
2016,09,015,1018.9095,0,.98053527,0,2
2016,10,001,5169.2915,0,.9820857,0,2
2016,10,003,4403.999,0,.99128842,0,2
2016,10,005,5168.5879,0,.98521698,0,2
2016,11,001,1692.2201,0,.94814813,0,2
2016,12,001,0,0,.56521738,0,3
2016,12,003,0,0,.58333331,0,3
2016,12,005,0,0,.45454547,0,3
2016,12,007,0,0,.5,0,3
2016,12,009,0,0,.45161289,0,3
2016,12,011,0,0,.17391305,0,3
2016,12,013,0,0,.46153846,0,3
2016,12,015,0,0,.54545456,0,3
2016,12,017,0,0,.66666669,0,3
2016,12,019,0,0,.53846157,0,3
2016,12,021,0,0,.5,0,3
2016,12,023,0,0,.61538464,0,3
2016,12,027,0,0,.54545456,0,3
2016,12,029,0,0,.58333331,0,3
2016,12,031,0,0,.40000001,0,3
2016,12,033,0,0,.4375,0,3
2016,12,035,0,0,.54545456,0,3
2016,12,037,0,0,.46153846,0,3
2016,12,039,0,0,.4375,0,3
2016,12,041,0,0,.5,0,3
2016,12,043,0,0,.63636363,0,3
2016,12,045,0,0,.58333331,0,3
2016,12,047,0,0,.46666667,0,3
2016,12,049,0,0,.53846157,0,3
2016,12,051,0,0,.58333331,0,3
2016,12,053,0,0,.54545456,0,3
2016,12,055,0,0,.60000002,0,3
2016,12,057,0,0,.3888889,0,3
2016,12,059,0,0,.54545456,0,3
2016,12,061,0,0,.42857143,0,3
2016,12,063,0,0,.5,0,3
2016,12,065,0,0,.5,0,3
2016,12,067,0,0,.58333331,0,3
2016,12,069,0,0,.28,0,3
2016,12,071,0,0,.33333334,0,3
2016,12,073,0,0,.53571427,0,3
2016,12,075,0,0,.5,0,3
2016,12,077,0,0,.60000002,0,3
2016,12,079,0,0,.5714286,0,3
2016,12,081,0,0,.4375,0,3
2016,12,083,0,0,.46666667,0,3
2016,12,085,0,0,.42857143,0,3
2016,12,086,0,0,.17307693,0,3
2016,12,087,0,0,.625,0,3
2016,12,089,0,0,.61538464,0,3
2016,12,091,0,0,.55000001,0,3
2016,12,093,0,0,.5,0,3
2016,12,095,0,0,.33333334,0,3
2016,12,097,0,0,.5,0,3
2016,12,099,0,0,.26415095,0,3
2016,12,101,0,0,.5,0,3
2016,12,103,0,0,.25641027,0,3
2016,12,105,0,0,.5,0,3
2016,12,107,0,0,.46666667,0,3
2016,12,109,0,0,.5625,0,3
2016,12,111,0,0,.5,0,3
2016,12,113,0,0,.5,0,3
2016,12,115,0,0,.4375,0,3
2016,12,117,0,0,.35294119,0,3
2016,12,119,0,0,.5625,0,3
2016,12,121,0,0,.5714286,0,3
2016,12,123,0,0,.5,0,3
2016,12,125,0,0,.55555558,0,3
2016,12,127,0,0,.39285713,0,3
2016,12,129,0,0,.58333331,0,3
2016,12,131,0,0,.58333331,0,3
2016,12,133,0,0,.53846157,0,3
2016,13,001,1351.9434,0,1,1,1
2016,13,003,0,0,.85714287,1,2
2016,13,005,575.63422,0,.94444442,1,2
2016,13,007,0,0,0,1,3
2016,13,009,3973.0579,1,.99782133,1,2
2016,13,011,46.786255,0,1,1,1
2016,13,013,519.8822,1,1,1,1
2016,13,015,3154.5742,3,.99761903,1,2
2016,13,017,4920.6304,1,1,1,1
2016,13,019,2966.1587,0,1,1,1
2016,13,021,2792.5452,0,1,1,1
2016,13,023,3042.7388,0,1,1,1
2016,13,025,1244.8154,0,1,1,1
2016,13,027,3745.1582,7,.99378884,1,2
2016,13,029,3866.0193,0,1,1,1
2016,13,031,5190.751,2,.99629629,1,2
2016,13,033,1897.6505,0,1,1,1
2016,13,035,1957.5616,0,1,1,1
2016,13,037,0,0,1,1,1
2016,13,039,383.43893,0,.98461539,1,2
2016,13,043,553.22992,1,.98550725,1,2
2016,13,045,2452.3906,5,.99884659,1,2
2016,13,047,1631.0603,1,1,1,1
2016,13,049,2487.5623,0,1,1,1
2016,13,051,4386.437,13,.99837923,1,2
2016,13,053,413.97238,0,1,1,1
2016,13,055,263.1579,0,1,1,1
2016,13,057,2094.2234,1,.99887007,1,2
2016,13,059,9893.1914,5,.99841267,1,2
2016,13,061,0,0,.9818182,1,2
2016,13,063,2093.6802,5,1,1,1
2016,13,065,542.74084,0,1,1,1
2016,13,067,4219.8555,5,.99893105,1,2
2016,13,069,839.95605,0,.98897058,1,2
2016,13,071,2440.55,0,.99675328,1,2
2016,13,073,1480.9042,0,1,1,1
2016,13,075,2331.5693,0,.99435025,1,2
2016,13,077,2775.3845,0,.99855489,1,2
2016,13,079,523.53284,0,.99115044,1,2
2016,13,081,5439.7461,0,.99678457,1,2
2016,13,083,292.83606,0,1,1,1
2016,13,085,1408.1532,0,1,1,1
2016,13,087,4100.2974,1,.99734044,1,2
2016,13,089,2707.719,5,.99708664,1,2
2016,13,091,3830.1292,3,1,1,1
2016,13,093,871.73102,0,1,1,1
2016,13,095,2694.6318,1,.9985528,1,2
2016,13,097,2962.3889,5,1,1,1
2016,13,099,2387.2046,0,1,1,1
2016,13,101,7010.4023,0,1,1,1
2016,13,103,2910.5217,1,.99765807,1,2
2016,13,105,3594.3911,0,1,1,1
2016,13,107,89.870277,0,.98709679,1,2
2016,13,109,893.45544,0,1,1,1
2016,13,111,2622.3879,2,.99152541,1,2
2016,13,113,2627.6782,3,1,1,1
2016,13,115,1755.7648,1,.99837661,1,2
2016,13,117,560.75366,0,1,1,1
2016,13,119,969.96222,0,.99676377,1,2
2016,13,121,3022.1445,3,.99819112,1,2
2016,13,123,1752.7035,1,1,1,1
2016,13,125,0,0,1,1,1
2016,13,127,3088.832,40,.99659282,1,2
2016,13,129,2721.6577,0,.99778271,1,2
2016,13,131,2240.4202,1,.99586779,1,2
2016,13,133,254.17999,0,1,1,1
2016,13,135,2241.1421,5,.99929678,1,2
2016,13,137,1815.1355,3,.99813086,1,2
2016,13,139,2138.1235,1,.9986226,1,2
2016,13,141,0,0,.9861111,1,2
2016,13,143,1340.8234,0,1,1,1
2016,13,145,1362.6151,0,1,1,1
2016,13,147,612.47614,0,1,1,1
2016,13,149,1167.5253,1,1,1,1
2016,13,151,4270.8809,19,1,1,1
2016,13,153,3662.3242,1,.9985975,1,2
2016,13,155,182.19583,0,1,1,1
2016,13,157,3115.2493,4,.99680001,1,2
2016,13,159,0,0,.99363059,1,2
2016,13,161,918.17126,0,1,1,1
2016,13,163,6015.7866,2,1,1,1
2016,13,165,740.57977,0,.95833331,1,2
2016,13,167,1217.1002,0,.98039216,1,2
2016,13,169,4241.2754,0,1,1,1
2016,13,171,793.74316,0,1,1,1
2016,13,173,1085.4817,0,1,1,1
2016,13,175,3832.6133,1,.99484539,1,2
2016,13,177,2136.5886,1,.99447513,1,2
2016,13,179,3614.4312,0,.9978022,1,2
2016,13,181,647.50153,0,1,1,1
2016,13,183,2962.0215,0,1,1,1
2016,13,185,6114.1807,1,.99865413,1,2
2016,13,187,1433.1205,0,1,1,1
2016,13,189,282.12592,1,.99248123,1,2
2016,13,191,3635.4448,0,.9961977,1,2
2016,13,193,1511.573,0,.99166667,1,2
2016,13,195,2374.9116,0,1,1,1
2016,13,197,526.87036,0,1,1,1
2016,13,199,5169.5171,1,.99152541,1,2
2016,13,201,2705.4985,0,1,1,1
2016,13,205,1814.1113,2,1,1,1
2016,13,207,1398.4761,1,.99678457,1,2
2016,13,209,0,0,.25,1,3
2016,13,211,663.29126,0,.9813084,1,2
2016,13,213,236.63318,0,1,1,1
2016,13,215,6758.2837,6,1,1,1
2016,13,217,2260.7153,0,.99820143,1,2
2016,13,219,719.5119,0,1,1,1
2016,13,221,327.94949,0,1,1,1
2016,13,223,3735.3799,3,1,1,1
2016,13,225,2018.8541,0,1,1,1
2016,13,227,1498.4425,0,.99159664,1,2
2016,13,229,2835.936,0,1,1,1
2016,13,231,2333.2537,0,1,1,1
2016,13,233,2464.7942,3,.99774265,1,2
2016,13,235,270.2301,0,1,1,1
2016,13,237,4385.1406,1,1,1,1
2016,13,239,0,0,1,1,1
2016,13,241,3529.5552,2,1,1,1
2016,13,243,0,0,.97297299,1,2
2016,13,245,1852.7291,3,.99588478,1,2
2016,13,247,4782.3921,19,1,1,1
2016,13,249,365.29681,0,1,1,1
2016,13,251,1753.3093,0,.98387098,1,2
2016,13,253,1436.7435,0,.99438202,1,2
2016,13,255,6131.0508,1,.99817848,1,2
2016,13,257,2459.9036,0,.99666667,1,2
2016,13,259,0,0,.97368419,1,2
2016,13,261,8403.7188,2,.99748111,1,2
2016,13,263,410.95889,0,1,1,1
2016,13,265,1822.9657,0,.98901099,1,2
2016,13,267,2093.7212,0,.99601597,1,2
2016,13,269,948.3667,0,1,1,1
2016,13,271,0,0,.97142857,1,2
2016,13,273,1240.1063,0,1,1,1
2016,13,275,5150.4673,1,.99058825,1,2
2016,13,277,6242.7246,4,.99783552,1,2
2016,13,279,2429.6753,0,.99541283,1,2
2016,13,281,1101.9084,0,1,1,1
2016,13,283,1774.9379,0,.9893617,1,2
2016,13,285,4994.1265,1,.99698794,1,2
2016,13,287,1465.4878,0,1,1,1
2016,13,289,1256.4788,0,1,1,1
2016,13,291,1278.8604,0,1,1,1
2016,13,293,6047.1538,1,.99312717,1,2
2016,13,295,2171.6235,0,.99678457,1,2
2016,13,297,3488.4382,3,.99851853,1,2
2016,13,299,7286.7983,0,.99760765,1,2
2016,13,301,0,0,.91666669,1,2
2016,13,303,2229.3086,0,.99606299,1,2
2016,13,305,983.75171,0,1,1,1
2016,13,307,0,0,1,1,1
2016,13,309,0,0,1,1,1
2016,13,311,3162.2869,3,1,1,1
2016,13,313,4292.5278,2,.99696046,1,2
2016,13,315,1201.4963,0,.98809522,1,2
2016,13,317,0,0,.990991,1,2
2016,13,319,592.68042,0,.99190283,1,2
2016,13,321,2806.5918,0,1,1,1
2016,15,001,4451.2383,2,1,0,1
2016,15,003,4652.0161,9,1,0,1
2016,15,005,,,,,
2016,15,007,9893.2842,3,1,0,1
2016,15,009,5590.3672,2,1,0,1
2016,16,001,7131.3276,17,1,0,1
2016,16,003,499.63528,0,1,0,1
2016,16,005,7790.7412,10,1,0,1
2016,16,007,2630.6375,2,.98245615,0,2
2016,16,009,7401.2397,0,.99386501,0,2
2016,16,011,5084.5776,1,1,0,1
2016,16,013,5358.9585,0,.98761612,0,2
2016,16,015,6801.0054,0,.94285715,0,2
2016,16,017,5966.1948,0,1,0,1
2016,16,019,4658.1411,2,1,0,1
2016,16,021,1752.9166,0,1,0,1
2016,16,023,351.59518,0,.83999997,0,2
2016,16,025,0,0,.5,0,3
2016,16,027,4424.4199,8,.99883854,0,2
2016,16,029,2705.7986,0,1,0,1
2016,16,031,1949.7778,0,1,0,1
2016,16,033,2109.571,0,1,0,1
2016,16,035,2401.8611,0,.99354839,0,2
2016,16,037,452.05093,0,.94545454,0,2
2016,16,039,1307.6226,1,1,0,1
2016,16,041,3035.3435,0,.99346405,0,2
2016,16,043,4165.4854,0,.99346405,0,2
2016,16,045,2650.0698,0,1,0,1
2016,16,047,2188.9189,2,.93034828,0,2
2016,16,049,1286.1578,0,.96202534,0,2
2016,16,051,2700.9968,0,1,0,1
2016,16,053,3609.6528,0,1,0,1
2016,16,055,6691.7192,3,1,0,1
2016,16,057,749.3465,0,1,0,1
2016,16,059,1518.8912,0,.97590363,0,2
2016,16,061,791.08917,0,.97468352,0,2
2016,16,063,1819.301,0,.98795182,0,2
2016,16,065,1306.8185,0,1,0,1
2016,16,067,5720.2407,1,1,0,1
2016,16,069,5446.4292,1,1,0,1
2016,16,071,0,0,1,0,1
2016,16,073,1718.8987,0,1,0,1
2016,16,075,3661.6216,0,.98355263,0,2
2016,16,077,5511.812,0,.98076922,0,2
2016,16,079,1850.3099,0,.96680498,0,2
2016,16,081,1210.4797,0,1,0,1
2016,16,083,4978.3647,5,.99820787,0,2
2016,16,085,3332.6736,0,1,0,1
2016,16,087,2616.9365,0,1,0,1
2016,17,001,0,0,.16666667,0,3
2016,17,003,0,0,0,0,3
2016,17,005,0,0,0,0,3
2016,17,007,0,0,0,0,3
2016,17,009,0,0,0,0,3
2016,17,011,0,0,0,0,3
2016,17,013,0,0,0,0,3
2016,17,015,0,0,0,0,3
2016,17,017,0,0,0,0,3
2016,17,019,0,0,.1875,0,3
2016,17,021,0,0,0,0,3
2016,17,023,0,0,0,0,3
2016,17,025,0,0,0,0,3
2016,17,027,0,0,0,0,3
2016,17,029,0,0,.16666667,0,3
2016,17,031,1845.2437,2,.22,0,3
2016,17,033,0,0,0,0,3
2016,17,035,0,0,0,0,3
2016,17,037,0,0,0,0,3
2016,17,039,0,0,0,0,3
2016,17,041,0,0,0,0,3
2016,17,043,0,0,.081081077,0,3
2016,17,045,0,0,0,0,3
2016,17,047,0,0,0,0,3
2016,17,049,0,0,.33333334,0,3
2016,17,051,0,0,.16666667,0,3
2016,17,053,0,0,.25,0,3
2016,17,055,0,0,0,0,3
2016,17,057,0,0,.33333334,0,3
2016,17,059,0,0,.40000001,0,3
2016,17,061,0,0,0,0,3
2016,17,063,0,0,.14285715,0,3
2016,17,065,0,0,0,0,3
2016,17,067,0,0,.11111111,0,3
2016,17,069,0,0,.5,0,3
2016,17,071,0,0,0,0,3
2016,17,073,0,0,.083333336,0,3
2016,17,075,0,0,.2,0,3
2016,17,077,0,0,.14285715,0,3
2016,17,079,0,0,0,0,3
2016,17,081,0,0,.2,0,3
2016,17,083,0,0,0,0,3
2016,17,085,0,0,0,0,3
2016,17,087,0,0,0,0,3
2016,17,089,0,0,.14285715,0,3
2016,17,091,0,0,.16666667,0,3
2016,17,093,0,0,0,0,3
2016,17,095,0,0,.125,0,3
2016,17,097,0,0,.45454547,0,3
2016,17,099,0,0,.0625,0,3
2016,17,101,0,0,0,0,3
2016,17,103,0,0,0,0,3
