year,state,county,tract
2020,01,089,001401
2020,01,089,001403
2020,01,089,001404
2020,01,089,001500
2020,01,089,001700
2020,01,089,001801
2020,01,089,001901
2020,01,089,001902
2020,01,089,001903
2020,01,089,002000
2020,01,089,002100
2020,01,089,002200
2020,01,089,002300
2020,01,089,002400
2020,01,089,002501
2020,01,089,002502
2020,01,089,002600
2020,01,089,002701
2020,01,089,002721
2020,01,089,002722
2020,01,089,002801
2020,01,089,002803
2020,01,089,002804
2020,01,089,002911
2020,01,089,002912
2020,01,089,002922
2020,01,089,002923
2020,01,089,002924
2020,01,089,003000
2020,01,089,003100
2020,01,089,010101
2020,01,089,010102
2020,01,089,010200
2020,01,089,010302
2020,01,089,010303
2020,01,089,010304
2020,01,089,010403
2020,01,089,010404
2020,01,089,010405
2020,01,089,010406
2020,01,089,010502
2020,01,089,010503
2020,01,089,010504
2020,01,089,010612
2020,01,089,010623
2020,01,089,010625
2020,01,089,010626
2020,01,089,010627
2020,01,089,010628
2020,01,089,010629
2020,01,089,010630
2020,01,089,010631
2020,01,089,010703
2020,01,089,010704
2020,01,089,010705
2020,01,089,010706
2020,01,089,010801
2020,01,089,010802
2020,01,089,010902
2020,01,089,010903
2020,01,089,010904
2020,01,089,010905
2020,01,089,011012
2020,01,089,011013
2020,01,089,011021
2020,01,089,011023
2020,01,089,011024
2020,01,089,011025
2020,01,089,011026
2020,01,089,011027
2020,01,089,011028
2020,01,089,011100
2020,01,089,011201
2020,01,089,011202
2020,01,089,011203
2020,01,089,011301
2020,01,089,011302
2020,01,089,011400
2020,01,091,972901
2020,01,091,972902
2020,01,091,973001
2020,01,091,973002
2020,01,091,973100
2020,01,091,973200
2020,01,091,973300
2020,01,091,973400
2020,01,093,964001
2020,01,093,964002
2020,01,093,964100
2020,01,093,964200
2020,01,093,964300
2020,01,093,964401
2020,01,093,964402
2020,01,093,964500
2020,01,093,964600
2020,01,093,964701
2020,01,093,964702
2020,01,095,030101
2020,01,095,030102
2020,01,095,030203
2020,01,095,030204
2020,01,095,030205
2020,01,095,030206
2020,01,095,030301
2020,01,095,030302
2020,01,095,030401
2020,01,095,030402
2020,01,095,030501
2020,01,095,030502
2020,01,095,030601
2020,01,095,030602
2020,01,095,030701
2020,01,095,030702
2020,01,095,030801
2020,01,095,030803
2020,01,095,030804
2020,01,095,030902
2020,01,095,030903
2020,01,095,030904
2020,01,095,031001
2020,01,095,031002
2020,01,095,031100
2020,01,095,031200
2020,01,097,000200
2020,01,097,000401
2020,01,097,000402
2020,01,097,000500
2020,01,097,000600
2020,01,097,000701
2020,01,097,000702
2020,01,097,000801
2020,01,097,000802
2020,01,097,000901
2020,01,097,000902
2020,01,097,000903
2020,01,097,001001
2020,01,097,001002
2020,01,097,001100
2020,01,097,001200
2020,01,097,001302
2020,01,097,001400
2020,01,097,001501
2020,01,097,001502
2020,01,097,001800
2020,01,097,001901
2020,01,097,001902
2020,01,097,002000
2020,01,097,002100
2020,01,097,002200
2020,01,097,002301
2020,01,097,002302
2020,01,097,002400
2020,01,097,002501
2020,01,097,002502
2020,01,097,002600
2020,01,097,002700
2020,01,097,002800
2020,01,097,002900
2020,01,097,003000
2020,01,097,003100
2020,01,097,003202
2020,01,097,003203
2020,01,097,003205
2020,01,097,003206
2020,01,097,003207
2020,01,097,003301
2020,01,097,003302
2020,01,097,003402
2020,01,097,003404
2020,01,097,003405
2020,01,097,003406
2020,01,097,003408
2020,01,097,003409
2020,01,097,003410
2020,01,097,003501
2020,01,097,003502
2020,01,097,003602
2020,01,097,003606
2020,01,097,003607
2020,01,097,003608
2020,01,097,003703
2020,01,097,003704
2020,01,097,003705
2020,01,097,003706
2020,01,097,003707
2020,01,097,003708
2020,01,097,003710
2020,01,097,003711
2020,01,097,003712
2020,01,097,003800
2020,01,097,003901
2020,01,097,003902
2020,01,097,004000
2020,01,097,004100
2020,01,097,004800
2020,01,097,004900
2020,01,097,005000
2020,01,097,005100
2020,01,097,005200
2020,01,097,005300
2020,01,097,005400
2020,01,097,005500
2020,01,097,005601
2020,01,097,005602
2020,01,097,005701
2020,01,097,005702
2020,01,097,005800
2020,01,097,005900
2020,01,097,006000
2020,01,097,006102
2020,01,097,006103
2020,01,097,006104
2020,01,097,006106
2020,01,097,006107
2020,01,097,006201
2020,01,097,006202
2020,01,097,006303
2020,01,097,006304
2020,01,097,006305
2020,01,097,006306
2020,01,097,006307
2020,01,097,006402
2020,01,097,006403
2020,01,097,006407
2020,01,097,006408
2020,01,097,006409
2020,01,097,006410
2020,01,097,006411
2020,01,097,006412
2020,01,097,006413
2020,01,097,006501
2020,01,097,006503
2020,01,097,006504
2020,01,097,006505
2020,01,097,006600
2020,01,097,006702
2020,01,097,006703
2020,01,097,006704
2020,01,097,006802
2020,01,097,006803
2020,01,097,006804
2020,01,097,006902
2020,01,097,006903
2020,01,097,006904
2020,01,097,007000
2020,01,097,007101
2020,01,097,007102
2020,01,097,007103
2020,01,097,007201
2020,01,097,007203
2020,01,097,007204
2020,01,097,007300
2020,01,097,007400
2020,01,097,007500
2020,01,097,007600
2020,01,097,007700
2020,01,097,980000
2020,01,097,990000
2020,01,099,075600
2020,01,099,075700
2020,01,099,075800
2020,01,099,075901
2020,01,099,075902
2020,01,099,076000
2020,01,099,076101
2020,01,099,076102
2020,01,099,076200
2020,01,101,000100
2020,01,101,000200
2020,01,101,000300
2020,01,101,000400
2020,01,101,000500
2020,01,101,000600
2020,01,101,000700
2020,01,101,000900
2020,01,101,001000
2020,01,101,001100
2020,01,101,001200
2020,01,101,001300
2020,01,101,001400
2020,01,101,001500
2020,01,101,001600
2020,01,101,001700
2020,01,101,001800
2020,01,101,001900
2020,01,101,002000
2020,01,101,002100
2020,01,101,002201
2020,01,101,002202
2020,01,101,002300
2020,01,101,002400
2020,01,101,002500
2020,01,101,002600
2020,01,101,002700
2020,01,101,002800
2020,01,101,002901
2020,01,101,002902
2020,01,101,003000
2020,01,101,003100
2020,01,101,003200
2020,01,101,003301
2020,01,101,003303
2020,01,101,003304
2020,01,101,005101
2020,01,101,005102
2020,01,101,005301
2020,01,101,005302
2020,01,101,005402
2020,01,101,005403
2020,01,101,005407
2020,01,101,005409
2020,01,101,005410
2020,01,101,005411
2020,01,101,005412
2020,01,101,005413
2020,01,101,005414
2020,01,101,005501
2020,01,101,005502
2020,01,101,005503
2020,01,101,005504
2020,01,101,005604
2020,01,101,005605
2020,01,101,005606
2020,01,101,005607
2020,01,101,005608
2020,01,101,005609
2020,01,101,005610
2020,01,101,005611
2020,01,101,005612
2020,01,101,005613
2020,01,101,005614
2020,01,101,005700
2020,01,101,005800
2020,01,101,005902
2020,01,101,005903
2020,01,101,005904
2020,01,101,006000
2020,01,101,006100
2020,01,103,000100
2020,01,103,000200
2020,01,103,000300
2020,01,103,000400
2020,01,103,000600
2020,01,103,000700
2020,01,103,000800
2020,01,103,000900
2020,01,103,001000
2020,01,103,005101
2020,01,103,005103
2020,01,103,005105
2020,01,103,005106
2020,01,103,005107
2020,01,103,005108
2020,01,103,005109
2020,01,103,005201
2020,01,103,005202
2020,01,103,005302
2020,01,103,005303
2020,01,103,005304
2020,01,103,005305
2020,01,103,005306
2020,01,103,005404
2020,01,103,005405
2020,01,103,005500
2020,01,103,005601
2020,01,103,005602
2020,01,103,005701
2020,01,103,005703
2020,01,103,005704
2020,01,105,686800
2020,01,105,687001
2020,01,105,687002
2020,01,105,687100
2020,01,107,050000
2020,01,107,050100
2020,01,107,050200
2020,01,107,050300
2020,01,107,050401
2020,01,107,050402
2020,01,109,188600
2020,01,109,188700
2020,01,109,188800
2020,01,109,188900
2020,01,109,189001
2020,01,109,189002
2020,01,109,189003
2020,01,109,189101
2020,01,109,189102
2020,01,109,189200
2020,01,109,189300
2020,01,111,000100
2020,01,111,000200
2020,01,111,000300
2020,01,111,000400
2020,01,111,000500
2020,01,111,000600
2020,01,113,030200
2020,01,113,030300
2020,01,113,030402
2020,01,113,030403
2020,01,113,030404
2020,01,113,030500
2020,01,113,030601
2020,01,113,030602
2020,01,113,030700
2020,01,113,030800
2020,01,113,030903
2020,01,113,030904
2020,01,113,030905
2020,01,113,030906
2020,01,113,030907
2020,01,113,031000
2020,01,113,031100
2020,01,113,031200
2020,01,115,040104
2020,01,115,040105
2020,01,115,040107
2020,01,115,040108
2020,01,115,040109
2020,01,115,040110
2020,01,115,040206
2020,01,115,040207
2020,01,115,040208
2020,01,115,040209
2020,01,115,040210
2020,01,115,040211
2020,01,115,040212
2020,01,115,040213
2020,01,115,040301
2020,01,115,040302
2020,01,115,040401
2020,01,115,040402
2020,01,115,040503
2020,01,115,040504
2020,01,115,040505
2020,01,115,040506
2020,01,115,040507
2020,01,115,040508
2020,01,117,030102
2020,01,117,030103
2020,01,117,030211
2020,01,117,030212
2020,01,117,030215
2020,01,117,030216
2020,01,117,030218
2020,01,117,030219
2020,01,117,030220
2020,01,117,030221
2020,01,117,030304
2020,01,117,030305
2020,01,117,030306
2020,01,117,030314
2020,01,117,030315
2020,01,117,030316
2020,01,117,030317
2020,01,117,030319
2020,01,117,030320
2020,01,117,030330
2020,01,117,030331
2020,01,117,030336
2020,01,117,030337
2020,01,117,030340
2020,01,117,030341
2020,01,117,030345
2020,01,117,030346
2020,01,117,030347
2020,01,117,030348
2020,01,117,030349
2020,01,117,030350
2020,01,117,030351
2020,01,117,030352
2020,01,117,030405
2020,01,117,030406
2020,01,117,030407
2020,01,117,030408
2020,01,117,030502
2020,01,117,030503
2020,01,117,030504
2020,01,117,030607
2020,01,117,030610
2020,01,117,030611
2020,01,117,030612
2020,01,117,030613
2020,01,117,030614
2020,01,117,030615
2020,01,117,030616
2020,01,117,030701
2020,01,117,030703
2020,01,117,030704
2020,01,117,030800
2020,01,117,030900
2020,01,117,980000
2020,01,117,980100
2020,01,119,011301
2020,01,119,011302
2020,01,119,011400
2020,01,119,011500
2020,01,119,011600
2020,01,121,010101
2020,01,121,010102
2020,01,121,010201
2020,01,121,010202
2020,01,121,010301
2020,01,121,010302
2020,01,121,010400
2020,01,121,010500
2020,01,121,010600
2020,01,121,010700
2020,01,121,010900
2020,01,121,011000
2020,01,121,011100
2020,01,121,011200
2020,01,121,011301
2020,01,121,011302
2020,01,121,011400
2020,01,121,011501
2020,01,121,011502
2020,01,121,011600
2020,01,121,011700
2020,01,121,011800
2020,01,121,011900
2020,01,121,012000
2020,01,123,961900
2020,01,123,962000
2020,01,123,962100
2020,01,123,962200
2020,01,123,962301
2020,01,123,962302
2020,01,123,962400
2020,01,123,962501
2020,01,123,962502
2020,01,123,962600
2020,01,123,962701
2020,01,123,962702
2020,01,125,010101
2020,01,125,010102
2020,01,125,010104
2020,01,125,010105
2020,01,125,010201
2020,01,125,010203
2020,01,125,010204
2020,01,125,010205
2020,01,125,010206
2020,01,125,010302
2020,01,125,010303
2020,01,125,010304
2020,01,125,010305
2020,01,125,010403
2020,01,125,010404
2020,01,125,010405
2020,01,125,010406
2020,01,125,010407
2020,01,125,010500
2020,01,125,010601
2020,01,125,010603
2020,01,125,010604
2020,01,125,010703
2020,01,125,010704
2020,01,125,010705
2020,01,125,010706
2020,01,125,010707
2020,01,125,010802
2020,01,125,010803
2020,01,125,010804
2020,01,125,011200
2020,01,125,011401
2020,01,125,011402
2020,01,125,011600
2020,01,125,011701
2020,01,125,011703
2020,01,125,011800
2020,01,125,011901
2020,01,125,011902
2020,01,125,012001
2020,01,125,012002
2020,01,125,012101
2020,01,125,012102
2020,01,125,012304
2020,01,125,012305
2020,01,125,012306
2020,01,125,012307
2020,01,125,012403
2020,01,125,012404
2020,01,125,012406
2020,01,125,012407
2020,01,125,012408
2020,01,125,012501
2020,01,125,012503
2020,01,125,012504
2020,01,125,012505
2020,01,125,012600
2020,01,125,012700
