fips,name,name2
04015,"Mohave County, Arizona","Mohave County, Arizona"
04017,"Navajo County, Arizona","Navajo County, Arizona"
04019,"Pima County, Arizona","Pima County, Arizona"
04021,"Pinal County, Arizona","Pinal County, Arizona"
04023,"Santa Cruz County, Arizona","Santa Cruz County, Arizona"
04025,"Yavapai County, Arizona","Yavapai County, Arizona"
04027,"Yuma County, Arizona","Yuma County, Arizona"
05001,"Arkansas County, Arkansas","Arkansas County, Arkansas"
05003,"Ashley County, Arkansas","Ashley County, Arkansas"
05005,"Baxter County, Arkansas","Baxter County, Arkansas"
05007,"Benton County, Arkansas","Benton County, Arkansas"
05009,"Boone County, Arkansas","Boone County, Arkansas"
05011,"Bradley County, Arkansas","Bradley County, Arkansas"
05013,"Calhoun County, Arkansas","Calhoun County, Arkansas"
05015,"Carroll County, Arkansas","Carroll County, Arkansas"
05017,"Chicot County, Arkansas","Chicot County, Arkansas"
05019,"Clark County, Arkansas","Clark County, Arkansas"
05021,"Clay County, Arkansas","Clay County, Arkansas"
05023,"Cleburne County, Arkansas","Cleburne County, Arkansas"
05025,"Cleveland County, Arkansas","Cleveland County, Arkansas"
05027,"Columbia County, Arkansas","Columbia County, Arkansas"
05029,"Conway County, Arkansas","Conway County, Arkansas"
05031,"Craighead County, Arkansas","Craighead County, Arkansas"
05033,"Crawford County, Arkansas","Crawford County, Arkansas"
05035,"Crittenden County, Arkansas","Crittenden County, Arkansas"
05037,"Cross County, Arkansas","Cross County, Arkansas"
05039,"Dallas County, Arkansas","Dallas County, Arkansas"
05041,"Desha County, Arkansas","Desha County, Arkansas"
05043,"Drew County, Arkansas","Drew County, Arkansas"
05045,"Faulkner County, Arkansas","Faulkner County, Arkansas"
05047,"Franklin County, Arkansas","Franklin County, Arkansas"
05049,"Fulton County, Arkansas","Fulton County, Arkansas"
05051,"Garland County, Arkansas","Garland County, Arkansas"
05053,"Grant County, Arkansas","Grant County, Arkansas"
05055,"Greene County, Arkansas","Greene County, Arkansas"
05057,"Hempstead County, Arkansas","Hempstead County, Arkansas"
05059,"Hot Spring County, Arkansas","Hot Spring County, Arkansas"
05061,"Howard County, Arkansas","Howard County, Arkansas"
05063,"Independence County, Arkansas","Independence County, Arkansas"
05065,"Izard County, Arkansas","Izard County, Arkansas"
05067,"Jackson County, Arkansas","Jackson County, Arkansas"
05069,"Jefferson County, Arkansas","Jefferson County, Arkansas"
05071,"Johnson County, Arkansas","Johnson County, Arkansas"
05073,"Lafayette County, Arkansas","Lafayette County, Arkansas"
05075,"Lawrence County, Arkansas","Lawrence County, Arkansas"
05077,"Lee County, Arkansas","Lee County, Arkansas"
05079,"Lincoln County, Arkansas","Lincoln County, Arkansas"
05081,"Little River County, Arkansas","Little River County, Arkansas"
05083,"Logan County, Arkansas","Logan County, Arkansas"
05085,"Lonoke County, Arkansas","Lonoke County, Arkansas"
05087,"Madison County, Arkansas","Madison County, Arkansas"
05089,"Marion County, Arkansas","Marion County, Arkansas"
05091,"Miller County, Arkansas","Miller County, Arkansas"
05093,"Mississippi County, Arkansas","Mississippi County, Arkansas"
05095,"Monroe County, Arkansas","Monroe County, Arkansas"
05097,"Montgomery County, Arkansas","Montgomery County, Arkansas"
05099,"Nevada County, Arkansas","Nevada County, Arkansas"
05101,"Newton County, Arkansas","Newton County, Arkansas"
05103,"Ouachita County, Arkansas","Ouachita County, Arkansas"
05105,"Perry County, Arkansas","Perry County, Arkansas"
05107,"Phillips County, Arkansas","Phillips County, Arkansas"
05109,"Pike County, Arkansas","Pike County, Arkansas"
05111,"Poinsett County, Arkansas","Poinsett County, Arkansas"
05113,"Polk County, Arkansas","Polk County, Arkansas"
05115,"Pope County, Arkansas","Pope County, Arkansas"
05117,"Prairie County, Arkansas","Prairie County, Arkansas"
05119,"Pulaski County, Arkansas","Pulaski County, Arkansas"
05121,"Randolph County, Arkansas","Randolph County, Arkansas"
05123,"St. Francis County, Arkansas","St. Francis County, Arkansas"
05125,"Saline County, Arkansas","Saline County, Arkansas"
05127,"Scott County, Arkansas","Scott County, Arkansas"
05129,"Searcy County, Arkansas","Searcy County, Arkansas"
05131,"Sebastian County, Arkansas","Sebastian County, Arkansas"
05133,"Sevier County, Arkansas","Sevier County, Arkansas"
05135,"Sharp County, Arkansas","Sharp County, Arkansas"
05137,"Stone County, Arkansas","Stone County, Arkansas"
05139,"Union County, Arkansas","Union County, Arkansas"
05141,"Van Buren County, Arkansas","Van Buren County, Arkansas"
05143,"Washington County, Arkansas","Washington County, Arkansas"
05145,"White County, Arkansas","White County, Arkansas"
05147,"Woodruff County, Arkansas","Woodruff County, Arkansas"
05149,"Yell County, Arkansas","Yell County, Arkansas"
06001,"Alameda County, California","Alameda County, California"
06003,"Alpine County, California","Alpine County, California"
06005,"Amador County, California","Amador County, California"
06007,"Butte County, California","Butte County, California"
06009,"Calaveras County, California","Calaveras County, California"
06011,"Colusa County, California","Colusa County, California"
06013,"Contra Costa County, California","Contra Costa County, California"
06015,"Del Norte County, California","Del Norte County, California"
06017,"El Dorado County, California","El Dorado County, California"
06019,"Fresno County, California","Fresno County, California"
06021,"Glenn County, California","Glenn County, California"
06023,"Humboldt County, California","Humboldt County, California"
06025,"Imperial County, California","Imperial County, California"
06027,"Inyo County, California","Inyo County, California"
06029,"Kern County, California","Kern County, California"
06031,"Kings County, California","Kings County, California"
06033,"Lake County, California","Lake County, California"
06035,"Lassen County, California","Lassen County, California"
06037,"Los Angeles County, California","Los Angeles County, California"
06039,"Madera County, California","Madera County, California"
06041,"Marin County, California","Marin County, California"
06043,"Mariposa County, California","Mariposa County, California"
06045,"Mendocino County, California","Mendocino County, California"
06047,"Merced County, California","Merced County, California"
06049,"Modoc County, California","Modoc County, California"
06051,"Mono County, California","Mono County, California"
06053,"Monterey County, California","Monterey County, California"
06055,"Napa County, California","Napa County, California"
06057,"Nevada County, California","Nevada County, California"
06059,"Orange County, California","Orange County, California"
06061,"Placer County, California","Placer County, California"
06063,"Plumas County, California","Plumas County, California"
06065,"Riverside County, California","Riverside County, California"
06067,"Sacramento County, California","Sacramento County, California"
06069,"San Benito County, California","San Benito County, California"
06071,"San Bernardino County, California","San Bernardino County, California"
06073,"San Diego County, California","San Diego County, California"
06075,"San Francisco County, California","San Francisco County, California"
06077,"San Joaquin County, California","San Joaquin County, California"
06079,"San Luis Obispo County, California","San Luis Obispo County, California"
06081,"San Mateo County, California","San Mateo County, California"
06083,"Santa Barbara County, California","Santa Barbara County, California"
06085,"Santa Clara County, California","Santa Clara County, California"
06087,"Santa Cruz County, California","Santa Cruz County, California"
06089,"Shasta County, California","Shasta County, California"
06091,"Sierra County, California","Sierra County, California"
06093,"Siskiyou County, California","Siskiyou County, California"
06095,"Solano County, California","Solano County, California"
06097,"Sonoma County, California","Sonoma County, California"
06099,"Stanislaus County, California","Stanislaus County, California"
06101,"Sutter County, California","Sutter County, California"
06103,"Tehama County, California","Tehama County, California"
06105,"Trinity County, California","Trinity County, California"
06107,"Tulare County, California","Tulare County, California"
06109,"Tuolumne County, California","Tuolumne County, California"
06111,"Ventura County, California","Ventura County, California"
06113,"Yolo County, California","Yolo County, California"
06115,"Yuba County, California","Yuba County, California"
08001,"Adams County, Colorado","Adams County, Colorado"
08003,"Alamosa County, Colorado","Alamosa County, Colorado"
08005,"Arapahoe County, Colorado","Arapahoe County, Colorado"
08007,"Archuleta County, Colorado","Archuleta County, Colorado"
08009,"Baca County, Colorado","Baca County, Colorado"
08011,"Bent County, Colorado","Bent County, Colorado"
08013,"Boulder County, Colorado","Boulder County, Colorado"
08014,"Broomfield County, Colorado","Broomfield County, Colorado"
08015,"Chaffee County, Colorado","Chaffee County, Colorado"
08017,"Cheyenne County, Colorado","Cheyenne County, Colorado"
08019,"Clear Creek County, Colorado","Clear Creek County, Colorado"
08021,"Conejos County, Colorado","Conejos County, Colorado"
08023,"Costilla County, Colorado","Costilla County, Colorado"
08025,"Crowley County, Colorado","Crowley County, Colorado"
08027,"Custer County, Colorado","Custer County, Colorado"
08029,"Delta County, Colorado","Delta County, Colorado"
08031,"Denver County, Colorado","Denver County, Colorado"
08033,"Dolores County, Colorado","Dolores County, Colorado"
08035,"Douglas County, Colorado","Douglas County, Colorado"
08037,"Eagle County, Colorado","Eagle County, Colorado"
08039,"Elbert County, Colorado","Elbert County, Colorado"
08041,"El Paso County, Colorado","El Paso County, Colorado"
08043,"Fremont County, Colorado","Fremont County, Colorado"
08045,"Garfield County, Colorado","Garfield County, Colorado"
08047,"Gilpin County, Colorado","Gilpin County, Colorado"
08049,"Grand County, Colorado","Grand County, Colorado"
08051,"Gunnison County, Colorado","Gunnison County, Colorado"
08053,"Hinsdale County, Colorado","Hinsdale County, Colorado"
08055,"Huerfano County, Colorado","Huerfano County, Colorado"
08057,"Jackson County, Colorado","Jackson County, Colorado"
08059,"Jefferson County, Colorado","Jefferson County, Colorado"
08061,"Kiowa County, Colorado","Kiowa County, Colorado"
08063,"Kit Carson County, Colorado","Kit Carson County, Colorado"
08065,"Lake County, Colorado","Lake County, Colorado"
08067,"La Plata County, Colorado","La Plata County, Colorado"
08069,"Larimer County, Colorado","Larimer County, Colorado"
08071,"Las Animas County, Colorado","Las Animas County, Colorado"
08073,"Lincoln County, Colorado","Lincoln County, Colorado"
08075,"Logan County, Colorado","Logan County, Colorado"
08077,"Mesa County, Colorado","Mesa County, Colorado"
08079,"Mineral County, Colorado","Mineral County, Colorado"
08081,"Moffat County, Colorado","Moffat County, Colorado"
08083,"Montezuma County, Colorado","Montezuma County, Colorado"
08085,"Montrose County, Colorado","Montrose County, Colorado"
08087,"Morgan County, Colorado","Morgan County, Colorado"
08089,"Otero County, Colorado","Otero County, Colorado"
08091,"Ouray County, Colorado","Ouray County, Colorado"
08093,"Park County, Colorado","Park County, Colorado"
08095,"Phillips County, Colorado","Phillips County, Colorado"
08097,"Pitkin County, Colorado","Pitkin County, Colorado"
08099,"Prowers County, Colorado","Prowers County, Colorado"
08101,"Pueblo County, Colorado","Pueblo County, Colorado"
08103,"Rio Blanco County, Colorado","Rio Blanco County, Colorado"
08105,"Rio Grande County, Colorado","Rio Grande County, Colorado"
08107,"Routt County, Colorado","Routt County, Colorado"
08109,"Saguache County, Colorado","Saguache County, Colorado"
08111,"San Juan County, Colorado","San Juan County, Colorado"
08113,"San Miguel County, Colorado","San Miguel County, Colorado"
08115,"Sedgwick County, Colorado","Sedgwick County, Colorado"
08117,"Summit County, Colorado","Summit County, Colorado"
08119,"Teller County, Colorado","Teller County, Colorado"
08121,"Washington County, Colorado","Washington County, Colorado"
08123,"Weld County, Colorado","Weld County, Colorado"
08125,"Yuma County, Colorado","Yuma County, Colorado"
09001,"Fairfield County, Connecticut","Fairfield County, Connecticut"
09003,"Hartford County, Connecticut","Hartford County, Connecticut"
09005,"Litchfield County, Connecticut","Litchfield County, Connecticut"
09007,"Middlesex County, Connecticut","Middlesex County, Connecticut"
09009,"New Haven County, Connecticut","New Haven County, Connecticut"
09011,"New London County, Connecticut","New London County, Connecticut"
09013,"Tolland County, Connecticut","Tolland County, Connecticut"
09015,"Windham County, Connecticut","Windham County, Connecticut"
10001,"Kent County, Delaware","Kent County, Delaware"
10003,"New Castle County, Delaware","New Castle County, Delaware"
10005,"Sussex County, Delaware","Sussex County, Delaware"
11001,"District of Columbia, District of Columbia","District of Columbia, District of Columbia"
12001,"Alachua County, Florida","Alachua County, Florida"
12003,"Baker County, Florida","Baker County, Florida"
12005,"Bay County, Florida","Bay County, Florida"
12007,"Bradford County, Florida","Bradford County, Florida"
12009,"Brevard County, Florida","Brevard County, Florida"
12011,"Broward County, Florida","Broward County, Florida"
12013,"Calhoun County, Florida","Calhoun County, Florida"
12015,"Charlotte County, Florida","Charlotte County, Florida"
12017,"Citrus County, Florida","Citrus County, Florida"
12019,"Clay County, Florida","Clay County, Florida"
12021,"Collier County, Florida","Collier County, Florida"
12023,"Columbia County, Florida","Columbia County, Florida"
12027,"DeSoto County, Florida","DeSoto County, Florida"
12029,"Dixie County, Florida","Dixie County, Florida"
12031,"Duval County, Florida","Duval County, Florida"
12033,"Escambia County, Florida","Escambia County, Florida"
12035,"Flagler County, Florida","Flagler County, Florida"
12037,"Franklin County, Florida","Franklin County, Florida"
12039,"Gadsden County, Florida","Gadsden County, Florida"
12041,"Gilchrist County, Florida","Gilchrist County, Florida"
12043,"Glades County, Florida","Glades County, Florida"
12045,"Gulf County, Florida","Gulf County, Florida"
12047,"Hamilton County, Florida","Hamilton County, Florida"
12049,"Hardee County, Florida","Hardee County, Florida"
12051,"Hendry County, Florida","Hendry County, Florida"
12053,"Hernando County, Florida","Hernando County, Florida"
12055,"Highlands County, Florida","Highlands County, Florida"
12057,"Hillsborough County, Florida","Hillsborough County, Florida"
12059,"Holmes County, Florida","Holmes County, Florida"
12061,"Indian River County, Florida","Indian River County, Florida"
12063,"Jackson County, Florida","Jackson County, Florida"
12065,"Jefferson County, Florida","Jefferson County, Florida"
12067,"Lafayette County, Florida","Lafayette County, Florida"
12069,"Lake County, Florida","Lake County, Florida"
12071,"Lee County, Florida","Lee County, Florida"
12073,"Leon County, Florida","Leon County, Florida"
12075,"Levy County, Florida","Levy County, Florida"
12077,"Liberty County, Florida","Liberty County, Florida"
12079,"Madison County, Florida","Madison County, Florida"
12081,"Manatee County, Florida","Manatee County, Florida"
12083,"Marion County, Florida","Marion County, Florida"
12085,"Martin County, Florida","Martin County, Florida"
12086,"Miami-Dade County, Florida","Miami-Dade County, Florida"
12087,"Monroe County, Florida","Monroe County, Florida"
12089,"Nassau County, Florida","Nassau County, Florida"
12091,"Okaloosa County, Florida","Okaloosa County, Florida"
12093,"Okeechobee County, Florida","Okeechobee County, Florida"
12095,"Orange County, Florida","Orange County, Florida"
12097,"Osceola County, Florida","Osceola County, Florida"
12099,"Palm Beach County, Florida","Palm Beach County, Florida"
12101,"Pasco County, Florida","Pasco County, Florida"
12103,"Pinellas County, Florida","Pinellas County, Florida"
12105,"Polk County, Florida","Polk County, Florida"
12107,"Putnam County, Florida","Putnam County, Florida"
12109,"St. Johns County, Florida","St. Johns County, Florida"
12111,"St. Lucie County, Florida","St. Lucie County, Florida"
12113,"Santa Rosa County, Florida","Santa Rosa County, Florida"
12115,"Sarasota County, Florida","Sarasota County, Florida"
12117,"Seminole County, Florida","Seminole County, Florida"
12119,"Sumter County, Florida","Sumter County, Florida"
12121,"Suwannee County, Florida","Suwannee County, Florida"
12123,"Taylor County, Florida","Taylor County, Florida"
12125,"Union County, Florida","Union County, Florida"
12127,"Volusia County, Florida","Volusia County, Florida"
12129,"Wakulla County, Florida","Wakulla County, Florida"
12131,"Walton County, Florida","Walton County, Florida"
12133,"Washington County, Florida","Washington County, Florida"
13001,"Appling County, Georgia","Appling County, Georgia"
13003,"Atkinson County, Georgia","Atkinson County, Georgia"
13005,"Bacon County, Georgia","Bacon County, Georgia"
13007,"Baker County, Georgia","Baker County, Georgia"
13009,"Baldwin County, Georgia","Baldwin County, Georgia"
13011,"Banks County, Georgia","Banks County, Georgia"
13013,"Barrow County, Georgia","Barrow County, Georgia"
13015,"Bartow County, Georgia","Bartow County, Georgia"
13017,"Ben Hill County, Georgia","Ben Hill County, Georgia"
13019,"Berrien County, Georgia","Berrien County, Georgia"
13021,"Bibb County, Georgia","Bibb County, Georgia"
13023,"Bleckley County, Georgia","Bleckley County, Georgia"
13025,"Brantley County, Georgia","Brantley County, Georgia"
13027,"Brooks County, Georgia","Brooks County, Georgia"
13029,"Bryan County, Georgia","Bryan County, Georgia"
13031,"Bulloch County, Georgia","Bulloch County, Georgia"
13033,"Burke County, Georgia","Burke County, Georgia"
13035,"Butts County, Georgia","Butts County, Georgia"
13037,"Calhoun County, Georgia","Calhoun County, Georgia"
13039,"Camden County, Georgia","Camden County, Georgia"
13043,"Candler County, Georgia","Candler County, Georgia"
13045,"Carroll County, Georgia","Carroll County, Georgia"
13047,"Catoosa County, Georgia","Catoosa County, Georgia"
13049,"Charlton County, Georgia","Charlton County, Georgia"
13051,"Chatham County, Georgia","Chatham County, Georgia"
13053,"Chattahoochee County, Georgia","Chattahoochee County, Georgia"
13055,"Chattooga County, Georgia","Chattooga County, Georgia"
13057,"Cherokee County, Georgia","Cherokee County, Georgia"
13059,"Clarke County, Georgia","Clarke County, Georgia"
13061,"Clay County, Georgia","Clay County, Georgia"
13063,"Clayton County, Georgia","Clayton County, Georgia"
13065,"Clinch County, Georgia","Clinch County, Georgia"
13067,"Cobb County, Georgia","Cobb County, Georgia"
13069,"Coffee County, Georgia","Coffee County, Georgia"
13071,"Colquitt County, Georgia","Colquitt County, Georgia"
13073,"Columbia County, Georgia","Columbia County, Georgia"
13075,"Cook County, Georgia","Cook County, Georgia"
13077,"Coweta County, Georgia","Coweta County, Georgia"
13079,"Crawford County, Georgia","Crawford County, Georgia"
13081,"Crisp County, Georgia","Crisp County, Georgia"
13083,"Dade County, Georgia","Dade County, Georgia"
13085,"Dawson County, Georgia","Dawson County, Georgia"
13087,"Decatur County, Georgia","Decatur County, Georgia"
13089,"DeKalb County, Georgia","DeKalb County, Georgia"
13091,"Dodge County, Georgia","Dodge County, Georgia"
13093,"Dooly County, Georgia","Dooly County, Georgia"
13095,"Dougherty County, Georgia","Dougherty County, Georgia"
13097,"Douglas County, Georgia","Douglas County, Georgia"
13099,"Early County, Georgia","Early County, Georgia"
13101,"Echols County, Georgia","Echols County, Georgia"
13103,"Effingham County, Georgia","Effingham County, Georgia"
13105,"Elbert County, Georgia","Elbert County, Georgia"
13107,"Emanuel County, Georgia","Emanuel County, Georgia"
13109,"Evans County, Georgia","Evans County, Georgia"
13111,"Fannin County, Georgia","Fannin County, Georgia"
13113,"Fayette County, Georgia","Fayette County, Georgia"
13115,"Floyd County, Georgia","Floyd County, Georgia"
13117,"Forsyth County, Georgia","Forsyth County, Georgia"
13119,"Franklin County, Georgia","Franklin County, Georgia"
13121,"Fulton County, Georgia","Fulton County, Georgia"
13123,"Gilmer County, Georgia","Gilmer County, Georgia"
13125,"Glascock County, Georgia","Glascock County, Georgia"
13127,"Glynn County, Georgia","Glynn County, Georgia"
13129,"Gordon County, Georgia","Gordon County, Georgia"
13131,"Grady County, Georgia","Grady County, Georgia"
13133,"Greene County, Georgia","Greene County, Georgia"
13135,"Gwinnett County, Georgia","Gwinnett County, Georgia"
13137,"Habersham County, Georgia","Habersham County, Georgia"
13139,"Hall County, Georgia","Hall County, Georgia"
13141,"Hancock County, Georgia","Hancock County, Georgia"
13143,"Haralson County, Georgia","Haralson County, Georgia"
13145,"Harris County, Georgia","Harris County, Georgia"
13147,"Hart County, Georgia","Hart County, Georgia"
13149,"Heard County, Georgia","Heard County, Georgia"
13151,"Henry County, Georgia","Henry County, Georgia"
13153,"Houston County, Georgia","Houston County, Georgia"
13155,"Irwin County, Georgia","Irwin County, Georgia"
13157,"Jackson County, Georgia","Jackson County, Georgia"
13159,"Jasper County, Georgia","Jasper County, Georgia"
13161,"Jeff Davis County, Georgia","Jeff Davis County, Georgia"
13163,"Jefferson County, Georgia","Jefferson County, Georgia"
13165,"Jenkins County, Georgia","Jenkins County, Georgia"
13167,"Johnson County, Georgia","Johnson County, Georgia"
13169,"Jones County, Georgia","Jones County, Georgia"
13171,"Lamar County, Georgia","Lamar County, Georgia"
13173,"Lanier County, Georgia","Lanier County, Georgia"
13175,"Laurens County, Georgia","Laurens County, Georgia"
13177,"Lee County, Georgia","Lee County, Georgia"
13179,"Liberty County, Georgia","Liberty County, Georgia"
13181,"Lincoln County, Georgia","Lincoln County, Georgia"
13183,"Long County, Georgia","Long County, Georgia"
13185,"Lowndes County, Georgia","Lowndes County, Georgia"
13187,"Lumpkin County, Georgia","Lumpkin County, Georgia"
13189,"McDuffie County, Georgia","McDuffie County, Georgia"
13191,"McIntosh County, Georgia","McIntosh County, Georgia"
13193,"Macon County, Georgia","Macon County, Georgia"
13195,"Madison County, Georgia","Madison County, Georgia"
13197,"Marion County, Georgia","Marion County, Georgia"
13199,"Meriwether County, Georgia","Meriwether County, Georgia"
13201,"Miller County, Georgia","Miller County, Georgia"
13205,"Mitchell County, Georgia","Mitchell County, Georgia"
13207,"Monroe County, Georgia","Monroe County, Georgia"
13209,"Montgomery County, Georgia","Montgomery County, Georgia"
13211,"Morgan County, Georgia","Morgan County, Georgia"
13213,"Murray County, Georgia","Murray County, Georgia"
13215,"Muscogee County, Georgia","Muscogee County, Georgia"
13217,"Newton County, Georgia","Newton County, Georgia"
13219,"Oconee County, Georgia","Oconee County, Georgia"
13221,"Oglethorpe County, Georgia","Oglethorpe County, Georgia"
13223,"Paulding County, Georgia","Paulding County, Georgia"
13225,"Peach County, Georgia","Peach County, Georgia"
13227,"Pickens County, Georgia","Pickens County, Georgia"
13229,"Pierce County, Georgia","Pierce County, Georgia"
13231,"Pike County, Georgia","Pike County, Georgia"
13233,"Polk County, Georgia","Polk County, Georgia"
13235,"Pulaski County, Georgia","Pulaski County, Georgia"
13237,"Putnam County, Georgia","Putnam County, Georgia"
13239,"Quitman County, Georgia","Quitman County, Georgia"
13241,"Rabun County, Georgia","Rabun County, Georgia"
13243,"Randolph County, Georgia","Randolph County, Georgia"
13245,"Richmond County, Georgia","Richmond County, Georgia"
13247,"Rockdale County, Georgia","Rockdale County, Georgia"
13249,"Schley County, Georgia","Schley County, Georgia"
13251,"Screven County, Georgia","Screven County, Georgia"
13253,"Seminole County, Georgia","Seminole County, Georgia"
13255,"Spalding County, Georgia","Spalding County, Georgia"
