year,state,place,state_name,place_name,subgroup,subgroup_type,share_digital_access,share_digital_access_quality
2016,01,51000,Alabama,Montgomery city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,01,51000,Alabama,Montgomery city,Hispanic,race-ethnicity,NA,NA
2016,01,51000,Alabama,Montgomery city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,01,77256,Alabama,Tuscaloosa city,All,all,NA,NA
2016,01,77256,Alabama,Tuscaloosa city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,01,77256,Alabama,Tuscaloosa city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,01,77256,Alabama,Tuscaloosa city,Hispanic,race-ethnicity,NA,NA
2016,01,77256,Alabama,Tuscaloosa city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,02,03000,Alaska,Anchorage municipality,All,all,NA,NA
2016,02,03000,Alaska,Anchorage municipality,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,02,03000,Alaska,Anchorage municipality,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,02,03000,Alaska,Anchorage municipality,Hispanic,race-ethnicity,NA,NA
2016,02,03000,Alaska,Anchorage municipality,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,04720,Arizona,Avondale city,All,all,NA,NA
2016,04,04720,Arizona,Avondale city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,04720,Arizona,Avondale city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,04720,Arizona,Avondale city,Hispanic,race-ethnicity,NA,NA
2016,04,04720,Arizona,Avondale city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,07940,Arizona,Buckeye city,All,all,NA,NA
2016,04,07940,Arizona,Buckeye city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,07940,Arizona,Buckeye city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,07940,Arizona,Buckeye city,Hispanic,race-ethnicity,NA,NA
2016,04,07940,Arizona,Buckeye city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,12000,Arizona,Chandler city,All,all,NA,NA
2016,04,12000,Arizona,Chandler city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,12000,Arizona,Chandler city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,12000,Arizona,Chandler city,Hispanic,race-ethnicity,NA,NA
2016,04,12000,Arizona,Chandler city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,23620,Arizona,Flagstaff city,All,all,NA,NA
2016,04,23620,Arizona,Flagstaff city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,23620,Arizona,Flagstaff city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,23620,Arizona,Flagstaff city,Hispanic,race-ethnicity,NA,NA
2016,04,23620,Arizona,Flagstaff city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,27400,Arizona,Gilbert town,All,all,NA,NA
2016,04,27400,Arizona,Gilbert town,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,27400,Arizona,Gilbert town,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,27400,Arizona,Gilbert town,Hispanic,race-ethnicity,NA,NA
2016,04,27400,Arizona,Gilbert town,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,27820,Arizona,Glendale city,All,all,NA,NA
2016,04,27820,Arizona,Glendale city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,27820,Arizona,Glendale city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,27820,Arizona,Glendale city,Hispanic,race-ethnicity,NA,NA
2016,04,27820,Arizona,Glendale city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,28380,Arizona,Goodyear city,All,all,NA,NA
2016,04,28380,Arizona,Goodyear city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,28380,Arizona,Goodyear city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,28380,Arizona,Goodyear city,Hispanic,race-ethnicity,NA,NA
2016,04,28380,Arizona,Goodyear city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,46000,Arizona,Mesa city,All,all,NA,NA
2016,04,46000,Arizona,Mesa city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,46000,Arizona,Mesa city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,46000,Arizona,Mesa city,Hispanic,race-ethnicity,NA,NA
2016,04,46000,Arizona,Mesa city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,54050,Arizona,Peoria city,All,all,NA,NA
2016,04,54050,Arizona,Peoria city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,54050,Arizona,Peoria city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,54050,Arizona,Peoria city,Hispanic,race-ethnicity,NA,NA
2016,04,54050,Arizona,Peoria city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,55000,Arizona,Phoenix city,All,all,NA,NA
2016,04,55000,Arizona,Phoenix city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,55000,Arizona,Phoenix city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,55000,Arizona,Phoenix city,Hispanic,race-ethnicity,NA,NA
2016,04,55000,Arizona,Phoenix city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,65000,Arizona,Scottsdale city,All,all,NA,NA
2016,04,65000,Arizona,Scottsdale city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,65000,Arizona,Scottsdale city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,65000,Arizona,Scottsdale city,Hispanic,race-ethnicity,NA,NA
2016,04,65000,Arizona,Scottsdale city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,71510,Arizona,Surprise city,All,all,NA,NA
2016,04,71510,Arizona,Surprise city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,71510,Arizona,Surprise city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,71510,Arizona,Surprise city,Hispanic,race-ethnicity,NA,NA
2016,04,71510,Arizona,Surprise city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,73000,Arizona,Tempe city,All,all,NA,NA
2016,04,73000,Arizona,Tempe city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,73000,Arizona,Tempe city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,73000,Arizona,Tempe city,Hispanic,race-ethnicity,NA,NA
2016,04,73000,Arizona,Tempe city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,77000,Arizona,Tucson city,All,all,NA,NA
2016,04,77000,Arizona,Tucson city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,77000,Arizona,Tucson city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,77000,Arizona,Tucson city,Hispanic,race-ethnicity,NA,NA
2016,04,77000,Arizona,Tucson city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,04,85540,Arizona,Yuma city,All,all,NA,NA
2016,04,85540,Arizona,Yuma city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,04,85540,Arizona,Yuma city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,04,85540,Arizona,Yuma city,Hispanic,race-ethnicity,NA,NA
2016,04,85540,Arizona,Yuma city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,05,23290,Arkansas,Fayetteville city,All,all,NA,NA
2016,05,23290,Arkansas,Fayetteville city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,05,23290,Arkansas,Fayetteville city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,05,23290,Arkansas,Fayetteville city,Hispanic,race-ethnicity,NA,NA
2016,05,23290,Arkansas,Fayetteville city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,05,24550,Arkansas,Fort Smith city,All,all,NA,NA
2016,05,24550,Arkansas,Fort Smith city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,05,24550,Arkansas,Fort Smith city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,05,24550,Arkansas,Fort Smith city,Hispanic,race-ethnicity,NA,NA
2016,05,24550,Arkansas,Fort Smith city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,05,35710,Arkansas,Jonesboro city,All,all,NA,NA
2016,05,35710,Arkansas,Jonesboro city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,05,35710,Arkansas,Jonesboro city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,05,35710,Arkansas,Jonesboro city,Hispanic,race-ethnicity,NA,NA
2016,05,35710,Arkansas,Jonesboro city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,05,41000,Arkansas,Little Rock city,All,all,NA,NA
2016,05,41000,Arkansas,Little Rock city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,05,41000,Arkansas,Little Rock city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,05,41000,Arkansas,Little Rock city,Hispanic,race-ethnicity,NA,NA
2016,05,41000,Arkansas,Little Rock city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,05,66080,Arkansas,Springdale city,All,all,NA,NA
2016,05,66080,Arkansas,Springdale city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,05,66080,Arkansas,Springdale city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,05,66080,Arkansas,Springdale city,Hispanic,race-ethnicity,NA,NA
2016,05,66080,Arkansas,Springdale city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,00562,California,Alameda city,All,all,NA,NA
2016,06,00562,California,Alameda city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,00562,California,Alameda city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,00562,California,Alameda city,Hispanic,race-ethnicity,NA,NA
2016,06,00562,California,Alameda city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,00884,California,Alhambra city,All,all,NA,NA
2016,06,00884,California,Alhambra city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,00884,California,Alhambra city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,00884,California,Alhambra city,Hispanic,race-ethnicity,NA,NA
2016,06,00884,California,Alhambra city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,02000,California,Anaheim city,All,all,NA,NA
2016,06,02000,California,Anaheim city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,02000,California,Anaheim city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,02000,California,Anaheim city,Hispanic,race-ethnicity,NA,NA
2016,06,02000,California,Anaheim city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,02252,California,Antioch city,All,all,NA,NA
2016,06,02252,California,Antioch city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,02252,California,Antioch city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,02252,California,Antioch city,Hispanic,race-ethnicity,NA,NA
2016,06,02252,California,Antioch city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,02364,California,Apple Valley town,All,all,NA,NA
2016,06,02364,California,Apple Valley town,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,02364,California,Apple Valley town,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,02364,California,Apple Valley town,Hispanic,race-ethnicity,NA,NA
2016,06,02364,California,Apple Valley town,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,03526,California,Bakersfield city,All,all,NA,NA
2016,06,03526,California,Bakersfield city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,03526,California,Bakersfield city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,03526,California,Bakersfield city,Hispanic,race-ethnicity,NA,NA
2016,06,03526,California,Bakersfield city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,04982,California,Bellflower city,All,all,NA,NA
2016,06,04982,California,Bellflower city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,04982,California,Bellflower city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,04982,California,Bellflower city,Hispanic,race-ethnicity,NA,NA
2016,06,04982,California,Bellflower city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,06000,California,Berkeley city,All,all,NA,NA
2016,06,06000,California,Berkeley city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,06000,California,Berkeley city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,06000,California,Berkeley city,Hispanic,race-ethnicity,NA,NA
2016,06,06000,California,Berkeley city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,08786,California,Buena Park city,All,all,NA,NA
2016,06,08786,California,Buena Park city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,08786,California,Buena Park city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,08786,California,Buena Park city,Hispanic,race-ethnicity,NA,NA
2016,06,08786,California,Buena Park city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,08954,California,Burbank city,All,all,NA,NA
2016,06,08954,California,Burbank city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,08954,California,Burbank city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,08954,California,Burbank city,Hispanic,race-ethnicity,NA,NA
2016,06,08954,California,Burbank city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,11194,California,Carlsbad city,All,all,NA,NA
2016,06,11194,California,Carlsbad city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,11194,California,Carlsbad city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,11194,California,Carlsbad city,Hispanic,race-ethnicity,NA,NA
2016,06,11194,California,Carlsbad city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,11530,California,Carson city,All,all,NA,NA
2016,06,11530,California,Carson city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,11530,California,Carson city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,11530,California,Carson city,Hispanic,race-ethnicity,NA,NA
2016,06,11530,California,Carson city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,13014,California,Chico city,All,all,NA,NA
2016,06,13014,California,Chico city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,13014,California,Chico city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,13014,California,Chico city,Hispanic,race-ethnicity,NA,NA
2016,06,13014,California,Chico city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,13210,California,Chino city,All,all,NA,NA
2016,06,13210,California,Chino city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,13210,California,Chino city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,13210,California,Chino city,Hispanic,race-ethnicity,NA,NA
2016,06,13210,California,Chino city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,13214,California,Chino Hills city,All,all,NA,NA
2016,06,13214,California,Chino Hills city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,13214,California,Chino Hills city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,13214,California,Chino Hills city,Hispanic,race-ethnicity,NA,NA
2016,06,13214,California,Chino Hills city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,13392,California,Chula Vista city,All,all,NA,NA
2016,06,13392,California,Chula Vista city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,13392,California,Chula Vista city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,13392,California,Chula Vista city,Hispanic,race-ethnicity,NA,NA
2016,06,13392,California,Chula Vista city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,13588,California,Citrus Heights city,All,all,NA,NA
2016,06,13588,California,Citrus Heights city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,13588,California,Citrus Heights city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,13588,California,Citrus Heights city,Hispanic,race-ethnicity,NA,NA
2016,06,13588,California,Citrus Heights city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,14218,California,Clovis city,All,all,NA,NA
2016,06,14218,California,Clovis city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,14218,California,Clovis city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,14218,California,Clovis city,Hispanic,race-ethnicity,NA,NA
2016,06,14218,California,Clovis city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,15044,California,Compton city,All,all,NA,NA
2016,06,15044,California,Compton city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,15044,California,Compton city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,15044,California,Compton city,Hispanic,race-ethnicity,NA,NA
2016,06,15044,California,Compton city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,16000,California,Concord city,All,all,NA,NA
2016,06,16000,California,Concord city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,16000,California,Concord city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,16000,California,Concord city,Hispanic,race-ethnicity,NA,NA
2016,06,16000,California,Concord city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,16350,California,Corona city,All,all,NA,NA
2016,06,16350,California,Corona city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,16350,California,Corona city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,16350,California,Corona city,Hispanic,race-ethnicity,NA,NA
2016,06,16350,California,Corona city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,16532,California,Costa Mesa city,All,all,NA,NA
2016,06,16532,California,Costa Mesa city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,16532,California,Costa Mesa city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,16532,California,Costa Mesa city,Hispanic,race-ethnicity,NA,NA
2016,06,16532,California,Costa Mesa city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,17918,California,Daly City city,All,all,NA,NA
2016,06,17918,California,Daly City city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,17918,California,Daly City city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,17918,California,Daly City city,Hispanic,race-ethnicity,NA,NA
2016,06,17918,California,Daly City city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,19766,California,Downey city,All,all,NA,NA
2016,06,19766,California,Downey city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,19766,California,Downey city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,19766,California,Downey city,Hispanic,race-ethnicity,NA,NA
2016,06,19766,California,Downey city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,21712,California,El Cajon city,All,all,NA,NA
2016,06,21712,California,El Cajon city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,21712,California,El Cajon city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,21712,California,El Cajon city,Hispanic,race-ethnicity,NA,NA
2016,06,21712,California,El Cajon city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,22020,California,Elk Grove city,All,all,NA,NA
2016,06,22020,California,Elk Grove city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,22020,California,Elk Grove city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,22020,California,Elk Grove city,Hispanic,race-ethnicity,NA,NA
2016,06,22020,California,Elk Grove city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,22230,California,El Monte city,All,all,NA,NA
2016,06,22230,California,El Monte city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,22230,California,El Monte city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,22230,California,El Monte city,Hispanic,race-ethnicity,NA,NA
2016,06,22230,California,El Monte city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,22804,California,Escondido city,All,all,NA,NA
2016,06,22804,California,Escondido city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,22804,California,Escondido city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,22804,California,Escondido city,Hispanic,race-ethnicity,NA,NA
2016,06,22804,California,Escondido city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,23182,California,Fairfield city,All,all,NA,NA
2016,06,23182,California,Fairfield city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,23182,California,Fairfield city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,23182,California,Fairfield city,Hispanic,race-ethnicity,NA,NA
2016,06,23182,California,Fairfield city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,24638,California,Folsom city,All,all,NA,NA
2016,06,24638,California,Folsom city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,24638,California,Folsom city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,24638,California,Folsom city,Hispanic,race-ethnicity,NA,NA
2016,06,24638,California,Folsom city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,24680,California,Fontana city,All,all,NA,NA
2016,06,24680,California,Fontana city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,24680,California,Fontana city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,24680,California,Fontana city,Hispanic,race-ethnicity,NA,NA
2016,06,24680,California,Fontana city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,26000,California,Fremont city,All,all,NA,NA
2016,06,26000,California,Fremont city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,26000,California,Fremont city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,26000,California,Fremont city,Hispanic,race-ethnicity,NA,NA
2016,06,26000,California,Fremont city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,27000,California,Fresno city,All,all,NA,NA
2016,06,27000,California,Fresno city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,27000,California,Fresno city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,27000,California,Fresno city,Hispanic,race-ethnicity,NA,NA
2016,06,27000,California,Fresno city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,28000,California,Fullerton city,All,all,NA,NA
2016,06,28000,California,Fullerton city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,28000,California,Fullerton city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,28000,California,Fullerton city,Hispanic,race-ethnicity,NA,NA
2016,06,28000,California,Fullerton city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,29000,California,Garden Grove city,All,all,NA,NA
2016,06,29000,California,Garden Grove city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,29000,California,Garden Grove city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,29000,California,Garden Grove city,Hispanic,race-ethnicity,NA,NA
2016,06,29000,California,Garden Grove city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,30000,California,Glendale city,All,all,NA,NA
2016,06,30000,California,Glendale city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,30000,California,Glendale city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,30000,California,Glendale city,Hispanic,race-ethnicity,NA,NA
2016,06,30000,California,Glendale city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,32548,California,Hawthorne city,All,all,NA,NA
2016,06,32548,California,Hawthorne city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,32548,California,Hawthorne city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,32548,California,Hawthorne city,Hispanic,race-ethnicity,NA,NA
2016,06,32548,California,Hawthorne city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,33000,California,Hayward city,All,all,NA,NA
2016,06,33000,California,Hayward city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,33000,California,Hayward city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,33000,California,Hayward city,Hispanic,race-ethnicity,NA,NA
2016,06,33000,California,Hayward city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,33182,California,Hemet city,All,all,NA,NA
2016,06,33182,California,Hemet city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,33182,California,Hemet city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,33182,California,Hemet city,Hispanic,race-ethnicity,NA,NA
2016,06,33182,California,Hemet city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,33434,California,Hesperia city,All,all,NA,NA
2016,06,33434,California,Hesperia city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,33434,California,Hesperia city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,33434,California,Hesperia city,Hispanic,race-ethnicity,NA,NA
2016,06,33434,California,Hesperia city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,36000,California,Huntington Beach city,All,all,NA,NA
2016,06,36000,California,Huntington Beach city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,36000,California,Huntington Beach city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,36000,California,Huntington Beach city,Hispanic,race-ethnicity,NA,NA
2016,06,36000,California,Huntington Beach city,"White, Non-Hispanic",race-ethnicity,NA,NA
2016,06,36448,California,Indio city,All,all,NA,NA
2016,06,36448,California,Indio city,Other Races and Ethnicities,race-ethnicity,NA,NA
2016,06,36448,California,Indio city,"Black, Non-Hispanic",race-ethnicity,NA,NA
2016,06,36448,California,Indio city,Hispanic,race-ethnicity,NA,NA
