year,state,county,subgroup_type,subgroup,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2018,01,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,029,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,029,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,029,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,029,all,All,NA,NA,NA,3
2018,01,031,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,031,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,031,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,031,race-ethnicity,"White, Non-Hispanic",0.324009324009324,0.22426120540932246,0.42375744260932546,3
2018,01,031,all,All,0.345074812967581,0.2561018934036076,0.43404773253155443,3
2018,01,033,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,033,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,033,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,033,race-ethnicity,"White, Non-Hispanic",0.42804428044280446,0.30524032202437423,0.5508482388612347,3
2018,01,033,all,All,0.39781947261663286,0.29007205866547237,0.5055668865677934,3
2018,01,035,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,035,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,035,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,035,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,035,all,All,NA,NA,NA,3
2018,01,037,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,037,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,037,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,037,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,037,all,All,NA,NA,NA,3
2018,01,039,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,039,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,039,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,039,race-ethnicity,"White, Non-Hispanic",0.324009324009324,0.22426120540932246,0.42375744260932546,3
2018,01,039,all,All,0.345074812967581,0.2561018934036076,0.43404773253155443,3
2018,01,041,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,041,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,041,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,041,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,041,all,All,NA,NA,NA,3
2018,01,043,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,043,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,043,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,043,race-ethnicity,"White, Non-Hispanic",0.25606585788561526,0.15483774871408784,0.35729396705714267,3
2018,01,043,all,All,0.24670571010248898,0.14865263626595482,0.34475878393902315,3
2018,01,045,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,045,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,045,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,045,race-ethnicity,"White, Non-Hispanic",0.379564606741573,0.29738828333976824,0.46174093014337775,3
2018,01,045,all,All,0.3889138240574507,0.3248932261831407,0.45293442193176064,3
2018,01,047,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,047,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,047,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,047,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,047,all,All,0.4160090191657272,0.29030911840571494,0.5417089199257394,3
2018,01,049,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,049,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,049,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,049,race-ethnicity,"White, Non-Hispanic",0.31253095591877167,0.20929125849824476,0.4157706533392986,3
2018,01,049,all,All,0.28135343876425156,0.17790464392831823,0.3848022336001849,3
2018,01,051,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,051,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,051,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,051,race-ethnicity,"White, Non-Hispanic",0.3990509059534081,0.2841000389281051,0.5140017729787111,3
2018,01,051,all,All,0.38792354474370117,0.2942973638423769,0.4815497256450254,3
2018,01,053,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,053,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,053,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,053,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,053,all,All,NA,NA,NA,3
2018,01,055,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,055,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,055,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,055,race-ethnicity,"White, Non-Hispanic",0.3510011778563015,0.2103050477456883,0.49169730796691474,3
2018,01,055,all,All,0.35873388042203985,0.24815257585170925,0.46931518499237046,1
2018,01,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,057,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,057,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,057,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,057,all,All,NA,NA,NA,3
2018,01,059,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,059,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,059,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,059,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,059,all,All,NA,NA,NA,3
2018,01,061,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,061,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,061,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,061,race-ethnicity,"White, Non-Hispanic",0.37956460674157305,0.2973882833397683,0.4617409301433778,3
2018,01,061,all,All,0.3889138240574506,0.32489322618314065,0.4529344219317606,3
2018,01,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,063,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,063,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,063,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,063,all,All,NA,NA,NA,3
2018,01,065,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,065,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,065,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,065,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,065,all,All,NA,NA,NA,3
2018,01,067,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,067,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,067,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,067,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,067,all,All,0.3889138240574506,0.32489322618314065,0.4529344219317606,3
2018,01,069,race-ethnicity,"Black, Non-Hispanic",0.422707423580786,0.2978795327357392,0.5475353144258328,3
2018,01,069,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,069,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,069,race-ethnicity,"White, Non-Hispanic",0.379564606741573,0.29738828333976824,0.46174093014337775,2
2018,01,069,all,All,0.3889138240574507,0.3248932261831407,0.45293442193176064,2
2018,01,071,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,071,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,071,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,071,race-ethnicity,"White, Non-Hispanic",0.31253095591877167,0.20929125849824476,0.4157706533392986,3
2018,01,071,all,All,0.28135343876425156,0.17790464392831823,0.3848022336001849,3
2018,01,073,race-ethnicity,"Black, Non-Hispanic",0.545440446650124,0.46300215337503925,0.6278787399252088,1
2018,01,073,race-ethnicity,Hispanic,0.37566988210075025,0.21028483624695463,0.5410549279545459,3
2018,01,073,race-ethnicity,Other Races and Ethnicities,0.45609065155807366,0.24444394229490346,0.6677373608212438,3
2018,01,073,race-ethnicity,"White, Non-Hispanic",0.5975025410193118,0.5263781648159793,0.6686269172226442,1
2018,01,073,all,All,0.5421894218942189,0.4911816160175449,0.593197227770893,1
2018,01,075,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,075,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,075,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,075,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,075,all,All,NA,NA,NA,3
2018,01,077,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,077,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,077,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,077,race-ethnicity,"White, Non-Hispanic",0.42804428044280446,0.30524032202437423,0.5508482388612347,3
2018,01,077,all,All,0.39781947261663286,0.2900720586654723,0.5055668865677934,3
2018,01,079,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,079,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,079,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,079,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,079,all,All,NA,NA,NA,3
2018,01,081,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,081,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,081,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,081,race-ethnicity,"White, Non-Hispanic",0.438474870017331,0.32536899695514354,0.5515807430795184,3
2018,01,081,all,All,0.46742623429739993,0.3614832640374176,0.5733692045573823,1
2018,01,083,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,083,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,083,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,083,race-ethnicity,"White, Non-Hispanic",0.3968206358728254,0.2813878895573687,0.5122533821882821,3
2018,01,083,all,All,0.3712460063897764,0.2687798622101183,0.4737121505694345,3
2018,01,085,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,085,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,085,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,085,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,085,all,All,NA,NA,NA,3
2018,01,087,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,087,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,087,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,087,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,087,all,All,NA,NA,NA,3
2018,01,089,race-ethnicity,"Black, Non-Hispanic",0.3048570381890534,0.18659339949682574,0.4231206768812811,3
2018,01,089,race-ethnicity,Hispanic,0.29956788918338917,0.1426632712327567,0.45647250713402165,3
2018,01,089,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,089,race-ethnicity,"White, Non-Hispanic",0.5023576587023245,0.4264326762123401,0.5782826411923089,1
2018,01,089,all,All,0.4228769649694024,0.36294356659448385,0.482810363344321,1
2018,01,091,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,091,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,091,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,091,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,091,all,All,NA,NA,NA,3
2018,01,093,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,093,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,093,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,093,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,093,all,All,NA,NA,NA,3
2018,01,095,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,095,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,095,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,095,race-ethnicity,"White, Non-Hispanic",0.4590508189836203,0.3369628736998085,0.5811387642674322,1
2018,01,095,all,All,0.3993637941006362,0.2932047142052503,0.5055228739960221,1
2018,01,097,race-ethnicity,"Black, Non-Hispanic",0.6487716105550501,0.5488355358600849,0.7487076852500152,1
2018,01,097,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,097,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,097,race-ethnicity,"White, Non-Hispanic",0.4107994657508109,0.3211780997192118,0.50042083178241,1
2018,01,097,all,All,0.5084380273767111,0.4425339023030719,0.5743421524503503,1
2018,01,099,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,099,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,099,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,099,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,099,all,All,NA,NA,NA,3
2018,01,101,race-ethnicity,"Black, Non-Hispanic",0.4057808764184491,0.3006945349595356,0.5108672178773627,1
2018,01,101,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,101,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,101,race-ethnicity,"White, Non-Hispanic",0.5101903050919637,0.4016584900364952,0.6187221201474323,3
2018,01,101,all,All,0.4338191490221506,0.35823761609024596,0.5094006819540552,1
2018,01,103,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,103,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,103,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,103,race-ethnicity,"White, Non-Hispanic",0.4776647501105705,0.3457069100968049,0.6096225901243362,3
2018,01,103,all,All,0.3754221875811899,0.273321131168232,0.4775232439941478,3
2018,01,105,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,105,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,105,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,105,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,105,all,All,NA,NA,NA,3
2018,01,107,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,107,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,107,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,107,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,107,all,All,NA,NA,NA,3
2018,01,109,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,109,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,109,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,109,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,109,all,All,NA,NA,NA,3
2018,01,111,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,111,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,111,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,111,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,111,all,All,NA,NA,NA,3
2018,01,113,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,113,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,113,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,113,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,113,all,All,0.3963080473031439,0.2830818183208186,0.5095342762854692,3
2018,01,115,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,115,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,115,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,115,race-ethnicity,"White, Non-Hispanic",0.2513458950201884,0.16196312688679632,0.34072866315358047,3
2018,01,115,all,All,0.2647668393782383,0.17977530112239168,0.3497583776340849,3
2018,01,117,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,117,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,117,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,117,race-ethnicity,"White, Non-Hispanic",0.5485534230879404,0.4481883192660332,0.6489185269098476,1
2018,01,117,all,All,0.49167005282405524,0.3964065327323284,0.5869335729157821,1
2018,01,119,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,119,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,119,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,119,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,119,all,All,NA,NA,NA,3
2018,01,121,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,121,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,121,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,121,race-ethnicity,"White, Non-Hispanic",0.35183189655172414,0.23166020041910718,0.4720035926843411,3
2018,01,121,all,All,0.38657407407407407,0.28830083846094634,0.4848473096872018,3
2018,01,123,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,123,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,123,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,123,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,123,all,All,NA,NA,NA,3
2018,01,125,race-ethnicity,"Black, Non-Hispanic",0.24603193466237444,0.11166110274678864,0.38040276657796024,3
2018,01,125,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,125,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,125,race-ethnicity,"White, Non-Hispanic",0.37577644330407756,0.26729038320021525,0.48426250340793986,3
2018,01,125,all,All,0.32810626390110176,0.24121272371757677,0.4149998040846268,1
2018,01,127,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,127,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,127,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,127,race-ethnicity,"White, Non-Hispanic",0.31426202321724706,0.20497147244107267,0.42355257399342144,3
2018,01,127,all,All,0.33219993199591974,0.232126155753617,0.4322737082382225,3
2018,01,129,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,129,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,129,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,129,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,129,all,All,NA,NA,NA,3
2018,01,131,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,131,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,131,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,131,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,131,all,All,NA,NA,NA,3
2018,01,133,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,01,133,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,133,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,133,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,01,133,all,All,NA,NA,NA,3
2018,02,013,race-ethnicity,Hispanic,NA,NA,NA,3
2018,02,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,02,013,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,02,013,all,All,NA,NA,NA,3
2018,02,016,race-ethnicity,Hispanic,NA,NA,NA,3
2018,02,016,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,02,016,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,02,016,all,All,NA,NA,NA,3
2018,02,020,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,02,020,race-ethnicity,Hispanic,NA,NA,NA,3
2018,02,020,race-ethnicity,Other Races and Ethnicities,0.25745738636363635,0.1262977224115224,0.38861705031575033,3
2018,02,020,race-ethnicity,"White, Non-Hispanic",0.44397163120567373,0.3141559390267848,0.5737873233845627,3
2018,02,020,all,All,0.3202690466951235,0.2368948605557252,0.40364323283452186,1
2018,02,050,race-ethnicity,Hispanic,NA,NA,NA,3
2018,02,050,race-ethnicity,Other Races and Ethnicities,0.5144107989784751,0.46147168054269155,0.5673499174142587,3
2018,02,050,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,02,050,all,All,0.5137346580946816,0.4554716963790925,0.5719976198102705,3
2018,02,060,race-ethnicity,Hispanic,NA,NA,NA,3
2018,02,060,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,02,060,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,02,060,all,All,NA,NA,NA,3
2018,02,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,02,063,race-ethnicity,Hispanic,NA,NA,NA,3
2018,02,063,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,02,063,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,02,063,all,All,NA,NA,NA,3
2018,02,066,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,02,066,race-ethnicity,Hispanic,NA,NA,NA,3
2018,02,066,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,02,066,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,02,066,all,All,NA,NA,NA,3
2018,02,068,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,02,068,race-ethnicity,Hispanic,NA,NA,NA,3
2018,02,068,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,02,068,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,02,068,all,All,NA,NA,NA,3
