year,state,place,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2017,01,0150000,race-ethnicity,"Black, Non-Hispanic",.80744165,.73832327,.87656003,1
2017,01,0150000,race-ethnicity,Hispanic,.7279256,.39375687,1.0620943,1
2017,01,0150000,race-ethnicity,"White, Non-Hispanic",.70088273,.62540311,.77636236,1
2017,01,0151000,all,All,.67622286,.57455617,.77788955,1
2017,01,0151000,gender,Female,.69263178,.58773279,.79753077,1
2017,01,0151000,gender,Male,.63416153,.52100307,.74732,1
2017,01,0151000,income,Economically Disadvantaged,.74298382,.63688534,.84908229,1
2017,01,0151000,income,Not Economically Disadvantaged,.51781803,.36541939,.67021668,1
2017,01,0151000,race-ethnicity,"Black, Non-Hispanic",.70607257,.63111264,.7810325,1
2017,01,0151000,race-ethnicity,Hispanic,.6900872,.38721186,.99296254,1
2017,01,0151000,race-ethnicity,"White, Non-Hispanic",.87242448,.67695594,1.067893,1
2017,01,0177256,all,All,.79646391,.6507498,.94217801,1
2017,01,0177256,gender,Female,.83212352,.6809544,.9832927,1
2017,01,0177256,gender,Male,.75269061,.5913564,.91402483,1
2017,01,0177256,income,Economically Disadvantaged,.80423641,.62259465,.98587811,2
2017,01,0177256,income,Not Economically Disadvantaged,.71546632,.53903532,.89189738,1
2017,01,0177256,race-ethnicity,"Black, Non-Hispanic",.80180705,.65556371,.94805038,1
2017,01,0177256,race-ethnicity,Hispanic,.7602154,.10662975,1.4138011,2
2017,01,0177256,race-ethnicity,"White, Non-Hispanic",.85347241,.72521377,.98173112,1
2017,02,0203000,all,All,,,,
2017,02,0203000,gender,Female,,,,
2017,02,0203000,gender,Male,,,,
2017,02,0203000,income,Economically Disadvantaged,,,,
2017,02,0203000,income,Not Economically Disadvantaged,,,,
2017,02,0203000,race-ethnicity,"Black, Non-Hispanic",,,,
2017,02,0203000,race-ethnicity,Hispanic,,,,
2017,02,0203000,race-ethnicity,"White, Non-Hispanic",,,,
2017,04,0404720,all,All,1.2414978,1.0171806,1.4658149,1
2017,04,0404720,gender,Female,1.2577291,1.0228072,1.492651,1
2017,04,0404720,gender,Male,1.1546701,.85862452,1.4507158,2
2017,04,0404720,income,Economically Disadvantaged,1.2797762,1.0494481,1.5101043,1
2017,04,0404720,income,Not Economically Disadvantaged,1.2750063,.86236864,1.6876439,1
2017,04,0404720,race-ethnicity,"Black, Non-Hispanic",1.2963253,.6443634,1.9482871,2
2017,04,0404720,race-ethnicity,Hispanic,1.3065091,1.1003487,1.5126696,1
2017,04,0404720,race-ethnicity,"White, Non-Hispanic",1.0717207,.70816749,1.4352739,1
2017,04,0407940,all,All,1.0074793,.73925382,1.2757047,1
2017,04,0407940,gender,Female,1.0082011,.73071587,1.2856863,1
2017,04,0407940,gender,Male,.98595309,.68800443,1.2839017,1
2017,04,0407940,income,Economically Disadvantaged,.941356,-.28667995,2.1693919,3
2017,04,0407940,income,Not Economically Disadvantaged,1.0253054,.0097587621,2.0408518,3
2017,04,0407940,race-ethnicity,"Black, Non-Hispanic",.83695215,.073853396,1.6000509,2
2017,04,0407940,race-ethnicity,Hispanic,1.0684228,.7923606,1.344485,1
2017,04,0407940,race-ethnicity,"White, Non-Hispanic",1.0297964,.70293069,1.3566619,1
2017,04,0412000,all,All,1.1039355,1.0028452,1.2050258,1
2017,04,0412000,gender,Female,1.0791547,.97152251,1.186787,1
2017,04,0412000,gender,Male,1.1199973,1.0107644,1.2292302,1
2017,04,0412000,income,Economically Disadvantaged,,,,
2017,04,0412000,income,Not Economically Disadvantaged,,,,
2017,04,0412000,race-ethnicity,"Black, Non-Hispanic",1.2921842,.87121773,1.7131507,2
2017,04,0412000,race-ethnicity,Hispanic,1.224493,1.0778506,1.3711355,1
2017,04,0412000,race-ethnicity,"White, Non-Hispanic",1.0099295,.92197901,1.0978801,1
2017,04,0423620,all,All,1.0917569,.88978773,1.2937261,1
2017,04,0423620,gender,Female,1.1368878,.92358518,1.3501904,1
2017,04,0423620,gender,Male,1.0547965,.82043016,1.2891628,2
2017,04,0423620,income,Economically Disadvantaged,,,,
2017,04,0423620,income,Not Economically Disadvantaged,,,,
2017,04,0423620,race-ethnicity,"Black, Non-Hispanic",,,,
2017,04,0423620,race-ethnicity,Hispanic,1.0447139,.74560511,1.3438226,1
2017,04,0423620,race-ethnicity,"White, Non-Hispanic",1.0734183,.88557434,1.2612622,1
2017,04,0427400,all,All,1.0582143,.92692578,1.1895027,1
2017,04,0427400,gender,Female,1.0281004,.89008737,1.1661134,1
2017,04,0427400,gender,Male,1.0779191,.93440157,1.2214366,1
2017,04,0427400,income,Economically Disadvantaged,1.1551347,.61043686,1.6998324,3
2017,04,0427400,income,Not Economically Disadvantaged,1.043992,.79893845,1.2890456,3
2017,04,0427400,race-ethnicity,"Black, Non-Hispanic",1.1811239,.56909615,1.7931515,2
2017,04,0427400,race-ethnicity,Hispanic,1.1802423,.96837753,1.392107,1
2017,04,0427400,race-ethnicity,"White, Non-Hispanic",1.0196689,.9154855,1.1238524,1
2017,04,0427820,all,All,1.1954684,1.0696387,1.3212981,1
2017,04,0427820,gender,Female,1.1915628,1.0601933,1.3229322,1
2017,04,0427820,gender,Male,1.1556635,.99050313,1.3208239,1
2017,04,0427820,income,Economically Disadvantaged,1.321093,1.164889,1.4772969,2
2017,04,0427820,income,Not Economically Disadvantaged,1.5381138,1.067337,2.0088904,2
2017,04,0427820,race-ethnicity,"Black, Non-Hispanic",1.1415451,.60672957,1.6763606,2
2017,04,0427820,race-ethnicity,Hispanic,1.2572051,1.1234733,1.390937,1
2017,04,0427820,race-ethnicity,"White, Non-Hispanic",1.1244247,.99417406,1.2546753,1
2017,04,0428380,all,All,,,,
2017,04,0428380,gender,Female,,,,
2017,04,0428380,gender,Male,,,,
2017,04,0428380,income,Economically Disadvantaged,,,,
2017,04,0428380,income,Not Economically Disadvantaged,,,,
2017,04,0428380,race-ethnicity,"Black, Non-Hispanic",,,,
2017,04,0428380,race-ethnicity,Hispanic,,,,
2017,04,0428380,race-ethnicity,"White, Non-Hispanic",,,,
2017,04,0446000,all,All,1.0414534,.95641756,1.1264892,1
2017,04,0446000,gender,Female,1.0221934,.93380183,1.110585,1
2017,04,0446000,gender,Male,1.0545267,.96057421,1.1484791,1
2017,04,0446000,income,Economically Disadvantaged,1.0520376,.91548598,1.1885892,2
2017,04,0446000,income,Not Economically Disadvantaged,1.0944985,.93938202,1.249615,2
2017,04,0446000,race-ethnicity,"Black, Non-Hispanic",1.1697983,.80919093,1.5304056,2
2017,04,0446000,race-ethnicity,Hispanic,1.1076345,1.0114317,1.2038374,1
2017,04,0446000,race-ethnicity,"White, Non-Hispanic",1.0266799,.94511598,1.1082438,1
2017,04,0454050,all,All,,,,
2017,04,0454050,gender,Female,,,,
2017,04,0454050,gender,Male,,,,
2017,04,0454050,income,Economically Disadvantaged,,,,
2017,04,0454050,income,Not Economically Disadvantaged,,,,
2017,04,0454050,race-ethnicity,"Black, Non-Hispanic",,,,
2017,04,0454050,race-ethnicity,Hispanic,,,,
2017,04,0454050,race-ethnicity,"White, Non-Hispanic",,,,
2017,04,0455000,all,All,1.100279,.92906159,1.2714964,1
2017,04,0455000,gender,Female,1.1090119,.92798358,1.2900401,1
2017,04,0455000,gender,Male,1.064504,.86468226,1.2643256,1
2017,04,0455000,income,Economically Disadvantaged,1.1108035,.77676487,1.4448422,2
2017,04,0455000,income,Not Economically Disadvantaged,1.1257278,.78351742,1.4679382,2
2017,04,0455000,race-ethnicity,"Black, Non-Hispanic",1.0453328,.36174881,1.7289166,2
2017,04,0455000,race-ethnicity,Hispanic,1.1060667,.9381634,1.2739701,1
2017,04,0455000,race-ethnicity,"White, Non-Hispanic",1.0926483,.93812805,1.2471685,1
2017,04,0465000,all,All,1.0788422,.89106917,1.2666153,1
2017,04,0465000,gender,Female,1.0702608,.87369967,1.2668219,1
2017,04,0465000,gender,Male,1.0869418,.88086843,1.2930152,1
2017,04,0465000,income,Economically Disadvantaged,1.3003581,-2.0426655,4.6433816,3
2017,04,0465000,income,Not Economically Disadvantaged,1.3333825,.26692361,2.3998413,3
2017,04,0465000,race-ethnicity,"Black, Non-Hispanic",1.2766068,.79821295,1.7550006,1
2017,04,0465000,race-ethnicity,Hispanic,1.1333189,.80276865,1.4638691,1
2017,04,0465000,race-ethnicity,"White, Non-Hispanic",1.0677609,.92356259,1.2119594,1
2017,04,0471510,all,All,1.069913,.94378239,1.1960436,1
2017,04,0471510,gender,Female,1.0837903,.95132351,1.2162571,1
2017,04,0471510,gender,Male,1.0571958,.919195,1.1951965,1
2017,04,0471510,income,Economically Disadvantaged,1.0398172,.87958813,1.2000463,1
2017,04,0471510,income,Not Economically Disadvantaged,1.0474226,.90953338,1.1853119,1
2017,04,0471510,race-ethnicity,"Black, Non-Hispanic",.99572974,.69045758,1.3010019,1
2017,04,0471510,race-ethnicity,Hispanic,1.1675165,1.0063351,1.3286978,1
2017,04,0471510,race-ethnicity,"White, Non-Hispanic",1.0204284,.90905076,1.131806,1
2017,04,0473000,all,All,1.09008,.94074005,1.2394199,1
2017,04,0473000,gender,Female,1.063704,.90787423,1.2195338,1
2017,04,0473000,gender,Male,1.1110001,.94661349,1.2753866,1
2017,04,0473000,income,Economically Disadvantaged,1.0226012,.83685869,1.2083439,2
2017,04,0473000,income,Not Economically Disadvantaged,.93660921,.64300531,1.2302132,2
2017,04,0473000,race-ethnicity,"Black, Non-Hispanic",1.1180803,.57384592,1.6623147,2
2017,04,0473000,race-ethnicity,Hispanic,1.1041504,.8514688,1.356832,2
2017,04,0473000,race-ethnicity,"White, Non-Hispanic",1.1694376,.905496,1.4333793,2
2017,04,0477000,all,All,1.1345824,.95127529,1.3178895,2
2017,04,0477000,gender,Female,1.1322511,.94006807,1.3244342,1
2017,04,0477000,gender,Male,1.1411952,.92739731,1.354993,2
2017,04,0477000,income,Economically Disadvantaged,1.0216945,.51898849,1.5244006,2
2017,04,0477000,income,Not Economically Disadvantaged,1.4504627,.95479369,1.9461318,2
2017,04,0477000,race-ethnicity,"Black, Non-Hispanic",1.2498008,.59839559,1.9012059,2
2017,04,0477000,race-ethnicity,Hispanic,1.1620946,1.0004078,1.3237814,2
2017,04,0477000,race-ethnicity,"White, Non-Hispanic",1.1866541,.91120678,1.4621015,2
2017,04,0485540,all,All,1.0327247,.82382411,1.2416253,1
2017,04,0485540,gender,Female,1.0022056,.78207386,1.2223374,1
2017,04,0485540,gender,Male,1.0597285,.83186626,1.2875906,1
2017,04,0485540,income,Economically Disadvantaged,1.0676847,.85702854,1.2783408,1
2017,04,0485540,income,Not Economically Disadvantaged,.98655361,.5503974,1.4227098,1
2017,04,0485540,race-ethnicity,"Black, Non-Hispanic",1.0891286,-.13165917,2.3099165,3
2017,04,0485540,race-ethnicity,Hispanic,1.0692022,.8913309,1.2470734,1
2017,04,0485540,race-ethnicity,"White, Non-Hispanic",1.0249999,.72025931,1.3297403,2
2017,05,0523290,all,All,.89648151,.71540576,1.0775573,1
2017,05,0523290,gender,Female,.93384963,.74659801,1.1211013,1
2017,05,0523290,gender,Male,.86227661,.66116786,1.0633854,1
2017,05,0523290,income,Economically Disadvantaged,.8382284,.58146006,1.0949967,1
2017,05,0523290,income,Not Economically Disadvantaged,.8636207,.67040998,1.0568315,1
2017,05,0523290,race-ethnicity,"Black, Non-Hispanic",.6332289,.2665849,.99987286,1
2017,05,0523290,race-ethnicity,Hispanic,.83158493,.46527341,1.1978965,1
2017,05,0523290,race-ethnicity,"White, Non-Hispanic",.95376128,.80601066,1.1015118,1
2017,05,0524550,all,All,1.0500624,.89025325,1.2098716,1
2017,05,0524550,gender,Female,1.0916036,.92653453,1.2566727,1
2017,05,0524550,gender,Male,1.0281856,.85045981,1.2059114,1
2017,05,0524550,income,Economically Disadvantaged,.93431067,.76946515,1.0991563,1
2017,05,0524550,income,Not Economically Disadvantaged,1.2269074,.98578793,1.4680269,1
2017,05,0524550,race-ethnicity,"Black, Non-Hispanic",.910483,.58575702,1.235209,1
2017,05,0524550,race-ethnicity,Hispanic,.95839882,.75692725,1.1598704,1
2017,05,0524550,race-ethnicity,"White, Non-Hispanic",1.175149,1.0176666,1.3326313,1
2017,05,0535710,all,All,.99228662,.70763141,1.2769419,1
2017,05,0535710,gender,Female,1.0393056,.74122214,1.337389,1
2017,05,0535710,gender,Male,.94814938,.63590533,1.2603934,1
2017,05,0535710,income,Economically Disadvantaged,1.0630839,.76151419,1.3646537,1
2017,05,0535710,income,Not Economically Disadvantaged,1.0387026,.6132859,1.4641192,1
2017,05,0535710,race-ethnicity,"Black, Non-Hispanic",.91702926,.66411257,1.1699461,1
2017,05,0535710,race-ethnicity,Hispanic,1.0341029,.4482758,1.61993,2
2017,05,0535710,race-ethnicity,"White, Non-Hispanic",1.0918585,.84391409,1.3398029,1
2017,05,0541000,all,All,.84009838,.72153878,.95865798,1
2017,05,0541000,gender,Female,.85729313,.73427093,.98031539,1
2017,05,0541000,gender,Male,.8186605,.68743515,.9498859,1
2017,05,0541000,income,Economically Disadvantaged,.86937451,.73649031,1.0022587,1
2017,05,0541000,income,Not Economically Disadvantaged,.72962326,.57958716,.87965941,1
2017,05,0541000,race-ethnicity,"Black, Non-Hispanic",.8908627,.78737438,.99435103,1
2017,05,0541000,race-ethnicity,Hispanic,.90328723,.62559426,1.1809802,1
2017,05,0541000,race-ethnicity,"White, Non-Hispanic",.86542183,.72418594,1.0066578,1
2017,05,0566080,all,All,.97905791,.86263984,1.095476,1
2017,05,0566080,gender,Female,.98803097,.85441947,1.1216425,1
2017,05,0566080,gender,Male,.96465254,.8374669,1.0918381,1
2017,05,0566080,income,Economically Disadvantaged,.94394177,.80856049,1.0793231,1
2017,05,0566080,income,Not Economically Disadvantaged,.81080848,.64910996,.972507,1
2017,05,0566080,race-ethnicity,"Black, Non-Hispanic",.74486727,.20356959,1.2861649,1
2017,05,0566080,race-ethnicity,Hispanic,.94757062,.82171893,1.0734223,1
2017,05,0566080,race-ethnicity,"White, Non-Hispanic",1.0427656,.92036831,1.1651629,1
2017,06,0600562,all,All,1.0466795,.86283296,1.2305261,1
2017,06,0600562,gender,Female,1.118726,.92581278,1.3116393,1
2017,06,0600562,gender,Male,.97841078,.77709699,1.1797246,1
2017,06,0600562,income,Economically Disadvantaged,1.0806656,.79322934,1.3681018,1
2017,06,0600562,income,Not Economically Disadvantaged,1.0727444,.89705318,1.2484355,1
2017,06,0600562,race-ethnicity,"Black, Non-Hispanic",1.0295129,.65794837,1.4010774,2
2017,06,0600562,race-ethnicity,Hispanic,1.0000544,.62892002,1.3711886,1
2017,06,0600562,race-ethnicity,"White, Non-Hispanic",1.0487405,.84080589,1.2566751,1
2017,06,0600884,all,All,1.2848969,1.1307364,1.4390574,1
2017,06,0600884,gender,Female,1.3155825,1.1544176,1.4767474,1
2017,06,0600884,gender,Male,1.2532432,1.0838517,1.4226347,1
2017,06,0600884,income,Economically Disadvantaged,1.2648008,1.1039549,1.4256467,1
2017,06,0600884,income,Not Economically Disadvantaged,1.2506301,1.0255704,1.4756899,1
2017,06,0600884,race-ethnicity,"Black, Non-Hispanic",,,,
2017,06,0600884,race-ethnicity,Hispanic,1.2505702,1.0794197,1.4217206,1
2017,06,0600884,race-ethnicity,"White, Non-Hispanic",1.1310343,.44353405,1.8185345,3
2017,06,0602000,all,All,.93655139,.79071492,1.0823878,1
2017,06,0602000,gender,Female,1.0087796,.85663968,1.1609197,1
2017,06,0602000,gender,Male,.8713873,.71076411,1.0320104,1
2017,06,0602000,income,Economically Disadvantaged,.94565862,.81305909,1.0782582,1
2017,06,0602000,income,Not Economically Disadvantaged,.68842542,.25185955,1.1249914,2
2017,06,0602000,race-ethnicity,"Black, Non-Hispanic",1.1844864,.37526289,1.9937098,3
2017,06,0602000,race-ethnicity,Hispanic,.97389346,.86081344,1.0869735,1
2017,06,0602000,race-ethnicity,"White, Non-Hispanic",.80882847,.33088359,1.2867733,2
2017,06,0602252,all,All,.99355137,.85156184,1.1355408,2
2017,06,0602252,gender,Female,1.0544459,.90585876,1.203033,2
2017,06,0602252,gender,Male,.93387145,.77799976,1.0897431,2
2017,06,0602252,income,Economically Disadvantaged,.97974318,.82609802,1.1333884,2
2017,06,0602252,income,Not Economically Disadvantaged,1.0561186,.86417204,1.2480651,2
2017,06,0602252,race-ethnicity,"Black, Non-Hispanic",.83554006,.63999414,1.031086,3
2017,06,0602252,race-ethnicity,Hispanic,1.0807942,.92454457,1.2370439,2
2017,06,0602252,race-ethnicity,"White, Non-Hispanic",1.0755894,.81436878,1.3368101,3
2017,06,0602364,all,All,.95998055,.80097365,1.1189874,1
2017,06,0602364,gender,Female,.97701836,.81212515,1.1419116,1
2017,06,0602364,gender,Male,.93791139,.76171851,1.1141043,1
2017,06,0602364,income,Economically Disadvantaged,.95839435,.79097432,1.1258143,1
2017,06,0602364,income,Not Economically Disadvantaged,.9386127,.71150512,1.1657202,1
2017,06,0602364,race-ethnicity,"Black, Non-Hispanic",.98862129,.64671105,1.3305315,1
2017,06,0602364,race-ethnicity,Hispanic,.95345044,.78253889,1.124362,1
2017,06,0602364,race-ethnicity,"White, Non-Hispanic",.98913461,.82550609,1.1527631,1
2017,06,0603526,all,All,1.1727148,1.0041375,1.3412921,1
2017,06,0603526,gender,Female,1.2229882,1.0479401,1.3980364,1
2017,06,0603526,gender,Male,1.117198,.93067348,1.3037226,1
2017,06,0603526,income,Economically Disadvantaged,1.2028415,1.0226438,1.3830391,1
2017,06,0603526,income,Not Economically Disadvantaged,1.252005,.99988747,1.5041225,1
2017,06,0603526,race-ethnicity,"Black, Non-Hispanic",1.1607953,.84139591,1.4801948,1
2017,06,0603526,race-ethnicity,Hispanic,1.2054796,1.0599701,1.3509891,1
2017,06,0603526,race-ethnicity,"White, Non-Hispanic",1.1049685,.88218862,1.3277485,1
2017,06,0604982,all,All,1.1626883,.99429607,1.3310804,1
2017,06,0604982,gender,Female,1.1635405,.98420841,1.3428726,1
2017,06,0604982,gender,Male,1.1604618,.97843403,1.3424896,1
2017,06,0604982,income,Economically Disadvantaged,1.166278,.98691028,1.3456458,1
2017,06,0604982,income,Not Economically Disadvantaged,1.197812,.96257329,1.4330506,1
2017,06,0604982,race-ethnicity,"Black, Non-Hispanic",.99331379,.68788344,1.2987441,1
2017,06,0604982,race-ethnicity,Hispanic,1.2034726,1.0519954,1.3549498,1
2017,06,0604982,race-ethnicity,"White, Non-Hispanic",1.0447956,.70537418,1.3842171,1
2017,06,0606000,all,All,1.2620597,.73063672,1.7934827,3
2017,06,0606000,gender,Female,1.2392036,.68072796,1.7976792,3
2017,06,0606000,gender,Male,1.2292647,.64741802,1.8111115,3
2017,06,0606000,income,Economically Disadvantaged,1.0685353,.34001216,1.7970585,3
2017,06,0606000,income,Not Economically Disadvantaged,1.389207,.84264058,1.9357734,3
2017,06,0606000,race-ethnicity,"Black, Non-Hispanic",1.0334383,.23391786,1.8329588,3
2017,06,0606000,race-ethnicity,Hispanic,1.3927799,.52682233,2.2587376,3
2017,06,0606000,race-ethnicity,"White, Non-Hispanic",1.4101189,.86046529,1.9597726,3
2017,06,0608786,all,All,.98042285,.77607453,1.1847712,1
2017,06,0608786,gender,Female,1.0776455,.86600631,1.2892847,1
2017,06,0608786,gender,Male,.87588668,.64924937,1.1025239,1
2017,06,0608786,income,Economically Disadvantaged,1.0560465,.84092462,1.2711682,1
2017,06,0608786,income,Not Economically Disadvantaged,.89017695,.59682965,1.1835241,1
2017,06,0608786,race-ethnicity,"Black, Non-Hispanic",1.2782903,-.69832927,3.2549098,3
2017,06,0608786,race-ethnicity,Hispanic,1.0653359,.87408805,1.2565837,1
2017,06,0608786,race-ethnicity,"White, Non-Hispanic",.82488835,.44501171,1.2047651,1
2017,06,0608954,all,All,.94087148,.78420258,1.0975404,1
2017,06,0608954,gender,Female,.9956376,.83503813,1.1562371,1
2017,06,0608954,gender,Male,.88086993,.70525473,1.0564851,1
2017,06,0608954,income,Economically Disadvantaged,.96125495,.7476275,1.1748824,1
2017,06,0608954,income,Not Economically Disadvantaged,.9280898,.76625234,1.0899272,1
2017,06,0608954,race-ethnicity,"Black, Non-Hispanic",1.0577643,.42078307,1.6947455,3
2017,06,0608954,race-ethnicity,Hispanic,.94610631,.75994295,1.1322697,1
2017,06,0608954,race-ethnicity,"White, Non-Hispanic",.93565941,.78635126,1.0849676,1
2017,06,0611194,all,All,1.0438484,.87259477,1.215102,1
2017,06,0611194,gender,Female,1.15302,.96675551,1.3392845,1
2017,06,0611194,gender,Male,.95365804,.77194107,1.135375,1
2017,06,0611194,income,Economically Disadvantaged,1.2494483,.94586474,1.5530318,1
2017,06,0611194,income,Not Economically Disadvantaged,1.0073134,.85149527,1.1631315,1
2017,06,0611194,race-ethnicity,"Black, Non-Hispanic",,,,
2017,06,0611194,race-ethnicity,Hispanic,1.1778216,.94189674,1.4137465,1
2017,06,0611194,race-ethnicity,"White, Non-Hispanic",1.0004706,.85366625,1.147275,1
2017,06,0611530,all,All,,,,
2017,06,0611530,gender,Female,,,,
2017,06,0611530,gender,Male,,,,
2017,06,0611530,income,Economically Disadvantaged,,,,
2017,06,0611530,income,Not Economically Disadvantaged,,,,
2017,06,0611530,race-ethnicity,"Black, Non-Hispanic",,,,
2017,06,0611530,race-ethnicity,Hispanic,,,,
2017,06,0611530,race-ethnicity,"White, Non-Hispanic",,,,
2017,06,0613014,all,All,1.2907281,1.1242777,1.4571785,1
2017,06,0613014,gender,Female,1.4097521,1.1892109,1.6302934,2
2017,06,0613014,gender,Male,1.1965553,1.0092647,1.3838458,1
2017,06,0613014,income,Economically Disadvantaged,1.296013,1.0321459,1.5598801,2
2017,06,0613014,income,Not Economically Disadvantaged,1.1836561,.99291295,1.3743992,1
2017,06,0613014,race-ethnicity,"Black, Non-Hispanic",1.2483745,.59096813,1.9057808,3
2017,06,0613014,race-ethnicity,Hispanic,1.4333595,1.1201006,1.7466184,2
2017,06,0613014,race-ethnicity,"White, Non-Hispanic",1.2252134,1.0849702,1.3654566,1
2017,06,0613210,all,All,.96211368,.85221392,1.0720135,1
2017,06,0613210,gender,Female,1.0700841,.95166856,1.1884997,1
2017,06,0613210,gender,Male,.86692423,.74939209,.98445636,1
2017,06,0613210,income,Economically Disadvantaged,.99878204,.86310738,1.1344568,1
2017,06,0613210,income,Not Economically Disadvantaged,.94199818,.81858081,1.0654155,1
2017,06,0613210,race-ethnicity,"Black, Non-Hispanic",.81700814,.41022804,1.2237883,1
2017,06,0613210,race-ethnicity,Hispanic,.99913126,.89437723,1.1038853,1
2017,06,0613210,race-ethnicity,"White, Non-Hispanic",.89514542,.72794634,1.0623446,1
2017,06,0613214,all,All,,,,
2017,06,0613214,gender,Female,,,,
2017,06,0613214,gender,Male,,,,
2017,06,0613214,income,Economically Disadvantaged,,,,
2017,06,0613214,income,Not Economically Disadvantaged,,,,
2017,06,0613214,race-ethnicity,"Black, Non-Hispanic",,,,
2017,06,0613214,race-ethnicity,Hispanic,,,,
2017,06,0613214,race-ethnicity,"White, Non-Hispanic",,,,
2017,06,0613392,all,All,1.048663,.96898621,1.1283399,1
2017,06,0613392,gender,Female,1.092823,1.0109771,1.1746689,1
2017,06,0613392,gender,Male,1.0052402,.9161405,1.0943398,1
2017,06,0613392,income,Economically Disadvantaged,1.0269266,.92945921,1.1243941,1
2017,06,0613392,income,Not Economically Disadvantaged,1.072859,.98252714,1.163191,1
2017,06,0613392,race-ethnicity,"Black, Non-Hispanic",.91254187,.64618182,1.1789019,1
2017,06,0613392,race-ethnicity,Hispanic,1.0401945,.97141045,1.1089786,1
2017,06,0613392,race-ethnicity,"White, Non-Hispanic",1.1441696,.98447007,1.3038691,1
2017,06,0613588,all,All,,,,
2017,06,0613588,gender,Female,,,,
2017,06,0613588,gender,Male,,,,
2017,06,0613588,income,Economically Disadvantaged,,,,
2017,06,0613588,income,Not Economically Disadvantaged,,,,
2017,06,0613588,race-ethnicity,"Black, Non-Hispanic",,,,
2017,06,0613588,race-ethnicity,Hispanic,,,,
2017,06,0613588,race-ethnicity,"White, Non-Hispanic",,,,
2017,06,0614218,all,All,1.1255575,1.034844,1.216271,1
2017,06,0614218,gender,Female,1.2028708,1.1085324,1.2972093,1
2017,06,0614218,gender,Male,1.0545552,.95436788,1.1547425,1
2017,06,0614218,income,Economically Disadvantaged,1.1466812,1.0255054,1.267857,1
2017,06,0614218,income,Not Economically Disadvantaged,1.066136,.97094923,1.1613227,1
2017,06,0614218,race-ethnicity,"Black, Non-Hispanic",1.1000241,.72463977,1.4754084,2
2017,06,0614218,race-ethnicity,Hispanic,1.1628977,1.0549276,1.2708678,1
2017,06,0614218,race-ethnicity,"White, Non-Hispanic",1.0396799,.94783717,1.1315225,1
2017,06,0615044,all,All,.9584983,.84202373,1.0749729,1
