year,state,place,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2018,06,57456,.94912583,.73757231,1.1606793,1
2018,06,57792,.91975939,.74476451,1.0947542,1
2018,06,58072,1.0269407,.8872388,1.1666425,1
2018,06,59444,1.0318688,.87422305,1.1895146,1
2018,06,59451,1.1418272,.83684695,1.4468076,1
2018,06,59920,1.0117639,.61116207,1.4123657,1
2018,06,60102,1.2609981,1.0480522,1.4739441,2
2018,06,60466,.82805383,.69660676,.95950091,1
2018,06,60620,.96086901,.83874017,1.0829978,1
2018,06,62000,1.0151173,.89939296,1.1308416,1
2018,06,62938,.9309271,.74317557,1.1186787,1
2018,06,64000,1.1516588,1.0106874,1.2926302,1
2018,06,64224,1.3056078,1.0901979,1.5210177,1
2018,06,65000,1.2333243,1.1392035,1.327445,1
2018,06,65042,.99175429,.82874298,1.1547656,1
2018,06,66000,.87890959,.79597545,.96184373,1
2018,06,67000,.97714961,.84437042,1.1099287,2
2018,06,68000,1.0558474,.87203723,1.2396576,1
2018,06,68084,.97906178,.74213916,1.2159843,1
2018,06,68196,1.0090219,.86350399,1.1545397,1
2018,06,68252,,,,
2018,06,68378,,,,
2018,06,69000,1.0014719,.91084456,1.0920992,1
2018,06,69070,1.2622051,.92538148,1.5990288,1
2018,06,69084,.9514789,.77287203,1.1300858,1
2018,06,69088,.91174763,.77169871,1.0517966,1
2018,06,69196,1.2261735,1.0534731,1.398874,1
2018,06,70000,.81862789,.60013628,1.0371195,1
2018,06,70098,1.0929039,.57761294,1.6081947,2
2018,06,72016,.80007273,.62810749,.97203797,1
2018,06,73080,,,,
2018,06,75000,1.2716072,1.1454188,1.3977957,1
2018,06,77000,.89790517,.7180472,1.0777631,2
2018,06,78120,.85722452,.6947276,1.0197215,2
2018,06,78582,.91427332,.75523567,1.073311,1
2018,06,80000,.89560741,.74912411,1.0420908,1
2018,06,80238,1.0405436,.77662873,1.3044584,1
2018,06,80854,.95549691,.81333017,1.0976636,1
2018,06,81344,1.0057962,.79898846,1.2126039,1
2018,06,81554,.95135534,.75276208,1.1499486,1
2018,06,81666,.9916172,.80693412,1.1763003,1
2018,06,82590,1.0255469,.8828401,1.1682538,1
2018,06,82954,1.2557966,1.1303142,1.3812789,1
2018,06,82996,1.016571,.87311548,1.1600267,1
2018,06,84200,.94633716,.72694892,1.1657255,1
2018,06,84550,1.0011218,.81334537,1.1888982,1
2018,06,85292,1.0712328,.81531423,1.3271514,1
2018,08,03455,,,,
2018,08,04000,1.0966041,.84925056,1.3439577,3
2018,08,07850,,,,
2018,08,12815,,,,
2018,08,16000,.87523252,.27248821,1.4779769,3
2018,08,20000,1.1007682,.90943158,1.2921047,3
2018,08,27425,1.0417364,.75090474,1.332568,3
2018,08,32155,.82248187,.49647349,1.1484902,3
2018,08,43000,,,,
2018,08,45970,.31539813,-.25887758,.88967383,3
2018,08,46465,,,,
2018,08,62000,.85842139,.43132403,1.2855188,3
2018,08,77290,1.1805834,.9444043,1.4167624,3
2018,08,83835,.83219153,.34746239,1.3169206,3
2018,09,08000,1.1979789,1.0559338,1.3400239,1
2018,09,18430,.79183269,.48616058,1.0975047,3
2018,09,37000,.94719476,.79754305,1.0968465,1
2018,09,52000,1.0862881,.934708,1.2378682,1
2018,09,55990,.621418,.15269634,1.0901396,3
2018,09,73000,1.0644602,.66248572,1.4664346,3
2018,09,80000,.8088392,.64306694,.97461146,1
2018,11,50000,.88660681,.82028037,.95293325,1
2018,12,07300,1.2618878,.69177139,1.8320042,1
2018,12,07875,,,,
2018,12,10275,,,,
2018,12,12875,,,,
2018,12,14400,,,,
2018,12,16475,,,,
2018,12,16725,,,,
2018,12,17200,,,,
2018,12,17935,,,,
2018,12,24000,.87692529,.84453255,.90931803,1
2018,12,24125,.81792814,.76193219,.87392408,1
2018,12,25175,.86532426,.74831045,.98233813,1
2018,12,30000,,,,
2018,12,32000,,,,
2018,12,32275,,,,
2018,12,35000,.73765951,.69008499,.78523403,1
2018,12,36950,.72498125,.65773326,.79222924,1
2018,12,38250,,,,
2018,12,39425,.79005754,.73610514,.84400994,1
2018,12,43975,,,,
2018,12,45000,.87808776,.84969991,.9064756,1
2018,12,45025,,,,
2018,12,45060,,,,
2018,12,45975,,,,
2018,12,49675,,,,
2018,12,53000,.7527498,.71474415,.79075545,1
2018,12,54000,,,,
2018,12,54200,,,,
2018,12,55775,,,,
2018,12,57425,,,,
2018,12,58050,,,,
2018,12,58715,,,,
2018,12,63000,,,,
2018,12,69700,,,,
2018,12,70600,.78503156,.68795192,.88211119,1
2018,12,71000,.75766921,.72047603,.79486239,1
2018,12,76600,.88328832,.8447693,.92180735,1
2018,13,03440,.8590827,.70812386,1.0100416,1
2018,13,04000,.86715299,.80467892,.92962712,1
2018,13,04204,.9404375,.84324527,1.0376297,1
2018,13,19000,.99598002,.90063727,1.0913228,1
2018,13,42425,,,,
2018,13,49008,.92506927,.81649286,1.0336457,1
2018,13,67284,,,,
2018,13,68516,,,,
2018,13,69000,.79359144,.70317799,.88400489,1
2018,13,72122,,,,
2018,13,80508,,,,
2018,15,71550,,,,
2018,16,08830,.86668158,.73747361,.99588954,1
2018,16,52120,1.1122741,1.0051192,1.2194289,1
2018,16,56260,1.1902695,1.025215,1.3553239,1
2018,17,02154,.84451985,.66052449,1.0285152,1
2018,17,03012,1.07109,.94995248,1.1922276,1
2018,17,06613,.57612854,.34196979,.8102873,1
2018,17,12385,.75720316,.58277869,.93162763,1
2018,17,14000,.99397022,.96015006,1.0277904,2
2018,17,14351,1.1410712,1.0150067,1.2671357,1
2018,17,23074,.9380278,.85370493,1.0223507,1
2018,17,24582,,,,
2018,17,38570,1.028803,.88102478,1.176581,1
2018,17,51622,1.2096773,1.0787027,1.340652,1
2018,17,59000,1.0110366,.76755047,1.2545228,1
2018,17,65000,.73395431,.63105977,.83684886,1
2018,17,68003,1.10456,.9869312,1.2221888,1
2018,17,72000,.93345815,.79662424,1.070292,1
2018,17,79293,.85195613,.7213285,.98258376,1
2018,18,05860,1.1285694,.96536428,1.2917745,1
2018,18,10342,1.044583,.91701353,1.1721524,1
2018,18,22000,.96378082,.85328799,1.0742737,1
2018,18,23278,.97259212,.86225426,1.08293,1
2018,18,25000,.76728034,.63820398,.89635664,1
2018,18,31000,.93254459,.78949136,1.0755978,1
2018,18,36003,,,,
2018,18,71000,.82515156,.69836915,.95193398,1
2018,19,12000,.95527476,.79543829,1.1151112,1
2018,19,19000,.95633733,.81902963,1.093645,1
2018,19,21000,.86944795,.76010835,.97878748,1
2018,19,73335,.82281452,.63516074,1.0104684,1
2018,20,36000,1.0541389,.83873087,1.269547,1
2018,20,38900,.82473201,.60046405,1.049,1
2018,20,52575,.84913462,.72116095,.9771083,1
2018,20,53775,.68466026,.5360477,.83327281,1
2018,20,71000,1.0438744,.80207711,1.2856716,1
2018,20,79000,1.0023983,.89902991,1.1057665,1
2018,21,46027,.86589396,.78384596,.94794196,1
2018,21,48006,.76715446,.7130726,.82123631,1
2018,22,05000,.88801354,.79404294,.98198414,1
2018,22,40735,.83842003,.74506128,.93177879,1
2018,22,41155,.99235427,.89245176,1.0922568,1
2018,22,55000,1.0142965,.93666553,1.0919275,1
2018,22,70000,.90334117,.82018888,.98649347,1
2018,24,04000,.9021427,.81920165,.98508382,2
2018,24,30325,1.0700446,.95404279,1.1860465,2
2018,25,07000,,,,
2018,25,09000,.92672676,.79081279,1.0626407,1
2018,25,11000,1.0199269,.81024873,1.2296051,1
2018,25,23000,.74389702,.58236122,.90543282,1
2018,25,34550,,,,
2018,25,37000,.82963353,.68374735,.97551972,1
2018,25,37490,.84708077,.69986373,.9942978,1
2018,25,45000,.62049127,.4272874,.81369513,2
2018,25,45560,,,,
2018,25,55745,1.0311475,.84024686,1.222048,1
2018,25,62535,.90965641,.59720981,1.222103,3
2018,25,67000,.67964333,.56922501,.79006165,1
2018,25,82000,.90297318,.77995557,1.0259908,2
2018,26,03000,1.1728971,1.049317,1.2964772,1
2018,26,21000,.78974032,.64737433,.93210632,1
2018,26,22000,1.1096056,1.0534787,1.1657324,1
2018,26,27440,,,,
2018,26,29000,.88766658,.5655756,1.2097576,1
2018,26,34000,1.0159521,.82547462,1.2064296,1
2018,26,46000,.75907743,.54255795,.9755969,1
2018,26,49000,1.0564046,.88537717,1.227432,1
2018,26,69035,,,,
2018,26,74900,.9934302,.83800685,1.1488535,1
2018,26,76460,1.1915179,1.0907543,1.2922816,1
2018,26,80700,1.0205221,.87448502,1.1665592,1
2018,26,84000,1.1247455,.92954963,1.3199414,1
2018,26,86000,.96064657,.8137033,1.1075898,1
2018,26,88940,.95112991,.68101227,1.2212477,1
2018,27,06616,.74822521,.5898298,.90662062,1
2018,27,07966,,,,
2018,27,17000,.95875728,.79238147,1.125133,1
2018,27,43000,1.0069197,.90743399,1.1064054,1
2018,27,51730,,,,
2018,27,54880,.794074,.66764611,.92050189,1
2018,27,58000,,,,
2018,27,71428,.78520918,-.60022157,2.17064,3
2018,28,36000,.77289945,.67174459,.87405431,1
2018,29,15670,.99286401,.86861485,1.1171131,1
2018,29,35000,.90469944,.74275512,1.0666438,1
2018,29,38000,.95663333,.82003027,1.0932363,1
2018,29,41348,,,,
2018,29,54074,,,,
2018,29,65000,,,,
2018,29,70000,1.0751922,.97088152,1.179503,1
2018,30,06550,.71867073,.25319919,1.1841422,2
2018,31,28000,.84197348,.75817847,.92576849,1
2018,31,37000,.78324062,.68850607,.87797523,1
2018,32,31900,,,,
2018,32,40000,.96628588,.91418177,1.0183901,2
2018,32,51800,,,,
2018,32,60600,1.0621357,.99138933,1.132882,1
2018,32,68400,,,,
2018,33,45140,,,,
2018,33,50260,.95569456,.49935618,1.412033,3
2018,34,13690,.78473109,.61032414,.95913804,1
2018,34,21000,1.0877992,.97221118,1.2033871,1
2018,34,36000,.99603027,.89234245,1.0997181,1
2018,34,51000,1.0323402,.95215791,1.1125225,1
2018,34,57000,.96159625,.85593438,1.0672581,1
2018,34,74000,.91485143,.76203817,1.0676647,1
2018,35,02000,1.0141897,.91427583,1.1141037,2
2018,35,39380,.97796571,.77956146,1.17637,2
2018,35,63460,1.0090533,.77551854,1.2425882,2
2018,35,70500,1.0803474,.79116583,1.369529,2
2018,36,01000,,,,
2018,36,11000,,,,
2018,36,50617,,,,
2018,36,51000,,,,
2018,36,63000,,,,
2018,36,73000,,,,
2018,36,84000,,,,
2018,37,02140,.77822566,.65446699,.90198439,1
2018,37,10740,.85468477,.81454802,.89482152,1
2018,37,12000,.81223786,.77104926,.85342646,1
2018,37,14100,.85365784,.7657029,.94161278,1
2018,37,19000,.89813948,.81242824,.98385072,1
2018,37,22920,.79215068,.71736836,.86693299,1
2018,37,25580,.90113515,.81018877,.99208152,1
2018,37,28000,.88619047,.82698739,.94539356,1
2018,37,28080,.89980918,.79139328,1.0082251,1
2018,37,31400,,,,
2018,37,55000,,,,
2018,37,74440,.84628052,.74662977,.94593126,1
2018,37,75000,,,,
2018,38,25700,1.0107954,.8349666,1.1866242,1
2018,39,01000,.52114379,.30114233,.74114519,1
2018,39,15000,.82662004,.58560234,1.0676378,1
2018,39,16000,.89707488,.77782339,1.0163264,1
2018,39,18000,.76871407,.64159542,.89583272,1
2018,39,21000,.98387277,.71680593,1.2509396,1
2018,39,61000,.79121715,.58051711,1.0019172,1
2018,39,77000,.91147983,.73782057,1.0851392,1
2018,40,09050,.69328332,.56867325,.81789339,1
2018,40,23200,.81764847,.67305398,.96224302,1
2018,40,41850,.90988827,.69342625,1.1263503,1
2018,40,52500,.82226664,.63531733,1.009216,1
2018,40,55000,.97771829,.85857898,1.0968577,1
2018,40,75000,.96125281,.84506202,1.0774436,1
2018,41,05350,.90694302,.79726654,1.0166196,1
2018,41,05800,.84886563,.47135434,1.2263769,3
2018,41,23850,.97163051,.55329341,1.3899677,2
2018,41,31250,1.1600912,.95194161,1.3682407,1
2018,41,34100,.89150423,.73691779,1.0460907,1
2018,41,47000,1.2236254,1.0344542,1.4127966,1
2018,41,59000,1.2040238,.81417614,1.5938715,2
2018,41,64900,.99776667,.88652992,1.1090034,1
2018,42,02000,.91963536,.62267494,1.2165956,2
2018,42,06088,.8534739,.72048694,.98646086,1
2018,42,24000,.91790336,.71008199,1.1257247,1
2018,42,60000,.95733476,.91938472,.9952848,1
2018,42,61000,.8745212,.65694851,1.0920939,1
2018,42,63624,.72983873,.53075236,.9289251,1
2018,42,69000,.89783132,.73158002,1.0640826,1
2018,44,19180,.74892056,.58700264,.91083848,1
2018,44,54640,.70530516,.54104131,.869569,1
2018,44,59000,.70972413,.6040777,.81537056,1
2018,44,74300,.7458874,.55263978,.93913502,1
2018,45,13330,.99677253,.92024499,1.0733001,1
2018,45,16000,.96936399,.86640334,1.0723246,1
2018,45,48535,,,,
2018,45,50875,,,,
2018,46,59020,.88952154,.7454223,1.0336207,1
2018,47,14000,1.0482785,.96735495,1.129202,1
2018,47,15160,.91852427,.82751727,1.0095313,1
2018,47,27740,.93908995,.8342061,1.0439738,1
2018,47,40000,1.0361289,.96677208,1.1054857,1
2018,47,48000,.96719664,.91697347,1.0174198,1
2018,47,51560,.98608315,.87954015,1.0926262,1
2018,47,52006,.97526532,.89446312,1.0560675,1
2018,48,01000,.68303788,.39604795,.9700278,2
2018,48,01924,.90188372,.65327954,1.1504878,2
2018,48,03000,.71020597,.48648778,.93392414,2
2018,48,04000,.89869666,.77945662,1.0179367,2
2018,48,05000,.81684756,.67165875,.96203643,2
2018,48,06128,.79767424,.59220481,1.0031437,2
2018,48,07000,.73972958,.51370442,.96575475,2
2018,48,10768,.79870027,.66084194,.9365586,2
2018,48,10912,.55447608,.313593,.79535913,2
2018,48,13024,.79769433,.61336213,.98202652,2
2018,48,13552,,,,
2018,48,15976,.92749923,.65792263,1.1970758,2
2018,48,16432,.77164668,.64653814,.89675522,2
2018,48,17000,.75581127,.48919782,1.0224247,2
2018,48,19000,.85317898,.76775765,.9386003,2
2018,48,19972,.844446,.66275364,1.0261384,2
2018,48,22660,.77619648,.62009239,.93230057,2
2018,48,24000,.7682299,.60742611,.9290337,2
2018,48,26232,.85944337,.72841728,.99046946,2
2018,48,27000,.79790139,.65429276,.94151008,2
2018,48,27684,.97596723,.85159856,1.100336,2
2018,48,29000,.78956139,.66401172,.91511106,2
2018,48,30464,.90569395,.73055249,1.0808353,2
2018,48,35000,.8918429,.7857995,.9978863,2
2018,48,37000,.85282582,.69024402,1.0154076,2
2018,48,39148,.70794547,.55267233,.86321861,2
2018,48,41464,.97186124,.80324954,1.1404729,2
2018,48,41980,.78640485,.63304257,.93976712,2
2018,48,42508,.85944337,.72841728,.99046946,2
2018,48,43888,.95888323,.53312814,1.3846382,2
2018,48,45000,.71712261,.47074106,.9635042,2
2018,48,45384,.90770882,.70162135,1.1137964,2
2018,48,45744,.96862173,.78011072,1.1571327,2
2018,48,47892,.76725078,.62042153,.91408002,2
2018,48,48072,.73505539,.50068963,.96942115,2
2018,48,48768,.87834257,.62023419,1.1364509,2
2018,48,50820,.78377342,.54355389,1.0239929,2
2018,48,53388,.70051342,.53138679,.86964005,2
2018,48,56000,.90283114,.7704767,1.0351856,2
2018,48,56348,.92292261,.71222961,1.1336156,2
2018,48,57200,.70512682,.49666515,.91358846,2
2018,48,58016,.91127408,.77986431,1.0426838,2
2018,48,61796,.94820637,.78979063,1.1066221,2
2018,48,63500,.87280744,.73934406,1.0062709,2
2018,48,64472,.60540432,.31261626,.89819241,2
2018,48,65000,.87180847,.71296066,1.0306563,2
2018,48,70808,.82247239,.71249843,.93244636,2
2018,48,72176,.7800175,.44085407,1.1191809,2
2018,48,74144,.86873531,.60504264,1.1324279,2
2018,48,76000,.9129436,.47092378,1.3549634,2
2018,48,79000,.71451491,.39402062,1.0350093,2
2018,49,43660,,,,
2018,49,44320,,,,
2018,49,55980,.86668617,.74450374,.98886865,1
2018,49,57300,,,,
2018,49,62470,.88665271,.48821813,1.2850873,3
2018,49,65330,.98989493,.88261515,1.0971748,3
2018,49,67000,1.0247241,.94571126,1.1037371,1
2018,49,67440,1.0356517,.94007075,1.1312326,2
2018,49,70850,,,,
2018,49,82950,.99374563,.91916203,1.0683292,2
2018,49,83470,,,,
2018,51,01000,.67110932,.52866942,.81354922,1
2018,51,16000,.86966515,.78564137,.95368892,1
2018,51,35000,.89359748,.7749216,1.0122733,1
2018,51,47672,.71726817,.53198326,.90255308,1
2018,51,56000,.63569653,.53429878,.73709428,1
2018,51,57000,.76735812,.66943067,.86528558,1
2018,51,64000,.65525848,.51446694,.79605001,1
2018,51,67000,.52656406,.41649675,.63663137,1
2018,51,68000,.70666289,.56167763,.85164809,1
2018,51,76432,.84123892,.70078278,.98169506,1
2018,51,82000,.82583803,.76257789,.88909817,1
2018,53,03180,.57566696,.39739659,.7539373,2
2018,53,05210,.93666667,.71384394,1.1594894,2
2018,53,05280,.9076643,.53270507,1.2826235,2
2018,53,22640,1.0585431,.90037078,1.2167155,1
2018,53,23515,.80795527,.5850752,1.0308354,3
2018,53,35275,.86113113,.46412411,1.2581381,3
2018,53,35415,.83107048,.68313444,.97900653,2
2018,53,35940,,,,
2018,53,53545,1.1078715,.93361992,1.2821232,3
2018,53,57745,.82297641,.64219451,1.0037583,1
2018,53,63000,,,,
2018,53,67000,.84019709,.44843668,1.2319574,2
2018,53,67167,.93994051,.74981952,1.1300615,1
2018,53,70000,.85433608,.39178407,1.3168881,2
2018,53,74060,.78010386,.10615117,1.4540565,3
2018,53,80010,.8433333,.55654383,1.1301228,2
2018,55,02375,.96074325,.82149982,1.0999867,1
2018,55,31000,.95472848,.7906785,1.1187786,1
2018,55,39225,1.096603,.9642809,1.228925,1
2018,55,48000,.91660386,.76759499,1.0656128,3
2018,55,53000,1.053268,.98629391,1.1202418,1
2018,55,66000,.69622982,.57254797,.81991166,1
2017,01,03076,.75430393,.5670206,.94158727,1
2017,01,07000,.79048795,.68614423,.89483172,1
2017,01,35896,1.0878505,.9430241,1.2326767,1
2017,01,37000,.81611592,.69834042,.93389136,1
2017,01,50000,.77182251,.69825745,.84538758,1
2017,01,51000,.6761834,.57634455,.77602226,1
2017,01,77256,.79485112,.65129966,.93840259,1
2017,02,03000,1.340363,1.0832943,1.5974318,3
2017,04,04720,1.2319839,1.0387846,1.4251831,1
2017,04,07940,.97813678,.74736017,1.2089133,1
2017,04,12000,1.0453352,.97037029,1.1203001,1
2017,04,23620,1.0890948,.89075673,1.2874328,1
2017,04,27400,.96648747,.86930203,1.0636729,1
2017,04,27820,1.1646311,1.0654407,1.2638216,1
2017,04,28380,,,,
2017,04,46000,1.0423049,.95879787,1.1258118,1
2017,04,54050,,,,
2017,04,55000,1.0869094,.95531225,1.2185065,1
2017,04,65000,1.0326586,.88455689,1.1807603,1
2017,04,71510,1.0701785,.94631553,1.1940415,1
2017,04,73000,1.0426596,.93158841,1.1537309,1
2017,04,77000,1.1144115,.96103072,1.2677923,1
2017,04,85540,1.0322527,.82710779,1.2373976,1
2017,05,23290,.89239812,.71457785,1.0702183,1
2017,05,24550,1.0487517,.89181566,1.2056878,1
2017,05,35710,.98864686,.70910937,1.2681844,1
2017,05,41000,.83942294,.72305882,.95578706,1
2017,05,66080,.97978342,.86545837,1.0941085,1
2017,06,00562,1.0460619,.86552066,1.2266032,1
2017,06,00884,1.2838371,1.1324482,1.435226,1
2017,06,02000,.93828428,.79506975,1.0814989,1
2017,06,02252,.9928984,.85346168,1.1323352,2
2017,06,02364,.96051878,.80437058,1.1166669,1
2017,06,03526,1.1726302,1.0070837,1.3381767,1
2017,06,04982,1.1638229,.99845821,1.3291876,1
2017,06,06000,1.2605283,.73865962,1.782397,3
2017,06,08786,.9846074,.78393298,1.1852819,1
2017,06,08954,.94076532,.78691316,1.0946175,1
2017,06,11194,1.0442466,.87607187,1.2124213,1
2017,06,11530,,,,
2017,06,13014,1.2906213,1.1271634,1.4540792,1
2017,06,13210,.96459007,.85666615,1.0725139,1
2017,06,13214,,,,
2017,06,13392,1.0494274,.97118306,1.1276717,1
2017,06,13588,,,,
2017,06,14218,1.1248487,1.0357661,1.2139313,1
2017,06,15044,.96000302,.84562254,1.0743835,1
2017,06,16000,1.0836031,.982647,1.1845593,1
2017,06,16350,1.0319188,.90008336,1.1637541,1
2017,06,16532,.9770928,.85383302,1.1003526,1
2017,06,17918,1.1467052,.91713393,1.3762764,1
2017,06,19766,1.0240803,.87197894,1.1761818,1
2017,06,21712,1.1106807,.97182286,1.2495385,2
2017,06,22020,1.1218151,1.0490681,1.1945621,1
2017,06,22230,1.3083973,1.1377387,1.4790559,1
2017,06,22804,1.2781001,1.15448,1.4017203,1
2017,06,23182,1.026071,.8803013,1.1718405,1
2017,06,24638,,,,
2017,06,24680,1.0884477,.99513072,1.1817646,1
2017,06,26000,1.0823956,.98438507,1.180406,1
2017,06,27000,1.0536782,.95052463,1.1568316,1
2017,06,28000,1.1375211,1.0079613,1.267081,1
2017,06,29000,1.3667282,1.2797667,1.4536897,1
2017,06,30000,1.0551091,.93880111,1.1714172,1
2017,06,32548,1.1659238,.97795308,1.3538946,1
2017,06,33000,1.3132907,1.1908971,1.4356843,1
2017,06,33182,.98944008,.86594307,1.1129371,1
2017,06,33434,.95568973,.83381593,1.0775635,1
2017,06,36000,1.0866244,.91674501,1.2565037,1
2017,06,36448,,,,
2017,06,36546,.98793173,.83787566,1.1379877,1
2017,06,36770,1.0689182,.96735954,1.1704769,1
2017,06,37692,1.0831404,.95040506,1.2158756,1
2017,06,39496,,,,
2017,06,39892,,,,
2017,06,40130,1.1847081,1.0341698,1.3352463,1
2017,06,41992,1.0981289,.93761957,1.2586383,1
2017,06,43000,1.225561,1.1597461,1.291376,1
2017,06,44000,1.0389839,1.0155388,1.0624291,1
2017,06,45484,1.2677146,1.1430277,1.3924016,1
2017,06,46842,1.0686607,.91968942,1.2176321,1
2017,06,46898,1.0686754,.86796188,1.269389,1
2017,06,47766,1.3895231,1.2023456,1.5767007,1
2017,06,48256,1.1591605,1.049886,1.268435,1
2017,06,48354,1.1103753,.92859447,1.2921562,1
2017,06,49270,.90082562,.8026154,.99903584,1
2017,06,49670,1.0847039,.87036747,1.2990403,1
2017,06,50076,1.0276295,.90396482,1.1512942,1
2017,06,50258,1.1510086,1.0130548,1.2889624,1
2017,06,51182,,,,
2017,06,52526,.86985499,.73340285,1.0063071,1
2017,06,53000,1.055004,.97221673,1.1377913,2
2017,06,53322,1.120317,.99412453,1.2465094,1
2017,06,53896,1.2295288,1.0987214,1.3603362,1
2017,06,53980,1.0688282,.96051151,1.177145,1
2017,06,54652,1.1736515,1.012834,1.3344688,1
2017,06,55156,1.0771409,.94539672,1.208885,1
2017,06,56000,.84651172,.71154809,.98147535,1
2017,06,56700,.92256248,.77406031,1.0710647,1
