year,state,county,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2018,05,097,.91225255,.44340548,1.3810996,1
2018,05,099,.48586628,.17440547,.7973271,1
2018,05,101,.93611985,.47476396,1.3974757,1
2018,05,103,.71790278,.52974403,.90606153,1
2018,05,105,.94997638,.56160975,1.338343,1
2018,05,107,.76497519,.56592035,.96403003,1
2018,05,109,1.0233854,.74606603,1.3007048,1
2018,05,111,.89671314,.71456015,1.0788661,1
2018,05,113,.98318952,.78355616,1.1828229,1
2018,05,115,.83560872,.71642423,.95479321,1
2018,05,117,.86396241,.49900946,1.2289153,1
2018,05,119,.75905848,.70874184,.80937511,1
2018,05,121,.91535604,.69036144,1.1403506,1
2018,05,123,.77940774,.57354498,.9852705,1
2018,05,125,.89345253,.80692726,.97997779,1
2018,05,127,.91780812,.68218136,1.1534349,1
2018,05,129,.98246467,.59216005,1.3727692,1
2018,05,131,1.1469922,1.0347575,1.2592269,1
2018,05,133,1.0888593,.79752672,1.3801919,1
2018,05,135,1.0472053,.82773268,1.266678,1
2018,05,137,.8647604,.57637548,1.1531453,1
2018,05,139,.7663036,.62832081,.90428638,1
2018,05,141,.8915925,.65749115,1.1256939,1
2018,05,143,.93507093,.87627274,.99386913,1
2018,05,145,.86545253,.7623567,.96854836,1
2018,05,147,.68903822,.31941122,1.0586653,1
2018,05,149,.79508859,.6097523,.98042488,1
2018,06,001,1.0321482,.99946874,1.0648277,1
2018,06,003,,,,
2018,06,005,.90035492,.65520608,1.1455038,1
2018,06,007,1.1199874,1.0270144,1.2129604,1
2018,06,009,.71676958,.41693014,1.016609,2
2018,06,011,.87646645,.64844269,1.1044902,1
2018,06,013,.91000515,.87274849,.94726181,1
2018,06,015,.9981547,.7383104,1.2579989,3
2018,06,017,1.0484153,.95793557,1.138895,1
2018,06,019,1.1706001,1.1359674,1.2052327,1
2018,06,021,1.1315819,.92300272,1.3401611,1
2018,06,023,.9962337,.88109374,1.1113737,1
2018,06,025,1.222657,1.1444633,1.3008506,1
2018,06,027,1.1703881,.8657856,1.4749906,1
2018,06,029,1.1169816,1.0806705,1.1532928,1
2018,06,031,1.0983368,1.0075698,1.1891038,1
2018,06,033,.97205257,.81216699,1.1319382,1
2018,06,035,1.1154523,.84896123,1.3819433,1
2018,06,037,1.0708284,1.0579481,1.0837088,1
2018,06,039,1.1434416,1.0546168,1.2322663,1
2018,06,041,.82447237,.73966622,.90927851,1
2018,06,043,1.1589513,-.43157041,2.7494729,3
2018,06,045,1.1165457,.98466378,1.2484275,1
2018,06,047,1.0333576,.96869332,1.098022,1
2018,06,049,1.1197308,.60149026,1.6379714,2
2018,06,051,1.2317129,.85306698,1.6103588,1
2018,06,053,1.1092856,1.0552913,1.1632799,1
2018,06,055,1.0199794,.91236329,1.1275954,1
2018,06,057,1.0104195,.85849696,1.162342,2
2018,06,059,1.053044,1.0307419,1.075346,1
2018,06,061,.99656087,.9366796,1.0564421,1
2018,06,063,.85850757,.4854455,1.2315696,2
2018,06,065,.95940936,.93575454,.98306417,1
2018,06,067,1.0453768,1.0140033,1.0767503,1
2018,06,069,1.1726779,1.0227466,1.3226092,1
2018,06,071,1.0257238,1.0013069,1.0501407,1
2018,06,073,.96746427,.94518888,.98973966,1
2018,06,075,.97671348,.88333064,1.0700963,2
2018,06,077,1.1694753,1.1291049,1.2098458,1
2018,06,079,1.0371467,.9522844,1.1220089,1
2018,06,081,1.0056816,.9550845,1.0562787,1
2018,06,083,1.0947639,1.0357707,1.1537571,1
2018,06,085,.99242163,.96284872,1.0219946,1
2018,06,087,1.0836363,1.0034908,1.1637818,1
2018,06,089,1.010359,.91031355,1.1104046,1
2018,06,091,.85940218,-.007661649,1.7264661,3
2018,06,093,1.0244504,.82791579,1.2209851,1
2018,06,095,.97823918,.91688967,1.0395887,1
2018,06,097,.97535539,.91446918,1.0362415,1
2018,06,099,1.0566753,1.0099456,1.103405,1
2018,06,101,1.0269444,.92174095,1.1321479,1
2018,06,103,.95317632,.80745089,1.0989017,1
2018,06,105,1.4009515,.61627686,2.185626,3
2018,06,107,1.2351114,1.1874814,1.2827413,1
2018,06,109,1.1811383,.89044476,1.4718318,2
2018,06,111,.99722308,.95541233,1.0390338,1
2018,06,113,.95401931,.86465317,1.0433855,1
2018,06,115,.9959628,.86884326,1.1230823,1
2018,08,001,1.0269619,.91260177,1.1413221,3
2018,08,003,1.0513439,.39238882,1.710299,3
2018,08,005,1.079465,.97155327,1.1873769,3
2018,08,007,.22855617,-1.7613069,2.2184193,3
2018,08,009,,,,
2018,08,011,1.060975,-.18895575,2.3109057,3
2018,08,013,,,,
2018,08,014,1.1940912,.84692764,1.5412548,3
2018,08,015,,,,
2018,08,017,.82749927,-3.023771,4.6787696,3
2018,08,019,.75975525,-.34657404,1.8660846,3
2018,08,021,1.3799548,.50396943,2.2559402,3
2018,08,023,.025603307,-1.5140157,1.5652223,3
2018,08,025,-.10082938,-1.735216,1.5335572,3
2018,08,027,.94965202,-1.0353252,2.9346292,3
2018,08,029,1.1882741,.66729832,1.70925,3
2018,08,031,1.1049532,.99084115,1.2190652,3
2018,08,033,,,,
2018,08,035,,,,
2018,08,037,.79094291,.40527689,1.1766089,3
2018,08,039,,,,
2018,08,041,,,,
2018,08,043,.97930723,.50361502,1.4549994,3
2018,08,045,1.0152622,.33033425,1.7001903,3
2018,08,047,.50923133,-1.2030158,2.2214785,3
2018,08,049,.81220567,-.0021707939,1.6265821,3
2018,08,051,.81669509,.061000343,1.5723898,3
2018,08,053,,,,
2018,08,055,,,,
2018,08,057,,,,
2018,08,059,.85847831,.73640889,.98054773,3
2018,08,061,,,,
2018,08,063,,,,
2018,08,065,1.1515212,.044512574,2.2585299,3
2018,08,067,1.3120527,.89425069,1.7298547,3
2018,08,069,.97273231,.80903333,1.1364312,3
2018,08,071,.64271611,-.14878431,1.4342165,3
2018,08,073,-.13544884,-3.020514,2.7496161,3
2018,08,075,,,,
2018,08,077,,,,
2018,08,079,,,,
2018,08,081,.69332016,-.820391,2.2070313,3
2018,08,083,,,,
2018,08,085,.8366648,.38456926,1.2887603,3
2018,08,087,.74888104,.25820118,1.239561,3
2018,08,089,.71992773,.14404976,1.2958057,3
2018,08,091,1.187806,-.30717751,2.6827896,3
2018,08,093,.010354008,-1.7230974,1.7438055,3
2018,08,095,.70820558,-1.5498905,2.9663017,3
2018,08,097,.1450659,-.71808463,1.0082165,3
2018,08,099,,,,
2018,08,101,.86767924,.65143126,1.0839273,3
2018,08,103,.37284601,-.66516489,1.410857,3
2018,08,105,.88408458,.093728349,1.6744409,3
2018,08,107,1.5235375,.28020975,2.7668653,3
2018,08,109,.7749325,-.53208363,2.0819485,3
2018,08,111,,,,
2018,08,113,,,,
2018,08,115,,,,
2018,08,117,1.0794703,.49115446,1.6677861,3
2018,08,119,,,,
2018,08,121,,,,
2018,08,123,.84149313,.68930101,.99368525,3
2018,08,125,.27493015,-1.3627028,1.9125632,3
2018,09,001,.92589289,.88508785,.96669793,1
2018,09,003,.91766,.87524033,.96007967,1
2018,09,005,.8545236,.75189972,.95714748,1
2018,09,007,.90557563,.79879218,1.0123591,1
2018,09,009,.91003859,.86532629,.9547509,1
2018,09,011,.82376009,.74231619,.905204,1
2018,09,013,.83611882,.67706287,.99517477,2
2018,09,015,.93351257,.81152534,1.0554998,1
2018,10,001,.73162323,.66175151,.80149496,1
2018,10,003,.78972596,.74780977,.83164215,1
2018,10,005,.97346222,.9043889,1.0425355,1
2018,11,001,.88774413,.84108663,.93440163,1
2018,12,001,.87080133,.8015734,.94002926,1
2018,12,003,.71484292,.55190408,.87778175,1
2018,12,005,.82094431,.74708951,.89479911,1
2018,12,007,.67076981,.45015651,.89138311,1
2018,12,009,.82107073,.77613539,.86600608,1
2018,12,011,.87713081,.85434401,.8999176,1
2018,12,013,.94100362,.69094223,1.191065,1
2018,12,015,.78169459,.68164319,.88174599,1
2018,12,017,.69987154,.5994094,.80033368,1
2018,12,019,.81929499,.75665289,.88193709,1
2018,12,021,.90929335,.85458946,.96399724,1
2018,12,023,.72946167,.611808,.84711534,1
2018,12,027,.70050216,.53021806,.87078625,1
2018,12,029,.64966547,.36556727,.93376368,1
2018,12,031,.73756444,.70409805,.77103084,1
2018,12,033,.68165386,.62165022,.7416575,1
2018,12,035,.77543819,.67177808,.8790983,1
2018,12,037,.71780908,.37925211,1.0563661,1
2018,12,039,.68189257,.52060109,.84318405,1
2018,12,041,1.0037872,.76241767,1.2451566,1
2018,12,043,.78242946,.50212872,1.0627302,1
2018,12,045,.83216035,.55597132,1.1083494,1
2018,12,047,.60697979,.31505936,.89890021,1
2018,12,049,.57771051,.41722876,.73819226,1
2018,12,051,.67267603,.53120768,.81414437,1
2018,12,053,.66940528,.58923924,.74957132,1
2018,12,055,.71238267,.60642356,.81834179,1
2018,12,057,.75760424,.7314406,.78376788,1
2018,12,059,.73767054,.53826553,.93707556,1
2018,12,061,.75088936,.66366535,.83811337,1
2018,12,063,.74445695,.59756505,.89134884,1
2018,12,065,.72587126,.35503322,1.0967093,1
2018,12,067,1.1037847,.78005373,1.4275156,1
2018,12,069,.76470333,.70609862,.82330805,1
2018,12,071,.81766444,.77827394,.85705495,1
2018,12,073,.782987,.72041744,.84555656,1
2018,12,075,.71922034,.55375022,.88469046,1
2018,12,077,.81821316,.45628509,1.1801412,1
2018,12,079,.74590236,.51042938,.98137534,1
2018,12,081,.84409469,.79044276,.89774662,1
2018,12,083,.82452798,.76744735,.88160861,1
2018,12,085,.94299769,.85464776,1.0313476,1
2018,12,086,.87821841,.85824889,.89818794,1
2018,12,087,.81288278,.68329751,.94246805,1
2018,12,089,.77087247,.662588,.87915695,1
2018,12,091,.82767367,.7594201,.89592725,1
2018,12,093,.58661377,.44475952,.72846806,1
2018,12,095,.75218529,.7254501,.77892047,1
2018,12,097,.72465277,.677347,.77195853,1
2018,12,099,.88571304,.85867882,.91274726,1
2018,12,101,.81758773,.77332872,.86184675,1
2018,12,103,.78969342,.75173694,.82764989,1
2018,12,105,.77889049,.74157268,.8162083,1
2018,12,107,.73874426,.62696087,.85052764,1
2018,12,109,.79875183,.73910207,.8584016,1
2018,12,111,.91815108,.86127865,.97502351,1
2018,12,113,.72558647,.65355247,.79762048,1
2018,12,115,.76235092,.70284414,.82185769,1
2018,12,117,.74082404,.69420415,.78744394,1
2018,12,119,.83130091,.7063995,.95620233,1
2018,12,121,.79374099,.64011145,.94737053,1
2018,12,123,.77083087,.51207352,1.0295882,2
2018,12,125,.77805418,.53999627,1.0161121,1
2018,12,127,.71050912,.66223699,.75878125,1
2018,12,129,.8926124,.72565764,1.0595672,1
2018,12,131,.78330785,.65974981,.90686589,1
2018,12,133,.73205507,.52752078,.93658936,1
2018,13,001,1.0365784,.84041941,1.2327374,1
2018,13,003,1.0074011,.71168381,1.3031185,1
2018,13,005,.69783258,.41961333,.97605181,1
2018,13,007,.9273656,.28285429,1.5718769,3
2018,13,009,.84939218,.69605285,1.0027314,1
2018,13,011,.89865762,.69150919,1.1058061,1
2018,13,013,.90615433,.80880177,1.0035069,1
2018,13,015,.83583367,.74745035,.92421699,1
2018,13,017,.86729914,.65196645,1.0826318,1
2018,13,019,.72029382,.51464844,.9259392,1
2018,13,021,.92580074,.84942234,1.0021791,1
2018,13,023,1.0962454,.8430137,1.3494771,1
2018,13,025,.8495658,.63685942,1.0622722,1
2018,13,027,.58592093,.32950872,.84233314,1
2018,13,029,.84881276,.72197992,.9756456,1
2018,13,031,1.0949306,.97766232,1.212199,1
2018,13,033,.84576195,.6596902,1.0318336,1
2018,13,035,.76572001,.56570703,.96573299,1
2018,13,037,.6698848,.21276771,1.1270019,1
2018,13,039,1.1036044,.97735709,1.2298517,1
2018,13,043,.77559179,.52030122,1.0308824,1
2018,13,045,.93352067,.84576982,1.0212716,1
2018,13,047,.92840755,.81544781,1.0413673,1
2018,13,049,1.0158987,.71797407,1.3138233,1
2018,13,051,.79443878,.73083723,.85804033,1
2018,13,053,.63828403,.18133888,1.0952291,1
2018,13,055,1.0733286,.8676852,1.278972,1
2018,13,057,.99519461,.93895006,1.0514392,1
2018,13,059,.86018503,.75399262,.96637744,1
2018,13,061,1.3535813,.55167186,2.1554909,3
2018,13,063,.92166793,.87182277,.97151309,1
2018,13,065,1.0700911,.75624251,1.3839397,1
2018,13,067,.96295804,.92919564,.99672043,1
2018,13,069,.96129572,.82173592,1.1008556,1
2018,13,071,.83641773,.71155137,.9612841,1
2018,13,073,.88567621,.81386763,.95748478,1
2018,13,075,1.0057559,.78683245,1.2246794,1
2018,13,077,1.0748296,.99772793,1.1519313,1
2018,13,079,.89409286,.61991811,1.1682676,1
2018,13,081,.9808771,.79162711,1.170127,1
2018,13,083,.84443998,.59116459,1.0977154,1
2018,13,085,.90721411,.70307869,1.1113495,1
2018,13,087,.76159465,.59173006,.93145925,1
2018,13,089,.90814322,.87200373,.94428271,1
2018,13,091,.9190225,.70572877,1.1323162,1
2018,13,093,.88481069,.5511626,1.2184588,1
2018,13,095,.90106088,.80084538,1.0012764,1
2018,13,097,.99256831,.9205004,1.0646362,1
2018,13,099,.85071957,.58455712,1.1168821,1
2018,13,101,.92353618,.5149138,1.3321586,1
2018,13,103,.96917534,.86284852,1.0755022,1
2018,13,105,.98450857,.76145059,1.2075666,1
2018,13,107,.82229078,.64276391,1.0018177,1
2018,13,109,.93516791,.67447066,1.1958652,1
2018,13,111,.99343699,.78372979,1.2031442,1
2018,13,113,1.0367256,.95350802,1.1199433,1
2018,13,115,.78110814,.68332064,.87889564,1
2018,13,117,.93078357,.87665921,.98490793,1
2018,13,119,.87870061,.68654639,1.0708548,1
2018,13,121,.88186163,.85002649,.91369677,1
2018,13,123,.95180547,.76123703,1.1423739,1
2018,13,125,.59632349,.06594938,1.1266977,1
2018,13,127,1.1278833,1.0238997,1.231867,1
2018,13,129,.80119973,.68699777,.9154017,1
2018,13,131,.74875778,.57197356,.925542,1
2018,13,133,1.0795733,.83972114,1.3194253,1
2018,13,135,1.0099566,.98247522,1.0374379,1
2018,13,137,.74709058,.59995979,.89422137,1
2018,13,139,.73870885,.66813904,.80927867,1
2018,13,141,.98918468,.60732353,1.3710458,1
2018,13,143,.95587587,.79447669,1.117275,1
2018,13,145,.93346506,.76999736,1.0969328,1
2018,13,147,.91969818,.71080035,1.1285961,1
2018,13,149,1.0992912,.81936157,1.3792208,1
2018,13,151,.86609268,.80976087,.9224245,1
2018,13,153,.98166531,.91193163,1.051399,1
2018,13,155,.67376369,.40631479,.94121259,1
2018,13,157,.8503418,.74707437,.95360923,1
2018,13,159,1.010244,.76991069,1.2505773,1
2018,13,161,.93042547,.71782136,1.1430296,1
2018,13,163,.82122141,.5728485,1.0695944,1
2018,13,165,1.0167933,.65993345,1.3736531,1
2018,13,167,.78072381,.42046022,1.1409874,1
2018,13,169,.86141783,.70623976,1.0165958,1
2018,13,171,.80496901,.57368618,1.0362518,1
2018,13,173,.94197792,.65541649,1.2285393,1
2018,13,175,.9299767,.80651939,1.053434,1
2018,13,177,1.0966389,.95435858,1.2389193,1
2018,13,179,.96984446,.85189342,1.0877955,1
2018,13,181,.8869068,.52376395,1.2500496,1
2018,13,183,.99270666,.79300272,1.1924106,1
2018,13,185,.87345344,.78497171,.96193516,1
2018,13,187,.67679209,.48647645,.86710769,1
2018,13,189,.69697249,.5096789,.88426608,1
2018,13,191,.88323462,.56905955,1.1974096,1
2018,13,193,.75835592,.41460884,1.102103,1
2018,13,195,.89013255,.72224283,1.0580223,1
2018,13,197,.8737452,.55409825,1.1933922,1
2018,13,199,1.1461107,.90656531,1.385656,1
2018,13,201,.94404161,.55251801,1.3355652,1
2018,13,205,1.0306107,.84031969,1.2209016,1
2018,13,207,.93992555,.75545985,1.1243913,1
2018,13,209,1.0870712,.70737594,1.4667664,1
2018,13,211,1.1108592,.91358578,1.3081325,1
2018,13,213,.87149096,.73721367,1.0057683,1
2018,13,215,.99630517,.92923605,1.0633743,1
2018,13,217,.79122108,.70789999,.87454218,1
2018,13,219,.85496485,.7209118,.9890179,1
2018,13,221,.95704502,.70832825,1.2057618,1
2018,13,223,.80549031,.73387074,.87710989,1
2018,13,225,.88783389,.69651705,1.0791508,1
2018,13,227,.89234316,.71151417,1.0731722,1
2018,13,229,.98080975,.78668696,1.1749325,1
2018,13,231,.71862131,.51399118,.92325145,1
2018,13,233,.76643908,.62559021,.90728796,1
2018,13,235,.88205838,.53557754,1.2285392,1
2018,13,237,.91414005,.61939776,1.2088823,1
2018,13,239,1.1735129,.4815127,1.8655132,3
2018,13,241,.93377918,.68440348,1.1831549,1
2018,13,243,.89316195,.49362361,1.2927003,1
2018,13,245,.94077057,.8724004,1.0091407,1
2018,13,247,.87165815,.78002572,.96329057,1
2018,13,249,.78172648,.46357885,1.0998741,1
2018,13,251,1.1079047,.86341882,1.3523905,1
2018,13,253,1.1770952,.87398601,1.4802043,1
2018,13,255,.85911912,.74424857,.97398967,1
2018,13,257,.80363017,.61442435,.992836,1
2018,13,259,1.1876234,.6059584,1.7692884,3
2018,13,261,1.0078946,.83340865,1.1823806,1
2018,13,263,1.3418208,.65249813,2.0311437,1
2018,13,265,,,,
2018,13,267,.99483949,.79790694,1.191772,1
2018,13,269,.69617742,.34780705,1.0445478,1
2018,13,271,.98862684,.69293433,1.2843194,1
2018,13,273,1.0866472,.78581166,1.3874826,1
2018,13,275,.85389405,.72455513,.98323298,1
2018,13,277,.94075286,.80665761,1.0748482,1
2018,13,279,.8448934,.67804193,1.0117449,1
2018,13,281,.92144871,.52018231,1.322715,1
2018,13,283,.79684371,.41249096,1.1811965,1
2018,13,285,.74991292,.64364952,.85617632,1
2018,13,287,.72959936,.38921154,1.0699872,1
2018,13,289,1.2087569,.81382257,1.6036913,1
2018,13,291,.60001051,.36598989,.83403116,1
2018,13,293,.85666442,.66140318,1.0519257,1
2018,13,295,.80904239,.69081742,.92726737,1
2018,13,297,.81942993,.72514778,.91371208,1
2018,13,299,.96588898,.81515425,1.1166238,1
2018,13,301,1.0314869,.52523184,1.5377419,1
2018,13,303,.94080251,.73107612,1.1505289,1
2018,13,305,.75600988,.59124774,.92077202,1
2018,13,307,.98175985,.35314319,1.6103765,3
2018,13,309,.76442766,.3857877,1.1430676,1
2018,13,311,.81289548,.62485641,1.0009345,1
2018,13,313,.97451335,.89371008,1.0553167,1
2018,13,315,1.0943516,.73622268,1.4524806,1
2018,13,317,1.1598375,.83956665,1.4801084,1
2018,13,319,1.1271834,.80136818,1.4529988,1
2018,13,321,1.0151845,.79496723,1.2354017,1
2018,15,001,.99654692,.92645735,1.0666366,1
2018,15,003,1.0157744,.98261839,1.0489304,1
2018,15,005,,,,
2018,15,007,.87946385,.7612685,.99765921,1
2018,15,009,.88342512,.80546308,.96138716,1
2018,16,001,1.0202324,.9645527,1.0759121,1
2018,16,003,1.0286373,.35598621,1.7012883,1
2018,16,005,.9735263,.85184175,1.0952108,1
2018,16,007,1.0104786,.53409743,1.4868598,1
2018,16,009,1.1798511,.73500627,1.6246958,1
2018,16,011,1.0880904,.94106096,1.2351198,1
2018,16,013,1.0580816,.81111157,1.3050517,1
2018,16,015,.83156598,.28502813,1.3781039,1
2018,16,017,1.0025858,.78262603,1.2225455,1
2018,16,019,1.0085984,.91020626,1.1069906,1
2018,16,021,1.2100767,.81706643,1.6030869,1
2018,16,023,.67927885,-.045074996,1.4036326,1
2018,16,025,,,,
2018,16,027,1.1219943,1.0467936,1.1971949,1
2018,16,029,1.2379901,.84109604,1.6348842,1
2018,16,031,.88681126,.68465632,1.0889663,1
2018,16,033,,,,
2018,16,035,.75657672,.2680921,1.2450614,1
2018,16,037,-.33199051,-3.2524269,2.5884459,3
2018,16,039,1.1692972,.94103396,1.3975605,1
2018,16,041,1.042503,.77827507,1.3067309,1
2018,16,043,.93217492,.47632948,1.3880204,2
2018,16,045,.93482882,.63405621,1.2356014,1
2018,16,047,.8838048,.61357462,1.154035,1
2018,16,049,.92579532,.51445419,1.3371365,1
2018,16,051,1.0637686,.87923878,1.2482984,1
2018,16,053,1.074235,.8598178,1.2886521,1
