year,state,county,poverty_type,environmental_quality,quality_flag
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,059,high_poverty,33.77777777777778,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,061,high_poverty,19.166666666666668,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,063,high_poverty,13.5,1
2014,01,063,low_poverty,14,1
2014,NA,NA,NA,NA,1
2014,01,065,high_poverty,14.333333333333334,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,067,high_poverty,15.333333333333334,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,069,high_poverty,15.55,1
2014,01,069,low_poverty,12.5,1
2014,NA,NA,NA,NA,1
2014,01,071,high_poverty,48,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,073,high_poverty,8.28368794326241,1
2014,01,073,low_poverty,3.590909090909091,1
2014,NA,NA,NA,NA,1
2014,01,075,high_poverty,24.666666666666668,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,077,high_poverty,36.111111111111114,1
2014,01,077,low_poverty,21.25,1
2014,NA,NA,NA,NA,1
2014,01,079,high_poverty,35.55555555555556,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,081,high_poverty,6.869565217391305,1
2014,01,081,low_poverty,6,1
2014,NA,NA,NA,NA,1
2014,01,083,high_poverty,33.125,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,085,high_poverty,14.666666666666666,1
2014,01,085,low_poverty,15,1
2014,NA,NA,NA,NA,1
2014,01,087,high_poverty,4.7272727272727275,1
2014,01,087,low_poverty,4,1
2014,NA,NA,NA,NA,1
2014,01,089,high_poverty,25.507462686567163,1
2014,01,089,low_poverty,16,1
2014,NA,NA,NA,NA,1
2014,01,091,high_poverty,14.8,1
2014,01,091,low_poverty,11,1
2014,NA,NA,NA,NA,1
2014,01,093,high_poverty,32.25,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,095,high_poverty,34.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,097,high_poverty,15.301075268817204,1
2014,01,097,low_poverty,9.65,1
2014,01,097,NA,18,1
2014,01,099,high_poverty,20.428571428571427,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,101,high_poverty,5.735849056603773,1
2014,01,101,low_poverty,4.583333333333333,1
2014,NA,NA,NA,NA,1
2014,01,103,high_poverty,23.115384615384617,1
2014,01,103,low_poverty,4,1
2014,NA,NA,NA,NA,1
2014,01,105,high_poverty,13,1
2014,01,105,low_poverty,14,1
2014,NA,NA,NA,NA,1
2014,01,107,high_poverty,19,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,109,high_poverty,9.625,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,111,high_poverty,20.333333333333332,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,113,high_poverty,4.25,1
2014,01,113,low_poverty,3,1
2014,NA,NA,NA,NA,1
2014,01,115,high_poverty,15.461538461538462,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,117,high_poverty,10.608695652173912,1
2014,01,117,low_poverty,10,1
2014,NA,NA,NA,NA,1
2014,01,119,high_poverty,19,1
2014,01,119,low_poverty,18,1
2014,NA,NA,NA,NA,1
2014,01,121,high_poverty,13.157894736842104,1
2014,01,121,low_poverty,12,1
2014,NA,NA,NA,NA,1
2014,01,123,high_poverty,11.7,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,125,high_poverty,7.15,1
2014,01,125,low_poverty,4.285714285714286,1
2014,NA,NA,NA,NA,1
2014,01,127,high_poverty,15.666666666666666,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,129,high_poverty,17.4,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,01,131,high_poverty,14,1
2014,01,131,low_poverty,13,1
2014,NA,NA,NA,NA,1
2014,01,133,high_poverty,28.714285714285715,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,013,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,016,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,020,high_poverty,68.27272727272727,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,050,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,060,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,068,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,070,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,090,high_poverty,94.42105263157895,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,100,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,105,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,110,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,122,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,130,high_poverty,97,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,150,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,158,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,164,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,170,high_poverty,98.91666666666667,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,180,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,185,high_poverty,98,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,188,high_poverty,92,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,195,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,198,high_poverty,99,1
2014,02,198,low_poverty,99,1
2014,NA,NA,NA,NA,1
2014,02,220,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,230,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,240,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,261,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,275,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,282,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,02,290,high_poverty,99,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,04,001,high_poverty,97.55555555555556,1
2014,04,001,low_poverty,97.85714285714286,1
2014,NA,NA,NA,NA,1
2014,04,003,high_poverty,89.09677419354838,1
2014,04,003,low_poverty,81,1
2014,NA,NA,NA,NA,1
2014,04,005,high_poverty,92.72,1
2014,04,005,low_poverty,92.66666666666667,1
2014,NA,NA,NA,NA,1
2014,04,007,high_poverty,81.5,1
2014,04,007,low_poverty,84.5,1
2014,NA,NA,NA,NA,1
2014,04,009,high_poverty,79.625,1
2014,04,009,low_poverty,74,1
2014,NA,NA,NA,NA,1
2014,04,011,high_poverty,85.33333333333333,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,04,012,high_poverty,44.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,04,013,high_poverty,NA,1
2014,04,013,low_poverty,12.488636363636363,1
2014,04,013,NA,16,1
2014,04,015,high_poverty,60.595238095238095,1
2014,04,015,low_poverty,85,1
2014,NA,NA,NA,NA,1
2014,04,017,high_poverty,92.1304347826087,1
2014,04,017,low_poverty,96.5,1
2014,NA,NA,NA,NA,1
2014,04,019,high_poverty,45.09722222222222,1
2014,04,019,low_poverty,30.5,1
2014,04,019,NA,71,1
2014,04,021,high_poverty,40.21739130434783,1
2014,04,021,low_poverty,31.833333333333332,1
2014,NA,NA,NA,NA,1
2014,04,023,high_poverty,82.125,1
2014,04,023,low_poverty,80.5,1
2014,NA,NA,NA,NA,1
2014,04,025,high_poverty,85.8780487804878,1
2014,04,025,low_poverty,95,1
2014,NA,NA,NA,NA,1
2014,04,027,high_poverty,32.244897959183675,1
2014,04,027,low_poverty,36.666666666666664,1
2014,04,027,NA,58,1
2014,05,001,high_poverty,52.25,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,003,high_poverty,37.714285714285715,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,005,high_poverty,35.22222222222222,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,007,high_poverty,50.51020408163265,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,009,high_poverty,56.714285714285715,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,011,high_poverty,28.6,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,013,high_poverty,32.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,015,high_poverty,70.4,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,017,high_poverty,58.666666666666664,1
2014,05,017,low_poverty,63,1
2014,NA,NA,NA,NA,1
2014,05,019,high_poverty,21,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,021,high_poverty,63.166666666666664,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,023,high_poverty,41.714285714285715,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,025,high_poverty,38,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,027,high_poverty,25.75,1
2014,05,027,low_poverty,22,1
2014,NA,NA,NA,NA,1
2014,05,029,high_poverty,28.666666666666668,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,031,high_poverty,53.46666666666667,1
2014,05,031,low_poverty,47,1
2014,NA,NA,NA,NA,1
2014,05,033,high_poverty,35.45454545454545,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,035,high_poverty,45.1875,1
2014,05,035,low_poverty,31.25,1
2014,NA,NA,NA,NA,1
2014,05,037,high_poverty,55.833333333333336,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,039,high_poverty,32.666666666666664,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,041,high_poverty,57,1
2014,05,041,low_poverty,53,1
2014,NA,NA,NA,NA,1
2014,05,043,high_poverty,43.25,1
2014,05,043,low_poverty,39,1
2014,NA,NA,NA,NA,1
2014,05,045,high_poverty,25.875,1
2014,05,045,low_poverty,7,1
2014,NA,NA,NA,NA,1
2014,05,047,high_poverty,35.666666666666664,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,049,high_poverty,48,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,051,high_poverty,30.27777777777778,1
2014,05,051,low_poverty,29,1
2014,NA,NA,NA,NA,1
2014,05,053,high_poverty,33.25,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,055,high_poverty,51,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,057,high_poverty,34,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,059,high_poverty,24.142857142857142,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,061,high_poverty,37,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,063,high_poverty,42.625,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,065,high_poverty,47.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,067,high_poverty,51.2,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,069,high_poverty,33.526315789473685,1
2014,05,069,low_poverty,29.4,1
2014,NA,NA,NA,NA,1
2014,05,071,high_poverty,34.333333333333336,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,073,high_poverty,36.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,075,high_poverty,51.333333333333336,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,077,high_poverty,64.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,079,high_poverty,47.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,081,high_poverty,34.75,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,083,high_poverty,40.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,085,high_poverty,39.0625,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,087,high_poverty,71.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,089,high_poverty,54.75,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,091,high_poverty,27,1
2014,05,091,low_poverty,14,1
2014,NA,NA,NA,NA,1
2014,05,093,high_poverty,56.09090909090909,1
2014,05,093,low_poverty,61,1
2014,NA,NA,NA,NA,1
2014,05,095,high_poverty,57,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,097,high_poverty,49.666666666666664,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,099,high_poverty,32.666666666666664,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,101,high_poverty,59,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,103,high_poverty,26.833333333333332,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,105,high_poverty,39.333333333333336,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,107,high_poverty,61.75,1
2014,05,107,low_poverty,58.5,1
2014,NA,NA,NA,NA,1
2014,05,109,high_poverty,42.666666666666664,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,111,high_poverty,61.57142857142857,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,113,high_poverty,58.666666666666664,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,115,high_poverty,30.90909090909091,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,117,high_poverty,54,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,119,high_poverty,23.930232558139537,1
2014,05,119,low_poverty,19,1
2014,NA,NA,NA,NA,1
2014,05,121,high_poverty,50.75,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,123,high_poverty,56,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,125,high_poverty,27.714285714285715,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,127,high_poverty,54,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,129,high_poverty,59.333333333333336,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,131,high_poverty,26.09090909090909,1
2014,05,131,low_poverty,20.75,1
2014,NA,NA,NA,NA,1
2014,05,133,high_poverty,39.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,135,high_poverty,46.5,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,137,high_poverty,56,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,139,high_poverty,12.6,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,141,high_poverty,43.2,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,143,high_poverty,51.3,1
2014,05,143,low_poverty,49.5,1
2014,NA,NA,NA,NA,1
2014,05,145,high_poverty,37.84615384615385,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,147,high_poverty,56,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,05,149,high_poverty,37,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,001,high_poverty,49.76638176638177,1
2014,06,001,low_poverty,35.333333333333336,1
2014,NA,NA,NA,NA,1
2014,06,003,high_poverty,97,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,005,high_poverty,36.44444444444444,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,007,high_poverty,18.355555555555554,1
2014,06,007,low_poverty,6.166666666666667,1
2014,NA,NA,NA,NA,1
2014,06,009,high_poverty,46.8,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,011,high_poverty,35.8,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,013,high_poverty,37.45410628019324,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,015,high_poverty,50,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,017,high_poverty,38.61904761904762,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,019,high_poverty,13.037974683544304,1
2014,06,019,low_poverty,9.625,1
2014,06,019,NA,76,1
2014,06,021,high_poverty,30,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,023,high_poverty,67.03448275862068,1
2014,06,023,low_poverty,66,1
2014,NA,NA,NA,NA,1
2014,06,025,high_poverty,21.448275862068964,1
2014,06,025,low_poverty,8,1
2014,NA,NA,NA,NA,1
2014,06,027,high_poverty,95.83333333333333,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,029,high_poverty,26.888,1
2014,06,029,low_poverty,12.909090909090908,1
2014,06,029,NA,51.5,1
2014,06,031,high_poverty,29.608695652173914,1
2014,06,031,low_poverty,28.5,1
2014,06,031,NA,56,1
2014,06,033,high_poverty,58.38461538461539,1
2014,06,033,low_poverty,61.5,1
2014,NA,NA,NA,NA,1
2014,06,035,high_poverty,86.44444444444444,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,037,high_poverty,14.15772581384686,1
2014,06,037,low_poverty,8.41304347826087,1
2014,06,037,NA,NA,1
2014,06,039,high_poverty,23.272727272727273,1
2014,06,039,low_poverty,7,1
2014,NA,NA,NA,NA,1
2014,06,041,high_poverty,81.4074074074074,1
2014,NA,NA,low_poverty,NA,1
2014,06,041,NA,70,1
2014,06,043,high_poverty,42.166666666666664,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,045,high_poverty,60.35,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,047,high_poverty,28.75,1
2014,06,047,low_poverty,21,1
2014,NA,NA,NA,NA,1
2014,06,049,high_poverty,85.75,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,051,high_poverty,98.66666666666667,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,053,high_poverty,51.91011235955056,1
2014,06,053,low_poverty,29.666666666666668,1
2014,06,053,NA,88,1
2014,06,055,high_poverty,65.05128205128206,1
2014,06,055,low_poverty,57,1
2014,NA,NA,NA,NA,1
2014,06,057,high_poverty,25.8,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,059,high_poverty,20.68576388888889,1
2014,06,059,low_poverty,18.2,1
2014,06,059,NA,18,1
2014,06,061,high_poverty,17.083333333333332,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,063,high_poverty,72.14285714285714,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,065,high_poverty,44.61926605504587,1
2014,06,065,low_poverty,51.2,1
2014,06,065,NA,50,1
2014,06,067,high_poverty,17.36026936026936,1
2014,06,067,low_poverty,11.85,1
2014,NA,NA,NA,NA,1
2014,06,069,high_poverty,72.81818181818181,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,071,high_poverty,40.3469387755102,1
2014,06,071,low_poverty,38.583333333333336,1
2014,06,071,NA,78,1
2014,06,073,high_poverty,35.52238805970149,1
2014,06,073,low_poverty,22.047619047619047,1
2014,06,073,NA,52,1
2014,06,075,high_poverty,33.38095238095238,1
2014,06,075,low_poverty,31.5,1
2014,NA,NA,NA,NA,1
2014,06,077,high_poverty,29.590551181102363,1
2014,06,077,low_poverty,20.333333333333332,1
2014,NA,NA,NA,NA,1
2014,06,079,high_poverty,75.40425531914893,1
2014,06,079,low_poverty,76.6,1
2014,06,079,NA,86,1
2014,06,081,high_poverty,74.01923076923077,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,083,high_poverty,75.33333333333333,1
2014,06,083,low_poverty,68.75,1
2014,NA,NA,NA,NA,1
2014,06,085,high_poverty,45.506738544474395,1
2014,06,085,low_poverty,18,1
2014,NA,NA,NA,NA,1
2014,06,087,high_poverty,53.94117647058823,1
2014,06,087,low_poverty,66,1
2014,NA,NA,NA,NA,1
2014,06,089,high_poverty,19.958333333333332,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,091,high_poverty,81,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,093,high_poverty,31.714285714285715,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,095,high_poverty,43.40659340659341,1
2014,06,095,low_poverty,17,1
2014,06,095,NA,74.5,1
2014,06,097,high_poverty,69.77777777777777,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,099,high_poverty,27.402298850574713,1
2014,06,099,low_poverty,24.571428571428573,1
2014,NA,NA,NA,NA,1
2014,06,101,high_poverty,14.142857142857142,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,103,high_poverty,33.54545454545455,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,105,high_poverty,58,1
2014,NA,NA,low_poverty,NA,1
2014,NA,NA,NA,NA,1
2014,06,107,high_poverty,12.131147540983607,1
2014,06,107,low_poverty,13.941176470588236,1
2014,NA,NA,NA,NA,1
2014,06,109,high_poverty,46.6,1
2014,NA,NA,low_poverty,NA,1
2014,06,109,NA,29,1
2014,06,111,high_poverty,42.81976744186046,1
2014,NA,NA,low_poverty,NA,1
2014,06,111,NA,99,1
2014,06,113,high_poverty,32.78947368421053,1
2014,06,113,low_poverty,33,1
2014,NA,NA,NA,NA,1
2014,06,115,high_poverty,15.75,1
2014,06,115,low_poverty,7,1
2014,NA,NA,NA,NA,1
2014,08,001,high_poverty,48.010989010989015,1
2014,08,001,low_poverty,40.2,1
