year,state,county,state_name,county_name,ratio_population_pc_physician,ratio_population_pc_physician_quality,low_pop_flag
2014,12,071,Florida,Lee County,1584,1,0
2014,12,073,Florida,Leon County,1240,1,0
2014,12,075,Florida,Levy County,3961,1,0
2014,12,077,Florida,Liberty County,0,NA,0
2014,12,079,Florida,Madison County,6173,2,0
2014,12,081,Florida,Manatee County,1813,1,0
2014,12,083,Florida,Marion County,1713,1,0
2014,12,085,Florida,Martin County,1434,1,0
2014,12,086,Florida,Miami-Dade County,1234,1,0
2014,12,087,Florida,Monroe County,1455,1,0
2014,12,089,Florida,Nassau County,2394,1,0
2014,12,091,Florida,Okaloosa County,1293,1,0
2014,12,093,Florida,Okeechobee County,1957,1,0
2014,12,095,Florida,Orange County,1220,1,0
2014,12,097,Florida,Osceola County,2264,1,0
2014,12,099,Florida,Palm Beach County,1260,1,0
2014,12,101,Florida,Pasco County,1758,1,0
2014,12,103,Florida,Pinellas County,1106,1,0
2014,12,105,Florida,Polk County,1971,1,0
2014,12,107,Florida,Putnam County,2577,1,0
2014,12,109,Florida,St. Johns County,1079,1,0
2014,12,111,Florida,St. Lucie County,2466,1,0
2014,12,113,Florida,Santa Rosa County,1486,1,0
2014,12,115,Florida,Sarasota County,1306,1,0
2014,12,117,Florida,Seminole County,1302,1,0
2014,12,119,Florida,Sumter County,2932,1,0
2014,12,121,Florida,Suwannee County,4891,1,0
2014,12,123,Florida,Taylor County,2823,1,0
2014,12,125,Florida,Union County,2532,1,0
2014,12,127,Florida,Volusia County,1418,1,0
2014,12,129,Florida,Wakulla County,3492,1,0
2014,12,131,Florida,Walton County,1923,1,0
2014,12,133,Florida,Washington County,4075,1,0
2014,13,001,Georgia,Appling County,1854,1,0
2014,13,003,Georgia,Atkinson County,0,NA,0
2014,13,005,Georgia,Bacon County,1880,1,0
2014,13,007,Georgia,Baker County,0,NA,0
2014,13,009,Georgia,Baldwin County,1766,1,0
2014,13,011,Georgia,Banks County,6098,2,0
2014,13,013,Georgia,Barrow County,4578,1,0
2014,13,015,Georgia,Bartow County,2212,1,0
2014,13,017,Georgia,Ben Hill County,1940,1,0
2014,13,019,Georgia,Berrien County,6233,2,0
2014,13,021,Georgia,Bibb County,810,1,0
2014,13,023,Georgia,Bleckley County,3199,2,0
2014,13,025,Georgia,Brantley County,4604,1,0
2014,13,027,Georgia,Brooks County,5139,2,0
2014,13,029,Georgia,Bryan County,1474,1,0
2014,13,031,Georgia,Bulloch County,1848,1,0
2014,13,033,Georgia,Burke County,2839,1,0
2014,13,035,Georgia,Butts County,3895,1,0
2014,13,037,Georgia,Calhoun County,3232,2,0
2014,13,039,Georgia,Camden County,3252,1,0
2014,13,043,Georgia,Candler County,2722,2,0
2014,13,045,Georgia,Carroll County,2194,1,0
2014,13,047,Georgia,Catoosa County,2263,1,0
2014,13,049,Georgia,Charlton County,4299,2,0
2014,13,051,Georgia,Chatham County,1186,1,0
2014,13,053,Georgia,Chattahoochee County,5918,2,0
2014,13,055,Georgia,Chattooga County,24939,3,0
2014,13,057,Georgia,Cherokee County,2817,1,0
2014,13,059,Georgia,Clarke County,1440,1,0
2014,13,061,Georgia,Clay County,3102,3,0
2014,13,063,Georgia,Clayton County,3223,1,0
2014,13,065,Georgia,Clinch County,6831,3,0
2014,13,067,Georgia,Cobb County,1445,1,0
2014,13,069,Georgia,Coffee County,1647,1,0
2014,13,071,Georgia,Colquitt County,2305,1,0
2014,13,073,Georgia,Columbia County,865,1,0
2014,13,075,Georgia,Cook County,1913,1,0
2014,13,077,Georgia,Coweta County,2054,1,0
2014,13,079,Georgia,Crawford County,12387,3,0
2014,13,081,Georgia,Crisp County,1274,1,0
2014,13,083,Georgia,Dade County,5463,2,0
2014,13,085,Georgia,Dawson County,1640,1,0
2014,13,087,Georgia,Decatur County,2268,1,0
2014,13,089,Georgia,DeKalb County,940,1,0
2014,13,091,Georgia,Dodge County,2098,1,0
2014,13,093,Georgia,Dooly County,14188,3,0
2014,13,095,Georgia,Dougherty County,1062,1,0
2014,13,097,Georgia,Douglas County,2352,1,0
2014,13,099,Georgia,Early County,1748,1,0
2014,13,101,Georgia,Echols County,0,NA,0
2014,13,103,Georgia,Effingham County,4263,1,0
2014,13,105,Georgia,Elbert County,1944,1,0
2014,13,107,Georgia,Emanuel County,2069,1,0
2014,13,109,Georgia,Evans County,2724,1,0
2014,13,111,Georgia,Fannin County,1397,1,0
2014,13,113,Georgia,Fayette County,877,1,0
2014,13,115,Georgia,Floyd County,801,1,0
2014,13,117,Georgia,Forsyth County,2491,1,0
2014,13,119,Georgia,Franklin County,3711,1,0
2014,13,121,Georgia,Fulton County,948,1,0
2014,13,123,Georgia,Gilmer County,1602,1,0
2014,13,125,Georgia,Glascock County,3053,3,0
2014,13,127,Georgia,Glynn County,1712,1,0
2014,13,129,Georgia,Gordon County,2156,1,0
2014,13,131,Georgia,Grady County,2536,1,0
2014,13,133,Georgia,Greene County,1649,1,0
2014,13,135,Georgia,Gwinnett County,1672,1,0
2014,13,137,Georgia,Habersham County,1823,1,0
2014,13,139,Georgia,Hall County,1630,1,0
2014,13,141,Georgia,Hancock County,4254,2,0
2014,13,143,Georgia,Haralson County,1909,1,0
2014,13,145,Georgia,Harris County,1934,1,0
2014,13,147,Georgia,Hart County,2820,1,0
2014,13,149,Georgia,Heard County,5802,2,0
2014,13,151,Georgia,Henry County,1962,1,0
2014,13,153,Georgia,Houston County,1962,1,0
2014,13,155,Georgia,Irwin County,3035,2,0
2014,13,157,Georgia,Jackson County,1628,1,0
2014,13,159,Georgia,Jasper County,2686,1,0
2014,13,161,Georgia,Jeff Davis County,3715,2,0
2014,13,163,Georgia,Jefferson County,2712,1,0
2014,13,165,Georgia,Jenkins County,4562,2,0
2014,13,167,Georgia,Johnson County,4850,2,0
2014,13,169,Georgia,Jones County,4798,1,0
2014,13,171,Georgia,Lamar County,2276,1,0
2014,13,173,Georgia,Lanier County,10373,3,0
2014,13,175,Georgia,Laurens County,997,1,0
2014,13,177,Georgia,Lee County,1460,1,0
2014,13,179,Georgia,Liberty County,2964,1,0
2014,13,181,Georgia,Lincoln County,3811,2,0
2014,13,183,Georgia,Long County,0,NA,0
2014,13,185,Georgia,Lowndes County,1924,1,0
2014,13,187,Georgia,Lumpkin County,2598,1,0
2014,13,189,Georgia,McDuffie County,1644,1,0
2014,13,191,Georgia,McIntosh County,14214,3,0
2014,13,193,Georgia,Macon County,13792,3,0
2014,13,195,Georgia,Madison County,7078,2,0
2014,13,197,Georgia,Marion County,8797,3,0
2014,13,199,Georgia,Meriwether County,3028,1,0
2014,13,201,Georgia,Miller County,1986,2,0
2014,13,205,Georgia,Mitchell County,1898,1,0
2014,13,207,Georgia,Monroe County,1803,1,0
2014,13,209,Georgia,Montgomery County,0,NA,0
2014,13,211,Georgia,Morgan County,1632,1,0
2014,13,213,Georgia,Murray County,7882,1,0
2014,13,215,Georgia,Muscogee County,1080,1,0
2014,13,217,Georgia,Newton County,2880,1,0
2014,13,219,Georgia,Oconee County,924,1,0
2014,13,221,Georgia,Oglethorpe County,7336,2,0
2014,13,223,Georgia,Paulding County,7095,1,0
2014,13,225,Georgia,Peach County,3846,1,0
2014,13,227,Georgia,Pickens County,2307,1,0
2014,13,229,Georgia,Pierce County,2374,1,0
2014,13,231,Georgia,Pike County,5928,2,0
2014,13,233,Georgia,Polk County,3164,1,0
2014,13,235,Georgia,Pulaski County,1435,1,0
2014,13,237,Georgia,Putnam County,4238,1,0
2014,13,239,Georgia,Quitman County,0,NA,0
2014,13,241,Georgia,Rabun County,1805,1,0
2014,13,243,Georgia,Randolph County,3656,2,0
2014,13,245,Georgia,Richmond County,1043,1,0
2014,13,247,Georgia,Rockdale County,1272,1,0
2014,13,249,Georgia,Schley County,0,NA,0
2014,13,251,Georgia,Screven County,7042,2,0
2014,13,253,Georgia,Seminole County,965,1,0
2014,13,255,Georgia,Spalding County,1939,1,0
2014,13,257,Georgia,Stephens County,1416,1,0
2014,13,259,Georgia,Stewart County,1915,2,0
2014,13,261,Georgia,Sumter County,1420,1,0
2014,13,263,Georgia,Talbot County,6390,3,0
2014,13,265,Georgia,Taliaferro County,0,NA,1
2014,13,267,Georgia,Tattnall County,4204,1,0
2014,13,269,Georgia,Taylor County,0,NA,0
2014,13,271,Georgia,Telfair County,2753,1,0
2014,13,273,Georgia,Terrell County,0,NA,0
2014,13,275,Georgia,Thomas County,1070,1,0
2014,13,277,Georgia,Tift County,925,1,0
2014,13,279,Georgia,Toombs County,1137,1,0
2014,13,281,Georgia,Towns County,1110,1,0
2014,13,283,Georgia,Treutlen County,0,NA,0
2014,13,285,Georgia,Troup County,1985,1,0
2014,13,287,Georgia,Turner County,2718,2,0
2014,13,289,Georgia,Twiggs County,0,NA,0
2014,13,291,Georgia,Union County,1099,1,0
2014,13,293,Georgia,Upson County,1875,1,0
2014,13,295,Georgia,Walker County,4013,1,0
2014,13,297,Georgia,Walton County,2368,1,0
2014,13,299,Georgia,Ware County,1225,1,0
2014,13,301,Georgia,Warren County,1840,2,0
2014,13,303,Georgia,Washington County,1290,1,0
2014,13,305,Georgia,Wayne County,2723,1,0
2014,13,307,Georgia,Webster County,0,NA,0
2014,13,309,Georgia,Wheeler County,0,NA,0
2014,13,311,Georgia,White County,3996,1,0
2014,13,313,Georgia,Whitfield County,1726,1,0
2014,13,315,Georgia,Wilcox County,4424,2,0
2014,13,317,Georgia,Wilkes County,1988,1,0
2014,13,319,Georgia,Wilkinson County,9326,3,0
2014,13,321,Georgia,Worth County,4188,1,0
2014,15,001,Hawaii,Hawaii County,1339,1,0
2014,15,003,Hawaii,Honolulu County,1136,1,0
2014,15,005,Hawaii,Kalawao County,0,NA,1
2014,15,007,Hawaii,Kauai County,1215,1,0
2014,15,009,Hawaii,Maui County,1080,1,0
2014,16,001,Idaho,Ada County,1131,1,0
2014,16,003,Idaho,Adams County,1930,2,0
2014,16,005,Idaho,Bannock County,1366,1,0
2014,16,007,Idaho,Bear Lake County,1191,1,0
2014,16,009,Idaho,Benewah County,1303,1,0
