year,state,city_name,stateplacefp,homeless_count,homeless_count_lb,homeless_count_ub,homeless_share,homeless_quality
2019,06,Pasadena,0656000,829,829,829,.05126778,1
2019,06,Perris,0656700,2467,2467,2467,.067776591,1
2019,06,Pittsburg,0657456,185,185,185,.016275182,1
2019,06,Pleasanton,0657792,4,4,4,.00026885333,1
2019,06,Pomona,0658072,3744,3744,3744,.15916337,1
2019,06,Rancho Cordova,0659444,974,974,974,.047276963,1
2019,06,Rancho Cucamonga,0659451,256,256,256,.037144516,1
2019,06,Redding,0659920,481,480,482,.026529148,1
2019,06,Redwood City,0660102,196,196,196,.010157546,1
2019,06,Rialto,0660466,2363,2363,2363,.09202072,1
2019,06,Richmond,0660620,972,971,973,.030738093,1
2019,06,Riverside,0662000,1241,1240,1242,.028302962,1
2019,06,Roseville,0662938,601,601,601,.020987568,1
2019,06,Sacramento,0664000,1849,1843,1855,.02671502,1
2019,06,Salinas,0664224,5181,5179,5183,.13330074,1
2019,06,San Bernardino,0665000,6514,6513,6515,.11982415,1
2019,06,San Diego,0666000,9386,9379,9393,.05825761,1
2019,06,San Francisco,0667000,3575,3574,3576,.060380355,1
2019,06,San Jose,0668000,1846,1840,1852,.013663346,1
2019,06,San Leandro,0668084,169,169,169,.018639021,1
2019,06,San Marcos,0668196,262,261,263,.010501844,1
2019,06,San Mateo,0668252,38,38,38,.0040798797,1
2019,06,San Ramon,0668378,,,,,
2019,06,Santa Ana,0669000,6699,6699,6699,.13467221,1
2019,06,Santa Barbara,0669070,2029,2029,2029,.12684421,1
2019,06,Santa Clara,0669084,156,156,156,.010192081,1
2019,06,Santa Clarita,0669088,893,893,893,.026706142,1
2019,06,Santa Maria,0669196,4981,4981,4981,.1903179,1
2019,06,Santa Monica,0670000,73,73,73,.0070531401,1
2019,06,Santa Rosa,0670098,402,401,403,.013623886,1
2019,06,Simi Valley,0672016,348,345,351,.011506034,1
2019,06,South Gate,0673080,35,35,35,.022845954,1
2019,06,Stockton,0675000,2659,2656,2662,.047415253,1
2019,06,Sunnyvale,0677000,89,88,90,.0025557086,1
2019,06,Temecula,0678120,637,637,637,.01603161,1
2019,06,Thousand Oaks,0678582,410,410,410,.01950616,1
2019,06,Torrance,0680000,196,196,196,.0084848488,1
2019,06,Tracy,0680238,942,941,943,.04727729,1
2019,06,Tustin,0680854,394,394,394,.016750988,1
2019,06,Upland,0681344,464,464,464,.043856334,1
2019,06,Vacaville,0681554,189,189,189,.014667081,1
2019,06,Vallejo,0681666,255,254,256,.020048747,1
2019,06,Ventura,0665042,944,943,945,.056428954,1
2019,06,Victorville,0682590,1273,1273,1273,.046619792,1
2019,06,Visalia,0682954,900,899,901,.027475882,1
2019,06,Vista,0682996,1188,1187,1189,.051406316,1
2019,06,West Covina,0684200,1573,1573,1573,.16034658,1
2019,06,Westminster,0684550,701,701,701,.077578574,1
2019,06,Whittier,0685292,2758,2758,2758,.083656877,1
2019,08,Arvada,0803455,,,,,
2019,08,Aurora,0804000,1781,1781,1781,.044427261,1
2019,08,Boulder,0807850,388,388,388,.012516129,1
2019,08,Centennial,0812815,,,,,
2019,08,Colorado Springs,0816000,1266,1265,1267,.015954029,1
2019,08,Denver,0820000,2513,2513,2513,.021017505,1
2019,08,Fort Collins,0827425,1387,1387,1387,.045099825,1
2019,08,Greeley,0832155,501,501,501,.022087026,1
2019,08,Lakewood,0843000,,,,,
2019,08,Longmont,0845970,391,391,391,.011900776,1
2019,08,Loveland,0846465,778,778,778,.048134629,1
2019,08,Pueblo,0862000,497,497,497,.018670173,1
2019,08,Thornton,0877290,1335,1335,1335,.034489885,1
2019,08,Westminster,0883835,908,908,908,.099889986,1
2019,09,Bridgeport,0908000,112,111,113,.0054195295,1
2019,09,Danbury,0918430,63,63,63,.0051775146,1
2019,09,Hartford,0937000,589,589,589,.01532577,1
2019,09,New Haven,0952000,548,546,550,.02274142,1
2019,09,Norwalk,0955990,31,31,31,.0026627728,1
2019,09,Stamford,0973000,85,85,85,.0051580798,1
2019,09,Waterbury,0980000,631,631,631,.033748731,1
2019,11,Washington,1150000,6498,6494,6502,.071379922,1
2019,12,Boca Raton,1207300,21,21,21,.0079185525,1
2019,12,Boynton Beach,1207875,42,42,42,.02550091,1
2019,12,Cape Coral,1210275,,,,,
2019,12,Clearwater,1212875,,,,,
2019,12,Coral Springs,1214400,,,,,
2019,12,Davie,1216475,,,,,
2019,12,Deerfield Beach,1216725,,,,,
2019,12,Deltona,1217200,,,,,
2019,12,Doral,1217935,,,,,
2019,12,Fort Lauderdale,1224000,5083,5083,5083,.018883836,1
2019,12,Fort Myers,1224125,1236,1236,1236,.012927112,1
2019,12,Gainesville,1225175,1046,1045,1046,.033850037,1
2019,12,Hialeah,1230000,,,,,
2019,12,Hollywood,1232000,,,,,
2019,12,Homestead,1232275,,,,,
2019,12,Jacksonville,1235000,3349,3349,3349,.025706369,1
2019,12,Kissimmee,1236950,2625,2625,2625,.037540223,1
2019,12,Lakeland,1238250,,,,,
2019,12,Largo,1239425,4251,4251,4251,.042607144,1
2019,12,Melbourne,1243975,,,,,
2019,12,Miami,1245000,9388,9388,9388,.027030841,1
2019,12,Miami Beach,1245025,,,,,
2019,12,Miami Gardens,1245060,,,,,
2019,12,Miramar,1245975,,,,,
2019,12,North Port,1249675,,,,,
2019,12,Orlando,1253000,4867,4867,4867,.022638474,1
2019,12,Palm Bay,1254000,,,,,
2019,12,Palm Coast,1254200,,,,,
2019,12,Pembroke Pines,1255775,,,,,
2019,12,Plantation,1257425,,,,,
2019,12,Pompano Beach,1258050,,,,,
2019,12,Port St Lucie,1258715,1428,1428,1428,.034114528,1
2019,12,St. Petersburg,1263000,,,,,
2019,12,Sunrise,1269700,,,,,
2019,12,Tallahassee,1270600,856,856,856,.023176476,1
2019,12,Tampa,1271000,4781,4781,4781,.021410178,1
2019,12,West Palm Beach,1276600,4500,4500,4500,.023115449,1
2019,13,Athens,1303440,551,551,551,.036336061,1
2019,13,Atlanta,1304000,3256,3255,3257,.020677742,1
2019,13,Augusta,1304204,629,629,629,.020511316,1
2019,13,Columbus,1319000,1086,1086,1086,.03422305,1
2019,13,Johns Creek,1342425,,,,,
2019,13,Macon,1349008,516,515,517,.021414343,1
2019,13,Roswell,1367284,,,,,
2019,13,Sandy Springs,1368516,,,,,
2019,13,Savannah,1369000,1012,1012,1012,.027018368,1
2019,13,South Fulton,1372122,,,,,
2019,13,Warner Robins,1380508,,,,,
2019,15,Urban Honolulu CDP,1571550,,,,,
2019,16,Boise,1608830,768,768,768,.027508149,1
2019,16,Meridian,1652120,652,652,652,.014939052,1
2019,16,Nampa,1656260,830,829,831,.0491881,1
2019,17,Arlington Heights,1702154,266,266,266,.015374834,1
2019,17,Aurora,1703012,781,781,781,.01492794,1
2019,17,Bloomington,1706613,171,171,171,.031526547,1
2019,17,Champaign,1712385,268,268,268,.026087804,1
2019,17,Chicago,1714000,14110,14107,14113,.04039311,1
2019,17,Cicero,1714351,185,185,185,.0098703513,1
2019,17,Elgin,1723074,777,777,777,.020706195,1
2019,17,Evanston,1724582,354,354,354,.031324662,1
2019,17,Joliet,1738570,602,601,603,.032799389,1
2019,17,Naperville,1751622,169,169,169,.010189316,1
2019,17,Peoria,1759000,511,509,513,.025697762,1
2019,17,Rockford,1765000,2646,2646,2646,.093809828,1
2019,17,Schaumburg,1768003,122,122,122,.0078155026,1
2019,17,Springfield,1772000,372,372,372,.026987812,1
2019,17,Waukegan,1779293,549,549,549,.035798121,1
2019,18,Bloomington,1805860,225,224,226,.01883791,1
2019,18,Carmel,1810342,68,68,68,.0040281974,1
2019,18,Evansville,1822000,508,508,508,.022259224,1
2019,18,Fishers,1823278,90,90,90,.004057161,1
2019,18,Fort Wayne,1825000,818,817,819,.01813506,1
2019,18,Hammond,1831000,154,154,154,.011768302,1
2019,18,Indianapolis,1836003,4321,4315,4327,.028313261,1
2019,18,South Bend,1871000,351,348,354,.019166712,1
2019,19,Cedar Rapids,1912000,475,475,475,.021189276,1
2019,19,Davenport,1919000,214,214,214,.013965022,1
2019,19,Des Moines,1921000,858,858,858,.02464455,1
2019,19,Sioux City,1973335,271,271,271,.017650124,1
2019,20,Kansas City,2036000,983,983,983,.032510914,1
2019,20,Lawrence,2038900,137,137,137,.011608202,1
2019,20,Olathe,2052575,452,452,452,.01498475,1
2019,20,Overland Park,2053775,124,124,124,.005417923,1
2019,20,Topeka,2071000,451,451,451,.019284219,1
2019,20,Wichita,2079000,1541,1541,1541,.03124303,1
2019,21,Lexington,2146027,853,853,853,.019680679,1
2019,21,Louisville,2148006,4912,4912,4912,.048949655,1
2019,22,Baton Rouge,2205000,1099,1095,1103,.021192079,1
2019,22,Lafayette,2240735,804,804,804,.023942109,1
2019,22,Lake Charles,2241155,870,870,870,.026250679,1
2019,22,New Orleans,2255000,2442,2438,2446,.048780486,1
2019,22,Shreveport,2270000,1900,1900,1900,.050712645,1
2019,24,Baltimore,2404000,3635,3635,3635,.045672715,1
2019,24,Frederick,2430325,931,931,931,.021242129,1
2019,25,Boston,2507000,123,123,123,.041694917,1
2019,25,Brockton,2509000,651,651,651,.039155539,1
2019,25,Cambridge,2511000,210,210,210,.023704708,1
2019,25,Fall River,2523000,604,604,604,.044777226,1
2019,25,Lawrence,2534550,328,327,329,.02269268,1
2019,25,Lowell,2537000,1283,1283,1283,.078847103,1
2019,25,Lynn,2537490,1075,1075,1075,.060768794,1
2019,25,New Bedford,2545000,1361,1360,1362,.083430395,1
2019,25,Newton,2545560,,,,,
2019,25,Quincy,2555745,185,185,185,.019220779,1
2019,25,Somerville,2562535,92,92,92,.018627252,1
2019,25,Springfield,2567000,1643,1643,1643,.058212869,1
2019,25,Worcester,2582000,2798,2798,2798,.10310266,1
2019,26,Ann Arbor,2603000,338,337,339,.01626564,1
2019,26,Dearborn,2621000,56,54,58,.0024049818,2
2019,26,Detroit,2622000,2090,2081,2099,.026760221,1
2019,26,Farmington Hills,2627440,,,,,
2019,26,Flint,2629000,601,601,601,.02833569,1
2019,26,Grand Rapids,2634000,1559,1557,1561,.026886728,1
2019,26,Lansing,2646000,1029,1028,1030,.062625527,1
2019,26,Livonia,2649000,66,66,66,.0038675652,1
2019,26,Rochester Hills,2669035,,,,,
2019,26,Southfield,2674900,175,174,176,.018925056,1
2019,26,Sterling Heights,2676460,65,65,65,.0024406728,1
2019,26,Troy,2680700,19,19,19,.0014459665,1
2019,26,Warren,2684000,340,339,341,.014760789,1
2019,26,Westland,2686000,227,227,227,.01875413,1
2019,26,Wyoming,2688940,142,142,142,.021062,1
2019,27,Bloomington,2706616,278,278,278,.026246224,1
2019,27,Brooklyn Park,2707966,28,28,28,.013041453,1
2019,27,Duluth,2717000,393,393,393,.038677294,1
2019,27,Minneapolis,2743000,2746,2744,2748,.063835226,1
2019,27,Plymouth,2751730,129,129,129,.11727273,1
2019,27,Rochester,2754880,416,416,416,.022837067,1
2019,27,Saint Paul,2758000,289,285,293,.006432944,1
2019,27,Woodbury,2771428,,,,,
2019,28,Jackson,2836000,3558,3558,3558,.15806308,1
2019,29,Columbia,2915670,170,170,170,.0089985179,1
2019,29,Independence,2935000,1101,1101,1101,.055738367,1
2019,29,Kansas City,2938000,3118,3117,3119,.045616806,1
2019,29,Lee's Summit,2941348,,,,,
2019,29,O'Fallon,2954074,159,159,159,.0089501832,1
2019,29,Springfield,2970000,2014,2014,2014,.07849098,1
2019,29,St. Louis,2965000,187,186,188,.016839262,1
2019,30,Billings,3006550,465,464,466,.025841948,1
2019,31,Lincoln,3128000,236,236,236,.0055847415,1
2019,31,Omaha,3137000,2089,2089,2089,.024983555,1
2019,32,Henderson,3231900,,,,,
2019,32,Las Vegas,3240000,13304,13304,13304,.039866354,1
2019,32,North Las Vegas,3251800,,,,,
2019,32,Reno,3260600,2253,2253,2253,.033203643,1
2019,32,Sparks,3268400,,,,,
2019,33,Manchester,3345140,821,819,823,.060270153,1
2019,33,Nashua,3350260,428,427,429,.036842559,1
2019,34,Clifton,3413690,122,122,122,.011359404,1
2019,34,Elizabeth,3421000,340,340,340,.011715654,1
2019,34,Jersey City,3436000,319,318,320,.010524232,1
2019,34,Newark,3451000,863,862,864,.0177364,1
2019,34,Paterson,3457000,394,394,394,.014277949,1
2019,34,Trenton,3474000,393,393,393,.023413762,1
2019,35,Albuquerque,3502000,2158,2153,2163,.023403103,1
2019,35,Las Cruces,3539380,717,717,717,.028798651,1
2019,35,Rio Rancho,3563460,124,123,125,.0067922873,1
2019,35,Santa Fe,3570500,1045,1045,1045,.057257138,1
2019,36,Albany,3601000,852,852,852,.050747514,1
2019,36,Buffalo,3611000,1392,1389,1395,.028132578,1
2019,36,New Rochelle,3650617,110,110,110,.010423576,1
2019,36,New York,3651000,21911,21910,21912,.12729332,1
2019,36,Rochester,3663000,2756,2755,2757,.045411855,1
2019,36,Syracuse,3673000,1711,1711,1711,.069962382,1
2019,36,Yonkers,3684000,437,437,437,.016596407,1
2019,37,Asheville,3702140,732,730,734,.024526721,1
2019,37,Cary,3710740,4176,4175,4177,.025412899,1
2019,37,Charlotte,3712000,4247,4243,4251,.027117627,1
2019,37,Concord,3714100,398,398,398,.011522205,1
2019,37,Durham,3719000,1152,1148,1156,.02630017,1
2019,37,Fayetteville,3722920,789,788,790,.015382816,1
2019,37,Gastonia,3725580,533,533,533,.016375814,1
2019,37,Greensboro,3728000,2022,2021,2023,.026543096,1
2019,37,Greenville,3728080,227,227,227,.0094222147,1
2019,37,High Point,3731400,,,,,
2019,37,Raleigh,3755000,45,43,47,.02108716,2
2019,37,Wilmington,3774440,902,902,902,.034382861,1
2019,37,Winston-Salem,3775000,13,13,13,.035714287,1
2019,38,Fargo,3825700,237,237,237,.020572918,1
2019,39,Akron,3901000,1165,1160,1170,.043135367,1
2019,39,Cincinnati,3915000,3185,3177,3193,.032772209,1
2019,39,Cleveland,3916000,2460,2452,2468,.049493995,1
2019,39,Columbus,3918000,3332,3315,3349,.038666852,1
2019,39,Dayton,3921000,748,742,754,.028483301,1
2019,39,Parma,3961000,98,96,100,.0086176572,1
2019,39,Toledo,3977000,2047,2042,2052,.05383442,1
2019,40,Broken Arrow,4009050,357,357,357,.018367978,1
2019,40,Edmond,4023200,90,89,91,.0027128863,1
2019,40,Lawton,4041850,736,736,736,.053805102,1
2019,40,Norman,4052500,292,292,292,.016607894,1
2019,40,Oklahoma City,4055000,3250,3246,3254,.054179307,1
2019,40,Tulsa,4075000,1972,1971,1973,.036935754,1
2019,41,Beaverton,4105350,1892,1892,1892,.045821123,1
2019,41,Bend,4105800,397,397,397,.021285722,1
2019,41,Eugene,4123850,1177,1177,1177,.050840136,1
2019,41,Gresham,4131250,302,302,302,.025282545,1
2019,41,Hillsboro,4134100,515,515,515,.025348231,1
2019,41,Medford,4147000,1207,1207,1207,.083252862,1
2019,41,Portland,4159000,2250,2250,2250,.033264831,1
2019,41,Salem,4164900,1141,1141,1141,.027083483,1
2019,42,Allentown,4202000,690,688,692,.022486556,1
2019,42,Bethlehem,4206088,389,388,390,.023856249,1
2019,42,Erie,4224000,340,340,340,.016091628,1
2019,42,Philadelphia,4260000,5592,5583,5601,.02884794,1
2019,42,Pittsburgh,4261000,1386,1386,1386,.018963961,1
2019,42,Reading,4263624,909,909,909,.033542436,1
2019,42,Scranton,4269000,243,243,243,.024319455,1
2019,44,Cranston,4419180,72,72,72,.0068735084,1
2019,44,Pawtucket,4454640,105,105,105,.011489222,1
2019,44,Providence,4459000,340,338,342,.012506898,1
2019,44,Warwick,4474300,85,85,85,.0098722419,1
2019,45,Charleston,4513330,350,350,350,.0069583887,1
2019,45,Columbia,4516000,1369,1369,1369,.01657084,1
2019,45,Mount Pleasant,4548535,,,,,
2019,45,North Charleston,4550875,,,,,
2019,46,Sioux Falls,4659020,758,758,758,.030084141,1
2019,47,Chattanooga,4714000,1463,1463,1463,.03226589,1
2019,47,Clarksville,4715160,934,934,934,.025531683,1
2019,47,Franklin,4727740,179,179,179,.0039757458,1
2019,47,Knoxville,4740000,515,514,516,.008348193,1
2019,47,Memphis,4748000,1594,1594,1594,.014081521,1
2019,47,Murfreesboro,4751560,1304,1304,1304,.023008788,1
2019,47,Nashville,4752006,4062,4062,4062,.041619707,1
2019,48,Abilene,4801000,1414,1414,1414,.066090211,1
2019,48,Allen,4801924,79,78,80,.0030100972,1
2019,48,Amarillo,4803000,1980,1980,1980,.057095073,1
2019,48,Arlington,4804000,2271,2271,2271,.03814755,1
2019,48,Austin,4805000,1541,1534,1548,.013700335,1
2019,48,Baytown,4806128,372,372,372,.01554794,1
2019,48,Beaumont,4807000,1659,1659,1659,.089097746,1
2019,48,Brownsville,4810768,1962,1962,1962,.045598216,1
2019,48,Bryan,4810912,679,679,679,.041047033,1
2019,48,Carrollton,4813024,371,371,371,.01376981,1
2019,48,Cedar Park,4813552,,,,,
2019,48,College Station,4815976,162,162,162,.011005435,1
2019,48,Conroe,4816432,723,723,723,.01115758,1
2019,48,Corpus Christi,4817000,1350,1349,1351,.025036164,1
2019,48,Dallas,4819000,4214,4212,4216,.02213805,1
2019,48,Denton,4819972,926,926,926,.029330716,1
2019,48,Edinburg,4822660,28,28,28,.00081568444,1
2019,48,El Paso,4824000,2237,2236,2238,.013795102,1
2019,48,Flower Mound,4826232,,,,,
2019,48,Fort Worth,4827000,3492,3491,3493,.025662696,1
2019,48,Frisco,4827684,124,124,124,.0019378633,1
2019,48,Garland,4829000,1473,1473,1473,.026444767,1
2019,48,Grand Prairie,4830464,1267,1267,1267,.04329256,1
2019,48,Houston,4835000,14962,14961,14963,.024904042,1
2019,48,Irving,4837000,631,631,631,.018811114,1
2019,48,Killeen,4839148,697,697,697,.015374095,1
2019,48,Laredo,4841464,947,947,947,.014132641,1
2019,48,League City,4841980,965,965,965,.022765877,1
2019,48,Lewisville,4842508,1311,1311,1311,.01856073,1
2019,48,Longview,4843888,95,95,95,.0062438385,1
2019,48,Lubbock,4845000,1021,1021,1021,.028394237,1
2019,48,Mcallen,4845384,303,303,303,.013230286,1
2019,48,Mckinney,4845744,709,709,709,.028796555,1
2019,48,Mesquite,4847892,798,798,798,.01941417,1
2019,48,Midland,4848072,707,707,707,.024044348,1
2019,48,Mission,4848768,176,176,176,.0068629361,1
2019,48,New Braunfels,4850820,666,666,666,.01923188,1
2019,48,Odessa,4853388,2306,2306,2306,.06666474,1
2019,48,Pasadena,4856000,1078,1078,1078,.020386551,1
2019,48,Pearland,4856348,226,226,226,.010386029,1
2019,48,Pharr,4857200,747,746,748,.01810953,1
2019,48,Plano,4858016,526,526,526,.0099944901,1
2019,48,Richardson,4861796,1032,1032,1032,.01727804,1
2019,48,Round Rock,4863500,926,925,927,.017596869,1
2019,48,San Angelo,4864472,243,243,243,.012977996,1
2019,48,San Antonio,4865000,7262,7258,7266,.021353673,1
2019,48,Sugar Land,4870808,1090,1090,1090,.013357025,1
2019,48,Temple,4872176,244,244,244,.027981652,1
2019,48,Tyler,4874144,417,417,417,.018425239,1
2019,48,Waco,4876000,874,872,876,.039788764,1
2019,48,Wichita Falls,4879000,361,361,361,.023807954,1
2019,49,Layton,4943660,7,5,9,.0023801429,3
2019,49,Lehi,4944320,,,,,
2019,49,Ogden,4955980,779,779,779,.01723337,1
2019,49,Orem,4957300,,,,,
2019,49,Provo,4962470,292,292,292,.016311027,1
2019,49,Salt Lake City,4967000,2084,2082,2086,.022760782,1
2019,49,Sandy,4967440,1728,1728,1728,.049192928,1
2019,49,South Jordan,4970850,1,0,2,.0025316456,3
2019,49,St. George,4965330,989,989,989,.027533408,1
2019,49,West Jordan,4982950,1982,1980,1984,.032859724,1
2019,49,West Valley City,4983470,17,16,18,.019976499,3
2019,51,Alexandria,5101000,164,164,164,.010064437,1
2019,51,Chesapeake,5116000,158,158,158,.0037983509,1
2019,51,Hampton,5135000,341,341,341,.017407728,1
2019,51,Lynchburg,5147672,176,176,176,.021471269,1
2019,51,Newport News,5156000,554,554,554,.019336823,1
2019,51,Norfolk,5157000,785,785,785,.026309615,1
2019,51,Portsmouth,5164000,208,208,208,.0148667,1
2019,51,Richmond,5167000,852,852,852,.033794772,1
2019,51,Roanoke,5168000,604,604,604,.021542193,1
2019,51,Suffolk,5176432,143,143,143,.0099846395,1
2019,51,Virginia Beach,5182000,792,792,792,.011527377,1
2019,53,Auburn,5303180,212,212,212,.011810585,1
2019,53,Bellevue,5305210,349,349,349,.016103728,1
2019,53,Bellingham,5305280,550,550,550,.039639641,1
2019,53,Everett,5322640,1385,1385,1385,.037199184,1
2019,53,Federal Way,5323515,817,817,817,.03508094,1
2019,53,Kennewick,5335275,411,411,411,.020446744,1
2019,53,Kent,5335415,436,436,436,.015911829,1
2019,53,Kirkland,5335940,3,3,3,.0036945813,1
2019,53,Pasco,5353545,250,250,250,.013014733,1
2019,53,Renton,5357745,611,611,611,.037741676,1
2019,53,Seattle,5363000,2686,2685,2687,.04670817,1
2019,53,Spokane,5367000,1627,1625,1629,.041665599,1
2019,53,Spokane Valley,5367167,374,374,374,.025299331,1
2019,53,Tacoma,5370000,2335,2335,2335,.054928251,1
2019,53,Vancouver,5374060,2029,2027,2031,.04179541,1
2019,53,Yakima,5380010,885,885,885,.034936048,1
2019,55,Appleton,5502375,306,306,306,.019028667,1
2019,55,Green Bay,5531000,1210,1210,1210,.040846638,1
2019,55,Kenosha,5539225,393,393,393,.018931547,1
2019,55,Madison,5548000,1244,1244,1244,.046345279,1
2019,55,Milwaukee,5553000,4916,4914,4918,.061572377,1
2019,55,Racine,5566000,702,702,702,.038827434,1
2018,01,Auburn,0103076,31,31,31,.0035477227,1
2018,01,Birmingham,0107000,452,452,452,.0076239309,1
2018,01,Hoover,0135896,51,51,51,.0036553899,1
2018,01,Huntsville,0137000,435,435,435,.010096087,1
2018,01,Mobile,0150000,7883,7883,7883,.14607075,1
2018,01,Montgomery,0151000,439,439,439,.015195569,1
2018,01,Tuscaloosa,0177256,423,423,423,.014463021,1
2018,02,Anchorage,0203000,1928,1928,1928,.04134766,1
2018,04,Avondale,0404720,585,585,585,.029617254,1
2018,04,Buckeye,0407940,39,39,39,.0029009224,1
2018,04,Chandler,0412000,365,363,367,.0058826376,1
2018,04,Flagstaff,0423620,298,297,299,.029464109,1
