"year","state","county","subgroup_type","subgroup","share_digital_access","share_digital_access_quality"
2018,"01","113","income","$50,000 or More",0.593320526082459,2
2018,"01","113","income","Less than $50,000",0.277529199837294,2
2018,"01","115","income","$50,000 or More",0.662051879918391,2
2018,"01","115","income","Less than $50,000",0.358179109159348,2
2018,"01","117","income","$50,000 or More",0.81691770687104,1
2018,"01","117","income","Less than $50,000",0.574763801046303,1
2018,"01","119","income","$50,000 or More",0.535839274141283,3
2018,"01","119","income","Less than $50,000",0.278477088113102,3
2018,"01","121","income","$50,000 or More",0.58541849868095,2
2018,"01","121","income","Less than $50,000",0.32555534304216,2
2018,"01","123","income","$50,000 or More",0.585682326621924,3
2018,"01","123","income","Less than $50,000",0.286592433875443,3
2018,"01","125","income","$50,000 or More",0.664935476398962,1
2018,"01","125","income","Less than $50,000",0.386015496440893,1
2018,"01","127","income","$50,000 or More",0.571868250539957,2
2018,"01","127","income","Less than $50,000",0.295278488555505,2
2018,"01","129","income","$50,000 or More",0.489668021680217,3
2018,"01","129","income","Less than $50,000",0.192602930914166,3
2018,"01","131","income","$50,000 or More",0.489668021680217,3
2018,"01","131","income","Less than $50,000",0.192602930914166,3
2018,"01","133","income","$50,000 or More",0.549052191038897,3
2018,"01","133","income","Less than $50,000",0.333933431023655,3
2018,"01","001","all","All",0.593472032639837,3
2018,"01","003","all","All",0.555404339752232,1
2018,"01","005","all","All",0.394689230431843,3
2018,"01","007","all","All",0.36175656404664,3
2018,"01","009","all","All",0.515693458226318,2
2018,"01","011","all","All",0.394689230431843,3
2018,"01","013","all","All",0.477691811734365,3
2018,"01","015","all","All",0.532653831634579,1
2018,"01","017","all","All",0.41813101399083,3
2018,"01","019","all","All",0.431066101887466,3
2018,"01","021","all","All",0.41813101399083,3
2018,"01","023","all","All",0.296441751692289,3
2018,"01","025","all","All",0.296441751692289,3
2018,"01","027","all","All",0.431066101887466,3
2018,"01","029","all","All",0.431066101887466,3
2018,"01","031","all","All",0.477691811734365,2
2018,"01","033","all","All",0.433455695185016,3
2018,"01","035","all","All",0.296441751692289,3
2018,"01","037","all","All",0.41813101399083,3
2018,"01","039","all","All",0.477691811734365,3
2018,"01","041","all","All",0.477691811734365,3
2018,"01","043","all","All",0.421025091570528,1
2018,"01","045","all","All",0.509923806479113,3
2018,"01","047","all","All",0.36175656404664,3
2018,"01","049","all","All",0.471031075560879,2
2018,"01","051","all","All",0.593472032639837,2
2018,"01","053","all","All",0.296441751692289,3
2018,"01","055","all","All",0.540242927508575,1
2018,"01","057","all","All",0.404153116963166,3
2018,"01","059","all","All",0.433455695185016,3
2018,"01","061","all","All",0.509923806479113,3
2018,"01","063","all","All",0.36175656404664,3
2018,"01","065","all","All",0.36175656404664,3
2018,"01","067","all","All",0.509923806479113,3
2018,"01","069","all","All",0.509923806479113,2
2018,"01","071","all","All",0.471031075560879,2
2018,"01","073","all","All",0.618322952781272,1
2018,"01","075","all","All",0.404153116963166,3
2018,"01","077","all","All",0.433455695185016,2
2018,"01","079","all","All",0.497040509100862,3
2018,"01","081","all","All",0.662826537314941,1
2018,"01","083","all","All",0.664809749530997,2
2018,"01","085","all","All",0.593472032639837,3
2018,"01","087","all","All",0.394689230431843,3
2018,"01","089","all","All",0.690025007658693,1
2018,"01","091","all","All",0.36175656404664,3
2018,"01","093","all","All",0.411825432295739,3
2018,"01","095","all","All",0.608680593137785,1
2018,"01","097","all","All",0.531312768319526,1
2018,"01","099","all","All",0.296441751692289,3
2018,"01","101","all","All",0.624558270755687,1
2018,"01","103","all","All",0.497040509100862,1
2018,"01","105","all","All",0.36175656404664,3
2018,"01","107","all","All",0.493556123659173,3
2018,"01","109","all","All",0.394689230431843,3
2018,"01","111","all","All",0.431066101887466,3
2018,"01","113","all","All",0.394689230431843,2
2018,"01","115","all","All",0.515693458226318,2
2018,"01","117","all","All",0.737731079562864,1
2018,"01","119","all","All",0.36175656404664,3
2018,"01","121","all","All",0.431066101887466,2
2018,"01","123","all","All",0.41813101399083,3
2018,"01","125","all","All",0.525705634373989,1
2018,"01","127","all","All",0.404153116963166,2
2018,"01","129","all","All",0.296441751692289,3
2018,"01","131","all","All",0.296441751692289,3
2018,"01","133","all","All",0.421025091570528,3
2018,"02","013","income","$50,000 or More",0.570097286226319,3
2018,"02","013","income","Less than $50,000",0.254176519948127,3
2018,"02","016","income","$50,000 or More",0.570097286226319,3
2018,"02","016","income","Less than $50,000",0.254176519948127,3
2018,"02","020","income","$50,000 or More",0.824407533892166,1
2018,"02","020","income","Less than $50,000",0.578336755646817,1
2018,"02","050","income","$50,000 or More",0.570097286226319,3
2018,"02","050","income","Less than $50,000",0.254176519948127,3
2018,"02","060","income","$50,000 or More",0.570097286226319,3
2018,"02","060","income","Less than $50,000",0.254176519948127,3
2018,"02","063","income","$50,000 or More",0.768806008563607,3
2018,"02","063","income","Less than $50,000",0.504540175271883,3
2018,"02","066","income","$50,000 or More",0.768806008563607,3
2018,"02","066","income","Less than $50,000",0.504540175271883,3
2018,"02","068","income","$50,000 or More",0.768806008563607,3
2018,"02","068","income","Less than $50,000",0.504540175271883,3
2018,"02","070","income","$50,000 or More",0.570097286226319,3
2018,"02","070","income","Less than $50,000",0.254176519948127,3
2018,"02","090","income","$50,000 or More",0.768806008563607,2
2018,"02","090","income","Less than $50,000",0.504540175271883,2
2018,"02","100","income","$50,000 or More",0.768806008563607,3
2018,"02","100","income","Less than $50,000",0.504540175271883,3
2018,"02","105","income","$50,000 or More",0.570097286226318,3
2018,"02","105","income","Less than $50,000",0.254176519948127,3
2018,"02","110","income","$50,000 or More",0.768806008563607,3
2018,"02","110","income","Less than $50,000",0.504540175271883,3
2018,"02","122","income","$50,000 or More",0.734083279345073,2
2018,"02","122","income","Less than $50,000",0.469374631584588,2
2018,"02","130","income","$50,000 or More",0.768806008563607,3
2018,"02","130","income","Less than $50,000",0.504540175271883,3
2018,"02","150","income","$50,000 or More",0.570097286226319,3
2018,"02","150","income","Less than $50,000",0.254176519948127,3
2018,"02","158","income","$50,000 or More",0.570097286226319,3
2018,"02","158","income","Less than $50,000",0.254176519948127,3
2018,"02","164","income","$50,000 or More",0.570097286226319,3
2018,"02","164","income","Less than $50,000",0.254176519948127,3
2018,"02","170","income","$50,000 or More",0.734083279345073,2
2018,"02","170","income","Less than $50,000",0.469374631584588,2
2018,"02","180","income","$50,000 or More",0.570097286226319,3
2018,"02","180","income","Less than $50,000",0.254176519948127,3
2018,"02","185","income","$50,000 or More",0.570097286226318,3
2018,"02","185","income","Less than $50,000",0.254176519948127,3
2018,"02","188","income","$50,000 or More",0.570097286226319,3
2018,"02","188","income","Less than $50,000",0.254176519948127,3
2018,"02","195","income","$50,000 or More",0.570097286226318,3
2018,"02","195","income","Less than $50,000",0.254176519948127,3
2018,"02","198","income","$50,000 or More",0.570097286226319,3
2018,"02","198","income","Less than $50,000",0.254176519948127,3
2018,"02","220","income","$50,000 or More",0.570097286226318,3
2018,"02","220","income","Less than $50,000",0.254176519948127,3
2018,"02","230","income","$50,000 or More",0.768806008563607,3
2018,"02","230","income","Less than $50,000",0.504540175271883,3
2018,"02","240","income","$50,000 or More",0.768806008563607,3
2018,"02","240","income","Less than $50,000",0.504540175271883,3
2018,"02","275","income","$50,000 or More",0.570097286226319,3
2018,"02","275","income","Less than $50,000",0.254176519948127,3
2018,"02","282","income","$50,000 or More",0.570097286226319,3
2018,"02","282","income","Less than $50,000",0.254176519948127,3
2018,"02","290","income","$50,000 or More",0.570097286226319,3
2018,"02","290","income","Less than $50,000",0.254176519948127,3
2018,"02","013","all","All",0.4432121082141,3
2018,"02","016","all","All",0.4432121082141,3
2018,"02","020","all","All",0.756909241109985,1
2018,"02","050","all","All",0.4432121082141,3
2018,"02","060","all","All",0.4432121082141,3
2018,"02","063","all","All",0.687650978421232,3
2018,"02","066","all","All",0.687650978421232,3
2018,"02","068","all","All",0.687650978421232,3
2018,"02","070","all","All",0.4432121082141,3
2018,"02","090","all","All",0.687650978421232,2
2018,"02","100","all","All",0.687650978421232,3
2018,"02","105","all","All",0.4432121082141,3
2018,"02","110","all","All",0.687650978421232,3
2018,"02","122","all","All",0.640206009236208,2
2018,"02","130","all","All",0.687650978421232,3
2018,"02","150","all","All",0.4432121082141,3
2018,"02","158","all","All",0.4432121082141,3
2018,"02","164","all","All",0.4432121082141,3
2018,"02","170","all","All",0.640206009236208,2
2018,"02","180","all","All",0.4432121082141,3
2018,"02","185","all","All",0.4432121082141,3
2018,"02","188","all","All",0.4432121082141,3
2018,"02","195","all","All",0.4432121082141,3
2018,"02","198","all","All",0.4432121082141,3
2018,"02","220","all","All",0.4432121082141,3
2018,"02","230","all","All",0.687650978421232,3
2018,"02","240","all","All",0.687650978421232,3
2018,"02","275","all","All",0.4432121082141,3
2018,"02","282","all","All",0.4432121082141,3
2018,"02","290","all","All",0.4432121082141,3
2018,"04","001","income","$50,000 or More",0.557690441533236,2
2018,"04","001","income","Less than $50,000",0.238155124005615,2
2018,"04","003","income","$50,000 or More",0.715373063007714,2
2018,"04","003","income","Less than $50,000",0.469008790028546,2
2018,"04","005","income","$50,000 or More",0.656111131857052,1
2018,"04","005","income","Less than $50,000",0.472508171927599,1
2018,"04","007","income","$50,000 or More",0.597412912742539,2
2018,"04","007","income","Less than $50,000",0.337363321184105,2
2018,"04","009","income","$50,000 or More",0.597412912742539,3
2018,"04","009","income","Less than $50,000",0.337363321184105,3
2018,"04","011","income","$50,000 or More",0.597412912742539,3
2018,"04","011","income","Less than $50,000",0.337363321184105,3
2018,"04","012","income","$50,000 or More",0.712529155258087,3
2018,"04","012","income","Less than $50,000",0.489763980128473,3
2018,"04","013","income","$50,000 or More",0.814548851783101,1
2018,"04","013","income","Less than $50,000",0.542550581277099,1
2018,"04","015","income","$50,000 or More",0.712529155258087,1
2018,"04","015","income","Less than $50,000",0.489763980128473,1
2018,"04","017","income","$50,000 or More",0.557690441533236,2
2018,"04","017","income","Less than $50,000",0.238155124005615,2
2018,"04","019","income","$50,000 or More",0.799756441293022,1
2018,"04","019","income","Less than $50,000",0.534150533055526,1
2018,"04","021","income","$50,000 or More",0.744497007817834,1
2018,"04","021","income","Less than $50,000",0.490654676576954,1
2018,"04","023","income","$50,000 or More",0.715373063007714,3
2018,"04","023","income","Less than $50,000",0.469008790028546,3
2018,"04","025","income","$50,000 or More",0.71358957050038,1
2018,"04","025","income","Less than $50,000",0.513486821801123,1
2018,"04","027","income","$50,000 or More",0.699212940009916,1
2018,"04","027","income","Less than $50,000",0.430320220944988,1
2018,"04","001","all","All",0.358326338454801,2
2018,"04","003","all","All",0.580605760756969,2
2018,"04","005","all","All",0.576508164819359,1
2018,"04","007","all","All",0.451600039876383,2
2018,"04","009","all","All",0.451600039876383,3
2018,"04","011","all","All",0.451600039876383,3
2018,"04","012","all","All",0.582846912507813,3
2018,"04","013","all","All",0.703747784831976,1
2018,"04","015","all","All",0.582846912507813,1
2018,"04","017","all","All",0.358326338454801,2
2018,"04","019","all","All",0.66906955745237,1
2018,"04","021","all","All",0.629605868842768,1
2018,"04","023","all","All",0.580605760756969,3
2018,"04","025","all","All",0.612288687283219,1
2018,"04","027","all","All",0.550073830782606,1
2018,"05","001","income","$50,000 or More",0.495969435170206,3
2018,"05","001","income","Less than $50,000",0.225568133031505,3
2018,"05","003","income","$50,000 or More",0.48466735966736,3
2018,"05","003","income","Less than $50,000",0.223743522770359,3
2018,"05","005","income","$50,000 or More",0.623937819660908,3
2018,"05","005","income","Less than $50,000",0.391130912293426,3
2018,"05","007","income","$50,000 or More",0.626571595880266,1
2018,"05","007","income","Less than $50,000",0.383529541506989,1
2018,"05","009","income","$50,000 or More",0.623937819660908,3
2018,"05","009","income","Less than $50,000",0.391130912293426,3
2018,"05","011","income","$50,000 or More",0.48466735966736,3
2018,"05","011","income","Less than $50,000",0.223743522770359,3
2018,"05","013","income","$50,000 or More",0.559007352941177,3
2018,"05","013","income","Less than $50,000",0.283762569476855,3
2018,"05","015","income","$50,000 or More",0.623937819660908,3
2018,"05","015","income","Less than $50,000",0.391130912293426,3
2018,"05","017","income","$50,000 or More",0.48466735966736,3
2018,"05","017","income","Less than $50,000",0.223743522770358,3
2018,"05","019","income","$50,000 or More",0.586195520692057,3
2018,"05","019","income","Less than $50,000",0.355843040420849,3
2018,"05","021","income","$50,000 or More",0.670670174895527,3
2018,"05","021","income","Less than $50,000",0.423732861988248,3
2018,"05","023","income","$50,000 or More",0.502822966507177,3
2018,"05","023","income","Less than $50,000",0.299549684779346,3
2018,"05","025","income","$50,000 or More",0.48466735966736,3
2018,"05","025","income","Less than $50,000",0.223743522770358,3
2018,"05","027","income","$50,000 or More",0.559007352941176,3
2018,"05","027","income","Less than $50,000",0.283762569476855,3
2018,"05","029","income","$50,000 or More",0.595601766654398,3
2018,"05","029","income","Less than $50,000",0.365399815571071,3
2018,"05","031","income","$50,000 or More",0.667228041454776,2
2018,"05","031","income","Less than $50,000",0.414799631779428,2
2018,"05","033","income","$50,000 or More",0.690044241218563,3
2018,"05","033","income","Less than $50,000",0.399675619885484,3
2018,"05","035","income","$50,000 or More",0.629721480351011,2
2018,"05","035","income","Less than $50,000",0.331628374979037,2
2018,"05","037","income","$50,000 or More",0.480537567021795,3
2018,"05","037","income","Less than $50,000",0.226738433529901,3
2018,"05","039","income","$50,000 or More",0.559007352941176,3
2018,"05","039","income","Less than $50,000",0.283762569476855,3
2018,"05","041","income","$50,000 or More",0.48466735966736,3
2018,"05","041","income","Less than $50,000",0.223743522770358,3
2018,"05","043","income","$50,000 or More",0.48466735966736,3
2018,"05","043","income","Less than $50,000",0.223743522770358,3
2018,"05","045","income","$50,000 or More",0.718949151630859,2
2018,"05","045","income","Less than $50,000",0.481109729377628,2
2018,"05","047","income","$50,000 or More",0.408492540336191,3
2018,"05","047","income","Less than $50,000",0.249573742540494,3
2018,"05","049","income","$50,000 or More",0.502822966507177,3
2018,"05","049","income","Less than $50,000",0.299549684779346,3
2018,"05","051","income","$50,000 or More",0.586195520692057,2
2018,"05","051","income","Less than $50,000",0.355843040420849,2
2018,"05","053","income","$50,000 or More",0.503217259651779,3
2018,"05","053","income","Less than $50,000",0.226843184452171,3
2018,"05","055","income","$50,000 or More",0.670670174895527,3
2018,"05","055","income","Less than $50,000",0.423732861988248,3
2018,"05","057","income","$50,000 or More",0.532316363413588,3
2018,"05","057","income","Less than $50,000",0.291093917194831,3
2018,"05","059","income","$50,000 or More",0.586195520692057,3
2018,"05","059","income","Less than $50,000",0.355843040420849,3
2018,"05","061","income","$50,000 or More",0.408492540336191,3
2018,"05","061","income","Less than $50,000",0.249573742540494,3
2018,"05","063","income","$50,000 or More",0.502822966507177,3
2018,"05","063","income","Less than $50,000",0.299549684779346,3
2018,"05","065","income","$50,000 or More",0.502822966507177,3
2018,"05","065","income","Less than $50,000",0.299549684779346,3
2018,"05","067","income","$50,000 or More",0.555744487898883,3
2018,"05","067","income","Less than $50,000",0.331737066142764,3
2018,"05","069","income","$50,000 or More",0.503217259651779,2
2018,"05","069","income","Less than $50,000",0.226843184452171,2
2018,"05","071","income","$50,000 or More",0.595601766654398,3
2018,"05","071","income","Less than $50,000",0.365399815571071,3
2018,"05","073","income","$50,000 or More",0.532316363413588,3
2018,"05","073","income","Less than $50,000",0.291093917194831,3
2018,"05","075","income","$50,000 or More",0.670670174895527,3
2018,"05","075","income","Less than $50,000",0.423732861988248,3
2018,"05","077","income","$50,000 or More",0.480537567021795,3
2018,"05","077","income","Less than $50,000",0.226738433529901,3
2018,"05","079","income","$50,000 or More",0.48466735966736,3
2018,"05","079","income","Less than $50,000",0.223743522770358,3
2018,"05","081","income","$50,000 or More",0.532316363413588,3
2018,"05","081","income","Less than $50,000",0.291093917194831,3
2018,"05","083","income","$50,000 or More",0.408492540336191,3
2018,"05","083","income","Less than $50,000",0.249573742540494,3
2018,"05","085","income","$50,000 or More",0.718949151630859,2
2018,"05","085","income","Less than $50,000",0.481109729377628,2
2018,"05","087","income","$50,000 or More",0.623937819660908,3
2018,"05","087","income","Less than $50,000",0.391130912293426,3
2018,"05","089","income","$50,000 or More",0.623937819660908,3
2018,"05","089","income","Less than $50,000",0.391130912293426,3
2018,"05","091","income","$50,000 or More",0.532316363413588,2
2018,"05","091","income","Less than $50,000",0.291093917194831,2
2018,"05","093","income","$50,000 or More",0.629721480351011,2
2018,"05","093","income","Less than $50,000",0.331628374979037,2
2018,"05","095","income","$50,000 or More",0.480537567021795,3
2018,"05","095","income","Less than $50,000",0.226738433529901,3
2018,"05","097","income","$50,000 or More",0.586195520692057,3
2018,"05","097","income","Less than $50,000",0.355843040420849,3
2018,"05","099","income","$50,000 or More",0.532316363413588,3
2018,"05","099","income","Less than $50,000",0.291093917194831,3
2018,"05","101","income","$50,000 or More",0.623937819660908,3
2018,"05","101","income","Less than $50,000",0.391130912293426,3
2018,"05","103","income","$50,000 or More",0.559007352941176,3
2018,"05","103","income","Less than $50,000",0.283762569476855,3
2018,"05","105","income","$50,000 or More",0.595601766654398,3
2018,"05","105","income","Less than $50,000",0.365399815571071,3
2018,"05","107","income","$50,000 or More",0.480537567021795,3
2018,"05","107","income","Less than $50,000",0.226738433529901,3
2018,"05","109","income","$50,000 or More",0.532316363413588,3
2018,"05","109","income","Less than $50,000",0.291093917194831,3
2018,"05","111","income","$50,000 or More",0.480537567021795,3
2018,"05","111","income","Less than $50,000",0.226738433529901,3
2018,"05","113","income","$50,000 or More",0.408492540336191,3
2018,"05","113","income","Less than $50,000",0.249573742540494,3
2018,"05","115","income","$50,000 or More",0.595601766654398,2
2018,"05","115","income","Less than $50,000",0.365399815571071,2
2018,"05","117","income","$50,000 or More",0.555744487898883,3
2018,"05","117","income","Less than $50,000",0.331737066142764,3
2018,"05","119","income","$50,000 or More",0.741423011930974,1
2018,"05","119","income","Less than $50,000",0.394207633665122,1
2018,"05","121","income","$50,000 or More",0.670670174895527,3
2018,"05","121","income","Less than $50,000",0.423732861988248,3
2018,"05","123","income","$50,000 or More",0.480537567021795,3
2018,"05","123","income","Less than $50,000",0.226738433529901,3
2018,"05","125","income","$50,000 or More",0.637244471464397,1
2018,"05","125","income","Less than $50,000",0.377993752169386,1
2018,"05","127","income","$50,000 or More",0.408492540336191,3
2018,"05","127","income","Less than $50,000",0.249573742540494,3
2018,"05","129","income","$50,000 or More",0.623937819660908,3
2018,"05","129","income","Less than $50,000",0.391130912293426,3
2018,"05","131","income","$50,000 or More",0.690044241218563,2
2018,"05","131","income","Less than $50,000",0.399675619885484,2
2018,"05","133","income","$50,000 or More",0.408492540336191,3
2018,"05","133","income","Less than $50,000",0.249573742540494,3
2018,"05","135","income","$50,000 or More",0.502822966507177,3
2018,"05","135","income","Less than $50,000",0.299549684779346,3
2018,"05","137","income","$50,000 or More",0.502822966507177,3
2018,"05","137","income","Less than $50,000",0.299549684779346,3
2018,"05","139","income","$50,000 or More",0.559007352941177,2
2018,"05","139","income","Less than $50,000",0.283762569476855,2
2018,"05","141","income","$50,000 or More",0.502822966507177,3
2018,"05","141","income","Less than $50,000",0.299549684779346,3
2018,"05","143","income","$50,000 or More",0.718159098410902,1
2018,"05","143","income","Less than $50,000",0.458196287692343,1
2018,"05","145","income","$50,000 or More",0.555744487898883,2
2018,"05","145","income","Less than $50,000",0.331737066142764,2
2018,"05","147","income","$50,000 or More",0.555744487898883,3
2018,"05","147","income","Less than $50,000",0.331737066142764,3
2018,"05","149","income","$50,000 or More",0.595601766654398,3
2018,"05","149","income","Less than $50,000",0.365399815571071,3
2018,"05","001","all","All",0.335272531939494,3
2018,"05","003","all","All",0.326381967338802,3
2018,"05","005","all","All",0.482257988240301,3
2018,"05","007","all","All",0.533122025166167,1
2018,"05","009","all","All",0.482257988240301,3
2018,"05","011","all","All",0.326381967338802,3
2018,"05","013","all","All",0.396374940459776,3
2018,"05","015","all","All",0.482257988240301,3
2018,"05","017","all","All",0.326381967338802,3
2018,"05","019","all","All",0.453214335518059,3
2018,"05","021","all","All",0.531285812514325,3
2018,"05","023","all","All",0.377919203099059,3
2018,"05","025","all","All",0.326381967338802,3
2018,"05","027","all","All",0.396374940459776,3
2018,"05","029","all","All",0.461439539347409,3
2018,"05","031","all","All",0.523862704125381,2
2018,"05","033","all","All",0.53116764373689,3
2018,"05","035","all","All",0.450073273030471,2
2018,"05","037","all","All",0.31871404057737,3
2018,"05","039","all","All",0.396374940459776,3
2018,"05","041","all","All",0.326381967338802,3
2018,"05","043","all","All",0.326381967338802,3
2018,"05","045","all","All",0.605752293448699,2
2018,"05","047","all","All",0.311080918663287,3
2018,"05","049","all","All",0.377919203099059,3
2018,"05","051","all","All",0.453214335518059,2
2018,"05","053","all","All",0.341273572585279,3
2018,"05","055","all","All",0.531285812514325,3
2018,"05","057","all","All",0.388025897934566,3
2018,"05","059","all","All",0.453214335518059,3
2018,"05","061","all","All",0.311080918663287,3
2018,"05","063","all","All",0.377919203099059,3
2018,"05","065","all","All",0.377919203099059,3
2018,"05","067","all","All",0.425668449197861,3
2018,"05","069","all","All",0.341273572585279,2
2018,"05","071","all","All",0.461439539347409,3
2018,"05","073","all","All",0.388025897934566,3
2018,"05","075","all","All",0.531285812514325,3
2018,"05","077","all","All",0.31871404057737,3
2018,"05","079","all","All",0.326381967338802,3
2018,"05","081","all","All",0.388025897934566,3
2018,"05","083","all","All",0.311080918663287,3
2018,"05","085","all","All",0.605752293448699,2
2018,"05","087","all","All",0.482257988240301,3
2018,"05","089","all","All",0.482257988240301,3
