year,state,county,subgroup_type,subgroup,pctl_income_20,pctl_20_quality,pctl_income_50,pctl_50_quality,pctl_income_80,pctl_80_quality
2018,01,041,race-ethnicity,"Black, Non-Hispanic",10183.99689207547,3,29145.757136375,3,58029.233847588235,3
2018,01,041,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,041,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,041,race-ethnicity,"White, Non-Hispanic",21347.2757141875,3,51020.93578327272,3,101380.58305920004,3
2018,01,041,all,All,17920.70162177778,3,45541.3850707907,3,95103.30065344185,3
2018,01,043,race-ethnicity,"Black, Non-Hispanic",18873.961838000003,3,34055.71870899999,3,66769.1264473333,3
2018,01,043,race-ethnicity,Hispanic,19224.099555747125,3,40303.68685245614,3,73857.07182358622,3
2018,01,043,race-ethnicity,Other Races and Ethnicities,13680.369160714285,3,22361.489451999998,3,50943.54221744999,3
2018,01,043,race-ethnicity,"White, Non-Hispanic",19098.795598058623,1,41886.758969819144,1,83642.41939410001,1
2018,01,043,all,All,19051.580232634482,1,41419.361210385716,1,83137.32019553686,1
2018,01,045,race-ethnicity,"Black, Non-Hispanic",11039.576190036365,3,26760.9419690339,3,56200.34167836,3
2018,01,045,race-ethnicity,Hispanic,17530.841797853656,3,39825.449870588236,3,59115.8446884,3
2018,01,045,race-ethnicity,Other Races and Ethnicities,18459.607879040002,3,38426.67080353846,3,84067.21536549678,3
2018,01,045,race-ethnicity,"White, Non-Hispanic",21260.08102515349,3,52130.019225333286,3,98921.77040773335,3
2018,01,045,all,All,17385.039903905512,3,44645.35219667308,3,90394.65228200005,3
2018,01,047,race-ethnicity,"Black, Non-Hispanic",9116.312748182243,3,21905.408466666664,3,49132.22777649999,3
2018,01,047,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,047,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,047,race-ethnicity,"White, Non-Hispanic",20071.103525000002,3,50820.081039939396,3,99224.11234246957,3
2018,01,047,all,All,10696.7484257328,3,29975.267562686568,3,74159.42139136,3
2018,01,049,race-ethnicity,"Black, Non-Hispanic",NA,3,NA,3,NA,3
2018,01,049,race-ethnicity,Hispanic,12778.632557355555,3,27699.43276447367,3,53177.97261326512,3
2018,01,049,race-ethnicity,Other Races and Ethnicities,12963.839218400002,3,33252.00114959999,3,66063.19651991352,3
2018,01,049,race-ethnicity,"White, Non-Hispanic",15860.433447835028,2,39981.11358437705,2,78987.7810076706,2
2018,01,049,all,All,15196.06510248703,2,38540.59154241111,2,75763.27053154286,2
2018,01,051,race-ethnicity,"Black, Non-Hispanic",12410.680258294446,2,36175.711684,2,81236.62682538464,2
2018,01,051,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,051,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,051,race-ethnicity,"White, Non-Hispanic",27815.818622592593,2,63544.31351611628,2,114825.17797615388,2
2018,01,051,all,All,21412.15074721772,2,55721.55199649999,2,106938.39345860001,2
2018,01,053,race-ethnicity,"Black, Non-Hispanic",9523.582887857143,3,23360.431276875002,3,53295.62732824005,3
2018,01,053,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,053,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,053,race-ethnicity,"White, Non-Hispanic",17233.314669450003,3,44500.29142034286,3,90115.32160446666,3
2018,01,053,all,All,12554.055648561904,3,34775.23796554802,3,75936.45900161752,3
2018,01,055,race-ethnicity,"Black, Non-Hispanic",12790.26648768,1,30799.38428414634,1,62922.42099200001,1
2018,01,055,race-ethnicity,Hispanic,18405.397818509093,3,28039.446168477778,3,41150.00062390588,3
2018,01,055,race-ethnicity,Other Races and Ethnicities,9579.62956,3,24736.969304249997,3,83164.72245321429,3
2018,01,055,race-ethnicity,"White, Non-Hispanic",20163.00257088,1,46934.91343493333,1,89859.11799448001,1
2018,01,055,all,All,18839.520106620002,1,43290.25691197297,1,85700.0158480889,1
2018,01,057,race-ethnicity,"Black, Non-Hispanic",NA,3,NA,3,NA,3
2018,01,057,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,057,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,057,race-ethnicity,"White, Non-Hispanic",16886.268588184616,3,40950.94022809375,3,84299.13706413617,3
2018,01,057,all,All,15654.6572386,3,38866.49620276744,3,81825.55878987693,3
2018,01,059,race-ethnicity,"Black, Non-Hispanic",12924.498201153847,3,29708.40723847059,3,62119.30464236842,3
2018,01,059,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,059,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,059,race-ethnicity,"White, Non-Hispanic",20064.9281578,3,46722.471478461564,3,90201.73537408833,3
2018,01,059,all,All,18143.310177521053,3,44176.8691211282,3,88046.12642862221,3
2018,01,061,race-ethnicity,"Black, Non-Hispanic",11039.576190036365,3,26760.9419690339,3,56200.341678360004,3
2018,01,061,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,061,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,061,race-ethnicity,"White, Non-Hispanic",21260.08102515349,3,52130.01922533334,3,98921.77040773335,3
2018,01,061,all,All,17385.039903905512,3,44645.35219667308,3,90394.65228200005,3
2018,01,063,race-ethnicity,"Black, Non-Hispanic",9116.312748182243,3,21905.40846666667,3,49132.227776500054,3
2018,01,063,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,063,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,063,race-ethnicity,"White, Non-Hispanic",20071.10352500001,3,50820.081039939396,3,99224.11234246957,3
2018,01,063,all,All,10696.7484257328,3,29975.267562686568,3,74159.42139136,3
2018,01,065,race-ethnicity,"Black, Non-Hispanic",9116.312748182243,3,21905.408466666668,3,49132.22777650011,3
2018,01,065,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,065,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,065,race-ethnicity,"White, Non-Hispanic",20071.10352500001,3,50820.081039939396,3,99224.11234246957,3
2018,01,065,all,All,10696.7484257328,3,29975.267562686568,3,74159.42139136003,3
2018,01,067,race-ethnicity,"Black, Non-Hispanic",11039.576190036365,3,26760.9419690339,3,56200.341678360004,3
2018,01,067,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,067,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,067,race-ethnicity,"White, Non-Hispanic",21260.08102515349,3,52130.01922533334,3,98921.77040773335,3
2018,01,067,all,All,17385.039903905512,3,44645.35219667308,3,90394.65228200005,3
2018,01,069,race-ethnicity,"Black, Non-Hispanic",11039.576190036365,2,26760.9419690339,2,56200.341678360004,2
2018,01,069,race-ethnicity,Hispanic,17530.841797853656,3,39825.449870588236,3,59115.84468840001,3
2018,01,069,race-ethnicity,Other Races and Ethnicities,18459.607879040002,2,38426.67080353846,2,84067.21536549678,2
2018,01,069,race-ethnicity,"White, Non-Hispanic",21260.08102515349,2,52130.019225333286,2,98921.77040773335,2
2018,01,069,all,All,17385.039903905512,2,44645.35219667308,2,90394.652282,2
2018,01,071,race-ethnicity,"Black, Non-Hispanic",NA,3,NA,3,NA,3
2018,01,071,race-ethnicity,Hispanic,12778.632557355557,3,27699.432764473688,3,53177.97261326513,3
2018,01,071,race-ethnicity,Other Races and Ethnicities,12963.8392184,3,33252.00114959999,3,66063.1965199135,3
2018,01,071,race-ethnicity,"White, Non-Hispanic",15860.433447835028,2,39981.11358437705,2,78987.7810076706,2
2018,01,071,all,All,15196.06510248703,2,38540.591542411115,2,75763.27053154286,2
2018,01,073,race-ethnicity,"Black, Non-Hispanic",14393.500272871112,1,36287.07364596825,1,75805.1436924,1
2018,01,073,race-ethnicity,Hispanic,23272.465714285714,1,40105.438685040004,1,86045.70520000001,1
2018,01,073,race-ethnicity,Other Races and Ethnicities,17803.008852857143,1,56521.76709107143,1,126106.41666498463,1
2018,01,073,race-ethnicity,"White, Non-Hispanic",28892.42431152,1,69052.67909798077,1,135694.39619336088,1
2018,01,073,all,All,20162.3026291451,1,51776.19932311707,1,107878.04946150049,1
2018,01,075,race-ethnicity,"Black, Non-Hispanic",NA,3,NA,3,NA,3
2018,01,075,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,075,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,075,race-ethnicity,"White, Non-Hispanic",16886.268588184616,3,40950.94022809376,3,84299.13706413617,3
2018,01,075,all,All,15654.657238600004,3,38866.49620276745,3,81825.55878987693,3
2018,01,077,race-ethnicity,"Black, Non-Hispanic",12924.498201153847,2,29708.407238470587,2,62119.30464236842,2
2018,01,077,race-ethnicity,Hispanic,13897.292034685714,3,26084.401628318185,3,86983.4598991999,3
2018,01,077,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,077,race-ethnicity,"White, Non-Hispanic",20064.928157799997,2,46722.47147846154,2,90201.73537408831,2
2018,01,077,all,All,18143.310177521053,2,44176.8691211282,2,88046.12642862221,2
2018,01,079,race-ethnicity,"Black, Non-Hispanic",13498.208585647058,3,31728.17724768,3,67845.9474236571,3
2018,01,079,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,079,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,079,race-ethnicity,"White, Non-Hispanic",24083.487287514316,3,51506.50033315385,3,98227.28237773587,3
2018,01,079,all,All,20715.763009416394,3,47754.36165276191,3,95284.64106329181,3
2018,01,081,race-ethnicity,"Black, Non-Hispanic",8888.764805828572,1,28234.051652967748,1,66892.46207775825,1
2018,01,081,race-ethnicity,Hispanic,18711.1106776,3,36916.282160129995,3,94248.0386888889,3
2018,01,081,race-ethnicity,Other Races and Ethnicities,14125.0860905,1,47047.481929125,1,91090.4272981081,1
2018,01,081,race-ethnicity,"White, Non-Hispanic",20578.32961635556,1,58265.22496348388,1,114192.44584799575,1
2018,01,081,all,All,15991.693898962267,1,49654.96340233696,1,103941.80971174288,1
2018,01,083,race-ethnicity,"Black, Non-Hispanic",25278.669032025806,2,60597.7596547826,2,110428.66000898392,2
2018,01,083,race-ethnicity,Hispanic,27414.388844542857,3,53313.98284245283,3,90931.17677295484,3
2018,01,083,race-ethnicity,Other Races and Ethnicities,25972.086061719998,3,74006.2891842,3,124145.05609200001,3
2018,01,083,race-ethnicity,"White, Non-Hispanic",27524.779503438596,2,66815.1984729836,2,124589.44592973197,2
2018,01,083,all,All,27235.120801164707,2,66167.143279875,2,119552.66857192,2
2018,01,085,race-ethnicity,"Black, Non-Hispanic",12410.680258294446,3,36175.711683999994,3,81236.6268253846,3
2018,01,085,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,085,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,085,race-ethnicity,"White, Non-Hispanic",27815.818622592593,3,63544.31351611628,3,114825.17797615388,3
2018,01,085,all,All,21412.15074721772,3,55721.551996500006,3,106938.39345860001,3
2018,01,087,race-ethnicity,"Black, Non-Hispanic",9543.087812000002,3,25906.079935588234,3,59310.48074197502,3
2018,01,087,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,087,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,087,race-ethnicity,"White, Non-Hispanic",20741.61907952727,3,47861.65505,3,92388.79201024,3
2018,01,087,all,All,13259.487343436065,3,36973.83610397561,3,78184.5965119,3
2018,01,089,race-ethnicity,"Black, Non-Hispanic",12947.633353750556,1,38290.38341795342,1,83600.77437873192,1
2018,01,089,race-ethnicity,Hispanic,16746.84779942,1,40070.77413245637,1,85681.64257676489,1
2018,01,089,race-ethnicity,Other Races and Ethnicities,24568.00821579884,1,70418.11472594693,1,129634.48651206492,1
2018,01,089,race-ethnicity,"White, Non-Hispanic",28588.745197095854,1,69915.67627633778,1,135937.6959105812,1
2018,01,089,all,All,23343.076465238108,1,59640.893595968286,1,122181.25515855852,1
2018,01,091,race-ethnicity,"Black, Non-Hispanic",9116.312748182243,3,21905.408466666675,3,49132.22777650011,3
2018,01,091,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,091,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,091,race-ethnicity,"White, Non-Hispanic",20071.10352500001,3,50820.081039939396,3,99224.11234246957,3
2018,01,091,all,All,10696.7484257328,3,29975.267562686568,3,74159.42139136003,3
2018,01,093,race-ethnicity,"Black, Non-Hispanic",9973.128130864417,3,25311.942403508605,3,50637.833129854094,3
2018,01,093,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,093,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,093,race-ethnicity,"White, Non-Hispanic",17540.010131780236,3,42173.20934817476,3,86188.74069783717,3
2018,01,093,all,All,16272.194878143064,3,40322.903681530755,3,83134.7622312029,3
2018,01,095,race-ethnicity,"Black, Non-Hispanic",18189.267732,3,53745.56125239669,3,78168.89632315263,3
2018,01,095,race-ethnicity,Hispanic,13812.665348533334,3,28657.130427104166,3,58151.5334377143,3
2018,01,095,race-ethnicity,Other Races and Ethnicities,27313.0475328,3,61710.46610475,3,113088.98484219996,3
2018,01,095,race-ethnicity,"White, Non-Hispanic",21397.4369398625,1,51792.089391,1,115532.40318501055,1
2018,01,095,all,All,20565.05189328358,1,49867.615931750006,1,112389.28521083783,1
2018,01,097,race-ethnicity,"Black, Non-Hispanic",12637.615660861818,1,29507.909743483873,1,65282.38761880001,1
2018,01,097,race-ethnicity,Hispanic,18792.188167199998,1,37154.17835553846,1,95647.56646937413,1
2018,01,097,race-ethnicity,Other Races and Ethnicities,17985.182811384613,1,49414.884215733335,1,82072.23799828358,1
2018,01,097,race-ethnicity,"White, Non-Hispanic",24973.51657777778,1,58627.97312736842,1,108761.01638925374,1
2018,01,097,all,All,18032.921465703224,1,46095.05501311855,1,93264.64425652978,1
2018,01,099,race-ethnicity,"Black, Non-Hispanic",9523.582887857143,3,23360.43127687499,3,53295.62732824005,3
2018,01,099,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,099,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,099,race-ethnicity,"White, Non-Hispanic",17233.314669450003,3,44500.29142034286,3,90115.32160446666,3
2018,01,099,all,All,12554.055648561904,3,34775.23796554802,3,75936.45900161752,3
2018,01,101,race-ethnicity,"Black, Non-Hispanic",12848.33113178861,1,35223.970373864795,1,73327.53268172021,1
2018,01,101,race-ethnicity,Hispanic,23144.068709552594,3,46635.973199801665,3,97311.86846814366,3
2018,01,101,race-ethnicity,Other Races and Ethnicities,30777.348915738523,1,67317.65910187097,1,131794.68270879023,1
2018,01,101,race-ethnicity,"White, Non-Hispanic",27835.50028037763,1,66968.83346337042,1,131309.2379649295,1
2018,01,101,all,All,18233.698040922955,1,46694.17104473442,1,99366.91048140831,1
2018,01,103,race-ethnicity,"Black, Non-Hispanic",13498.208585647058,1,31728.17724768,1,67845.94742365718,1
2018,01,103,race-ethnicity,Hispanic,16002.710617117242,3,37338.88999599999,3,63201.42366930286,3
2018,01,103,race-ethnicity,Other Races and Ethnicities,19612.262114514284,3,55999.29096041378,3,100662.70788296005,3
2018,01,103,race-ethnicity,"White, Non-Hispanic",24083.48728751433,1,51506.50033315385,1,98227.28237773587,1
2018,01,103,all,All,20715.763009416394,1,47754.36165276191,1,95284.64106329181,1
2018,01,105,race-ethnicity,"Black, Non-Hispanic",9116.312748182243,3,21905.408466666668,3,49132.22777649999,3
2018,01,105,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,105,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,105,race-ethnicity,"White, Non-Hispanic",20071.103525000002,3,50820.081039939396,3,99224.11234246957,3
2018,01,105,all,All,10696.7484257328,3,29975.267562686568,3,74159.42139136,3
2018,01,107,race-ethnicity,"Black, Non-Hispanic",13240.174095443477,3,33600.550528,3,79519.85128858183,3
2018,01,107,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,107,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,107,race-ethnicity,"White, Non-Hispanic",29715.512992,3,69028.1168925,3,117266.67622038456,3
2018,01,107,all,All,24880.498390423076,3,61044.12934210416,3,112953.30606646364,3
2018,01,109,race-ethnicity,"Black, Non-Hispanic",9543.087812000002,3,25906.079935588234,3,59310.480741975036,3
2018,01,109,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,109,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,109,race-ethnicity,"White, Non-Hispanic",20741.619079527278,3,47861.65505,3,92388.79201024001,3
2018,01,109,all,All,13259.487343436065,3,36973.83610397561,3,78184.5965119,3
2018,01,111,race-ethnicity,"Black, Non-Hispanic",13193.997993000003,3,30729.710829000003,3,62135.14554985001,3
2018,01,111,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,111,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,111,race-ethnicity,"White, Non-Hispanic",19744.861314838712,3,44876.882309999986,3,84646.76038702634,3
2018,01,111,all,All,17365.753664846154,3,41111.65776128205,3,78466.93824702861,3
2018,01,113,race-ethnicity,"Black, Non-Hispanic",9543.087812000002,2,25906.079935588234,2,59310.48074197502,2
2018,01,113,race-ethnicity,Hispanic,NA,3,NA,3,NA,3
2018,01,113,race-ethnicity,Other Races and Ethnicities,NA,3,NA,3,NA,3
2018,01,113,race-ethnicity,"White, Non-Hispanic",20741.619079527278,2,47861.65505000001,2,92388.79201024001,2
2018,01,113,all,All,13259.487343436065,2,36973.83610397561,2,78184.5965119,2
2018,01,115,race-ethnicity,"Black, Non-Hispanic",25756.48041375493,3,48062.26170443181,3,83409.0158128,3
2018,01,115,race-ethnicity,Hispanic,15907.685250977778,3,33958.35024551352,3,61688.008607777796,3
