year,state,county,share_meps20_black,share_meps20_black_quality,share_meps20_hispanic,share_meps20_hispanic_quality,share_meps20_white,share_meps20_white_quality
2020,05,073,.78054863,1,.5925926,2,.52234638,1
2020,05,075,.77777779,2,.32098764,1,.38275862,1
2020,05,077,1,1,1,1,1,1
2020,05,079,.42592594,1,.53435117,1,.4515464,1
2020,05,081,.31818181,1,.38461539,1,.31720856,1
2020,05,083,.95348835,1,.875,1,.8700887,1
2020,05,085,.23118865,1,.069945358,1,.03217636,1
2020,05,087,.16666667,3,.50205761,1,.52029341,1
2020,05,089,1,3,1,1,1,1
2020,05,091,.99636859,1,.90909094,1,.53132904,1
2020,05,093,.94894147,1,.70833331,1,.51260507,1
2020,05,095,1,1,1,1,1,1
2020,05,097,1,3,.96363634,1,.80411363,1
2020,05,099,1,1,1,1,1,1
2020,05,101,1,3,1,3,1,1
2020,05,103,.86902755,1,.6339286,1,.52658886,1
2020,05,105,.25,2,.32941177,1,.20879121,1
2020,05,107,1,1,1,1,1,1
2020,05,109,.44680852,1,.7413249,1,.69982547,1
2020,05,111,.92356688,1,.90186918,1,.9269852,1
2020,05,113,.58823532,2,.82492584,1,.59066564,1
2020,05,115,.19693094,1,.23753117,1,.16896918,1
2020,05,117,.34756097,1,.27777779,2,.26310161,1
2020,05,119,.68059599,1,.71925664,1,.3293972,1
2020,05,121,.13333334,2,.32941177,1,.42574257,1
2020,05,123,1,1,1,1,1,1
2020,05,125,0,1,0,1,0,1
2020,05,127,.40000001,2,.64705884,1,.60754502,1
2020,05,129,1,3,1,1,1,1
2020,05,131,.69319564,1,.78927279,1,.30707443,1
2020,05,133,1,1,1,1,1,1
2020,05,135,1,1,1,1,1,1
2020,05,137,1,3,1,1,1,1
2020,05,139,.82556498,1,.83767533,1,.45856354,1
2020,05,141,1,2,1,1,1,1
2020,05,143,.28081781,1,.68394595,1,.23160854,1
2020,05,145,.23154847,1,.17682926,1,.15573364,1
2020,05,147,.8488372,1,.69230771,3,.64659274,1
2020,05,149,.578125,1,.60062402,1,.65143299,1
2020,06,001,.26062715,1,.22883992,1,.015456971,1
2020,06,003,,,0,3,0,1
2020,06,005,0,2,0,1,0,1
2020,06,007,.23130435,1,.14097744,1,.14655066,1
2020,06,009,.055555556,1,.057065219,1,.055344071,1
2020,06,011,0,1,.090015933,1,.030463576,1
2020,06,013,.14092933,1,.13501714,1,.011902978,1
2020,06,015,.20689656,2,.3343882,1,.38108614,1
2020,06,017,0,1,0,1,0,1
2020,06,019,.49552456,1,.54567939,1,.16604739,1
2020,06,021,.096774191,1,.21735075,1,.12687652,1
2020,06,023,.24867725,1,.22525284,1,.10795812,1
2020,06,025,.45199999,1,.3556726,1,.20691906,1
2020,06,027,0,3,0,1,0,1
2020,06,029,.46095294,1,.55174601,1,.17883892,1
2020,06,031,.2987552,1,.47412306,1,.13929962,1
2020,06,033,.66911763,1,.55451226,1,.38028169,1
2020,06,035,0,1,.0026525198,1,.0027844072,1
2020,06,037,.4716599,1,.54374892,1,.085391819,1
2020,06,039,.6417526,1,.67200369,1,.17573954,1
2020,06,041,0,1,.04993213,1,.0001194315,1
2020,06,043,.125,3,.079283886,1,.044866264,1
2020,06,045,.12820514,1,.17734826,1,.12830341,1
2020,06,047,.38436267,1,.36580321,1,.20840025,1
2020,06,049,.1,3,.037837837,1,.017931035,1
2020,06,051,0,3,0,1,0,1
2020,06,053,.10318331,1,.38187069,1,.048575431,1
2020,06,055,0,1,0,1,0,1
2020,06,057,.49253732,1,.16864699,1,.012434188,1
2020,06,059,.065006182,1,.23191178,1,.0098310662,1
2020,06,061,.00073909829,1,.00099757733,1,.00012817555,1
2020,06,063,0,2,0,1,0,1
2020,06,065,.23946148,1,.31710047,1,.080022134,1
2020,06,067,.37159687,1,.32954845,1,.13184385,1
2020,06,069,0,1,.00035880876,1,0,1
2020,06,071,.44264716,1,.38926163,1,.15682793,1
2020,06,073,.22933802,1,.17913613,1,.036210652,1
2020,06,075,.11140761,1,.034846716,1,.0071800812,1
2020,06,077,.36131892,1,.3483054,1,.078774884,1
2020,06,079,.01119403,1,.025052343,1,.0030198446,1
2020,06,081,.086762078,1,.069502167,1,.0022958058,1
2020,06,083,.08560311,1,.28061759,1,.025724612,1
2020,06,085,.027913159,1,.061964758,1,.0019957395,1
2020,06,087,.050724637,1,.38037792,1,.016483517,1
2020,06,089,.24919094,1,.16191138,1,.1107412,1
2020,06,091,0,3,0,1,0,1
2020,06,093,.34722221,1,.41544119,1,.23542792,1
2020,06,095,.11743816,1,.1060487,1,.017572222,1
2020,06,097,.0088397786,1,.011522448,1,.0038866026,1
2020,06,099,.16345777,1,.22263332,1,.082374595,1
2020,06,101,.2431694,1,.28673175,1,.090427451,1
2020,06,103,.37349397,1,.31308213,1,.24067234,1
2020,06,105,.5,3,.17647059,1,.17693059,1
2020,06,107,.35410485,1,.5679701,1,.23202282,1
2020,06,109,0,1,0,1,0,1
2020,06,111,.017886562,1,.17230587,1,.01990978,1
2020,06,113,.16666667,1,.10692174,1,.039661899,1
2020,06,115,.24158415,1,.23736416,1,.17672715,1
2020,08,001,.27773374,1,.22804397,1,.07041309,1
2020,08,003,.05882353,2,.4460094,1,.4691824,1
2020,08,005,.15557469,1,.22450729,1,.025821647,1
2020,08,007,0,3,0,1,0,1
2020,08,009,.5,3,.45794392,1,.54845363,1
2020,08,011,.33333334,3,.91573036,1,.49776787,1
2020,08,013,.025,1,.14203051,1,.013414896,1
2020,08,014,0,1,0,1,0,1
2020,08,015,0,2,0,1,0,1
2020,08,017,0,3,0,1,0,1
2020,08,019,0,3,0,1,0,1
2020,08,021,.25,3,.6735484,1,.44569817,1
2020,08,023,1,3,1,1,1,1
2020,08,025,1,3,1,1,1,1
2020,08,027,0,3,.66666669,3,.45192307,1
2020,08,029,.44444445,2,.57218778,1,.48953727,1
2020,08,031,.26665568,1,.39394519,1,.074567072,1
2020,08,033,,,.5,3,.46698114,1
2020,08,035,.013580247,1,.040464871,1,.00083851133,1
2020,08,037,0,1,0,1,0,1
2020,08,039,0,3,.011527377,1,.0064223651,1
2020,08,041,.30954981,1,.3050881,1,.099818073,1
2020,08,043,.62962961,2,.47119078,1,.44414821,1
2020,08,045,.023809524,1,.017779458,1,.033144534,1
2020,08,047,0,3,0,1,0,1
2020,08,049,0,3,0,1,0,1
2020,08,051,0,3,0,1,0,1
2020,08,053,0,3,0,3,0,1
2020,08,055,1,3,.90133333,1,.7784431,1
2020,08,057,,,0,1,0,1
2020,08,059,.12936804,1,.18192719,1,.026433466,1
2020,08,061,.33333334,3,.375,2,.32589287,1
2020,08,063,.071428575,3,.10874201,1,.056451611,1
2020,08,065,0,3,0,1,0,1
2020,08,067,0,1,0,1,0,1
2020,08,069,.05027933,1,.074036092,1,.023452584,1
2020,08,071,.3125,1,.45899999,1,.19067357,1
2020,08,073,0,3,0,1,0,1
2020,08,075,.51612902,1,.37001595,1,.27948463,1
2020,08,077,.13235295,1,.30619502,1,.18053891,1
2020,08,079,,,0,2,0,1
2020,08,081,0,3,0,1,0,1
2020,08,083,.27272728,3,.27615061,1,.19700627,1
2020,08,085,.12903225,1,.080713682,1,.048285715,1
2020,08,087,.4519774,1,.28656322,1,.16366753,1
2020,08,089,.83333331,2,.83732349,1,.7169944,1
2020,08,091,0,3,0,1,0,1
2020,08,093,0,3,0,1,0,1
2020,08,095,0,3,0,1,0,1
2020,08,097,0,3,0,1,0,1
2020,08,099,.44444445,3,.47505757,1,.3172338,1
2020,08,101,.36507937,1,.44290394,1,.22772114,1
2020,08,103,0,3,0,1,0,1
2020,08,105,.2,3,.51902175,1,.32244319,1
2020,08,107,0,1,0,1,0,1
2020,08,109,.8888889,3,.96204621,1,.81492537,1
2020,08,111,,,0,2,0,1
2020,08,113,0,3,0,1,0,1
2020,08,115,0,3,.44210526,1,.35074627,1
2020,08,117,0,2,0,1,0,1
2020,08,119,.07692308,3,.075085327,1,.065439671,1
2020,08,121,0,3,0,1,0,1
2020,08,123,.38854295,1,.21207055,1,.031860158,1
2020,08,125,0,3,.50807452,1,.58683729,1
2020,09,001,.28701121,1,.1544926,1,.013268116,1
2020,09,003,.26934263,1,.30163246,1,.028595682,1
2020,09,005,0,1,0,1,0,1
2020,09,007,0,1,0,1,0,1
2020,09,009,.3812767,1,.34290484,1,.045992568,1
2020,09,011,.17486784,1,.21890618,1,.016396523,1
2020,09,013,.059633028,1,.04640884,1,.0061957869,1
2020,09,015,.14326647,1,.28380838,1,.015690953,1
2020,10,001,.34498209,1,.31835091,1,.17410429,1
2020,10,003,.27608433,1,.22824417,1,.068524644,1
2020,10,005,.30604982,1,.17271067,1,.14674123,1
2020,11,001,.56486517,1,.12597221,1,.021313615,1
2020,12,001,.23808081,1,.051253483,1,.046452977,1
2020,12,003,0,1,0,1,0,1
2020,12,005,.30378249,1,.22150768,1,.073601626,1
2020,12,007,.30560929,1,.11392405,1,.23946488,1
2020,12,009,.2652061,1,.1568393,1,.06790401,1
2020,12,011,.45386058,1,.18319294,1,.084420614,1
2020,12,013,0,1,0,1,0,1
2020,12,015,0,1,0,1,0,1
2020,12,017,.30992368,1,.33310103,1,.31756151,1
2020,12,019,0,1,0,1,0,1
2020,12,021,.47039726,1,.45873857,1,.073746711,1
2020,12,023,.2675862,1,.089058526,1,.069157653,1
2020,12,027,.35976788,1,.33807197,1,.26904762,1
2020,12,029,.51572329,1,.38461539,1,.48806217,1
2020,12,031,.47276649,1,.2488066,1,.10856964,1
2020,12,033,.3353388,1,.20282574,1,.090898834,1
2020,12,035,.10877968,1,.062775873,1,.082674615,1
2020,12,037,.97058821,1,.96875,1,.96055436,1
2020,12,039,.98459786,1,.99910635,1,.97109824,1
2020,12,041,0,1,0,1,0,1
2020,12,043,.40718561,1,.24313186,1,.19089317,1
2020,12,045,0,1,0,1,0,1
2020,12,047,.51408452,1,.58908045,1,.47863248,1
2020,12,049,.13358779,1,.25024155,1,.23760331,1
2020,12,051,.28405672,1,.36881152,1,.19132653,1
2020,12,053,.21320648,1,.17466012,1,.12782772,1
2020,12,055,.53025794,1,.50159091,1,.37666532,1
2020,12,057,.47546628,1,.39225137,1,.13724953,1
2020,12,059,.02,1,.011494253,1,.01575367,1
2020,12,061,.19471624,1,.2177563,1,.065901674,1
2020,12,063,.028076464,1,.0031847134,1,.011515152,1
2020,12,065,1,1,1,1,.99310344,1
2020,12,067,0,1,0,1,0,1
2020,12,069,.01439906,1,.041540276,1,.033469312,1
2020,12,071,.2255594,1,.18858773,1,.053959314,1
2020,12,073,.36277229,1,.23932473,1,.062306445,1
2020,12,075,.49062499,1,.5301047,1,.54307812,1
2020,12,077,.460177,1,.59558821,1,.29429734,1
2020,12,079,.61724138,1,.4041096,1,.2431149,1
2020,12,081,.35453027,1,.33471921,1,.084218718,1
2020,12,083,.48663819,1,.43344417,1,.41267213,1
2020,12,085,.31433225,1,.40019286,1,.060686015,1
2020,12,086,.84153473,1,.46795577,1,.18849272,1
2020,12,087,0,1,0,1,0,1
2020,12,089,0,1,0,1,0,1
2020,12,091,.028399782,1,.009864036,1,.023271631,1
2020,12,093,.10983982,1,.18185171,1,.14465635,1
2020,12,095,.44153532,1,.18349639,1,.042165685,1
2020,12,097,.23714985,1,.21653441,1,.09562543,1
2020,12,099,.65639418,1,.53417796,1,.12810846,1
2020,12,101,.27518016,1,.24587037,1,.20376571,1
2020,12,103,.2975089,1,.12794326,1,.052381326,1
2020,12,105,.23366074,1,.24081318,1,.14328519,1
2020,12,107,.24253285,1,.29243866,1,.070476189,1
2020,12,109,.048090041,1,.0082114963,1,.0078191813,1
2020,12,111,.40588012,1,.27643773,1,.16518027,1
2020,12,113,.0090022506,1,.0013630168,1,.0032997078,1
2020,12,115,.26656893,1,.16176631,1,.022577323,1
2020,12,117,.25479108,1,.13897596,1,.064743988,1
2020,12,119,.26757991,1,.087152518,1,.05753326,1
2020,12,121,.42547771,1,.43224701,1,.31039447,1
2020,12,123,.25806451,1,.25333333,1,.28384528,1
2020,12,125,0,1,0,1,0,1
2020,12,127,.23672476,1,.093289942,1,.038402729,1
2020,12,129,.0088495575,1,.068571426,1,.037806708,1
2020,12,131,.16571428,1,.10340557,1,.089273907,1
2020,12,133,0,1,0,1,0,1
2020,13,001,1,1,1,1,1,1
2020,13,003,1,1,1,1,1,1
2020,13,005,.73008847,1,.72333336,1,.68292683,1
2020,13,007,1,1,1,1,1,1
2020,13,009,1,1,1,1,1,1
2020,13,011,.23529412,1,.45490196,1,.032135308,1
2020,13,013,0,1,0,1,0,1
2020,13,015,.052631579,1,.12085386,1,.061266873,1
2020,13,017,1,1,1,1,1,1
2020,13,019,.49095607,1,.39768341,1,.46636569,1
2020,13,021,.98078907,1,.94680852,1,.6624139,1
2020,13,023,.50729334,1,.41095892,1,.53986335,1
2020,13,025,.71844661,1,.69230771,1,.71858805,1
2020,13,027,.95711833,1,.95161289,1,.95558739,1
2020,13,029,0,1,0,1,0,1
2020,13,031,.49164042,1,.49202454,1,.19831379,1
2020,13,033,1,1,1,1,1,1
2020,13,035,1,1,1,1,1,1
2020,13,037,.73934424,1,.33962265,1,.015831135,1
2020,13,039,0,1,0,1,0,1
2020,13,043,1,1,1,1,1,1
2020,13,045,.071881607,1,.10150376,1,.11458421,1
2020,13,047,.073015876,1,.12450593,1,.069636345,1
2020,13,049,.71397382,1,.34693879,1,.5937804,1
2020,13,051,.54844218,1,.39326343,1,.13471825,1
2020,13,053,.57480317,1,.21487603,1,.55269319,1
2020,13,055,.74568963,1,.57081544,1,.54719514,1
2020,13,057,.019159457,1,.074086837,1,.0090119913,1
2020,13,059,.8266117,1,.85360092,1,.76708585,1
2020,13,061,1,1,,,1,3
2020,13,063,.84995431,1,.91705781,1,.17277487,1
2020,13,065,.6674009,1,.74074072,1,.64628822,1
2020,13,067,.22114642,1,.31713146,1,.027335085,1
2020,13,069,1,1,1,1,1,1
2020,13,071,1,1,1,1,1,1
2020,13,073,0,1,0,1,0,1
2020,13,075,.71770334,1,.75149703,1,.71150219,1
2020,13,077,.06475082,1,.050228309,1,.041332144,1
2020,13,079,.4463768,1,.5,1,.43700442,1
2020,13,081,.93529409,1,.94418603,1,.94001716,1
2020,13,083,0,3,0,1,0,1
2020,13,085,0,1,0,1,0,1
2020,13,087,.96260095,1,.97445256,1,.87270641,1
2020,13,089,.67735827,1,.48788965,1,.04749953,1
2020,13,091,.73076922,1,.62686568,1,.68427521,1
2020,13,093,1,1,1,1,1,1
2020,13,095,1,1,1,1,1,1
2020,13,097,.20424847,1,.30183506,1,.10151988,1
2020,13,099,1,1,1,1,1,1
2020,13,101,1,2,1,1,1,1
2020,13,103,0,1,0,1,0,1
2020,13,105,.70937788,1,.63836479,1,.68030512,1
2020,13,107,1,1,1,1,1,1
2020,13,109,.99539876,1,1,1,1,1
2020,13,111,0,3,0,1,0,1
2020,13,113,0,1,0,1,0,1
2020,13,115,.82748848,1,.81928784,1,.39338708,1
2020,13,117,0,1,0,1,0,1
2020,13,119,.24242425,1,.22222222,1,.13433962,1
2020,13,121,.65416384,1,.3023712,1,.019180615,1
2020,13,123,.53846157,3,.39672643,1,.26758522,1
2020,13,125,.31428573,1,0,3,.42003852,1
2020,13,127,.41115224,1,.38147739,1,.18960506,1
2020,13,129,.38082901,1,.34983376,1,.27958387,1
2020,13,131,1,1,1,1,1,1
2020,13,133,.88261253,1,.66840732,1,.16987179,1
2020,13,135,.2058613,1,.43786746,1,.050494324,1
2020,13,137,.17514125,1,.15853019,1,.027441286,1
2020,13,139,.40313935,1,.4338747,1,.11203382,1
2020,13,141,1,1,1,3,1,2
2020,13,143,.42857143,1,.71641791,1,.59145606,1
2020,13,145,0,1,0,1,0,1
2020,13,147,.2594524,1,.07333333,1,.10514233,1
2020,13,149,.31999999,1,.42647058,1,.30505618,1
2020,13,151,.070469797,1,.094631866,1,.021123871,1
2020,13,153,.59487677,1,.53851151,1,.27485144,1
2020,13,155,1,1,1,1,1,1
2020,13,157,.017000001,1,.040450588,1,.026351746,1
2020,13,159,.19532908,1,.32535884,1,.24729127,1
2020,13,161,.72103006,1,.7402032,1,.72471911,1
2020,13,163,1,1,1,1,1,1
2020,13,165,1,1,1,1,1,1
2020,13,167,1,1,1,1,1,1
2020,13,169,.1749226,1,.094736844,1,.092730395,1
2020,13,171,.47901234,1,.42391303,1,.48048779,1
2020,13,173,1,1,1,1,1,1
2020,13,175,1,1,1,1,1,1
2020,13,177,0,1,0,1,0,1
2020,13,179,.34135339,1,.29232997,1,.21929432,1
2020,13,181,.44444445,1,.42857143,3,.50290698,1
2020,13,183,0,1,0,1,0,1
2020,13,185,.74041462,1,.49528563,1,.27930075,1
2020,13,187,0,1,0,1,0,1
2020,13,189,.72966272,1,.74846625,1,.69162995,1
2020,13,191,1,1,1,2,1,1
2020,13,193,1,1,1,1,1,1
2020,13,195,0,1,0,1,0,1
2020,13,197,1,1,1,1,1,1
2020,13,199,.99852401,1,1,1,.99585062,1
2020,13,201,1,1,1,1,1,1
2020,13,205,1,1,1,1,.99749792,1
2020,13,207,.038499508,1,.013605442,1,.002762431,1
2020,13,209,1,1,1,1,1,1
2020,13,211,0,1,0,1,0,1
2020,13,213,.58536583,1,.46581692,1,.44785643,1
2020,13,215,.8585366,1,.71716875,1,.4289034,1
2020,13,217,.59062898,1,.62452525,1,.3698121,1
2020,13,219,0,1,0,1,0,1
2020,13,221,0,1,0,1,0,1
2020,13,223,0,1,0,1,0,1
2020,13,225,1,1,1,1,1,1
2020,13,227,0,1,0,1,0,1
2020,13,229,.37809187,1,.18322982,1,.18339351,1
2020,13,231,0,1,0,1,0,1
2020,13,233,1,1,1,1,1,1
2020,13,235,.76254827,1,.76767677,1,.69609505,1
2020,13,237,1,1,1,1,1,1
2020,13,239,1,1,,,1,1
2020,13,241,0,3,0,1,0,1
2020,13,243,1,1,1,1,1,1
2020,13,245,.95050907,1,.83457714,1,.73084718,1
2020,13,247,.21719925,1,.22601745,1,.15830389,1
2020,13,249,0,1,0,1,0,1
2020,13,251,1,1,1,1,1,1
2020,13,253,1,1,1,1,1,1
2020,13,255,.78821099,1,.7539432,1,.53578979,1
2020,13,257,.47530866,1,.45023698,1,.4647986,1
2020,13,259,.48311689,1,.66666669,3,.36000001,2
2020,13,261,1,1,1,1,1,1
2020,13,263,1,1,,,1,1
2020,13,265,1,1,1,1,1,2
2020,13,267,1,1,1,1,1,1
2020,13,269,1,1,1,1,1,1
2020,13,271,1,1,1,1,1,1
2020,13,273,1,1,1,2,1,1
2020,13,275,.68789119,1,.69421488,1,.61460894,1
2020,13,277,0,1,0,1,0,1
2020,13,279,.80868542,1,.94849783,1,.86324435,1
2020,13,281,.1,3,.53968257,1,.42261904,1
2020,13,283,1,1,1,1,1,1
2020,13,285,.49617445,1,.45919478,1,.22882673,1
2020,13,287,1,1,1,1,1,1
2020,13,289,1,1,1,3,1,1
2020,13,291,0,3,0,1,0,1
2020,13,293,1,1,1,1,1,1
2020,13,295,.54446852,1,.43059489,1,.36354926,1
2020,13,297,.14655173,1,.064000003,1,.047257818,1
2020,13,299,1,1,1,1,1,1
2020,13,301,1,1,1,3,1,1
2020,13,303,1,1,1,1,1,1
2020,13,305,1,1,1,1,1,1
2020,13,307,1,1,1,2,1,1
2020,13,309,1,1,1,1,1,1
2020,13,311,.018404908,1,.047781572,1,.065499604,1
2020,13,313,.45454547,1,.51065165,1,.22194996,1
2020,13,315,1,1,1,1,1,1
2020,13,317,.99406528,1,1,1,1,1
2020,13,319,1,1,1,1,1,1
2020,13,321,1,1,1,1,1,1
2020,15,001,.07,1,.050086956,1,.09279228,1
2020,15,003,.0027497709,1,.021863528,1,.0027988146,1
2020,15,005,,,,,,
2020,15,007,0,2,.0049321824,1,0,1
2020,15,009,0,1,.0032706459,1,.0006932409,1
2020,16,001,.065334775,1,.014369973,1,.0087445974,1
2020,16,003,0,3,0,2,0,1
2020,16,005,0,1,.031435348,1,.026764629,1
2020,16,007,0,3,0,2,0,1
2020,16,009,.33333334,3,.43243244,1,.060571428,1
2020,16,011,.13725491,1,.25746608,1,.051617872,1
